                 (undefined) external _AnalyticsSendEvent (from CoreAnalytics)
                 (undefined) external _CC_SHA256 (from libSystem)
                 (undefined) external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _OBJC_CLASS_$_GEOCountryConfiguration (from GeoServices)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHTTPURLResponse (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_RBSAssertion (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSAttribute (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSDomainAttribute (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSTarget (from RunningBoardServices)
00000002993e4870 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SAAssetManagerFactory
0000000299ff2658 (__AUTH,__objc_data) non-external __DATA_SADeviceInfo
0000000299ff26a0 (__AUTH,__objc_data) non-external __DATA_SATrialExperiment
000000029dbf2640 (__AUTH_CONST,__objc_const) non-external __DATA__TtC12SearchAssets13DeviceContext
000000029dbf29f0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC12SearchAssets15ActivityMonitor
00000002993e48e8 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC12SearchAssets18ResourceAccessSpan
0000000299ff25c8 (__AUTH,__objc_data) non-external __DATA__TtC12SearchAssets25ResourceAccessNetworkSpan
0000000299ff2538 (__AUTH,__objc_data) non-external __DATA__TtC12SearchAssets29SASafariAssistantAssetManager
000000029dbf2868 (__AUTH_CONST,__objc_const) non-external __DATA__TtC12SearchAssets30SASafariAssistantAssetProvider
000000029dbf3078 (__AUTH_CONST,__objc_const) non-external __DATA__TtC12SearchAssets38SASafariAssistantPrefetchRequestFilter
0000000299ff2580 (__AUTH,__objc_data) non-external __DATA__TtC12SearchAssets41PrefilterSafariSummarizationPrefetchModel
000000029dbf3130 (__AUTH_CONST,__objc_const) non-external __DATA__TtC12SearchAssets6Locker
000000029dbf2aa8 (__AUTH_CONST,__objc_const) non-external __DATA__TtCC12SearchAssets15ActivityMonitor13WeakReference
0000000267820c30 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS_SAAssetManagerFactory
0000000267820c48 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS_SADeviceInfo
0000000267820cc0 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS_SATrialExperiment
0000000267820d28 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC12SearchAssets29SASafariAssistantAssetManager
0000000267820da8 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC12SearchAssets41PrefilterSafariSummarizationPrefetchModel
000000029dbf2bc8 (__AUTH_CONST,__objc_const) non-external __IVARS_SATrialExperiment
000000029dbf26d0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets11NetworkSpan
000000029dbf2c90 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets12ActivitySpan
000000029dbf25b8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets13DeviceContext
000000029dbf2688 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets14AtomicProperty
000000029dbf2988 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets15ActivityMonitor
000000029dbf2de0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets18ResourceAccessSpan
000000029dbf28f8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets25ResourceAccessNetworkSpan
000000029dbf21f0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets29SASafariAssistantAssetManager
000000029dbf2780 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets30SASafariAssistantAssetProvider
000000029dbf2ed0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets38SASafariAssistantPrefetchRequestFilter
000000029dbf2320 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets41PrefilterSafariSummarizationPrefetchModel
000000029dbf3108 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC12SearchAssets6Locker
000000029dbf2a80 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCC12SearchAssets15ActivityMonitor13WeakReference
000000029dbf2af0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA_SAAssetManagerFactory
000000029dbf2b38 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA_SADeviceInfo
000000029dbf2b80 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA_SATrialExperiment
000000029dbf2570 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC12SearchAssets13DeviceContext
000000029dbf2940 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC12SearchAssets15ActivityMonitor
000000029dbf2d98 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC12SearchAssets18ResourceAccessSpan
000000029dbf28b0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC12SearchAssets25ResourceAccessNetworkSpan
000000029dbf2198 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC12SearchAssets29SASafariAssistantAssetManager
000000029dbf2738 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC12SearchAssets30SASafariAssistantAssetProvider
000000029dbf2e88 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC12SearchAssets38SASafariAssistantPrefetchRequestFilter
000000029dbf22c8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC12SearchAssets41PrefilterSafariSummarizationPrefetchModel
000000029dbf30c0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC12SearchAssets6Locker
000000029dbf2a38 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCC12SearchAssets15ActivityMonitor13WeakReference
                 (undefined) external __NSConcreteStackBlock (from libSystem)
000000029dbf2458 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
000000029dbf2408 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PrefilterSafariSummarizationPrefetchModelProtocol
0000000267820de0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
0000000267820ed0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
0000000267820ee8 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_PrefilterSafariSummarizationPrefetchModelProtocol
0000000267820f08 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_SASafariAssistantAssetManagerProtocol
000000029dbf24a0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
000000029dbf2430 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_PrefilterSafariSummarizationPrefetchModelProtocol
000000029dbf23b0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_SASafariAssistantAssetManagerProtocol
000000029dbf2440 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_OS_nw_activity
000000029dbf2540 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_OS_os_transaction
000000029dbf23f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_PrefilterSafariSummarizationPrefetchModelProtocol
000000029dbf2558 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_SAAssetManagerProtocol
000000029dbf2390 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_SASafariAssistantAssetManagerProtocol
0000000291036850 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
0000000291036848 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_OS_nw_activity
0000000291036858 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_OS_os_transaction
0000000291036840 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_PrefilterSafariSummarizationPrefetchModelProtocol
0000000291036860 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_SAAssetManagerProtocol
0000000291036830 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_SASafariAssistantAssetManagerProtocol
00000002973a1040 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00000002973a0fe0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_OS_nw_activity
00000002973a10b8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_OS_os_transaction
00000002973a0f80 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_PrefilterSafariSummarizationPrefetchModelProtocol
00000002973a1130 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_SAAssetManagerProtocol
00000002973a0f08 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_SASafariAssistantAssetManagerProtocol
000000029dbf2368 (__AUTH_CONST,__objc_const) non-external __PROPERTIES__TtC12SearchAssets41PrefilterSafariSummarizationPrefetchModel
000000029dbf2188 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC12SearchAssets29SASafariAssistantAssetManager
000000029dbf21e0 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC12SearchAssets29SASafariAssistantAssetManager.2
000000029dbf22b8 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC12SearchAssets41PrefilterSafariSummarizationPrefetchModel
000000029dbf2310 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC12SearchAssets41PrefilterSafariSummarizationPrefetchModel.7
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
000000026780ac48 (__TEXT,__text) non-external (was a private external) ___swift_allocate_boxed_opaque_existential_0
000000026780b87c (__TEXT,__text) non-external (was a private external) ___swift_allocate_value_buffer
000000026782b038 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026782b06c (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026782b090 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026782b094 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026782b0a4 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026782b0e0 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026782b104 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
00000002677fc6f4 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_0
00000002677fc6f4 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
00000002677fc6f4 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
00000002677fc6f4 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_1
00000002677fecf0 (__TEXT,__text) non-external (was a private external) ___swift_getEnumTagSinglePayload
000000026780177c (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledNameAbstractV2
00000002677fb860 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledNameV2
00000002677ffbd0 (__TEXT,__text) non-external (was a private external) ___swift_instantiateGenericMetadata
0000000267817220 (__TEXT,__text) non-external (was a private external) ___swift_memcpy0_1
000000026780f4b4 (__TEXT,__text) non-external (was a private external) ___swift_memcpy16_8
000000026780ad68 (__TEXT,__text) non-external (was a private external) ___swift_memcpy1_1
000000026780e83c (__TEXT,__text) non-external (was a private external) ___swift_memcpy24_8
00000002677fb698 (__TEXT,__text) non-external (was a private external) ___swift_memcpy4_4
0000000267812d5c (__TEXT,__text) non-external (was a private external) ___swift_memcpy56_8
00000002677fe86c (__TEXT,__text) non-external (was a private external) ___swift_mutable_project_boxed_opaque_existential_1
00000002677fb6a4 (__TEXT,__text) non-external (was a private external) ___swift_noop_void_return
00000002677fb8ac (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_1
00000002677fb8ac (__TEXT,__text) non-external ___swift_project_boxed_opaque_existential_1Tm
00000002677fb778 (__TEXT,__text) non-external (was a private external) ___swift_project_value_buffer
00000002678211b0 (__TEXT,__const) non-external (was a private external) ___swift_reflection_version
00000002677feaac (__TEXT,__text) non-external (was a private external) ___swift_storeEnumTagSinglePayload
000000029dbf1140 (__AUTH_CONST,__const) non-external ___unnamed_1
000000029dbf1228 (__AUTH_CONST,__const) non-external ___unnamed_1
000000029dbf1aa0 (__AUTH_CONST,__const) non-external ___unnamed_1
00000002678228a8 (__TEXT,__const) non-external ___unnamed_10
                 (undefined) external __objc_autoreleasePoolPop (from libobjc)
                 (undefined) external __objc_autoreleasePoolPush (from libobjc)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) external __swiftImmortalRefCount (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
0000000291036780 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_SearchAssets
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
0000000291036770 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_SearchAssets
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from Foundation)
0000000291036758 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_SearchAssets
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
0000000291036788 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIOKit_$_SearchAssets
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftOSLog (from libswiftOSLog)
0000000291036798 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftOSLog_$_SearchAssets
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
0000000291036778 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftObjectiveC_$_SearchAssets
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
0000000291036760 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_SearchAssets
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_Builtin_float (from libswift_Builtin_float)
0000000291036768 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_Builtin_float_$_SearchAssets
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
0000000291036790 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_SearchAssets
000000026780ac08 (__TEXT,__text) non-external (was a private external) __swift_implicitisolationactor_to_executor_cast
                 (undefined) external __swift_stdlib_bridgeErrorToNSError (from libswiftCore)
000000026780df78 (__TEXT,__text) non-external __swift_stdlib_malloc_size
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
00000002678261ce (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets027SafariSummarizationPrefetchB5ErrorOSHAASQ
0000000267826440 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets21ResourceAccessOutcomeOSHAASQ
0000000267826438 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets22ResourceAccessActivityOSHAASQ
0000000267826212 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets23ResourceNetworkActivityVAA03SubE11DescriptionAA06ParentE0AaDP_AA0eG0
000000026782620a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets23ResourceNetworkActivityVSHAASQ
00000002678263e0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets35SASafariAssistantUrlPathFilterModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLOSHAASQ
00000002678263f0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets35SASafariAssistantUrlPathFilterModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLOs0I3KeyAAs23CustomStringConvertible
00000002678263e8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets35SASafariAssistantUrlPathFilterModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLOs0I3KeyAAs28CustomDebugStringConvertible
00000002678265e4 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets35SafariAssistantAssetSpecifierLocaleOSHAASQ
00000002678265dc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets40SafariAssistantAssetSpecifierCountryCodeOSHAASQ
000000026782641a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets42SASafariAssistantUrlPathFilterPatternModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLOSHAASQ
000000026782642a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets42SASafariAssistantUrlPathFilterPatternModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLOs0J3KeyAAs23CustomStringConvertible
0000000267826422 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets42SASafariAssistantUrlPathFilterPatternModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLOs0J3KeyAAs28CustomDebugStringConvertible
00000002678267b4 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12SearchAssets45SafariSummarizationPrefetchRequestFilterErrorOSHAASQ
000000026780ab84 (__TEXT,__text) non-external _block_copy_helper
000000026780af6c (__TEXT,__text) non-external _block_copy_helper.58
000000026780aca8 (__TEXT,__text) non-external _block_copy_helper.62
000000026780af70 (__TEXT,__text) non-external _block_copy_helper.65
000000026780af7c (__TEXT,__text) non-external _block_copy_helper.70
000000029dbf1528 (__AUTH_CONST,__const) non-external _block_descriptor
000000029dbf1550 (__AUTH_CONST,__const) non-external _block_descriptor.60
000000029dbf1578 (__AUTH_CONST,__const) non-external _block_descriptor.64
000000029dbf15a0 (__AUTH_CONST,__const) non-external _block_descriptor.67
000000029dbf15c8 (__AUTH_CONST,__const) non-external _block_descriptor.72
000000026780ab98 (__TEXT,__text) non-external _block_destroy_helper
000000026780af74 (__TEXT,__text) non-external _block_destroy_helper.59
000000026780ad0c (__TEXT,__text) non-external _block_destroy_helper.63
000000026780af78 (__TEXT,__text) non-external _block_destroy_helper.66
000000026780af68 (__TEXT,__text) non-external _block_destroy_helper.71
000000026781346c (__TEXT,__text) non-external (was a private external) _dynamic_cast_existential_1_conditional
0000000267825f90 (__TEXT,__swift5_typeref) non-external (was a private external) _flat unique So14OS_nw_activity_p
00000002678264b8 (__TEXT,__swift5_typeref) non-external (was a private external) _flat unique So17OS_os_transaction_p
0000000267826046 (__TEXT,__swift5_typeref) non-external (was a private external) _flat unique So8NSObject_p
00000002678266ac (__TEXT,__swift5_typeref) non-external (was a private external) _get_type_metadata 15Synchronization5MutexVyytG noncopyable.17
0000000267826012 (__TEXT,__swift5_typeref) non-external (was a private external) _get_type_metadata 15Synchronization5MutexVyytG noncopyable.18
00000002678266d2 (__TEXT,__swift5_typeref) non-external (was a private external) _get_type_metadata 15Synchronization6AtomicVySbG noncopyable.18
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _nw_activity_complete_with_reason (from Network)
                 (undefined) external _nw_activity_is_activated (from Network)
                 (undefined) external _objc_allocWithZone (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
000000026782de20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_timingData
000000026782de40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_web_looksLikeIPAddress
000000026782de60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$acquireWithError:
000000026782de80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assetNamed:
000000026782dea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$assetVersionForLocale:
000000026782dec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attributeWithDomain:name:
000000026782dee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bloomFilterWithPathToFile:
000000026782df00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$completedBytes
000000026782df20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$completedPercent
000000026782df40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$computeHashesWithSeed:forData:reuse:
000000026782df60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countryCode
000000026782df80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentLocale
000000026782dfa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentProcess
000000026782dfc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
000000026782dfe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$downloadStatus
000000026782e000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getWithHashes:
000000026782e020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$init
000000026782e040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDomain:code:userInfo:
000000026782e060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDouble:
000000026782e080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithExplanation:target:attributes:
000000026782e0a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithInteger:
000000026782e0c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithName:assetSets:usageAliases:expires:
000000026782e0e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUnsignedInt:
000000026782e100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUnsignedInteger:
000000026782e120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidate
000000026782e140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$location
000000026782e160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$metadata
000000026782e180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$newHashesArray
000000026782e1a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$observeAssetSet:queue:handler:
000000026782e1c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$postNotificationName:object:
000000026782e1e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$prefilterUrl
000000026782e200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObserver:
000000026782e220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$response
000000026782e240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$retrieveAssetSet:usages:
000000026782e260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$safariAssistantAssetManagerWithLocale:
000000026782e280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sharedConfiguration
000000026782e2a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sharedManager
000000026782e2c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$statusCode
000000026782e2e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subscribe:subscriptions:queue:completion:
000000026782e300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$systemLocale
000000026782e320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$totalBytes
000000026782e340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsubscribe:subscriptionNames:queue:completion:
000000026782e360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateAssetsForSubscriber:subscriptionName:policies:queue:detailedProgress:completion:
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
00000002677feb88 (__TEXT,__text) non-external _objectdestroy.31Tm
00000002677fefd4 (__TEXT,__text) non-external _objectdestroy.53Tm
                 (undefined) external _os_eligibility_get_domain_answer (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_transaction_create (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _swift_allocBox (from libswiftCore)
                 (undefined) external _swift_allocError (from libswiftCore)
                 (undefined) external _swift_allocObject (from libswiftCore)
                 (undefined) external _swift_allocateGenericClassMetadata (from libswiftCore)
                 (undefined) external _swift_arrayDestroy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithCopy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithTakeBackToFront (from libswiftCore)
                 (undefined) external _swift_arrayInitWithTakeFrontToBack (from libswiftCore)
                 (undefined) external _swift_beginAccess (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain_n (from libswiftCore)
                 (undefined) external _swift_checkMetadataState (from libswiftCore)
                 (undefined) external _swift_conformsToProtocol2 (from libswiftCore)
                 (undefined) external _swift_continuation_await (from libswift_Concurrency)
                 (undefined) external _swift_continuation_init (from libswift_Concurrency)
                 (undefined) external _swift_cvw_allocateGenericValueMetadataWithLayoutString (from libswiftCore)
                 (undefined) external _swift_cvw_assignWithCopy (from libswiftCore)
                 (undefined) external _swift_cvw_assignWithTake (from libswiftCore)
                 (undefined) external _swift_cvw_destroy (from libswiftCore)
                 (undefined) external _swift_cvw_initWithCopy (from libswiftCore)
                 (undefined) external _swift_cvw_initializeBufferWithCopyOfBuffer (from libswiftCore)
                 (undefined) external _swift_cvw_instantiateLayoutString (from libswiftCore)
                 (undefined) external _swift_deallocClassInstance (from libswiftCore)
                 (undefined) external _swift_deallocObject (from libswiftCore)
                 (undefined) external _swift_deletedAsyncMethodErrorTu (from libswift_Concurrency)
                 (undefined) external _swift_deletedMethodError (from libswiftCore)
