0000000225bc2acc (__TEXT,__text) external _CGLGetCurrentContext
0000000225bc021c (__TEXT,__text) external _glGetProgramivARB
0000000225bbeeac (__TEXT,__text) external _glGetQueryIndexediv
0000000225bbe848 (__TEXT,__text) external _glGetQueryObjecti64v
0000000225bc2398 (__TEXT,__text) external _glGetQueryObjecti64vEXT
0000000225bbc9e0 (__TEXT,__text) external _glGetQueryObjectiv
0000000225bc0be0 (__TEXT,__text) external _glGetQueryObjectivARB
0000000225bbe868 (__TEXT,__text) external _glGetQueryObjectui64v
0000000225bc23b8 (__TEXT,__text) external _glGetQueryObjectui64vEXT
0000000225bbca00 (__TEXT,__text) external _glGetQueryObjectuiv
0000000225bc0c00 (__TEXT,__text) external _glGetQueryObjectuivARB
0000000225bbc9c0 (__TEXT,__text) external _glGetQueryiv
0000000225bc0bc0 (__TEXT,__text) external _glGetQueryivARB
0000000225bbd818 (__TEXT,__text) external _glGetRenderbufferParameteriv
0000000225bc19f4 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
0000000225bbe7ec (__TEXT,__text) external _glGetSamplerParameterIiv
0000000225bbe80c (__TEXT,__text) external _glGetSamplerParameterIuiv
0000000225bbe7cc (__TEXT,__text) external _glGetSamplerParameterfv
0000000225bbe7ac (__TEXT,__text) external _glGetSamplerParameteriv
0000000225bbbca8 (__TEXT,__text) external _glGetSeparableFilter
0000000225bbd4ac (__TEXT,__text) external _glGetShaderInfoLog
0000000225bbefa4 (__TEXT,__text) external _glGetShaderPrecisionFormat
0000000225bbd590 (__TEXT,__text) external _glGetShaderSource
0000000225bc11ec (__TEXT,__text) external _glGetShaderSourceARB
0000000225bbd448 (__TEXT,__text) external _glGetShaderiv
0000000225bba104 (__TEXT,__text) external _glGetString
0000000225bbe1ec (__TEXT,__text) external _glGetStringi
0000000225bbec64 (__TEXT,__text) external _glGetSubroutineIndex
0000000225bbec44 (__TEXT,__text) external _glGetSubroutineUniformLocation
0000000225bbe520 (__TEXT,__text) external _glGetSynciv
0000000225bba11c (__TEXT,__text) external _glGetTexEnvfv
0000000225bba13c (__TEXT,__text) external _glGetTexEnviv
0000000225bba15c (__TEXT,__text) external _glGetTexGendv
0000000225bba17c (__TEXT,__text) external _glGetTexGenfv
0000000225bba19c (__TEXT,__text) external _glGetTexGeniv
0000000225bba1bc (__TEXT,__text) external _glGetTexImage
0000000225bba1e4 (__TEXT,__text) external _glGetTexLevelParameterfv
0000000225bba208 (__TEXT,__text) external _glGetTexLevelParameteriv
0000000225bbe12c (__TEXT,__text) external _glGetTexParameterIiv
0000000225bc22c4 (__TEXT,__text) external _glGetTexParameterIivEXT
0000000225bbe14c (__TEXT,__text) external _glGetTexParameterIuiv
0000000225bc22e4 (__TEXT,__text) external _glGetTexParameterIuivEXT
0000000225bc2594 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
0000000225bba22c (__TEXT,__text) external _glGetTexParameterfv
0000000225bba24c (__TEXT,__text) external _glGetTexParameteriv
0000000225bbdc44 (__TEXT,__text) external _glGetTransformFeedbackVarying
0000000225bc1d48 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
0000000225bbe2a4 (__TEXT,__text) external _glGetUniformBlockIndex
0000000225bc1dd8 (__TEXT,__text) external _glGetUniformBufferSizeEXT
0000000225bbe230 (__TEXT,__text) external _glGetUniformIndices
0000000225bbd4f4 (__TEXT,__text) external _glGetUniformLocation
0000000225bc1160 (__TEXT,__text) external _glGetUniformLocationARB
0000000225bc1df4 (__TEXT,__text) external _glGetUniformOffsetEXT
0000000225bbed24 (__TEXT,__text) external _glGetUniformSubroutineuiv
0000000225bbec24 (__TEXT,__text) external _glGetUniformdv
0000000225bbd548 (__TEXT,__text) external _glGetUniformfv
0000000225bc11ac (__TEXT,__text) external _glGetUniformfvARB
0000000225bbd56c (__TEXT,__text) external _glGetUniformiv
0000000225bc11cc (__TEXT,__text) external _glGetUniformivARB
0000000225bbdf88 (__TEXT,__text) external _glGetUniformuiv
0000000225bc21e0 (__TEXT,__text) external _glGetUniformuivEXT
0000000225bbdce8 (__TEXT,__text) external _glGetVertexAttribIiv
0000000225bc2098 (__TEXT,__text) external _glGetVertexAttribIivEXT
0000000225bbdd08 (__TEXT,__text) external _glGetVertexAttribIuiv
0000000225bc20b8 (__TEXT,__text) external _glGetVertexAttribIuivEXT
0000000225bbf994 (__TEXT,__text) external _glGetVertexAttribLdv
0000000225bbd038 (__TEXT,__text) external _glGetVertexAttribPointerv
0000000225bc0000 (__TEXT,__text) external _glGetVertexAttribPointervARB
0000000225bbcfd8 (__TEXT,__text) external _glGetVertexAttribdv
0000000225bbffa0 (__TEXT,__text) external _glGetVertexAttribdvARB
0000000225bbcff8 (__TEXT,__text) external _glGetVertexAttribfv
0000000225bbffc0 (__TEXT,__text) external _glGetVertexAttribfvARB
0000000225bbd018 (__TEXT,__text) external _glGetVertexAttribiv
0000000225bbffe0 (__TEXT,__text) external _glGetVertexAttribivARB
0000000225bba26c (__TEXT,__text) external _glHint
0000000225bbbdf8 (__TEXT,__text) external _glHistogram
0000000225bba288 (__TEXT,__text) external _glIndexMask
0000000225bba2a0 (__TEXT,__text) external _glIndexPointer
0000000225bba2c0 (__TEXT,__text) external _glIndexd
0000000225bba2d4 (__TEXT,__text) external _glIndexdv
0000000225bba2ec (__TEXT,__text) external _glIndexf
0000000225bba300 (__TEXT,__text) external _glIndexfv
0000000225bba318 (__TEXT,__text) external _glIndexi
0000000225bba330 (__TEXT,__text) external _glIndexiv
0000000225bba348 (__TEXT,__text) external _glIndexs
0000000225bba360 (__TEXT,__text) external _glIndexsv
0000000225bba378 (__TEXT,__text) external _glIndexub
0000000225bba390 (__TEXT,__text) external _glIndexubv
0000000225bba3a8 (__TEXT,__text) external _glInitNames
0000000225bc2424 (__TEXT,__text) external _glInsertEventMarkerEXT
0000000225bba3bc (__TEXT,__text) external _glInterleavedArrays
0000000225bbca74 (__TEXT,__text) external _glIsBuffer
0000000225bc0c74 (__TEXT,__text) external _glIsBufferARB
0000000225bba3dc (__TEXT,__text) external _glIsEnabled
0000000225bc2364 (__TEXT,__text) external _glIsEnabledIndexedEXT
0000000225bbdb90 (__TEXT,__text) external _glIsEnabledi
0000000225bc2604 (__TEXT,__text) external _glIsFenceAPPLE
0000000225bbd838 (__TEXT,__text) external _glIsFramebuffer
0000000225bc1a14 (__TEXT,__text) external _glIsFramebufferEXT
0000000225bba3f4 (__TEXT,__text) external _glIsList
0000000225bc141c (__TEXT,__text) external _glIsNamedStringARB
0000000225bbd430 (__TEXT,__text) external _glIsProgram
0000000225bbfb38 (__TEXT,__text) external _glIsProgramARB
0000000225bbf108 (__TEXT,__text) external _glIsProgramPipeline
0000000225bbc974 (__TEXT,__text) external _glIsQuery
0000000225bc0b74 (__TEXT,__text) external _glIsQueryARB
0000000225bbd788 (__TEXT,__text) external _glIsRenderbuffer
0000000225bc1964 (__TEXT,__text) external _glIsRenderbufferEXT
0000000225bbe6bc (__TEXT,__text) external _glIsSampler
0000000225bbd418 (__TEXT,__text) external _glIsShader
0000000225bbe494 (__TEXT,__text) external _glIsSync
0000000225bba40c (__TEXT,__text) external _glIsTexture
0000000225bbedf4 (__TEXT,__text) external _glIsTransformFeedback
0000000225bbdad8 (__TEXT,__text) external _glIsVertexArray
0000000225bc2728 (__TEXT,__text) external _glIsVertexArrayAPPLE
0000000225bc24a8 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
0000000225bc23d8 (__TEXT,__text) external _glLabelObjectEXT
0000000225bc2908 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
0000000225bba424 (__TEXT,__text) external _glLightModelf
0000000225bba43c (__TEXT,__text) external _glLightModelfv
0000000225bba458 (__TEXT,__text) external _glLightModeli
0000000225bba474 (__TEXT,__text) external _glLightModeliv
0000000225bba490 (__TEXT,__text) external _glLightf
0000000225bba4ac (__TEXT,__text) external _glLightfv
0000000225bba4cc (__TEXT,__text) external _glLighti
0000000225bba4ec (__TEXT,__text) external _glLightiv
0000000225bba50c (__TEXT,__text) external _glLineStipple
0000000225bba528 (__TEXT,__text) external _glLineWidth
0000000225bbd154 (__TEXT,__text) external _glLinkProgram
0000000225bc0e3c (__TEXT,__text) external _glLinkProgramARB
0000000225bba53c (__TEXT,__text) external _glListBase
0000000225bba554 (__TEXT,__text) external _glLoadIdentity
0000000225bba568 (__TEXT,__text) external _glLoadMatrixd
0000000225bba580 (__TEXT,__text) external _glLoadMatrixf
0000000225bba598 (__TEXT,__text) external _glLoadName
0000000225bbc22c (__TEXT,__text) external _glLoadTransposeMatrixd
0000000225bc0718 (__TEXT,__text) external _glLoadTransposeMatrixdARB
0000000225bbc244 (__TEXT,__text) external _glLoadTransposeMatrixf
0000000225bc0730 (__TEXT,__text) external _glLoadTransposeMatrixfARB
0000000225bc1524 (__TEXT,__text) external _glLockArraysEXT
0000000225bba5b0 (__TEXT,__text) external _glLogicOp
0000000225bba5c8 (__TEXT,__text) external _glMap1d
0000000225bba5ec (__TEXT,__text) external _glMap1f
0000000225bba610 (__TEXT,__text) external _glMap2d
0000000225bba63c (__TEXT,__text) external _glMap2f
0000000225bbcaf8 (__TEXT,__text) external _glMapBuffer
0000000225bc0cf8 (__TEXT,__text) external _glMapBufferARB
0000000225bbda44 (__TEXT,__text) external _glMapBufferRange
0000000225bba668 (__TEXT,__text) external _glMapGrid1d
0000000225bba680 (__TEXT,__text) external _glMapGrid1f
0000000225bba698 (__TEXT,__text) external _glMapGrid2d
0000000225bba6b4 (__TEXT,__text) external _glMapGrid2f
0000000225bc24c4 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
0000000225bc24ec (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
0000000225bc2514 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
0000000225bc2544 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
0000000225bba6d0 (__TEXT,__text) external _glMaterialf
0000000225bba6ec (__TEXT,__text) external _glMaterialfv
0000000225bba70c (__TEXT,__text) external _glMateriali
0000000225bba72c (__TEXT,__text) external _glMaterialiv
0000000225bba74c (__TEXT,__text) external _glMatrixMode
0000000225bbeed0 (__TEXT,__text) external _glMinSampleShading
0000000225bc131c (__TEXT,__text) external _glMinSampleShadingARB
0000000225bbbe1c (__TEXT,__text) external _glMinmax
0000000225bba764 (__TEXT,__text) external _glMultMatrixd
0000000225bba77c (__TEXT,__text) external _glMultMatrixf
0000000225bbc25c (__TEXT,__text) external _glMultTransposeMatrixd
0000000225bc0748 (__TEXT,__text) external _glMultTransposeMatrixdARB
0000000225bbc274 (__TEXT,__text) external _glMultTransposeMatrixf
0000000225bc0760 (__TEXT,__text) external _glMultTransposeMatrixfARB
0000000225bbc768 (__TEXT,__text) external _glMultiDrawArrays
0000000225bc18d0 (__TEXT,__text) external _glMultiDrawArraysEXT
0000000225bc27a4 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
0000000225bbc78c (__TEXT,__text) external _glMultiDrawElements
0000000225bbe434 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
0000000225bc18f4 (__TEXT,__text) external _glMultiDrawElementsEXT
0000000225bc2928 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
0000000225bc2950 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
0000000225bc27c8 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
0000000225bbbe9c (__TEXT,__text) external _glMultiTexCoord1d
0000000225bc0388 (__TEXT,__text) external _glMultiTexCoord1dARB
0000000225bbbeb4 (__TEXT,__text) external _glMultiTexCoord1dv
0000000225bc03a0 (__TEXT,__text) external _glMultiTexCoord1dvARB
0000000225bbbed0 (__TEXT,__text) external _glMultiTexCoord1f
0000000225bc03bc (__TEXT,__text) external _glMultiTexCoord1fARB
0000000225bbbee8 (__TEXT,__text) external _glMultiTexCoord1fv
0000000225bc03d4 (__TEXT,__text) external _glMultiTexCoord1fvARB
0000000225bbbf04 (__TEXT,__text) external _glMultiTexCoord1i
0000000225bc03f0 (__TEXT,__text) external _glMultiTexCoord1iARB
0000000225bbbf20 (__TEXT,__text) external _glMultiTexCoord1iv
0000000225bc040c (__TEXT,__text) external _glMultiTexCoord1ivARB
0000000225bbbf3c (__TEXT,__text) external _glMultiTexCoord1s
0000000225bc0428 (__TEXT,__text) external _glMultiTexCoord1sARB
0000000225bbbf58 (__TEXT,__text) external _glMultiTexCoord1sv
0000000225bc0444 (__TEXT,__text) external _glMultiTexCoord1svARB
0000000225bbbf74 (__TEXT,__text) external _glMultiTexCoord2d
0000000225bc0460 (__TEXT,__text) external _glMultiTexCoord2dARB
0000000225bbbf8c (__TEXT,__text) external _glMultiTexCoord2dv
0000000225bc0478 (__TEXT,__text) external _glMultiTexCoord2dvARB
0000000225bbbfa8 (__TEXT,__text) external _glMultiTexCoord2f
0000000225bc0494 (__TEXT,__text) external _glMultiTexCoord2fARB
0000000225bbbfc0 (__TEXT,__text) external _glMultiTexCoord2fv
0000000225bc04ac (__TEXT,__text) external _glMultiTexCoord2fvARB
0000000225bbbfdc (__TEXT,__text) external _glMultiTexCoord2i
0000000225bc04c8 (__TEXT,__text) external _glMultiTexCoord2iARB
0000000225bbbffc (__TEXT,__text) external _glMultiTexCoord2iv
0000000225bc04e8 (__TEXT,__text) external _glMultiTexCoord2ivARB
0000000225bbc018 (__TEXT,__text) external _glMultiTexCoord2s
0000000225bc0504 (__TEXT,__text) external _glMultiTexCoord2sARB
0000000225bbc038 (__TEXT,__text) external _glMultiTexCoord2sv
0000000225bc0524 (__TEXT,__text) external _glMultiTexCoord2svARB
0000000225bbc054 (__TEXT,__text) external _glMultiTexCoord3d
0000000225bc0540 (__TEXT,__text) external _glMultiTexCoord3dARB
0000000225bbc06c (__TEXT,__text) external _glMultiTexCoord3dv
0000000225bc0558 (__TEXT,__text) external _glMultiTexCoord3dvARB
0000000225bbc088 (__TEXT,__text) external _glMultiTexCoord3f
0000000225bc0574 (__TEXT,__text) external _glMultiTexCoord3fARB
0000000225bbc0a0 (__TEXT,__text) external _glMultiTexCoord3fv
0000000225bc058c (__TEXT,__text) external _glMultiTexCoord3fvARB
0000000225bbc0bc (__TEXT,__text) external _glMultiTexCoord3i
0000000225bc05a8 (__TEXT,__text) external _glMultiTexCoord3iARB
0000000225bbc0e0 (__TEXT,__text) external _glMultiTexCoord3iv
0000000225bc05cc (__TEXT,__text) external _glMultiTexCoord3ivARB
0000000225bbc0fc (__TEXT,__text) external _glMultiTexCoord3s
0000000225bc05e8 (__TEXT,__text) external _glMultiTexCoord3sARB
0000000225bbc120 (__TEXT,__text) external _glMultiTexCoord3sv
0000000225bc060c (__TEXT,__text) external _glMultiTexCoord3svARB
0000000225bbc13c (__TEXT,__text) external _glMultiTexCoord4d
0000000225bc0628 (__TEXT,__text) external _glMultiTexCoord4dARB
0000000225bbc154 (__TEXT,__text) external _glMultiTexCoord4dv
0000000225bc0640 (__TEXT,__text) external _glMultiTexCoord4dvARB
0000000225bbc170 (__TEXT,__text) external _glMultiTexCoord4f
0000000225bc065c (__TEXT,__text) external _glMultiTexCoord4fARB
0000000225bbc188 (__TEXT,__text) external _glMultiTexCoord4fv
0000000225bc0674 (__TEXT,__text) external _glMultiTexCoord4fvARB
0000000225bbc1a4 (__TEXT,__text) external _glMultiTexCoord4i
0000000225bc0690 (__TEXT,__text) external _glMultiTexCoord4iARB
0000000225bbc1cc (__TEXT,__text) external _glMultiTexCoord4iv
0000000225bc06b8 (__TEXT,__text) external _glMultiTexCoord4ivARB
0000000225bbc1e8 (__TEXT,__text) external _glMultiTexCoord4s
0000000225bc06d4 (__TEXT,__text) external _glMultiTexCoord4sARB
0000000225bbc210 (__TEXT,__text) external _glMultiTexCoord4sv
0000000225bc06fc (__TEXT,__text) external _glMultiTexCoord4svARB
0000000225bc13b4 (__TEXT,__text) external _glNamedStringARB
0000000225bba794 (__TEXT,__text) external _glNewList
0000000225bba7b0 (__TEXT,__text) external _glNormal3b
0000000225bba7d0 (__TEXT,__text) external _glNormal3bv
0000000225bba7e8 (__TEXT,__text) external _glNormal3d
0000000225bba7fc (__TEXT,__text) external _glNormal3dv
0000000225bba814 (__TEXT,__text) external _glNormal3f
0000000225bba828 (__TEXT,__text) external _glNormal3fv
0000000225bba840 (__TEXT,__text) external _glNormal3i
0000000225bba860 (__TEXT,__text) external _glNormal3iv
0000000225bba878 (__TEXT,__text) external _glNormal3s
0000000225bba898 (__TEXT,__text) external _glNormal3sv
0000000225bba8b0 (__TEXT,__text) external _glNormalPointer
0000000225bc2870 (__TEXT,__text) external _glObjectPurgeableAPPLE
0000000225bc2890 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
0000000225bba8d0 (__TEXT,__text) external _glOrtho
0000000225bc29e0 (__TEXT,__text) external _glPNTrianglesfATI
0000000225bc29e8 (__TEXT,__text) external _glPNTrianglesfATIX
0000000225bc29dc (__TEXT,__text) external _glPNTrianglesiATI
0000000225bc29e4 (__TEXT,__text) external _glPNTrianglesiATIX
0000000225bba8e4 (__TEXT,__text) external _glPassThrough
0000000225bbed84 (__TEXT,__text) external _glPatchParameterfv
0000000225bbed68 (__TEXT,__text) external _glPatchParameteri
0000000225bbee0c (__TEXT,__text) external _glPauseTransformFeedback
0000000225bba8f8 (__TEXT,__text) external _glPixelMapfv
0000000225bba918 (__TEXT,__text) external _glPixelMapuiv
0000000225bba938 (__TEXT,__text) external _glPixelMapusv
0000000225bba958 (__TEXT,__text) external _glPixelStoref
0000000225bba970 (__TEXT,__text) external _glPixelStorei
0000000225bba98c (__TEXT,__text) external _glPixelTransferf
0000000225bba9a4 (__TEXT,__text) external _glPixelTransferi
0000000225bba9c0 (__TEXT,__text) external _glPixelZoom
0000000225bbc6d8 (__TEXT,__text) external _glPointParameterf
0000000225bc0980 (__TEXT,__text) external _glPointParameterfARB
0000000225bbc6f0 (__TEXT,__text) external _glPointParameterfv
0000000225bc0998 (__TEXT,__text) external _glPointParameterfvARB
0000000225bbc70c (__TEXT,__text) external _glPointParameteri
0000000225bc2a1c (__TEXT,__text) external _glPointParameteriNV
0000000225bbc728 (__TEXT,__text) external _glPointParameteriv
0000000225bc2a38 (__TEXT,__text) external _glPointParameterivNV
0000000225bba9d4 (__TEXT,__text) external _glPointSize
0000000225bc28d4 (__TEXT,__text) external _glPointSizePointerAPPLE
0000000225bba9e8 (__TEXT,__text) external _glPolygonMode
0000000225bbaa04 (__TEXT,__text) external _glPolygonOffset
0000000225bbaa18 (__TEXT,__text) external _glPolygonStipple
0000000225bbaa30 (__TEXT,__text) external _glPopAttrib
0000000225bbaa44 (__TEXT,__text) external _glPopClientAttrib
0000000225bc245c (__TEXT,__text) external _glPopGroupMarkerEXT
0000000225bbaa58 (__TEXT,__text) external _glPopMatrix
0000000225bbaa6c (__TEXT,__text) external _glPopName
0000000225bbe398 (__TEXT,__text) external _glPrimitiveRestartIndex
0000000225bbaa80 (__TEXT,__text) external _glPrioritizeTextures
0000000225bbf018 (__TEXT,__text) external _glProgramBinary
0000000225bc0020 (__TEXT,__text) external _glProgramEnvParameter4dARB
0000000225bc003c (__TEXT,__text) external _glProgramEnvParameter4dvARB
0000000225bc005c (__TEXT,__text) external _glProgramEnvParameter4fARB
0000000225bc0078 (__TEXT,__text) external _glProgramEnvParameter4fvARB
0000000225bc0110 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
0000000225bc0098 (__TEXT,__text) external _glProgramLocalParameter4dARB
0000000225bc00b4 (__TEXT,__text) external _glProgramLocalParameter4dvARB
0000000225bc00d4 (__TEXT,__text) external _glProgramLocalParameter4fARB
0000000225bc00f0 (__TEXT,__text) external _glProgramLocalParameter4fvARB
0000000225bc0134 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
0000000225bbf03c (__TEXT,__text) external _glProgramParameteri
0000000225bc1bf8 (__TEXT,__text) external _glProgramParameteriEXT
0000000225bc01d8 (__TEXT,__text) external _glProgramStringARB
0000000225bbf634 (__TEXT,__text) external _glProgramUniform1d
0000000225bbf6a4 (__TEXT,__text) external _glProgramUniform1dv
0000000225bbf214 (__TEXT,__text) external _glProgramUniform1f
0000000225bbf314 (__TEXT,__text) external _glProgramUniform1fv
0000000225bbf17c (__TEXT,__text) external _glProgramUniform1i
0000000225bbf284 (__TEXT,__text) external _glProgramUniform1iv
0000000225bbf41c (__TEXT,__text) external _glProgramUniform1ui
0000000225bbf4b4 (__TEXT,__text) external _glProgramUniform1uiv
0000000225bbf650 (__TEXT,__text) external _glProgramUniform2d
0000000225bbf6c8 (__TEXT,__text) external _glProgramUniform2dv
0000000225bbf230 (__TEXT,__text) external _glProgramUniform2f
0000000225bbf338 (__TEXT,__text) external _glProgramUniform2fv
0000000225bbf19c (__TEXT,__text) external _glProgramUniform2i
0000000225bbf2a8 (__TEXT,__text) external _glProgramUniform2iv
0000000225bbf43c (__TEXT,__text) external _glProgramUniform2ui
0000000225bbf4d8 (__TEXT,__text) external _glProgramUniform2uiv
0000000225bbf66c (__TEXT,__text) external _glProgramUniform3d
0000000225bbf6ec (__TEXT,__text) external _glProgramUniform3dv
0000000225bbf24c (__TEXT,__text) external _glProgramUniform3f
0000000225bbf35c (__TEXT,__text) external _glProgramUniform3fv
0000000225bbf1c0 (__TEXT,__text) external _glProgramUniform3i
0000000225bbf2cc (__TEXT,__text) external _glProgramUniform3iv
0000000225bbf460 (__TEXT,__text) external _glProgramUniform3ui
0000000225bbf4fc (__TEXT,__text) external _glProgramUniform3uiv
0000000225bbf688 (__TEXT,__text) external _glProgramUniform4d
0000000225bbf710 (__TEXT,__text) external _glProgramUniform4dv
0000000225bbf268 (__TEXT,__text) external _glProgramUniform4f
0000000225bbf380 (__TEXT,__text) external _glProgramUniform4fv
0000000225bbf1e8 (__TEXT,__text) external _glProgramUniform4i
0000000225bbf2f0 (__TEXT,__text) external _glProgramUniform4iv
0000000225bbf488 (__TEXT,__text) external _glProgramUniform4ui
0000000225bbf520 (__TEXT,__text) external _glProgramUniform4uiv
0000000225bbf734 (__TEXT,__text) external _glProgramUniformMatrix2dv
0000000225bbf3a4 (__TEXT,__text) external _glProgramUniformMatrix2fv
0000000225bbf7ac (__TEXT,__text) external _glProgramUniformMatrix2x3dv
0000000225bbf544 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
0000000225bbf7fc (__TEXT,__text) external _glProgramUniformMatrix2x4dv
0000000225bbf594 (__TEXT,__text) external _glProgramUniformMatrix2x4fv
0000000225bbf75c (__TEXT,__text) external _glProgramUniformMatrix3dv
0000000225bbf3cc (__TEXT,__text) external _glProgramUniformMatrix3fv
0000000225bbf7d4 (__TEXT,__text) external _glProgramUniformMatrix3x2dv
0000000225bbf56c (__TEXT,__text) external _glProgramUniformMatrix3x2fv
0000000225bbf84c (__TEXT,__text) external _glProgramUniformMatrix3x4dv
0000000225bbf5e4 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
0000000225bbf784 (__TEXT,__text) external _glProgramUniformMatrix4dv
0000000225bbf3f4 (__TEXT,__text) external _glProgramUniformMatrix4fv
0000000225bbf824 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
0000000225bbf5bc (__TEXT,__text) external _glProgramUniformMatrix4x2fv
0000000225bbf874 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
0000000225bbf60c (__TEXT,__text) external _glProgramUniformMatrix4x3fv
0000000225bbe460 (__TEXT,__text) external _glProvokingVertex
0000000225bc2380 (__TEXT,__text) external _glProvokingVertexEXT
0000000225bbaaa0 (__TEXT,__text) external _glPushAttrib
0000000225bbaab8 (__TEXT,__text) external _glPushClientAttrib
0000000225bc2440 (__TEXT,__text) external _glPushGroupMarkerEXT
0000000225bbaad0 (__TEXT,__text) external _glPushMatrix
0000000225bbaae4 (__TEXT,__text) external _glPushName
0000000225bbe82c (__TEXT,__text) external _glQueryCounter
0000000225bbaafc (__TEXT,__text) external _glRasterPos2d
0000000225bbab10 (__TEXT,__text) external _glRasterPos2dv
0000000225bbab28 (__TEXT,__text) external _glRasterPos2f
0000000225bbab3c (__TEXT,__text) external _glRasterPos2fv
0000000225bbab54 (__TEXT,__text) external _glRasterPos2i
0000000225bbab70 (__TEXT,__text) external _glRasterPos2iv
0000000225bbab88 (__TEXT,__text) external _glRasterPos2s
0000000225bbaba4 (__TEXT,__text) external _glRasterPos2sv
0000000225bbabbc (__TEXT,__text) external _glRasterPos3d
0000000225bbabd0 (__TEXT,__text) external _glRasterPos3dv
0000000225bbabe8 (__TEXT,__text) external _glRasterPos3f
0000000225bbabfc (__TEXT,__text) external _glRasterPos3fv
0000000225bbac14 (__TEXT,__text) external _glRasterPos3i
0000000225bbac34 (__TEXT,__text) external _glRasterPos3iv
0000000225bbac4c (__TEXT,__text) external _glRasterPos3s
0000000225bbac6c (__TEXT,__text) external _glRasterPos3sv
0000000225bbac84 (__TEXT,__text) external _glRasterPos4d
0000000225bbac98 (__TEXT,__text) external _glRasterPos4dv
0000000225bbacb0 (__TEXT,__text) external _glRasterPos4f
0000000225bbacc4 (__TEXT,__text) external _glRasterPos4fv
0000000225bbacdc (__TEXT,__text) external _glRasterPos4i
0000000225bbad00 (__TEXT,__text) external _glRasterPos4iv
0000000225bbad18 (__TEXT,__text) external _glRasterPos4s
0000000225bbad3c (__TEXT,__text) external _glRasterPos4sv
0000000225bbad54 (__TEXT,__text) external _glReadBuffer
0000000225bbad6c (__TEXT,__text) external _glReadPixels
0000000225bbad9c (__TEXT,__text) external _glRectd
0000000225bbadb0 (__TEXT,__text) external _glRectdv
0000000225bbadcc (__TEXT,__text) external _glRectf
0000000225bbade0 (__TEXT,__text) external _glRectfv
0000000225bbadfc (__TEXT,__text) external _glRecti
0000000225bbae20 (__TEXT,__text) external _glRectiv
0000000225bbae3c (__TEXT,__text) external _glRects
0000000225bbae60 (__TEXT,__text) external _glRectsv
0000000225bbef68 (__TEXT,__text) external _glReleaseShaderCompiler
0000000225bbae7c (__TEXT,__text) external _glRenderMode
0000000225bbd7f4 (__TEXT,__text) external _glRenderbufferStorage
0000000225bc19d0 (__TEXT,__text) external _glRenderbufferStorageEXT
0000000225bbd9f4 (__TEXT,__text) external _glRenderbufferStorageMultisample
0000000225bc1bd0 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
0000000225bbbe3c (__TEXT,__text) external _glResetHistogram
0000000225bbbe54 (__TEXT,__text) external _glResetMinmax
0000000225bbee20 (__TEXT,__text) external _glResumeTransformFeedback
0000000225bbae94 (__TEXT,__text) external _glRotated
0000000225bbaea8 (__TEXT,__text) external _glRotatef
0000000225bbc47c (__TEXT,__text) external _glSampleCoverage
0000000225bc0968 (__TEXT,__text) external _glSampleCoverageARB
0000000225bbe5c4 (__TEXT,__text) external _glSampleMaski
0000000225bc2aa8 (__TEXT,__text) external _glSamplePass
0000000225bc2aa4 (__TEXT,__text) external _glSamplePassARB
0000000225bbe76c (__TEXT,__text) external _glSamplerParameterIiv
0000000225bbe78c (__TEXT,__text) external _glSamplerParameterIuiv
0000000225bbe730 (__TEXT,__text) external _glSamplerParameterf
0000000225bbe74c (__TEXT,__text) external _glSamplerParameterfv
0000000225bbe6f0 (__TEXT,__text) external _glSamplerParameteri
0000000225bbe710 (__TEXT,__text) external _glSamplerParameteriv
0000000225bbaebc (__TEXT,__text) external _glScaled
0000000225bbaed0 (__TEXT,__text) external _glScalef
0000000225bbaee4 (__TEXT,__text) external _glScissor
0000000225bbfa08 (__TEXT,__text) external _glScissorArrayv
0000000225bbfa28 (__TEXT,__text) external _glScissorIndexed
0000000225bbfa50 (__TEXT,__text) external _glScissorIndexedv
0000000225bbc50c (__TEXT,__text) external _glSecondaryColor3b
0000000225bc163c (__TEXT,__text) external _glSecondaryColor3bEXT
