00007ffd047bfef6 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd047751db (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffd04775342 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffd0477556e (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffd04776217 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffd047764c7 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffd047764d7 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffd0477669f (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffd04776b44 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffd04776c10 (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffd04776c4c (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffd04772db6 (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffd04772f9c (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffd04772fcb (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffd04772fe2 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffd04772ff9 (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffd0477604f (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffd04776121 (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffd0477614f (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffd047769b0 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffd04776a69 (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffd04774b5d (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffd04776a21 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffd04775980 (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffd04775aa5 (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffd04775989 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffd04775a21 (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffd04775a49 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffd0474efe9 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffd0474efbf (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffd0474e38c (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffd04744966 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffd04762fcb (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffd0474493e (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffd0474492d (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffd0474490e (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffd04762faf (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffd04751461 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffd0475143a (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffd047caa1e (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffd047ca9f7 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffd04754367 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffd04754340 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffd04755f90 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffd04755fb7 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffd04761c71 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffd04761c4a (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffd04762e70 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffd04762eb8 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffd047caa45 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffd047cae5d (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffd047cafd1 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffd047cb67c (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffd047cb625 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffd047cb6d9 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffd047cb615 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffd047cb311 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffd047cb8d0 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffd047cb275 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffd047cb403 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffd04772085 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffd0477205d (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffd04772bf7 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffd04772d9e (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffd0477b941 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffd0477a427 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffd0477a35c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffd0477a114 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffd047799e8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffd047793d4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffd0477977c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffd04762f5c (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffd04762ef7 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffd04785ae0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffd047671c4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffd04785aea (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffd04785af4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffd04785b10 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffd04756436 (__TEXT,__text) non-external _RNG
00007ffd047c7229 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffd047c704e (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffd047c70a8 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffd0474a9eb (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffd0474a87f (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffd0474a972 (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffd04789be3 (__TEXT,__text) non-external (was a private external) _RawImageDiff
00007ffd04762fe7 (__TEXT,__text) non-external (was a private external) _RawImagePatchInternal
00007ffd04756df2 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffd0478976c (__TEXT,__text) non-external _SegmentStreamCancel
00007ffd047887f9 (__TEXT,__text) non-external _SegmentStreamClose
00007ffd047886b9 (__TEXT,__text) non-external _SegmentStreamCreate
00007ffd04788eeb (__TEXT,__text) non-external _SegmentStreamPRead
00007ffd047895f9 (__TEXT,__text) non-external _SegmentStreamPWrite
00007ffd04789779 (__TEXT,__text) non-external _SegmentStreamSimulate
00007ffd047a88c0 (__TEXT,__text) non-external _SemInit
00007ffd047a88c0 (__TEXT,__text) non-external _SemInit
00007ffd0475d304 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd04769f61 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd04778d63 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd0479c4c3 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd04769776 (__TEXT,__text) non-external _SharedArrayPush
00007ffd047c86e6 (__TEXT,__text) non-external _SharedArrayPush
00007ffd04769c28 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffd04769407 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffd047698db (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffd0476986f (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffd047698ed (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffd04769ccc (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffd0476a0df (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffd0476a0b9 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffd0476a073 (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffd0476a117 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffd04768fec (__TEXT,__text) non-external _SimStreamClose
00007ffd0476911d (__TEXT,__text) non-external _SimStreamPRead
00007ffd0476912a (__TEXT,__text) non-external _SimStreamPWrite
00007ffd04769137 (__TEXT,__text) non-external _SimStreamSimulate
00007ffd04771769 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffd0477186d (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffd04771755 (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffd04771d6d (__TEXT,__text) non-external _StringTableCmp
00007ffd04771653 (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffd04771726 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffd04771cf2 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffd04771be5 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffd04771d65 (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffd04771955 (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffd04777dbd (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffd047788c8 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffd0477909a (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffd04778e75 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffd04778f96 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffd047c5d70 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffd047c61df (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffd047c652e (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffd047c664f (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffd047c6723 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffd04744655 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffd047445da (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffd403db9c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffd0474a550 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffd0474a570 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffd047858f4 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffd0475f9dc (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffd0475e8b2 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffd0475f420 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAtWithState
00007ffd0474aa08 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffd0474ab95 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffd0474bf82 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffd0474ab34 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffd04776d44 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffd0477779c (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffd04797804 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffd047995b2 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpenWithState
00007ffd04780d15 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffd04780f1f (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffd04780c9b (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffd04780a20 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffd0474d2dd (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffd0474dd1e (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffd047c7245 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffd047c79f0 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffd047be2d4 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffd047be2b8 (__TEXT,__text) non-external (was a private external) _aaByteStreamSimulate
00007ffd0475a6fe (__TEXT,__text) non-external _aaCacheStreamCancel
00007ffd0475a70b (__TEXT,__text) non-external _aaCacheStreamClose
00007ffd0475a0ac (__TEXT,__text) non-external (was a private external) _aaCacheStreamOpen
00007ffd0475a3c4 (__TEXT,__text) non-external _aaCacheStreamPRead
00007ffd0475a542 (__TEXT,__text) non-external _aaCacheStreamPWrite
00007ffd0475a6e2 (__TEXT,__text) non-external _aaCacheStreamRead
00007ffd0475a355 (__TEXT,__text) non-external _aaCacheStreamSeek
00007ffd0475a82b (__TEXT,__text) non-external _aaCacheStreamTruncate
00007ffd0475a6f0 (__TEXT,__text) non-external _aaCacheStreamWrite
00007ffd0479eb7d (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffd0476b7c0 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffd047c3392 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffd047c339f (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffd047c34e2 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffd047c325e (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffd0479f71a (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffd047c5234 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffd047c4984 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffd047c4a28 (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffd047c48c6 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffd047c4757 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffd047b3dc3 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffd047b2ca4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffd047b326a (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffd047b3128 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffd0479e299 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffd0479dbce (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffd0479e88d (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffd0479d46c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffd0479ced9 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffd0479d7a0 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffd0479ea2e (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffd0479cb44 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffd0479cd7b (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffd0479e9b4 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffd0479ceb0 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffd047b0cfc (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffd047b00ba (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffd047b0592 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffd047b045a (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffd047bb010 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffd047bb269 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffd047bb130 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffd04797143 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffd047be7a3 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffd047be338 (__TEXT,__text) non-external _aaFileStreamClose
00007ffd047be7e4 (__TEXT,__text) non-external _aaFileStreamFlush
00007ffd047be30c (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffd047be6bf (__TEXT,__text) non-external _aaFileStreamPRead
00007ffd047be731 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffd047be5eb (__TEXT,__text) non-external _aaFileStreamRead
00007ffd047be7b0 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffd047be7cb (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffd047be655 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffd04788855 (__TEXT,__text) non-external (was a private external) _aaForkInputStreamOpen
00007ffd04770135 (__TEXT,__text) non-external (was a private external) _aaForkOutputStreamOpen
00007ffd047ae1fe (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffd047ae561 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffd047ae814 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffd047accf0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffd047ad4b4 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffd04787cb4 (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffd04787bf0 (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffd04787887 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffd04787b18 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffd04787b25 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffd04787b32 (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffd04787b56 (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffd04787b44 (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffd0478f825 (__TEXT,__text) non-external (was a private external) _aaInSituStreamOpen
00007ffd04788d08 (__TEXT,__text) non-external (was a private external) _aaIntervalInputStreamOpen
00007ffd047bef35 (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffd047bee26 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffd047bee49 (__TEXT,__text) non-external _aaMagicStreamRead
00007ffd0478838b (__TEXT,__text) non-external (was a private external) _aaSegmentStreamOpen
00007ffd047c3ec0 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffd047bec59 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffd047bec20 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffd047bec7c (__TEXT,__text) non-external _aaSharedBufferRead
00007ffd047bec4f (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffd047bf22f (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffd047bf01f (__TEXT,__text) non-external _aaTeeStreamClose
00007ffd047bf11e (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffd047bf02c (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffd047be368 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffd047b48f4 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffd047936e2 (__TEXT,__text) non-external _add_control
00007ffd0475188e (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffd04751514 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffd0476ce8c (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffd0476bd43 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffd0476ba43 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffd0476b9c1 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffd0476e5d3 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffd0476de76 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffd04751803 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffd04751530 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffd04751496 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffd047515d8 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffd0476d24b (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffd0476d11c (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffd0476d0c3 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffd047913a7 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffd047904bc (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffd04755fe0 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffd04751a8a (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffd04752c14 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffd04751a76 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffd04759c33 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffd04758cdd (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffd04758d17 (__TEXT,__text) non-external _aeaInputStreamClose
00007ffd04758ed7 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffd0475947b (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffd04758acb (__TEXT,__text) non-external _aeaInputStreamRead
00007ffd047627ed (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffd047d1b30 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffd04751734 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffd0475c4dd (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffd0475c4f9 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffd0475cd18 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffd0475d1f6 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffd0475ad88 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffd0475b253 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffd0475c27d (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffd0475bb9b (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffd0476e53d (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffd04751488 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffd0475175a (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffd0475eed3 (__TEXT,__text) non-external _afStreamCancel
00007ffd0475ed37 (__TEXT,__text) non-external _afStreamClose
00007ffd0475f1f8 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffd0475eee5 (__TEXT,__text) non-external _afStreamWrite
00007ffd047c1c01 (__TEXT,__text) non-external _afscStreamCancel
00007ffd047c16ac (__TEXT,__text) non-external _afscStreamClose
00007ffd047c2058 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffd047bf386 (__TEXT,__text) non-external _afscStreamOpen
00007ffd047c1c13 (__TEXT,__text) non-external _afscStreamWrite
00007ffd04743b4a (__TEXT,__text) non-external _aggregate_copy_fork
00007ffd04744580 (__TEXT,__text) non-external _aggregate_identical_forks
00007ffd0474fefc (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffd047b2c58 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffd047b2c1d (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffd047b2bd7 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffd0474735f (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffd04785399 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffd047af575 (__TEXT,__text) non-external _append_field
00007ffd047ac0e8 (__TEXT,__text) non-external _applyEntryAttributes
00007ffd04784dac (__TEXT,__text) non-external _applyYEC
00007ffd0477fa5a (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffd0477fd60 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffd0474ca53 (__TEXT,__text) non-external _asyncContext
00007ffd0476b465 (__TEXT,__text) non-external _asyncContext
00007ffd0474cd59 (__TEXT,__text) non-external _asyncProgress
