000000000003c1b8 (__DATA,__data) external _NDR_record
0000000000039940 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
0000000000039578 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00000000000310f0 (__TEXT,__const) non-external _err_codes_iokit_common_map
0000000000039808 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
0000000000031130 (__TEXT,__const) non-external _err_codes_iokit_fw_map
0000000000039728 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
0000000000031100 (__TEXT,__const) non-external _err_codes_iokit_usb_map
0000000000038880 (__DATA_CONST,__const) non-external _err_codes_kern
0000000000039408 (__DATA_CONST,__const) non-external _err_codes_libkern_common
0000000000039478 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
0000000000039418 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
0000000000038fd0 (__DATA_CONST,__const) non-external _err_codes_loader
00000000000393b8 (__DATA_CONST,__const) non-external _err_codes_mach_mig
0000000000039330 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
0000000000039278 (__DATA_CONST,__const) non-external _err_codes_mach_send
0000000000038fa0 (__DATA_CONST,__const) non-external _err_codes_machobj
0000000000039238 (__DATA_CONST,__const) non-external _err_codes_mig
0000000000038cf8 (__DATA_CONST,__const) non-external _err_codes_netmemory
0000000000038c78 (__DATA_CONST,__const) non-external _err_codes_netname
0000000000038d48 (__DATA_CONST,__const) non-external _err_codes_ns
00000000000391f0 (__DATA_CONST,__const) non-external _err_codes_rcv
0000000000039190 (__DATA_CONST,__const) non-external _err_codes_send
0000000000038f10 (__DATA_CONST,__const) non-external _err_codes_sunrpc
0000000000038d18 (__DATA_CONST,__const) non-external _err_codes_task_master
0000000000038d10 (__DATA_CONST,__const) non-external _err_codes_ufs
0000000000038a48 (__DATA_CONST,__const) non-external _err_codes_unix
0000000000038e50 (__DATA_CONST,__const) non-external _err_codes_us
0000000000039038 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000000039128 (__DATA_CONST,__const) non-external _err_codes_xkernel
00000000000386a0 (__DATA_CONST,__const) non-external _err_iokit_sub
00000000000310e0 (__TEXT,__const) non-external _err_iokit_sub_map
0000000000038538 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000000038628 (__DATA_CONST,__const) non-external _err_libkern_sub
00000000000385b0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
0000000000038218 (__DATA_CONST,__const) non-external _err_os_sub
00000000000382b8 (__DATA_CONST,__const) non-external _err_server_sub
00000000000310b8 (__TEXT,__const) non-external _err_us_sub
0000000000040048 (__DATA_DIRTY,__common) external _errno
000000000002e0f0 (__TEXT,__text) external _etap_trace_thread
000000000001cf3c (__TEXT,__text) external _exc_server
000000000001cbd0 (__TEXT,__text) external _exc_server_routine
000000000001c56c (__TEXT,__text) external _exception_raise
000000000001c6e4 (__TEXT,__text) external _exception_raise_state
000000000001c954 (__TEXT,__text) external _exception_raise_state_identity
000000000000c5f4 (__TEXT,__text) external _exchangedata
0000000000011d34 (__TEXT,__text) external _exclaves_boot
0000000000011c5c (__TEXT,__text) external _exclaves_endpoint_call
0000000000011ce4 (__TEXT,__text) external _exclaves_named_buffer_copyin
0000000000011d0c (__TEXT,__text) external _exclaves_named_buffer_copyout
0000000000011cc4 (__TEXT,__text) external _exclaves_named_buffer_create
0000000000008bbc (__TEXT,__text) external _execve
000000000003c258 (__DATA,__bss) non-external _execve_with_filter
000000000000e05c (__TEXT,__text) external _faccessat
000000000000e084 (__TEXT,__text) external _fchdir
0000000000005d84 (__TEXT,__text) external _fchflags
0000000000004ec0 (__TEXT,__text) external _fchmod
000000000000e0ac (__TEXT,__text) external _fchmodat
000000000000617c (__TEXT,__text) external _fchown
000000000000e0d4 (__TEXT,__text) external _fchownat
000000000000e0fc (__TEXT,__text) external _fclonefileat
000000000000169c (__TEXT,__text) external _fcntl
0000000000004ae4 (__TEXT,__text) external _fcntl$NOCANCEL
000000000000e124 (__TEXT,__text) external _fdatasync
0000000000007e94 (__TEXT,__text) external _ffsctl
0000000000004264 (__TEXT,__text) external _fgetattrlist
0000000000004e14 (__TEXT,__text) external _fgetxattr
000000000000e14c (__TEXT,__text) external _fhopen
0000000000006958 (__TEXT,__text) external _fileport_makefd
0000000000006b90 (__TEXT,__text) external _fileport_makeport
000000000000c51c (__TEXT,__text) external _flistxattr
000000000000480c (__TEXT,__text) external _flock
000000000000e174 (__TEXT,__text) external _fmount
000000000000e19c (__TEXT,__text) external _fpathconf
0000000000011a18 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
000000000000e1c4 (__TEXT,__text) external _freadlink
000000000000e1ec (__TEXT,__text) external _fremovexattr
0000000000018cd8 (__TEXT,__text) external _fs_snapshot_create
0000000000018cf4 (__TEXT,__text) external _fs_snapshot_delete
0000000000008abc (__TEXT,__text) external _fs_snapshot_list
0000000000018d64 (__TEXT,__text) external _fs_snapshot_mount
0000000000018d10 (__TEXT,__text) external _fs_snapshot_rename
0000000000018d2c (__TEXT,__text) external _fs_snapshot_revert
0000000000018d48 (__TEXT,__text) external _fs_snapshot_root
000000000000423c (__TEXT,__text) external _fsctl
0000000000006154 (__TEXT,__text) external _fsetattrlist
0000000000005bcc (__TEXT,__text) external _fsetxattr
0000000000004308 (__TEXT,__text) external _fsgetpath
000000000000e214 (__TEXT,__text) external _fsgetpath_ext
000000000000e264 (__TEXT,__text) external _fstat
000000000000e264 (__TEXT,__text) external _fstat64
000000000000e2b4 (__TEXT,__text) external _fstatat
000000000000e2b4 (__TEXT,__text) external _fstatat64
000000000000bc08 (__TEXT,__text) external _fstatfs
000000000000bc08 (__TEXT,__text) external _fstatfs64
00000000000043a8 (__TEXT,__text) external _fsync
000000000000d0a0 (__TEXT,__text) external _fsync$NOCANCEL
0000000000004068 (__TEXT,__text) external _ftruncate
0000000000013d84 (__TEXT,__text) external _futimens
0000000000005dac (__TEXT,__text) external _futimes
000000000003c1c0 (__DATA,__crash_info) non-external _gCRAnnotations
00000000000015d0 (__TEXT,__text) external _getattrlist
000000000000e304 (__TEXT,__text) external _getattrlistat
00000000000040b8 (__TEXT,__text) external _getattrlistbulk
000000000001bbf4 (__TEXT,__text) external _getaudit
0000000000002dd8 (__TEXT,__text) external _getaudit_addr
000000000000e32c (__TEXT,__text) external _getauid
000000000000e354 (__TEXT,__text) external _getdirentries
000000000000e37c (__TEXT,__text) external _getdirentriesattr
0000000000008ef4 (__TEXT,__text) external _getdtablesize
0000000000002614 (__TEXT,__text) external _getegid
00000000000010f8 (__TEXT,__text) external _getentropy
0000000000001e2c (__TEXT,__text) external _geteuid
000000000000e3a4 (__TEXT,__text) external _getfh
000000000000e3f4 (__TEXT,__text) external _getfsstat
000000000000e3f4 (__TEXT,__text) external _getfsstat64
0000000000004a6c (__TEXT,__text) external _getgid
00000000000061a4 (__TEXT,__text) external _getgroups
0000000000005f74 (__TEXT,__text) external _gethostuuid
0000000000004fd0 (__TEXT,__text) external _getiopolicy_np
000000000000e41c (__TEXT,__text) external _getitimer
0000000000004e98 (__TEXT,__text) external _getpeername
000000000000a61c (__TEXT,__text) external _getpgid
0000000000008b94 (__TEXT,__text) external _getpgrp
0000000000001130 (__TEXT,__text) external _getpid
0000000000006c08 (__TEXT,__text) external _getppid
00000000000089f4 (__TEXT,__text) external _getpriority
0000000000002da8 (__TEXT,__text) external _getrlimit
0000000000007c98 (__TEXT,__text) external _getrusage
000000000000d0c8 (__TEXT,__text) external _getsgroups_np
000000000000e444 (__TEXT,__text) external _getsid
0000000000007ebc (__TEXT,__text) external _getsockname
0000000000004dc4 (__TEXT,__text) external _getsockopt
00000000000025c4 (__TEXT,__text) external _getuid
000000000000d0f0 (__TEXT,__text) external _getwgroups_np
0000000000003b14 (__TEXT,__text) external _getxattr
000000000000e46c (__TEXT,__text) external _grab_pgo_data
000000000000e494 (__TEXT,__text) external _graftdmg
0000000000004380 (__TEXT,__text) external _guarded_close_np
000000000000ad4c (__TEXT,__text) external _guarded_kqueue_np
0000000000011a8c (__TEXT,__text) external _guarded_open_dprotected_np
0000000000004158 (__TEXT,__text) external _guarded_open_np
00000000000041ac (__TEXT,__text) external _guarded_pwrite_np
0000000000008008 (__TEXT,__text) external _guarded_write_np
000000000000e4bc (__TEXT,__text) external _guarded_writev_np
0000000000036eec (__TEXT,__cstring) non-external _hex
0000000000011ad8 (__TEXT,__text) external _host_check_multiuser_mode
0000000000001c1c (__TEXT,__text) external _host_create_mach_voucher
0000000000000c8c (__TEXT,__text) external _host_create_mach_voucher_trap
000000000001d510 (__TEXT,__text) external _host_default_memory_manager
000000000001ef1c (__TEXT,__text) external _host_get_UNDServer
0000000000011ab8 (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000000001cfc0 (__TEXT,__text) external _host_get_boot_info
000000000001dbf0 (__TEXT,__text) external _host_get_clock_control
000000000000651c (__TEXT,__text) external _host_get_clock_service
000000000001e3cc (__TEXT,__text) external _host_get_exception_ports
000000000001fbbc (__TEXT,__text) external _host_get_io_main
00000000000043d0 (__TEXT,__text) external _host_get_io_master
0000000000011ad0 (__TEXT,__text) external _host_get_multiuser_config_flags
000000000000189c (__TEXT,__text) external _host_get_special_port
00000000000056c4 (__TEXT,__text) external _host_info
000000000001f548 (__TEXT,__text) external _host_kernel_version
000000000002048c (__TEXT,__text) external _host_lockgroup_info
0000000000011c30 (__TEXT,__text) external _host_page_size
000000000001d2f0 (__TEXT,__text) external _host_priv_statistics
000000000001fa20 (__TEXT,__text) external _host_processor_info
000000000001ec88 (__TEXT,__text) external _host_processor_set_priv
000000000001eb08 (__TEXT,__text) external _host_processor_sets
000000000001da70 (__TEXT,__text) external _host_processors
000000000001d1d4 (__TEXT,__text) external _host_reboot
0000000000020b00 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000000000020c90 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000000002ad4 (__TEXT,__text) external _host_request_notification
000000000001f264 (__TEXT,__text) external _host_security_create_task_token
000000000001f404 (__TEXT,__text) external _host_security_set_task_token
0000000000012060 (__TEXT,__text) external _host_self
0000000000000b3c (__TEXT,__text) external _host_self_trap
000000000001edfc (__TEXT,__text) external _host_set_UNDServer
0000000000020e14 (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000000001e298 (__TEXT,__text) external _host_set_exception_ports
0000000000021144 (__TEXT,__text) external _host_set_multiuser_config_flags
000000000001e168 (__TEXT,__text) external _host_set_special_port
000000000000a704 (__TEXT,__text) external _host_statistics
0000000000009fb8 (__TEXT,__text) external _host_statistics64
000000000001e69c (__TEXT,__text) external _host_swap_exception_ports
000000000001fe98 (__TEXT,__text) external _host_virtual_physical_table_info
000000000003c198 (__DATA,__data) external _important_boost_assertion_token
000000000003a368 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
000000000001197c (__TEXT,__text) non-external _internal_catch_exception_raise
000000000003c188 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00000000000118c0 (__TEXT,__text) non-external _internal_catch_exception_raise_state
000000000003c180 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00000000000117f0 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
000000000003c178 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000000004cd0 (__TEXT,__text) external _ioctl
0000000000000908 (__TEXT,__text) external _issetugid
000000000003c240 (__DATA,__bss) non-external _kAccountingThreshold
000000000000e4e4 (__TEXT,__text) external _kas_info
00000000000007c0 (__TEXT,__text) external _kdebug_is_enabled
0000000000018ef4 (__TEXT,__text) external _kdebug_signpost
000000000000a6f4 (__TEXT,__text) external _kdebug_signpost_end
000000000000a654 (__TEXT,__text) non-external _kdebug_signpost_internal
000000000000a644 (__TEXT,__text) external _kdebug_signpost_start
0000000000018ea4 (__TEXT,__text) external _kdebug_timestamp
0000000000018ebc (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000000018ed8 (__TEXT,__text) external _kdebug_timestamp_from_continuous
000000000000089c (__TEXT,__text) external _kdebug_trace
0000000000003500 (__TEXT,__text) external _kdebug_trace_string
000000000000081c (__TEXT,__text) external _kdebug_typefilter
00000000000406c8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
0000000000018e90 (__TEXT,__text) external _kdebug_using_continuous_time
0000000000006784 (__TEXT,__text) external _kevent
000000000000becc (__TEXT,__text) external _kevent64
00000000000027bc (__TEXT,__text) external _kevent_id
0000000000002794 (__TEXT,__text) external _kevent_qos
000000000001f078 (__TEXT,__text) external _kext_request
00000000000084b0 (__TEXT,__text) external _kill
000000000001dfc4 (__TEXT,__text) external _kmod_control
000000000001dd5c (__TEXT,__text) external _kmod_create
000000000001dea8 (__TEXT,__text) external _kmod_destroy
000000000001fd18 (__TEXT,__text) external _kmod_get_info
000000000001bcd8 (__TEXT,__text) external _kpersona_alloc
000000000001bd50 (__TEXT,__text) external _kpersona_dealloc
000000000001be10 (__TEXT,__text) external _kpersona_find
000000000001beec (__TEXT,__text) external _kpersona_find_by_type
0000000000004a30 (__TEXT,__text) external _kpersona_get
000000000001bd90 (__TEXT,__text) external _kpersona_getpath
0000000000004754 (__TEXT,__text) external _kpersona_info
000000000001bd14 (__TEXT,__text) external _kpersona_palloc
000000000001bdd0 (__TEXT,__text) external _kpersona_pidinfo
000000000000675c (__TEXT,__text) external _kqueue
00000000000061cc (__TEXT,__text) external _lchown
000000000000e50c (__TEXT,__text) external _ledger
0000000000005088 (__TEXT,__text) external _link
000000000000e534 (__TEXT,__text) external _linkat
000000000000e55c (__TEXT,__text) external _lio_listio
0000000000008af0 (__TEXT,__text) external _listen
00000000000040e0 (__TEXT,__text) external _listxattr
0000000000028f1c (__TEXT,__text) external _lock_set_create
0000000000029084 (__TEXT,__text) external _lock_set_destroy
0000000000014210 (__TEXT,__text) external _log_data_as_kernel
00000000000023d0 (__TEXT,__text) external _lseek
000000000000bb08 (__TEXT,__text) external _lstat
000000000000bb08 (__TEXT,__text) external _lstat64
000000000000105c (__TEXT,__text) external _mach_absolute_time
00000000000010e0 (__TEXT,__text) external _mach_absolute_time_kernel
000000000000224c (__TEXT,__text) external _mach_approximate_time
0000000000013838 (__TEXT,__text) external _mach_boottime_usec
0000000000007950 (__TEXT,__text) external _mach_continuous_approximate_time
0000000000000fe8 (__TEXT,__text) external _mach_continuous_time
00000000000010ec (__TEXT,__text) external _mach_continuous_time_kernel
0000000000011bac (__TEXT,__text) external _mach_error
000000000003c210 (__DATA,__common) external _mach_error_full_diag
0000000000006d64 (__TEXT,__text) external _mach_error_string
0000000000006d84 (__TEXT,__text) non-external _mach_error_string_int
0000000000011ae0 (__TEXT,__text) external _mach_error_type
000000000003046c (__TEXT,__text) external _mach_eventlink_associate
00000000000301b4 (__TEXT,__text) external _mach_eventlink_create
0000000000030350 (__TEXT,__text) external _mach_eventlink_destroy
00000000000305b0 (__TEXT,__text) external _mach_eventlink_disassociate
0000000000013cf4 (__TEXT,__text) external _mach_eventlink_signal
0000000000013d48 (__TEXT,__text) external _mach_eventlink_signal_wait_until
0000000000013d0c (__TEXT,__text) external _mach_eventlink_wait_until
0000000000000bd8 (__TEXT,__text) external _mach_generate_activity_id
00000000000029f0 (__TEXT,__text) external _mach_get_times
0000000000001898 (__TEXT,__text) external _mach_host_self
000000000001018c (__TEXT,__text) external _mach_host_special_port_description
0000000000038088 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00000000000101ec (__TEXT,__text) external _mach_host_special_port_for_id
000000000003c000 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00000000000063cc (__TEXT,__text) external _mach_init
00000000000406b0 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
0000000000006400 (__TEXT,__text) non-external _mach_init_doit
00000000000255ac (__TEXT,__text) external _mach_make_memory_entry
0000000000002088 (__TEXT,__text) external _mach_make_memory_entry_64
000000000002ff04 (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000000030080 (__TEXT,__text) external _mach_memory_entry_ownership
000000000002fdac (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000000020f30 (__TEXT,__text) external _mach_memory_info
000000000001f894 (__TEXT,__text) external _mach_memory_object_memory_entry
0000000000020300 (__TEXT,__text) external _mach_memory_object_memory_entry_64
0000000000000f74 (__TEXT,__text) external _mach_msg
0000000000011d58 (__TEXT,__text) external _mach_msg2_internal
0000000000000c08 (__TEXT,__text) external _mach_msg2_trap
0000000000001a04 (__TEXT,__text) external _mach_msg_destroy
0000000000001b3c (__TEXT,__text) non-external _mach_msg_destroy_port
0000000000008c20 (__TEXT,__text) external _mach_msg_overwrite
0000000000000b54 (__TEXT,__text) external _mach_msg_overwrite_trap
0000000000011e74 (__TEXT,__text) external _mach_msg_priority_encode
0000000000011e64 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
0000000000011ea8 (__TEXT,__text) external _mach_msg_priority_overide_qos
0000000000011eb8 (__TEXT,__text) external _mach_msg_priority_qos
0000000000011ec8 (__TEXT,__text) external _mach_msg_priority_relpri
000000000000c544 (__TEXT,__text) external _mach_msg_receive
0000000000005050 (__TEXT,__text) external _mach_msg_send
000000000000814c (__TEXT,__text) external _mach_msg_server
0000000000008ea0 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
0000000000011e60 (__TEXT,__text) external _mach_msg_server_importance
000000000000b318 (__TEXT,__text) external _mach_msg_server_once
0000000000000b48 (__TEXT,__text) external _mach_msg_trap
0000000000026418 (__TEXT,__text) external _mach_notify_dead_name
000000000002635c (__TEXT,__text) external _mach_notify_no_senders
0000000000026288 (__TEXT,__text) external _mach_notify_port_deleted
00000000000262ec (__TEXT,__text) external _mach_notify_port_destroyed
00000000000263c0 (__TEXT,__text) external _mach_notify_send_once
0000000000002c04 (__TEXT,__text) external _mach_port_allocate
000000000001b788 (__TEXT,__text) external _mach_port_allocate_full
000000000001b774 (__TEXT,__text) external _mach_port_allocate_name
000000000001b784 (__TEXT,__text) external _mach_port_allocate_qos
000000000001b9d4 (__TEXT,__text) external _mach_port_assert_attributes
0000000000001c98 (__TEXT,__text) external _mach_port_construct
0000000000001e54 (__TEXT,__text) external _mach_port_deallocate
0000000000005f70 (__TEXT,__text) external _mach_port_destroy
0000000000002458 (__TEXT,__text) external _mach_port_destruct
000000000001b91c (__TEXT,__text) external _mach_port_dnrequest_info
0000000000003f94 (__TEXT,__text) external _mach_port_extract_member
000000000000a36c (__TEXT,__text) external _mach_port_extract_right
000000000000331c (__TEXT,__text) external _mach_port_get_attributes
0000000000005bf4 (__TEXT,__text) external _mach_port_get_context
0000000000003de4 (__TEXT,__text) external _mach_port_get_refs
000000000001b9d0 (__TEXT,__text) external _mach_port_get_service_port_info
000000000000c12c (__TEXT,__text) external _mach_port_get_set_status
000000000001b790 (__TEXT,__text) external _mach_port_get_srights
0000000000003824 (__TEXT,__text) external _mach_port_guard
000000000001b9c4 (__TEXT,__text) external _mach_port_guard_with_flags
0000000000002c60 (__TEXT,__text) external _mach_port_insert_member
0000000000002e60 (__TEXT,__text) external _mach_port_insert_right
000000000001b9cc (__TEXT,__text) external _mach_port_is_connection_for_service
000000000001b920 (__TEXT,__text) external _mach_port_kernel_object
000000000001b960 (__TEXT,__text) external _mach_port_kobject
000000000001b964 (__TEXT,__text) external _mach_port_kobject_description
00000000000012e8 (__TEXT,__text) external _mach_port_mod_refs
00000000000058e4 (__TEXT,__text) external _mach_port_move_member
000000000001b76c (__TEXT,__text) external _mach_port_names
000000000001b778 (__TEXT,__text) external _mach_port_peek
000000000001b770 (__TEXT,__text) external _mach_port_rename
000000000000285c (__TEXT,__text) external _mach_port_request_notification
0000000000003394 (__TEXT,__text) external _mach_port_set_attributes
000000000000c00c (__TEXT,__text) external _mach_port_set_context
000000000001b77c (__TEXT,__text) external _mach_port_set_mscount
000000000001b780 (__TEXT,__text) external _mach_port_set_seqno
000000000001b798 (__TEXT,__text) external _mach_port_space_basic_info
000000000001b794 (__TEXT,__text) external _mach_port_space_info
000000000001b9c8 (__TEXT,__text) external _mach_port_swap_guard
00000000000035bc (__TEXT,__text) external _mach_port_type
000000000001b968 (__TEXT,__text) external _mach_port_unguard
000000000000bc30 (__TEXT,__text) external _mach_ports_lookup
0000000000007cc0 (__TEXT,__text) external _mach_ports_register
0000000000000b18 (__TEXT,__text) external _mach_reply_port
0000000000012360 (__TEXT,__text) external _mach_right_recv_construct
0000000000012420 (__TEXT,__text) external _mach_right_recv_destruct
00000000000124b4 (__TEXT,__text) external _mach_right_send_create
00000000000125f0 (__TEXT,__text) external _mach_right_send_once_consume
0000000000012588 (__TEXT,__text) external _mach_right_send_once_create
00000000000050b0 (__TEXT,__text) external _mach_right_send_release
0000000000012518 (__TEXT,__text) external _mach_right_send_retain
000000000001b804 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000000001b8ac (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
0000000000013848 (__TEXT,__text) external _mach_task_is_self
000000000001235c (__TEXT,__text) external _mach_task_self
0000000000040698 (__DATA_DIRTY,__common) external _mach_task_self_
00000000000101ac (__TEXT,__text) external _mach_task_special_port_description
0000000000038198 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00000000000102ac (__TEXT,__text) external _mach_task_special_port_for_id
000000000003c0f8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00000000000064f0 (__TEXT,__text) external _mach_thread_self
00000000000101cc (__TEXT,__text) external _mach_thread_special_port_description
00000000000381f8 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00000000000102bc (__TEXT,__text) external _mach_thread_special_port_for_id
000000000003c158 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000000000f94 (__TEXT,__text) external _mach_timebase_info
00000000000406bc (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
0000000000000cc8 (__TEXT,__text) external _mach_timebase_info_trap
0000000000002cf8 (__TEXT,__text) external _mach_vm_allocate
000000000002503c (__TEXT,__text) external _mach_vm_behavior_set
0000000000008030 (__TEXT,__text) external _mach_vm_copy
0000000000002534 (__TEXT,__text) external _mach_vm_deallocate
0000000000025d84 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000000025ea0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000000025fbc (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00000000000249b8 (__TEXT,__text) external _mach_vm_inherit
000000000002515c (__TEXT,__text) external _mach_vm_machine_attribute
0000000000000930 (__TEXT,__text) external _mach_vm_map
0000000000024f1c (__TEXT,__text) external _mach_vm_msync
000000000002589c (__TEXT,__text) external _mach_vm_page_info
0000000000025448 (__TEXT,__text) external _mach_vm_page_query
0000000000025a84 (__TEXT,__text) external _mach_vm_page_range_query
00000000000045c0 (__TEXT,__text) external _mach_vm_protect
00000000000041d8 (__TEXT,__text) external _mach_vm_purgable_control
00000000000260d8 (__TEXT,__text) external _mach_vm_range_create
000000000001bb00 (__TEXT,__text) external _mach_vm_read
0000000000024c60 (__TEXT,__text) external _mach_vm_read_list
000000000000b1c8 (__TEXT,__text) external _mach_vm_read_overwrite
00000000000129c4 (__TEXT,__text) external _mach_vm_reclaim_is_available
0000000000012760 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00000000000128a0 (__TEXT,__text) external _mach_vm_reclaim_mark_used
000000000001269c (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00000000000129e8 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00000000000129b0 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00000000000051b8 (__TEXT,__text) external _mach_vm_region
000000000000af60 (__TEXT,__text) external _mach_vm_region_recurse
000000000001b9d8 (__TEXT,__text) external _mach_vm_remap
000000000001ba6c (__TEXT,__text) external _mach_vm_remap_new
000000000001e9d4 (__TEXT,__text) external _mach_vm_wire
0000000000024de4 (__TEXT,__text) external _mach_vm_write
0000000000005414 (__TEXT,__text) external _mach_voucher_attr_command
0000000000002420 (__TEXT,__text) external _mach_voucher_deallocate
0000000000030b78 (__TEXT,__text) external _mach_voucher_debug_info
0000000000030924 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000000000ab00 (__TEXT,__text) external _mach_voucher_extract_attr_content
00000000000032b8 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000000000c98 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000000000cd4 (__TEXT,__text) external _mach_wait_until
00000000000207e8 (__TEXT,__text) external _mach_zone_force_gc
000000000002170c (__TEXT,__text) external _mach_zone_get_btlog_records
000000000002157c (__TEXT,__text) external _mach_zone_get_zlog_zones
000000000002061c (__TEXT,__text) external _mach_zone_info
00000000000213d0 (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000000021260 (__TEXT,__text) external _mach_zone_info_for_zone
0000000000000c50 (__TEXT,__text) external _macx_backing_store_recovery
0000000000000c44 (__TEXT,__text) external _macx_backing_store_suspend
0000000000000c20 (__TEXT,__text) external _macx_swapoff
0000000000000c14 (__TEXT,__text) external _macx_swapon
0000000000000c38 (__TEXT,__text) external _macx_triggers
0000000000003618 (__TEXT,__text) external _madvise
000000000003c238 (__DATA,__bss) non-external _master_host_port
0000000000000ed4 (__TEXT,__text) non-external _memcpy
000000000000f1d4 (__TEXT,__text) non-external _memmove
0000000000009090 (__TEXT,__text) external _memorystatus_control
000000000000e5ac (__TEXT,__text) external _memorystatus_get_level
0000000000011ee0 (__TEXT,__text) external _mig_allocate
0000000000003b98 (__TEXT,__text) external _mig_dealloc_reply_port
000000000001b79c (__TEXT,__text) external _mig_dealloc_special_reply_port
000000000000626c (__TEXT,__text) external _mig_deallocate
0000000000000ee4 (__TEXT,__text) external _mig_get_reply_port
0000000000002268 (__TEXT,__text) external _mig_get_special_reply_port
0000000000005b08 (__TEXT,__text) external _mig_put_reply_port
0000000000005184 (__TEXT,__text) external _mig_reply_setup
0000000000005b0c (__TEXT,__text) external _mig_strncpy
00000000000022a0 (__TEXT,__text) external _mig_strncpy_zerofill
000000000000e5d4 (__TEXT,__text) external _mincore
000000000000e5fc (__TEXT,__text) external _minherit
0000000000000cf8 (__TEXT,__text) external _mk_timer_arm
0000000000000d10 (__TEXT,__text) external _mk_timer_arm_leeway
0000000000000d04 (__TEXT,__text) external _mk_timer_cancel
0000000000000ce0 (__TEXT,__text) external _mk_timer_create
0000000000000cec (__TEXT,__text) external _mk_timer_destroy
000000000000250c (__TEXT,__text) external _mkdir
0000000000004358 (__TEXT,__text) external _mkdirat
000000000000e624 (__TEXT,__text) external _mkfifo
000000000000e64c (__TEXT,__text) external _mkfifoat
000000000000e674 (__TEXT,__text) external _mknod
000000000000e69c (__TEXT,__text) external _mknodat
0000000000009f38 (__TEXT,__text) external _mlock
000000000000e6c4 (__TEXT,__text) external _mlockall
00000000000017b4 (__TEXT,__text) external _mmap
000000000000c57c (__TEXT,__text) external _mount
0000000000004660 (__TEXT,__text) external _mprotect
000000000000e6ec (__TEXT,__text) external _mremap_encrypted
000000000001204c (__TEXT,__text) external _msg_receive
000000000001203c (__TEXT,__text) external _msg_rpc
0000000000012044 (__TEXT,__text) external _msg_send
000000000000d550 (__TEXT,__text) external _msgctl
000000000000e714 (__TEXT,__text) external _msgget
000000000000e73c (__TEXT,__text) external _msgrcv
000000000000d578 (__TEXT,__text) external _msgrcv$NOCANCEL
000000000000e764 (__TEXT,__text) external _msgsnd
000000000000d5a0 (__TEXT,__text) external _msgsnd$NOCANCEL
000000000000cd08 (__TEXT,__text) external _msgsys
0000000000006b34 (__TEXT,__text) external _msync
