00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800aed25c (__TEXT,__text) external _coalition_terminate
00007ff800adf820 (__TEXT,__text) external _connect
00007ff800adf838 (__TEXT,__text) external _connect$NOCANCEL
00007ff800ae0e1c (__TEXT,__text) external _connectx
00007ff800ae0e34 (__TEXT,__text) external _csops
00007ff800ae0e4c (__TEXT,__text) external _csops_audittoken
00007ff800aed424 (__TEXT,__text) external _csr_check
00007ff800aed444 (__TEXT,__text) external _csr_get_active_config
00007ff800adf104 (__TEXT,__text) external _debug_control_port_for_pid
00007ff800aed5fe (__TEXT,__text) external _debug_syscall_reject
00007ff800aed512 (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400a4bc8 (__DATA,__data) external _denap_boost_assertion_token
00007ff800ae0e64 (__TEXT,__text) external _disconnectx
00007ff800ae3d57 (__TEXT,__text) non-external _do_compat
00007ff800ae0e7c (__TEXT,__text) external _dup
00007ff800ae0e94 (__TEXT,__text) external _dup2
00007ff8400695e0 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840069470 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff8400697e0 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff8400694b0 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff8400695b0 (__DATA_CONST,__const) non-external _err_codes_io
00007ff840069050 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff8400697b0 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840069bc0 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840069b30 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840069a70 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840069780 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840069a30 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff8400694d0 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff840069450 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840069520 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff8400699e0 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840069980 (__DATA_CONST,__const) non-external _err_codes_send
00007ff8400696f0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff8400694f0 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff8400694e8 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840069220 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840069630 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840069820 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840069910 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840068f50 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840068fd0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff840068c30 (__DATA_CONST,__const) non-external _err_os_sub
00007ff840068cd0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800b089a0 (__TEXT,__const) non-external _err_us_sub
00007ff8400a4c60 (__DATA,__common) external _errno
00007ff800b04fb2 (__TEXT,__text) external _etap_trace_thread
00007ff800af28ad (__TEXT,__text) external _exc_server
00007ff800af25a4 (__TEXT,__text) external _exc_server_routine
00007ff800af1f9f (__TEXT,__text) external _exception_raise
00007ff800af20eb (__TEXT,__text) external _exception_raise_state
00007ff800af233f (__TEXT,__text) external _exception_raise_state_identity
00007ff800ae0eac (__TEXT,__text) external _exchangedata
00007ff800ae448b (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff800ae4462 (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800ae4438 (__TEXT,__text) external _exclaves_boot
00007ff800ae40c8 (__TEXT,__text) external _exclaves_endpoint_call
00007ff800ae41b1 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff800ae4185 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800ae434c (__TEXT,__text) external _exclaves_launch_conclave
00007ff800ae4385 (__TEXT,__text) external _exclaves_lookup_service
00007ff800ae42ee (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800ae431d (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff800ae41df (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800ae4569 (__TEXT,__text) external _exclaves_notification_create
00007ff800ae4157 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800ae412b (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff800ae44b9 (__TEXT,__text) external _exclaves_sensor_create
00007ff800ae44e5 (__TEXT,__text) external _exclaves_sensor_start
00007ff800ae453d (__TEXT,__text) external _exclaves_sensor_status
00007ff800ae4511 (__TEXT,__text) external _exclaves_sensor_stop
00007ff800ae99ea (__TEXT,__text) external _execve
00007ff800ae0ec4 (__TEXT,__text) external _faccessat
00007ff800ae0edc (__TEXT,__text) external _fchdir
00007ff800ae0ef4 (__TEXT,__text) external _fchflags
00007ff800ae7dc7 (__TEXT,__text) external _fchmod
00007ff800ae0f0c (__TEXT,__text) external _fchmodat
00007ff800ae0f24 (__TEXT,__text) external _fchown
00007ff800ae0f3c (__TEXT,__text) external _fchownat
00007ff800ae0f54 (__TEXT,__text) external _fclonefileat
00007ff800ae9fbd (__TEXT,__text) external _fcntl
00007ff800ae9c2a (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800ae0f6c (__TEXT,__text) external _fdatasync
00007ff800ae0f84 (__TEXT,__text) external _ffsctl
00007ff800ae0f9c (__TEXT,__text) external _fgetattrlist
00007ff800ae0fb4 (__TEXT,__text) external _fgetxattr
00007ff800ae0fcc (__TEXT,__text) external _fhopen
00007ff800ae0fe4 (__TEXT,__text) external _fileport_makefd
00007ff800ae0ffc (__TEXT,__text) external _fileport_makeport
00007ff800ae1014 (__TEXT,__text) external _flistxattr
00007ff800ae102c (__TEXT,__text) external _flock
00007ff800ae1044 (__TEXT,__text) external _fmount
00007ff800ae105c (__TEXT,__text) external _fpathconf
00007ff800ae3ab3 (__TEXT,__text) non-external _fprintf_stderr
00007ff800ae1074 (__TEXT,__text) external _freadlink
00007ff800ae108c (__TEXT,__text) external _fremovexattr
00007ff800aed456 (__TEXT,__text) external _fs_snapshot_create
00007ff800aed4a0 (__TEXT,__text) external _fs_snapshot_delete
00007ff800aed46d (__TEXT,__text) external _fs_snapshot_list
00007ff800aed4fd (__TEXT,__text) external _fs_snapshot_mount
00007ff800aed4b7 (__TEXT,__text) external _fs_snapshot_rename
00007ff800aed4cf (__TEXT,__text) external _fs_snapshot_revert
00007ff800aed4e6 (__TEXT,__text) external _fs_snapshot_root
00007ff800ae10a4 (__TEXT,__text) external _fsctl
00007ff800ae10bc (__TEXT,__text) external _fsetattrlist
00007ff800ae10d4 (__TEXT,__text) external _fsetxattr
00007ff800ae10ec (__TEXT,__text) external _fsgetpath
00007ff800ae1104 (__TEXT,__text) external _fsgetpath_ext
00007ff800ae111c (__TEXT,__text) external _fstat
00007ff800ae111c (__TEXT,__text) external _fstat64
00007ff800ae1134 (__TEXT,__text) external _fstatat
00007ff800ae1134 (__TEXT,__text) external _fstatat64
00007ff800ae114c (__TEXT,__text) external _fstatfs
00007ff800ae114c (__TEXT,__text) external _fstatfs64
00007ff800ae1164 (__TEXT,__text) external _fsync
00007ff800adfa08 (__TEXT,__text) external _fsync$NOCANCEL
00007ff800ae117c (__TEXT,__text) external _ftruncate
00007ff800ae76a5 (__TEXT,__text) external _futimens
00007ff800ae1194 (__TEXT,__text) external _futimes
00007ff8400a4bd8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff800adfa20 (__TEXT,__text) external _getattrlist
00007ff800ae11ac (__TEXT,__text) external _getattrlistat
00007ff800ae11c4 (__TEXT,__text) external _getattrlistbulk
00007ff800af152c (__TEXT,__text) external _getaudit
00007ff800ae11dc (__TEXT,__text) external _getaudit_addr
00007ff800ae11f4 (__TEXT,__text) external _getauid
00007ff800ae120c (__TEXT,__text) external _getdirentries
00007ff800ae1224 (__TEXT,__text) external _getdirentriesattr
00007ff800ae123c (__TEXT,__text) external _getdtablesize
00007ff800ae1254 (__TEXT,__text) external _getegid
00007ff800ae126c (__TEXT,__text) external _getentropy
00007ff800ae1284 (__TEXT,__text) external _geteuid
00007ff800ae129c (__TEXT,__text) external _getfh
00007ff800ae12b4 (__TEXT,__text) external _getfsstat
00007ff800ae12b4 (__TEXT,__text) external _getfsstat64
00007ff800ae12cc (__TEXT,__text) external _getgid
00007ff800ae12e4 (__TEXT,__text) external _getgroups
00007ff800ae7394 (__TEXT,__text) external _gethostuuid
00007ff800ae58ab (__TEXT,__text) external _getiopolicy_np
00007ff800ae12fc (__TEXT,__text) external _getitimer
00007ff800adfa80 (__TEXT,__text) external _getpeername
00007ff800ae1314 (__TEXT,__text) external _getpgid
00007ff800ae132c (__TEXT,__text) external _getpgrp
00007ff800adfa98 (__TEXT,__text) external _getpid
00007ff800ae1344 (__TEXT,__text) external _getppid
00007ff800ae135c (__TEXT,__text) external _getpriority
00007ff800aea1c0 (__TEXT,__text) external _getrlimit
00007ff800ae1374 (__TEXT,__text) external _getrusage
00007ff800adfae4 (__TEXT,__text) external _getsgroups_np
00007ff800ae138c (__TEXT,__text) external _getsid
00007ff800adfafc (__TEXT,__text) external _getsockname
00007ff800ae13a4 (__TEXT,__text) external _getsockopt
00007ff800ae13bc (__TEXT,__text) external _getuid
00007ff800adfb6c (__TEXT,__text) external _getwgroups_np
00007ff800ae13d4 (__TEXT,__text) external _getxattr
00007ff800ae13ec (__TEXT,__text) external _grab_pgo_data
00007ff800ae1404 (__TEXT,__text) external _graftdmg
00007ff800ae141c (__TEXT,__text) external _guarded_close_np
00007ff800ae1434 (__TEXT,__text) external _guarded_kqueue_np
00007ff800ae3b73 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800af1860 (__TEXT,__text) external _guarded_open_np
00007ff800ae144c (__TEXT,__text) external _guarded_pwrite_np
00007ff800ae1464 (__TEXT,__text) external _guarded_write_np
00007ff800ae147c (__TEXT,__text) external _guarded_writev_np
00007ff800b0bfd0 (__TEXT,__cstring) non-external _hex
00007ff800ae3c2d (__TEXT,__text) external _host_check_multiuser_mode
00007ff800ae3c33 (__TEXT,__text) external _host_create_mach_voucher
00007ff800adf074 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800af2d92 (__TEXT,__text) external _host_default_memory_manager
00007ff800af44f9 (__TEXT,__text) external _host_get_UNDServer
00007ff800ae3c16 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800af291c (__TEXT,__text) external _host_get_boot_info
00007ff800af336c (__TEXT,__text) external _host_get_clock_control
00007ff800af52bf (__TEXT,__text) external _host_get_clock_service
00007ff800af3b67 (__TEXT,__text) external _host_get_exception_ports
00007ff800af519c (__TEXT,__text) external _host_get_io_main
00007ff800ae3c87 (__TEXT,__text) external _host_get_io_master
00007ff800ae3c27 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800af382a (__TEXT,__text) external _host_get_special_port
00007ff800af4a49 (__TEXT,__text) external _host_info
00007ff800af4c31 (__TEXT,__text) external _host_kernel_version
00007ff800af5d23 (__TEXT,__text) external _host_lockgroup_info
00007ff800ae3fe4 (__TEXT,__text) external _host_page_size
00007ff800af2baa (__TEXT,__text) external _host_priv_statistics
00007ff800af503f (__TEXT,__text) external _host_processor_info
00007ff800af42c3 (__TEXT,__text) external _host_processor_set_priv
00007ff800af4181 (__TEXT,__text) external _host_processor_sets
00007ff800af322a (__TEXT,__text) external _host_processors
00007ff800af2abb (__TEXT,__text) external _host_reboot
00007ff800af647b (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800af65d5 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff800af5c24 (__TEXT,__text) external _host_request_notification
00007ff800af47b4 (__TEXT,__text) external _host_security_create_task_token
00007ff800af4934 (__TEXT,__text) external _host_security_set_task_token
00007ff800ae56ab (__TEXT,__text) external _host_self
00007ff800adef24 (__TEXT,__text) external _host_self_trap
00007ff800af43fc (__TEXT,__text) external _host_set_UNDServer
00007ff800af671f (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800af3a63 (__TEXT,__text) external _host_set_exception_ports
00007ff800af69ee (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800af3964 (__TEXT,__text) external _host_set_special_port
00007ff800af5a3c (__TEXT,__text) external _host_statistics
00007ff800af5e70 (__TEXT,__text) external _host_statistics64
00007ff800af3de4 (__TEXT,__text) external _host_swap_exception_ports
00007ff800af553f (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800ae207c (__TEXT,__text) external _i386_get_ldt
00007ff800ae2090 (__TEXT,__text) external _i386_set_ldt
00007ff8400a4bb0 (__DATA,__data) external _important_boost_assertion_token
00007ff84006a610 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800ae3a37 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400a4ba0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800ae39bb (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400a4b98 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800ae393f (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400a4b90 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800aea230 (__TEXT,__text) external _ioctl
00007ff800ae1494 (__TEXT,__text) external _issetugid
00007ff8400a52f0 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800ae14ac (__TEXT,__text) external _kas_info
00007ff800aed6b8 (__TEXT,__text) external _kdebug_is_enabled
00007ff800aed85d (__TEXT,__text) external _kdebug_signpost
00007ff800aed900 (__TEXT,__text) external _kdebug_signpost_end
00007ff800aed865 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800aed8f4 (__TEXT,__text) external _kdebug_signpost_start
00007ff800aed717 (__TEXT,__text) external _kdebug_timestamp
00007ff800aed759 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff800aed773 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800aed78d (__TEXT,__text) external _kdebug_trace
00007ff800aed7e6 (__TEXT,__text) external _kdebug_trace_string
00007ff800aed650 (__TEXT,__text) external _kdebug_typefilter
00007ff8400a5318 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff800aed704 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800ae14c4 (__TEXT,__text) external _kevent
00007ff800ae14dc (__TEXT,__text) external _kevent64
00007ff800ae14f4 (__TEXT,__text) external _kevent_id
00007ff800ae150c (__TEXT,__text) external _kevent_qos
00007ff800af461c (__TEXT,__text) external _kext_request
00007ff800aed23e (__TEXT,__text) external _kill
00007ff800af36c5 (__TEXT,__text) external _kmod_control
00007ff800af34aa (__TEXT,__text) external _kmod_create
00007ff800af35d6 (__TEXT,__text) external _kmod_destroy
00007ff800af53fd (__TEXT,__text) external _kmod_get_info
00007ff800af15f0 (__TEXT,__text) external _kpersona_alloc
00007ff800af164c (__TEXT,__text) external _kpersona_dealloc
00007ff800af173b (__TEXT,__text) external _kpersona_find
00007ff800af17d7 (__TEXT,__text) external _kpersona_find_by_type
00007ff800af167c (__TEXT,__text) external _kpersona_get
00007ff800af16a9 (__TEXT,__text) external _kpersona_getpath
00007ff800af16d9 (__TEXT,__text) external _kpersona_info
00007ff800af161e (__TEXT,__text) external _kpersona_palloc
00007ff800af170a (__TEXT,__text) external _kpersona_pidinfo
00007ff800ae1524 (__TEXT,__text) external _kqueue
00007ff800adfca4 (__TEXT,__text) external _lchown
00007ff800ae153c (__TEXT,__text) external _ledger
00007ff800ae1554 (__TEXT,__text) external _link
00007ff800ae156c (__TEXT,__text) external _linkat
00007ff800ae1584 (__TEXT,__text) external _lio_listio
00007ff800adfcbc (__TEXT,__text) external _listen
00007ff800ae159c (__TEXT,__text) external _listxattr
00007ff800aff958 (__TEXT,__text) external _lock_set_create
00007ff800affa92 (__TEXT,__text) external _lock_set_destroy
00007ff800ae7dc2 (__TEXT,__text) external _log_data_as_kernel
00007ff800adfcec (__TEXT,__text) external _lseek
00007ff800ae15b4 (__TEXT,__text) external _lstat
00007ff800ae15b4 (__TEXT,__text) external _lstat64
00007ff800adee00 (__TEXT,__text) external _mach_absolute_time
00007ff800ae737c (__TEXT,__text) external _mach_approximate_time
00007ff800ae7404 (__TEXT,__text) external _mach_boottime_usec
00007ff800ae38c4 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff800ae389f (__TEXT,__text) external _mach_continuous_time
00007ff800ae3f57 (__TEXT,__text) external _mach_error
00007ff8400a4c28 (__DATA,__common) external _mach_error_full_diag
00007ff800ae3f40 (__TEXT,__text) external _mach_error_string
00007ff800ae3dde (__TEXT,__text) non-external _mach_error_string_int
00007ff800ae3c8c (__TEXT,__text) external _mach_error_type
00007ff800b07bf8 (__TEXT,__text) external _mach_eventlink_associate
00007ff800b079b7 (__TEXT,__text) external _mach_eventlink_create
00007ff800b07b13 (__TEXT,__text) external _mach_eventlink_destroy
00007ff800b07d08 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff800ae762e (__TEXT,__text) external _mach_eventlink_signal
00007ff800ae7671 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff800ae763d (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800adefc0 (__TEXT,__text) external _mach_generate_activity_id
00007ff800ae9e30 (__TEXT,__text) external _mach_get_times
00007ff800ae5a84 (__TEXT,__text) external _mach_host_self
00007ff800ae24ef (__TEXT,__text) external _mach_host_special_port_description
00007ff840068a90 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800ae2531 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400a4a10 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800ae3ff1 (__TEXT,__text) external _mach_init
00007ff8400a52e0 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff800ae400e (__TEXT,__text) non-external _mach_init_doit
00007ff800afb960 (__TEXT,__text) external _mach_make_memory_entry
00007ff800b06fba (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800b07765 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800b078b4 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800b07633 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800af680e (__TEXT,__text) external _mach_memory_info
00007ff800af4ef1 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800af58ee (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff800ae4753 (__TEXT,__text) external _mach_msg
00007ff800ae461c (__TEXT,__text) external _mach_msg2_internal
00007ff800adeff0 (__TEXT,__text) external _mach_msg2_trap
00007ff800ae4a6d (__TEXT,__text) external _mach_msg_destroy
00007ff800ae4ba8 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800ae476c (__TEXT,__text) external _mach_msg_overwrite
00007ff800adef3c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff800ae527e (__TEXT,__text) external _mach_msg_priority_encode
00007ff800ae5274 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800ae52b8 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800ae52c7 (__TEXT,__text) external _mach_msg_priority_qos
00007ff800ae52d6 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800ae4a45 (__TEXT,__text) external _mach_msg_receive
00007ff800ae4a1e (__TEXT,__text) external _mach_msg_send
00007ff800ae4f23 (__TEXT,__text) external _mach_msg_server
00007ff800ae4edf (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff800ae5262 (__TEXT,__text) external _mach_msg_server_importance
00007ff800ae4c6c (__TEXT,__text) external _mach_msg_server_once
00007ff800adef30 (__TEXT,__text) external _mach_msg_trap
00007ff800afc65d (__TEXT,__text) external _mach_notify_dead_name
00007ff800afc5b1 (__TEXT,__text) external _mach_notify_no_senders
00007ff800afc4f0 (__TEXT,__text) external _mach_notify_port_deleted
00007ff800afc551 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff800afc612 (__TEXT,__text) external _mach_notify_send_once
00007ff800af08db (__TEXT,__text) external _mach_port_allocate
00007ff800af0b0f (__TEXT,__text) external _mach_port_allocate_full
00007ff800af08d6 (__TEXT,__text) external _mach_port_allocate_name
00007ff800af0b0a (__TEXT,__text) external _mach_port_allocate_qos
00007ff800af0f23 (__TEXT,__text) external _mach_port_assert_attributes
00007ff800af0e00 (__TEXT,__text) external _mach_port_construct
00007ff800af0922 (__TEXT,__text) external _mach_port_deallocate
00007ff800af091d (__TEXT,__text) external _mach_port_destroy
00007ff800af0ba4 (__TEXT,__text) external _mach_port_destruct
00007ff800af0d13 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800af0d86 (__TEXT,__text) external _mach_port_extract_member
00007ff800af0a92 (__TEXT,__text) external _mach_port_extract_right
00007ff800af0a9c (__TEXT,__text) external _mach_port_get_attributes
00007ff800af0dc6 (__TEXT,__text) external _mach_port_get_context
00007ff800af094d (__TEXT,__text) external _mach_port_get_refs
00007ff800af0f1e (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800af099f (__TEXT,__text) external _mach_port_get_set_status
00007ff800af0b19 (__TEXT,__text) external _mach_port_get_srights
00007ff800af0e45 (__TEXT,__text) external _mach_port_guard
00007ff800af0f0f (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800af0d46 (__TEXT,__text) external _mach_port_insert_member
00007ff800af0a4f (__TEXT,__text) external _mach_port_insert_right
00007ff800af0f19 (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800af0d18 (__TEXT,__text) external _mach_port_kernel_object
00007ff800af0df6 (__TEXT,__text) external _mach_port_kobject
00007ff800af0dfb (__TEXT,__text) external _mach_port_kobject_description
00007ff800af0952 (__TEXT,__text) external _mach_port_mod_refs
00007ff800af09a4 (__TEXT,__text) external _mach_port_move_member
00007ff800af088a (__TEXT,__text) external _mach_port_names
00007ff800af0995 (__TEXT,__text) external _mach_port_peek
00007ff800af08d1 (__TEXT,__text) external _mach_port_rename
00007ff800af09e4 (__TEXT,__text) external _mach_port_request_notification
00007ff800af0b05 (__TEXT,__text) external _mach_port_set_attributes
00007ff800af0df1 (__TEXT,__text) external _mach_port_set_context
00007ff800af099a (__TEXT,__text) external _mach_port_set_mscount
00007ff800af0a97 (__TEXT,__text) external _mach_port_set_seqno
00007ff800af0b23 (__TEXT,__text) external _mach_port_space_basic_info
00007ff800af0b1e (__TEXT,__text) external _mach_port_space_info
00007ff800af0f14 (__TEXT,__text) external _mach_port_swap_guard
00007ff800af088f (__TEXT,__text) external _mach_port_type
00007ff800af0e88 (__TEXT,__text) external _mach_port_unguard
00007ff800afe7cc (__TEXT,__text) external _mach_ports_lookup
00007ff800afe6cf (__TEXT,__text) external _mach_ports_register
00007ff800adef00 (__TEXT,__text) external _mach_reply_port
00007ff800ae5afe (__TEXT,__text) external _mach_right_recv_construct
00007ff800ae5b9a (__TEXT,__text) external _mach_right_recv_destruct
00007ff800ae5bfb (__TEXT,__text) external _mach_right_send_create
00007ff800ae5d50 (__TEXT,__text) external _mach_right_send_once_consume
00007ff800ae5d02 (__TEXT,__text) external _mach_right_send_once_create
00007ff800ae5c89 (__TEXT,__text) external _mach_right_send_release
00007ff800ae5c3d (__TEXT,__text) external _mach_right_send_retain
00007ff800af0c2c (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800af0cbd (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff800ae7412 (__TEXT,__text) external _mach_task_is_self
00007ff800ae5a89 (__TEXT,__text) external _mach_task_self
00007ff8400a52c8 (__DATA,__common) external _mach_task_self_
00007ff800ae2505 (__TEXT,__text) external _mach_task_special_port_description
00007ff840068bb0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800ae25cb (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400a4b10 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800ae5a8e (__TEXT,__text) external _mach_thread_self
00007ff800ae251b (__TEXT,__text) external _mach_thread_special_port_description
00007ff840068c10 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800ae25dc (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400a4b70 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff800aed605 (__TEXT,__text) external _mach_timebase_info
00007ff8400a5310 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff800adf0b0 (__TEXT,__text) external _mach_timebase_info_trap
00007ff800af0f28 (__TEXT,__text) external _mach_vm_allocate
00007ff800afaecb (__TEXT,__text) external _mach_vm_behavior_set
00007ff800afabc8 (__TEXT,__text) external _mach_vm_copy
00007ff800af0faf (__TEXT,__text) external _mach_vm_deallocate
00007ff800afc0c8 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff800afc1b0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff800afc29c (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff800afa70d (__TEXT,__text) external _mach_vm_inherit
00007ff800afb139 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800af10af (__TEXT,__text) external _mach_vm_map
00007ff800afaddf (__TEXT,__text) external _mach_vm_msync
00007ff800afbbea (__TEXT,__text) external _mach_vm_page_info
00007ff800afb3de (__TEXT,__text) external _mach_vm_page_query
00007ff800afbdf0 (__TEXT,__text) external _mach_vm_page_range_query
00007ff800af101c (__TEXT,__text) external _mach_vm_protect
00007ff800af14e2 (__TEXT,__text) external _mach_vm_purgable_control
00007ff800afc388 (__TEXT,__text) external _mach_vm_range_create
00007ff800af12b1 (__TEXT,__text) external _mach_vm_read
00007ff800afa94b (__TEXT,__text) external _mach_vm_read_list
00007ff800afacb4 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800ae608a (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff800ae60a1 (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
00007ff800ae5e71 (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff800ae5fa4 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff800ae5dd1 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff800ae60b7 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff800ae6079 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800afb74c (__TEXT,__text) external _mach_vm_region
00007ff800afb527 (__TEXT,__text) external _mach_vm_region_recurse
00007ff800af1195 (__TEXT,__text) external _mach_vm_remap
00007ff800af1223 (__TEXT,__text) external _mach_vm_remap_new
00007ff800af407b (__TEXT,__text) external _mach_vm_wire
00007ff800afaaca (__TEXT,__text) external _mach_vm_write
00007ff800b08387 (__TEXT,__text) external _mach_voucher_attr_command
00007ff800ae5267 (__TEXT,__text) external _mach_voucher_deallocate
00007ff800b085cc (__TEXT,__text) external _mach_voucher_debug_info
00007ff800b081ad (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800b07df7 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800af0eca (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800adf080 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800adf0bc (__TEXT,__text) external _mach_wait_until
00007ff800af61e0 (__TEXT,__text) external _mach_zone_force_gc
00007ff800af6f80 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800af6e31 (__TEXT,__text) external _mach_zone_get_zlog_zones
