                 (undefined) external _APP_SANDBOX_READ (from libsystem_sandbox)
00007ff8421194c8 (__DATA,__data) external _CMFSSEAM_DEFAULT
                 (undefined) external __os_activity_current (from libsystem_trace)
                 (undefined) external __os_crash (from libsystem_c)
                 (undefined) external __os_feature_enabled_impl (from libsystem_featureflags)
                 (undefined) external __os_log_debug_impl (from libsystem_trace)
                 (undefined) external __os_log_disabled (from libsystem_trace)
                 (undefined) external __os_log_error_impl (from libsystem_trace)
                 (undefined) external __os_log_fault_impl (from libsystem_trace)
                 (undefined) external __os_log_impl (from libsystem_trace)
                 (undefined) external __os_signpost_emit_with_name_impl (from libsystem_trace)
00007ff8421196c0 (__DATA,__bss) non-external __outgoingPostprocessor
00007ff8421194b8 (__DATA,__data) non-external __outgoingSender
                 (undefined) external __xpc_error_connection_interrupted (from libxpc)
                 (undefined) external __xpc_error_connection_invalid (from libxpc)
                 (undefined) external __xpc_error_termination_imminent (from libxpc)
                 (undefined) external __xpc_type_array (from libxpc)
                 (undefined) external __xpc_type_dictionary (from libxpc)
                 (undefined) external __xpc_type_error (from libxpc)
                 (undefined) external __xpc_type_string (from libxpc)
                 (undefined) external _acl_add_perm (from libsystem_c)
                 (undefined) external _acl_create_entry (from libsystem_c)
                 (undefined) external _acl_free (from libsystem_c)
                 (undefined) external _acl_get_flagset_np (from libsystem_c)
                 (undefined) external _acl_get_permset (from libsystem_c)
                 (undefined) external _acl_init (from libsystem_c)
                 (undefined) external _acl_set_flagset_np (from libsystem_c)
                 (undefined) external _acl_set_permset (from libsystem_c)
                 (undefined) external _acl_set_qualifier (from libsystem_c)
                 (undefined) external _acl_set_tag_type (from libsystem_c)
                 (undefined) external _acl_to_text (from libsystem_c)
                 (undefined) external _arc4random (from libsystem_c)
                 (undefined) external _asprintf (from libsystem_c)
00007ff80aeb6899 (__TEXT,__text) non-external _c_array_append
00007ff80aeb6978 (__TEXT,__text) non-external _c_array_deinit
                 (undefined) external _calloc (from libsystem_malloc)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
00007ff80aed4e60 (__TEXT,__text) external _container_acquire_sandbox_extension
00007ff80aebdbe0 (__TEXT,__text) external _container_audit_token_copy_codesign_hash
00007ff80aebdbbd (__TEXT,__text) external _container_audit_token_copy_codesign_identifier
00007ff80aebdd28 (__TEXT,__text) external _container_audit_token_copy_entitlement
00007ff80aebdbf0 (__TEXT,__text) external _container_audit_token_copy_executable_name
00007ff80aebded8 (__TEXT,__text) external _container_audit_token_for_pid
00007ff80aebdbd3 (__TEXT,__text) external _container_audit_token_get_codesign_status
00007ff80aebdecf (__TEXT,__text) external _container_audit_token_get_egid
00007ff80aebdec6 (__TEXT,__text) external _container_audit_token_get_euid
00007ff80aebdbca (__TEXT,__text) external _container_audit_token_get_pid
00007ff80aebddd7 (__TEXT,__text) external _container_audit_token_get_platform
00007ff80aebe0c9 (__TEXT,__text) external _container_audit_token_is_valid
00007ff80aec9ca0 (__TEXT,__text) external _container_base64_decode
00007ff80aec9e9e (__TEXT,__text) external _container_base64_decode_string
00007ff80aec9adb (__TEXT,__text) external _container_base64_encode
00007ff80aec9c79 (__TEXT,__text) external _container_base64_encode_string
00007ff80aecede8 (__TEXT,__text) external _container_bundle_copy_data_container
00007ff80aece389 (__TEXT,__text) external _container_bundle_copy_data_container_path
00007ff80aec22fa (__TEXT,__text) external _container_class_for_each_normalized_class
00007ff80aec225f (__TEXT,__text) external _container_class_normalized
00007ff80aec22e0 (__TEXT,__text) external _container_class_supports_data_subdirectory
00007ff80aec2213 (__TEXT,__text) external _container_class_supports_randomized_path
00007ff80aec2282 (__TEXT,__text) external _container_class_supports_randomized_path_on_current_platform
00007ff80aeb8223 (__TEXT,__text) external _container_client_copy_decoded_from_xpc_object
00007ff80aeb7fc8 (__TEXT,__text) external _container_client_copy_encoded_xpc_object
00007ff80aeb8704 (__TEXT,__text) external _container_client_copy_entitlement
00007ff80aeb8c16 (__TEXT,__text) external _container_client_create_from_audit_token
00007ff80aeb89bf (__TEXT,__text) external _container_client_get_audit_token
00007ff80aeb8678 (__TEXT,__text) external _container_client_get_codesign_identifier
00007ff80aeb893f (__TEXT,__text) external _container_client_get_egid
00007ff80aeb88bf (__TEXT,__text) external _container_client_get_euid
00007ff80aeb8841 (__TEXT,__text) external _container_client_get_persona_unique_string
00007ff80aeb8a5a (__TEXT,__text) external _container_client_get_pid
00007ff80aeb87c1 (__TEXT,__text) external _container_client_get_platform
00007ff80aeb7dad (__TEXT,__text) external _container_client_initializer
00007ff80aeb8bda (__TEXT,__text) external _container_client_is_alive
00007ff80aeb8bc5 (__TEXT,__text) external _container_client_is_platform_binary
00007ff80aeb8ada (__TEXT,__text) external _container_client_is_sandboxed
00007ff80aeb8bb0 (__TEXT,__text) external _container_client_is_signature_valid
00007ff80aeb8b9b (__TEXT,__text) external _container_client_is_signed
00007ff80aeb8b85 (__TEXT,__text) external _container_client_is_test_client
00007ff80aeb7c5b (__TEXT,__text) external _container_codesign_copy_cdhash
00007ff80aeb7aef (__TEXT,__text) external _container_codesign_copy_cs_identity
00007ff80aeb7ce2 (__TEXT,__text) external _container_codesign_copy_current_identifier
00007ff80aeb7a4c (__TEXT,__text) external _container_codesign_get_self_audit_token
00007ff80aeb7d28 (__TEXT,__text) external _container_codesign_get_status
00007ff80aeb9002 (__TEXT,__text) external _container_copy_client
00007ff80aed2c09 (__TEXT,__text) external _container_copy_code_signing_info_for_identifier
00007ff80aed4b88 (__TEXT,__text) external _container_copy_from_path
00007ff80aec7444 (__TEXT,__text) external _container_copy_info
00007ff80aed19f1 (__TEXT,__text) external _container_copy_info_value_for_key
00007ff80aec7b0f (__TEXT,__text) external _container_copy_object
00007ff80aec7158 (__TEXT,__text) external _container_copy_path
00007ff80aed455d (__TEXT,__text) external _container_copy_persona_unique_strings
00007ff80aec79c5 (__TEXT,__text) external _container_copy_sandbox_token
00007ff80aec7c5b (__TEXT,__text) external _container_copy_unlocalized_description
00007ff80aec7d8d (__TEXT,__text) external _container_create_merged_array
00007ff80aecefb9 (__TEXT,__text) external _container_create_or_lookup
00007ff80aed516c (__TEXT,__text) external _container_create_or_lookup_app_group_path_by_app_group_identifier
00007ff80aecfece (__TEXT,__text) external _container_create_or_lookup_app_group_paths
00007ff80aecfede (__TEXT,__text) external _container_create_or_lookup_app_group_paths_for_current_user
00007ff80aecffc9 (__TEXT,__text) external _container_create_or_lookup_app_group_paths_for_platform
00007ff80aed0269 (__TEXT,__text) external _container_create_or_lookup_app_group_paths_from_entitlements
00007ff80aed027d (__TEXT,__text) external _container_create_or_lookup_app_group_paths_from_entitlements_4ls
00007ff80aecefd8 (__TEXT,__text) external _container_create_or_lookup_for_current_user
00007ff80aecf10d (__TEXT,__text) external _container_create_or_lookup_for_platform
00007ff80aed025c (__TEXT,__text) external _container_create_or_lookup_group_container_paths_for_current_user
00007ff80aecd984 (__TEXT,__text) external _container_create_or_lookup_path
00007ff80aecdaaf (__TEXT,__text) external _container_create_or_lookup_path_for_current_user
00007ff80aecdbe4 (__TEXT,__text) external _container_create_or_lookup_path_for_platform
00007ff80aecf684 (__TEXT,__text) external _container_create_or_lookup_system_group_paths
00007ff80aed3c8c (__TEXT,__text) external _container_create_or_lookup_user_managed_assets_path
00007ff80aed3e02 (__TEXT,__text) external _container_create_or_lookup_user_managed_assets_relative_path
00007ff80aed144a (__TEXT,__text) external _container_delete
00007ff80aed29bb (__TEXT,__text) external _container_delete_all_container_content
00007ff80aed2800 (__TEXT,__text) external _container_delete_all_data_container_content
00007ff80aed280d (__TEXT,__text) external _container_delete_all_data_container_content_for_current_user
00007ff80aed15d0 (__TEXT,__text) external _container_delete_array_of_containers
00007ff80aed3f7b (__TEXT,__text) external _container_delete_user_managed_assets
00007ff80aed11c8 (__TEXT,__text) external _container_delete_with_class_and_identifier_for_current_user
00007ff80aed11b3 (__TEXT,__text) external _container_delete_with_uid_class_and_identifier
00007ff80aed24b7 (__TEXT,__text) external _container_disk_usage
00007ff80aec6c01 (__TEXT,__text) external _container_disposition
00007ff80aec6c9c (__TEXT,__text) external _container_disposition_for_array
00007ff80aec1c0a (__TEXT,__text) external _container_entitlements_copy_container_identifiers
00007ff80aeb5ecf (__TEXT,__text) external _container_error_copy
00007ff80aeb6061 (__TEXT,__text) external _container_error_copy_unlocalized_description
00007ff80aeb5dcb (__TEXT,__text) external _container_error_create
00007ff80aeb5eea (__TEXT,__text) external _container_error_free
00007ff80aeb5ebc (__TEXT,__text) external _container_error_get_category
00007ff80aeb5e9e (__TEXT,__text) external _container_error_get_path
00007ff80aeb5ec6 (__TEXT,__text) external _container_error_get_posix_errno
00007ff80aeb5ea8 (__TEXT,__text) external _container_error_get_type
00007ff80aeb5dc3 (__TEXT,__text) external _container_error_is_fatal
00007ff80aeb6122 (__TEXT,__text) external _container_error_is_file_system_error
00007ff80aeb5e21 (__TEXT,__text) external _container_error_reinitialize
00007ff80aed4792 (__TEXT,__text) external _container_flush_container_cache
00007ff80aed4978 (__TEXT,__text) external _container_flush_persona_cache
00007ff80aec7c01 (__TEXT,__text) external _container_free_array_of_containers
00007ff80aeb91a3 (__TEXT,__text) external _container_free_client
00007ff80aec7bf7 (__TEXT,__text) external _container_free_object
00007ff80aeb69f9 (__TEXT,__text) external _container_frozenset_copyout_external_bytes
00007ff80aeb6390 (__TEXT,__text) external _container_frozenset_create
00007ff80aeb6a30 (__TEXT,__text) external _container_frozenset_create_from_external_bytes
00007ff80aeb69c2 (__TEXT,__text) external _container_frozenset_destroy
00007ff80aeb6c9a (__TEXT,__text) external _container_frozenset_enumerate_matches
00007ff80aeb6afe (__TEXT,__text) external _container_frozenset_get_container_class_of_container_at_index
00007ff80aeb6a77 (__TEXT,__text) external _container_frozenset_get_count
00007ff80aeb6a88 (__TEXT,__text) external _container_frozenset_get_generation
00007ff80aeb6b3b (__TEXT,__text) external _container_frozenset_get_identifier_of_container_at_index
00007ff80aeb6aba (__TEXT,__text) external _container_frozenset_get_is_new_of_container_at_index
00007ff80aeb6adb (__TEXT,__text) external _container_frozenset_get_is_transient_of_container_at_index
00007ff80aeb6ba9 (__TEXT,__text) external _container_frozenset_get_path_of_container_at_index
00007ff80aeb6b71 (__TEXT,__text) external _container_frozenset_get_persona_unique_string_of_container_at_index
00007ff80aeb6c54 (__TEXT,__text) external _container_frozenset_get_stored_string
00007ff80aeb6b1f (__TEXT,__text) external _container_frozenset_get_uid_of_container_at_index
00007ff80aeb6be2 (__TEXT,__text) external _container_frozenset_get_uma_relative_path_of_container_at_index
00007ff80aeb6c1b (__TEXT,__text) external _container_frozenset_get_unique_path_component_of_container_at_index
00007ff80aeb6a99 (__TEXT,__text) external _container_frozenset_get_uuid_of_container_at_index
00007ff80aeb7513 (__TEXT,__text) external _container_fs_add_path_component
00007ff80aeb76ad (__TEXT,__text) external _container_fs_append_trailing_slash
00007ff80aeb71a1 (__TEXT,__text) external _container_fs_item_exists
00007ff80aeb706d (__TEXT,__text) external _container_fs_item_exists_at
00007ff80aeb72d0 (__TEXT,__text) external _container_fs_load_plist_at
00007ff80aeb7624 (__TEXT,__text) external _container_fs_path_at
00007ff80aeb7592 (__TEXT,__text) external _container_fs_resolve_dirent_type_at
00007ff80aed076e (__TEXT,__text) external _container_get_all_with_class
00007ff80aed0783 (__TEXT,__text) external _container_get_all_with_class_for_current_user
00007ff80aec6c76 (__TEXT,__text) external _container_get_class
00007ff80aeb6100 (__TEXT,__text) external _container_get_error_description
00007ff80aec7102 (__TEXT,__text) external _container_get_identifier
00007ff80aec76e1 (__TEXT,__text) external _container_get_info
00007ff80aec77cb (__TEXT,__text) external _container_get_info_value_for_key
00007ff80aec7132 (__TEXT,__text) external _container_get_path
00007ff80aec711f (__TEXT,__text) external _container_get_persona_unique_string
00007ff80aec6c89 (__TEXT,__text) external _container_get_uid
00007ff80aec7115 (__TEXT,__text) external _container_get_unique_path_component
00007ff80aec7145 (__TEXT,__text) external _container_get_user_managed_assets_relative_path
00007ff842119948 (__DATA,__bss) non-external _container_global_sandbox_extension_per_persona_lock
00007ff80aed053a (__TEXT,__text) external _container_group_container_identifiers_for_current_user
00007ff80aec209c (__TEXT,__text) external _container_internal_get_first_boot_uuid
00007ff8421196e8 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.length
00007ff8421196f0 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.once
00007ff8421196e0 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.uuid
00007ff80aed2e4b (__TEXT,__text) external _container_invalidate_code_signing_cache
00007ff80aec7f02 (__TEXT,__text) external _container_is_equal
00007ff80aec7971 (__TEXT,__text) external _container_is_new
00007ff80aec741e (__TEXT,__text) external _container_is_transient
00007ff80aec1fb8 (__TEXT,__text) external _container_log_client_fault_logging_is_enabled
00007ff80aec2850 (__TEXT,__text) external _container_log_error
00007ff80aec3499 (__TEXT,__text) external _container_log_error_with_faults
00007ff80aec2f18 (__TEXT,__text) external _container_log_ext_error
00007ff80aec34ad (__TEXT,__text) external _container_log_ext_error_with_faults
00007ff80aec25f9 (__TEXT,__text) external _container_log_handle_for_category
00007ff842119700 (__DATA,__bss) non-external _container_log_handle_for_category.logHandles
00007ff8421197b8 (__DATA,__bss) non-external _container_log_handle_for_category.onceToken
00007ff80aec38c9 (__TEXT,__text) external _container_log_replication_disable
00007ff80aec34c1 (__TEXT,__text) external _container_log_replication_enable_to_uid_relative_path
00007ff80aec38dc (__TEXT,__text) external _container_log_replication_prune_for_uid
00007ff80aec1fc4 (__TEXT,__text) external _container_log_set_client_fault_logging
00007ff80aec907d (__TEXT,__text) external _container_object_copy
00007ff80aec8d16 (__TEXT,__text) external _container_object_create
00007ff80aec8e74 (__TEXT,__text) external _container_object_create_blank
00007ff80aec8e88 (__TEXT,__text) external _container_object_free
00007ff80aec9234 (__TEXT,__text) external _container_object_get_class
00007ff80aec91f8 (__TEXT,__text) external _container_object_get_identifier
00007ff80aec970c (__TEXT,__text) external _container_object_get_info
00007ff80aec92c3 (__TEXT,__text) external _container_object_get_path
00007ff80aec933b (__TEXT,__text) external _container_object_get_persona_unique_string
00007ff80aec9762 (__TEXT,__text) external _container_object_get_query
00007ff80aec9737 (__TEXT,__text) external _container_object_get_sandbox_token
00007ff80aec927d (__TEXT,__text) external _container_object_get_uid
00007ff80aec92ff (__TEXT,__text) external _container_object_get_unique_path_component
00007ff80aec9411 (__TEXT,__text) external _container_object_get_user_managed_assets_relative_path
00007ff80aec91b1 (__TEXT,__text) external _container_object_get_uuid
00007ff80aec9377 (__TEXT,__text) external _container_object_is_new
00007ff80aec93c3 (__TEXT,__text) external _container_object_is_transient
00007ff80aec944d (__TEXT,__text) external _container_object_sandbox_extension_activate
00007ff80aec9ac6 (__TEXT,__text) external _container_object_set_backing_store_from_query
00007ff80aec976c (__TEXT,__text) external _container_object_set_class
00007ff80aec99ae (__TEXT,__text) external _container_object_set_info
00007ff80aec9914 (__TEXT,__text) external _container_object_set_path
00007ff80aec99e8 (__TEXT,__text) external _container_object_set_sandbox_token
00007ff80aec9a3e (__TEXT,__text) external _container_object_set_transient
00007ff80aec9961 (__TEXT,__text) external _container_object_set_unique_path_component
00007ff80aec9a79 (__TEXT,__text) external _container_object_set_user_managed_assets_relative_path
00007ff80aec9a58 (__TEXT,__text) external _container_object_set_uuid
00007ff80aec6d31 (__TEXT,__text) external _container_object_update_metadata
00007ff80aebd986 (__TEXT,__text) external _container_operation_complete_background_tasks
00007ff80aebcde0 (__TEXT,__text) external _container_operation_delete
00007ff80aebcfab (__TEXT,__text) external _container_operation_delete_array
00007ff80aebd611 (__TEXT,__text) external _container_operation_delete_reclaim_disk_space
00007ff80aeb923d (__TEXT,__text) external _container_paths_context_create
00007ff80aeb97e7 (__TEXT,__text) external _container_paths_context_free
00007ff80aeb92aa (__TEXT,__text) external _container_paths_context_set_class
00007ff80aeb94a5 (__TEXT,__text) external _container_paths_context_set_flags
00007ff80aeb95a4 (__TEXT,__text) external _container_paths_context_set_persona_unique_string
00007ff80aeb93a8 (__TEXT,__text) external _container_paths_context_set_transient
00007ff80aeb96eb (__TEXT,__text) external _container_paths_context_set_uid
00007ff80aeb9b85 (__TEXT,__text) external _container_paths_copy_container_at
00007ff80aeb9853 (__TEXT,__text) external _container_paths_copy_container_from_path
00007ff80aed6358 (__TEXT,__const) non-external _container_paths_copy_container_from_path.data_dir
00007ff80aebb6e3 (__TEXT,__text) external _container_paths_copy_container_root_path_for_context
00007ff80aebc47b (__TEXT,__text) external _container_paths_copy_uid_home_relative
00007ff80aebbdd8 (__TEXT,__text) external _container_paths_create_uid_home_relative
00007ff80aeba21e (__TEXT,__text) external _container_paths_enumerate_containers_at
00007ff80aecc820 (__TEXT,__text) external _container_perfect_hash_copyout_external_bytes
00007ff80aecc89e (__TEXT,__text) external _container_perfect_hash_count
00007ff80aecb68b (__TEXT,__text) external _container_perfect_hash_create
00007ff80aecc857 (__TEXT,__text) external _container_perfect_hash_create_from_external_bytes
00007ff80aecc7e9 (__TEXT,__text) external _container_perfect_hash_destroy
00007ff80aecc8eb (__TEXT,__text) external _container_perfect_hash_index_of
00007ff80aecc8a7 (__TEXT,__text) external _container_perfect_hash_num_indexes
00007ff80aed326e (__TEXT,__text) external _container_perform_data_migration
00007ff80aed3485 (__TEXT,__text) external _container_perform_data_migration_for_current_user
00007ff80aed4af6 (__TEXT,__text) external _container_perform_with_client_context
00007ff80aec2357 (__TEXT,__text) external _container_persona_collect_all_ids
00007ff80aec2599 (__TEXT,__text) external _container_persona_convert_unique_string_to_persona_uid
00007ff80aec247f (__TEXT,__text) external _container_persona_foreach
00007ff80aed2287 (__TEXT,__text) external _container_process_restored_container
00007ff80aecd640 (__TEXT,__text) external _container_pwd_copy_user_home_path
00007ff80aecd100 (__TEXT,__text) external _container_pwd_for_name
00007ff80aecd443 (__TEXT,__text) external _container_pwd_for_uid
00007ff80aec67bb (__TEXT,__text) external _container_query_copy
00007ff80aec5004 (__TEXT,__text) external _container_query_count_results
00007ff80aec3966 (__TEXT,__text) external _container_query_create
00007ff80aec39b2 (__TEXT,__text) external _container_query_create_from_container
00007ff80aec6ac5 (__TEXT,__text) external _container_query_free
00007ff80aec67a6 (__TEXT,__text) external _container_query_get_last_error
00007ff80aec5f40 (__TEXT,__text) external _container_query_get_single_result
00007ff80aec5cf3 (__TEXT,__text) external _container_query_iterate_results_sync
00007ff80aec615e (__TEXT,__text) external _container_query_iterate_results_with_identifier_sync
00007ff80aec63dd (__TEXT,__text) external _container_query_iterate_results_with_subquery_sync
00007ff80aec4e8a (__TEXT,__text) external _container_query_operation_set_client
00007ff80aec4d26 (__TEXT,__text) external _container_query_operation_set_flags
00007ff80aec4bc2 (__TEXT,__text) external _container_query_operation_set_platform
00007ff80aec3bfa (__TEXT,__text) external _container_query_set_class
00007ff80aec4762 (__TEXT,__text) external _container_query_set_group_identifiers
00007ff80aec3df8 (__TEXT,__text) external _container_query_set_identifiers
00007ff80aec4a5a (__TEXT,__text) external _container_query_set_include_other_owners
00007ff80aec4258 (__TEXT,__text) external _container_query_set_persona_unique_string
00007ff80aec4488 (__TEXT,__text) external _container_query_set_transient
00007ff80aec40f0 (__TEXT,__text) external _container_query_set_uid
00007ff80aeb7419 (__TEXT,__text) external _container_realpath
00007ff80aed1ceb (__TEXT,__text) external _container_recreate_structure
00007ff80aebf66f (__TEXT,__text) external _container_references_add
00007ff80aebede2 (__TEXT,__text) external _container_references_create
00007ff80aebf5cd (__TEXT,__text) external _container_references_free
00007ff80aec0ff4 (__TEXT,__text) external _container_references_get_last_error
00007ff80aec0e40 (__TEXT,__text) external _container_references_iterate_by_group_sync
00007ff80aec02c3 (__TEXT,__text) external _container_references_iterate_by_owner_sync
00007ff80aebf4ac (__TEXT,__text) external _container_references_operation_set_flags
00007ff80aec0118 (__TEXT,__text) external _container_references_remove
00007ff80aebee2b (__TEXT,__text) external _container_references_set_class
00007ff80aebf281 (__TEXT,__text) external _container_references_set_persona_unique_string
00007ff80aebf15f (__TEXT,__text) external _container_references_set_uid
00007ff80aed1f1b (__TEXT,__text) external _container_regenerate_uuid
00007ff80aed5abe (__TEXT,__text) external _container_repair_user_data
00007ff80aed093a (__TEXT,__text) external _container_replace
00007ff80aeb76de (__TEXT,__text) external _container_retry_test
00007ff80aec881c (__TEXT,__text) external _container_sandbox_extension_consume
00007ff80aec803f (__TEXT,__text) external _container_sandbox_extension_revoke
00007ff80aec8be6 (__TEXT,__text) external _container_sandbox_issue_custom_extension
00007ff80aec8bcc (__TEXT,__text) external _container_sandbox_issue_extension
00007ff80aec390e (__TEXT,__text) external _container_seam_fs_ensure_lazy_loaded
00007ff842119940 (__DATA,__bss) non-external _container_seam_fs_ensure_lazy_loaded.once
00007ff80aec3952 (__TEXT,__text) external _container_seam_fs_reset
00007ff80aec38e2 (__TEXT,__text) external _container_seam_fs_set_common
00007ff80aebc849 (__TEXT,__text) external _container_serialize_copy_deserialized_reference
00007ff80aebc65d (__TEXT,__text) external _container_serialize_copy_serialized_reference
00007ff80aed0fb8 (__TEXT,__text) external _container_set_code_signing_info_for_identifier
00007ff80aed3020 (__TEXT,__text) external _container_set_data_protection_for_current_user
00007ff80aed176a (__TEXT,__text) external _container_set_info_value
00007ff80aeb7890 (__TEXT,__text) external _container_set_test_lock
00007ff80aed35cd (__TEXT,__text) external _container_stage_shared_system_content
00007ff80aecad89 (__TEXT,__text) external _container_string_rom_copyout_external_bytes
00007ff80aecae07 (__TEXT,__text) external _container_string_rom_count
00007ff80aec9eaf (__TEXT,__text) external _container_string_rom_create
00007ff80aecadc0 (__TEXT,__text) external _container_string_rom_create_from_external_bytes
00007ff80aecad52 (__TEXT,__text) external _container_string_rom_destroy
00007ff80aecb10b (__TEXT,__text) external _container_string_rom_index_of
00007ff80aecae18 (__TEXT,__text) external _container_string_rom_string_at_index
00007ff80aed4191 (__TEXT,__text) external _container_subdirectories_for_class
00007ff80aecf4a1 (__TEXT,__text) external _container_system_group_path_for_identifier
00007ff80aecf2d8 (__TEXT,__text) external _container_system_path_for_identifier
00007ff80aec6f37 (__TEXT,__text) external _container_update_with_container
00007ff80aed3859 (__TEXT,__text) external _container_user_managed_assets_path
00007ff80aed3b2c (__TEXT,__text) external _container_user_managed_assets_relative_path
00007ff80aec1fd1 (__TEXT,__text) external _container_xpc_connection_is_shared
00007ff80aebe2ee (__TEXT,__text) external _container_xpc_create_connection
00007ff80aeb560a (__TEXT,__text) external _container_xpc_decode_container_object
00007ff80aeb5961 (__TEXT,__text) external _container_xpc_decode_create_container_object_array
00007ff80aeb5c4b (__TEXT,__text) external _container_xpc_decode_error
00007ff80aeb52a0 (__TEXT,__text) external _container_xpc_encode_client_onto_message
00007ff80aeb559d (__TEXT,__text) external _container_xpc_encode_container_array
00007ff80aeb5391 (__TEXT,__text) external _container_xpc_encode_container_as_object
00007ff80aeb52df (__TEXT,__text) external _container_xpc_encode_container_metadata_as_object
00007ff80aeb5465 (__TEXT,__text) external _container_xpc_encode_container_object
00007ff80aeb5c2c (__TEXT,__text) external _container_xpc_encode_error
00007ff80aeb5bc0 (__TEXT,__text) external _container_xpc_encode_error_as_object
00007ff80aec1b7d (__TEXT,__text) external _container_xpc_get_incoming_reply_preprocess_block
00007ff80aec18be (__TEXT,__text) external _container_xpc_get_outgoing_message_postprocess_block
00007ff80aec18cb (__TEXT,__text) external _container_xpc_get_outgoing_message_send_block
00007ff80aebedd9 (__TEXT,__text) external _container_xpc_get_raw_connection
00007ff80aebed99 (__TEXT,__text) external _container_xpc_invalidate_connection
00007ff80aebe727 (__TEXT,__text) external _container_xpc_release
00007ff80aec1006 (__TEXT,__text) external _container_xpc_send_message
00007ff80aec18d8 (__TEXT,__text) external _container_xpc_send_sync_message
00007ff80aec19d3 (__TEXT,__text) external _container_xpc_send_sync_message_with_object
00007ff80aec1a26 (__TEXT,__text) external _container_xpc_set_client_context_during_block
00007ff80aec1b8a (__TEXT,__text) external _container_xpc_set_incoming_reply_preprocess_block
00007ff80aec1b47 (__TEXT,__text) external _container_xpc_set_outgoing_message_postprocess_block
00007ff80aec1bc0 (__TEXT,__text) external _container_xpc_set_outgoing_message_send_block
00007ff80aec1fdd (__TEXT,__text) external _container_xpc_set_use_shared_connection
00007ff80aebe0f5 (__TEXT,__text) external _container_xpc_shared_copy_connection
00007ff80aed6338 (__TEXT,__const) non-external (was a private external) _containermanagerVersionNumber
00007ff80aed62f0 (__TEXT,__const) non-external (was a private external) _containermanagerVersionString
                 (undefined) external _csops_audittoken (from libsystem_kernel)
                 (undefined) external _dirstat_np (from libsystem_darwin)
                 (undefined) external _dispatch_after (from libdispatch)
                 (undefined) external _dispatch_apply (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_barrier_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_time (from libdispatch)
                 (undefined) external _dlsym (from libdyld)
                 (undefined) external _dup (from libsystem_kernel)
                 (undefined) external _dyld_get_active_platform (from libdyld)
                 (undefined) external _dyld_program_sdk_at_least (from libdyld)
                 (undefined) external _fchflags (from libsystem_kernel)
                 (undefined) external _fchmod (from libsystem_kernel)
                 (undefined) external _fchmodx_np (from libsystem_c)
                 (undefined) external _fchown (from libsystem_kernel)
                 (undefined) external _fcntl (from libsystem_kernel)
                 (undefined) external _fdopendir$INODE64 (from libsystem_c)
                 (undefined) external _fgetxattr (from libsystem_kernel)
                 (undefined) external _filesec_free (from libsystem_c)
                 (undefined) external _filesec_get_property (from libsystem_c)
                 (undefined) external _filesec_init (from libsystem_c)
                 (undefined) external _filesec_set_property (from libsystem_c)
                 (undefined) external _fls (from libsystem_platform)
                 (undefined) external _flsl (from libsystem_platform)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fremovexattr (from libsystem_kernel)
                 (undefined) external _fsctl (from libsystem_kernel)
                 (undefined) external _fsetxattr (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatfs$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatx_np$INODE64 (from libsystem_c)
                 (undefined) external _fsync (from libsystem_kernel)
                 (undefined) external _fts_close$INODE64 (from libsystem_c)
                 (undefined) external _fts_open$INODE64 (from libsystem_c)
                 (undefined) external _fts_read$INODE64 (from libsystem_c)
00007ff8421197d8 (__DATA,__bss) non-external _gCMFSCustomSeamStore
00007ff842119630 (__DATA,__data) external _gCMFSSeam
00007ff8421194c0 (__DATA,__data) non-external _gClientFaultLoggingEnabled
00007ff8421194c1 (__DATA,__data) non-external _gContainerXPCUsesSharedConnection
00007ff842119650 (__DATA,__bss) non-external _gSharedClientConnection
00007ff842119640 (__DATA,__bss) non-external _gSharedClientConnectionLock
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getegid (from libsystem_kernel)
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpwnam_r (from libsystem_info)
                 (undefined) external _getpwuid_r (from libsystem_info)
                 (undefined) external _getuid (from libsystem_kernel)
                 (undefined) external _kpersona_find (from libsystem_kernel)
                 (undefined) external _kpersona_find_by_type (from libsystem_kernel)
                 (undefined) external _kpersona_getpath (from libsystem_kernel)
                 (undefined) external _kpersona_info (from libsystem_kernel)
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
