00007ff80ebff4a7 (__TEXT,__text) non-external _Annihilate
00007ff80ebebf8c (__TEXT,__text) non-external _flush_pending
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80ec4a761 (__TEXT,__text) non-external _fse_adjust_freqs
                 (undefined) external _fwrite (from libSystem)
00007ff80ecaa7f0 (__TEXT,__const) non-external _getDSymbolFromValue.sym
00007ff80eca9d70 (__TEXT,__const) non-external _getLSymbolFromValue.sym
00007ff80eca9eb0 (__TEXT,__const) non-external _getMSymbolFromValue.sym
00007ff80ec15dcc (__TEXT,__text) non-external (was a private external) _get_conversion_set
00007ff80ec42233 (__TEXT,__text) non-external (was a private external) _get_crc_table
00007ff80ec1a7b2 (__TEXT,__text) non-external (was a private external) _get_default_nthreads
00007ff80ec13c01 (__TEXT,__text) non-external _get_format_bits
00007ff80ec13a69 (__TEXT,__text) non-external (was a private external) _get_format_bytes_per_pixel
00007ff80ec13a8a (__TEXT,__text) non-external (was a private external) _get_format_components
00007ff80ec13b04 (__TEXT,__text) non-external (was a private external) _get_format_convert_at_once
00007ff80ec13daf (__TEXT,__text) non-external _get_format_plane_count
00007ff80ec13b22 (__TEXT,__text) non-external (was a private external) _get_format_process_at_once
00007ff80ec0e475 (__TEXT,__text) non-external (was a private external) _get_max_payload_size
00007ff80ec0e4b0 (__TEXT,__text) non-external (was a private external) _get_plane_max_rice_size
00007ff80ec0e4f1 (__TEXT,__text) non-external (was a private external) _get_pool_size
00007ff80ec1a77e (__TEXT,__text) non-external (was a private external) _get_real_time
00007ff80ec0e4da (__TEXT,__text) non-external (was a private external) _get_slice_height
00007ff80ec0e4c4 (__TEXT,__text) non-external (was a private external) _get_slice_width
                 (undefined) external _gettimeofday (from libSystem)
00007ff80ec13df6 (__TEXT,__text) non-external _header_fetch_from_payload
00007ff80ec13b33 (__TEXT,__text) non-external (was a private external) _is_format_invalid
00007ff80ec13a4c (__TEXT,__text) non-external (was a private external) _is_format_msb_layout
00007ff80ec14451 (__TEXT,__text) non-external _is_image_valid
00007ff80ec07173 (__TEXT,__text) non-external (was a private external) _join_thread
00007ff80ec6b300 (__TEXT,__const) non-external (was a private external) _kBrotliBitMask
00007ff80ec4c980 (__TEXT,__const) non-external (was a private external) _kBrotliCopyBase
00007ff80ec4c9e0 (__TEXT,__const) non-external (was a private external) _kBrotliCopyExtra
00007ff841556090 (__DATA_CONST,__const) non-external _kBrotliDictionary
00007ff80ec4d2d0 (__TEXT,__const) non-external _kBrotliDictionaryData
00007ff80ec4c8c0 (__TEXT,__const) non-external (was a private external) _kBrotliInsBase
00007ff80ec4c920 (__TEXT,__const) non-external (was a private external) _kBrotliInsExtra
00007ff80ecaabe0 (__TEXT,__const) non-external (was a private external) _kBrotliLog2Table
00007ff80ec6ce80 (__TEXT,__const) non-external (was a private external) _kBrotliShellGaps
00007ff841556960 (__DATA_CONST,__const) non-external _kBrotliTransforms
00007ff80ec4d050 (__TEXT,__const) non-external _kCmdHistoSeed
00007ff80ec6b440 (__TEXT,__const) non-external _kCmdLut
00007ff80ec9e9a0 (__TEXT,__const) non-external _kCodeLengthBits
00007ff80ec6b400 (__TEXT,__const) non-external _kCodeLengthCodeOrder
00007ff80ec9e980 (__TEXT,__const) non-external _kCodeLengthDepth
00007ff80ec6b420 (__TEXT,__const) non-external _kCodeLengthPrefixLength
00007ff80ec6b430 (__TEXT,__const) non-external _kCodeLengthPrefixValue
00007ff80ec6cd40 (__TEXT,__const) non-external (was a private external) _kDSymbolVBase
00007ff80ec6cd00 (__TEXT,__const) non-external (was a private external) _kDSymbolVBits
00007ff80ec6d530 (__TEXT,__const) non-external _kDistanceCacheIndex
00007ff80ec6d570 (__TEXT,__const) non-external _kDistanceCacheOffset
00007ff80ec6cc40 (__TEXT,__const) non-external (was a private external) _kLSymbolVBase
00007ff80ec6cc20 (__TEXT,__const) non-external (was a private external) _kLSymbolVBits
00007ff80ec6ccb0 (__TEXT,__const) non-external (was a private external) _kMSymbolVBase
00007ff80ec6cc90 (__TEXT,__const) non-external (was a private external) _kMSymbolVBits
00007ff80ec9f4f0 (__TEXT,__const) non-external _kNonZeroRepsBits
00007ff80ec9e9f0 (__TEXT,__const) non-external _kNonZeroRepsDepth
00007ff80ec9c550 (__TEXT,__const) non-external _kPrefixSuffix
00007ff80ec9c630 (__TEXT,__const) non-external _kPrefixSuffixMap
00007ff80ec4c7c0 (__TEXT,__const) non-external _kReverseBits
00007ff80eca0db0 (__TEXT,__const) non-external _kStaticCommandCodeBits
00007ff80eca0af0 (__TEXT,__const) non-external _kStaticCommandCodeDepth
00007ff80ec6d5e0 (__TEXT,__const) non-external _kStaticDictionaryBuckets
00007ff80ecbb3f0 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashLengths
00007ff80ecab3f0 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashWords
00007ff80ec7d5e0 (__TEXT,__const) non-external _kStaticDictionaryWords
00007ff80eca1370 (__TEXT,__const) non-external _kStaticDistanceCodeBits
00007ff80eca1330 (__TEXT,__const) non-external _kStaticDistanceCodeDepth
00007ff80ec9c6a0 (__TEXT,__const) non-external _kTransformsData
00007ff80ec9d380 (__TEXT,__const) non-external _kZeroRepsBits
00007ff80ec9c880 (__TEXT,__const) non-external _kZeroRepsDepth
                 (undefined) external _log2 (from libSystem)
00007ff80ebea3c7 (__TEXT,__text) non-external _longest_match
00007ff80eca6250 (__TEXT,__const) non-external (was a private external) _lut_rle
00007ff80ec06d9f (__TEXT,__text) non-external (was a private external) _lz24_decode_buffer
00007ff80ec112fb (__TEXT,__text) non-external (was a private external) _lz24_encode_buffer
00007ff80ec112f0 (__TEXT,__text) non-external (was a private external) _lz24_encode_scratch_buffer_size
00007ff80ebf00d0 (__TEXT,__text) non-external (was a private external) _lz4_decode
00007ff80ebefc40 (__TEXT,__text) non-external (was a private external) _lz4_decode_asm
00007ff80ebefa8b (__TEXT,__text) non-external (was a private external) _lz4_decode_buffer
00007ff80ebf0fe2 (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
00007ff80ebf0e36 (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
00007ff80ebec15c (__TEXT,__text) non-external (was a private external) _lz4_stream_end
00007ff80ec2798a (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
00007ff80ec2798a (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
00007ff80ec2798a (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
00007ff80ec27963 (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
00007ff80ec27280 (__TEXT,__text) non-external (was a private external) _lz4_stream_init
00007ff80ec27328 (__TEXT,__text) non-external (was a private external) _lz4_stream_process
00007ff80ec11b71 (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
00007ff80ec11a85 (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
00007ff80ec0ca08 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
00007ff80ec23929 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
00007ff80ec22486 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
00007ff80ec2396c (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
00007ff80ec202d8 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
00007ff80ec23945 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
00007ff80ec223a3 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
00007ff80ec23977 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
00007ff80ec201a0 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
00007ff80ec19e3c (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
00007ff80ec238d9 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
00007ff80ec0f5ed (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
00007ff80ec238f5 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
00007ff80ec2391c (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
00007ff80ec0f5d3 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
00007ff80eca7290 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
00007ff80ec201e5 (__TEXT,__text) non-external _lzbitmap_init_encode_state
00007ff80eca6a90 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
00007ff80ec20412 (__TEXT,__text) non-external _lzbitmap_process_block
00007ff80ec23984 (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
00007ff80eca8290 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
00007ff80eca6290 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
00007ff80ec4940a (__TEXT,__text) non-external _lzfseBackendMatch
00007ff80ebec670 (__TEXT,__text) non-external (was a private external) _lzfseDecode
00007ff80ebf02ae (__TEXT,__text) non-external _lzfseDecodeV1
00007ff80ec4904f (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
00007ff80ec49449 (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
00007ff80ec48e80 (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
00007ff80ec48eeb (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
00007ff80ec497d0 (__TEXT,__text) non-external _lzfseEncodeMatches
00007ff80ec48ea9 (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
00007ff80ec48fb7 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
00007ff80ec494ee (__TEXT,__text) non-external _lzfsePushMatch
00007ff80ebec3ef (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
00007ff80ebec31d (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
00007ff80ec19e2f (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
00007ff80ec3b68b (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
00007ff80ec3b5f5 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
00007ff80ec3b5e4 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
00007ff80ebee0c3 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
00007ff80ec12984 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
00007ff80ec127e5 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
00007ff80ec12979 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
00007ff80ec1366f (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00007ff841556160 (__DATA_CONST,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
00007ff80ebedd08 (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
00007ff80ec2ba87 (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
00007ff80ec2ba53 (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
00007ff80ec6ce40 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
00007ff80ec6ce60 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
00007ff80ebec15c (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
00007ff80ec10c69 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
00007ff80ec10c5f (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
00007ff80ec10c36 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
00007ff80ec10bf5 (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
00007ff80ebec2f5 (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
00007ff80ebec3c9 (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
00007ff80ec1a82e (__TEXT,__text) non-external (was a private external) _lzma1_chunk_decode
00007ff80ec1a7f4 (__TEXT,__text) non-external (was a private external) _lzma1_model_reset
00007ff80ec4c286 (__TEXT,__text) non-external (was a private external) _lzma2_block_decode
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
00007ff80ec22309 (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
00007ff80ebee163 (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
00007ff80ec22361 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
00007ff80ebee163 (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
00007ff80ec6d3c0 (__TEXT,__const) non-external (was a private external) _lzma_fsm_lut
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
00007ff80ebec2cd (__TEXT,__text) non-external (was a private external) _lzma_stream_end
00007ff80ec4bc22 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
00007ff80ecab3e0 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
00007ff80ebec17f (__TEXT,__text) non-external (was a private external) _lzma_stream_init
00007ff80ebec23d (__TEXT,__text) non-external (was a private external) _lzma_stream_process
00007ff80ec4b7cd (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode
00007ff80ec4bb59 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode_scratch_size
00007ff80ebed7df (__TEXT,__text) non-external (was a private external) _lzvnDecode
00007ff841555890 (__DATA_CONST,__const) non-external _lzvnDecode.opc_tbl
00007ff80ec229c1 (__TEXT,__text) non-external (was a private external) _lzvnEncode
00007ff80ec22945 (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
00007ff80ec012de (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
00007ff80ec0124d (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
00007ff80ec01242 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
00007ff80ec0666c (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
00007ff80ec06596 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
00007ff80ec06585 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
00007ff843717e80 (__DATA,__data) non-external _lzvn_decode.opcode_table
00007ff80ebee180 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
00007ff80ebee163 (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
00007ff80ec2356d (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
00007ff80ec235ab (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
00007ff80ec23553 (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
00007ff80ebec15c (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
00007ff80ec222ff (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
00007ff80ec222f5 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
00007ff80ec222cc (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
00007ff80ec222aa (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
00007ff80ec2225c (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
00007ff80ec22284 (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
00007ff80ec2b0d2 (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
00007ff80ec2b0c7 (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
00007ff80ec42f6d (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
00007ff80ebf9067 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
00007ff80ebf8acd (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
00007ff80ebf8c8a (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
00007ff80ebf8d6e (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
00007ff80ec1a704 (__TEXT,__text) non-external (was a private external) _parse_size
00007ff80eca1670 (__TEXT,__const) non-external _position_slot_base_position
00007ff80eca15f0 (__TEXT,__const) non-external _position_slot_extra_bits
00007ff80ebeb41b (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff80ec44d00 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
00007ff80ebef1f0 (__TEXT,__text) non-external _readHuffmanTable
00007ff80ec1a658 (__TEXT,__text) non-external (was a private external) _read_expected
00007ff80ebe838b (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
00007ff80ebeb501 (__TEXT,__text) non-external _scan_tree
00007ff80ebeb5f0 (__TEXT,__text) non-external _send_tree
00007ff80ec238a0 (__TEXT,__text) non-external (was a private external) _smb_decode_buffer
00007ff80ec2382a (__TEXT,__text) non-external (was a private external) _smb_decode_scratch_size
00007ff80ec23841 (__TEXT,__text) non-external (was a private external) _smb_encode_buffer
00007ff80ec237f5 (__TEXT,__text) non-external (was a private external) _smb_encode_scratch_size
00007ff80ec27995 (__TEXT,__text) non-external (was a private external) _smb_lz77_decode_buffer
00007ff80ec27ba6 (__TEXT,__text) non-external (was a private external) _smb_lz77_encode_buffer
00007ff80ec14b59 (__TEXT,__text) non-external (was a private external) _smb_lz77h_decode_buffer
00007ff80ec150df (__TEXT,__text) non-external (was a private external) _smb_lz77h_encode_buffer
00007ff80ec0ded8 (__TEXT,__text) non-external (was a private external) _smb_lznt1_decode_buffer
00007ff80ec0e0f7 (__TEXT,__text) non-external (was a private external) _smb_lznt1_encode_buffer
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff80ec2acf0 (__TEXT,__text) non-external _staticHuffmanTable
00007ff843717e30 (__DATA,__data) non-external _static_bl_desc
00007ff843717e10 (__DATA,__data) non-external _static_d_desc
00007ff80eca9a50 (__TEXT,__const) non-external _static_dtree
00007ff843717df0 (__DATA,__data) non-external _static_l_desc
00007ff80eca95d0 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff843717d50 (__DATA,__data) non-external (was a private external) _tc_quant16
00007ff80ec00f63 (__TEXT,__text) non-external (was a private external) _thread_pool_create
00007ff80ec01185 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
00007ff80ec01088 (__TEXT,__text) non-external _thread_pool_entry
00007ff80ec00dbb (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
00007ff80ec00ed8 (__TEXT,__text) non-external (was a private external) _thread_pool_sync
00007ff80ec42ddc (__TEXT,__text) external _touchpadCodecCreate
00007ff80ec014f3 (__TEXT,__text) external _touchpadCodecDecodeImage
00007ff80ec42f20 (__TEXT,__text) external _touchpadCodecDestroy
00007ff80ec4bc33 (__TEXT,__text) external _touchpadCodecEncodeImage
00007ff80ec4251c (__TEXT,__text) external _touchpadGetInfoWithCompressedBuffer
                 (undefined) external _write (from libSystem)
00007ff80ec1a6b0 (__TEXT,__text) non-external (was a private external) _write_expected
00007ff80ecaab96 (__TEXT,__const) non-external (was a private external) _xz_footer_magic
00007ff80ecaab90 (__TEXT,__const) non-external (was a private external) _xz_header_magic
00007ff80ec4bbb6 (__TEXT,__text) non-external _xz_read_multi_byte
00007ff80ec4bb64 (__TEXT,__text) non-external _xz_simple_crc32
00007ff80ec3bac1 (__TEXT,__text) external _yzip_codec_create
00007ff80ec3baef (__TEXT,__text) external _yzip_codec_destroy
00007ff80ec3bb14 (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
00007ff80ec13c7c (__TEXT,__text) external _yzip_image_create
00007ff80ec13dce (__TEXT,__text) external _yzip_image_create_with_payload
00007ff80ec145e3 (__TEXT,__text) external _yzip_image_decode
00007ff80ec13f1d (__TEXT,__text) external _yzip_image_destroy
00007ff80ec13f27 (__TEXT,__text) external _yzip_image_encode
00007ff80ec1482e (__TEXT,__text) external _yzip_image_get_descriptor
00007ff80ec148e4 (__TEXT,__text) external _yzip_image_get_max_payload_size
00007ff80ec14893 (__TEXT,__text) external _yzip_image_get_plane_descriptor
00007ff80ec14967 (__TEXT,__text) external _yzip_image_set_data
00007ff80ec14b4c (__TEXT,__text) external _yzip_image_set_identifier
00007ff80ec14a74 (__TEXT,__text) external _yzip_image_set_plane_data
00007ff80ec0eaef (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
00007ff80ec0e9e3 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
00007ff80ec0e756 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
00007ff80ec0f551 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
00007ff80ec0efde (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
00007ff80ec0f4b5 (__TEXT,__text) non-external _yzip_jobs_process
00007ff80ec0e6fa (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
00007ff80ec4457f (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
00007ff80ec432db (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder_allocate
00007ff80ec431ec (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_allocate
00007ff80ec43342 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
00007ff80ec43d77 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
00007ff80ebf0e1c (__TEXT,__text) non-external (was a private external) _zError
00007ff841555840 (__DATA_CONST,__const) non-external (was a private external) _z_errmsg
00007ff80ebe8699 (__TEXT,__text) non-external (was a private external) _zcalloc
00007ff80ebec0ce (__TEXT,__text) non-external (was a private external) _zcfree
00007ff80ebf0490 (__TEXT,__text) external _zero_coder_decode
00007ff80ebf0598 (__TEXT,__text) external _zero_coder_encode
00007ff80ebf06c6 (__TEXT,__text) non-external _zero_coder_init_luts
00007ff843718690 (__DATA,__common) non-external (was a private external) _zero_coder_lut_popcount
00007ff843718790 (__DATA,__common) non-external (was a private external) _zero_coder_lut_read
00007ff843718f90 (__DATA,__common) non-external (was a private external) _zero_coder_lut_write
00007ff843718680 (__DATA,__common) non-external (was a private external) _zero_coder_luts_ok
00007ff80ebf0e11 (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
00007ff80ebee4bf (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
00007ff80ebeeaa0 (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
00007ff80eca1490 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
00007ff80eca1450 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
00007ff80ebf0e04 (__TEXT,__text) non-external (was a private external) _zlibVersion
00007ff80ec2ab5f (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
00007ff80ec2ab54 (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
00007ff80ec01baf (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
00007ff80ec01ba4 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
00007ff80ec237ef (__TEXT,__text) non-external (was a private external) _zlib_free
00007ff80ec237c7 (__TEXT,__text) non-external (was a private external) _zlib_malloc
00007ff80ebec15c (__TEXT,__text) non-external (was a private external) _zlib_stream_end
00007ff80ec2b0a4 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
00007ff80ebee163 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
00007ff80ec2b0af (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
00007ff80ebee163 (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
00007ff80ebe82c5 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
00007ff80ebe8f85 (__TEXT,__text) non-external (was a private external) _zlib_stream_process
                 (undefined) external dyld_stub_binder (from libSystem)
00007ff80ebf17bb (__TEXT,__text) non-external n_loop
00007ff80ebf1aaa (__TEXT,__text) non-external scalar_loop
00007ff80ebf17a0 (__TEXT,__text) non-external skip_loading_tables
00007ff843717da0 (__DATA,__data) non-external sum2_coefficients
00007ff843717d70 (__DATA,__data) non-external sum2_coefficients_nossse3
