00007ffd014c1ef6 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd014771db (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffd01477342 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffd0147756e (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffd01478217 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffd014784c7 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffd014784d7 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffd0147869f (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffd01478b44 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffd01478c10 (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffd01478c4c (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffd01474db6 (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffd01474f9c (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffd01474fcb (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffd01474fe2 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffd01474ff9 (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffd0147804f (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffd01478121 (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffd0147814f (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffd014789b0 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffd01478a69 (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffd01476b5d (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffd01478a21 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffd01477980 (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffd01477aa5 (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffd01477989 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffd01477a21 (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffd01477a49 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffd01450fe9 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffd01450fbf (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffd0145038c (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffd01446966 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffd01464fcb (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffd0144693e (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffd0144692d (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffd0144690e (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffd01464faf (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffd01453461 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffd0145343a (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffd014cca1e (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffd014cc9f7 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffd01456367 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffd01456340 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffd01457f90 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffd01457fb7 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffd01463c71 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffd01463c4a (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffd01464e70 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffd01464eb8 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffd014cca45 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffd014cce5d (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffd014ccfd1 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffd014cd67c (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffd014cd625 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffd014cd6d9 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffd014cd615 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffd014cd311 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffd014cd8d0 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffd014cd275 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffd014cd403 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffd01474085 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffd0147405d (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffd01474bf7 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffd01474d9e (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffd0147d941 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffd0147c427 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffd0147c35c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffd0147c114 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffd0147b9e8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffd0147b3d4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffd0147b77c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffd01464f5c (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffd01464ef7 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffd01487ae0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffd014691c4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffd01487aea (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffd01487af4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffd01487b10 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffd01458436 (__TEXT,__text) non-external _RNG
00007ffd014c9229 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffd014c904e (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffd014c90a8 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffd0144c9eb (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffd0144c87f (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffd0144c972 (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffd0148bbe3 (__TEXT,__text) non-external (was a private external) _RawImageDiff
00007ffd01464fe7 (__TEXT,__text) non-external (was a private external) _RawImagePatchInternal
00007ffd01458df2 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffd0148b76c (__TEXT,__text) non-external _SegmentStreamCancel
00007ffd0148a7f9 (__TEXT,__text) non-external _SegmentStreamClose
00007ffd0148a6b9 (__TEXT,__text) non-external _SegmentStreamCreate
00007ffd0148aeeb (__TEXT,__text) non-external _SegmentStreamPRead
00007ffd0148b5f9 (__TEXT,__text) non-external _SegmentStreamPWrite
00007ffd0148b779 (__TEXT,__text) non-external _SegmentStreamSimulate
00007ffd014aa8c0 (__TEXT,__text) non-external _SemInit
00007ffd014aa8c0 (__TEXT,__text) non-external _SemInit
00007ffd0145f304 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd0146bf61 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd0147ad63 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd0149e4c3 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd0146b776 (__TEXT,__text) non-external _SharedArrayPush
00007ffd014ca6e6 (__TEXT,__text) non-external _SharedArrayPush
00007ffd0146bc28 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffd0146b407 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffd0146b8db (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffd0146b86f (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffd0146b8ed (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffd0146bccc (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffd0146c0df (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffd0146c0b9 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffd0146c073 (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffd0146c117 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffd0146afec (__TEXT,__text) non-external _SimStreamClose
00007ffd0146b11d (__TEXT,__text) non-external _SimStreamPRead
00007ffd0146b12a (__TEXT,__text) non-external _SimStreamPWrite
00007ffd0146b137 (__TEXT,__text) non-external _SimStreamSimulate
00007ffd01473769 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffd0147386d (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffd01473755 (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffd01473d6d (__TEXT,__text) non-external _StringTableCmp
00007ffd01473653 (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffd01473726 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffd01473cf2 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffd01473be5 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffd01473d65 (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffd01473955 (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffd01479dbd (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffd0147a8c8 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffd0147b09a (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffd0147ae75 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffd0147af96 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffd014c7d70 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffd014c81df (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffd014c852e (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffd014c864f (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffd014c8723 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffd01446655 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffd014465da (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffd401f24b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffd0144c550 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffd0144c570 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffd014878f4 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffd014619dc (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffd014608b2 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffd01461420 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAtWithState
00007ffd0144ca08 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffd0144cb95 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffd0144df82 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffd0144cb34 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffd01478d44 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffd0147979c (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffd01499804 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffd0149b5b2 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpenWithState
00007ffd01482d15 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffd01482f1f (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffd01482c9b (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffd01482a20 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffd0144f2dd (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffd0144fd1e (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffd014c9245 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffd014c99f0 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffd014c02d4 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffd014c02b8 (__TEXT,__text) non-external (was a private external) _aaByteStreamSimulate
00007ffd0145c6fe (__TEXT,__text) non-external _aaCacheStreamCancel
00007ffd0145c70b (__TEXT,__text) non-external _aaCacheStreamClose
00007ffd0145c0ac (__TEXT,__text) non-external (was a private external) _aaCacheStreamOpen
00007ffd0145c3c4 (__TEXT,__text) non-external _aaCacheStreamPRead
00007ffd0145c542 (__TEXT,__text) non-external _aaCacheStreamPWrite
00007ffd0145c6e2 (__TEXT,__text) non-external _aaCacheStreamRead
00007ffd0145c355 (__TEXT,__text) non-external _aaCacheStreamSeek
00007ffd0145c82b (__TEXT,__text) non-external _aaCacheStreamTruncate
00007ffd0145c6f0 (__TEXT,__text) non-external _aaCacheStreamWrite
00007ffd014a0b7d (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffd0146d7c0 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffd014c5392 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffd014c539f (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffd014c54e2 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffd014c525e (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffd014a171a (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffd014c7234 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffd014c6984 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffd014c6a28 (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffd014c68c6 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffd014c6757 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffd014b5dc3 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffd014b4ca4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffd014b526a (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffd014b5128 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffd014a0299 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffd0149fbce (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffd014a088d (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffd0149f46c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffd0149eed9 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffd0149f7a0 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffd014a0a2e (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffd0149eb44 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffd0149ed7b (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffd014a09b4 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffd0149eeb0 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffd014b2cfc (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffd014b20ba (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffd014b2592 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffd014b245a (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffd014bd010 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffd014bd269 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffd014bd130 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffd01499143 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffd014c07a3 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffd014c0338 (__TEXT,__text) non-external _aaFileStreamClose
00007ffd014c07e4 (__TEXT,__text) non-external _aaFileStreamFlush
00007ffd014c030c (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffd014c06bf (__TEXT,__text) non-external _aaFileStreamPRead
00007ffd014c0731 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffd014c05eb (__TEXT,__text) non-external _aaFileStreamRead
00007ffd014c07b0 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffd014c07cb (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffd014c0655 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffd0148a855 (__TEXT,__text) non-external (was a private external) _aaForkInputStreamOpen
00007ffd01472135 (__TEXT,__text) non-external (was a private external) _aaForkOutputStreamOpen
00007ffd014b01fe (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffd014b0561 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffd014b0814 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffd014aecf0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffd014af4b4 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffd01489cb4 (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffd01489bf0 (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffd01489887 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffd01489b18 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffd01489b25 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffd01489b32 (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffd01489b56 (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffd01489b44 (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffd01491825 (__TEXT,__text) non-external (was a private external) _aaInSituStreamOpen
00007ffd0148ad08 (__TEXT,__text) non-external (was a private external) _aaIntervalInputStreamOpen
00007ffd014c0f35 (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffd014c0e26 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffd014c0e49 (__TEXT,__text) non-external _aaMagicStreamRead
00007ffd0148a38b (__TEXT,__text) non-external (was a private external) _aaSegmentStreamOpen
00007ffd014c5ec0 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffd014c0c59 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffd014c0c20 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffd014c0c7c (__TEXT,__text) non-external _aaSharedBufferRead
00007ffd014c0c4f (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffd014c122f (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffd014c101f (__TEXT,__text) non-external _aaTeeStreamClose
00007ffd014c111e (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffd014c102c (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffd014c0368 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffd014b68f4 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffd014956e2 (__TEXT,__text) non-external _add_control
00007ffd0145388e (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffd01453514 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffd0146ee8c (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffd0146dd43 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffd0146da43 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffd0146d9c1 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffd014705d3 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffd0146fe76 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffd01453803 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffd01453530 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffd01453496 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffd014535d8 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffd0146f24b (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffd0146f11c (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffd0146f0c3 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffd014933a7 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffd014924bc (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffd01457fe0 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffd01453a8a (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffd01454c14 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffd01453a76 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffd0145bc33 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffd0145acdd (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffd0145ad17 (__TEXT,__text) non-external _aeaInputStreamClose
00007ffd0145aed7 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffd0145b47b (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffd0145aacb (__TEXT,__text) non-external _aeaInputStreamRead
00007ffd014647ed (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffd014d3b30 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffd01453734 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffd0145e4dd (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffd0145e4f9 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffd0145ed18 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffd0145f1f6 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffd0145cd88 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffd0145d253 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffd0145e27d (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffd0145db9b (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffd0147053d (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffd01453488 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffd0145375a (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffd01460ed3 (__TEXT,__text) non-external _afStreamCancel
00007ffd01460d37 (__TEXT,__text) non-external _afStreamClose
00007ffd014611f8 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffd01460ee5 (__TEXT,__text) non-external _afStreamWrite
00007ffd014c3c01 (__TEXT,__text) non-external _afscStreamCancel
00007ffd014c36ac (__TEXT,__text) non-external _afscStreamClose
00007ffd014c4058 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffd014c1386 (__TEXT,__text) non-external _afscStreamOpen
00007ffd014c3c13 (__TEXT,__text) non-external _afscStreamWrite
00007ffd01445b4a (__TEXT,__text) non-external _aggregate_copy_fork
00007ffd01446580 (__TEXT,__text) non-external _aggregate_identical_forks
00007ffd01451efc (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffd014b4c58 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffd014b4c1d (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffd014b4bd7 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffd0144935f (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffd01487399 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffd014b1575 (__TEXT,__text) non-external _append_field
00007ffd014ae0e8 (__TEXT,__text) non-external _applyEntryAttributes
00007ffd01486dac (__TEXT,__text) non-external _applyYEC
00007ffd01481a5a (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffd01481d60 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffd0144ea53 (__TEXT,__text) non-external _asyncContext
00007ffd0146d465 (__TEXT,__text) non-external _asyncContext
