00007ff808205190 (__TEXT,__const) non-external _A1_Table
00007ff8078dd0d0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r
00007ff807822e70 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_48r
00007ff8077fcd60 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_48r56r
00007ff807827860 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_64r
00007ff8078df440 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_64r72r80r88r
00007ff807824ae0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_80r
00007ff8078dd6b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_80r88r
00007ff8078d7a80 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_96r
00007ff8078d8c00 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_96r104r
00007ff8077f85e0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_32_176r184r
00007ff8077f4b30 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_32_80r
00007ff8077f4550 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_32_96r
00007ff8077e6100 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff807800c20 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff8078dd130 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00007ff80775bf60 (__TEXT,__text) non-external ___detectJ137_block_invoke
                 (undefined) external ___extendhfsf2 (from libSystem)
00007ff807a645e0 (__TEXT,__text) non-external ___getInit_CGInterfacesSymbolLoc_block_invoke
00007ff8077b9430 (__TEXT,__text) non-external ___get_asl_client_block_invoke
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
00007ff807812e80 (__TEXT,__text) non-external ___sClip_Planar_Float_block_invoke
00007ff8078172b0 (__TEXT,__text) non-external ___sConvert_16SToF_preCV_block_invoke
00007ff807818850 (__TEXT,__text) non-external ___sConvert_16UToF_preCV_block_invoke
00007ff807804b00 (__TEXT,__text) non-external ___sConvert_16UToPlanar8_preCV_block_invoke
00007ff807817e90 (__TEXT,__text) non-external ___sConvert_FTo16S_preCV_block_invoke
00007ff807819400 (__TEXT,__text) non-external ___sConvert_FTo16U_preCV_block_invoke
00007ff807805d40 (__TEXT,__text) non-external ___sConvert_Planar16FtoPlanarF_preCV_block_invoke
00007ff807805220 (__TEXT,__text) non-external ___sConvert_Planar8To16U_preCV_block_invoke
00007ff807806340 (__TEXT,__text) non-external ___sConvert_PlanarFtoPlanar16F_preCV_block_invoke
00007ff807813f40 (__TEXT,__text) non-external ___sFloatPixelTo32BitPixel_block_invoke
00007ff8078044f0 (__TEXT,__text) non-external ___sPermuteChannels_ARGB8888_block_invoke
00007ff807801e90 (__TEXT,__text) non-external ___sRGB565toARGB8888_block_invoke
00007ff807910780 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke
00007ff807910840 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke_2
00007ff807910900 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke_3
00007ff807910a20 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke_4
00007ff80790c250 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke
00007ff80790c410 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke_2
00007ff80790c5d0 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke_3
00007ff80790deb0 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke_4
00007ff80790a1d0 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke
00007ff80790a290 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke_2
00007ff80790a350 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke_3
00007ff80790a430 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke_4
00007ff807809540 (__TEXT,__text) non-external ___sSelectChannels_ARGB8888_block_invoke
00007ff807809fd0 (__TEXT,__text) non-external ___sSelectChannels_ARGBFFFF_block_invoke
                 (undefined) external ___sprintf_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___truncsfhf2 (from libSystem)
00007ff807823820 (__TEXT,__text) non-external ___vARGB1555toARGB8888_block_invoke
00007ff80782b790 (__TEXT,__text) non-external ___vARGB1555toPlanar8_block_invoke
00007ff807829900 (__TEXT,__text) non-external ___vARGB8888toARGB1555_block_invoke
00007ff8078280f0 (__TEXT,__text) non-external ___vARGB8888toRGB565_block_invoke
00007ff8077f4430 (__TEXT,__text) non-external ___vFillBy16_AVX_block_invoke
00007ff8078276f0 (__TEXT,__text) non-external ___vFillBy16_block_invoke
00007ff8077eb4f0 (__TEXT,__text) non-external ___vImageByteSwap_Planar16U_block_invoke
00007ff8078df120 (__TEXT,__text) non-external ___vImageContrastStretch_ARGBFFFF_block_invoke
00007ff8078df490 (__TEXT,__text) non-external ___vImageContrastStretch_ARGBFFFF_block_invoke.4
00007ff8078dce70 (__TEXT,__text) non-external ___vImageContrastStretch_PlanarF_block_invoke
00007ff8078dd180 (__TEXT,__text) non-external ___vImageContrastStretch_PlanarF_block_invoke.1
00007ff8077f07d0 (__TEXT,__text) non-external ___vImageConvert_16Fto16U_block_invoke
00007ff8077f0730 (__TEXT,__text) non-external ___vImageConvert_16Uto16F_block_invoke
00007ff8077e6c30 (__TEXT,__text) non-external ___vImageConvert_ARGB1555toRGB565_block_invoke
00007ff8077eabd0 (__TEXT,__text) non-external ___vImageConvert_ARGB16UToARGB8888_block_invoke
00007ff8077e5d40 (__TEXT,__text) non-external ___vImageConvert_ARGB16UtoARGB8888_dithered_block_invoke
00007ff8077ea9c0 (__TEXT,__text) non-external ___vImageConvert_ARGB16UtoPlanar16U_block_invoke
00007ff8077ea0d0 (__TEXT,__text) non-external ___vImageConvert_ARGB16UtoRGB16U_block_invoke
00007ff807a3af80 (__TEXT,__text) non-external ___vImageConvert_ARGB2101010ToRGB16U_block_invoke
00007ff807a3a860 (__TEXT,__text) non-external ___vImageConvert_ARGB2101010ToRGB888_block_invoke
00007ff807a3b6a0 (__TEXT,__text) non-external ___vImageConvert_ARGB2101010ToRGBFFF_block_invoke
00007ff8077eaeb0 (__TEXT,__text) non-external ___vImageConvert_ARGB8888ToARGB16U_block_invoke
00007ff8077eb450 (__TEXT,__text) non-external ___vImageConvert_ARGB8888ToRGB16U_block_invoke
00007ff8077e52c0 (__TEXT,__text) non-external ___vImageConvert_ARGBFFFFtoARGB8888_dithered_block_invoke
00007ff807a525e0 (__TEXT,__text) non-external ___vImageConvert_AnyToAny_block_invoke
00007ff8077ea5b0 (__TEXT,__text) non-external ___vImageConvert_BGRA16UtoRGB16U_block_invoke
00007ff8077ea650 (__TEXT,__text) non-external ___vImageConvert_Planar16UtoARGB16U_block_invoke
00007ff8077e5560 (__TEXT,__text) non-external ___vImageConvert_Planar16UtoPlanar8_dithered_block_invoke
00007ff8077eaae0 (__TEXT,__text) non-external ___vImageConvert_Planar16UtoRGB16U_block_invoke
00007ff8077eca30 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar1_block_invoke
00007ff8077ecad0 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar1_block_invoke.45
00007ff8077ed0b0 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar2_block_invoke
00007ff8077ed150 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar2_block_invoke.48
00007ff8077ed710 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar4_block_invoke
00007ff8077ed7b0 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar4_block_invoke.51
00007ff8077e4cd0 (__TEXT,__text) non-external ___vImageConvert_PlanarFtoPlanar8_dithered_block_invoke
00007ff807a3b310 (__TEXT,__text) non-external ___vImageConvert_RGB16UToARGB2101010_block_invoke
00007ff8077eb190 (__TEXT,__text) non-external ___vImageConvert_RGB16UToARGB8888_block_invoke
00007ff8077e9be0 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoARGB16U_block_invoke
00007ff8077e9fe0 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoBGRA16U_block_invoke
00007ff8077e57e0 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoRGB888_dithered_block_invoke
00007ff8077e9cd0 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoRGBA16U_block_invoke
00007ff8077e7050 (__TEXT,__text) non-external ___vImageConvert_RGB565toARGB1555_block_invoke
00007ff8077e69b0 (__TEXT,__text) non-external ___vImageConvert_RGB565toRGB888_block_invoke
00007ff8077e6e10 (__TEXT,__text) non-external ___vImageConvert_RGB565toRGBA5551_block_invoke
00007ff807a3abf0 (__TEXT,__text) non-external ___vImageConvert_RGB888ToARGB2101010_block_invoke
00007ff8077ea340 (__TEXT,__text) non-external ___vImageConvert_RGBA16UtoRGB16U_block_invoke
00007ff8077e6af0 (__TEXT,__text) non-external ___vImageConvert_RGBA5551toRGB565_block_invoke
00007ff807a3ba30 (__TEXT,__text) non-external ___vImageConvert_RGBFFFToARGB2101010_block_invoke
00007ff8077e4fa0 (__TEXT,__text) non-external ___vImageConvert_RGBFFFtoRGB888_dithered_block_invoke
00007ff807a3a4a0 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB16F_block_invoke
00007ff807a39d20 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB16Q12_block_invoke
00007ff807a39970 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB16U_block_invoke
00007ff807a395c0 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB8888_block_invoke
00007ff807a3a0e0 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGBFFFF_block_invoke
00007ff807854b70 (__TEXT,__text) non-external ___vImageConvolveMultiKernel_ARGB8888_block_invoke
00007ff8078552b0 (__TEXT,__text) non-external ___vImageConvolveMultiKernel_ARGBFFFF_block_invoke
00007ff807751970 (__TEXT,__text) non-external ___vImageConvolveWithBias_Planar8_block_invoke
00007ff807854840 (__TEXT,__text) non-external ___vImageConvolveWithBias_PlanarF_block_invoke
00007ff807853de0 (__TEXT,__text) non-external ___vImageConvolve_block_invoke
00007ff80779b6a0 (__TEXT,__text) non-external ___vImageCopyBuffer_block_invoke
00007ff807905320 (__TEXT,__text) non-external ___vImageDilate_ARGB8888_block_invoke
00007ff807907380 (__TEXT,__text) non-external ___vImageDilate_ARGBFFFF_block_invoke
00007ff8079023a0 (__TEXT,__text) non-external ___vImageDilate_Planar8_block_invoke
00007ff8079032c0 (__TEXT,__text) non-external ___vImageDilate_PlanarF_block_invoke
00007ff8078f7700 (__TEXT,__text) non-external ___vImageEndsInContrastStretch_ARGBFFFF_block_invoke
00007ff8078f5f80 (__TEXT,__text) non-external ___vImageEndsInContrastStretch_PlanarF_block_invoke
00007ff8078d89c0 (__TEXT,__text) non-external ___vImageEqualization_ARGBFFFF_block_invoke
00007ff8078d77a0 (__TEXT,__text) non-external ___vImageEqualization_PlanarF_block_invoke
00007ff807904de0 (__TEXT,__text) non-external ___vImageErode_ARGB8888_block_invoke
00007ff807906e40 (__TEXT,__text) non-external ___vImageErode_ARGBFFFF_block_invoke
00007ff807902290 (__TEXT,__text) non-external ___vImageErode_Planar8_block_invoke
00007ff807902d80 (__TEXT,__text) non-external ___vImageErode_PlanarF_block_invoke
00007ff8077e8800 (__TEXT,__text) non-external ___vImageExtractChannel_ARGB16U_block_invoke
00007ff8077e8720 (__TEXT,__text) non-external ___vImageExtractChannel_ARGB8888_block_invoke
00007ff8077e88e0 (__TEXT,__text) non-external ___vImageExtractChannel_ARGBFFFF_block_invoke
00007ff80781e2a0 (__TEXT,__text) non-external ___vImageFlatten_ARGB16Q12_block_invoke
00007ff8077eb7a0 (__TEXT,__text) non-external ___vImageFlatten_ARGB16U_block_invoke
00007ff8077e8b60 (__TEXT,__text) non-external ___vImageFlatten_ARGB8888ToRGB888_block_invoke
00007ff80781ded0 (__TEXT,__text) non-external ___vImageFlatten_ARGB8888_block_invoke
00007ff8077e9450 (__TEXT,__text) non-external ___vImageFlatten_ARGBFFFFToRGBFFF_block_invoke
00007ff8077ebd00 (__TEXT,__text) non-external ___vImageFlatten_ARGBFFFF_block_invoke
00007ff8077e9140 (__TEXT,__text) non-external ___vImageFlatten_BGRA8888ToRGB888_block_invoke
00007ff8077e9ab0 (__TEXT,__text) non-external ___vImageFlatten_BGRAFFFFToRGBFFF_block_invoke
00007ff80781e5d0 (__TEXT,__text) non-external ___vImageFlatten_RGBA16Q12_block_invoke
00007ff8077eba50 (__TEXT,__text) non-external ___vImageFlatten_RGBA16U_block_invoke
00007ff8077e8e50 (__TEXT,__text) non-external ___vImageFlatten_RGBA8888ToRGB888_block_invoke
00007ff80781df70 (__TEXT,__text) non-external ___vImageFlatten_RGBA8888_block_invoke
00007ff8077e9780 (__TEXT,__text) non-external ___vImageFlatten_RGBAFFFFToRGBFFF_block_invoke
00007ff8077ebfb0 (__TEXT,__text) non-external ___vImageFlatten_RGBAFFFF_block_invoke
00007ff807917c40 (__TEXT,__text) non-external ___vImageGamma_PlanarF_block_invoke
00007ff807917cf0 (__TEXT,__text) non-external ___vImageGamma_PlanarF_block_invoke_2
00007ff8079170f0 (__TEXT,__text) non-external ___vImageGamma_PlanarFtoPlanar8_block_invoke
00007ff8078db530 (__TEXT,__text) non-external ___vImageHistogramSpecification_ARGBFFFF_block_invoke
00007ff8078d9890 (__TEXT,__text) non-external ___vImageHistogramSpecification_PlanarF_block_invoke
00007ff8078ca250 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGB16S_block_invoke
00007ff8078c9f00 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGB16U_block_invoke
00007ff8078c9bb0 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGB8888_block_invoke
00007ff8078ca520 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGBFFFF_block_invoke
00007ff8078c95f0 (__TEXT,__text) non-external ___vImageHorizontalReflect_Planar16U_block_invoke
00007ff8078c9220 (__TEXT,__text) non-external ___vImageHorizontalReflect_Planar8_block_invoke
00007ff8078c98e0 (__TEXT,__text) non-external ___vImageHorizontalReflect_PlanarF_block_invoke
00007ff8078c5e70 (__TEXT,__text) non-external ___vImageHorizontalShearD_ARGB16S_block_invoke
00007ff8078c5df0 (__TEXT,__text) non-external ___vImageHorizontalShearD_ARGB16U_block_invoke
00007ff8078c5d70 (__TEXT,__text) non-external ___vImageHorizontalShearD_ARGB8888_block_invoke
00007ff8078c61d0 (__TEXT,__text) non-external ___vImageHorizontalShearD_ARGBFFFF_block_invoke
00007ff8078c35a0 (__TEXT,__text) non-external ___vImageHorizontalShearD_CbCr16U_block_invoke
00007ff8078c5c50 (__TEXT,__text) non-external ___vImageHorizontalShearD_Planar8_block_invoke
00007ff8078c5cf0 (__TEXT,__text) non-external ___vImageHorizontalShearD_PlanarF_block_invoke
00007ff8078c3830 (__TEXT,__text) non-external ___vImageHorizontalShear_ARGB16S_block_invoke
00007ff8078c37b0 (__TEXT,__text) non-external ___vImageHorizontalShear_ARGB16U_block_invoke
00007ff8078c3730 (__TEXT,__text) non-external ___vImageHorizontalShear_ARGB8888_block_invoke
00007ff8078c38b0 (__TEXT,__text) non-external ___vImageHorizontalShear_ARGBFFFF_block_invoke
00007ff80778ef20 (__TEXT,__text) non-external ___vImageHorizontalShear_CbCr8_block_invoke
00007ff8078c2dd0 (__TEXT,__text) non-external ___vImageHorizontalShear_Planar16S_block_invoke
00007ff8078c2fe0 (__TEXT,__text) non-external ___vImageHorizontalShear_Planar16U_block_invoke
00007ff8077860c0 (__TEXT,__text) non-external ___vImageHorizontalShear_Planar8_block_invoke
00007ff8078c31f0 (__TEXT,__text) non-external ___vImageHorizontalShear_PlanarF_block_invoke
00007ff8078c3930 (__TEXT,__text) non-external ___vImageHorizontalShear_XRGB2101010W_block_invoke
00007ff807919150 (__TEXT,__text) non-external ___vImageLookupTable_8to64U_block_invoke
00007ff807918760 (__TEXT,__text) non-external ___vImageLookupTable_Planar8toPlanar16_block_invoke
00007ff8079188a0 (__TEXT,__text) non-external ___vImageLookupTable_Planar8toPlanarF_block_invoke
00007ff807918ec0 (__TEXT,__text) non-external ___vImageLookupTable_PlanarFtoPlanar8_block_invoke
00007ff807914dd0 (__TEXT,__text) non-external ___vImageMatrixMultiply_ARGB8888ToPlanar8_block_invoke
00007ff807780f80 (__TEXT,__text) non-external ___vImageMatrixMultiply_ARGB8888_block_invoke
00007ff807914f20 (__TEXT,__text) non-external ___vImageMatrixMultiply_ARGBFFFFToPlanarF_block_invoke
00007ff807915dc0 (__TEXT,__text) non-external ___vImageMatrixMultiply_ARGBFFFF_block_invoke
00007ff807914c60 (__TEXT,__text) non-external ___vImageMatrixMultiply_Planar8_block_invoke
00007ff807905ce0 (__TEXT,__text) non-external ___vImageMax_ARGB8888_block_invoke
00007ff807907d10 (__TEXT,__text) non-external ___vImageMax_ARGBFFFF_block_invoke
00007ff807902510 (__TEXT,__text) non-external ___vImageMax_Planar8_block_invoke
00007ff807903c80 (__TEXT,__text) non-external ___vImageMax_PlanarF_block_invoke
00007ff8079067d0 (__TEXT,__text) non-external ___vImageMin_ARGB8888_block_invoke
00007ff8079087e0 (__TEXT,__text) non-external ___vImageMin_ARGBFFFF_block_invoke
00007ff807902730 (__TEXT,__text) non-external ___vImageMin_Planar8_block_invoke
00007ff807904770 (__TEXT,__text) non-external ___vImageMin_PlanarF_block_invoke
00007ff807919a80 (__TEXT,__text) non-external ___vImagePiecewisePolynomial_Planar8toPlanarF_block_invoke
00007ff807919500 (__TEXT,__text) non-external ___vImagePiecewisePolynomial_PlanarF_block_invoke
00007ff807919b40 (__TEXT,__text) non-external ___vImagePiecewisePolynomial_PlanarFtoPlanar8_block_invoke
00007ff80791a2c0 (__TEXT,__text) non-external ___vImagePiecewiseRational_PlanarF_block_invoke
00007ff807919990 (__TEXT,__text) non-external ___vImageSymmetricPiecewisePolynomial_PlanarF_block_invoke
00007ff8077e6030 (__TEXT,__text) non-external ___vImageTableLookUp_ARGB8888_block_invoke
00007ff8077e6360 (__TEXT,__text) non-external ___vImageTableLookUp_Planar8_block_invoke
00007ff8078cb3e0 (__TEXT,__text) non-external ___vImageVerticalReflect_ARGB16S_block_invoke
00007ff8078cb100 (__TEXT,__text) non-external ___vImageVerticalReflect_ARGB16U_block_invoke
00007ff8078cae20 (__TEXT,__text) non-external ___vImageVerticalReflect_ARGB8888_block_invoke
00007ff8078cb6c0 (__TEXT,__text) non-external ___vImageVerticalReflect_ARGBFFFF_block_invoke
00007ff8078ca860 (__TEXT,__text) non-external ___vImageVerticalReflect_Planar8_block_invoke
00007ff8078cab40 (__TEXT,__text) non-external ___vImageVerticalReflect_PlanarF_block_invoke
00007ff8078c6450 (__TEXT,__text) non-external ___vImageVerticalShearD_ARGB16S_block_invoke
00007ff8078c63d0 (__TEXT,__text) non-external ___vImageVerticalShearD_ARGB16U_block_invoke
00007ff8078c6350 (__TEXT,__text) non-external ___vImageVerticalShearD_ARGB8888_block_invoke
00007ff8078c67b0 (__TEXT,__text) non-external ___vImageVerticalShearD_ARGBFFFF_block_invoke
00007ff8078c3e80 (__TEXT,__text) non-external ___vImageVerticalShearD_CbCr16U_block_invoke
00007ff8078c6250 (__TEXT,__text) non-external ___vImageVerticalShearD_Planar8_block_invoke
00007ff8078c62d0 (__TEXT,__text) non-external ___vImageVerticalShearD_PlanarF_block_invoke
00007ff8078c4000 (__TEXT,__text) non-external ___vImageVerticalShear_ARGB16S_block_invoke
00007ff80777bc20 (__TEXT,__text) non-external ___vImageVerticalShear_ARGB16U_block_invoke
00007ff8077689a0 (__TEXT,__text) non-external ___vImageVerticalShear_ARGB8888_block_invoke
00007ff8078c4080 (__TEXT,__text) non-external ___vImageVerticalShear_ARGBFFFF_block_invoke
00007ff8077897f0 (__TEXT,__text) non-external ___vImageVerticalShear_CbCr8_block_invoke
00007ff8078c3a00 (__TEXT,__text) non-external ___vImageVerticalShear_Planar16S_block_invoke
00007ff8078c3a90 (__TEXT,__text) non-external ___vImageVerticalShear_Planar16U_block_invoke
00007ff807783e10 (__TEXT,__text) non-external ___vImageVerticalShear_Planar8_block_invoke
00007ff8078c3b20 (__TEXT,__text) non-external ___vImageVerticalShear_PlanarF_block_invoke
00007ff8078c4100 (__TEXT,__text) non-external ___vImageVerticalShear_XRGB2101010W_block_invoke
00007ff80776db00 (__TEXT,__text) non-external ___vPermuteChannels_ARGB8888_SSSE3_block_invoke
00007ff8078289a0 (__TEXT,__text) non-external ___vPlanar8toARGB1555_block_invoke
00007ff80782a880 (__TEXT,__text) non-external ___vPlanar8toRGB565_block_invoke
00007ff8078244b0 (__TEXT,__text) non-external ___vRGB565toARGB8888_block_invoke
00007ff807826180 (__TEXT,__text) non-external ___vRGB565toBGRA8888_block_invoke
00007ff80782d1b0 (__TEXT,__text) non-external ___vRGB565toPlanar8_block_invoke
00007ff807825320 (__TEXT,__text) non-external ___vRGB565toRGBA8888_block_invoke
00007ff8077ff940 (__TEXT,__text) non-external ___vRGBA5551toRGBA8888_block_invoke
00007ff807800510 (__TEXT,__text) non-external ___vRGBA8888toRGBA5551_block_invoke
00007ff807bfcad0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke
00007ff807d45400 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke
00007ff807eb38d0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke
00007ff80800d8c0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke
00007ff808173a80 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke
00007ff807bfcbd0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_2
00007ff807d45500 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_2
00007ff807eb39d0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_2
00007ff80800d9c0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_2
00007ff808173b80 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_2
00007ff807bfccd0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_3
00007ff807d45600 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_3
00007ff807eb3ad0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_3
00007ff80800dac0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_3
00007ff808173c80 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_3
00007ff807bfcdb0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_4
00007ff807d456e0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_4
00007ff807eb3bb0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_4
00007ff80800dba0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_4
00007ff808173d60 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_0Degree_block_invoke_4
00007ff807bfdc40 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke
00007ff807d46560 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke
00007ff807eb4a40 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke
00007ff80800ea10 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke
00007ff808174bd0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke
00007ff807bfde80 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_2
00007ff807d46870 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_2
00007ff807eb4c80 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_2
00007ff80800ec60 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_2
00007ff808174e40 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_2
00007ff807bfe0c0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_3
00007ff807d46b80 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_3
00007ff807eb4ec0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_3
00007ff80800eeb0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_3
00007ff8081750b0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_3
00007ff807bfe350 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_4
00007ff807d46ef0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_4
00007ff807eb5150 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_4
00007ff80800f140 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_4
00007ff808175360 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_180Degree_block_invoke_4
00007ff807bfe5e0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke
00007ff807d47260 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke
00007ff807eb53e0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke
00007ff80800f3d0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke
00007ff808175610 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke
00007ff807bff2f0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_2
00007ff807d47f30 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_2
00007ff807eb60f0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_2
00007ff808010090 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_2
00007ff8081762d0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_2
00007ff807bff3b0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_3
00007ff807d47ff0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_3
00007ff807eb61b0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_3
00007ff808010150 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_3
00007ff808176390 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_3
00007ff807bff460 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_4
00007ff807d480a0 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_4
00007ff807eb6260 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_4
00007ff808010200 (__TEXT,__text) non-external ___vRotate_90_ARGB_16U_270Degree_block_invoke_4
