                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000019463efdc (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
                 (indirect) external _gss_inquire_cred_by_mech (for _gss_inquire_cred_by_mech)
0000000194633de0 (__TEXT,__text) external _gss_inquire_mechs_for_name
                 (undefined) external _gss_inquire_names_for_mech (from GSS)
                 (indirect) external _gss_inquire_names_for_mech (for _gss_inquire_names_for_mech)
                 (undefined) external _gss_krb5_ccache_name (from GSS)
                 (indirect) external _gss_krb5_ccache_name (for _gss_krb5_ccache_name)
                 (undefined) external _gss_krb5_copy_ccache (from GSS)
                 (indirect) external _gss_krb5_copy_ccache (for _gss_krb5_copy_ccache)
                 (undefined) external _gss_krb5_export_lucid_sec_context (from GSS)
                 (indirect) external _gss_krb5_export_lucid_sec_context (for _gss_krb5_export_lucid_sec_context)
                 (undefined) external _gss_krb5_free_lucid_sec_context (from GSS)
                 (indirect) external _gss_krb5_free_lucid_sec_context (for _gss_krb5_free_lucid_sec_context)
0000000194633dd0 (__TEXT,__text) external _gss_krb5_get_tkt_flags
00000001ea120378 (__DATA,__data) non-external _gss_krb5_mechanism_oid_desc
00000001ea120398 (__DATA,__data) non-external _gss_krb5_mechanism_old_oid_desc
00000001ea120310 (__DATA,__data) non-external _gss_krb5_nt_principal_name_oid_desc
00000001ea120330 (__DATA,__data) non-external _gss_krb5_nt_principal_oid_desc
                 (undefined) external _gss_krb5_set_allowable_enctypes (from GSS)
                 (indirect) external _gss_krb5_set_allowable_enctypes (for _gss_krb5_set_allowable_enctypes)
0000000194633dac (__TEXT,__text) external _gss_krb5_ui
00000001ea120390 (__DATA,__data) external _gss_mech_krb5
00000001ea1203a8 (__DATA,__data) external _gss_mech_krb5_old
00000001e67cf568 (__DATA_CONST,__const) external _gss_mech_set_krb5
00000001e67cf578 (__DATA_CONST,__const) external _gss_mech_set_krb5_both
00000001e67cf570 (__DATA_CONST,__const) external _gss_mech_set_krb5_old
00000001ea120308 (__DATA,__data) external _gss_nt_exported_name
00000001ea120328 (__DATA,__data) external _gss_nt_krb5_name
00000001ea120340 (__DATA,__data) external _gss_nt_krb5_principal
00000001ea120360 (__DATA,__data) external _gss_nt_machine_uid_name
00000001ea1202c8 (__DATA,__data) external _gss_nt_service_name
00000001ea1202d0 (__DATA,__data) external _gss_nt_service_name_v2
00000001ea120370 (__DATA,__data) external _gss_nt_string_uid_name
00000001ea120350 (__DATA,__data) external _gss_nt_user_name
                 (undefined) external _gss_oid_equal (from GSS)
                 (undefined) external _gss_oid_to_str (from GSS)
                 (indirect) external _gss_oid_to_str (for _gss_oid_to_str)
                 (undefined) external _gss_process_context_token (from GSS)
                 (indirect) external _gss_process_context_token (for _gss_process_context_token)
                 (undefined) external _gss_release_buffer (from GSS)
                 (indirect) external _gss_release_buffer (for _gss_release_buffer)
                 (undefined) external _gss_release_cred (from GSS)
                 (indirect) external _gss_release_cred (for _gss_release_cred)
                 (undefined) external _gss_release_name (from GSS)
                 (indirect) external _gss_release_name (for _gss_release_name)
                 (undefined) external _gss_release_oid (from GSS)
                 (indirect) external _gss_release_oid (for _gss_release_oid)
                 (undefined) external _gss_release_oid_set (from GSS)
                 (indirect) external _gss_release_oid_set (for _gss_release_oid_set)
                 (undefined) external _gss_seal (from GSS)
                 (indirect) external _gss_seal (for _gss_seal)
0000000194633dd8 (__TEXT,__text) external _gss_sign
0000000194633db4 (__TEXT,__text) external _gss_str_to_oid
                 (undefined) external _gss_test_oid_set_member (from GSS)
                 (indirect) external _gss_test_oid_set_member (for _gss_test_oid_set_member)
                 (undefined) external _gss_unseal (from GSS)
                 (indirect) external _gss_unseal (for _gss_unseal)
                 (undefined) external _gss_unwrap (from GSS)
                 (indirect) external _gss_unwrap (for _gss_unwrap)
0000000194633de8 (__TEXT,__text) external _gss_verify
                 (undefined) external _gss_verify_mic (from GSS)
                 (indirect) external _gss_verify_mic (for _gss_verify_mic)
                 (undefined) external _gss_wrap (from GSS)
                 (indirect) external _gss_wrap (for _gss_wrap)
                 (undefined) external _gss_wrap_size_limit (from GSS)
                 (indirect) external _gss_wrap_size_limit (for _gss_wrap_size_limit)
                 (undefined) external _heim_com_right_r (from libHeimdalProxy)
                 (undefined) external _heim_gss_import_name (from libHeimdalProxy)
                 (undefined) external _heim_gsskrb5_extract_authz_data_from_sec_context (from libHeimdalProxy)
                 (undefined) external _heim_krb5_appdefault_boolean (from libHeimdalProxy)
                 (undefined) external _heim_krb5_appdefault_string (from libHeimdalProxy)
                 (undefined) external _heim_krb5_auth_con_getlocalsubkey (from libHeimdalProxy)
                 (undefined) external _heim_krb5_auth_con_getremotesubkey (from libHeimdalProxy)
                 (undefined) external _heim_krb5_build_principal_va (from libHeimdalProxy)
                 (undefined) external _heim_krb5_build_principal_va_ext (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_cache_match (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_close (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_default (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_end_seq_get (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_config (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_full_name (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_kdc_offset (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_name (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_type (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_initialize (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_move (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_new_unique (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_next_cred (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_remove_cred (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_resolve (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_retrieve_cred (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_set_kdc_offset (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_store_cred (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_switch (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cccol_last_change_time (from libHeimdalProxy)
                 (undefined) external _heim_krb5_config_get_string (from libHeimdalProxy)
                 (undefined) external _heim_krb5_copy_creds_contents (from libHeimdalProxy)
                 (undefined) external _heim_krb5_copy_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_crypto_destroy (from libHeimdalProxy)
                 (undefined) external _heim_krb5_crypto_getblocksize (from libHeimdalProxy)
                 (undefined) external _heim_krb5_crypto_getenctype (from libHeimdalProxy)
                 (undefined) external _heim_krb5_crypto_init (from libHeimdalProxy)
                 (undefined) external _heim_krb5_data_copy (from libHeimdalProxy)
                 (undefined) external _heim_krb5_data_free (from libHeimdalProxy)
                 (undefined) external _heim_krb5_data_zero (from libHeimdalProxy)
                 (undefined) external _heim_krb5_decrypt_ivec (from libHeimdalProxy)
                 (undefined) external _heim_krb5_encrypt_ivec (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_ap_rep_enc_part (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_context (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_cred_contents (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_creds (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_error (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_keyblock (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_keyblock_contents (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_salt (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_ticket (from libHeimdalProxy)
                 (undefined) external _heim_krb5_generate_random_keyblock (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_all_client_addrs (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_credentials (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_default_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_error_message (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_keytab (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_alloc (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_free (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_set_canonicalize (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_set_forwardable (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_set_proxiable (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_set_renew_life (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_set_tkt_life (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_password (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_kdc_cred (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_pw_salt (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_renewed_creds (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_validated_creds (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_wrapped_length (from libHeimdalProxy)
                 (undefined) external _heim_krb5_init_context (from libHeimdalProxy)
                 (undefined) external _heim_krb5_init_context_flags (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_add_entry (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_end_seq_get (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_free_entry (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_get_name (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_get_type (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_next_entry (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_remove_entry (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_start_seq_get (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kuserok (from libHeimdalProxy)
                 (undefined) external _heim_krb5_make_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_mk_priv (from libHeimdalProxy)
                 (undefined) external _heim_krb5_mk_req (from libHeimdalProxy)
                 (undefined) external _heim_krb5_mk_req_extended (from libHeimdalProxy)
                 (undefined) external _heim_krb5_mk_safe (from libHeimdalProxy)
                 (undefined) external _heim_krb5_parse_name (from libHeimdalProxy)
                 (undefined) external _heim_krb5_parse_name_flags (from libHeimdalProxy)
                 (undefined) external _heim_krb5_principal_compare (from libHeimdalProxy)
                 (undefined) external _heim_krb5_principal_get_realm (from libHeimdalProxy)
                 (undefined) external _heim_krb5_prompter_posix (from libHeimdalProxy)
                 (undefined) external _heim_krb5_rd_priv (from libHeimdalProxy)
                 (undefined) external _heim_krb5_rd_req (from libHeimdalProxy)
                 (undefined) external _heim_krb5_rd_safe (from libHeimdalProxy)
                 (undefined) external _heim_krb5_realm_compare (from libHeimdalProxy)
                 (undefined) external _heim_krb5_recvauth (from libHeimdalProxy)
                 (undefined) external _heim_krb5_recvauth_match_version (from libHeimdalProxy)
                 (undefined) external _heim_krb5_sendauth (from libHeimdalProxy)
                 (undefined) external _heim_krb5_set_default_in_tkt_etypes (from libHeimdalProxy)
                 (undefined) external _heim_krb5_set_home_dir_access (from libHeimdalProxy)
                 (undefined) external _heim_krb5_set_password (from libHeimdalProxy)
                 (undefined) external _heim_krb5_set_password_using_ccache (from libHeimdalProxy)
                 (undefined) external _heim_krb5_set_real_time (from libHeimdalProxy)
                 (undefined) external _heim_krb5_sname_to_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_string_to_deltat (from libHeimdalProxy)
                 (undefined) external _heim_krb5_string_to_key_data_salt (from libHeimdalProxy)
                 (undefined) external _heim_krb5_timeofday (from libHeimdalProxy)
                 (undefined) external _heim_krb5_unparse_name (from libHeimdalProxy)
                 (undefined) external _heim_krb5_us_timeofday (from libHeimdalProxy)
                 (undefined) external _heim_krb5_verify_init_creds (from libHeimdalProxy)
                 (undefined) external _heim_krb5_verify_init_creds_opt_init (from libHeimdalProxy)
                 (undefined) external _heim_krb5_verify_init_creds_opt_set_ap_req_nofail (from libHeimdalProxy)
                 (undefined) external _heim_krb5_xfree (from libHeimdalProxy)
                 (undefined) external _init_error_table (from Heimdal)
00000001ec8d05c8 (__DATA_DIRTY,__bss) non-external _init_log.once
                 (undefined) external _initialize_asn1_error_table (from Heimdal)
                 (indirect) external _initialize_asn1_error_table (for _initialize_asn1_error_table)
                 (undefined) external _initialize_asn1_error_table_r (from Heimdal)
                 (undefined) external _initialize_error_table_r (from Heimdal)
                 (undefined) external _initialize_gk5_error_table_r (from Heimdal)
                 (undefined) external _initialize_heim_error_table_r (from Heimdal)
                 (undefined) external _initialize_hx_error_table_r (from Heimdal)
                 (undefined) external _initialize_k524_error_table (from Heimdal)
                 (indirect) external _initialize_k524_error_table (for _initialize_k524_error_table)
                 (undefined) external _initialize_k524_error_table_r (from Heimdal)
                 (undefined) external _initialize_krb5_error_table (from Heimdal)
                 (indirect) external _initialize_krb5_error_table (for _initialize_krb5_error_table)
                 (undefined) external _initialize_krb5_error_table_r (from Heimdal)
                 (undefined) external _initialize_krb_error_table_r (from Heimdal)
000000019463ac60 (__TEXT,__text) external _initialize_prof_error_table
000000019463ac48 (__TEXT,__text) non-external (was a private external) _initialize_prof_error_table_r
                 (undefined) external _initialize_wind_error_table_r (from Heimdal)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
000000019463edc8 (__TEXT,__text) external _k_isinst
000000019463edd0 (__TEXT,__text) external _k_isname
000000019463edc0 (__TEXT,__text) external _k_isrealm
0000000194633df0 (__TEXT,__text) external _kim_ccache_compare
0000000194633df8 (__TEXT,__text) external _kim_ccache_copy
0000000194633e00 (__TEXT,__text) external _kim_ccache_create_from_client_identity
0000000194633e08 (__TEXT,__text) external _kim_ccache_create_from_default
0000000194633e10 (__TEXT,__text) external _kim_ccache_create_from_display_name
0000000194633e18 (__TEXT,__text) external _kim_ccache_create_from_keytab
0000000194633e20 (__TEXT,__text) external _kim_ccache_create_from_krb5_ccache
0000000194633e28 (__TEXT,__text) external _kim_ccache_create_from_type_and_name
0000000194633e30 (__TEXT,__text) external _kim_ccache_create_new
0000000194633e38 (__TEXT,__text) external _kim_ccache_create_new_if_needed
0000000194633e40 (__TEXT,__text) external _kim_ccache_create_new_if_needed_with_password
0000000194633e48 (__TEXT,__text) external _kim_ccache_create_new_with_password
0000000194633e50 (__TEXT,__text) external _kim_ccache_destroy
0000000194633e58 (__TEXT,__text) external _kim_ccache_free
0000000194633e60 (__TEXT,__text) external _kim_ccache_get_client_identity
0000000194633e68 (__TEXT,__text) external _kim_ccache_get_display_name
0000000194633e70 (__TEXT,__text) external _kim_ccache_get_expiration_time
0000000194633e78 (__TEXT,__text) external _kim_ccache_get_krb5_ccache
0000000194633e80 (__TEXT,__text) external _kim_ccache_get_name
0000000194633e88 (__TEXT,__text) external _kim_ccache_get_options
0000000194633e90 (__TEXT,__text) external _kim_ccache_get_renewal_expiration_time
0000000194633e98 (__TEXT,__text) external _kim_ccache_get_start_time
0000000194633ea0 (__TEXT,__text) external _kim_ccache_get_state
0000000194633ea8 (__TEXT,__text) external _kim_ccache_get_type
0000000194633eb0 (__TEXT,__text) external _kim_ccache_get_valid_credential
0000000194633eb8 (__TEXT,__text) external _kim_ccache_iterator_create
0000000194633ec0 (__TEXT,__text) external _kim_ccache_iterator_free
0000000194633ec8 (__TEXT,__text) external _kim_ccache_iterator_next
0000000194633ed0 (__TEXT,__text) external _kim_ccache_renew
0000000194633ed8 (__TEXT,__text) external _kim_ccache_set_default
0000000194633ee0 (__TEXT,__text) external _kim_ccache_validate
0000000194633ee8 (__TEXT,__text) external _kim_ccache_verify
0000000194633ef0 (__TEXT,__text) external _kim_credential_copy
0000000194633ef8 (__TEXT,__text) external _kim_credential_create_from_keytab
0000000194633f00 (__TEXT,__text) external _kim_credential_create_from_krb5_creds
0000000194633f08 (__TEXT,__text) external _kim_credential_create_new
0000000194633f10 (__TEXT,__text) external _kim_credential_create_new_with_password
0000000194633f18 (__TEXT,__text) external _kim_credential_free
0000000194633f20 (__TEXT,__text) external _kim_credential_get_client_identity
0000000194633f28 (__TEXT,__text) external _kim_credential_get_expiration_time
0000000194633f30 (__TEXT,__text) external _kim_credential_get_krb5_creds
0000000194633f38 (__TEXT,__text) external _kim_credential_get_options
0000000194633f40 (__TEXT,__text) external _kim_credential_get_renewal_expiration_time
0000000194633f48 (__TEXT,__text) external _kim_credential_get_service_identity
0000000194633f50 (__TEXT,__text) external _kim_credential_get_start_time
0000000194633f58 (__TEXT,__text) external _kim_credential_get_state
0000000194633f60 (__TEXT,__text) external _kim_credential_is_tgt
0000000194633f68 (__TEXT,__text) external _kim_credential_iterator_create
0000000194633f70 (__TEXT,__text) external _kim_credential_iterator_free
0000000194633f78 (__TEXT,__text) external _kim_credential_iterator_next
0000000194633f80 (__TEXT,__text) external _kim_credential_renew
0000000194633f88 (__TEXT,__text) external _kim_credential_store
0000000194633f90 (__TEXT,__text) external _kim_credential_validate
0000000194633f98 (__TEXT,__text) external _kim_credential_verify
0000000194633fa0 (__TEXT,__text) external _kim_identity_change_password
0000000194633fa8 (__TEXT,__text) external _kim_identity_compare
0000000194633fb0 (__TEXT,__text) external _kim_identity_copy
0000000194633fb8 (__TEXT,__text) external _kim_identity_create_from_components
0000000194633fc0 (__TEXT,__text) external _kim_identity_create_from_krb5_principal
0000000194633fc8 (__TEXT,__text) external _kim_identity_create_from_string
0000000194633fd0 (__TEXT,__text) external _kim_identity_free
0000000194633fd8 (__TEXT,__text) external _kim_identity_get_component_at_index
0000000194633fe0 (__TEXT,__text) external _kim_identity_get_components_string
0000000194633fe8 (__TEXT,__text) external _kim_identity_get_display_string
0000000194633ff0 (__TEXT,__text) external _kim_identity_get_krb5_principal
0000000194633ff8 (__TEXT,__text) external _kim_identity_get_number_of_components
0000000194634000 (__TEXT,__text) external _kim_identity_get_realm
0000000194634008 (__TEXT,__text) external _kim_identity_get_string
0000000194634010 (__TEXT,__text) external _kim_library_set_allow_automatic_prompting
0000000194634018 (__TEXT,__text) external _kim_library_set_allow_home_directory_access
0000000194634020 (__TEXT,__text) external _kim_library_set_application_name
0000000194638668 (__TEXT,__text) external _kim_library_set_ui_environment
0000000194634028 (__TEXT,__text) external _kim_options_copy
0000000194634030 (__TEXT,__text) external _kim_options_create
0000000194634038 (__TEXT,__text) external _kim_options_create_from_stream
0000000194634040 (__TEXT,__text) external _kim_options_free
0000000194634048 (__TEXT,__text) external _kim_options_get_addressless
0000000194634050 (__TEXT,__text) external _kim_options_get_forwardable
0000000194634058 (__TEXT,__text) external _kim_options_get_lifetime
0000000194634060 (__TEXT,__text) external _kim_options_get_proxiable
0000000194634068 (__TEXT,__text) external _kim_options_get_renewable
0000000194634070 (__TEXT,__text) external _kim_options_get_renewal_lifetime
0000000194634078 (__TEXT,__text) external _kim_options_get_service_name
0000000194634080 (__TEXT,__text) external _kim_options_get_start_time
0000000194634088 (__TEXT,__text) external _kim_options_set_addressless
0000000194634090 (__TEXT,__text) external _kim_options_set_forwardable
0000000194634098 (__TEXT,__text) external _kim_options_set_lifetime
00000001946340a0 (__TEXT,__text) external _kim_options_set_proxiable
00000001946340a8 (__TEXT,__text) external _kim_options_set_renewable
00000001946340b0 (__TEXT,__text) external _kim_options_set_renewal_lifetime
00000001946340b8 (__TEXT,__text) external _kim_options_set_service_name
00000001946340c0 (__TEXT,__text) external _kim_options_set_start_time
00000001946340c8 (__TEXT,__text) external _kim_options_write_to_stream
00000001946340d0 (__TEXT,__text) external _kim_preferences_add_favorite_identity
00000001946340d8 (__TEXT,__text) external _kim_preferences_copy
00000001946340e0 (__TEXT,__text) external _kim_preferences_create
00000001946340e8 (__TEXT,__text) external _kim_preferences_free
00000001946340f0 (__TEXT,__text) external _kim_preferences_get_client_identity
00000001946340f8 (__TEXT,__text) external _kim_preferences_get_favorite_identity_at_index
0000000194634100 (__TEXT,__text) external _kim_preferences_get_maximum_lifetime
0000000194634108 (__TEXT,__text) external _kim_preferences_get_maximum_renewal_lifetime
0000000194634110 (__TEXT,__text) external _kim_preferences_get_minimum_lifetime
0000000194634118 (__TEXT,__text) external _kim_preferences_get_minimum_renewal_lifetime
0000000194634120 (__TEXT,__text) external _kim_preferences_get_number_of_favorite_identities
0000000194634128 (__TEXT,__text) external _kim_preferences_get_options
0000000194634130 (__TEXT,__text) external _kim_preferences_get_remember_client_identity
0000000194634138 (__TEXT,__text) external _kim_preferences_get_remember_options
0000000194634140 (__TEXT,__text) external _kim_preferences_remove_all_favorite_identities
0000000194634148 (__TEXT,__text) external _kim_preferences_remove_favorite_identity
0000000194634150 (__TEXT,__text) external _kim_preferences_set_client_identity
0000000194634158 (__TEXT,__text) external _kim_preferences_set_maximum_lifetime
0000000194634160 (__TEXT,__text) external _kim_preferences_set_maximum_renewal_lifetime
0000000194634168 (__TEXT,__text) external _kim_preferences_set_minimum_lifetime
0000000194634170 (__TEXT,__text) external _kim_preferences_set_minimum_renewal_lifetime
0000000194634178 (__TEXT,__text) external _kim_preferences_set_options
0000000194634180 (__TEXT,__text) external _kim_preferences_set_remember_client_identity
0000000194634188 (__TEXT,__text) external _kim_preferences_set_remember_options
0000000194634190 (__TEXT,__text) external _kim_preferences_synchronize
0000000194634198 (__TEXT,__text) external _kim_selection_hints_copy
00000001946341a0 (__TEXT,__text) external _kim_selection_hints_create
00000001946341a8 (__TEXT,__text) external _kim_selection_hints_create_from_stream
00000001946341b0 (__TEXT,__text) external _kim_selection_hints_forget_identity
00000001946341b8 (__TEXT,__text) external _kim_selection_hints_free
00000001946341c0 (__TEXT,__text) external _kim_selection_hints_get_allow_user_interaction
00000001946341c8 (__TEXT,__text) external _kim_selection_hints_get_explanation
00000001946341d0 (__TEXT,__text) external _kim_selection_hints_get_hint
00000001946341d8 (__TEXT,__text) external _kim_selection_hints_get_identity
00000001946341e0 (__TEXT,__text) external _kim_selection_hints_get_options
00000001946341e8 (__TEXT,__text) external _kim_selection_hints_get_remember_identity
00000001946341f0 (__TEXT,__text) external _kim_selection_hints_remember_identity
00000001946341f8 (__TEXT,__text) external _kim_selection_hints_set_allow_user_interaction
0000000194634200 (__TEXT,__text) external _kim_selection_hints_set_explanation
0000000194634208 (__TEXT,__text) external _kim_selection_hints_set_hint
0000000194634210 (__TEXT,__text) external _kim_selection_hints_set_options
0000000194634218 (__TEXT,__text) external _kim_selection_hints_set_remember_identity
0000000194634220 (__TEXT,__text) external _kim_string_compare
0000000194634228 (__TEXT,__text) external _kim_string_copy
0000000194634230 (__TEXT,__text) external _kim_string_create_for_last_error
0000000194634238 (__TEXT,__text) external _kim_string_free
000000019463edd8 (__TEXT,__text) external _kname_parse
000000019463ede0 (__TEXT,__text) external _kname_unparse
0000000194634240 (__TEXT,__text) external _krb524_convert_creds_kdc
0000000194634248 (__TEXT,__text) external _krb5_425_conv_principal
0000000194634250 (__TEXT,__text) external _krb5_524_conv_principal
0000000194634258 (__TEXT,__text) external _krb5_524_convert_creds
0000000194634260 (__TEXT,__text) external _krb5_address_compare
0000000194634268 (__TEXT,__text) external _krb5_address_order
0000000194634270 (__TEXT,__text) external _krb5_address_search
0000000194634278 (__TEXT,__text) external _krb5_aname_to_localname
00000001946387c0 (__TEXT,__text) external _krb5_appdefault_boolean
000000019463870c (__TEXT,__text) external _krb5_appdefault_string
                 (undefined) external _krb5_auth_con_free (from Heimdal)
                 (indirect) external _krb5_auth_con_free (for _krb5_auth_con_free)
                 (undefined) external _krb5_auth_con_genaddrs (from Heimdal)
                 (indirect) external _krb5_auth_con_genaddrs (for _krb5_auth_con_genaddrs)
0000000194634280 (__TEXT,__text) external _krb5_auth_con_get_checksum_func
000000019463fb1c (__TEXT,__text) external _krb5_auth_con_getaddrs
000000019463fc5c (__TEXT,__text) external _krb5_auth_con_getauthenticator
                 (undefined) external _krb5_auth_con_getflags (from Heimdal)
                 (indirect) external _krb5_auth_con_getflags (for _krb5_auth_con_getflags)
000000019463fba4 (__TEXT,__text) external _krb5_auth_con_getkey
                 (undefined) external _krb5_auth_con_getlocalseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getlocalseqnumber (for _krb5_auth_con_getlocalseqnumber)
000000019463fca4 (__TEXT,__text) external _krb5_auth_con_getlocalsubkey
000000019463fc14 (__TEXT,__text) external _krb5_auth_con_getrcache
0000000194634288 (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
000000019463fd44 (__TEXT,__text) external _krb5_auth_con_getremotesubkey
0000000194634290 (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
0000000194634298 (__TEXT,__text) external _krb5_auth_con_initivector
00000001946342a0 (__TEXT,__text) external _krb5_auth_con_set_checksum_func
000000019463fae4 (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
000000019463fb6c (__TEXT,__text) external _krb5_auth_con_setports
000000019463fbdc (__TEXT,__text) external _krb5_auth_con_setrcache
00000001946342a8 (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
00000001946342b0 (__TEXT,__text) external _krb5_auth_con_setsendsubkey
00000001946342b8 (__TEXT,__text) external _krb5_auth_con_setuseruserkey
0000000194638b8c (__TEXT,__text) external _krb5_build_principal
00000001946342c0 (__TEXT,__text) external _krb5_build_principal_alloc_va
0000000194638acc (__TEXT,__text) external _krb5_build_principal_ext
00000001946342c8 (__TEXT,__text) external _krb5_build_principal_va
00000001946342d0 (__TEXT,__text) external _krb5_c_block_size
00000001946342d8 (__TEXT,__text) external _krb5_c_checksum_length
0000000194641250 (__TEXT,__text) external _krb5_c_decrypt
