00007ffa4291b0f0 (__DATA,__bss) non-external _SVC_REQ_KEY
                 (undefined) external _mach_task_self_ (from libSystem)
00007ffa14b761dd (__TEXT,__text) non-external _makefd_xprt
00007ffa14b80ee5 (__TEXT,__text) non-external _makefd_xprt.cold.1
00007ffa14b80f93 (__TEXT,__text) non-external _makefd_xprt.cold.2
00007ffa14b81041 (__TEXT,__text) non-external _makefd_xprt.cold.3
00007ffa14b810ef (__TEXT,__text) non-external _makefd_xprt.cold.4
00007ffa14b8118a (__TEXT,__text) non-external _makefd_xprt.cold.5
                 (undefined) external _malloc (from libSystem)
00007ffa14b6f19a (__TEXT,__text) non-external _marshal_new_auth
00007ffa14b7eb52 (__TEXT,__text) non-external _marshal_new_auth.cold.1
00007ffa4291ab80 (__DATA,__data) non-external _maxgrplist
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mkstemps (from libSystem)
00007ffa40c3b2b0 (__DATA_CONST,__const) non-external _nc_tab
00007ffa40c3b1c0 (__DATA_CONST,__const) non-external _netids
00007ffa14b83668 (__TEXT,__const) external _oncrpcVersionNumber
00007ffa14b83640 (__TEXT,__const) external _oncrpcVersionString
00007ffa4291aee8 (__DATA,__data) non-external _oncrpc_xprt_init
                 (undefined) external _open (from libSystem)
00007ffa14b7b2d8 (__TEXT,__text) non-external (was a private external) _open_socket
00007ffa4291ab30 (__DATA,__data) non-external _ops
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pipe (from libSystem)
00007ffa4291ac50 (__DATA,__data) non-external _pmap_addrs
00007ffa14b73d61 (__TEXT,__text) non-external _pmap_bcastrecv
00007ffa14b72fef (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
00007ffa14b73a98 (__TEXT,__text) non-external _pmap_mcastrecv
                 (undefined) external _poll (from libSystem)
00007ffa4291ae38 (__DATA,__data) non-external _poll_timeout
00007ffa4291b050 (__DATA,__data) non-external (was a private external) _portmap_netid
00007ffa4291b0e0 (__DATA,__bss) non-external _proglst
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait_relative_np (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_exit (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_getugid_np (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_destroy (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_set_qos_class_self_np (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_setugid_np (from libSystem)
                 (undefined) external _read (from libSystem)
00007ffa14b71a1c (__TEXT,__text) non-external _readstrm
00007ffa14b76681 (__TEXT,__text) non-external _readstrm
00007ffa14b81394 (__TEXT,__text) non-external _readstrm.cold.1
00007ffa14b81442 (__TEXT,__text) non-external _readstrm.cold.2
                 (undefined) external _realloc (from libSystem)
00007ffa14b7a12e (__TEXT,__text) non-external _realloc_stream
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _recvfrom (from libSystem)
00007ffa14b7b36c (__TEXT,__text) non-external (was a private external) _recvfrom_and_to
00007ffa14b831ba (__TEXT,__text) non-external _recvfrom_and_to.cold.1
                 (undefined) external _recvmsg (from libSystem)
00007ffa14b765ea (__TEXT,__text) non-external _rendezvous_abort_freeargs
00007ffa14b765da (__TEXT,__text) non-external _rendezvous_abort_getargs
00007ffa14b765e2 (__TEXT,__text) non-external _rendezvous_abort_reply
00007ffa14b765f2 (__TEXT,__text) non-external _rendezvous_destroy
00007ffa14b76444 (__TEXT,__text) non-external _rendezvous_request
00007ffa14b81238 (__TEXT,__text) non-external _rendezvous_request.cold.1
00007ffa14b765cf (__TEXT,__text) non-external _rendezvous_stat
00007ffa14b6f976 (__TEXT,__text) external _reply_addr_cache_create
00007ffa14b6f9ce (__TEXT,__text) external _reply_addr_cache_destroy
00007ffa4291ac90 (__DATA,__data) non-external _reply_dscrm
00007ffa14b7c144 (__TEXT,__text) non-external _reset_if_addr_cache
00007ffa14b70d40 (__TEXT,__text) non-external _rpc_createerr_destroy
00007ffa4291b0b0 (__DATA,__bss) non-external _rpc_createerr_key
00007ffa4291ab88 (__DATA,__data) non-external _rpc_createerr_once
00007ffa40c3aee0 (__DATA_CONST,__const) non-external _rpc_errlist
00007ffa4291ac68 (__DATA,__data) non-external _rpc_multicast
00007ffa4291ac40 (__DATA,__data) non-external _rpcb_addrs
00007ffa14b7382e (__TEXT,__text) non-external _rpcb_mcastrecv
00007ffa14b7de04 (__TEXT,__text) non-external _rpcbind_getaddr_generic
00007ffa14b7b5ac (__TEXT,__text) non-external _search_local_ifaddr_cache
                 (undefined) external _sendto (from libSystem)
00007ffa4291acc0 (__DATA,__data) non-external _server_ops
00007ffa14b79e42 (__TEXT,__text) non-external _set_input_fragment
00007ffa14b7c006 (__TEXT,__text) non-external (was a private external) _set_local_ephemeral_sockname
00007ffa4291aff0 (__DATA,__data) non-external _set_retry_timeout
00007ffa4291b058 (__DATA,__data) non-external _set_retry_timeout
00007ffa4291b000 (__DATA,__data) non-external _set_total_timeout
00007ffa4291b068 (__DATA,__data) non-external _set_total_timeout
                 (undefined) external _setsockopt (from libSystem)
00007ffa14b79de8 (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _sleep (from libSystem)
00007ffa14b70c3f (__TEXT,__text) non-external _slprintf
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _socket (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ffa4291abd8 (__DATA,__data) non-external _strm_ops
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ffa4291b0c8 (__DATA,__bss) non-external _svc_active_threads
00007ffa14b77c93 (__TEXT,__text) non-external (was a private external) _svc_armxprt
00007ffa14b82420 (__TEXT,__text) non-external _svc_armxprt.cold.1
00007ffa14b824ce (__TEXT,__text) non-external _svc_armxprt.cold.2
00007ffa14b82557 (__TEXT,__text) non-external _svc_armxprt.cold.3
00007ffa14b77e31 (__TEXT,__text) non-external (was a private external) _svc_clear_kq_control
00007ffa14b75702 (__TEXT,__text) non-external _svc_complete
00007ffa4291b214 (__DATA,__common) non-external (was a private external) _svc_cred_switch
00007ffa4291ad48 (__DATA,__data) non-external _svc_exit_cond
00007ffa4291b0cc (__DATA,__bss) non-external _svc_exit_flag
00007ffa14b781fc (__TEXT,__text) non-external (was a private external) _svc_get_thread_req
00007ffa4291b0e8 (__DATA,__bss) non-external _svc_head
00007ffa14b77e25 (__TEXT,__text) non-external (was a private external) _svc_kq_control
00007ffa4291ae48 (__DATA,__data) non-external (was a private external) _svc_listen_backlog
00007ffa4291acf0 (__DATA,__data) non-external (was a private external) _svc_max_threads
00007ffa4291acf4 (__DATA,__data) non-external (was a private external) _svc_min_threads
00007ffa4291acf8 (__DATA,__data) non-external (was a private external) _svc_nreq
00007ffa14b77b69 (__TEXT,__text) non-external _svc_oncrpc_start
00007ffa14b82216 (__TEXT,__text) non-external _svc_oncrpc_start.cold.1
00007ffa14b822c4 (__TEXT,__text) non-external _svc_oncrpc_start.cold.2
00007ffa14b82372 (__TEXT,__text) non-external _svc_oncrpc_start.cold.3
00007ffa4291ae08 (__DATA,__data) non-external _svc_poll_cond
00007ffa4291adc8 (__DATA,__data) non-external _svc_poll_lock
00007ffa4291b0d0 (__DATA,__bss) non-external _svc_polling
00007ffa14b77eb7 (__TEXT,__text) non-external (was a private external) _svc_rearmxprt
00007ffa14b82754 (__TEXT,__text) non-external _svc_rearmxprt.cold.1
00007ffa14b827f5 (__TEXT,__text) non-external _svc_rearmxprt.cold.2
00007ffa14b828a3 (__TEXT,__text) non-external _svc_rearmxprt.cold.3
00007ffa4291af00 (__DATA,__data) non-external _svc_register_lock
00007ffa14b78233 (__TEXT,__text) external _svc_req_clone
00007ffa14b78382 (__TEXT,__text) external _svc_req_destroy
00007ffa14b77d92 (__TEXT,__text) non-external (was a private external) _svc_rmxprt
00007ffa14b825f8 (__TEXT,__text) non-external _svc_rmxprt.cold.1
00007ffa4291ad00 (__DATA,__data) non-external (was a private external) _svc_stack_size
00007ffa14b74f87 (__TEXT,__text) non-external _svc_start_threads
00007ffa14b74f34 (__TEXT,__text) non-external _svc_thread
00007ffa4291ad08 (__DATA,__data) non-external _svc_thread_lock
00007ffa4291b208 (__DATA,__common) non-external (was a private external) _svc_thread_qos_class
00007ffa4291b20c (__DATA,__common) non-external (was a private external) _svc_thread_relative_priority
00007ffa14b77ff9 (__TEXT,__text) non-external (was a private external) _svc_unarmxprt
00007ffa14b82944 (__TEXT,__text) non-external _svc_unarmxprt.cold.1
00007ffa14b829cd (__TEXT,__text) non-external _svc_unarmxprt.cold.2
00007ffa4291ad78 (__DATA,__data) non-external _svc_workq_lock
00007ffa14b777b3 (__TEXT,__text) non-external (was a private external) _svc_xprt_create
00007ffa14b820ba (__TEXT,__text) non-external _svc_xprt_create.cold.1
00007ffa14b82168 (__TEXT,__text) non-external _svc_xprt_create.cold.2
00007ffa14b77a05 (__TEXT,__text) non-external (was a private external) _svc_xprt_destroy
00007ffa40c3b080 (__DATA_CONST,__const) non-external _svcauthsw
00007ffa14b74e73 (__TEXT,__text) non-external _svcraw_destroy
00007ffa14b74e6b (__TEXT,__text) non-external _svcraw_freeargs
00007ffa14b74e5b (__TEXT,__text) non-external _svcraw_getargs
00007ffa14b74e48 (__TEXT,__text) non-external _svcraw_recv
00007ffa14b74e63 (__TEXT,__text) non-external _svcraw_reply
00007ffa14b74e50 (__TEXT,__text) non-external _svcraw_stat
00007ffa14b7662b (__TEXT,__text) non-external _svcstrm_destroy
00007ffa14b812e6 (__TEXT,__text) non-external _svcstrm_destroy.cold.1
00007ffa14b75cd6 (__TEXT,__text) non-external _svcstrm_domain_create
00007ffa14b806f9 (__TEXT,__text) non-external _svcstrm_domain_create.cold.1
00007ffa14b807a7 (__TEXT,__text) non-external _svcstrm_domain_create.cold.2
00007ffa14b80855 (__TEXT,__text) non-external _svcstrm_domain_create.cold.3
00007ffa14b76cc1 (__TEXT,__text) non-external _svcstrm_freeargs
00007ffa14b76b6f (__TEXT,__text) non-external _svcstrm_getargs
00007ffa4291ae80 (__DATA,__data) non-external _svcstrm_op
00007ffa14b769a4 (__TEXT,__text) non-external _svcstrm_recv
00007ffa14b8158b (__TEXT,__text) non-external _svcstrm_recv.cold.1
00007ffa14b81626 (__TEXT,__text) non-external _svcstrm_recv.cold.2
00007ffa14b816d4 (__TEXT,__text) non-external _svcstrm_recv.cold.3
00007ffa4291ae50 (__DATA,__data) non-external _svcstrm_rendezvous_op
00007ffa14b76c0b (__TEXT,__text) non-external _svcstrm_reply
00007ffa14b8176f (__TEXT,__text) non-external _svcstrm_reply.cold.1
00007ffa14b76b13 (__TEXT,__text) non-external _svcstrm_stat
00007ffa14b75e92 (__TEXT,__text) external _svcticots_create
00007ffa14b75e9c (__TEXT,__text) external _svcticotsord_create
00007ffa14b80903 (__TEXT,__text) non-external _svcticotsord_create.cold.1
00007ffa14b809b1 (__TEXT,__text) non-external _svcticotsord_create.cold.2
00007ffa14b80a5f (__TEXT,__text) non-external _svcticotsord_create.cold.3
00007ffa14b80af3 (__TEXT,__text) non-external _svcticotsord_create.cold.4
00007ffa14b80b92 (__TEXT,__text) non-external _svcticotsord_create.cold.5
00007ffa14b80c2d (__TEXT,__text) non-external _svcticotsord_create.cold.6
00007ffa14b80cdb (__TEXT,__text) non-external _svcticotsord_create.cold.7
00007ffa14b80d89 (__TEXT,__text) non-external _svcticotsord_create.cold.8
00007ffa14b80e37 (__TEXT,__text) non-external _svcticotsord_create.cold.9
00007ffa14b77755 (__TEXT,__text) non-external _svcudp_destroy
00007ffa14b8200c (__TEXT,__text) non-external _svcudp_destroy.cold.1
00007ffa14b77727 (__TEXT,__text) non-external _svcudp_freeargs
00007ffa14b7735c (__TEXT,__text) non-external _svcudp_getargs
00007ffa4291aeb0 (__DATA,__data) non-external _svcudp_op
00007ffa14b77048 (__TEXT,__text) non-external _svcudp_recv
00007ffa14b81c31 (__TEXT,__text) non-external _svcudp_recv.cold.1
00007ffa14b81cdf (__TEXT,__text) non-external _svcudp_recv.cold.2
00007ffa14b773dd (__TEXT,__text) non-external _svcudp_reply
00007ffa14b81d8d (__TEXT,__text) non-external _svcudp_reply.cold.1
00007ffa14b81e28 (__TEXT,__text) non-external _svcudp_reply.cold.2
00007ffa14b81ec3 (__TEXT,__text) non-external _svcudp_reply.cold.3
00007ffa14b81f5e (__TEXT,__text) non-external _svcudp_reply.cold.4
00007ffa14b77351 (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libSystem)
00007ffa14b70d51 (__TEXT,__text) non-external _tsd_init_buf
00007ffa14b7f08d (__TEXT,__text) non-external _tsd_init_buf.cold.1
00007ffa14b70679 (__TEXT,__text) non-external _tsd_init_rpc_createerr
00007ffa14b7ee98 (__TEXT,__text) non-external _tsd_init_rpc_createerr.cold.1
00007ffa4291ac08 (__DATA,__data) non-external _udp_ops
00007ffa14b7bd05 (__TEXT,__text) non-external _ugetport
00007ffa14b758bf (__TEXT,__text) non-external _universal
00007ffa14b8009e (__TEXT,__text) non-external _universal.cold.1
00007ffa14b80139 (__TEXT,__text) non-external _universal.cold.2
00007ffa14b801cd (__TEXT,__text) non-external _universal.cold.3
                 (undefined) external _unlink (from libSystem)
00007ffa4291b010 (__DATA,__data) non-external _unset_retry_timeout
00007ffa4291b078 (__DATA,__data) non-external _unset_retry_timeout
00007ffa4291b020 (__DATA,__data) non-external _unset_total_timeout
00007ffa4291b088 (__DATA,__data) non-external _unset_total_timeout
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
00007ffa14b77e5f (__TEXT,__text) non-external _wakeup_kq
00007ffa14b826a6 (__TEXT,__text) non-external _wakeup_kq.cold.1
                 (undefined) external _warnx (from libSystem)
00007ffa4291adb8 (__DATA,__data) non-external _workq
                 (undefined) external _write (from libSystem)
00007ffa14b71b17 (__TEXT,__text) non-external _writestrm
00007ffa14b76848 (__TEXT,__text) non-external _writestrm
00007ffa14b814dd (__TEXT,__text) non-external _writestrm.cold.1
00007ffa14b7a468 (__TEXT,__text) non-external _x_destroy
00007ffa14b7a457 (__TEXT,__text) non-external _x_getpostn
00007ffa14b7a3e7 (__TEXT,__text) non-external _x_inline
00007ffa14b7a3d9 (__TEXT,__text) non-external _x_putbytes
00007ffa14b7a3ca (__TEXT,__text) non-external _x_putlong
00007ffa14b7a460 (__TEXT,__text) non-external _x_setpostn
00007ffa14b749c4 (__TEXT,__text) non-external _xdr_accepted_reply
00007ffa14b73f4d (__TEXT,__text) non-external _xdr_callit_args
00007ffa14b7949c (__TEXT,__text) non-external (was a private external) _xdr_is_memstream
00007ffa14b7a118 (__TEXT,__text) non-external (was a private external) _xdr_is_recstream
00007ffa14b740db (__TEXT,__text) non-external _xdr_pmapcallres
00007ffa14b74a4f (__TEXT,__text) non-external _xdr_rejected_reply
00007ffa14b73fc8 (__TEXT,__text) non-external _xdr_rmt3callres
00007ffa14b7ac00 (__TEXT,__text) external _xdr_vmbytes
00007ffa14b8305e (__TEXT,__text) non-external _xdr_vmbytes.cold.1
00007ffa14b836e0 (__TEXT,__const) non-external _xdr_zero
00007ffa14b795dd (__TEXT,__text) non-external _xdrmem_destroy
00007ffa14b7951c (__TEXT,__text) non-external _xdrmem_getbytes
00007ffa14b795e3 (__TEXT,__text) non-external _xdrmem_getlong_aligned
00007ffa14b794c5 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
00007ffa14b79588 (__TEXT,__text) non-external _xdrmem_getpos
00007ffa14b79433 (__TEXT,__text) non-external (was a private external) _xdrmem_getrecord
00007ffa14b7963d (__TEXT,__text) non-external _xdrmem_inline_aligned
00007ffa14b795d5 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00007ffa40c3b0e0 (__DATA_CONST,__const) non-external _xdrmem_ops_aligned
00007ffa40c3b098 (__DATA_CONST,__const) non-external _xdrmem_ops_unaligned
00007ffa14b79555 (__TEXT,__text) non-external _xdrmem_putbytes
00007ffa14b79610 (__TEXT,__text) non-external _xdrmem_putlong_aligned
00007ffa14b794f2 (__TEXT,__text) non-external _xdrmem_putlong_unaligned
00007ffa14b795a2 (__TEXT,__text) non-external _xdrmem_setpos
00007ffa14b79948 (__TEXT,__text) non-external _xdrrec_destroy
00007ffa14b7972c (__TEXT,__text) non-external _xdrrec_getbytes
00007ffa14b7965e (__TEXT,__text) non-external _xdrrec_getlong
00007ffa14b79828 (__TEXT,__text) non-external _xdrrec_getpos
00007ffa14b79fb5 (__TEXT,__text) non-external (was a private external) _xdrrec_getrecord
00007ffa14b798fd (__TEXT,__text) non-external _xdrrec_inline
00007ffa14b79b11 (__TEXT,__text) non-external (was a private external) _xdrrec_isrecordstart
00007ffa40c3b128 (__DATA_CONST,__const) non-external (was a private external) _xdrrec_ops
00007ffa14b797a4 (__TEXT,__text) non-external _xdrrec_putbytes
00007ffa14b796c6 (__TEXT,__text) non-external _xdrrec_putlong
00007ffa14b7987b (__TEXT,__text) non-external _xdrrec_setpos
00007ffa14b7a5e6 (__TEXT,__text) non-external _xdrstdio_destroy
00007ffa14b7a54b (__TEXT,__text) non-external _xdrstdio_getbytes
00007ffa14b7a4cb (__TEXT,__text) non-external _xdrstdio_getlong
00007ffa14b7a5ab (__TEXT,__text) non-external _xdrstdio_getpos
00007ffa14b7a5de (__TEXT,__text) non-external _xdrstdio_inline
00007ffa40c3b170 (__DATA_CONST,__const) non-external _xdrstdio_ops
00007ffa14b7a57b (__TEXT,__text) non-external _xdrstdio_putbytes
00007ffa14b7a512 (__TEXT,__text) non-external _xdrstdio_putlong
00007ffa14b7a5c6 (__TEXT,__text) non-external _xdrstdio_setpos
00007ffa14b77a8b (__TEXT,__text) non-external (was a private external) _xprt_ref
00007ffa14b77ad1 (__TEXT,__text) non-external (was a private external) _xprt_unref
