                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80d23473a (__TEXT,__text) external __cg_jcopy_block_row
00007ff80d255a40 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
00007ff80d2559c0 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscales
00007ff80d250226 (__TEXT,__text) non-external _start_pass_huff
00007ff80d24c502 (__TEXT,__text) non-external _start_pass_huff_decoder
00007ff80d234804 (__TEXT,__text) non-external _start_pass_main
00007ff80d24175a (__TEXT,__text) non-external _start_pass_main
00007ff80d24bf2a (__TEXT,__text) non-external _start_pass_merged_upsample
00007ff80d234b50 (__TEXT,__text) non-external _start_pass_prep
00007ff80d241e2e (__TEXT,__text) non-external _start_pass_upsample
00007ff80d2561b0 (__TEXT,__const) non-external _std_chrominance_quant_tbl
00007ff80d2560b0 (__TEXT,__const) non-external _std_luminance_quant_tbl
00007ff80d254147 (__TEXT,__text) non-external _term_destination
00007ff80d254355 (__TEXT,__text) non-external _term_mem_destination
00007ff80d230ccd (__TEXT,__text) non-external _term_source
                 (undefined) external _tmpfile (from libSystem)
00007ff80d22c1f9 (__TEXT,__text) non-external _update_box
00007ff80d240f56 (__TEXT,__text) non-external _use_merged_upsample
00007ff80d230acb (__TEXT,__text) non-external _write_backing_store
00007ff80d24efa4 (__TEXT,__text) non-external _write_file_header
00007ff80d24f829 (__TEXT,__text) non-external _write_file_trailer
00007ff80d24f1d5 (__TEXT,__text) non-external _write_frame_header
00007ff80d24f961 (__TEXT,__text) non-external _write_marker_byte
00007ff80d24f8f1 (__TEXT,__text) non-external _write_marker_header
00007ff80d24f4c9 (__TEXT,__text) non-external _write_scan_header
00007ff80d24f84f (__TEXT,__text) non-external _write_tables_only
00007ff80d2334c7 (__TEXT,__text) non-external _ycc_rgb_convert
00007ff80d233798 (__TEXT,__text) non-external _ycck_cmyk_convert
