00007ff841ea7718 (__DATA,__data) non-external _C
                 (undefined) external ___semwait_signal_nocancel (from libsystem_kernel)
                 (undefined) external ___sendto (from libsystem_kernel)
                 (undefined) external ___sendto_nocancel (from libsystem_kernel)
00007ff8002e5281 (__TEXT,__text) external ___set_ones_D2A
00007ff80029bc26 (__TEXT,__text) non-external (was a private external) ___setenv_locked
                 (undefined) external ___setlogin (from libsystem_kernel)
00007ff8002edcb5 (__TEXT,__text) external ___setonlyClocaleconv
00007ff8002bd8d1 (__TEXT,__text) non-external (was a private external) ___setrunelocale
00007ff841eaa108 (__DATA,__bss) non-external ___setrunelocale.CachedRuneLocale
00007ff841eaa110 (__DATA,__bss) non-external ___setrunelocale.cache_lock
                 (undefined) external ___settimeofday (from libsystem_kernel)
00007ff80030d553 (__TEXT,__text) non-external ___setup_vars
00007ff80030b96d (__TEXT,__text) non-external (was a private external) ___setutxent
00007ff8002a82a3 (__TEXT,__text) external ___sflags
00007ff8002a7d2d (__TEXT,__text) external ___sflush
00007ff8002a833e (__TEXT,__text) external ___sfp
00007ff8002a84fe (__TEXT,__text) non-external (was a private external) ___sfprelease
00007ff80029b542 (__TEXT,__text) external ___sfvwrite
00007ff8002da090 (__TEXT,__text) non-external (was a private external) ___sgetrune
00007ff841ea79e0 (__DATA,__data) external ___sglue
                 (undefined) external ___sigaltstack (from libsystem_kernel)
00007ff8002a3a0b (__TEXT,__text) external ___sinit
00007ff8002cff40 (__TEXT,__text) external ___slbexpand
00007ff8002ae315 (__TEXT,__text) external ___smakebuf
00007ff80029b8fd (__TEXT,__text) external ___snprintf_chk
00007ff8003151ec (__TEXT,__text) external ___snprintf_object_size_chk
00007ff8002e0a86 (__TEXT,__text) external ___split_page
00007ff8002fcf67 (__TEXT,__text) non-external ___sprint
00007ff8002a46ce (__TEXT,__text) external ___sprintf_chk
00007ff800315335 (__TEXT,__text) external ___sprintf_object_size_chk
00007ff8002da16a (__TEXT,__text) non-external (was a private external) ___sputrune
00007ff8002ca921 (__TEXT,__text) external ___sread
00007ff8002a38c3 (__TEXT,__text) external ___srefill
00007ff8002a38ea (__TEXT,__text) non-external (was a private external) ___srefill0
00007ff8002a41b0 (__TEXT,__text) non-external (was a private external) ___srefill1
00007ff8002c0dc3 (__TEXT,__text) external ___srget
00007ff8002caa93 (__TEXT,__text) external ___sseek
00007ff800302cee (__TEXT,__text) external ___stack_chk_fail
00007ff843a481a0 (__DATA_DIRTY,__common) external ___stack_chk_guard
                 (undefined) external ___stat64_extended (from libsystem_kernel)
                 (undefined) external ___stat_extended (from libsystem_kernel)
00007ff841ea79c0 (__DATA,__data) external ___stderrp
00007ff841ea79b0 (__DATA,__data) external ___stdinp
00007ff80031545f (__TEXT,__text) non-external (was a private external) ___stdio_init
00007ff841eaa190 (__DATA,__bss) non-external ___stdout_evp
00007ff841ea79b8 (__DATA,__data) external ___stdoutp
00007ff8003152e0 (__TEXT,__text) external ___stpcpy_chk
00007ff800315402 (__TEXT,__text) external ___stpncpy_chk
00007ff80029c880 (__TEXT,__text) external ___strcat_chk
00007ff8002e51f0 (__TEXT,__text) external ___strcp_D2A
00007ff8002a5b60 (__TEXT,__text) external ___strcpy_chk
00007ff843a46928 (__DATA_DIRTY,__bss) non-external ___stream_max
00007ff841eaa388 (__DATA,__bss) non-external ___strerror_ebuf
00007ff8002a12a4 (__TEXT,__text) external ___strlcat_chk
00007ff80029c0c2 (__TEXT,__text) external ___strlcpy_chk
00007ff80029e86d (__TEXT,__text) external ___strncat_chk
00007ff8002a4c2e (__TEXT,__text) external ___strncpy_chk
00007ff8002ab18c (__TEXT,__text) external ___strtodg
00007ff8002e531c (__TEXT,__text) external ___strtopdd
00007ff800318570 (__TEXT,__const) non-external ___strtopdd.fpi0
00007ff8002ccfa8 (__TEXT,__text) external ___strtopx
00007ff841ea7748 (__DATA,__data) non-external ___strtopx.fpi0
00007ff8002c9660 (__TEXT,__text) external ___sum_D2A
00007ff8002f8aac (__TEXT,__text) external ___svfscanf
00007ff8002a1511 (__TEXT,__text) non-external (was a private external) ___svfscanf_l
00007ff800318d30 (__TEXT,__const) non-external ___svfscanf_l.basefix
00007ff8002cd529 (__TEXT,__text) external ___swbuf
00007ff8002ae506 (__TEXT,__text) external ___swhatbuf
00007ff8002cca77 (__TEXT,__text) external ___swrite
00007ff8002bcb7a (__TEXT,__text) external ___swsetup
                 (undefined) external ___sysctl (from libsystem_kernel)
00007ff841ea7ac8 (__DATA,__data) non-external ___systemfn_mutex
00007ff841ea7bd0 (__DATA,__data) non-external ___systemfn_mutex
00007ff800318360 (__TEXT,__const) external ___tens_D2A
                 (undefined) external ___thread_selfusage (from libsystem_kernel)
00007ff8002d33d9 (__TEXT,__text) non-external ___thread_stack_async_pcs
00007ff8002d31f0 (__TEXT,__text) non-external ___thread_stack_pcs
00007ff8002bee6f (__TEXT,__text) non-external (was a private external) ___time_load_locale
00007ff841eaa380 (__DATA,__bss) non-external ___time_load_locale.cache
00007ff800318330 (__TEXT,__const) external ___tinytens_D2A
00007ff80029e974 (__TEXT,__text) external ___tolower
00007ff8002ee6e7 (__TEXT,__text) external ___tolower_l
00007ff80029e9b4 (__TEXT,__text) external ___toupper
00007ff8002ee6c8 (__TEXT,__text) external ___toupper_l
00007ff8002c97b6 (__TEXT,__text) external ___trailz_D2A
00007ff8002c1b14 (__TEXT,__text) external ___ulp_D2A
00007ff80029b9e6 (__TEXT,__text) non-external ___ultoa
00007ff8002fcbad (__TEXT,__text) non-external ___ultoa
                 (undefined) external ___umask_extended (from libsystem_kernel)
00007ff8002c0e4b (__TEXT,__text) external ___ungetc
00007ff8002f846b (__TEXT,__text) external ___ungetwc
                 (undefined) external ___unix_conforming (from libsystem_pthread)
00007ff80029c43f (__TEXT,__text) non-external (was a private external) ___unsetenv_locked
00007ff8003192c0 (__TEXT,__const) non-external (was a private external) ___uppercase_hex
00007ff80030c3ce (__TEXT,__text) non-external (was a private external) ___utmpxname
00007ff841eaa460 (__DATA,__bss) non-external ___utx__
00007ff800317ec4 (__TEXT,__const) non-external (was a private external) ___utx_magic__
00007ff800296bf4 (__TEXT,__text) non-external (was a private external) ___v2printf
00007ff800296f46 (__TEXT,__text) non-external (was a private external) ___vfprintf
00007ff8003169ec (__TEXT,__text) non-external ___vfprintf.cold.1
00007ff800318cf0 (__TEXT,__const) non-external ___vfprintf.xdigs_lower
00007ff800318d00 (__TEXT,__const) non-external ___vfprintf.xdigs_upper
00007ff8002f8d19 (__TEXT,__text) non-external (was a private external) ___vfwprintf
00007ff800318d60 (__TEXT,__const) non-external ___vfwprintf.xdigs_lower
00007ff800318d70 (__TEXT,__const) non-external ___vfwprintf.xdigs_upper
00007ff8002fd17e (__TEXT,__text) non-external (was a private external) ___vfwscanf
00007ff800318e60 (__TEXT,__const) non-external ___vfwscanf.basefix
00007ff8002aa27b (__TEXT,__text) external ___vsnprintf_chk
00007ff800315297 (__TEXT,__text) external ___vsprintf_chk
                 (undefined) external ___wait4 (from libsystem_kernel)
                 (undefined) external ___wait4_nocancel (from libsystem_kernel)
00007ff8002ef2e0 (__TEXT,__text) non-external (was a private external) ___wcs_end_offset
00007ff8002eefb0 (__TEXT,__text) non-external (was a private external) ___wcsnrtombs_std
00007ff8002ee59b (__TEXT,__text) external ___wcwidth
00007ff8002ee706 (__TEXT,__text) external ___wcwidth_l
00007ff8002bd8a9 (__TEXT,__text) non-external (was a private external) ___wrap_setrunelocale
00007ff8002bacb5 (__TEXT,__text) non-external (was a private external) ___xlocale_init
00007ff8002d6aba (__TEXT,__text) non-external ___xlocale_release
00007ff8002caaf0 (__TEXT,__text) non-external (was a private external) ___xprintf_domain_init
00007ff8003156d0 (__TEXT,__text) non-external ___xprintf_domain_init.cold.1
00007ff841ea7720 (__DATA,__data) non-external (was a private external) ___xprintf_domain_once
00007ff80030b23f (__TEXT,__text) non-external (was a private external) ___xprintf_vector
00007ff8002a9e63 (__TEXT,__text) non-external (was a private external) ___xvprintf
00007ff8003062c6 (__TEXT,__text) external __allocenvstate
00007ff8002e577a (__TEXT,__text) non-external (was a private external) __arc4_fork_child
00007ff8002eb5f0 (__TEXT,__text) non-external (was a private external) __ascii_init
00007ff8002eb63d (__TEXT,__text) non-external __ascii_mbrtowc
00007ff8002eb683 (__TEXT,__text) non-external __ascii_mbsinit
00007ff8002eb68e (__TEXT,__text) non-external __ascii_mbsnrtowcs
00007ff8002eb721 (__TEXT,__text) non-external __ascii_wcrtomb
00007ff8002eb750 (__TEXT,__text) non-external __ascii_wcsnrtombs
00007ff8002d2acd (__TEXT,__text) external __atexit_receipt
00007ff841ea9770 (__DATA,__bss) non-external __atexit_receipt_enabled
00007ff8002ad1a9 (__TEXT,__text) non-external __backtrace_snprintf
00007ff840026880 (__DATA_CONST,__const) external __c_locale
00007ff8002c3cfd (__TEXT,__text) external __cleanup
00007ff8002d482e (__TEXT,__text) external __closeutx
00007ff8003062d0 (__TEXT,__text) external __copyenv
00007ff841ea7ac0 (__DATA,__data) external __cthread_init_routine
00007ff80030634e (__TEXT,__text) external __deallocenvstate
00007ff8002ca782 (__TEXT,__text) non-external __duplocale
                 (undefined) external __dyld_get_image_uuid (from libdyld)
                 (undefined) external __dyld_get_shared_cache_range (from libdyld)
                 (undefined) external __dyld_get_shared_cache_uuid (from libdyld)
                 (undefined) external __dyld_images_for_addresses (from libdyld)
00007ff841eaa4a0 (__DATA,__common) non-external (was a private external) __e_err_exit
00007ff841eaa498 (__DATA,__common) non-external (was a private external) __e_err_file
00007ff8002e59d8 (__TEXT,__text) non-external (was a private external) __e_visprintf
00007ff80030ba8b (__TEXT,__text) external __endutxent
00007ff8003171a1 (__TEXT,__text) non-external __endutxent.cold.1
00007ff8003171c9 (__TEXT,__text) non-external __endutxent.cold.2
                 (undefined) external __exit (from libsystem_kernel)
00007ff8003122cf (__TEXT,__text) non-external (was a private external) __filldir
00007ff8002e8b29 (__TEXT,__text) non-external (was a private external) __filldir$INODE64
00007ff800312b37 (__TEXT,__text) non-external (was a private external) __fixtelldir
00007ff80029d090 (__TEXT,__text) non-external (was a private external) __fixtelldir$INODE64
00007ff8002f36ad (__TEXT,__text) external __flockfile_debug_stub
00007ff8002cc663 (__TEXT,__text) external __fseeko
00007ff8002ca932 (__TEXT,__text) external __ftello
00007ff8002c3d0e (__TEXT,__text) external __fwalk
                 (undefined) external __get_cpu_capabilities (from libsystem_kernel)
00007ff800302e6d (__TEXT,__text) external __getenvp
00007ff80030bd33 (__TEXT,__text) external __getutxent
00007ff8003171f1 (__TEXT,__text) non-external __getutxent.cold.1
00007ff800317219 (__TEXT,__text) non-external __getutxent.cold.2
00007ff80030bda9 (__TEXT,__text) external __getutxid
00007ff800317241 (__TEXT,__text) non-external __getutxid.cold.1
00007ff800317269 (__TEXT,__text) non-external __getutxid.cold.2
00007ff80030bf0c (__TEXT,__text) external __getutxline
00007ff800317291 (__TEXT,__text) non-external __getutxline.cold.1
00007ff8003172b9 (__TEXT,__text) non-external __getutxline.cold.2
00007ff8002a8fbc (__TEXT,__text) external __inet_aton_check
00007ff8002bac62 (__TEXT,__text) external __init_clock_port
00007ff8003002ff (__TEXT,__text) external __int_to_time
00007ff8002a4d14 (__TEXT,__text) non-external __isort
00007ff800303e01 (__TEXT,__text) non-external __isort
00007ff80030624e (__TEXT,__text) non-external __legacy_crt1_environ
00007ff843a468f0 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_child
00007ff841ea9d78 (__DATA,__bss) non-external __libSystem_atfork_child_v2
00007ff843a468e8 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_parent
00007ff841ea9d70 (__DATA,__bss) non-external __libSystem_atfork_parent_v2
00007ff843a468e0 (__DATA_DIRTY,__bss) non-external __libSystem_atfork_prepare
00007ff841ea9d68 (__DATA,__bss) non-external __libSystem_atfork_prepare_v2
00007ff8002d9a2d (__TEXT,__text) external __libc_fork_child
00007ff8002babc7 (__TEXT,__text) non-external (was a private external) __libc_fork_init
00007ff8002d9a21 (__TEXT,__text) external __libc_fork_parent
00007ff8002d9a15 (__TEXT,__text) external __libc_fork_prepare
00007ff8002bab39 (__TEXT,__text) external __libc_initializer
00007ff8002edd25 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_child
00007ff8002edcf6 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_parent
00007ff8002edcc7 (__TEXT,__text) non-external (was a private external) __locale_lock_fork_prepare
00007ff8003002ed (__TEXT,__text) external __long_to_time
00007ff8002d0220 (__TEXT,__text) non-external __mach_boottime_usec
00007ff8002d2adc (__TEXT,__text) non-external (was a private external) __maybe_call_atexit_receipt_handler
00007ff841ea9774 (__DATA,__bss) non-external __maybe_call_atexit_receipt_handler.already_did
00007ff843a468d8 (__DATA_DIRTY,__bss) non-external __mh_execute_header_pointer
00007ff8002c94b9 (__TEXT,__text) non-external __mkdtemp_action
00007ff8002cf534 (__TEXT,__text) non-external __mkfilex_np
00007ff8002ba65b (__TEXT,__text) non-external __mkostemps_action
00007ff8002a628e (__TEXT,__text) non-external __mkpath
00007ff8002ca3e8 (__TEXT,__text) external __mkpath_np
00007ff8002f5086 (__TEXT,__text) non-external __mkstemp_dprotected_np_action
00007ff8003168c8 (__TEXT,__text) non-external __mkstemp_dprotected_np_action.cold.1
00007ff8002f4fd0 (__TEXT,__text) external __mktemp
00007ff8002aec26 (__TEXT,__text) non-external __mktemp_action
00007ff8002ee76e (__TEXT,__text) non-external (was a private external) __none_init
00007ff8002c69be (__TEXT,__text) non-external (was a private external) __none_mbrtowc
00007ff8002ee7bb (__TEXT,__text) non-external (was a private external) __none_mbsinit
00007ff8002ee7c6 (__TEXT,__text) non-external (was a private external) __none_mbsnrtowcs
00007ff8002c3cce (__TEXT,__text) non-external (was a private external) __none_wcrtomb
00007ff8002ee838 (__TEXT,__text) non-external (was a private external) __none_wcsnrtombs
00007ff841ea9f30 (__DATA,__bss) non-external __onlyClocaleconv
00007ff8002d4791 (__TEXT,__text) external __openutx
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
00007ff80031573c (__TEXT,__text) external __os_assert_log
00007ff800315b71 (__TEXT,__text) external __os_assert_log_ctx
00007ff8002c08a4 (__TEXT,__text) external __os_assumes_log
00007ff80031593d (__TEXT,__text) external __os_assumes_log_ctx
00007ff8002a48a7 (__TEXT,__text) external __os_avoid_tail_call
00007ff8003156f3 (__TEXT,__text) external __os_crash
00007ff841eaa488 (__DATA,__common) external __os_crash_callback
00007ff8002da632 (__TEXT,__text) external __os_crash_fmt
00007ff800315d7b (__TEXT,__text) non-external __os_crash_fmt.cold.1
00007ff8002da5d0 (__TEXT,__text) external __os_crash_msg
00007ff80031552e (__TEXT,__text) external __os_debug_log
00007ff8002d4a23 (__TEXT,__text) external __os_debug_log_error_offset
00007ff8002c0bb8 (__TEXT,__text) external __os_debug_log_error_str
00007ff8002c0bce (__TEXT,__text) non-external __os_debug_log_init
00007ff8002d4ab8 (__TEXT,__text) non-external __os_debug_log_open_file
00007ff8002d48a1 (__TEXT,__text) non-external __os_debug_log_write
00007ff8002d4a38 (__TEXT,__text) non-external __os_debug_log_write_error
                 (undefined) external __os_log_default (from libsystem_trace)
00007ff8002c0adc (__TEXT,__text) non-external __os_log_redirect
                 (undefined) external __os_log_send_and_compose_impl (from libsystem_trace)
                 (undefined) external __os_once (from libsystem_platform)
00007ff80029c007 (__TEXT,__text) non-external (was a private external) __owned_ptr_add
00007ff80029bbc2 (__TEXT,__text) non-external (was a private external) __owned_ptr_alloc
00007ff80029bf9d (__TEXT,__text) non-external (was a private external) __owned_ptr_search
                 (undefined) external __platform_bzero (from libsystem_platform)
                 (undefined) external __platform_memccpy (from libsystem_platform)
                 (undefined) external __platform_memchr (from libsystem_platform)
                 (undefined) external __platform_memcmp (from libsystem_platform)
                 (undefined) external __platform_memmove (from libsystem_platform)
                 (undefined) external __platform_memset (from libsystem_platform)
                 (undefined) external __platform_memset_pattern16 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern4 (from libsystem_platform)
                 (undefined) external __platform_memset_pattern8 (from libsystem_platform)
                 (undefined) external __platform_strchr (from libsystem_platform)
                 (undefined) external __platform_strcmp (from libsystem_platform)
                 (undefined) external __platform_strcpy (from libsystem_platform)
                 (undefined) external __platform_strlcat (from libsystem_platform)
                 (undefined) external __platform_strlcpy (from libsystem_platform)
                 (undefined) external __platform_strlen (from libsystem_platform)
                 (undefined) external __platform_strncmp (from libsystem_platform)
                 (undefined) external __platform_strncpy (from libsystem_platform)
                 (undefined) external __platform_strnlen (from libsystem_platform)
                 (undefined) external __platform_strstr (from libsystem_platform)
00007ff840026ac0 (__DATA_CONST,__const) non-external __printf_tbl_defaults_fbsd
00007ff80031b0c0 (__TEXT,__cstring) non-external __printf_tbl_flags
00007ff8002bab8b (__TEXT,__text) non-external (was a private external) __program_vars_init
00007ff80030768f (__TEXT,__text) non-external __psort
00007ff8003081f4 (__TEXT,__text) non-external __psort
00007ff800308c75 (__TEXT,__text) non-external __psort
00007ff800316e9c (__TEXT,__text) non-external __psort.cold.1
00007ff800316ed8 (__TEXT,__text) non-external __psort.cold.1
00007ff800316f14 (__TEXT,__text) non-external __psort.cold.1
00007ff80030763a (__TEXT,__text) non-external __psort_parallel
00007ff80030819f (__TEXT,__text) non-external __psort_parallel
00007ff800308c1b (__TEXT,__text) non-external __psort_parallel
00007ff8003033fa (__TEXT,__text) external __putenvp
00007ff80030bfe2 (__TEXT,__text) external __pututxline
00007ff8003172e1 (__TEXT,__text) non-external __pututxline.cold.1
00007ff800317309 (__TEXT,__text) non-external __pututxline.cold.2
00007ff8002d348b (__TEXT,__text) non-external __pwuid_r
00007ff8002c9b60 (__TEXT,__text) non-external __qsort
00007ff8003034f4 (__TEXT,__text) non-external __qsort
00007ff841ea7770 (__DATA,__data) external __rand48_add
00007ff841ea7768 (__DATA,__data) external __rand48_mult
00007ff841ea7760 (__DATA,__data) external __rand48_seed
00007ff80031256c (__TEXT,__text) external __readdir_unlocked
00007ff80029cf0b (__TEXT,__text) external __readdir_unlocked$INODE64
00007ff80029d126 (__TEXT,__text) external __reclaim_telldir
00007ff8002adfbb (__TEXT,__text) non-external __releaselocale
00007ff8003191d4 (__TEXT,__const) non-external (was a private external) __rp_alist
00007ff843a481e8 (__DATA_DIRTY,__common) non-external (was a private external) __saved_environ
00007ff800312a9e (__TEXT,__text) external __seekdir
00007ff8002ca6de (__TEXT,__text) external __seekdir$INODE64
00007ff800306390 (__TEXT,__text) external __setenvp
00007ff80030b9a9 (__TEXT,__text) external __setutxent
00007ff800317155 (__TEXT,__text) non-external __setutxent.cold.1
00007ff80031717b (__TEXT,__text) non-external __setutxent.cold.2
00007ff8002d9b6c (__TEXT,__text) external __sigaction_nobind
00007ff841eaa4c0 (__DATA,__common) external __sigintr
00007ff8002ea172 (__TEXT,__text) external __signal_nobind
00007ff8002d0140 (__TEXT,__text) external __sigvec_nobind
                 (undefined) external __simple_asl_log (from libsystem_platform)
                 (undefined) external __simple_asl_log_prog (from libsystem_platform)
                 (undefined) external __simple_asl_msg_new (from libsystem_platform)
                 (undefined) external __simple_dprintf (from libsystem_platform)
                 (undefined) external __simple_getenv (from libsystem_platform)
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sappend (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sprintf (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff8002ea033 (__TEXT,__text) non-external (was a private external) __sm_compress_mode
00007ff8002a4209 (__TEXT,__text) external __sread
00007ff8002ae66d (__TEXT,__text) external __sseek
00007ff8002bb387 (__TEXT,__text) non-external (was a private external) __st_fmt
00007ff8002d8680 (__TEXT,__text) non-external (was a private external) __st_get_timezone
00007ff8002a07fd (__TEXT,__text) non-external (was a private external) __st_localsub
00007ff8002a07e3 (__TEXT,__text) non-external (was a private external) __st_set_timezone
00007ff8002b1008 (__TEXT,__text) non-external (was a private external) __st_time1
00007ff80029eb1d (__TEXT,__text) non-external (was a private external) __st_tzset_basic
00007ff80030c6a5 (__TEXT,__text) non-external __strfmon
00007ff8002c1eb8 (__TEXT,__text) non-external __strptime0
00007ff800318fa0 (__TEXT,__const) non-external __strptime0.start_of_month
00007ff8002d7f70 (__TEXT,__text) external __subsystem_init
00007ff8002aa082 (__TEXT,__text) external __swrite
00007ff8002d33b0 (__TEXT,__text) non-external (was a private external) __thread_stack_async_pcs
00007ff8002a61ef (__TEXT,__text) non-external (was a private external) __thread_stack_pcs
00007ff8003002c0 (__TEXT,__text) external __time32_to_time
00007ff8003002d2 (__TEXT,__text) external __time64_to_time
00007ff8003002f6 (__TEXT,__text) external __time_to_int
00007ff8003002e4 (__TEXT,__text) external __time_to_long
00007ff8003002c9 (__TEXT,__text) external __time_to_time32
00007ff8003002db (__TEXT,__text) external __time_to_time64
                 (undefined) external __tlv_atexit (from libdyld)
                 (undefined) external __tlv_exit (from libdyld)
00007ff80030640e (__TEXT,__text) external __unsetenvp
00007ff8002d46c4 (__TEXT,__text) non-external (was a private external) __utmpx32_64
00007ff8002d472b (__TEXT,__text) non-external (was a private external) __utmpx64_32
00007ff8002d36eb (__TEXT,__text) non-external (was a private external) __utmpx_asl
00007ff8003192d1 (__TEXT,__const) non-external (was a private external) __utmpx_vers
00007ff8002d3b46 (__TEXT,__text) non-external (was a private external) __utmpx_working_copy
00007ff841ea9778 (__DATA,__bss) non-external __utmpx_working_copy.idzero
00007ff80030c4a6 (__TEXT,__text) external __utmpxname
00007ff800317331 (__TEXT,__text) non-external __utmpxname.cold.1
00007ff800317359 (__TEXT,__text) non-external __utmpxname.cold.2
00007ff8002c99e7 (__TEXT,__text) non-external (was a private external) __vasprintf
00007ff8002ce094 (__TEXT,__text) non-external (was a private external) __vdprintf
00007ff8002c9801 (__TEXT,__text) non-external (was a private external) __vsnprintf
00007ff8002bc4a4 (__TEXT,__text) non-external __yconv
00007ff800302d52 (__TEXT,__text) external _a64l
00007ff800317ae0 (__TEXT,__const) non-external _a64toi
00007ff800316c2a (__TEXT,__text) external _abort
00007ff800316d5f (__TEXT,__text) external _abort_report_np
                 (undefined) external _abort_with_payload (from libsystem_kernel)
00007ff800302de3 (__TEXT,__text) external _abs
                 (undefined) external _access (from libsystem_kernel)
00007ff8002d701b (__TEXT,__text) external _acl_add_flag_np
00007ff8002d7081 (__TEXT,__text) external _acl_add_perm
00007ff8002d6b65 (__TEXT,__text) external _acl_calc_mask
00007ff8002d7025 (__TEXT,__text) external _acl_clear_flags_np
00007ff8002d70a5 (__TEXT,__text) external _acl_clear_perms
00007ff8002d6b7b (__TEXT,__text) external _acl_copy_entry
00007ff8002d71f0 (__TEXT,__text) external _acl_copy_ext
00007ff8002a607a (__TEXT,__text) external _acl_copy_ext_native
00007ff8002d72c0 (__TEXT,__text) external _acl_copy_int
00007ff8002cf05a (__TEXT,__text) external _acl_copy_int_native
00007ff8002d6c94 (__TEXT,__text) external _acl_create_entry
00007ff8002d6bd0 (__TEXT,__text) external _acl_create_entry_np
00007ff8002d7005 (__TEXT,__text) external _acl_delete_def_file
00007ff8002d6ca3 (__TEXT,__text) external _acl_delete_entry
00007ff8002d6e59 (__TEXT,__text) external _acl_delete_fd_np
00007ff8002d6e6f (__TEXT,__text) external _acl_delete_file_np
00007ff8002d7033 (__TEXT,__text) external _acl_delete_flag_np
00007ff8002d6e85 (__TEXT,__text) external _acl_delete_link_np
00007ff8002d70b3 (__TEXT,__text) external _acl_delete_perm
00007ff8002a5fcc (__TEXT,__text) external _acl_dup
00007ff840026890 (__DATA_CONST,__const) non-external _acl_flags
00007ff8002a6140 (__TEXT,__text) external _acl_free
00007ff8002d7362 (__TEXT,__text) external _acl_from_text
00007ff8002cffa7 (__TEXT,__text) external _acl_get_entry
00007ff8002d6e9b (__TEXT,__text) external _acl_get_fd
00007ff8002c94e5 (__TEXT,__text) external _acl_get_fd_np
00007ff8002c81fe (__TEXT,__text) external _acl_get_file
00007ff8002c820d (__TEXT,__text) non-external _acl_get_file1
00007ff8002d005e (__TEXT,__text) external _acl_get_flag_np
00007ff8002d001b (__TEXT,__text) external _acl_get_flagset_np
00007ff8002d6eaa (__TEXT,__text) external _acl_get_link_np
00007ff8002d70d9 (__TEXT,__text) external _acl_get_perm_np
00007ff8002d7100 (__TEXT,__text) external _acl_get_permset
00007ff8002d7177 (__TEXT,__text) external _acl_get_permset_mask_np
00007ff8002d6d5b (__TEXT,__text) external _acl_get_qualifier
00007ff8002d6dae (__TEXT,__text) external _acl_get_tag_type
00007ff8002cf0e2 (__TEXT,__text) external _acl_init
00007ff8002d7168 (__TEXT,__text) external _acl_maximal_permset_mask_np
00007ff840026950 (__DATA_CONST,__const) non-external _acl_perms
00007ff8002d6f23 (__TEXT,__text) external _acl_set_fd
00007ff8002d6eb6 (__TEXT,__text) external _acl_set_fd_np
00007ff8002d6f2d (__TEXT,__text) external _acl_set_file
00007ff8002d703f (__TEXT,__text) external _acl_set_flagset_np
00007ff8002d6f9a (__TEXT,__text) external _acl_set_link_np
00007ff8002d7135 (__TEXT,__text) external _acl_set_permset
00007ff8002d71ab (__TEXT,__text) external _acl_set_permset_mask_np
00007ff8002d6de1 (__TEXT,__text) external _acl_set_qualifier
00007ff8002d6e20 (__TEXT,__text) external _acl_set_tag_type
00007ff8002a6030 (__TEXT,__text) external _acl_size
00007ff8002d7a1d (__TEXT,__text) external _acl_to_text
00007ff8002d6af7 (__TEXT,__text) external _acl_valid
00007ff8002d6b23 (__TEXT,__text) external _acl_valid_fd_np
00007ff8002d6b39 (__TEXT,__text) external _acl_valid_file_np
00007ff8002d6b4f (__TEXT,__text) external _acl_valid_link
00007ff8002e9f74 (__TEXT,__text) non-external _addcmd
00007ff8002f0c53 (__TEXT,__text) external _addr2ascii
00007ff841eaa118 (__DATA,__bss) non-external _addr2ascii.staticbuf
00007ff8002afb1c (__TEXT,__text) non-external _advance_directory
00007ff800314822 (__TEXT,__text) non-external _advance_directory
00007ff800315519 (__TEXT,__text) non-external _advance_directory.cold.1
00007ff8003173ff (__TEXT,__text) non-external _advance_directory.cold.1
00007ff8002c82c2 (__TEXT,__text) external _alarm
00007ff8002deb60 (__TEXT,__text) non-external _alloc_segs
00007ff800312993 (__TEXT,__text) external _alphasort
00007ff8002c571c (__TEXT,__text) external _alphasort$INODE64
00007ff8003190f0 (__TEXT,__const) non-external _ambig
00007ff8002967bc (__TEXT,__text) non-external _arc4_init
00007ff800315df1 (__TEXT,__text) non-external _arc4_init.cold.1
00007ff8002a4ceb (__TEXT,__text) external _arc4random
00007ff8002e5774 (__TEXT,__text) external _arc4random_addrandom
00007ff800296794 (__TEXT,__text) external _arc4random_buf
00007ff8002c8fda (__TEXT,__text) external _arc4random_stir
00007ff8002aa3c8 (__TEXT,__text) external _arc4random_uniform
00007ff841eaa430 (__DATA,__bss) non-external _arg_type_queue
00007ff80030b15b (__TEXT,__text) non-external (was a private external) _arrayfree
00007ff8002cb588 (__TEXT,__text) non-external _arrayget
00007ff8002f0cf1 (__TEXT,__text) external _ascii2addr
00007ff8002c6bb7 (__TEXT,__text) external _asctime
00007ff8002bb0c8 (__TEXT,__text) external _asctime_r
00007ff800318eb0 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff800318e90 (__TEXT,__const) non-external _asctime_r.wday_name
                 (undefined) external _asl_append (from libsystem_asl)
                 (undefined) external _asl_get (from libsystem_asl)
                 (undefined) external _asl_match (from libsystem_asl)
                 (undefined) external _asl_new (from libsystem_asl)
                 (undefined) external _asl_next (from libsystem_asl)
                 (undefined) external _asl_open (from libsystem_asl)
