00007ffb0848f5c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb0848c9d1 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffb0848b88e (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffb0848b850 (__TEXT,__text) external _glGetProgramPipelineiv
00007ffb0848b429 (__TEXT,__text) external _glGetProgramStageiv
00007ffb0848ca17 (__TEXT,__text) external _glGetProgramStringARB
00007ffb08489a04 (__TEXT,__text) external _glGetProgramiv
00007ffb0848ca39 (__TEXT,__text) external _glGetProgramivARB
00007ffb0848b5ae (__TEXT,__text) external _glGetQueryIndexediv
00007ffb0848aef1 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffb0848edf0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffb08488ebc (__TEXT,__text) external _glGetQueryObjectiv
00007ffb0848d487 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffb0848af13 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffb0848ee12 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffb08488ede (__TEXT,__text) external _glGetQueryObjectuiv
00007ffb0848d4a9 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffb08488e9a (__TEXT,__text) external _glGetQueryiv
00007ffb0848d465 (__TEXT,__text) external _glGetQueryivARB
00007ffb08489dce (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffb0848e3de (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffb0848ae8f (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffb0848aeb1 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffb0848ae6d (__TEXT,__text) external _glGetSamplerParameterfv
00007ffb0848ae4b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffb084880bf (__TEXT,__text) external _glGetSeparableFilter
00007ffb08489a4b (__TEXT,__text) external _glGetShaderInfoLog
00007ffb0848b6b2 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffb08489b34 (__TEXT,__text) external _glGetShaderSource
00007ffb0848db18 (__TEXT,__text) external _glGetShaderSourceARB
00007ffb084899e2 (__TEXT,__text) external _glGetShaderiv
00007ffb08486240 (__TEXT,__text) external _glGetString
00007ffb0848a828 (__TEXT,__text) external _glGetStringi
00007ffb0848b334 (__TEXT,__text) external _glGetSubroutineIndex
00007ffb0848b312 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffb0848ab91 (__TEXT,__text) external _glGetSynciv
00007ffb0848625c (__TEXT,__text) external _glGetTexEnvfv
00007ffb0848627e (__TEXT,__text) external _glGetTexEnviv
00007ffb084862a0 (__TEXT,__text) external _glGetTexGendv
00007ffb084862c2 (__TEXT,__text) external _glGetTexGenfv
00007ffb084862e4 (__TEXT,__text) external _glGetTexGeniv
00007ffb08486306 (__TEXT,__text) external _glGetTexImage
00007ffb0848632d (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffb08486351 (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffb0848a75d (__TEXT,__text) external _glGetTexParameterIiv
00007ffb0848ed0f (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffb0848a77f (__TEXT,__text) external _glGetTexParameterIuiv
00007ffb0848ed31 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffb0848effe (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffb08486375 (__TEXT,__text) external _glGetTexParameterfv
00007ffb08486397 (__TEXT,__text) external _glGetTexParameteriv
00007ffb0848a22e (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffb0848e74a (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffb0848a8e2 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffb0848e7df (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffb0848a86e (__TEXT,__text) external _glGetUniformIndices
00007ffb08489a95 (__TEXT,__text) external _glGetUniformLocation
00007ffb0848da81 (__TEXT,__text) external _glGetUniformLocationARB
00007ffb0848e7fd (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffb0848b407 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffb0848b2f0 (__TEXT,__text) external _glGetUniformdv
00007ffb08489aea (__TEXT,__text) external _glGetUniformfv
00007ffb0848dad2 (__TEXT,__text) external _glGetUniformfvARB
00007ffb08489b0f (__TEXT,__text) external _glGetUniformiv
00007ffb0848daf5 (__TEXT,__text) external _glGetUniformivARB
00007ffb0848a5a4 (__TEXT,__text) external _glGetUniformuiv
00007ffb0848ec20 (__TEXT,__text) external _glGetUniformuivEXT
00007ffb0848a2d8 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffb0848eaca (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffb0848a2fa (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffb0848eaec (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffb0848c0f4 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffb084895b3 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffb0848c801 (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffb0848954d (__TEXT,__text) external _glGetVertexAttribdv
00007ffb0848c79b (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffb0848956f (__TEXT,__text) external _glGetVertexAttribfv
00007ffb0848c7bd (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffb08489591 (__TEXT,__text) external _glGetVertexAttribiv
00007ffb0848c7df (__TEXT,__text) external _glGetVertexAttribivARB
00007ffb084863b9 (__TEXT,__text) external _glHint
00007ffb08488206 (__TEXT,__text) external _glHistogram
00007ffb084863d7 (__TEXT,__text) external _glIndexMask
00007ffb084863f3 (__TEXT,__text) external _glIndexPointer
00007ffb08486415 (__TEXT,__text) external _glIndexd
00007ffb0848642f (__TEXT,__text) external _glIndexdv
00007ffb0848644c (__TEXT,__text) external _glIndexf
00007ffb08486466 (__TEXT,__text) external _glIndexfv
00007ffb08486483 (__TEXT,__text) external _glIndexi
00007ffb0848649f (__TEXT,__text) external _glIndexiv
00007ffb084864bc (__TEXT,__text) external _glIndexs
00007ffb084864d8 (__TEXT,__text) external _glIndexsv
00007ffb084864f5 (__TEXT,__text) external _glIndexub
00007ffb08486511 (__TEXT,__text) external _glIndexubv
00007ffb0848652e (__TEXT,__text) external _glInitNames
00007ffb0848ee7f (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffb08486545 (__TEXT,__text) external _glInterleavedArrays
00007ffb08488f5c (__TEXT,__text) external _glIsBuffer
00007ffb0848d527 (__TEXT,__text) external _glIsBufferARB
00007ffb08486567 (__TEXT,__text) external _glIsEnabled
00007ffb0848edb6 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffb0848a170 (__TEXT,__text) external _glIsEnabledi
00007ffb0848f07a (__TEXT,__text) external _glIsFenceAPPLE
00007ffb08489df0 (__TEXT,__text) external _glIsFramebuffer
00007ffb0848e400 (__TEXT,__text) external _glIsFramebufferEXT
00007ffb08486583 (__TEXT,__text) external _glIsList
00007ffb0848dd65 (__TEXT,__text) external _glIsNamedStringARB
00007ffb084899c6 (__TEXT,__text) external _glIsProgram
00007ffb0848c2b9 (__TEXT,__text) external _glIsProgramARB
00007ffb0848b834 (__TEXT,__text) external _glIsProgramPipeline
00007ffb08488e44 (__TEXT,__text) external _glIsQuery
00007ffb0848d40f (__TEXT,__text) external _glIsQueryARB
00007ffb08489d32 (__TEXT,__text) external _glIsRenderbuffer
00007ffb0848e342 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffb0848ad4a (__TEXT,__text) external _glIsSampler
00007ffb084899aa (__TEXT,__text) external _glIsShader
00007ffb0848aaf2 (__TEXT,__text) external _glIsSync
00007ffb0848659f (__TEXT,__text) external _glIsTexture
00007ffb0848b4e6 (__TEXT,__text) external _glIsTransformFeedback
00007ffb0848a0ad (__TEXT,__text) external _glIsVertexArray
00007ffb0848f1c0 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffb0848ef10 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffb0848ee34 (__TEXT,__text) external _glLabelObjectEXT
00007ffb0848f3c8 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffb084865bb (__TEXT,__text) external _glLightModelf
00007ffb084865d7 (__TEXT,__text) external _glLightModelfv
00007ffb084865f6 (__TEXT,__text) external _glLightModeli
00007ffb08486614 (__TEXT,__text) external _glLightModeliv
00007ffb08486633 (__TEXT,__text) external _glLightf
00007ffb08486651 (__TEXT,__text) external _glLightfv
00007ffb08486673 (__TEXT,__text) external _glLighti
00007ffb08486694 (__TEXT,__text) external _glLightiv
00007ffb084866b6 (__TEXT,__text) external _glLineStipple
00007ffb084866d4 (__TEXT,__text) external _glLineWidth
00007ffb084896b8 (__TEXT,__text) external _glLinkProgram
00007ffb0848d722 (__TEXT,__text) external _glLinkProgramARB
00007ffb084866ee (__TEXT,__text) external _glListBase
00007ffb0848670a (__TEXT,__text) external _glLoadIdentity
00007ffb08486721 (__TEXT,__text) external _glLoadMatrixd
00007ffb0848673e (__TEXT,__text) external _glLoadMatrixf
00007ffb0848675b (__TEXT,__text) external _glLoadName
00007ffb0848869f (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffb0848cfaf (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffb084886bc (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffb0848cfcc (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffb0848de77 (__TEXT,__text) external _glLockArraysEXT
00007ffb08486777 (__TEXT,__text) external _glLogicOp
00007ffb08486793 (__TEXT,__text) external _glMap1d
00007ffb084867b7 (__TEXT,__text) external _glMap1f
00007ffb084867db (__TEXT,__text) external _glMap2d
00007ffb0848680f (__TEXT,__text) external _glMap2f
00007ffb08488fea (__TEXT,__text) external _glMapBuffer
00007ffb0848d5b5 (__TEXT,__text) external _glMapBufferARB
00007ffb0848a00a (__TEXT,__text) external _glMapBufferRange
00007ffb08486843 (__TEXT,__text) external _glMapGrid1d
00007ffb0848685f (__TEXT,__text) external _glMapGrid1f
00007ffb0848687b (__TEXT,__text) external _glMapGrid2d
00007ffb08486899 (__TEXT,__text) external _glMapGrid2f
00007ffb0848ef2e (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffb0848ef55 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffb0848ef7c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffb0848efac (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffb084868b7 (__TEXT,__text) external _glMaterialf
00007ffb084868d5 (__TEXT,__text) external _glMaterialfv
00007ffb084868f7 (__TEXT,__text) external _glMateriali
00007ffb08486918 (__TEXT,__text) external _glMaterialiv
00007ffb0848693a (__TEXT,__text) external _glMatrixMode
00007ffb0848b5d2 (__TEXT,__text) external _glMinSampleShading
00007ffb0848dc58 (__TEXT,__text) external _glMinSampleShadingARB
00007ffb0848822a (__TEXT,__text) external _glMinmax
00007ffb08486956 (__TEXT,__text) external _glMultMatrixd
00007ffb08486973 (__TEXT,__text) external _glMultMatrixf
00007ffb084886d9 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffb0848cfe9 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffb084886f6 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffb0848d006 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffb08488bea (__TEXT,__text) external _glMultiDrawArrays
00007ffb0848e2a0 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffb0848f243 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffb08488c10 (__TEXT,__text) external _glMultiDrawElements
00007ffb0848aa83 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffb0848e2c6 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffb0848f3e9 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffb0848f411 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffb0848f269 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffb084882bb (__TEXT,__text) external _glMultiTexCoord1d
00007ffb0848cbcb (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffb084882d7 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffb0848cbe7 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffb084882f6 (__TEXT,__text) external _glMultiTexCoord1f
00007ffb0848cc06 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffb08488312 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffb0848cc22 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffb08488331 (__TEXT,__text) external _glMultiTexCoord1i
00007ffb0848cc41 (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffb0848834f (__TEXT,__text) external _glMultiTexCoord1iv
00007ffb0848cc5f (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffb0848836e (__TEXT,__text) external _glMultiTexCoord1s
00007ffb0848cc7e (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffb0848838c (__TEXT,__text) external _glMultiTexCoord1sv
00007ffb0848cc9c (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffb084883ab (__TEXT,__text) external _glMultiTexCoord2d
00007ffb0848ccbb (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffb084883c7 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffb0848ccd7 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffb084883e6 (__TEXT,__text) external _glMultiTexCoord2f
00007ffb0848ccf6 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffb08488402 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffb0848cd12 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffb08488421 (__TEXT,__text) external _glMultiTexCoord2i
00007ffb0848cd31 (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffb08488442 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffb0848cd52 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffb08488461 (__TEXT,__text) external _glMultiTexCoord2s
00007ffb0848cd71 (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffb08488482 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffb0848cd92 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffb084884a1 (__TEXT,__text) external _glMultiTexCoord3d
00007ffb0848cdb1 (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffb084884bd (__TEXT,__text) external _glMultiTexCoord3dv
00007ffb0848cdcd (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffb084884dc (__TEXT,__text) external _glMultiTexCoord3f
00007ffb0848cdec (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffb084884f8 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffb0848ce08 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffb08488517 (__TEXT,__text) external _glMultiTexCoord3i
00007ffb0848ce27 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffb0848853b (__TEXT,__text) external _glMultiTexCoord3iv
00007ffb0848ce4b (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffb0848855a (__TEXT,__text) external _glMultiTexCoord3s
00007ffb0848ce6a (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffb0848857e (__TEXT,__text) external _glMultiTexCoord3sv
00007ffb0848ce8e (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffb0848859d (__TEXT,__text) external _glMultiTexCoord4d
00007ffb0848cead (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffb084885b9 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffb0848cec9 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffb084885d8 (__TEXT,__text) external _glMultiTexCoord4f
00007ffb0848cee8 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffb084885f4 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffb0848cf04 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffb08488613 (__TEXT,__text) external _glMultiTexCoord4i
00007ffb0848cf23 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffb0848863a (__TEXT,__text) external _glMultiTexCoord4iv
00007ffb0848cf4a (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffb08488659 (__TEXT,__text) external _glMultiTexCoord4s
00007ffb0848cf69 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffb08488680 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffb0848cf90 (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffb0848dcf9 (__TEXT,__text) external _glNamedStringARB
00007ffb08486990 (__TEXT,__text) external _glNewList
00007ffb084869ae (__TEXT,__text) external _glNormal3b
00007ffb084869cf (__TEXT,__text) external _glNormal3bv
00007ffb084869ec (__TEXT,__text) external _glNormal3d
00007ffb08486a06 (__TEXT,__text) external _glNormal3dv
00007ffb08486a23 (__TEXT,__text) external _glNormal3f
00007ffb08486a3d (__TEXT,__text) external _glNormal3fv
00007ffb08486a5a (__TEXT,__text) external _glNormal3i
00007ffb08486a7b (__TEXT,__text) external _glNormal3iv
00007ffb08486a98 (__TEXT,__text) external _glNormal3s
00007ffb08486ab9 (__TEXT,__text) external _glNormal3sv
00007ffb08486ad6 (__TEXT,__text) external _glNormalPointer
00007ffb0848f326 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffb0848f347 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffb08486af8 (__TEXT,__text) external _glOrtho
00007ffb0848f4a5 (__TEXT,__text) external _glPNTrianglesfATI
00007ffb0848f4b1 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffb0848f49f (__TEXT,__text) external _glPNTrianglesiATI
00007ffb0848f4ab (__TEXT,__text) external _glPNTrianglesiATIX
00007ffb08486b12 (__TEXT,__text) external _glPassThrough
00007ffb0848b46b (__TEXT,__text) external _glPatchParameterfv
00007ffb0848b44d (__TEXT,__text) external _glPatchParameteri
00007ffb0848b502 (__TEXT,__text) external _glPauseTransformFeedback
00007ffb08486b2c (__TEXT,__text) external _glPixelMapfv
00007ffb08486b4e (__TEXT,__text) external _glPixelMapuiv
00007ffb08486b70 (__TEXT,__text) external _glPixelMapusv
00007ffb08486b92 (__TEXT,__text) external _glPixelStoref
00007ffb08486bae (__TEXT,__text) external _glPixelStorei
00007ffb08486bcc (__TEXT,__text) external _glPixelTransferf
00007ffb08486be8 (__TEXT,__text) external _glPixelTransferi
00007ffb08486c06 (__TEXT,__text) external _glPixelZoom
00007ffb08488b4e (__TEXT,__text) external _glPointParameterf
00007ffb0848d1c8 (__TEXT,__text) external _glPointParameterfARB
00007ffb08488b6a (__TEXT,__text) external _glPointParameterfv
00007ffb0848d1e4 (__TEXT,__text) external _glPointParameterfvARB
00007ffb08488b89 (__TEXT,__text) external _glPointParameteri
00007ffb0848f4ec (__TEXT,__text) external _glPointParameteriNV
00007ffb08488ba7 (__TEXT,__text) external _glPointParameteriv
00007ffb0848f50a (__TEXT,__text) external _glPointParameterivNV
00007ffb08486c20 (__TEXT,__text) external _glPointSize
00007ffb0848f38c (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffb08486c3a (__TEXT,__text) external _glPolygonMode
00007ffb08486c58 (__TEXT,__text) external _glPolygonOffset
00007ffb08486c72 (__TEXT,__text) external _glPolygonStipple
00007ffb08486c8f (__TEXT,__text) external _glPopAttrib
00007ffb08486ca6 (__TEXT,__text) external _glPopClientAttrib
00007ffb0848eebd (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffb08486cbd (__TEXT,__text) external _glPopMatrix
00007ffb08486cd4 (__TEXT,__text) external _glPopName
00007ffb0848a9d9 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffb08486ceb (__TEXT,__text) external _glPrioritizeTextures
00007ffb0848b733 (__TEXT,__text) external _glProgramBinary
00007ffb0848c823 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffb0848c841 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffb0848c863 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffb0848c881 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffb0848c923 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffb0848c8a3 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffb0848c8c1 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffb0848c8e3 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffb0848c901 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffb0848c947 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffb0848b758 (__TEXT,__text) external _glProgramParameteri
00007ffb0848e5f3 (__TEXT,__text) external _glProgramParameteriEXT
00007ffb0848c9f3 (__TEXT,__text) external _glProgramStringARB
00007ffb0848bd7a (__TEXT,__text) external _glProgramUniform1d
00007ffb0848bdf2 (__TEXT,__text) external _glProgramUniform1dv
00007ffb0848b953 (__TEXT,__text) external _glProgramUniform1f
00007ffb0848ba5b (__TEXT,__text) external _glProgramUniform1fv
00007ffb0848b8b3 (__TEXT,__text) external _glProgramUniform1i
00007ffb0848b9cb (__TEXT,__text) external _glProgramUniform1iv
00007ffb0848bb60 (__TEXT,__text) external _glProgramUniform1ui
00007ffb0848bc00 (__TEXT,__text) external _glProgramUniform1uiv
00007ffb0848bd98 (__TEXT,__text) external _glProgramUniform2d
00007ffb0848be16 (__TEXT,__text) external _glProgramUniform2dv
00007ffb0848b971 (__TEXT,__text) external _glProgramUniform2f
00007ffb0848ba7f (__TEXT,__text) external _glProgramUniform2fv
00007ffb0848b8d4 (__TEXT,__text) external _glProgramUniform2i
00007ffb0848b9ef (__TEXT,__text) external _glProgramUniform2iv
00007ffb0848bb81 (__TEXT,__text) external _glProgramUniform2ui
00007ffb0848bc24 (__TEXT,__text) external _glProgramUniform2uiv
00007ffb0848bdb6 (__TEXT,__text) external _glProgramUniform3d
00007ffb0848be3a (__TEXT,__text) external _glProgramUniform3dv
00007ffb0848b98f (__TEXT,__text) external _glProgramUniform3f
00007ffb0848baa3 (__TEXT,__text) external _glProgramUniform3fv
00007ffb0848b8f8 (__TEXT,__text) external _glProgramUniform3i
00007ffb0848ba13 (__TEXT,__text) external _glProgramUniform3iv
00007ffb0848bba5 (__TEXT,__text) external _glProgramUniform3ui
00007ffb0848bc48 (__TEXT,__text) external _glProgramUniform3uiv
00007ffb0848bdd4 (__TEXT,__text) external _glProgramUniform4d
00007ffb0848be5e (__TEXT,__text) external _glProgramUniform4dv
00007ffb0848b9ad (__TEXT,__text) external _glProgramUniform4f
00007ffb0848bac7 (__TEXT,__text) external _glProgramUniform4fv
00007ffb0848b91f (__TEXT,__text) external _glProgramUniform4i
00007ffb0848ba37 (__TEXT,__text) external _glProgramUniform4iv
00007ffb0848bbcc (__TEXT,__text) external _glProgramUniform4ui
00007ffb0848bc6c (__TEXT,__text) external _glProgramUniform4uiv
00007ffb0848be82 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffb0848baeb (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffb0848bef7 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffb0848bc90 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffb0848bf45 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffb0848bcde (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffb0848bea9 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffb0848bb12 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffb0848bf1e (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffb0848bcb7 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffb0848bf93 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffb0848bd2c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffb0848bed0 (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffb0848bb39 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffb0848bf6c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffb0848bd05 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffb0848bfba (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffb0848bd53 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffb0848aab8 (__TEXT,__text) external _glProvokingVertex
00007ffb0848edd4 (__TEXT,__text) external _glProvokingVertexEXT
00007ffb08486d0e (__TEXT,__text) external _glPushAttrib
00007ffb08486d2a (__TEXT,__text) external _glPushClientAttrib
00007ffb0848ee9e (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffb08486d46 (__TEXT,__text) external _glPushMatrix
00007ffb08486d5d (__TEXT,__text) external _glPushName
00007ffb0848aed3 (__TEXT,__text) external _glQueryCounter
00007ffb08486d79 (__TEXT,__text) external _glRasterPos2d
00007ffb08486d93 (__TEXT,__text) external _glRasterPos2dv
00007ffb08486db0 (__TEXT,__text) external _glRasterPos2f
00007ffb08486dca (__TEXT,__text) external _glRasterPos2fv
00007ffb08486de7 (__TEXT,__text) external _glRasterPos2i
00007ffb08486e05 (__TEXT,__text) external _glRasterPos2iv
00007ffb08486e22 (__TEXT,__text) external _glRasterPos2s
00007ffb08486e40 (__TEXT,__text) external _glRasterPos2sv
00007ffb08486e5d (__TEXT,__text) external _glRasterPos3d
00007ffb08486e77 (__TEXT,__text) external _glRasterPos3dv
00007ffb08486e94 (__TEXT,__text) external _glRasterPos3f
00007ffb08486eae (__TEXT,__text) external _glRasterPos3fv
00007ffb08486ecb (__TEXT,__text) external _glRasterPos3i
00007ffb08486eec (__TEXT,__text) external _glRasterPos3iv
00007ffb08486f09 (__TEXT,__text) external _glRasterPos3s
00007ffb08486f2a (__TEXT,__text) external _glRasterPos3sv
00007ffb08486f47 (__TEXT,__text) external _glRasterPos4d
00007ffb08486f61 (__TEXT,__text) external _glRasterPos4dv
00007ffb08486f7e (__TEXT,__text) external _glRasterPos4f
00007ffb08486f98 (__TEXT,__text) external _glRasterPos4fv
00007ffb08486fb5 (__TEXT,__text) external _glRasterPos4i
00007ffb08486fd9 (__TEXT,__text) external _glRasterPos4iv
00007ffb08486ff6 (__TEXT,__text) external _glRasterPos4s
00007ffb0848701a (__TEXT,__text) external _glRasterPos4sv
00007ffb08487037 (__TEXT,__text) external _glReadBuffer
00007ffb08487053 (__TEXT,__text) external _glReadPixels
00007ffb08487083 (__TEXT,__text) external _glRectd
00007ffb0848709d (__TEXT,__text) external _glRectdv
00007ffb084870bd (__TEXT,__text) external _glRectf
00007ffb084870d7 (__TEXT,__text) external _glRectfv
00007ffb084870f7 (__TEXT,__text) external _glRecti
00007ffb0848711b (__TEXT,__text) external _glRectiv
00007ffb0848713b (__TEXT,__text) external _glRects
00007ffb0848715f (__TEXT,__text) external _glRectsv
00007ffb0848b673 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffb0848717f (__TEXT,__text) external _glRenderMode
00007ffb08489daa (__TEXT,__text) external _glRenderbufferStorage
00007ffb0848e3ba (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffb08489fbc (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffb0848e5cc (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffb0848824b (__TEXT,__text) external _glResetHistogram
00007ffb08488267 (__TEXT,__text) external _glResetMinmax
00007ffb0848b519 (__TEXT,__text) external _glResumeTransformFeedback
00007ffb0848719b (__TEXT,__text) external _glRotated
00007ffb084871b5 (__TEXT,__text) external _glRotatef
