00007ff800e049b0 (__TEXT,__text) external _APL_dgemm
00007ff800eb4e60 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
00007ff800f04d0e (__TEXT,__text) external _cblas_ctpmv
00007ff800ea3e2c (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00007ff800eb5932 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
00007ff800f054b1 (__TEXT,__text) external _cblas_ctpsv
00007ff800ea45cf (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00007ff800eb60ca (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
00007ff800efaad0 (__TEXT,__text) external _cblas_ctrmm
00007ff800e7e7ca (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00007ff800e9c858 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
00007ff800f0617f (__TEXT,__text) external _cblas_ctrmv
00007ff800ea4f1a (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
00007ff800eb6a0e (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
00007ff800ed89bc (__TEXT,__text) external _cblas_ctrsm
00007ff800df0450 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
00007ff800e90388 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
00007ff800f06cc3 (__TEXT,__text) external _cblas_ctrsv
00007ff800ea5a5e (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
00007ff800eb75b2 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
00007ff800ee2a51 (__TEXT,__text) external _cblas_dasum
00007ff800e07b43 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
00007ff800e92a74 (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
00007ff800ee2a85 (__TEXT,__text) external _cblas_daxpy
00007ff800e07b77 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
00007ff800e92aa5 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
00007ff800ee2b9a (__TEXT,__text) external _cblas_dcopy
00007ff800e07c8c (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
00007ff800e92b9f (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
00007ff800ee29ee (__TEXT,__text) external _cblas_ddot
00007ff800e07ae0 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
00007ff800e92a1d (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
00007ff800eca1fa (__TEXT,__text) external _cblas_dgbmv
00007ff800d87e09 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
00007ff800e8d7e8 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
00007ff800eef309 (__TEXT,__text) external _cblas_dgemm
00007ff800e62552 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
00007ff800e9a8dd (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
00007ff800d3fa90 (__TEXT,__text) external _cblas_dgemv
00007ff800d87449 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
00007ff800e8d2e5 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
00007ff800d3c38d (__TEXT,__text) external _cblas_dger
00007ff800d87300 (__TEXT,__text) external _cblas_dger$NEWLAPACK
00007ff800e8d1aa (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
00007ff800ee2c13 (__TEXT,__text) external _cblas_dnrm2
00007ff800e07d05 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
00007ff800e92c09 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
00007ff800ee2cee (__TEXT,__text) external _cblas_drot
00007ff800e07e14 (__TEXT,__text) external _cblas_drot$NEWLAPACK
00007ff800e92d00 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
00007ff800eff8be (__TEXT,__text) external _cblas_drotg
00007ff800e9ebb6 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
00007ff800eb0570 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
00007ff800ee2da2 (__TEXT,__text) external _cblas_drotm
00007ff800e07ec8 (__TEXT,__text) external _cblas_drotm$NEWLAPACK
00007ff800e92da6 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
00007ff800eff9ee (__TEXT,__text) external _cblas_drotmg
00007ff800e9ece6 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
00007ff800eb06a0 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
00007ff800ecb5f7 (__TEXT,__text) external _cblas_dsbmv
00007ff800d8f9c0 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
00007ff800e8dbb2 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
00007ff800d3c359 (__TEXT,__text) external _cblas_dscal
00007ff800e07d20 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
00007ff800e92c22 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
00007ff800ec21d0 (__TEXT,__text) external _cblas_dsdot
00007ff800d654b5 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
00007ff800e8922f (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
00007ff800ec1cbb (__TEXT,__text) external _cblas_dspmv
00007ff800d5b762 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
00007ff800e88cf8 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
00007ff800eed549 (__TEXT,__text) external _cblas_dspr
00007ff800e404cd (__TEXT,__text) external _cblas_dspr$NEWLAPACK
00007ff800e985c8 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
00007ff800ed7857 (__TEXT,__text) external _cblas_dspr2
00007ff800dc8feb (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
00007ff800e8f84b (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
00007ff800ee2c5c (__TEXT,__text) external _cblas_dswap
00007ff800e07d82 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
00007ff800e92c7c (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
00007ff800ec0d45 (__TEXT,__text) external _cblas_dsymm
00007ff800d5b40c (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
00007ff800e889a0 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
00007ff800ed993d (__TEXT,__text) external _cblas_dsymv
00007ff800df07df (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
00007ff800e90721 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
00007ff800ec9464 (__TEXT,__text) external _cblas_dsyr
00007ff800d87603 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
00007ff800e8d483 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
00007ff800ec9539 (__TEXT,__text) external _cblas_dsyr2
00007ff800d876d8 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
00007ff800e8d569 (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
00007ff800ee36c9 (__TEXT,__text) external _cblas_dsyr2k
00007ff800e0e0ca (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
00007ff800e95428 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
00007ff800eecc05 (__TEXT,__text) external _cblas_dsyrk
00007ff800e40221 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
00007ff800e98310 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
00007ff800ec4047 (__TEXT,__text) external _cblas_dtbmv
00007ff800d69232 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
00007ff800e8976f (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
00007ff800ece2a3 (__TEXT,__text) external _cblas_dtbsv
00007ff800da3f73 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
00007ff800e8e746 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
00007ff800eebafb (__TEXT,__text) external _cblas_dtpmv
00007ff800e28925 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
00007ff800e972d9 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
00007ff800ed55d5 (__TEXT,__text) external _cblas_dtpsv
00007ff800dab717 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
00007ff800e8f069 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
00007ff800eee4d3 (__TEXT,__text) external _cblas_dtrmm
00007ff800e512a5 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
00007ff800e99aa4 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
00007ff800d3ccdf (__TEXT,__text) external _cblas_dtrmv
00007ff800d8780a (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
00007ff800e8d6a2 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
00007ff800ec1e2f (__TEXT,__text) external _cblas_dtrsm
00007ff800d5c880 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
00007ff800e88e78 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
00007ff800ec927d (__TEXT,__text) external _cblas_dtrsv
00007ff800d8236f (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
00007ff800e8a1b1 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
00007ff800ec426f (__TEXT,__text) external _cblas_dzasum
00007ff800d69f92 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
00007ff800e8998d (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
00007ff800f07acb (__TEXT,__text) external _cblas_dznrm2
00007ff800ea6866 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
00007ff800eb83f7 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
00007ff800f102f2 (__TEXT,__text) external _cblas_errprn
00007ff800eae85e (__TEXT,__text) external _cblas_errprn$NEWLAPACK
00007ff800ec0597 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
00007ff800ecb8c6 (__TEXT,__text) external _cblas_icamax
00007ff800d90d06 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
00007ff800e8dec0 (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
00007ff800d3bfe0 (__TEXT,__text) external _cblas_idamax
00007ff800df9a04 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
00007ff800e91914 (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
00007ff800eedfef (__TEXT,__text) external _cblas_isamax
00007ff800e4568d (__TEXT,__text) external _cblas_isamax$NEWLAPACK
00007ff800e990c3 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00007ff800ed0a72 (__TEXT,__text) external _cblas_izamax
00007ff800daa52f (__TEXT,__text) external _cblas_izamax$NEWLAPACK
00007ff800e8ee79 (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
00007ff800ec22b5 (__TEXT,__text) external _cblas_sasum
00007ff800d655fa (__TEXT,__text) external _cblas_sasum$NEWLAPACK
00007ff800e8934d (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
00007ff800ec22e9 (__TEXT,__text) external _cblas_saxpy
00007ff800d6562e (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
00007ff800e8937e (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
00007ff800ef1597 (__TEXT,__text) external _cblas_scasum
00007ff800e75360 (__TEXT,__text) external _cblas_scasum$NEWLAPACK
00007ff800e9bfa3 (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
00007ff800eda75d (__TEXT,__text) external _cblas_scnrm2
00007ff800df6b15 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
00007ff800e9155b (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
00007ff800ec23fc (__TEXT,__text) external _cblas_scopy
00007ff800d65741 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
00007ff800e89476 (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
00007ff800d3fcb2 (__TEXT,__text) external _cblas_sdot
00007ff800d6559a (__TEXT,__text) external _cblas_sdot$NEWLAPACK
00007ff800e892fc (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
00007ff800ec2233 (__TEXT,__text) external _cblas_sdsdot
00007ff800d65518 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
00007ff800e89286 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
00007ff800ef1204 (__TEXT,__text) external _cblas_sgbmv
00007ff800e6cf6c (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
00007ff800e9bbd9 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
00007ff800ec42fc (__TEXT,__text) external _cblas_sgemm
00007ff800d72620 (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
00007ff800e89a1a (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
00007ff800ec4352 (__TEXT,__text) external _cblas_sgemm_singlecore
00007ff800d3fc65 (__TEXT,__text) external _cblas_sgemv
00007ff800e05366 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
00007ff800e926ad (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
00007ff800ee267f (__TEXT,__text) external _cblas_sgemv_singlecore
00007ff800ee23a3 (__TEXT,__text) external _cblas_sger
00007ff800e0521c (__TEXT,__text) external _cblas_sger$NEWLAPACK
00007ff800e9256e (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
00007ff800d3fc4a (__TEXT,__text) external _cblas_snrm2
00007ff800d657ba (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
00007ff800e894e0 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
00007ff800ec2569 (__TEXT,__text) external _cblas_srot
00007ff800d658c9 (__TEXT,__text) external _cblas_srot$NEWLAPACK
00007ff800e895d7 (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
00007ff800effef2 (__TEXT,__text) external _cblas_srotg
00007ff800e9f1ea (__TEXT,__text) external _cblas_srotg$NEWLAPACK
00007ff800eb0ba4 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
00007ff800ec261d (__TEXT,__text) external _cblas_srotm
00007ff800d6597d (__TEXT,__text) external _cblas_srotm$NEWLAPACK
00007ff800e8967d (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
00007ff800f00003 (__TEXT,__text) external _cblas_srotmg
00007ff800e9f2fb (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
00007ff800eb0cb5 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
00007ff800ed6af4 (__TEXT,__text) external _cblas_ssbmv
00007ff800dc65d1 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
00007ff800e8f53d (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
00007ff800ec2475 (__TEXT,__text) external _cblas_sscal
00007ff800d657d5 (__TEXT,__text) external _cblas_sscal$NEWLAPACK
00007ff800e894f9 (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
00007ff800ee0148 (__TEXT,__text) external _cblas_sspmv
00007ff800df9890 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
00007ff800e91794 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
00007ff800ed802b (__TEXT,__text) external _cblas_sspr
00007ff800ddfa93 (__TEXT,__text) external _cblas_sspr$NEWLAPACK
00007ff800e8f9cc (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
00007ff800ee1ea9 (__TEXT,__text) external _cblas_sspr2
00007ff800e02b00 (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
00007ff800e9206d (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
00007ff800ec24d7 (__TEXT,__text) external _cblas_sswap
00007ff800d65837 (__TEXT,__text) external _cblas_sswap$NEWLAPACK
00007ff800e89553 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
00007ff800ef03f2 (__TEXT,__text) external _cblas_ssymm
00007ff800e66f4d (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
00007ff800e9b881 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
00007ff800ee10e1 (__TEXT,__text) external _cblas_ssymv
00007ff800df9d7d (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
00007ff800e91c76 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
00007ff800ee26cf (__TEXT,__text) external _cblas_ssyr
00007ff800e053b3 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
00007ff800e926e8 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
00007ff800ee2797 (__TEXT,__text) external _cblas_ssyr2
00007ff800e0547b (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
00007ff800e927b7 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
00007ff800ecbe81 (__TEXT,__text) external _cblas_ssyr2k
00007ff800da2c7e (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
00007ff800e8e48f (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
00007ff800ed9ada (__TEXT,__text) external _cblas_ssyrk
00007ff800df1d90 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
00007ff800e908c3 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
00007ff800ee6509 (__TEXT,__text) external _cblas_stbmv
00007ff800e156fd (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
00007ff800e963de (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
00007ff800ed0551 (__TEXT,__text) external _cblas_stbsv
00007ff800da7f10 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
00007ff800e8e964 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
00007ff800efa444 (__TEXT,__text) external _cblas_stpmv
00007ff800e77de7 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
00007ff800e9c1c6 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
00007ff800ef5d50 (__TEXT,__text) external _cblas_stpsv
00007ff800e753b9 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
00007ff800e9bffc (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
00007ff800ee2022 (__TEXT,__text) external _cblas_strmm
00007ff800e04e9b (__TEXT,__text) external _cblas_strmm$NEWLAPACK
00007ff800e921ee (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
00007ff800ee28af (__TEXT,__text) external _cblas_strmv
00007ff800e05593 (__TEXT,__text) external _cblas_strmv$NEWLAPACK
00007ff800e928d7 (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
00007ff800efae5a (__TEXT,__text) external _cblas_strsm
00007ff800e84720 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
00007ff800e9cbe1 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
00007ff800edf359 (__TEXT,__text) external _cblas_strsv
00007ff800df7fb0 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
00007ff800e915b0 (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00007ff800f10290 (__TEXT,__text) external _cblas_xerbla
00007ff800eae7fc (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
00007ff800ec0531 (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
00007ff800ee3213 (__TEXT,__text) external _cblas_zaxpy
00007ff800e0cbc2 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
00007ff800e950ef (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
00007ff800ec49a9 (__TEXT,__text) external _cblas_zcopy
00007ff800d81965 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
00007ff800e89ed2 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
00007ff800ec478a (__TEXT,__text) external _cblas_zdotc_sub
00007ff800d7605a (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
00007ff800e89e4a (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
00007ff800ef00a8 (__TEXT,__text) external _cblas_zdotu_sub
00007ff800e66d5e (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
00007ff800e9b6d0 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
00007ff800eebea8 (__TEXT,__text) external _cblas_zdrot
00007ff800e38d40 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
00007ff800e9768b (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
00007ff800ef02c7 (__TEXT,__text) external _cblas_zdscal
00007ff800e66df7 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
00007ff800e9b758 (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00007ff800f07f9e (__TEXT,__text) external _cblas_zgbmv
00007ff800ea6bab (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
00007ff800eb8739 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
00007ff800eefba7 (__TEXT,__text) external _cblas_zgemm
00007ff800e63caf (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
00007ff800e9b199 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
00007ff800f08720 (__TEXT,__text) external _cblas_zgemv
00007ff800ea7300 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
00007ff800eb8e50 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
00007ff800eee854 (__TEXT,__text) external _cblas_zgerc
00007ff800e5c960 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
00007ff800e99e24 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
00007ff800efa5f7 (__TEXT,__text) external _cblas_zgeru
00007ff800e77f9a (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
00007ff800e9c380 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
00007ff800f094c0 (__TEXT,__text) external _cblas_zhbmv
00007ff800ea80a0 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
00007ff800eb9c40 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
00007ff800ed8656 (__TEXT,__text) external _cblas_zhemm
00007ff800de00be (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
00007ff800e9002b (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
00007ff800f09baa (__TEXT,__text) external _cblas_zhemv
00007ff800ea878a (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
00007ff800eba347 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
00007ff800ee6a97 (__TEXT,__text) external _cblas_zher
00007ff800e1b021 (__TEXT,__text) external _cblas_zher$NEWLAPACK
00007ff800e96959 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
00007ff800f0a805 (__TEXT,__text) external _cblas_zher2
00007ff800ea93e5 (__TEXT,__text) external _cblas_zher2$NEWLAPACK
00007ff800ebb04a (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
00007ff800eee1b8 (__TEXT,__text) external _cblas_zher2k
00007ff800e4c77a (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
00007ff800e9977e (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
00007ff800ec43ab (__TEXT,__text) external _cblas_zherk
00007ff800d75c48 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
00007ff800e89a5d (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
00007ff800f0afb8 (__TEXT,__text) external _cblas_zhpmv
00007ff800ea9b98 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
00007ff800ebb7fd (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
00007ff800f0b581 (__TEXT,__text) external _cblas_zhpr
00007ff800eaa161 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
00007ff800ebbdd6 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
00007ff800f0b8ea (__TEXT,__text) external _cblas_zhpr2
00007ff800eaa4ca (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
00007ff800ebc143 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
00007ff800f07bda (__TEXT,__text) external _cblas_zrotg
00007ff800ea694b (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
00007ff800eb84d9 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
00007ff800ee4159 (__TEXT,__text) external _cblas_zscal
00007ff800e145d0 (__TEXT,__text) external _cblas_zscal$NEWLAPACK
00007ff800e95e2f (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
00007ff800ee3ce7 (__TEXT,__text) external _cblas_zswap
00007ff800e134b1 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
00007ff800e95a3c (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
00007ff800ee2ead (__TEXT,__text) external _cblas_zsymm
00007ff800e09f07 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
00007ff800e94d92 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
00007ff800eef8ed (__TEXT,__text) external _cblas_zsyr2k
00007ff800e62b36 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
00007ff800e9aed9 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
00007ff800ecbaa2 (__TEXT,__text) external _cblas_zsyrk
00007ff800d912fb (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
00007ff800e8e07a (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
00007ff800f0c013 (__TEXT,__text) external _cblas_ztbmv
00007ff800eaabf3 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
00007ff800ebc851 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
00007ff800f0c92c (__TEXT,__text) external _cblas_ztbsv
00007ff800eab50c (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
00007ff800ebd188 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
00007ff800f0d41d (__TEXT,__text) external _cblas_ztpmv
00007ff800eabffd (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00007ff800ebdc97 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00007ff800f0db21 (__TEXT,__text) external _cblas_ztpsv
00007ff800eac701 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00007ff800ebe390 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
00007ff800ee3dcf (__TEXT,__text) external _cblas_ztrmm
00007ff800e13518 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00007ff800e95aa6 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
00007ff800f0ea2d (__TEXT,__text) external _cblas_ztrmv
00007ff800ead017 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00007ff800ebec9e (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
00007ff800ed9d86 (__TEXT,__text) external _cblas_ztrsm
00007ff800df2cfb (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00007ff800e90b7b (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
00007ff800f0f4f0 (__TEXT,__text) external _cblas_ztrsv
00007ff800eadada (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
