                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000218893808 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020a4b92bc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdEditTargetC2ERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_14PcpMapFunctionE
000000020a4b8b34 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdEditTargetC2Ev
000000020a650600 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCamera13SetFromCameraERKNS_8GfCameraERKNS_11UsdTimeCodeE
000000020a64d738 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCamera14_IsTypedSchemaEv
000000020a64d6b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCamera16_GetStaticTfTypeEv
000000020a64ecb0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCamera23GetSchemaAttributeNamesEb
000000020a64d27c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCamera3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a64d450 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCamera6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a64d254 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCameraD0Ev
000000020a64d250 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCameraD1Ev
000000020a64d24c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCameraD2Ev
000000020a656540 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCurves13ComputeExtentERKNS_7VtArrayINS_7GfVec3fEEERKNS1_IfEEPS3_
000000020a656638 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCurves13ComputeExtentERKNS_7VtArrayINS_7GfVec3fEEERKNS1_IfEERKNS_10GfMatrix4dEPS3_
000000020a655a90 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCurves14_IsTypedSchemaEv
000000020a655a0c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCurves16_GetStaticTfTypeEv
000000020a6562e4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCurves22SetWidthsInterpolationERKNS_7TfTokenE
000000020a655e38 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCurves23GetSchemaAttributeNamesEb
000000020a655830 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCurves3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a655808 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCurvesD0Ev
000000020a655804 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCurvesD1Ev
000000020a655800 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomCurvesD2Ev
000000020a679d38 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints13ComputeExtentERKNS_7VtArrayINS_7GfVec3fEEERKNS1_IfEEPS3_
000000020a67a0f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints13ComputeExtentERKNS_7VtArrayINS_7GfVec3fEEERKNS1_IfEERKNS_10GfMatrix4dEPS3_
000000020a679288 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints14_IsTypedSchemaEv
000000020a679204 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints16_GetStaticTfTypeEv
000000020a679adc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints22SetWidthsInterpolationERKNS_7TfTokenE
000000020a679630 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints23GetSchemaAttributeNamesEb
000000020a678dcc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a678fa0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPoints6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a678da4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPointsD0Ev
000000020a678da0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPointsD1Ev
000000020a678d9c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomPointsD2Ev
000000020a688a10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere13ComputeExtentEdPNS_7VtArrayINS_7GfVec3fEEE
000000020a688a84 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere13ComputeExtentEdRKNS_10GfMatrix4dEPNS_7VtArrayINS_7GfVec3fEEE
000000020a688348 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere14_IsTypedSchemaEv
000000020a6882c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere16_GetStaticTfTypeEv
000000020a6886f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere23GetSchemaAttributeNamesEb
000000020a687e8c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a688060 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphere6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a687e64 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphereD0Ev
000000020a687e60 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphereD1Ev
000000020a687e5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSphereD2Ev
000000020a68b7a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset13GetFamilyTypeERKNS_16UsdGeomImageableERKNS_7TfTokenE
000000020a68a15c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset13SetFamilyTypeERKNS_16UsdGeomImageableERKNS_7TfTokenES6_
000000020a68ac8c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset14GetGeomSubsetsERKNS_16UsdGeomImageableERKNS_7TfTokenES6_
000000020a68c968 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset14ValidateFamilyERKNS_16UsdGeomImageableERKNS_7TfTokenES6_PNSt3__112basic_stringIcNS7_11char_traitsIcEENS7_9allocatorIcEEEE
000000020a6894fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset14_IsTypedSchemaEv
000000020a68be28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset15ValidateSubsetsERKNSt3__16vectorIS0_NS1_9allocatorIS0_EEEEmRKNS_7TfTokenEPNS1_12basic_stringIcNS1_11char_traitsIcEENS3_IcEEEE
000000020a689da4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset16CreateGeomSubsetERKNS_16UsdGeomImageableERKNS_7TfTokenES6_RKNS_7VtArrayIiEES6_S6_
000000020a689478 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset16_GetStaticTfTypeEv
000000020a68a834 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset17GetAllGeomSubsetsERKNS_16UsdGeomImageableE
000000020a68b994 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset20GetUnassignedIndicesERKNSt3__16vectorIS0_NS1_9allocatorIS0_EEEEmRKNS_11UsdTimeCodeE
000000020a68a2f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset22CreateUniqueGeomSubsetERKNS_16UsdGeomImageableERKNS_7TfTokenES6_RKNS_7VtArrayIiEES6_S6_
000000020a689a20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset23GetSchemaAttributeNamesEb
000000020a68b164 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset27GetAllGeomSubsetFamilyNamesERKNS_16UsdGeomImageableE
000000020a689040 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a689214 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubset6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a689018 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubsetD0Ev
000000020a689014 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubsetD1Ev
000000020a689010 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomSubsetD2Ev
0000000218ae0ee0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdGeomTokensE
000000020a6e2300 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI14_IsTypedSchemaEv
000000020a6e227c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI16_GetStaticTfTypeEv
000000020a6e26c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI23GetSchemaAttributeNamesEb
000000020a6e1e20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a6e20ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI5ApplyERKNS_7UsdPrimE
000000020a6e2004 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPI8CanApplyERKNS_7UsdPrimEPNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000020a6e1df8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPID0Ev
000000020a6e1df4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPID1Ev
000000020a6e1df0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdLuxListAPID2Ev
000000020a4e7f10 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences12AddReferenceERKNS_12SdfReferenceENS_15UsdListPositionE
000000020a4e82d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences12AddReferenceERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_14SdfLayerOffsetENS_15UsdListPositionE
000000020a4e81e0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences12AddReferenceERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS_7SdfPathERKNS_14SdfLayerOffsetENS_15UsdListPositionE
000000020a4e8a0c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences13SetReferencesERKNSt3__16vectorINS_12SdfReferenceENS1_9allocatorIS3_EEEE
000000020a4e8830 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences15ClearReferencesEv
000000020a4e8550 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences15RemoveReferenceERKNS_12SdfReferenceE
000000020a4e842c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdReferences20AddInternalReferenceERKNS_7SdfPathERKNS_14SdfLayerOffsetENS_15UsdListPositionE
000000020a6f7520 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI14_IsTypedSchemaEv
000000020a6f749c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI16_GetStaticTfTypeEv
000000020a6f7eb8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI23GetSchemaAttributeNamesEb
000000020a6f7040 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a6f72cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI5ApplyERKNS_7UsdPrimE
000000020a6f7224 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPI8CanApplyERKNS_7UsdPrimEPNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000020a6f7018 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPID0Ev
000000020a6f7014 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPID1Ev
000000020a6f7010 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdRiLightAPID2Ev
000000020a4ebce0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseC1ERKNS_7UsdPrimE
000000020a4ebd9c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseC1ERKS0_
000000020a4ebc28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseC2ERKNS_7UsdPrimE
000000020a4ebce4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseC2ERKS0_
000000020a4ebe00 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseD0Ev
000000020a4ebdfc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseD1Ev
000000020a4ebda0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSchemaBaseD2Ev
000000020a6b4d44 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInput20IsInterfaceInputNameERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020a6b4ca4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInput7IsInputERKNS_12UsdAttributeE
000000020a6b44d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInputC1ENS_7UsdPrimERKNS_7TfTokenERKNS_16SdfValueTypeNameE
000000020a6b4060 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInputC1ERKNS_12UsdAttributeE
000000020a6b41dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInputC2ENS_7UsdPrimERKNS_7TfTokenERKNS_16SdfValueTypeNameE
000000020a6b3f88 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeInputC2ERKNS_12UsdAttributeE
000000020a6d5694 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils11GetFullNameERKNS_7TfTokenENS_21UsdShadeAttributeTypeE
000000020a6d5388 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils18GetBaseNameAndTypeERKNS_7TfTokenE
000000020a6d52d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils25GetPrefixForAttributeTypeENS_21UsdShadeAttributeTypeE
000000020a6d6138 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils27GetValueProducingAttributesERKNS_13UsdShadeInputEb
000000020a6d622c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils27GetValueProducingAttributesERKNS_14UsdShadeOutputEb
000000020a6d5558 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdShadeUtils7GetTypeERKNS_7TfTokenE
0000000218ae0f58 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdSkelTokensE
000000020a61f94c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache12RequestStageEONS_20UsdStageCacheRequestE
000000020a623f48 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache12SetDebugNameERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020a61f324 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache4swapERS0_
000000020a623e20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache5ClearEv
000000020a622ca4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache5EraseENS0_2IdE
000000020a623170 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache5EraseERKNS_8TfRefPtrINS_8UsdStageEEE
000000020a61ffd0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache6InsertERKNS_8TfRefPtrINS_8UsdStageEEE
000000020a623330 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache8EraseAllERKNS_9TfWeakPtrINS_8SdfLayerEEE
000000020a623944 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache8EraseAllERKNS_9TfWeakPtrINS_8SdfLayerEEES5_
000000020a623b70 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCache8EraseAllERKNS_9TfWeakPtrINS_8SdfLayerEEES5_RKNS_17ArResolverContextE
000000020a61f2b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheC1ERKS0_
000000020a61f170 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheC1Ev
000000020a61f174 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheC2ERKS0_
000000020a61f10c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheC2Ev
000000020a61f2ec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheD1Ev
000000020a61f2b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheD2Ev
000000020a61f5f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdStageCacheaSERKS0_
000000020a62a568 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdTokensTypeC1Ev
000000020a629f80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdTokensTypeC2Ev
000000020a771da4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdrop14_IsTypedSchemaEv
000000020a771d20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdrop16_GetStaticTfTypeEv
000000020a771fd0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdrop23GetSchemaAttributeNamesEb
000000020a7718e8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdrop3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a771abc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdrop6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020a7718c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdropD0Ev
000000020a7718bc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdropD1Ev
000000020a7718b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdUIBackdropD2Ev
000000020a62f754 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet10AddVariantERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS_15UsdListPositionE
000000020a62f9a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet14_AddVariantSetENS_15UsdListPositionE
000000020a630270 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet19SetVariantSelectionERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020a6303f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet21BlockVariantSelectionEv
000000020a630390 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet21ClearVariantSelectionEv
000000020a6302f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13UsdVariantSet25_CreatePrimSpecForEditingEv
000000020a3c6b28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache20PopulateClipsForPrimERKNS_7SdfPathERKNS_12PcpPrimIndexE
000000020a3c7ad8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache22InvalidateClipsForPrimERKNS_7SdfPathE
000000020a3c6350 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache27ConcurrentPopulationContextC1ERS0_
000000020a3c6298 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache27ConcurrentPopulationContextC2ERS0_
000000020a3c6388 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache27ConcurrentPopulationContextD1Ev
000000020a3c6354 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache27ConcurrentPopulationContextD2Ev
000000020a3c747c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache6ReloadEv
000000020a3c6468 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache8LifeboatC1ERS0_
000000020a3c638c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache8LifeboatC2ERS0_
000000020a3c64a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache8LifeboatD1Ev
000000020a3c646c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCache8LifeboatD2Ev
000000020a3c64e8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCacheC1Ev
000000020a3c64d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCacheC2Ev
000000020a3c6500 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCacheD1Ev
000000020a3c64fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_ClipCacheD2Ev
000000020a3d4ee4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData10CreateSpecERKNS_7SdfPathENS_11SdfSpecTypeE
000000020a3d6334 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData13SetTimeSampleERKNS_7SdfPathEdRKNS_7VtValueE
000000020a3d66c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData15EraseTimeSampleERKNS_7SdfPathEd
000000020a3d41c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData23GetSoftwareVersionTokenEv
000000020a3d5b94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData3SetERKNS_7SdfPathERKNS_7TfTokenERKNS_25SdfAbstractDataConstValueE
000000020a3d5994 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData3SetERKNS_7SdfPathERKNS_7TfTokenERKNS_7VtValueE
000000020a3d46f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData4OpenERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020a3d41c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData4SaveERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020a3d5cb0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData5EraseERKNS_7SdfPathERKNS_7TfTokenE
000000020a3d41c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData7CanReadERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020a3d4adc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData8MoveSpecERKNS_7SdfPathES3_
000000020a3d4954 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateData9EraseSpecERKNS_7SdfPathE
000000020a3d40b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateDataC1Ev
