000000018ae4e370 (__TEXT,__text) external _CCAESCmac
                 (undefined) external _ccdigest_init (from libcorecrypto)
000000018ae4937c (__TEXT,__text) non-external _ccdigest_process
                 (undefined) external _ccdigest_update (from libcorecrypto)
                 (undefined) external _ccec_blind (from libcorecrypto)
                 (undefined) external _ccec_compact_export_pub (from libcorecrypto)
                 (undefined) external _ccec_compact_import_pub (from libcorecrypto)
                 (undefined) external _ccec_compact_import_pub_size (from libcorecrypto)
                 (undefined) external _ccec_cp_256 (from libcorecrypto)
                 (undefined) external _ccec_cp_384 (from libcorecrypto)
                 (undefined) external _ccec_cp_521 (from libcorecrypto)
                 (undefined) external _ccec_diversify_min_entropy_len (from libcorecrypto)
                 (undefined) external _ccec_diversify_priv_twin (from libcorecrypto)
                 (undefined) external _ccec_diversify_pub_twin (from libcorecrypto)
                 (undefined) external _ccec_generate_blinding_keys (from libcorecrypto)
                 (undefined) external _ccec_generate_key (from libcorecrypto)
                 (undefined) external _ccec_get_cp (from libcorecrypto)
                 (undefined) external _ccec_get_fullkey_components (from libcorecrypto)
                 (undefined) external _ccec_get_pubkey_components (from libcorecrypto)
                 (undefined) external _ccec_keysize_is_supported (from libcorecrypto)
                 (undefined) external _ccec_make_pub (from libcorecrypto)
                 (undefined) external _ccec_sign (from libcorecrypto)
                 (undefined) external _ccec_unblind (from libcorecrypto)
                 (undefined) external _ccec_validate_pub (from libcorecrypto)
                 (undefined) external _ccec_verify (from libcorecrypto)
                 (undefined) external _ccec_x963_export (from libcorecrypto)
                 (undefined) external _ccec_x963_import_priv (from libcorecrypto)
                 (undefined) external _ccec_x963_import_priv_size (from libcorecrypto)
                 (undefined) external _ccec_x963_import_pub (from libcorecrypto)
                 (undefined) external _ccec_x963_import_pub_size (from libcorecrypto)
00000001dab7f340 (__AUTH_CONST,__const) non-external (was a private external) _ccecb_mode
000000018ae52604 (__TEXT,__text) non-external _ccecb_mode_crypt
000000018ae525e4 (__TEXT,__text) non-external _ccecb_mode_get_block_size
000000018ae525dc (__TEXT,__text) non-external _ccecb_mode_get_ctx_size
000000018ae525ec (__TEXT,__text) non-external _ccecb_mode_setup
                 (undefined) external _ccecdh_compute_shared_secret (from libcorecrypto)
                 (undefined) external _ccgcm_aad (from libcorecrypto)
                 (undefined) external _ccgcm_finalize (from libcorecrypto)
00000001dab7f570 (__AUTH_CONST,__const) non-external (was a private external) _ccgcm_mode
000000018ae529cc (__TEXT,__text) non-external _ccgcm_mode_crypt
000000018ae529c4 (__TEXT,__text) non-external _ccgcm_mode_get_block_size
000000018ae4a5ac (__TEXT,__text) non-external _ccgcm_mode_get_ctx_size
000000018ae4a5b4 (__TEXT,__text) non-external _ccgcm_mode_setup
                 (undefined) external _ccgcm_one_shot (from libcorecrypto)
                 (undefined) external _ccgcm_reset (from libcorecrypto)
                 (undefined) external _ccgcm_set_iv (from libcorecrypto)
                 (undefined) external _ccgcm_set_iv_legacy (from libcorecrypto)
000000018ae529e8 (__TEXT,__text) non-external _ccgcm_setiv
                 (undefined) external _ccgcm_update (from libcorecrypto)
                 (undefined) external _cch2c (from libcorecrypto)
                 (undefined) external _cch2c_p256_sha256_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cch2c_p384_sha512_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cch2c_p521_sha512_sswu_ro_info (from libcorecrypto)
                 (undefined) external _cchkdf (from libcorecrypto)
                 (undefined) external _cchkdf_expand (from libcorecrypto)
                 (undefined) external _cchkdf_extract (from libcorecrypto)
                 (undefined) external _cchmac (from libcorecrypto)
                 (undefined) external _cchmac_final (from libcorecrypto)
                 (undefined) external _cchmac_init (from libcorecrypto)
                 (undefined) external _cchmac_update (from libcorecrypto)
                 (undefined) external _ccmd2_ltc_di (from libcorecrypto)
                 (undefined) external _ccmd4_ltc_di (from libcorecrypto)
                 (undefined) external _ccmd5_di (from libcorecrypto)
00000001dab7ef50 (__AUTH_CONST,__const) non-external (was a private external) _ccmodeList
                 (undefined) external _ccn_bitlen (from libcorecrypto)
                 (undefined) external _ccn_cmpn (from libcorecrypto)
                 (undefined) external _ccn_read_uint (from libcorecrypto)
                 (undefined) external _ccn_write_int (from libcorecrypto)
                 (undefined) external _ccn_write_int_size (from libcorecrypto)
                 (undefined) external _ccn_write_uint (from libcorecrypto)
                 (undefined) external _ccn_write_uint_padded_ct (from libcorecrypto)
                 (undefined) external _ccn_write_uint_size (from libcorecrypto)
                 (undefined) external _ccnistkdf_ctr_hmac (from libcorecrypto)
                 (undefined) external _ccnistkdf_ctr_hmac_fixed (from libcorecrypto)
000000018ae4c1c4 (__TEXT,__text) non-external _ccnopad_decrypt_pad
000000018ae4b64c (__TEXT,__text) non-external _ccnopad_encrypt_pad
00000001dab7f670 (__AUTH_CONST,__const) non-external (was a private external) _ccnopad_pad
000000018ae4b460 (__TEXT,__text) non-external _ccnopad_padlen
000000018ae4b494 (__TEXT,__text) non-external _ccnopad_reserve
00000001dab7f4d0 (__AUTH_CONST,__const) non-external (was a private external) _ccofb_mode
000000018ae527bc (__TEXT,__text) non-external _ccofb_mode_crypt
000000018ae52798 (__TEXT,__text) non-external _ccofb_mode_get_block_size
000000018ae52790 (__TEXT,__text) non-external _ccofb_mode_get_ctx_size
000000018ae527a0 (__TEXT,__text) non-external _ccofb_mode_setup
                 (undefined) external _ccpad_cts3_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_cts3_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_ecb_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_ecb_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_pkcs7_encrypt (from libcorecrypto)
                 (undefined) external _ccpad_xts_decrypt (from libcorecrypto)
                 (undefined) external _ccpad_xts_encrypt (from libcorecrypto)
                 (undefined) external _ccpbkdf2_hmac (from libcorecrypto)
000000018ae52b6c (__TEXT,__text) non-external _ccpkcs7_decrypt_ecb_pad
000000018ae4c1d4 (__TEXT,__text) non-external _ccpkcs7_decrypt_pad
00000001dab7f630 (__AUTH_CONST,__const) non-external (was a private external) _ccpkcs7_ecb_pad
000000018ae52b14 (__TEXT,__text) non-external _ccpkcs7_encrypt_ecb_pad
000000018ae52ab4 (__TEXT,__text) non-external _ccpkcs7_encrypt_pad
00000001dab7f610 (__AUTH_CONST,__const) non-external (was a private external) _ccpkcs7_pad
000000018ae4af18 (__TEXT,__text) non-external _ccpkcs7_padlen
000000018ae4afa8 (__TEXT,__text) non-external _ccpkcs7_reserve
                 (undefined) external _ccrc2_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccrc2_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccrc4_eay (from libcorecrypto)
                 (undefined) external _ccrmd160_ltc_di (from libcorecrypto)
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
                 (undefined) external _ccrsa_decrypt_eme_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_decrypt_oaep (from libcorecrypto)
                 (undefined) external _ccrsa_encrypt_eme_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_encrypt_oaep (from libcorecrypto)
                 (undefined) external _ccrsa_export_pub (from libcorecrypto)
                 (undefined) external _ccrsa_generate_fips186_key (from libcorecrypto)
                 (undefined) external _ccrsa_get_fullkey_components (from libcorecrypto)
                 (undefined) external _ccrsa_get_pubkey_components (from libcorecrypto)
                 (undefined) external _ccrsa_import_pub (from libcorecrypto)
                 (undefined) external _ccrsa_init_pub (from libcorecrypto)
                 (undefined) external _ccrsa_make_priv (from libcorecrypto)
                 (undefined) external _ccrsa_make_pub (from libcorecrypto)
                 (undefined) external _ccrsa_priv_crypt (from libcorecrypto)
                 (undefined) external _ccrsa_pub_crypt (from libcorecrypto)
                 (undefined) external _ccrsa_recover_priv (from libcorecrypto)
                 (undefined) external _ccrsa_sign_pkcs1v15 (from libcorecrypto)
                 (undefined) external _ccrsa_sign_pss (from libcorecrypto)
                 (undefined) external _ccrsa_verify_pkcs1v15_digest (from libcorecrypto)
                 (undefined) external _ccrsa_verify_pss_digest (from libcorecrypto)
                 (undefined) external _ccsha1_di (from libcorecrypto)
                 (undefined) external _ccsha224_di (from libcorecrypto)
                 (undefined) external _ccsha256_di (from libcorecrypto)
                 (undefined) external _ccsha384_di (from libcorecrypto)
                 (undefined) external _ccsha512_di (from libcorecrypto)
                 (undefined) external _ccwrap_auth_decrypt_withiv (from libcorecrypto)
                 (undefined) external _ccwrap_auth_encrypt_withiv (from libcorecrypto)
                 (undefined) external _ccwrap_unwrapped_size (from libcorecrypto)
                 (undefined) external _ccwrap_wrapped_size (from libcorecrypto)
                 (undefined) external _ccxts_context_size (from libcorecrypto)
00000001dab7f520 (__AUTH_CONST,__const) non-external (was a private external) _ccxts_mode
000000018ae528e4 (__TEXT,__text) non-external _ccxts_mode_decrypt_tweak
000000018ae52804 (__TEXT,__text) non-external _ccxts_mode_encrypt_tweak
000000018ae527e4 (__TEXT,__text) non-external _ccxts_mode_get_block_size
000000018ae527dc (__TEXT,__text) non-external _ccxts_mode_get_ctx_size
000000018ae527ec (__TEXT,__text) non-external _ccxts_mode_setup
                 (undefined) external _ccz_add (from libcorecrypto)
                 (undefined) external _ccz_addi (from libcorecrypto)
                 (undefined) external _ccz_bitlen (from libcorecrypto)
00000001d932e640 (__AUTH,__data) non-external _ccz_c
                 (undefined) external _ccz_cmp (from libcorecrypto)
                 (undefined) external _ccz_cmpi (from libcorecrypto)
                 (undefined) external _ccz_divmod (from libcorecrypto)
                 (undefined) external _ccz_expmod (from libcorecrypto)
                 (undefined) external _ccz_free (from libcorecrypto)
                 (undefined) external _ccz_init (from libcorecrypto)
                 (undefined) external _ccz_is_negative (from libcorecrypto)
                 (undefined) external _ccz_is_prime (from libcorecrypto)
                 (undefined) external _ccz_is_zero (from libcorecrypto)
                 (undefined) external _ccz_lsl (from libcorecrypto)
                 (undefined) external _ccz_lsr (from libcorecrypto)
                 (undefined) external _ccz_mod (from libcorecrypto)
                 (undefined) external _ccz_mul (from libcorecrypto)
                 (undefined) external _ccz_muli (from libcorecrypto)
                 (undefined) external _ccz_mulmod (from libcorecrypto)
                 (undefined) external _ccz_neg (from libcorecrypto)
                 (undefined) external _ccz_random_bits (from libcorecrypto)
                 (undefined) external _ccz_read_radix (from libcorecrypto)
                 (undefined) external _ccz_read_uint (from libcorecrypto)
                 (undefined) external _ccz_set (from libcorecrypto)
                 (undefined) external _ccz_seti (from libcorecrypto)
                 (undefined) external _ccz_size (from libcorecrypto)
                 (undefined) external _ccz_sub (from libcorecrypto)
                 (undefined) external _ccz_subi (from libcorecrypto)
                 (undefined) external _ccz_trailing_zeros (from libcorecrypto)
                 (undefined) external _ccz_write_int_size (from libcorecrypto)
                 (undefined) external _ccz_write_radix (from libcorecrypto)
                 (undefined) external _ccz_write_radix_size (from libcorecrypto)
                 (undefined) external _ccz_write_uint (from libcorecrypto)
                 (undefined) external _ccz_write_uint_size (from libcorecrypto)
                 (undefined) external _ccz_zero (from libcorecrypto)
000000018ae4926c (__TEXT,__text) non-external _convertccHmacSelector
00000001d2021fe0 (__DATA_CONST,__const) non-external (was a private external) _crc16
00000001d2021d60 (__DATA_CONST,__const) non-external (was a private external) _crc16_a
00000001d2021da0 (__DATA_CONST,__const) non-external (was a private external) _crc16_b
00000001d2021de0 (__DATA_CONST,__const) non-external (was a private external) _crc16_ccitt_false
00000001d2021e20 (__DATA_CONST,__const) non-external (was a private external) _crc16_ccitt_true
00000001d2021e60 (__DATA_CONST,__const) non-external (was a private external) _crc16_dect_r
00000001d2021ea0 (__DATA_CONST,__const) non-external (was a private external) _crc16_dect_x
00000001d2021ee0 (__DATA_CONST,__const) non-external (was a private external) _crc16_icode
00000001d2021f20 (__DATA_CONST,__const) non-external (was a private external) _crc16_usb
00000001d2021f60 (__DATA_CONST,__const) non-external (was a private external) _crc16_verifone
00000001d2021fa0 (__DATA_CONST,__const) non-external (was a private external) _crc16_xmodem
00000001d2022160 (__DATA_CONST,__const) non-external (was a private external) _crc32
00000001d2022020 (__DATA_CONST,__const) non-external (was a private external) _crc32_bzip2
00000001d2022060 (__DATA_CONST,__const) non-external (was a private external) _crc32_castagnoli
00000001d20220a0 (__DATA_CONST,__const) non-external (was a private external) _crc32_mpeg_2
00000001d20220e0 (__DATA_CONST,__const) non-external (was a private external) _crc32_posix
00000001d2022120 (__DATA_CONST,__const) non-external (was a private external) _crc32_xfer
00000001d20221a0 (__DATA_CONST,__const) non-external (was a private external) _crc64_ecma_182
00000001d20222e0 (__DATA_CONST,__const) non-external (was a private external) _crc8
00000001d20221e0 (__DATA_CONST,__const) non-external (was a private external) _crc8_icode
00000001d2022220 (__DATA_CONST,__const) non-external (was a private external) _crc8_itu
00000001d2022260 (__DATA_CONST,__const) non-external (was a private external) _crc8_rohc
00000001d20222a0 (__DATA_CONST,__const) non-external (was a private external) _crc8_wcdma
000000018ae4da5c (__TEXT,__text) non-external (was a private external) _crc_normal_final
000000018ae4d910 (__TEXT,__text) non-external (was a private external) _crc_normal_init
000000018ae4da94 (__TEXT,__text) non-external (was a private external) _crc_normal_oneshot
000000018ae4d964 (__TEXT,__text) non-external (was a private external) _crc_normal_update
000000018ae4db94 (__TEXT,__text) non-external (was a private external) _crc_reverse_final
000000018ae4db20 (__TEXT,__text) non-external (was a private external) _crc_reverse_init
000000018ae4c368 (__TEXT,__text) non-external (was a private external) _crc_reverse_oneshot
000000018ae4c74c (__TEXT,__text) non-external (was a private external) _crc_reverse_update
000000018ae53414 (__TEXT,__text) non-external _deCode
000000018ae532d8 (__TEXT,__text) non-external _decodeLen
00000001d2022478 (__DATA_CONST,__const) non-external (was a private external) _defaultBase16
00000001d2022400 (__DATA_CONST,__const) non-external (was a private external) _defaultBase32
00000001d20223d8 (__DATA_CONST,__const) non-external (was a private external) _defaultBase64
                 (undefined) external _dispatch_once_f (from libdispatch)
000000018ae4d70c (__TEXT,__text) non-external (was a private external) _dump_crc_table
                 (undefined) external _dyld_program_sdk_at_least (from libdyld)
000000018ae4bd24 (__TEXT,__text) non-external _enCode
000000018ae4bcd0 (__TEXT,__text) non-external _encodeLen
000000018ae54bc8 (__TEXT,__const) non-external _encoderValue
                 (undefined) external _free (from libsystem_malloc)
000000018ae4a6ac (__TEXT,__text) non-external _gcm_update
000000018ae4c3e4 (__TEXT,__text) non-external (was a private external) _gen_std_crc_table
000000018ae4a444 (__TEXT,__text) non-external (was a private external) _getCipherMode
000000018ae4c2ac (__TEXT,__text) non-external _getDesc
000000018ae5381c (__TEXT,__text) non-external _getDesc.cold.1
000000018ae53890 (__TEXT,__text) non-external _getDesc.cold.2
000000018ae53904 (__TEXT,__text) non-external _getDesc.cold.3
00000001d2022450 (__DATA_CONST,__const) non-external (was a private external) _hexBase32
000000018ae48c1c (__TEXT,__text) non-external (was a private external) _init_globals
00000001d20223c0 (__DATA_CONST,__const) external _kCCRandomDefault
00000001d20223c8 (__DATA_CONST,__const) external _kCCRandomDevRandom
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _memset (from libsystem_c)
000000018ae4cc90 (__TEXT,__text) non-external _noMode
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _printf (from libsystem_c)
                 (undefined) external _putchar (from libsystem_c)
                 (undefined) external _puts (from libsystem_c)
000000018ae52cf8 (__TEXT,__text) non-external _rc4ModeInit
000000018ae52d2c (__TEXT,__text) non-external _rc4crypt
00000001dab7f690 (__AUTH_CONST,__const) non-external _rc4mode
00000001d2022428 (__DATA_CONST,__const) non-external (was a private external) _recoveryBase32
000000018ae4c6ec (__TEXT,__text) non-external (was a private external) _reflect
000000018ae4c6dc (__TEXT,__text) non-external (was a private external) _reflect_byte
000000018ae54a60 (__TEXT,__const) non-external _reflector
000000018ae4dba4 (__TEXT,__text) non-external (was a private external) _reverse_poly
000000018ae54bb8 (__TEXT,__const) non-external _rfc3394_iv_data
000000018ae48e38 (__TEXT,__text) non-external (was a private external) _setReverseMap
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
000000018ae52070 (__TEXT,__text) non-external _validate_sign_verify_params
