00007ffc137ede5e (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc137a2f3f (__TEXT,__text) non-external (was a private external) _MemBufferGetFreePtr
00007ffc137a2f24 (__TEXT,__text) non-external (was a private external) _MemBufferGetFreeSize
00007ffc137a2e8b (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffc137a2ff2 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffc137a321e (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffc137a3eca (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffc137a417a (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffc137a418a (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffc137a4352 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffc137a4804 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffc137a48d0 (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffc137a490c (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffc137a0ac3 (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffc137a0ca9 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffc137a0cd8 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffc137a0cef (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffc137a0d06 (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffc137a3d0d (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffc137a3ddf (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffc137a3e0d (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffc137a4658 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffc137a471d (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffc137a46c9 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffc137a46d3 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffc137a363a (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffc137a375f (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffc137a3643 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffc137a36db (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffc137a3703 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffc1377cbb1 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffc1377cb87 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffc1377bf54 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffc13772626 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffc13790bd1 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffc137725fe (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffc137725ed (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffc137725ce (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffc13790bb5 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffc1377eff1 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffc1377efca (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffc137f8a8f (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffc137f8a68 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffc13781f44 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffc13781f1d (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffc13783b58 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffc13783b7f (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffc1378f835 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffc1378f80e (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffc13790a76 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffc13790abe (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffc137f8ab6 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffc137f8ecd (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffc137f9041 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffc137f96e5 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffc137f968f (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffc137f9742 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffc137f967f (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffc137f9381 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffc137f9939 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffc137f92e5 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffc137f9470 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffc1379fd8f (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffc1379fd67 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffc137a0904 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffc137a0aab (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffc137a9637 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffc137a8130 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffc137a8065 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffc137a7e1d (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffc137a76ac (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffc137a70a8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffc137a7440 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffc13790b62 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffc13790afd (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffc137b392a (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffc13794e7a (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffc137b3934 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffc137b393e (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffc137b395a (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffc13783fed (__TEXT,__text) non-external _RNG
00007ffc137f5219 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffc137f503e (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffc137f5098 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffc13778714 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffc137785a8 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffc1377869b (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffc137b79d6 (__TEXT,__text) non-external (was a private external) _RawImageDiff
00007ffc13790bed (__TEXT,__text) non-external (was a private external) _RawImagePatchInternal
00007ffc137849af (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffc137b755e (__TEXT,__text) non-external _SegmentStreamCancel
00007ffc137b65ec (__TEXT,__text) non-external _SegmentStreamClose
00007ffc137b64ac (__TEXT,__text) non-external _SegmentStreamCreate
00007ffc137b6cdd (__TEXT,__text) non-external _SegmentStreamPRead
00007ffc137b73eb (__TEXT,__text) non-external _SegmentStreamPWrite
00007ffc137b756b (__TEXT,__text) non-external _SegmentStreamSimulate
00007ffc137d68a4 (__TEXT,__text) non-external _SemInit
00007ffc137f67f3 (__TEXT,__text) non-external _SemInit
00007ffc1378af0a (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc13797c08 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc137a6a37 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc137ca48e (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffc1379741d (__TEXT,__text) non-external _SharedArrayPush
00007ffc137f66fa (__TEXT,__text) non-external _SharedArrayPush
00007ffc137978cf (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffc137970ae (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffc13797582 (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffc13797516 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffc13797594 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffc13797973 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffc13797d86 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffc13797d60 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffc13797d1a (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffc13797dbe (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffc13796c93 (__TEXT,__text) non-external _SimStreamClose
00007ffc13796dc4 (__TEXT,__text) non-external _SimStreamPRead
00007ffc13796dd1 (__TEXT,__text) non-external _SimStreamPWrite
00007ffc13796dde (__TEXT,__text) non-external _SimStreamSimulate
00007ffc1379f473 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffc1379f577 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffc1379f45f (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffc1379fa77 (__TEXT,__text) non-external _StringTableCmp
00007ffc1379f35d (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffc1379f430 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffc1379f9fc (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffc1379f8ef (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffc1379fa6f (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffc1379f65f (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffc137a5a89 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffc137a6590 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffc137a6d6e (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffc137a6b49 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffc137a6c6a (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffc137f3d60 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffc137f41cf (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffc137f451e (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffc137f463f (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffc137f4713 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffc13772315 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffc1377229a (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffc40306c10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffc13778270 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffc13778290 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffc137b3723 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffc1378d5d7 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffc1378c4b3 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffc1378d012 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAtWithState
00007ffc13778730 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffc137788bd (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffc13779bda (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffc1377885c (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffc137a4a04 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffc137a545c (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffc137c5714 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffc137c74e6 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpenWithState
00007ffc137aea05 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffc137aec0f (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffc137ae98b (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffc137ae710 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffc1377aeed (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffc1377b8e8 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffc137f5235 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffc137f59e0 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffc137ec23d (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffc137ec221 (__TEXT,__text) non-external (was a private external) _aaByteStreamSimulate
00007ffc137882e0 (__TEXT,__text) non-external _aaCacheStreamCancel
00007ffc137882ed (__TEXT,__text) non-external _aaCacheStreamClose
00007ffc13787c7d (__TEXT,__text) non-external (was a private external) _aaCacheStreamOpen
00007ffc13787fa6 (__TEXT,__text) non-external _aaCacheStreamPRead
00007ffc13788124 (__TEXT,__text) non-external _aaCacheStreamPWrite
00007ffc137882c4 (__TEXT,__text) non-external _aaCacheStreamRead
00007ffc13787f37 (__TEXT,__text) non-external _aaCacheStreamSeek
00007ffc1378840d (__TEXT,__text) non-external _aaCacheStreamTruncate
00007ffc137882d2 (__TEXT,__text) non-external _aaCacheStreamWrite
00007ffc137ccb5b (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffc13799468 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffc137f137d (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffc137f138a (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffc137f14cd (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffc137f1249 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffc137cd6fc (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffc137f3224 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffc137f2974 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffc137f2a18 (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffc137f28b6 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffc137f2747 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffc137e1db7 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffc137e0c70 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffc137e1236 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffc137e10f4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffc137cc267 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffc137cbb91 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffc137cc869 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffc137cb42c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffc137cae99 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffc137cb761 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffc137cca0b (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffc137cab00 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffc137cad38 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffc137cc990 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffc137cae70 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffc137ded2a (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffc137de0e0 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffc137de5b8 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffc137de480 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffc137e8f80 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffc137e91df (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffc137e90a6 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffc137c504d (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffc137ec70c (__TEXT,__text) non-external _aaFileStreamAbort
00007ffc137ec2a1 (__TEXT,__text) non-external _aaFileStreamClose
00007ffc137ec74d (__TEXT,__text) non-external _aaFileStreamFlush
00007ffc137ec275 (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffc137ec628 (__TEXT,__text) non-external _aaFileStreamPRead
00007ffc137ec69a (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffc137ec554 (__TEXT,__text) non-external _aaFileStreamRead
00007ffc137ec719 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffc137ec734 (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffc137ec5be (__TEXT,__text) non-external _aaFileStreamWrite
00007ffc137b6648 (__TEXT,__text) non-external (was a private external) _aaForkInputStreamOpen
00007ffc1379de63 (__TEXT,__text) non-external (was a private external) _aaForkOutputStreamOpen
00007ffc137dc1f9 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffc137dc55c (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffc137dc80f (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffc137dacd0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffc137db4a1 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffc137b5b20 (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffc137b5a5c (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffc137b56f3 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffc137b5984 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffc137b5991 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffc137b599e (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffc137b59c2 (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffc137b59b0 (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffc137bd639 (__TEXT,__text) non-external (was a private external) _aaInSituStreamOpen
00007ffc137b6afa (__TEXT,__text) non-external (was a private external) _aaIntervalInputStreamOpen
00007ffc137ece9e (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffc137ecd8f (__TEXT,__text) non-external _aaMagicStreamClose
00007ffc137ecdb2 (__TEXT,__text) non-external _aaMagicStreamRead
00007ffc137b617e (__TEXT,__text) non-external (was a private external) _aaSegmentStreamOpen
00007ffc137f1eac (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffc137ecbc2 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffc137ecb89 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffc137ecbe5 (__TEXT,__text) non-external _aaSharedBufferRead
00007ffc137ecbb8 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffc137ed198 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffc137ecf88 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffc137ed087 (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffc137ecf95 (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffc137ec2d1 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffc137e28e8 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffc137c1616 (__TEXT,__text) non-external _add_control
00007ffc1377f41c (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffc1377f0a4 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffc1379ab48 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffc137999eb (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffc137996eb (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffc13799669 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffc1379c2f3 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffc1379bb7f (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffc1377f391 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffc1377f0c0 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffc1377f026 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffc1377f168 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffc1379af12 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffc1379adde (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffc1379ad85 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffc137bf1bd (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffc137be2d0 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffc13783ba8 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffc1377f618 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffc137807d0 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffc1377f604 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffc13787803 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffc1378688e (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffc137868c8 (__TEXT,__text) non-external _aeaInputStreamClose
00007ffc13786a8e (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffc13787049 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffc1378667c (__TEXT,__text) non-external _aeaInputStreamRead
00007ffc137903f2 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffc137ffb80 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffc1377f2c2 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffc1378a0db (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffc1378a0f7 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffc1378a916 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffc1378adfc (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffc1378896c (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffc13788e40 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffc13789e7b (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffc13789799 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffc1379c25d (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffc1377f018 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffc1377f2e8 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffc1378cad4 (__TEXT,__text) non-external _afStreamCancel
00007ffc1378c938 (__TEXT,__text) non-external _afStreamClose
00007ffc1378cdea (__TEXT,__text) non-external _afStreamCloseWithState
00007ffc1378cae6 (__TEXT,__text) non-external _afStreamWrite
00007ffc137efbe2 (__TEXT,__text) non-external _afscStreamCancel
00007ffc137ef682 (__TEXT,__text) non-external _afscStreamClose
00007ffc137f002d (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffc137ed2f2 (__TEXT,__text) non-external _afscStreamOpen
00007ffc137efbf4 (__TEXT,__text) non-external _afscStreamWrite
00007ffc13771800 (__TEXT,__text) non-external _aggregate_copy_fork
00007ffc13772240 (__TEXT,__text) non-external _aggregate_identical_forks
00007ffc1377da8c (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffc137e0c24 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffc137e0be9 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffc137e0ba3 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffc1377501f (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffc137b31c3 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffc137dd58b (__TEXT,__text) non-external _append_field
00007ffc137da0c3 (__TEXT,__text) non-external _applyEntryAttributes
00007ffc137b2b20 (__TEXT,__text) non-external _applyYEC
00007ffc137ad74c (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffc137ada4e (__TEXT,__text) non-external (was a private external) _areFilesEqual2
