
/System/iOSSupport/System/Library/PrivateFrameworks/VoiceMemos.framework/Support/voicememod (for architecture x86_64):
                 (undefined) external _RCCloudRecording_EncryptedTitle (from VoiceMemos)
                 (undefined) external _RCCloudRecording_EntityName (from VoiceMemos)
                 (undefined) external _RCCloudRecording_FileName (from VoiceMemos)
                 (undefined) external _RCCloudRecording_Flags (from VoiceMemos)
                 (undefined) external _RCCloudRecording_LocalTitle (from VoiceMemos)
                 (undefined) external _RCCloudRecording_UniqueID (from VoiceMemos)
                 (undefined) external _RCCloudRecordingsDatabaseFileName (from VoiceMemos)
                 (undefined) external _RCCloudRecordingsStoreURL (from VoiceMemos)
                 (undefined) external _RCComputeFileDigest (from VoiceMemos)
                 (undefined) external _RCDeviceUnlockedSinceBoot (from VoiceMemos)
                 (undefined) external _RCIsInternalInstall (from VoiceMemos)
                 (undefined) external _RCLegacyRecordingsDatabaseFileName (from VoiceMemos)
                 (undefined) external _RCLegacyRecordingsDirectoryURL (from VoiceMemos)
                 (undefined) external _RCLocalConfiguration (from VoiceMemos)
                 (undefined) external _RCLocalizedRecordingDateWithOptions (from VoiceMemos)
                 (undefined) external _RCMigrationReadyNotificationName (from VoiceMemos)
                 (undefined) external _RCMigration_EntityName (from VoiceMemos)
                 (undefined) external _RCRecordingFolder_EntityName (from VoiceMemos)
                 (undefined) external _RCRecordingsDirectoryURL (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingAccessTokenUserInfoKey_FileFormat (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingAccessTokenUserInfoKey_Metadata (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingAccessTokenUserInfoKey_ProcessingFormat (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingAccessTokenUserInfoKey_Settings (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceAudioFileMetadataKey_Composition (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceAudioFileMetadataKey_OutputFragment (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceEncryptedStatusDisabled (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceEncryptedStatusEnabled (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceEncryptedStatusUnknown (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceErrorDomain (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceKeyEncryptedAccountStatus (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceKeyEncryptedFieldsStatus (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceKeyFirstImportIsComplete (from VoiceMemos)
                 (undefined) external _RCSSavedRecordingServiceMachServiceName (from VoiceMemos)
                 (undefined) external _RCSavedRecordingServiceDidChangeCompositionAVURLsBeingExportedDistributedNotification (from VoiceMemos)
                 (undefined) external _RCSavedRecordingServiceDidChangeCompositionAVURLsBeingModifiedDistributedNotification (from VoiceMemos)
                 (undefined) external _RCSavedRecordingsCloudKitContainerIdentifier (from VoiceMemos)
                 (undefined) external _RCSearchableItemForRecording (from VoiceMemos)
                 (undefined) external _RCStockRecordingsURL (from VoiceMemos)
                 (undefined) external _RCSupportDirectoryForDatabase (from VoiceMemos)
                 (undefined) external _RCTimeRangeMake (from VoiceMemos)
                 (undefined) external _RCVoiceMemosBundleID (from VoiceMemos)
                 (undefined) external _RCVoiceMemosErrorDomain (from VoiceMemos)
                 (undefined) external _RCVoxInitiatedMigrationNotificationName (from VoiceMemos)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __LSVersionNumberCompare (from CoreServices)
                 (undefined) external __LSVersionNumberMakeWithString (from CoreServices)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_source_type_signal (from libSystem)
0000000100000000 (__TEXT,__text) [referenced dynamically] external __mh_execute_header
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __set_user_dir_suffix (from libSystem)
                 (undefined) external _container_copy_object (from libSystem)
                 (undefined) external _container_copy_sandbox_token (from libSystem)
                 (undefined) external _container_error_copy_unlocalized_description (from libSystem)
                 (undefined) external _container_free_object (from libSystem)
                 (undefined) external _container_get_path (from libSystem)
                 (undefined) external _container_query_create (from libSystem)
                 (undefined) external _container_query_free (from libSystem)
                 (undefined) external _container_query_get_last_error (from libSystem)
                 (undefined) external _container_query_get_single_result (from libSystem)
                 (undefined) external _container_query_operation_set_flags (from libSystem)
                 (undefined) external _container_query_set_class (from libSystem)
                 (undefined) external _container_query_set_identifiers (from libSystem)
                 (undefined) external _container_query_set_persona_unique_string (from libSystem)
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _kCloudStoreXPCServiceName (from VoiceMemos)
                 (undefined) external _kVMLogCategoryDefault (from VoiceMemos)
                 (undefined) external _kVMLogCategoryOrphan (from VoiceMemos)
                 (undefined) external _kVMLogCategoryService (from VoiceMemos)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_get_state (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _notify_set_state (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_claimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_rethrow (from libobjc)
                 (undefined) external _objc_getAssociatedObject (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_release_x1 (from libobjc)
                 (undefined) external _objc_release_x19 (from libobjc)
                 (undefined) external _objc_release_x20 (from libobjc)
                 (undefined) external _objc_release_x21 (from libobjc)
                 (undefined) external _objc_release_x22 (from libobjc)
                 (undefined) external _objc_release_x23 (from libobjc)
                 (undefined) external _objc_release_x24 (from libobjc)
                 (undefined) external _objc_release_x25 (from libobjc)
                 (undefined) external _objc_release_x26 (from libobjc)
                 (undefined) external _objc_release_x27 (from libobjc)
                 (undefined) external _objc_release_x28 (from libobjc)
                 (undefined) external _objc_release_x8 (from libobjc)
                 (undefined) external _objc_release_x9 (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_retain_x1 (from libobjc)
                 (undefined) external _objc_retain_x19 (from libobjc)
                 (undefined) external _objc_retain_x2 (from libobjc)
                 (undefined) external _objc_retain_x20 (from libobjc)
                 (undefined) external _objc_retain_x21 (from libobjc)
                 (undefined) external _objc_retain_x22 (from libobjc)
                 (undefined) external _objc_retain_x23 (from libobjc)
                 (undefined) external _objc_retain_x24 (from libobjc)
                 (undefined) external _objc_retain_x25 (from libobjc)
                 (undefined) external _objc_retain_x26 (from libobjc)
                 (undefined) external _objc_retain_x27 (from libobjc)
                 (undefined) external _objc_retain_x28 (from libobjc)
                 (undefined) external _objc_retain_x3 (from libobjc)
                 (undefined) external _objc_retain_x4 (from libobjc)
                 (undefined) external _objc_retain_x5 (from libobjc)
                 (undefined) external _objc_retain_x8 (from libobjc)
                 (undefined) external _objc_retain_x9 (from libobjc)
                 (undefined) external _objc_setAssociatedObject (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_terminate (from libobjc)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_transaction_create (from libSystem)
                 (undefined) external _sandbox_extension_consume (from libSystem)
                 (undefined) external _sandbox_extension_release (from libSystem)
                 (undefined) external _sandbox_init_with_parameters (from libSystem)
                 (undefined) external _signal (from libSystem)
                 (undefined) external _xpc_string_create (from libSystem)
                 (undefined) external _xpc_transaction_exit_clean (from libSystem)
