                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
0000000190d04b94 (__TEXT,__text) external __cg_jcopy_block_row
0000000190d04c9c (__TEXT,__text) non-external _start_pass_main
0000000190d10b24 (__TEXT,__text) non-external _start_pass_main
0000000190d18d44 (__TEXT,__text) non-external _start_pass_merged_upsample
0000000190d0500c (__TEXT,__text) non-external _start_pass_prep
0000000190d112ac (__TEXT,__text) non-external _start_pass_upsample
0000000190d22fb8 (__TEXT,__const) non-external _std_chrominance_quant_tbl
0000000190d22eb8 (__TEXT,__const) non-external _std_luminance_quant_tbl
                 (undefined) external _strlen (from libSystem)
0000000190d20c50 (__TEXT,__text) non-external _term_destination
0000000190d20ecc (__TEXT,__text) non-external _term_mem_destination
0000000190d0128c (__TEXT,__text) non-external _term_source
                 (undefined) external _unlink (from libSystem)
0000000190cfc814 (__TEXT,__text) non-external _update_box
0000000190d101bc (__TEXT,__text) non-external _use_merged_upsample
0000000190d00fdc (__TEXT,__text) non-external _write_backing_store
0000000190d1bba8 (__TEXT,__text) non-external _write_file_header
0000000190d1c47c (__TEXT,__text) non-external _write_file_trailer
0000000190d1bdc0 (__TEXT,__text) non-external _write_frame_header
0000000190d1c624 (__TEXT,__text) non-external _write_marker_byte
0000000190d1c590 (__TEXT,__text) non-external _write_marker_header
0000000190d1c12c (__TEXT,__text) non-external _write_scan_header
0000000190d1c4bc (__TEXT,__text) non-external _write_tables_only
0000000190d03b7c (__TEXT,__text) non-external _ycc_rgb_convert
0000000190d03e20 (__TEXT,__text) non-external _ycck_cmyk_convert
