00007ffa42908de0 (__DATA,__bss) non-external _SVC_REQ_KEY
                 (undefined) external _malloc (from libSystem)
00007ffa149e719a (__TEXT,__text) non-external _marshal_new_auth
00007ffa149f6b52 (__TEXT,__text) non-external _marshal_new_auth.cold.1
00007ffa42908870 (__DATA,__data) non-external _maxgrplist
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mkstemps (from libSystem)
00007ffa40c3a7c0 (__DATA_CONST,__const) non-external _nc_tab
00007ffa40c3a6d0 (__DATA_CONST,__const) non-external _netids
00007ffa149fb668 (__TEXT,__const) external _oncrpcVersionNumber
00007ffa149fb640 (__TEXT,__const) external _oncrpcVersionString
00007ffa42908bd8 (__DATA,__data) non-external _oncrpc_xprt_init
                 (undefined) external _open (from libSystem)
00007ffa149f32d8 (__TEXT,__text) non-external (was a private external) _open_socket
00007ffa42908820 (__DATA,__data) non-external _ops
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pipe (from libSystem)
00007ffa42908940 (__DATA,__data) non-external _pmap_addrs
00007ffa149ebd61 (__TEXT,__text) non-external _pmap_bcastrecv
00007ffa149eafef (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
00007ffa149eba98 (__TEXT,__text) non-external _pmap_mcastrecv
                 (undefined) external _poll (from libSystem)
00007ffa42908b28 (__DATA,__data) non-external _poll_timeout
00007ffa42908d40 (__DATA,__data) non-external (was a private external) _portmap_netid
00007ffa42908dd0 (__DATA,__bss) non-external _proglst
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait_relative_np (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_exit (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_getugid_np (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_destroy (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_set_qos_class_self_np (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_setugid_np (from libSystem)
                 (undefined) external _read (from libSystem)
00007ffa149e9a1c (__TEXT,__text) non-external _readstrm
00007ffa149ee681 (__TEXT,__text) non-external _readstrm
00007ffa149f9394 (__TEXT,__text) non-external _readstrm.cold.1
00007ffa149f9442 (__TEXT,__text) non-external _readstrm.cold.2
                 (undefined) external _realloc (from libSystem)
00007ffa149f212e (__TEXT,__text) non-external _realloc_stream
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _recvfrom (from libSystem)
00007ffa149f336c (__TEXT,__text) non-external (was a private external) _recvfrom_and_to
00007ffa149fb1ba (__TEXT,__text) non-external _recvfrom_and_to.cold.1
                 (undefined) external _recvmsg (from libSystem)
00007ffa149ee5ea (__TEXT,__text) non-external _rendezvous_abort_freeargs
00007ffa149ee5da (__TEXT,__text) non-external _rendezvous_abort_getargs
00007ffa149ee5e2 (__TEXT,__text) non-external _rendezvous_abort_reply
00007ffa149ee5f2 (__TEXT,__text) non-external _rendezvous_destroy
00007ffa149ee444 (__TEXT,__text) non-external _rendezvous_request
00007ffa149f9238 (__TEXT,__text) non-external _rendezvous_request.cold.1
00007ffa149ee5cf (__TEXT,__text) non-external _rendezvous_stat
00007ffa149e7976 (__TEXT,__text) external _reply_addr_cache_create
00007ffa149e79ce (__TEXT,__text) external _reply_addr_cache_destroy
00007ffa42908980 (__DATA,__data) non-external _reply_dscrm
00007ffa149f4144 (__TEXT,__text) non-external _reset_if_addr_cache
00007ffa149e8d40 (__TEXT,__text) non-external _rpc_createerr_destroy
00007ffa42908da0 (__DATA,__bss) non-external _rpc_createerr_key
00007ffa42908878 (__DATA,__data) non-external _rpc_createerr_once
00007ffa40c3a3f0 (__DATA_CONST,__const) non-external _rpc_errlist
00007ffa42908958 (__DATA,__data) non-external _rpc_multicast
00007ffa42908930 (__DATA,__data) non-external _rpcb_addrs
00007ffa149eb82e (__TEXT,__text) non-external _rpcb_mcastrecv
00007ffa149f5e04 (__TEXT,__text) non-external _rpcbind_getaddr_generic
00007ffa149f35ac (__TEXT,__text) non-external _search_local_ifaddr_cache
                 (undefined) external _sendto (from libSystem)
00007ffa429089b0 (__DATA,__data) non-external _server_ops
00007ffa149f1e42 (__TEXT,__text) non-external _set_input_fragment
00007ffa149f4006 (__TEXT,__text) non-external (was a private external) _set_local_ephemeral_sockname
00007ffa42908ce0 (__DATA,__data) non-external _set_retry_timeout
00007ffa42908d48 (__DATA,__data) non-external _set_retry_timeout
00007ffa42908cf0 (__DATA,__data) non-external _set_total_timeout
00007ffa42908d58 (__DATA,__data) non-external _set_total_timeout
                 (undefined) external _setsockopt (from libSystem)
00007ffa149f1de8 (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _sleep (from libSystem)
00007ffa149e8c3f (__TEXT,__text) non-external _slprintf
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _socket (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ffa429088c8 (__DATA,__data) non-external _strm_ops
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ffa42908db8 (__DATA,__bss) non-external _svc_active_threads
00007ffa149efc93 (__TEXT,__text) non-external (was a private external) _svc_armxprt
00007ffa149fa420 (__TEXT,__text) non-external _svc_armxprt.cold.1
00007ffa149fa4ce (__TEXT,__text) non-external _svc_armxprt.cold.2
00007ffa149fa557 (__TEXT,__text) non-external _svc_armxprt.cold.3
00007ffa149efe31 (__TEXT,__text) non-external (was a private external) _svc_clear_kq_control
00007ffa149ed702 (__TEXT,__text) non-external _svc_complete
00007ffa42908f04 (__DATA,__common) non-external (was a private external) _svc_cred_switch
00007ffa42908a38 (__DATA,__data) non-external _svc_exit_cond
00007ffa42908dbc (__DATA,__bss) non-external _svc_exit_flag
00007ffa149f01fc (__TEXT,__text) non-external (was a private external) _svc_get_thread_req
00007ffa42908dd8 (__DATA,__bss) non-external _svc_head
00007ffa149efe25 (__TEXT,__text) non-external (was a private external) _svc_kq_control
00007ffa42908b38 (__DATA,__data) non-external (was a private external) _svc_listen_backlog
00007ffa429089e0 (__DATA,__data) non-external (was a private external) _svc_max_threads
00007ffa429089e4 (__DATA,__data) non-external (was a private external) _svc_min_threads
00007ffa429089e8 (__DATA,__data) non-external (was a private external) _svc_nreq
00007ffa149efb69 (__TEXT,__text) non-external _svc_oncrpc_start
00007ffa149fa216 (__TEXT,__text) non-external _svc_oncrpc_start.cold.1
00007ffa149fa2c4 (__TEXT,__text) non-external _svc_oncrpc_start.cold.2
00007ffa149fa372 (__TEXT,__text) non-external _svc_oncrpc_start.cold.3
00007ffa42908af8 (__DATA,__data) non-external _svc_poll_cond
00007ffa42908ab8 (__DATA,__data) non-external _svc_poll_lock
00007ffa42908dc0 (__DATA,__bss) non-external _svc_polling
00007ffa149efeb7 (__TEXT,__text) non-external (was a private external) _svc_rearmxprt
00007ffa149fa754 (__TEXT,__text) non-external _svc_rearmxprt.cold.1
00007ffa149fa7f5 (__TEXT,__text) non-external _svc_rearmxprt.cold.2
00007ffa149fa8a3 (__TEXT,__text) non-external _svc_rearmxprt.cold.3
00007ffa42908bf0 (__DATA,__data) non-external _svc_register_lock
00007ffa149f0233 (__TEXT,__text) external _svc_req_clone
00007ffa149f0382 (__TEXT,__text) external _svc_req_destroy
00007ffa149efd92 (__TEXT,__text) non-external (was a private external) _svc_rmxprt
00007ffa149fa5f8 (__TEXT,__text) non-external _svc_rmxprt.cold.1
00007ffa429089f0 (__DATA,__data) non-external (was a private external) _svc_stack_size
00007ffa149ecf87 (__TEXT,__text) non-external _svc_start_threads
00007ffa149ecf34 (__TEXT,__text) non-external _svc_thread
00007ffa429089f8 (__DATA,__data) non-external _svc_thread_lock
00007ffa42908ef8 (__DATA,__common) non-external (was a private external) _svc_thread_qos_class
00007ffa42908efc (__DATA,__common) non-external (was a private external) _svc_thread_relative_priority
00007ffa149efff9 (__TEXT,__text) non-external (was a private external) _svc_unarmxprt
00007ffa149fa944 (__TEXT,__text) non-external _svc_unarmxprt.cold.1
00007ffa149fa9cd (__TEXT,__text) non-external _svc_unarmxprt.cold.2
00007ffa42908a68 (__DATA,__data) non-external _svc_workq_lock
00007ffa149ef7b3 (__TEXT,__text) non-external (was a private external) _svc_xprt_create
00007ffa149fa0ba (__TEXT,__text) non-external _svc_xprt_create.cold.1
00007ffa149fa168 (__TEXT,__text) non-external _svc_xprt_create.cold.2
00007ffa149efa05 (__TEXT,__text) non-external (was a private external) _svc_xprt_destroy
00007ffa40c3a590 (__DATA_CONST,__const) non-external _svcauthsw
00007ffa149ece73 (__TEXT,__text) non-external _svcraw_destroy
00007ffa149ece6b (__TEXT,__text) non-external _svcraw_freeargs
00007ffa149ece5b (__TEXT,__text) non-external _svcraw_getargs
00007ffa149ece48 (__TEXT,__text) non-external _svcraw_recv
00007ffa149ece63 (__TEXT,__text) non-external _svcraw_reply
00007ffa149ece50 (__TEXT,__text) non-external _svcraw_stat
00007ffa149ee62b (__TEXT,__text) non-external _svcstrm_destroy
00007ffa149f92e6 (__TEXT,__text) non-external _svcstrm_destroy.cold.1
00007ffa149edcd6 (__TEXT,__text) non-external _svcstrm_domain_create
00007ffa149f86f9 (__TEXT,__text) non-external _svcstrm_domain_create.cold.1
00007ffa149f87a7 (__TEXT,__text) non-external _svcstrm_domain_create.cold.2
00007ffa149f8855 (__TEXT,__text) non-external _svcstrm_domain_create.cold.3
00007ffa149eecc1 (__TEXT,__text) non-external _svcstrm_freeargs
00007ffa149eeb6f (__TEXT,__text) non-external _svcstrm_getargs
00007ffa42908b70 (__DATA,__data) non-external _svcstrm_op
00007ffa149ee9a4 (__TEXT,__text) non-external _svcstrm_recv
00007ffa149f958b (__TEXT,__text) non-external _svcstrm_recv.cold.1
00007ffa149f9626 (__TEXT,__text) non-external _svcstrm_recv.cold.2
00007ffa149f96d4 (__TEXT,__text) non-external _svcstrm_recv.cold.3
00007ffa42908b40 (__DATA,__data) non-external _svcstrm_rendezvous_op
00007ffa149eec0b (__TEXT,__text) non-external _svcstrm_reply
00007ffa149f976f (__TEXT,__text) non-external _svcstrm_reply.cold.1
00007ffa149eeb13 (__TEXT,__text) non-external _svcstrm_stat
00007ffa149ede92 (__TEXT,__text) external _svcticots_create
00007ffa149ede9c (__TEXT,__text) external _svcticotsord_create
00007ffa149f8903 (__TEXT,__text) non-external _svcticotsord_create.cold.1
00007ffa149f89b1 (__TEXT,__text) non-external _svcticotsord_create.cold.2
00007ffa149f8a5f (__TEXT,__text) non-external _svcticotsord_create.cold.3
00007ffa149f8af3 (__TEXT,__text) non-external _svcticotsord_create.cold.4
00007ffa149f8b92 (__TEXT,__text) non-external _svcticotsord_create.cold.5
00007ffa149f8c2d (__TEXT,__text) non-external _svcticotsord_create.cold.6
00007ffa149f8cdb (__TEXT,__text) non-external _svcticotsord_create.cold.7
00007ffa149f8d89 (__TEXT,__text) non-external _svcticotsord_create.cold.8
00007ffa149f8e37 (__TEXT,__text) non-external _svcticotsord_create.cold.9
00007ffa149ef755 (__TEXT,__text) non-external _svcudp_destroy
00007ffa149fa00c (__TEXT,__text) non-external _svcudp_destroy.cold.1
00007ffa149ef727 (__TEXT,__text) non-external _svcudp_freeargs
00007ffa149ef35c (__TEXT,__text) non-external _svcudp_getargs
00007ffa42908ba0 (__DATA,__data) non-external _svcudp_op
00007ffa149ef048 (__TEXT,__text) non-external _svcudp_recv
00007ffa149f9c31 (__TEXT,__text) non-external _svcudp_recv.cold.1
00007ffa149f9cdf (__TEXT,__text) non-external _svcudp_recv.cold.2
00007ffa149ef3dd (__TEXT,__text) non-external _svcudp_reply
00007ffa149f9d8d (__TEXT,__text) non-external _svcudp_reply.cold.1
00007ffa149f9e28 (__TEXT,__text) non-external _svcudp_reply.cold.2
00007ffa149f9ec3 (__TEXT,__text) non-external _svcudp_reply.cold.3
00007ffa149f9f5e (__TEXT,__text) non-external _svcudp_reply.cold.4
00007ffa149ef351 (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libSystem)
00007ffa149e8d51 (__TEXT,__text) non-external _tsd_init_buf
00007ffa149f708d (__TEXT,__text) non-external _tsd_init_buf.cold.1
00007ffa149e8679 (__TEXT,__text) non-external _tsd_init_rpc_createerr
00007ffa149f6e98 (__TEXT,__text) non-external _tsd_init_rpc_createerr.cold.1
00007ffa429088f8 (__DATA,__data) non-external _udp_ops
00007ffa149f3d05 (__TEXT,__text) non-external _ugetport
00007ffa149ed8bf (__TEXT,__text) non-external _universal
00007ffa149f809e (__TEXT,__text) non-external _universal.cold.1
00007ffa149f8139 (__TEXT,__text) non-external _universal.cold.2
00007ffa149f81cd (__TEXT,__text) non-external _universal.cold.3
                 (undefined) external _unlink (from libSystem)
00007ffa42908d00 (__DATA,__data) non-external _unset_retry_timeout
00007ffa42908d68 (__DATA,__data) non-external _unset_retry_timeout
00007ffa42908d10 (__DATA,__data) non-external _unset_total_timeout
00007ffa42908d78 (__DATA,__data) non-external _unset_total_timeout
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
00007ffa149efe5f (__TEXT,__text) non-external _wakeup_kq
00007ffa149fa6a6 (__TEXT,__text) non-external _wakeup_kq.cold.1
                 (undefined) external _warnx (from libSystem)
00007ffa42908aa8 (__DATA,__data) non-external _workq
                 (undefined) external _write (from libSystem)
00007ffa149e9b17 (__TEXT,__text) non-external _writestrm
00007ffa149ee848 (__TEXT,__text) non-external _writestrm
00007ffa149f94dd (__TEXT,__text) non-external _writestrm.cold.1
00007ffa149f2468 (__TEXT,__text) non-external _x_destroy
00007ffa149f2457 (__TEXT,__text) non-external _x_getpostn
00007ffa149f23e7 (__TEXT,__text) non-external _x_inline
00007ffa149f23d9 (__TEXT,__text) non-external _x_putbytes
00007ffa149f23ca (__TEXT,__text) non-external _x_putlong
00007ffa149f2460 (__TEXT,__text) non-external _x_setpostn
00007ffa149ec9c4 (__TEXT,__text) non-external _xdr_accepted_reply
00007ffa149ebf4d (__TEXT,__text) non-external _xdr_callit_args
00007ffa149f149c (__TEXT,__text) non-external (was a private external) _xdr_is_memstream
00007ffa149f2118 (__TEXT,__text) non-external (was a private external) _xdr_is_recstream
00007ffa149ec0db (__TEXT,__text) non-external _xdr_pmapcallres
00007ffa149eca4f (__TEXT,__text) non-external _xdr_rejected_reply
00007ffa149ebfc8 (__TEXT,__text) non-external _xdr_rmt3callres
00007ffa149f2c00 (__TEXT,__text) external _xdr_vmbytes
00007ffa149fb05e (__TEXT,__text) non-external _xdr_vmbytes.cold.1
00007ffa149fb6e0 (__TEXT,__const) non-external _xdr_zero
00007ffa149f15dd (__TEXT,__text) non-external _xdrmem_destroy
00007ffa149f151c (__TEXT,__text) non-external _xdrmem_getbytes
00007ffa149f15e3 (__TEXT,__text) non-external _xdrmem_getlong_aligned
00007ffa149f14c5 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
00007ffa149f1588 (__TEXT,__text) non-external _xdrmem_getpos
00007ffa149f1433 (__TEXT,__text) non-external (was a private external) _xdrmem_getrecord
00007ffa149f163d (__TEXT,__text) non-external _xdrmem_inline_aligned
00007ffa149f15d5 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00007ffa40c3a5f0 (__DATA_CONST,__const) non-external _xdrmem_ops_aligned
00007ffa40c3a5a8 (__DATA_CONST,__const) non-external _xdrmem_ops_unaligned
00007ffa149f1555 (__TEXT,__text) non-external _xdrmem_putbytes
00007ffa149f1610 (__TEXT,__text) non-external _xdrmem_putlong_aligned
00007ffa149f14f2 (__TEXT,__text) non-external _xdrmem_putlong_unaligned
00007ffa149f15a2 (__TEXT,__text) non-external _xdrmem_setpos
00007ffa149f1948 (__TEXT,__text) non-external _xdrrec_destroy
00007ffa149f172c (__TEXT,__text) non-external _xdrrec_getbytes
00007ffa149f165e (__TEXT,__text) non-external _xdrrec_getlong
00007ffa149f1828 (__TEXT,__text) non-external _xdrrec_getpos
00007ffa149f1fb5 (__TEXT,__text) non-external (was a private external) _xdrrec_getrecord
00007ffa149f18fd (__TEXT,__text) non-external _xdrrec_inline
00007ffa149f1b11 (__TEXT,__text) non-external (was a private external) _xdrrec_isrecordstart
00007ffa40c3a638 (__DATA_CONST,__const) non-external (was a private external) _xdrrec_ops
00007ffa149f17a4 (__TEXT,__text) non-external _xdrrec_putbytes
00007ffa149f16c6 (__TEXT,__text) non-external _xdrrec_putlong
00007ffa149f187b (__TEXT,__text) non-external _xdrrec_setpos
00007ffa149f25e6 (__TEXT,__text) non-external _xdrstdio_destroy
00007ffa149f254b (__TEXT,__text) non-external _xdrstdio_getbytes
00007ffa149f24cb (__TEXT,__text) non-external _xdrstdio_getlong
00007ffa149f25ab (__TEXT,__text) non-external _xdrstdio_getpos
00007ffa149f25de (__TEXT,__text) non-external _xdrstdio_inline
00007ffa40c3a680 (__DATA_CONST,__const) non-external _xdrstdio_ops
00007ffa149f257b (__TEXT,__text) non-external _xdrstdio_putbytes
00007ffa149f2512 (__TEXT,__text) non-external _xdrstdio_putlong
00007ffa149f25c6 (__TEXT,__text) non-external _xdrstdio_setpos
00007ffa149efa8b (__TEXT,__text) non-external (was a private external) _xprt_ref
00007ffa149efad1 (__TEXT,__text) non-external (was a private external) _xprt_unref
