00000001d7209858 (__DATA,__common) external _BC
00000001a452b634 (__TEXT,__text) external _setcchar
                 (undefined) external _setlocale (from libSystem)
00000001a45423e8 (__TEXT,__text) external _setscrreg
00000001a4534d90 (__TEXT,__text) external _setupterm
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _sigprocmask (from libSystem)
                 (undefined) external _sleep (from libSystem)
00000001a45353f8 (__TEXT,__text) external _slk_attr
00000001a4542400 (__TEXT,__text) external _slk_attr_off
00000001a4542410 (__TEXT,__text) external _slk_attr_on
00000001a453528c (__TEXT,__text) external _slk_attr_set
00000001a453530c (__TEXT,__text) external _slk_attroff
00000001a4535360 (__TEXT,__text) external _slk_attron
00000001a45353bc (__TEXT,__text) external _slk_attrset
00000001a4535420 (__TEXT,__text) external _slk_clear
00000001a45354cc (__TEXT,__text) external _slk_color
00000001a4535528 (__TEXT,__text) external _slk_init
00000001a4535574 (__TEXT,__text) external _slk_label
00000001a45355c0 (__TEXT,__text) external _slk_noutrefresh
00000001a45358c4 (__TEXT,__text) external _slk_refresh
00000001a453515c (__TEXT,__text) external _slk_restore
00000001a4535938 (__TEXT,__text) external _slk_set
00000001a4535c80 (__TEXT,__text) external _slk_touch
00000001a4535184 (__TEXT,__text) external _slk_wset
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _sscanf (from libSystem)
00000001a454243c (__TEXT,__text) external _standend
00000001a4542420 (__TEXT,__text) external _standout
00000001a452bb14 (__TEXT,__text) external _start_color
                 (undefined) external _stat (from libSystem)
00000001d7209710 (__DATA,__common) external _stdscr
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000001d2f4a748 (__DATA_CONST,__const) external _strcodes
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
00000001d2f4c688 (__DATA_CONST,__const) external _strfnames
                 (undefined) external _strlen (from libSystem)
00000001d2f4b990 (__DATA_CONST,__const) external _strnames
                 (undefined) external _strncat (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtol (from libSystem)
00000001a45323b0 (__TEXT,__text) external _subpad
00000001a4531a84 (__TEXT,__text) external _subwin
00000001a453879c (__TEXT,__text) external _syncok
                 (undefined) external _tcflush (from libSystem)
                 (undefined) external _tcgetattr (from libSystem)
                 (undefined) external _tcgetpgrp (from libSystem)
                 (undefined) external _tcsetattr (from libSystem)
00000001a4537924 (__TEXT,__text) external _term_attrs
00000001a45380fc (__TEXT,__text) external _termattrs
00000001a4535f54 (__TEXT,__text) external _termname
00000001a451f224 (__TEXT,__text) external _tgetent
00000001a4535cb0 (__TEXT,__text) external _tgetflag
00000001a4535d60 (__TEXT,__text) external _tgetnum
00000001a4535e20 (__TEXT,__text) external _tgetstr
00000001a4535f74 (__TEXT,__text) external _tgoto
00000001a45363cc (__TEXT,__text) external _tigetflag
00000001a4536478 (__TEXT,__text) external _tigetnum
00000001a4536534 (__TEXT,__text) external _tigetstr
00000001a4542454 (__TEXT,__text) external _timeout
00000001a4542468 (__TEXT,__text) external _touchline
00000001a4542470 (__TEXT,__text) external _touchwin
00000001a4521088 (__TEXT,__text) external _tparm
00000001a4536a2c (__TEXT,__text) external _tputs
00000001d7209740 (__DATA,__common) external _ttytype
00000001a4531ddc (__TEXT,__text) external _typeahead
00000001a453f434 (__TEXT,__text) external _unctrl
00000001a453775c (__TEXT,__text) external _unget_wch
00000001a45378e4 (__TEXT,__text) external _ungetch
00000001a452f04c (__TEXT,__text) external _ungetmouse
00000001a4542490 (__TEXT,__text) external _untouchwin
00000001a452c9a4 (__TEXT,__text) external _use_default_colors
00000001a4534bac (__TEXT,__text) external _use_env
00000001a45281f8 (__TEXT,__text) external _use_extended_names
00000001a45293b8 (__TEXT,__text) external _use_legacy_coding
00000001a453f448 (__TEXT,__text) external _use_screen
00000001a453f4a4 (__TEXT,__text) external _use_window
                 (undefined) external _vfprintf (from libSystem)
00000001a4537908 (__TEXT,__text) external _vid_attr
00000001a45378f8 (__TEXT,__text) external _vid_puts
00000001a45380d0 (__TEXT,__text) external _vidattr
00000001a45379ac (__TEXT,__text) external _vidputs
00000001a45424b0 (__TEXT,__text) external _vline
00000001a4543784 (__TEXT,__text) external _vline_set
                 (undefined) external _vsnprintf (from libSystem)
                 (undefined) external _vsscanf (from libSystem)
00000001a45424c8 (__TEXT,__text) external _vw_printw
00000001a45424cc (__TEXT,__text) external _vw_scanw
00000001a45329e8 (__TEXT,__text) external _vwprintw
00000001a453383c (__TEXT,__text) external _vwscanw
00000001a4529634 (__TEXT,__text) external _wadd_wch
00000001a452a694 (__TEXT,__text) external _wadd_wchnstr
00000001a454379c (__TEXT,__text) external _wadd_wchstr
00000001a4529d94 (__TEXT,__text) external _waddch
00000001a452a578 (__TEXT,__text) external _waddchnstr
00000001a45424d0 (__TEXT,__text) external _waddchstr
00000001a452a4d4 (__TEXT,__text) external _waddnstr
00000001a452aa3c (__TEXT,__text) external _waddnwstr
00000001a45424d8 (__TEXT,__text) external _waddstr
00000001a45437a4 (__TEXT,__text) external _waddwstr
00000001a45424fc (__TEXT,__text) external _wattr_get
00000001a4538528 (__TEXT,__text) external _wattr_off
00000001a4538558 (__TEXT,__text) external _wattr_on
00000001a454251c (__TEXT,__text) external _wattr_set
00000001a45424e8 (__TEXT,__text) external _wattroff
00000001a45424e0 (__TEXT,__text) external _wattron
00000001a45424f0 (__TEXT,__text) external _wattrset
00000001a452ae2c (__TEXT,__text) external _wbkgd
00000001a452abf0 (__TEXT,__text) external _wbkgdset
00000001a452ac28 (__TEXT,__text) external _wbkgrnd
00000001a452ab38 (__TEXT,__text) external _wbkgrndset
00000001a452ae64 (__TEXT,__text) external _wborder
00000001a452b240 (__TEXT,__text) external _wborder_set
00000001a452b7d4 (__TEXT,__text) external _wchgat
00000001a452b88c (__TEXT,__text) external _wclear
00000001a452b8dc (__TEXT,__text) external _wclrtobot
00000001a452b9bc (__TEXT,__text) external _wclrtoeol
00000001a452c758 (__TEXT,__text) external _wcolor_set
                 (undefined) external _wcrtomb (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsrtombs (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
                 (undefined) external _wctob (from libSystem)
00000001a453887c (__TEXT,__text) external _wcursyncup
                 (undefined) external _wcwidth (from libSystem)
00000001a452c804 (__TEXT,__text) external _wdelch
00000001a4542530 (__TEXT,__text) external _wdeleteln
00000001a4529744 (__TEXT,__text) external _wecho_wchar
00000001a4529df8 (__TEXT,__text) external _wechochar
00000001a452f364 (__TEXT,__text) external _wenclose
00000001a452cb38 (__TEXT,__text) external _werase
00000001a452cd64 (__TEXT,__text) external _wget_wch
00000001a45437ac (__TEXT,__text) external _wget_wstr
00000001a45437b4 (__TEXT,__text) external _wgetbkgrnd
00000001a452da88 (__TEXT,__text) external _wgetch
00000001a452cedc (__TEXT,__text) external _wgetn_wstr
00000001a452dae0 (__TEXT,__text) external _wgetnstr
00000001a4542630 (__TEXT,__text) external _wgetparent
00000001a4542694 (__TEXT,__text) external _wgetscrreg
00000001a4542538 (__TEXT,__text) external _wgetstr
00000001a452df80 (__TEXT,__text) external _whline
00000001a452e0d0 (__TEXT,__text) external _whline_set
00000001a452e210 (__TEXT,__text) external _win_wch
00000001a452e254 (__TEXT,__text) external _win_wchnstr
00000001a45437cc (__TEXT,__text) external _win_wchstr
00000001a4538588 (__TEXT,__text) external _winch
00000001a452e300 (__TEXT,__text) external _winchnstr
00000001a4542540 (__TEXT,__text) external _winchstr
00000001a452eb4c (__TEXT,__text) external _winnstr
00000001a452ed1c (__TEXT,__text) external _winnwstr
00000001a452e5c8 (__TEXT,__text) external _wins_nwstr
00000001a452e438 (__TEXT,__text) external _wins_wch
00000001a45437d4 (__TEXT,__text) external _wins_wstr
00000001a452e9e8 (__TEXT,__text) external _winsch
00000001a452ea38 (__TEXT,__text) external _winsdelln
00000001a4542548 (__TEXT,__text) external _winsertln
00000001a452eaac (__TEXT,__text) external _winsnstr
00000001a4542550 (__TEXT,__text) external _winsstr
00000001a4542558 (__TEXT,__text) external _winstr
00000001a452edec (__TEXT,__text) external _winwstr
                 (undefined) external _wmemchr (from libSystem)
                 (undefined) external _wmemcpy (from libSystem)
00000001a452f3fc (__TEXT,__text) external _wmouse_trafo
00000001a452faf4 (__TEXT,__text) external _wmove
00000001a453331c (__TEXT,__text) external _wnoutrefresh
00000001a4532a44 (__TEXT,__text) external _wprintw
00000001a4533164 (__TEXT,__text) external _wredrawln
00000001a4533288 (__TEXT,__text) external _wrefresh
00000001a453f6f4 (__TEXT,__text) external _wresize
                 (undefined) external _write (from libSystem)
00000001a45338fc (__TEXT,__text) external _wscanw
00000001a45340dc (__TEXT,__text) external _wscrl
00000001a4534168 (__TEXT,__text) external _wsetscrreg
00000001a4542570 (__TEXT,__text) external _wstandend
00000001a4542560 (__TEXT,__text) external _wstandout
00000001a45387b8 (__TEXT,__text) external _wsyncdown
00000001a453860c (__TEXT,__text) external _wsyncup
00000001a4531c38 (__TEXT,__text) external _wtimeout
00000001a453666c (__TEXT,__text) external _wtouchln
00000001a4538a24 (__TEXT,__text) external _wunctrl
00000001a45381b4 (__TEXT,__text) external _wvline
00000001a4538304 (__TEXT,__text) external _wvline_set
