00007ffa42e92020 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external ___strcpy_chk (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strncpy_chk (from libSystem)
00007ffa17ac02bc (__TEXT,__text) non-external ___yyuserAction_block_invoke
00007ffa17ac03b8 (__TEXT,__text) non-external ___yyuserAction_block_invoke.10
00007ffa17ac0586 (__TEXT,__text) non-external ___yyuserAction_block_invoke.15
00007ffa17ac065a (__TEXT,__text) non-external ___yyuserAction_block_invoke.17
00007ffa17ac030c (__TEXT,__text) non-external ___yyuserAction_block_invoke_2
00007ffa17a76bf4 (__TEXT,__text) non-external __atomicizeArgs
00007ffa17a689af (__TEXT,__text) non-external __canCall
00007ffa17a75823 (__TEXT,__text) non-external __checkAndSanitizeComponentwiseConstructorCall
00007ffa17a75f5b (__TEXT,__text) non-external __checkAndSanitizeDiagonalMatrixConstructorCall
00007ffa17a75c55 (__TEXT,__text) non-external __checkAndSanitizeSplat
00007ffa17a76201 (__TEXT,__text) non-external __checkAndSanitizeSubOrSuperMatrixConstructorCall
00007ffa17a76697 (__TEXT,__text) non-external __checkConstructorArgs
00007ffa17a76e3d (__TEXT,__text) non-external __componentwiseConstructor
00007ffa17a74d64 (__TEXT,__text) non-external __constructor
00007ffa17a76cdf (__TEXT,__text) non-external __convertAccesses
00007ffa17a72f75 (__TEXT,__text) non-external __eachPrimitiveComponent
00007ffa17a6ab95 (__TEXT,__text) non-external __elementCount
00007ffa17a6abce (__TEXT,__text) non-external __elementType
00007ffa17a77269 (__TEXT,__text) non-external __elementwiseConstructor
00007ffa17a4ca2b (__TEXT,__text) non-external __fixInterpolateAt
00007ffa17a4cabc (__TEXT,__text) non-external __fixInterpolateAtInPPStreamOp
00007ffa17a6b3f2 (__TEXT,__text) non-external __formatPrecisionToStringBuffer
00007ffa17a1f5dd (__TEXT,__text) non-external __glpDataHashRealPut
00007ffa17a1f549 (__TEXT,__text) non-external __glpDataHashRehash
00007ffa17a1efc4 (__TEXT,__text) non-external __glpIntHashRealPut
00007ffa17a1ef35 (__TEXT,__text) non-external __glpIntHashRehash
00007ffa17a1ecbc (__TEXT,__text) non-external __glpPointerHashRealPut
00007ffa17a1ec26 (__TEXT,__text) non-external __glpPointerHashRehash
00007ffa17a48db9 (__TEXT,__text) non-external (was a private external) __glpSetCrashLogMessage
00007ffa17af5f20 (__TEXT,__text) non-external __glpSetCrashLogMessage.cold.1
00007ffa17a1e8e0 (__TEXT,__text) non-external __glpStringHashRealPut
00007ffa17a1e84c (__TEXT,__text) non-external __glpStringHashRehash
00007ffa17a1f2d7 (__TEXT,__text) non-external __glpTypedValueHashRealPut
00007ffa17a1f243 (__TEXT,__text) non-external __glpTypedValueHashRehash
                 (undefined) external __longjmp (from libSystem)
00007ffa17a76acc (__TEXT,__text) non-external __makeArgsAccessible
00007ffa17a68d45 (__TEXT,__text) non-external __makeConversions
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
00007ffa17a69093 (__TEXT,__text) non-external __primitiveStructuresMatch
00007ffa41d30da0 (__DATA_CONST,__const) non-external __primitive_types_storage
                 (undefined) external __setjmp (from libSystem)
00007ffa17a4ccd6 (__TEXT,__text) non-external __slotInLocationForOffsetIntoUserIn
00007ffa17a754d4 (__TEXT,__text) non-external __tempForExpr
                 (undefined) external _abort (from libSystem)
00007ffa17a5f557 (__TEXT,__text) non-external _aborting_due_to_builtin_read_failure_suggesting_corrupt_os_installation
00007ffa17a5f54e (__TEXT,__text) non-external _aborting_due_to_invalid_builtin_contents_suggesting_corrupt_os_installation
                 (undefined) external _abs (from libSystem)
                 (undefined) external _acosf (from libSystem)
                 (undefined) external _acoshf (from libSystem)
00007ffa17a247c4 (__TEXT,__text) non-external _addArrayHelper
00007ffa17a26536 (__TEXT,__text) non-external _addBindingsForGLPType
00007ffa17a24aa3 (__TEXT,__text) non-external _addConstantsForGLPType
00007ffa17a2483d (__TEXT,__text) non-external _addConstantsForGLPValue
00007ffa17ac0205 (__TEXT,__text) non-external _addFields
00007ffa17a58fc7 (__TEXT,__text) non-external _addPPDrawBuffersToLayout
00007ffa17a4d390 (__TEXT,__text) non-external _addPair
00007ffa17a24648 (__TEXT,__text) non-external _addTempsForGLPPrimitiveType
00007ffa17a24ede (__TEXT,__text) non-external _addTempsForGLPType
00007ffa17a2688c (__TEXT,__text) non-external _addUniformsForGLPType
00007ffa17a26b52 (__TEXT,__text) non-external _addUniformsForType
00007ffa17a72ec8 (__TEXT,__text) non-external _aggregateGutsEqual
00007ffa17a573dc (__TEXT,__text) non-external _allocateAttribForSize
00007ffa17a59069 (__TEXT,__text) non-external _allocateOutputForSize
00007ffa17a5d564 (__TEXT,__text) non-external _allocateSlotsWithGLPType
00007ffa17a1e5af (__TEXT,__text) non-external _analytics_send_event_lazy_func
00007ffa42e966d8 (__DATA,__bss) non-external _analytics_send_event_lazy_func.analytics_send_event_lazy_f
00007ffa42e966e0 (__DATA,__bss) non-external _analytics_send_event_lazy_func.once_token
00007ffa17a9fd94 (__TEXT,__text) non-external _apiName
00007ffa17a734a7 (__TEXT,__text) non-external _appendTypeName
00007ffa17a1fe40 (__TEXT,__text) non-external _applevec4ArrayStrideForElementType
00007ffa17a1fe2f (__TEXT,__text) non-external _applevec4MatrixStride
00007ffa17a1fe55 (__TEXT,__text) non-external _applevec4MinimumStructAlignment
00007ffa17a1fe4a (__TEXT,__text) non-external _applevec4SizeToBytes
00007ffa17a1fe24 (__TEXT,__text) non-external _applevec4TypeAlign
00007ffa17a1fce2 (__TEXT,__text) non-external _applevec4TypeSize
00007ffa17a263ed (__TEXT,__text) non-external _applySAFlagsToToken
00007ffa17ac067f (__TEXT,__text) non-external _arrayify
                 (undefined) external _asinf (from libSystem)
                 (undefined) external _asinhf (from libSystem)
                 (undefined) external _atan2f (from libSystem)
                 (undefined) external _atanf (from libSystem)
                 (undefined) external _atanhf (from libSystem)
00007ffa41d30a80 (__DATA_CONST,__const) non-external (was a private external) _binop
00007ffa42e96b10 (__DATA,__bss) non-external _builtInsArchives
00007ffa17a7b04c (__TEXT,__text) non-external _byte_scan
00007ffa17a4aca8 (__TEXT,__text) non-external _bytesPerComponent
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ceil (from libSystem)
                 (undefined) external _ceilf (from libSystem)
00007ffa17a255ac (__TEXT,__text) non-external _cgDeclareVariableObject
00007ffa17a26ce3 (__TEXT,__text) non-external _cgDerefNode
00007ffa17a9ff2f (__TEXT,__text) non-external _checkBarrier
00007ffa17a7a8e1 (__TEXT,__text) non-external _checkReservedName
00007ffa17a5e0ce (__TEXT,__text) non-external _compareVariableObjectsLocationFirstNameSecond
00007ffa17a49b5a (__TEXT,__text) non-external _compilerRemapFixup
00007ffa17a5dece (__TEXT,__text) non-external _componentCountForSet
00007ffa17a554ad (__TEXT,__text) non-external _copyOutBeforeReturnsIn
                 (undefined) external _cosf (from libSystem)
                 (undefined) external _coshf (from libSystem)
00007ffa17a4ab2f (__TEXT,__text) non-external _countComponents
00007ffa17ac9083 (__TEXT,__text) non-external (was a private external) _defaultEqualsFunction
00007ffa17ac9076 (__TEXT,__text) non-external (was a private external) _defaultHashFunction
00007ffa17a6d578 (__TEXT,__text) non-external (was a private external) _deserialErrorString
00007ffa17a896d2 (__TEXT,__text) non-external _deserializeASTFields
00007ffa17a86b89 (__TEXT,__text) non-external _deserializeAssignFields
00007ffa17a88230 (__TEXT,__text) non-external _deserializeBlockFields
00007ffa17a89c20 (__TEXT,__text) non-external _deserializeCallFields
00007ffa17a883fc (__TEXT,__text) non-external _deserializeCaseStatementFields
00007ffa17a86c8d (__TEXT,__text) non-external _deserializeCommaExprFields
00007ffa17a8696a (__TEXT,__text) non-external _deserializeConstantFields
00007ffa17a88444 (__TEXT,__text) non-external _deserializeDefaultStatementFields
00007ffa17a86af9 (__TEXT,__text) non-external _deserializeEqualFields
00007ffa17a86a16 (__TEXT,__text) non-external _deserializeFieldAccessFields
00007ffa17a87678 (__TEXT,__text) non-external _deserializeFieldDeclarationFields
00007ffa17a86a3d (__TEXT,__text) non-external _deserializeFunctionCallFields
00007ffa17a86ec6 (__TEXT,__text) non-external _deserializeFunctionPrototypeFields
00007ffa17a87fd0 (__TEXT,__text) non-external _deserializeGlobalTypeQualifierFields
00007ffa17a88e54 (__TEXT,__text) non-external _deserializeIBPartialDerefFields
00007ffa17a876c6 (__TEXT,__text) non-external _deserializeInterfaceBlockFields
00007ffa17a87940 (__TEXT,__text) non-external _deserializeKeywordQualifierFields
00007ffa17a88c58 (__TEXT,__text) non-external _deserializeLValueFields
00007ffa17a8802e (__TEXT,__text) non-external _deserializeLayoutPairFields
00007ffa17a87ae4 (__TEXT,__text) non-external _deserializeLayoutQualifierFields
00007ffa17a8779d (__TEXT,__text) non-external _deserializeLayoutTypeFields
00007ffa17a86ad2 (__TEXT,__text) non-external _deserializeMethodCallFields
00007ffa17a86b41 (__TEXT,__text) non-external _deserializeNotEqualFields
00007ffa17a8875c (__TEXT,__text) non-external _deserializeOffsetFields
00007ffa17a88eb2 (__TEXT,__text) non-external _deserializePPStreamOpFields
00007ffa17a86e58 (__TEXT,__text) non-external _deserializeParameterDeclarationFields
00007ffa17a874d4 (__TEXT,__text) non-external _deserializePrimitiveTypeFields
00007ffa17a87308 (__TEXT,__text) non-external _deserializeQualifiedDeclarationFields
00007ffa17a8732f (__TEXT,__text) non-external _deserializeQualifiedDeclarationGroupFields
00007ffa17a87e2c (__TEXT,__text) non-external _deserializeQualifierListFields
00007ffa17a88690 (__TEXT,__text) non-external _deserializeRawCallFields
00007ffa17a86bd1 (__TEXT,__text) non-external _deserializeReadInputFields
00007ffa17a8848c (__TEXT,__text) non-external _deserializeReturnStatementFields
00007ffa17a8769f (__TEXT,__text) non-external _deserializeStructTypeFields
00007ffa17a89dc4 (__TEXT,__text) non-external _deserializeStructureFields
00007ffa17a86aab (__TEXT,__text) non-external _deserializeSubroutineArrayCallFields
00007ffa17a886fe (__TEXT,__text) non-external _deserializeSubroutineRawCallFields
00007ffa17a87c88 (__TEXT,__text) non-external _deserializeSubroutineTypeListFields
00007ffa17a89674 (__TEXT,__text) non-external _deserializeSubroutineUniformFields
00007ffa17a884ea (__TEXT,__text) non-external _deserializeTopLevelFields
00007ffa17a866f8 (__TEXT,__text) non-external _deserializeTypeConversionFields
00007ffa17a86943 (__TEXT,__text) non-external _deserializeTypeIdentifierFields
00007ffa17a870c4 (__TEXT,__text) non-external _deserializeVariableDeclarationFields
00007ffa17a87163 (__TEXT,__text) non-external _deserializeVariableDeclarationGroupFields
00007ffa17a8691c (__TEXT,__text) non-external _deserializeVariableIdentifierFields
00007ffa17a86c2f (__TEXT,__text) non-external _deserializeWriteOutputFields
00007ffa17a82c18 (__TEXT,__text) non-external (was a private external) _deserialize_GLPNameTableEntry
00007ffa17a6dccc (__TEXT,__text) non-external (was a private external) _deserialize_GLPString
00007ffa17a6d6bd (__TEXT,__text) non-external (was a private external) _deserialize_double
00007ffa17a6d683 (__TEXT,__text) non-external (was a private external) _deserialize_float
00007ffa17a6d6f7 (__TEXT,__text) non-external (was a private external) _deserialize_pointer
00007ffa17a72ca4 (__TEXT,__text) non-external _destroyAggregateType
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffa17a7698c (__TEXT,__text) non-external _doPrecisionWarningsForLowpInt
00007ffa42e91fe8 (__DATA,__data) non-external _eof_inputsrc
00007ffa17a7ac78 (__TEXT,__text) non-external _eof_scan
00007ffa17a7c928 (__TEXT,__text) non-external _eof_scan
00007ffa17a7a96f (__TEXT,__text) non-external _eval
00007ffa17a25264 (__TEXT,__text) non-external _evalOffsetExtraOfOffset
                 (undefined) external _exp2f (from libSystem)
                 (undefined) external _expf (from libSystem)
                 (undefined) external _fabs (from libSystem)
                 (undefined) external _fclose (from libSystem)
00007ffa17a6ac6c (__TEXT,__text) non-external _flattenCommaTreeInto
                 (undefined) external _floor (from libSystem)
                 (undefined) external _floorf (from libSystem)
00007ffa17aa11f7 (__TEXT,__text) non-external _foldAdd
00007ffa17aa0de6 (__TEXT,__text) non-external _foldArrayAccess
00007ffa17aa18c3 (__TEXT,__text) non-external _foldArrayType
00007ffa17aa14b0 (__TEXT,__text) non-external _foldAssign
00007ffa17aa1d3b (__TEXT,__text) non-external _foldAvailabilityDeclaration
00007ffa17aa140c (__TEXT,__text) non-external _foldBitwiseAnd
00007ffa17aa1435 (__TEXT,__text) non-external _foldBitwiseOr
00007ffa17aa145e (__TEXT,__text) non-external _foldBitwiseXor
00007ffa17aa1aaf (__TEXT,__text) non-external _foldBlock
00007ffa17aa1c6e (__TEXT,__text) non-external _foldBreakStatement
00007ffa17aa1c1c (__TEXT,__text) non-external _foldCaseStatement
00007ffa17aa15b7 (__TEXT,__text) non-external _foldCommaExpr
00007ffa17aa0d98 (__TEXT,__text) non-external _foldConstant
00007ffa17aa0edc (__TEXT,__text) non-external _foldConstructorCall
00007ffa17aa1c97 (__TEXT,__text) non-external _foldContinueStatement
00007ffa17aa1c45 (__TEXT,__text) non-external _foldDefaultStatement
00007ffa17aa3a54 (__TEXT,__text) non-external _foldDerefNode
00007ffa17aa1cc0 (__TEXT,__text) non-external _foldDiscardStatement
00007ffa17aa11a5 (__TEXT,__text) non-external _foldDivide
00007ffa17a254f7 (__TEXT,__text) non-external _foldDstSwizzleMaskForComp
00007ffa17aa133f (__TEXT,__text) non-external _foldEqual
00007ffa17aa1a86 (__TEXT,__text) non-external _foldExpressionStatement
00007ffa17aa0e0f (__TEXT,__text) non-external _foldFieldAccess
00007ffa17aa18ec (__TEXT,__text) non-external _foldFieldDeclaration
00007ffa17aa0e61 (__TEXT,__text) non-external _foldFunctionCall
00007ffa17aa1848 (__TEXT,__text) non-external _foldFunctionDefinition
00007ffa17aa1667 (__TEXT,__text) non-external _foldFunctionPrototype
00007ffa17aa1a34 (__TEXT,__text) non-external _foldGlobalTypeQualifier
00007ffa17aa12ed (__TEXT,__text) non-external _foldGreater
00007ffa17aa1316 (__TEXT,__text) non-external _foldGreaterEqual
00007ffa17aa1ed3 (__TEXT,__text) non-external _foldIBPartialDeref
00007ffa17aa1487 (__TEXT,__text) non-external _foldIfExpr
00007ffa17aa1b13 (__TEXT,__text) non-external _foldIfStatement
00007ffa17aa193e (__TEXT,__text) non-external _foldInterfaceBlock
00007ffa17aa1990 (__TEXT,__text) non-external _foldKeywordQualifier
00007ffa17aa1ddf (__TEXT,__text) non-external _foldLValue
00007ffa17aa1a5d (__TEXT,__text) non-external _foldLayoutPair
00007ffa17aa19b9 (__TEXT,__text) non-external _foldLayoutQualifier
00007ffa17aa1967 (__TEXT,__text) non-external _foldLayoutType
00007ffa17aa129b (__TEXT,__text) non-external _foldLess
00007ffa17aa12c4 (__TEXT,__text) non-external _foldLessEqual
00007ffa17aa1391 (__TEXT,__text) non-external _foldLogicalAnd
00007ffa17aa13ba (__TEXT,__text) non-external _foldLogicalOr
00007ffa17aa13e3 (__TEXT,__text) non-external _foldLogicalXor
00007ffa17aa1b77 (__TEXT,__text) non-external _foldLoopStatement
00007ffa17aa0eb3 (__TEXT,__text) non-external _foldMethodCall
00007ffa17aa11ce (__TEXT,__text) non-external _foldModulo
00007ffa17aa117c (__TEXT,__text) non-external _foldMultiply
00007ffa17aa0fd2 (__TEXT,__text) non-external _foldNegate
00007ffa17aa1368 (__TEXT,__text) non-external _foldNotEqual
00007ffa17aa1db6 (__TEXT,__text) non-external _foldOffset
00007ffa17aa153c (__TEXT,__text) non-external _foldOpAssign
00007ffa17aa1efc (__TEXT,__text) non-external _foldPPStreamOp
00007ffa17aa163e (__TEXT,__text) non-external _foldParameterDeclaration
00007ffa17aa0f2e (__TEXT,__text) non-external _foldPostdecrement
00007ffa17aa0f05 (__TEXT,__text) non-external _foldPostincrement
00007ffa17aa17cd (__TEXT,__text) non-external _foldPrecisionDeclaration
00007ffa17aa0f80 (__TEXT,__text) non-external _foldPredecrement
00007ffa17aa0f57 (__TEXT,__text) non-external _foldPreincrement
00007ffa17aa189a (__TEXT,__text) non-external _foldPrimitiveType
00007ffa17aa17f6 (__TEXT,__text) non-external _foldQualifiedDeclaration
00007ffa17aa181f (__TEXT,__text) non-external _foldQualifiedDeclarationGroup
00007ffa17aa1871 (__TEXT,__text) non-external _foldQualifiedType
00007ffa17aa1a0b (__TEXT,__text) non-external _foldQualifierList
00007ffa17aa1e45 (__TEXT,__text) non-external _foldRValue
00007ffa17aa1d64 (__TEXT,__text) non-external _foldRawCall
00007ffa17aa1565 (__TEXT,__text) non-external _foldReadInput
00007ffa17aa1ce9 (__TEXT,__text) non-external _foldReturnStatement
00007ffa17aa1249 (__TEXT,__text) non-external _foldShiftLeft
00007ffa17aa1272 (__TEXT,__text) non-external _foldShiftRight
00007ffa17aa1915 (__TEXT,__text) non-external _foldStructType
00007ffa17aa0e8a (__TEXT,__text) non-external _foldSubroutineArrayCall
00007ffa17aa1d8d (__TEXT,__text) non-external _foldSubroutineRawCall
00007ffa17aa19e2 (__TEXT,__text) non-external _foldSubroutineTypeList
00007ffa17aa22f2 (__TEXT,__text) non-external _foldSubroutineUniform
00007ffa17aa1220 (__TEXT,__text) non-external _foldSubtract
00007ffa17aa1ba0 (__TEXT,__text) non-external _foldSwitchStatement
00007ffa17aa1d12 (__TEXT,__text) non-external _foldTopLevel
00007ffa17aa0b18 (__TEXT,__text) non-external _foldTypeConversion
00007ffa17aa0d6f (__TEXT,__text) non-external _foldTypeIdentifier
00007ffa17aa24fb (__TEXT,__text) non-external _foldUnaryOperator
00007ffa17aa0fa9 (__TEXT,__text) non-external _foldUnaryPlus
00007ffa17aa0e38 (__TEXT,__text) non-external _foldUndeterminedCall
00007ffa17aa1690 (__TEXT,__text) non-external _foldVariableDeclaration
00007ffa17aa17a4 (__TEXT,__text) non-external _foldVariableDeclarationGroup
00007ffa17aa0d46 (__TEXT,__text) non-external _foldVariableIdentifier
00007ffa17aa158e (__TEXT,__text) non-external _foldWriteOutput
00007ffa41d30020 (__DATA_CONST,__const) non-external (was a private external) _fpDclList
                 (undefined) external _fprintf_l (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _frexp (from libSystem)
                 (undefined) external _frexpf (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffa42e96670 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffa17a54fdb (__TEXT,__text) non-external _generateSlotVars
00007ffa17aa0110 (__TEXT,__text) non-external _genericCheckKidsBarrier
00007ffa17a75658 (__TEXT,__text) non-external _getAccessorReplaceCallback
00007ffa17a5f0d1 (__TEXT,__text) non-external _getAndRemapBuiltinFromScope
00007ffa17a6eeca (__TEXT,__text) non-external _getBindableUniformLocationInfo
00007ffa17a6ebe1 (__TEXT,__text) non-external _getBindingInfo
00007ffa17a714d4 (__TEXT,__text) non-external _getBindingInfoForType
00007ffa17a5d20e (__TEXT,__text) non-external _getInputOutputBitsType
00007ffa17a6c18f (__TEXT,__text) non-external _getPrecisionFlagsFromArgs
00007ffa17a6f285 (__TEXT,__text) non-external _getString
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
00007ffa1799aca3 (__TEXT,__text) non-external _gl_atomic_add
00007ffa17ad6560 (__TEXT,__text) non-external (was a private external) _gleAttribBindingSize
00007ffa17ad65d9 (__TEXT,__text) non-external (was a private external) _gleCopyAttribBindings
00007ffa17ad656d (__TEXT,__text) non-external (was a private external) _gleCopyParamBindings
00007ffa17af3df4 (__TEXT,__text) non-external _gleFStateProgram_AddAttribs
00007ffa17aef055 (__TEXT,__text) non-external _gleFStateProgram_AddPPStreamOperation
00007ffa17af40b0 (__TEXT,__text) non-external _gleFStateProgram_AddParams
00007ffa17af4276 (__TEXT,__text) non-external _gleFStateProgram_AllocateAttribs
00007ffa17aef064 (__TEXT,__text) non-external _gleFStateProgram_Core
00007ffa17af3cb0 (__TEXT,__text) non-external _gleFStateProgram_End
00007ffa17af4270 (__TEXT,__text) non-external _gleFStateProgram_LLVMAddOperation
00007ffa17af498d (__TEXT,__text) non-external _gleStateProgram_ASSERT
00007ffa17af4804 (__TEXT,__text) non-external _gleStateProgram_A_MODULATE
00007ffa17af4993 (__TEXT,__text) non-external _gleStateProgram_A_REPLACE
00007ffa41d33bb0 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsA
00007ffa41d33c40 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsI
00007ffa41d33be0 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsL
00007ffa41d33c10 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsLA
00007ffa41d33c70 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsRGB
00007ffa41d33ca0 (__DATA_CONST,__const) non-external _gleStateProgram_ApplyFuncsRGBA
00007ffa17af4aac (__TEXT,__text) non-external _gleStateProgram_CheckDestInit
00007ffa17af5b9a (__TEXT,__text) non-external _gleStateProgram_I_ADD
00007ffa17af59ea (__TEXT,__text) non-external _gleStateProgram_I_BLEND
00007ffa17af56c8 (__TEXT,__text) non-external _gleStateProgram_RGBA_ADD
00007ffa17af537f (__TEXT,__text) non-external _gleStateProgram_RGBA_BLEND
00007ffa17af5d2b (__TEXT,__text) non-external _gleStateProgram_RGBA_DECAL
00007ffa17af520a (__TEXT,__text) non-external _gleStateProgram_RGBA_MODULATE
00007ffa17af5061 (__TEXT,__text) non-external _gleStateProgram_RGB_ADD
00007ffa17af4d7d (__TEXT,__text) non-external _gleStateProgram_RGB_BLEND
00007ffa17af4bf4 (__TEXT,__text) non-external _gleStateProgram_RGB_MODULATE
00007ffa17af4f48 (__TEXT,__text) non-external _gleStateProgram_RGB_REPLACE
00007ffa17af4551 (__TEXT,__text) non-external _gleStateProgram_TextureSampleOp
00007ffa17adb4c4 (__TEXT,__text) non-external _gleVStateProgram_AddAttribs
00007ffa17ad6d40 (__TEXT,__text) non-external _gleVStateProgram_AddPPStreamOperation
00007ffa17adb7e0 (__TEXT,__text) non-external _gleVStateProgram_AddParams
00007ffa17adc1ba (__TEXT,__text) non-external _gleVStateProgram_AllocateOutputs
00007ffa17ad6d4f (__TEXT,__text) non-external _gleVStateProgram_Core
00007ffa17adc428 (__TEXT,__text) non-external _gleVStateProgram_GetAttrib
00007ffa17adc1b4 (__TEXT,__text) non-external _gleVStateProgram_IgnoreOption
00007ffa17adc422 (__TEXT,__text) non-external _gleVStateProgram_LLVMAddOperation
00007ffa17adc4c7 (__TEXT,__text) non-external _gleVStateProgram_LightingStage
00007ffa17aee1ba (__TEXT,__text) non-external _gleVStateProgram_MultMatrix3x3
00007ffa17aed63c (__TEXT,__text) non-external _gleVStateProgram_MultMatrix4x4
00007ffa17aee7bf (__TEXT,__text) non-external _gleVStateProgram_NormalizeVector
                 (undefined) external _glgConvertPixelWidthToBlocks (from libGLImage)
                 (undefined) external _glgConvertType (from libGLImage)
                 (undefined) external _glgGetCompressedBlockBytes (from libGLImage)
                 (undefined) external _glgGetCompressedBlockHeight (from libGLImage)
                 (undefined) external _glgGetCompressedImageBytes (from libGLImage)
                 (undefined) external _glgGetPixelSize (from libGLImage)
                 (undefined) external _glgProcessPixelsWithProcessor (from libGLImage)
00007ffa17a1f7e4 (__TEXT,__text) non-external (was a private external) _glpABIGetArrayStrideForElementType
00007ffa17a1f7c5 (__TEXT,__text) non-external (was a private external) _glpABIGetMatrixStride
00007ffa17a1f82a (__TEXT,__text) non-external (was a private external) _glpABIGetMinimumBufferBytesForType
00007ffa17a1f810 (__TEXT,__text) non-external (was a private external) _glpABIGetMinimumStructAlignment
00007ffa17a1f85e (__TEXT,__text) non-external (was a private external) _glpABIGetStructTypeRangeOfField
00007ffa17a1f7a5 (__TEXT,__text) non-external (was a private external) _glpABIGetTypeAlign
00007ffa17a1f786 (__TEXT,__text) non-external (was a private external) _glpABIGetTypeSize
00007ffa17a207e0 (__TEXT,__text) non-external (was a private external) _glpASTMergeInitContext
00007ffa17a20a4a (__TEXT,__text) non-external (was a private external) _glpASTMergePhase1AddTopLevelNode
00007ffa17a21260 (__TEXT,__text) non-external (was a private external) _glpASTMergePhase2
00007ffa17a7da0d (__TEXT,__text) non-external (was a private external) _glpASTNodeGetChild
00007ffa17a7d9f4 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetChildCount
00007ffa17a7da97 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetKind
00007ffa17a7dab4 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetLocation
00007ffa17a7da8d (__TEXT,__text) non-external (was a private external) _glpASTNodeGetSaFlags
00007ffa17a7da83 (__TEXT,__text) non-external (was a private external) _glpASTNodeGetSaType
00007ffa17a7d9fd (__TEXT,__text) non-external (was a private external) _glpASTNodeSetChild
00007ffa17a7dacc (__TEXT,__text) non-external (was a private external) _glpASTNodeSetLocation
00007ffa17a7daa0 (__TEXT,__text) non-external (was a private external) _glpASTNodeSetSaFlags
00007ffa17a7daaa (__TEXT,__text) non-external (was a private external) _glpASTNodeSetSaType
00007ffa17a4cf5b (__TEXT,__text) non-external (was a private external) _glpAddExtensionDefines
00007ffa41d304f0 (__DATA_CONST,__const) non-external _glpAddExtensionDefines.builtinDefines
00007ffa17a41874 (__TEXT,__text) non-external _glpAddGep
00007ffa17a664c4 (__TEXT,__text) non-external (was a private external) _glpAddOffsetIfNeeded
00007ffa17a728d8 (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementCount
00007ffa17a7290a (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementFlags
00007ffa17a7291a (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementLayout
00007ffa17a728fa (__TEXT,__text) non-external (was a private external) _glpAggregateTypeGetElementType
00007ffa17a7341b (__TEXT,__text) non-external (was a private external) _glpAggregateTypeMangleName
00007ffa17a1f765 (__TEXT,__text) non-external (was a private external) _glpAlignTypeSize
00007ffa17a7418f (__TEXT,__text) non-external (was a private external) _glpAnalyzeBinaryMathOp
00007ffa17a68e73 (__TEXT,__text) non-external (was a private external) _glpAnalyzeCallToFunction
00007ffa17a68195 (__TEXT,__text) non-external (was a private external) _glpAnalyzeCallToOverload
00007ffa17a68f4d (__TEXT,__text) non-external (was a private external) _glpAnalyzeCallToSubroutineArray
00007ffa17a73e23 (__TEXT,__text) non-external (was a private external) _glpAnalyzeUnaryMathOp
00007ffa17a4acd0 (__TEXT,__text) non-external (was a private external) _glpAppendFlagDescription
00007ffa17a77aba (__TEXT,__text) non-external (was a private external) _glpAppendValueDescriptionToStringBuffer
00007ffa17a4b728 (__TEXT,__text) non-external (was a private external) _glpAppendVariableObjectDescription
00007ffa17a6b5a4 (__TEXT,__text) non-external (was a private external) _glpApplySizeToBanks
00007ffa17a207c6 (__TEXT,__text) non-external (was a private external) _glpArchiveFileFinishEntryNamed
00007ffa17a2074d (__TEXT,__text) non-external (was a private external) _glpArchiveFileGetEntryNamed
00007ffa17a7dfed (__TEXT,__text) non-external (was a private external) _glpArrayAccessNodeGetArray
