00007ffa4291b0f0 (__DATA,__bss) non-external _SVC_REQ_KEY
00007ffa14b771dd (__TEXT,__text) non-external _makefd_xprt
00007ffa14b81ee5 (__TEXT,__text) non-external _makefd_xprt.cold.1
00007ffa14b81f93 (__TEXT,__text) non-external _makefd_xprt.cold.2
00007ffa14b82041 (__TEXT,__text) non-external _makefd_xprt.cold.3
00007ffa14b820ef (__TEXT,__text) non-external _makefd_xprt.cold.4
00007ffa14b8218a (__TEXT,__text) non-external _makefd_xprt.cold.5
                 (undefined) external _malloc (from libSystem)
00007ffa14b7019a (__TEXT,__text) non-external _marshal_new_auth
00007ffa14b7fb52 (__TEXT,__text) non-external _marshal_new_auth.cold.1
00007ffa4291ab80 (__DATA,__data) non-external _maxgrplist
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mkstemps (from libSystem)
00007ffa40c3b2b0 (__DATA_CONST,__const) non-external _nc_tab
00007ffa40c3b1c0 (__DATA_CONST,__const) non-external _netids
00007ffa14b84668 (__TEXT,__const) external _oncrpcVersionNumber
00007ffa14b84640 (__TEXT,__const) external _oncrpcVersionString
00007ffa4291aee8 (__DATA,__data) non-external _oncrpc_xprt_init
                 (undefined) external _open (from libSystem)
00007ffa14b7c2d8 (__TEXT,__text) non-external (was a private external) _open_socket
00007ffa4291ab30 (__DATA,__data) non-external _ops
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pipe (from libSystem)
00007ffa4291ac50 (__DATA,__data) non-external _pmap_addrs
00007ffa14b74d61 (__TEXT,__text) non-external _pmap_bcastrecv
00007ffa14b73fef (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
00007ffa14b74a98 (__TEXT,__text) non-external _pmap_mcastrecv
                 (undefined) external _poll (from libSystem)
00007ffa4291ae38 (__DATA,__data) non-external _poll_timeout
00007ffa4291b050 (__DATA,__data) non-external (was a private external) _portmap_netid
00007ffa4291b0e0 (__DATA,__bss) non-external _proglst
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait_relative_np (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_exit (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_getugid_np (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_destroy (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_set_qos_class_self_np (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_setugid_np (from libSystem)
                 (undefined) external _read (from libSystem)
00007ffa14b72a1c (__TEXT,__text) non-external _readstrm
00007ffa14b77681 (__TEXT,__text) non-external _readstrm
00007ffa14b82394 (__TEXT,__text) non-external _readstrm.cold.1
00007ffa14b82442 (__TEXT,__text) non-external _readstrm.cold.2
                 (undefined) external _realloc (from libSystem)
00007ffa14b7b12e (__TEXT,__text) non-external _realloc_stream
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _recvfrom (from libSystem)
00007ffa14b7c36c (__TEXT,__text) non-external (was a private external) _recvfrom_and_to
00007ffa14b841ba (__TEXT,__text) non-external _recvfrom_and_to.cold.1
                 (undefined) external _recvmsg (from libSystem)
00007ffa14b775ea (__TEXT,__text) non-external _rendezvous_abort_freeargs
00007ffa14b775da (__TEXT,__text) non-external _rendezvous_abort_getargs
00007ffa14b775e2 (__TEXT,__text) non-external _rendezvous_abort_reply
00007ffa14b775f2 (__TEXT,__text) non-external _rendezvous_destroy
00007ffa14b77444 (__TEXT,__text) non-external _rendezvous_request
00007ffa14b82238 (__TEXT,__text) non-external _rendezvous_request.cold.1
00007ffa14b775cf (__TEXT,__text) non-external _rendezvous_stat
00007ffa14b70976 (__TEXT,__text) external _reply_addr_cache_create
00007ffa14b709ce (__TEXT,__text) external _reply_addr_cache_destroy
00007ffa4291ac90 (__DATA,__data) non-external _reply_dscrm
00007ffa14b7d144 (__TEXT,__text) non-external _reset_if_addr_cache
00007ffa14b71d40 (__TEXT,__text) non-external _rpc_createerr_destroy
00007ffa4291b0b0 (__DATA,__bss) non-external _rpc_createerr_key
00007ffa4291ab88 (__DATA,__data) non-external _rpc_createerr_once
00007ffa40c3aee0 (__DATA_CONST,__const) non-external _rpc_errlist
00007ffa4291ac68 (__DATA,__data) non-external _rpc_multicast
00007ffa4291ac40 (__DATA,__data) non-external _rpcb_addrs
00007ffa14b7482e (__TEXT,__text) non-external _rpcb_mcastrecv
00007ffa14b7ee04 (__TEXT,__text) non-external _rpcbind_getaddr_generic
00007ffa14b7c5ac (__TEXT,__text) non-external _search_local_ifaddr_cache
                 (undefined) external _sendto (from libSystem)
00007ffa4291acc0 (__DATA,__data) non-external _server_ops
00007ffa14b7ae42 (__TEXT,__text) non-external _set_input_fragment
00007ffa14b7d006 (__TEXT,__text) non-external (was a private external) _set_local_ephemeral_sockname
00007ffa4291aff0 (__DATA,__data) non-external _set_retry_timeout
00007ffa4291b058 (__DATA,__data) non-external _set_retry_timeout
00007ffa4291b000 (__DATA,__data) non-external _set_total_timeout
00007ffa4291b068 (__DATA,__data) non-external _set_total_timeout
                 (undefined) external _setsockopt (from libSystem)
00007ffa14b7ade8 (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _sleep (from libSystem)
00007ffa14b71c3f (__TEXT,__text) non-external _slprintf
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _socket (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ffa4291abd8 (__DATA,__data) non-external _strm_ops
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ffa4291b0c8 (__DATA,__bss) non-external _svc_active_threads
00007ffa14b78c93 (__TEXT,__text) non-external (was a private external) _svc_armxprt
00007ffa14b83420 (__TEXT,__text) non-external _svc_armxprt.cold.1
00007ffa14b834ce (__TEXT,__text) non-external _svc_armxprt.cold.2
00007ffa14b83557 (__TEXT,__text) non-external _svc_armxprt.cold.3
00007ffa14b78e31 (__TEXT,__text) non-external (was a private external) _svc_clear_kq_control
00007ffa14b76702 (__TEXT,__text) non-external _svc_complete
00007ffa4291b214 (__DATA,__common) non-external (was a private external) _svc_cred_switch
00007ffa4291ad48 (__DATA,__data) non-external _svc_exit_cond
00007ffa4291b0cc (__DATA,__bss) non-external _svc_exit_flag
00007ffa14b791fc (__TEXT,__text) non-external (was a private external) _svc_get_thread_req
00007ffa4291b0e8 (__DATA,__bss) non-external _svc_head
00007ffa14b78e25 (__TEXT,__text) non-external (was a private external) _svc_kq_control
00007ffa4291ae48 (__DATA,__data) non-external (was a private external) _svc_listen_backlog
00007ffa4291acf0 (__DATA,__data) non-external (was a private external) _svc_max_threads
00007ffa4291acf4 (__DATA,__data) non-external (was a private external) _svc_min_threads
00007ffa4291acf8 (__DATA,__data) non-external (was a private external) _svc_nreq
00007ffa14b78b69 (__TEXT,__text) non-external _svc_oncrpc_start
00007ffa14b83216 (__TEXT,__text) non-external _svc_oncrpc_start.cold.1
00007ffa14b832c4 (__TEXT,__text) non-external _svc_oncrpc_start.cold.2
00007ffa14b83372 (__TEXT,__text) non-external _svc_oncrpc_start.cold.3
00007ffa4291ae08 (__DATA,__data) non-external _svc_poll_cond
00007ffa4291adc8 (__DATA,__data) non-external _svc_poll_lock
00007ffa4291b0d0 (__DATA,__bss) non-external _svc_polling
00007ffa14b78eb7 (__TEXT,__text) non-external (was a private external) _svc_rearmxprt
00007ffa14b83754 (__TEXT,__text) non-external _svc_rearmxprt.cold.1
00007ffa14b837f5 (__TEXT,__text) non-external _svc_rearmxprt.cold.2
00007ffa14b838a3 (__TEXT,__text) non-external _svc_rearmxprt.cold.3
00007ffa4291af00 (__DATA,__data) non-external _svc_register_lock
00007ffa14b79233 (__TEXT,__text) external _svc_req_clone
00007ffa14b79382 (__TEXT,__text) external _svc_req_destroy
00007ffa14b78d92 (__TEXT,__text) non-external (was a private external) _svc_rmxprt
00007ffa14b835f8 (__TEXT,__text) non-external _svc_rmxprt.cold.1
00007ffa4291ad00 (__DATA,__data) non-external (was a private external) _svc_stack_size
00007ffa14b75f87 (__TEXT,__text) non-external _svc_start_threads
00007ffa14b75f34 (__TEXT,__text) non-external _svc_thread
00007ffa4291ad08 (__DATA,__data) non-external _svc_thread_lock
00007ffa4291b208 (__DATA,__common) non-external (was a private external) _svc_thread_qos_class
00007ffa4291b20c (__DATA,__common) non-external (was a private external) _svc_thread_relative_priority
00007ffa14b78ff9 (__TEXT,__text) non-external (was a private external) _svc_unarmxprt
00007ffa14b83944 (__TEXT,__text) non-external _svc_unarmxprt.cold.1
00007ffa14b839cd (__TEXT,__text) non-external _svc_unarmxprt.cold.2
00007ffa4291ad78 (__DATA,__data) non-external _svc_workq_lock
00007ffa14b787b3 (__TEXT,__text) non-external (was a private external) _svc_xprt_create
00007ffa14b830ba (__TEXT,__text) non-external _svc_xprt_create.cold.1
00007ffa14b83168 (__TEXT,__text) non-external _svc_xprt_create.cold.2
00007ffa14b78a05 (__TEXT,__text) non-external (was a private external) _svc_xprt_destroy
00007ffa40c3b080 (__DATA_CONST,__const) non-external _svcauthsw
00007ffa14b75e73 (__TEXT,__text) non-external _svcraw_destroy
00007ffa14b75e6b (__TEXT,__text) non-external _svcraw_freeargs
00007ffa14b75e5b (__TEXT,__text) non-external _svcraw_getargs
00007ffa14b75e48 (__TEXT,__text) non-external _svcraw_recv
00007ffa14b75e63 (__TEXT,__text) non-external _svcraw_reply
00007ffa14b75e50 (__TEXT,__text) non-external _svcraw_stat
00007ffa14b7762b (__TEXT,__text) non-external _svcstrm_destroy
00007ffa14b822e6 (__TEXT,__text) non-external _svcstrm_destroy.cold.1
00007ffa14b76cd6 (__TEXT,__text) non-external _svcstrm_domain_create
00007ffa14b816f9 (__TEXT,__text) non-external _svcstrm_domain_create.cold.1
00007ffa14b817a7 (__TEXT,__text) non-external _svcstrm_domain_create.cold.2
00007ffa14b81855 (__TEXT,__text) non-external _svcstrm_domain_create.cold.3
00007ffa14b77cc1 (__TEXT,__text) non-external _svcstrm_freeargs
00007ffa14b77b6f (__TEXT,__text) non-external _svcstrm_getargs
00007ffa4291ae80 (__DATA,__data) non-external _svcstrm_op
00007ffa14b779a4 (__TEXT,__text) non-external _svcstrm_recv
00007ffa14b8258b (__TEXT,__text) non-external _svcstrm_recv.cold.1
00007ffa14b82626 (__TEXT,__text) non-external _svcstrm_recv.cold.2
00007ffa14b826d4 (__TEXT,__text) non-external _svcstrm_recv.cold.3
00007ffa4291ae50 (__DATA,__data) non-external _svcstrm_rendezvous_op
00007ffa14b77c0b (__TEXT,__text) non-external _svcstrm_reply
00007ffa14b8276f (__TEXT,__text) non-external _svcstrm_reply.cold.1
00007ffa14b77b13 (__TEXT,__text) non-external _svcstrm_stat
00007ffa14b76e92 (__TEXT,__text) external _svcticots_create
00007ffa14b76e9c (__TEXT,__text) external _svcticotsord_create
00007ffa14b81903 (__TEXT,__text) non-external _svcticotsord_create.cold.1
00007ffa14b819b1 (__TEXT,__text) non-external _svcticotsord_create.cold.2
00007ffa14b81a5f (__TEXT,__text) non-external _svcticotsord_create.cold.3
00007ffa14b81af3 (__TEXT,__text) non-external _svcticotsord_create.cold.4
00007ffa14b81b92 (__TEXT,__text) non-external _svcticotsord_create.cold.5
00007ffa14b81c2d (__TEXT,__text) non-external _svcticotsord_create.cold.6
00007ffa14b81cdb (__TEXT,__text) non-external _svcticotsord_create.cold.7
00007ffa14b81d89 (__TEXT,__text) non-external _svcticotsord_create.cold.8
00007ffa14b81e37 (__TEXT,__text) non-external _svcticotsord_create.cold.9
00007ffa14b78755 (__TEXT,__text) non-external _svcudp_destroy
00007ffa14b8300c (__TEXT,__text) non-external _svcudp_destroy.cold.1
00007ffa14b78727 (__TEXT,__text) non-external _svcudp_freeargs
00007ffa14b7835c (__TEXT,__text) non-external _svcudp_getargs
00007ffa4291aeb0 (__DATA,__data) non-external _svcudp_op
00007ffa14b78048 (__TEXT,__text) non-external _svcudp_recv
00007ffa14b82c31 (__TEXT,__text) non-external _svcudp_recv.cold.1
00007ffa14b82cdf (__TEXT,__text) non-external _svcudp_recv.cold.2
00007ffa14b783dd (__TEXT,__text) non-external _svcudp_reply
00007ffa14b82d8d (__TEXT,__text) non-external _svcudp_reply.cold.1
00007ffa14b82e28 (__TEXT,__text) non-external _svcudp_reply.cold.2
00007ffa14b82ec3 (__TEXT,__text) non-external _svcudp_reply.cold.3
00007ffa14b82f5e (__TEXT,__text) non-external _svcudp_reply.cold.4
00007ffa14b78351 (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libSystem)
00007ffa14b71d51 (__TEXT,__text) non-external _tsd_init_buf
00007ffa14b8008d (__TEXT,__text) non-external _tsd_init_buf.cold.1
00007ffa14b71679 (__TEXT,__text) non-external _tsd_init_rpc_createerr
00007ffa14b7fe98 (__TEXT,__text) non-external _tsd_init_rpc_createerr.cold.1
00007ffa4291ac08 (__DATA,__data) non-external _udp_ops
00007ffa14b7cd05 (__TEXT,__text) non-external _ugetport
00007ffa14b768bf (__TEXT,__text) non-external _universal
00007ffa14b8109e (__TEXT,__text) non-external _universal.cold.1
00007ffa14b81139 (__TEXT,__text) non-external _universal.cold.2
00007ffa14b811cd (__TEXT,__text) non-external _universal.cold.3
                 (undefined) external _unlink (from libSystem)
00007ffa4291b010 (__DATA,__data) non-external _unset_retry_timeout
00007ffa4291b078 (__DATA,__data) non-external _unset_retry_timeout
00007ffa4291b020 (__DATA,__data) non-external _unset_total_timeout
00007ffa4291b088 (__DATA,__data) non-external _unset_total_timeout
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
00007ffa14b78e5f (__TEXT,__text) non-external _wakeup_kq
00007ffa14b836a6 (__TEXT,__text) non-external _wakeup_kq.cold.1
                 (undefined) external _warnx (from libSystem)
00007ffa4291adb8 (__DATA,__data) non-external _workq
                 (undefined) external _write (from libSystem)
00007ffa14b72b17 (__TEXT,__text) non-external _writestrm
00007ffa14b77848 (__TEXT,__text) non-external _writestrm
00007ffa14b824dd (__TEXT,__text) non-external _writestrm.cold.1
00007ffa14b7b468 (__TEXT,__text) non-external _x_destroy
00007ffa14b7b457 (__TEXT,__text) non-external _x_getpostn
00007ffa14b7b3e7 (__TEXT,__text) non-external _x_inline
00007ffa14b7b3d9 (__TEXT,__text) non-external _x_putbytes
00007ffa14b7b3ca (__TEXT,__text) non-external _x_putlong
00007ffa14b7b460 (__TEXT,__text) non-external _x_setpostn
00007ffa14b759c4 (__TEXT,__text) non-external _xdr_accepted_reply
00007ffa14b74f4d (__TEXT,__text) non-external _xdr_callit_args
00007ffa14b7a49c (__TEXT,__text) non-external (was a private external) _xdr_is_memstream
00007ffa14b7b118 (__TEXT,__text) non-external (was a private external) _xdr_is_recstream
00007ffa14b750db (__TEXT,__text) non-external _xdr_pmapcallres
00007ffa14b75a4f (__TEXT,__text) non-external _xdr_rejected_reply
00007ffa14b74fc8 (__TEXT,__text) non-external _xdr_rmt3callres
00007ffa14b7bc00 (__TEXT,__text) external _xdr_vmbytes
00007ffa14b8405e (__TEXT,__text) non-external _xdr_vmbytes.cold.1
00007ffa14b846e0 (__TEXT,__const) non-external _xdr_zero
00007ffa14b7a5dd (__TEXT,__text) non-external _xdrmem_destroy
00007ffa14b7a51c (__TEXT,__text) non-external _xdrmem_getbytes
00007ffa14b7a5e3 (__TEXT,__text) non-external _xdrmem_getlong_aligned
00007ffa14b7a4c5 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
00007ffa14b7a588 (__TEXT,__text) non-external _xdrmem_getpos
00007ffa14b7a433 (__TEXT,__text) non-external (was a private external) _xdrmem_getrecord
00007ffa14b7a63d (__TEXT,__text) non-external _xdrmem_inline_aligned
00007ffa14b7a5d5 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00007ffa40c3b0e0 (__DATA_CONST,__const) non-external _xdrmem_ops_aligned
00007ffa40c3b098 (__DATA_CONST,__const) non-external _xdrmem_ops_unaligned
00007ffa14b7a555 (__TEXT,__text) non-external _xdrmem_putbytes
00007ffa14b7a610 (__TEXT,__text) non-external _xdrmem_putlong_aligned
00007ffa14b7a4f2 (__TEXT,__text) non-external _xdrmem_putlong_unaligned
00007ffa14b7a5a2 (__TEXT,__text) non-external _xdrmem_setpos
00007ffa14b7a948 (__TEXT,__text) non-external _xdrrec_destroy
00007ffa14b7a72c (__TEXT,__text) non-external _xdrrec_getbytes
00007ffa14b7a65e (__TEXT,__text) non-external _xdrrec_getlong
00007ffa14b7a828 (__TEXT,__text) non-external _xdrrec_getpos
00007ffa14b7afb5 (__TEXT,__text) non-external (was a private external) _xdrrec_getrecord
00007ffa14b7a8fd (__TEXT,__text) non-external _xdrrec_inline
00007ffa14b7ab11 (__TEXT,__text) non-external (was a private external) _xdrrec_isrecordstart
00007ffa40c3b128 (__DATA_CONST,__const) non-external (was a private external) _xdrrec_ops
00007ffa14b7a7a4 (__TEXT,__text) non-external _xdrrec_putbytes
00007ffa14b7a6c6 (__TEXT,__text) non-external _xdrrec_putlong
00007ffa14b7a87b (__TEXT,__text) non-external _xdrrec_setpos
00007ffa14b7b5e6 (__TEXT,__text) non-external _xdrstdio_destroy
00007ffa14b7b54b (__TEXT,__text) non-external _xdrstdio_getbytes
00007ffa14b7b4cb (__TEXT,__text) non-external _xdrstdio_getlong
00007ffa14b7b5ab (__TEXT,__text) non-external _xdrstdio_getpos
00007ffa14b7b5de (__TEXT,__text) non-external _xdrstdio_inline
00007ffa40c3b170 (__DATA_CONST,__const) non-external _xdrstdio_ops
00007ffa14b7b57b (__TEXT,__text) non-external _xdrstdio_putbytes
00007ffa14b7b512 (__TEXT,__text) non-external _xdrstdio_putlong
00007ffa14b7b5c6 (__TEXT,__text) non-external _xdrstdio_setpos
00007ffa14b78a8b (__TEXT,__text) non-external (was a private external) _xprt_ref
00007ffa14b78ad1 (__TEXT,__text) non-external (was a private external) _xprt_unref
