00007ffa18135f0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa18133318 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa181321d5 (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa18132197 (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa18131d70 (__TEXT,__text) external _glGetProgramStageiv
00007ffa1813335e (__TEXT,__text) external _glGetProgramStringARB
00007ffa1813034b (__TEXT,__text) external _glGetProgramiv
00007ffa18133380 (__TEXT,__text) external _glGetProgramivARB
00007ffa18131ef5 (__TEXT,__text) external _glGetQueryIndexediv
00007ffa18131838 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa18135737 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa1812f803 (__TEXT,__text) external _glGetQueryObjectiv
00007ffa18133dce (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa1813185a (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa18135759 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa1812f825 (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa18133df0 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa1812f7e1 (__TEXT,__text) external _glGetQueryiv
00007ffa18133dac (__TEXT,__text) external _glGetQueryivARB
00007ffa18130715 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa18134d25 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa181317d6 (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa181317f8 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa181317b4 (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa18131792 (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa1812ea06 (__TEXT,__text) external _glGetSeparableFilter
00007ffa18130392 (__TEXT,__text) external _glGetShaderInfoLog
00007ffa18131ff9 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa1813047b (__TEXT,__text) external _glGetShaderSource
00007ffa1813445f (__TEXT,__text) external _glGetShaderSourceARB
00007ffa18130329 (__TEXT,__text) external _glGetShaderiv
00007ffa1812cb87 (__TEXT,__text) external _glGetString
00007ffa1813116f (__TEXT,__text) external _glGetStringi
00007ffa18131c7b (__TEXT,__text) external _glGetSubroutineIndex
00007ffa18131c59 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa181314d8 (__TEXT,__text) external _glGetSynciv
00007ffa1812cba3 (__TEXT,__text) external _glGetTexEnvfv
00007ffa1812cbc5 (__TEXT,__text) external _glGetTexEnviv
00007ffa1812cbe7 (__TEXT,__text) external _glGetTexGendv
00007ffa1812cc09 (__TEXT,__text) external _glGetTexGenfv
00007ffa1812cc2b (__TEXT,__text) external _glGetTexGeniv
00007ffa1812cc4d (__TEXT,__text) external _glGetTexImage
00007ffa1812cc74 (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa1812cc98 (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa181310a4 (__TEXT,__text) external _glGetTexParameterIiv
00007ffa18135656 (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa181310c6 (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa18135678 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa18135945 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa1812ccbc (__TEXT,__text) external _glGetTexParameterfv
00007ffa1812ccde (__TEXT,__text) external _glGetTexParameteriv
00007ffa18130b75 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa18135091 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa18131229 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa18135126 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa181311b5 (__TEXT,__text) external _glGetUniformIndices
00007ffa181303dc (__TEXT,__text) external _glGetUniformLocation
00007ffa181343c8 (__TEXT,__text) external _glGetUniformLocationARB
00007ffa18135144 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa18131d4e (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa18131c37 (__TEXT,__text) external _glGetUniformdv
00007ffa18130431 (__TEXT,__text) external _glGetUniformfv
00007ffa18134419 (__TEXT,__text) external _glGetUniformfvARB
00007ffa18130456 (__TEXT,__text) external _glGetUniformiv
00007ffa1813443c (__TEXT,__text) external _glGetUniformivARB
00007ffa18130eeb (__TEXT,__text) external _glGetUniformuiv
00007ffa18135567 (__TEXT,__text) external _glGetUniformuivEXT
00007ffa18130c1f (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa18135411 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa18130c41 (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa18135433 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa18132a3b (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa1812fefa (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa18133148 (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa1812fe94 (__TEXT,__text) external _glGetVertexAttribdv
00007ffa181330e2 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa1812feb6 (__TEXT,__text) external _glGetVertexAttribfv
00007ffa18133104 (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa1812fed8 (__TEXT,__text) external _glGetVertexAttribiv
00007ffa18133126 (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa1812cd00 (__TEXT,__text) external _glHint
00007ffa1812eb4d (__TEXT,__text) external _glHistogram
00007ffa1812cd1e (__TEXT,__text) external _glIndexMask
00007ffa1812cd3a (__TEXT,__text) external _glIndexPointer
00007ffa1812cd5c (__TEXT,__text) external _glIndexd
00007ffa1812cd76 (__TEXT,__text) external _glIndexdv
00007ffa1812cd93 (__TEXT,__text) external _glIndexf
00007ffa1812cdad (__TEXT,__text) external _glIndexfv
00007ffa1812cdca (__TEXT,__text) external _glIndexi
00007ffa1812cde6 (__TEXT,__text) external _glIndexiv
00007ffa1812ce03 (__TEXT,__text) external _glIndexs
00007ffa1812ce1f (__TEXT,__text) external _glIndexsv
00007ffa1812ce3c (__TEXT,__text) external _glIndexub
00007ffa1812ce58 (__TEXT,__text) external _glIndexubv
00007ffa1812ce75 (__TEXT,__text) external _glInitNames
00007ffa181357c6 (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa1812ce8c (__TEXT,__text) external _glInterleavedArrays
00007ffa1812f8a3 (__TEXT,__text) external _glIsBuffer
00007ffa18133e6e (__TEXT,__text) external _glIsBufferARB
00007ffa1812ceae (__TEXT,__text) external _glIsEnabled
00007ffa181356fd (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa18130ab7 (__TEXT,__text) external _glIsEnabledi
00007ffa181359c1 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa18130737 (__TEXT,__text) external _glIsFramebuffer
00007ffa18134d47 (__TEXT,__text) external _glIsFramebufferEXT
00007ffa1812ceca (__TEXT,__text) external _glIsList
00007ffa181346ac (__TEXT,__text) external _glIsNamedStringARB
00007ffa1813030d (__TEXT,__text) external _glIsProgram
00007ffa18132c00 (__TEXT,__text) external _glIsProgramARB
00007ffa1813217b (__TEXT,__text) external _glIsProgramPipeline
00007ffa1812f78b (__TEXT,__text) external _glIsQuery
00007ffa18133d56 (__TEXT,__text) external _glIsQueryARB
00007ffa18130679 (__TEXT,__text) external _glIsRenderbuffer
00007ffa18134c89 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa18131691 (__TEXT,__text) external _glIsSampler
00007ffa181302f1 (__TEXT,__text) external _glIsShader
00007ffa18131439 (__TEXT,__text) external _glIsSync
00007ffa1812cee6 (__TEXT,__text) external _glIsTexture
00007ffa18131e2d (__TEXT,__text) external _glIsTransformFeedback
00007ffa181309f4 (__TEXT,__text) external _glIsVertexArray
00007ffa18135b07 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa18135857 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa1813577b (__TEXT,__text) external _glLabelObjectEXT
00007ffa18135d0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa1812cf02 (__TEXT,__text) external _glLightModelf
00007ffa1812cf1e (__TEXT,__text) external _glLightModelfv
00007ffa1812cf3d (__TEXT,__text) external _glLightModeli
00007ffa1812cf5b (__TEXT,__text) external _glLightModeliv
00007ffa1812cf7a (__TEXT,__text) external _glLightf
00007ffa1812cf98 (__TEXT,__text) external _glLightfv
00007ffa1812cfba (__TEXT,__text) external _glLighti
00007ffa1812cfdb (__TEXT,__text) external _glLightiv
00007ffa1812cffd (__TEXT,__text) external _glLineStipple
00007ffa1812d01b (__TEXT,__text) external _glLineWidth
00007ffa1812ffff (__TEXT,__text) external _glLinkProgram
00007ffa18134069 (__TEXT,__text) external _glLinkProgramARB
00007ffa1812d035 (__TEXT,__text) external _glListBase
00007ffa1812d051 (__TEXT,__text) external _glLoadIdentity
00007ffa1812d068 (__TEXT,__text) external _glLoadMatrixd
00007ffa1812d085 (__TEXT,__text) external _glLoadMatrixf
00007ffa1812d0a2 (__TEXT,__text) external _glLoadName
00007ffa1812efe6 (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa181338f6 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa1812f003 (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa18133913 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa181347be (__TEXT,__text) external _glLockArraysEXT
00007ffa1812d0be (__TEXT,__text) external _glLogicOp
00007ffa1812d0da (__TEXT,__text) external _glMap1d
00007ffa1812d0fe (__TEXT,__text) external _glMap1f
00007ffa1812d122 (__TEXT,__text) external _glMap2d
00007ffa1812d156 (__TEXT,__text) external _glMap2f
00007ffa1812f931 (__TEXT,__text) external _glMapBuffer
00007ffa18133efc (__TEXT,__text) external _glMapBufferARB
00007ffa18130951 (__TEXT,__text) external _glMapBufferRange
00007ffa1812d18a (__TEXT,__text) external _glMapGrid1d
00007ffa1812d1a6 (__TEXT,__text) external _glMapGrid1f
00007ffa1812d1c2 (__TEXT,__text) external _glMapGrid2d
00007ffa1812d1e0 (__TEXT,__text) external _glMapGrid2f
00007ffa18135875 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa1813589c (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa181358c3 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa181358f3 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa1812d1fe (__TEXT,__text) external _glMaterialf
00007ffa1812d21c (__TEXT,__text) external _glMaterialfv
00007ffa1812d23e (__TEXT,__text) external _glMateriali
00007ffa1812d25f (__TEXT,__text) external _glMaterialiv
00007ffa1812d281 (__TEXT,__text) external _glMatrixMode
00007ffa18131f19 (__TEXT,__text) external _glMinSampleShading
00007ffa1813459f (__TEXT,__text) external _glMinSampleShadingARB
00007ffa1812eb71 (__TEXT,__text) external _glMinmax
00007ffa1812d29d (__TEXT,__text) external _glMultMatrixd
00007ffa1812d2ba (__TEXT,__text) external _glMultMatrixf
00007ffa1812f020 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa18133930 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa1812f03d (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa1813394d (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa1812f531 (__TEXT,__text) external _glMultiDrawArrays
00007ffa18134be7 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa18135b8a (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa1812f557 (__TEXT,__text) external _glMultiDrawElements
00007ffa181313ca (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa18134c0d (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa18135d30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa18135d58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa18135bb0 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa1812ec02 (__TEXT,__text) external _glMultiTexCoord1d
00007ffa18133512 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa1812ec1e (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa1813352e (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa1812ec3d (__TEXT,__text) external _glMultiTexCoord1f
00007ffa1813354d (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa1812ec59 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa18133569 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa1812ec78 (__TEXT,__text) external _glMultiTexCoord1i
00007ffa18133588 (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa1812ec96 (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa181335a6 (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa1812ecb5 (__TEXT,__text) external _glMultiTexCoord1s
00007ffa181335c5 (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa1812ecd3 (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa181335e3 (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa1812ecf2 (__TEXT,__text) external _glMultiTexCoord2d
00007ffa18133602 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa1812ed0e (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa1813361e (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa1812ed2d (__TEXT,__text) external _glMultiTexCoord2f
00007ffa1813363d (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa1812ed49 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa18133659 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa1812ed68 (__TEXT,__text) external _glMultiTexCoord2i
00007ffa18133678 (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa1812ed89 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa18133699 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa1812eda8 (__TEXT,__text) external _glMultiTexCoord2s
00007ffa181336b8 (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa1812edc9 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa181336d9 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa1812ede8 (__TEXT,__text) external _glMultiTexCoord3d
00007ffa181336f8 (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa1812ee04 (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa18133714 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa1812ee23 (__TEXT,__text) external _glMultiTexCoord3f
00007ffa18133733 (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa1812ee3f (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa1813374f (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa1812ee5e (__TEXT,__text) external _glMultiTexCoord3i
00007ffa1813376e (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa1812ee82 (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa18133792 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa1812eea1 (__TEXT,__text) external _glMultiTexCoord3s
00007ffa181337b1 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa1812eec5 (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa181337d5 (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa1812eee4 (__TEXT,__text) external _glMultiTexCoord4d
00007ffa181337f4 (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa1812ef00 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa18133810 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa1812ef1f (__TEXT,__text) external _glMultiTexCoord4f
00007ffa1813382f (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa1812ef3b (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa1813384b (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa1812ef5a (__TEXT,__text) external _glMultiTexCoord4i
00007ffa1813386a (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa1812ef81 (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa18133891 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa1812efa0 (__TEXT,__text) external _glMultiTexCoord4s
00007ffa181338b0 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa1812efc7 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa181338d7 (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa18134640 (__TEXT,__text) external _glNamedStringARB
00007ffa1812d2d7 (__TEXT,__text) external _glNewList
00007ffa1812d2f5 (__TEXT,__text) external _glNormal3b
00007ffa1812d316 (__TEXT,__text) external _glNormal3bv
00007ffa1812d333 (__TEXT,__text) external _glNormal3d
00007ffa1812d34d (__TEXT,__text) external _glNormal3dv
00007ffa1812d36a (__TEXT,__text) external _glNormal3f
00007ffa1812d384 (__TEXT,__text) external _glNormal3fv
00007ffa1812d3a1 (__TEXT,__text) external _glNormal3i
00007ffa1812d3c2 (__TEXT,__text) external _glNormal3iv
00007ffa1812d3df (__TEXT,__text) external _glNormal3s
00007ffa1812d400 (__TEXT,__text) external _glNormal3sv
00007ffa1812d41d (__TEXT,__text) external _glNormalPointer
00007ffa18135c6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa18135c8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa1812d43f (__TEXT,__text) external _glOrtho
00007ffa18135dec (__TEXT,__text) external _glPNTrianglesfATI
00007ffa18135df8 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa18135de6 (__TEXT,__text) external _glPNTrianglesiATI
00007ffa18135df2 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa1812d459 (__TEXT,__text) external _glPassThrough
00007ffa18131db2 (__TEXT,__text) external _glPatchParameterfv
00007ffa18131d94 (__TEXT,__text) external _glPatchParameteri
00007ffa18131e49 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa1812d473 (__TEXT,__text) external _glPixelMapfv
00007ffa1812d495 (__TEXT,__text) external _glPixelMapuiv
00007ffa1812d4b7 (__TEXT,__text) external _glPixelMapusv
00007ffa1812d4d9 (__TEXT,__text) external _glPixelStoref
00007ffa1812d4f5 (__TEXT,__text) external _glPixelStorei
00007ffa1812d513 (__TEXT,__text) external _glPixelTransferf
00007ffa1812d52f (__TEXT,__text) external _glPixelTransferi
00007ffa1812d54d (__TEXT,__text) external _glPixelZoom
00007ffa1812f495 (__TEXT,__text) external _glPointParameterf
00007ffa18133b0f (__TEXT,__text) external _glPointParameterfARB
00007ffa1812f4b1 (__TEXT,__text) external _glPointParameterfv
00007ffa18133b2b (__TEXT,__text) external _glPointParameterfvARB
00007ffa1812f4d0 (__TEXT,__text) external _glPointParameteri
00007ffa18135e33 (__TEXT,__text) external _glPointParameteriNV
00007ffa1812f4ee (__TEXT,__text) external _glPointParameteriv
00007ffa18135e51 (__TEXT,__text) external _glPointParameterivNV
00007ffa1812d567 (__TEXT,__text) external _glPointSize
00007ffa18135cd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa1812d581 (__TEXT,__text) external _glPolygonMode
00007ffa1812d59f (__TEXT,__text) external _glPolygonOffset
00007ffa1812d5b9 (__TEXT,__text) external _glPolygonStipple
00007ffa1812d5d6 (__TEXT,__text) external _glPopAttrib
00007ffa1812d5ed (__TEXT,__text) external _glPopClientAttrib
00007ffa18135804 (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa1812d604 (__TEXT,__text) external _glPopMatrix
00007ffa1812d61b (__TEXT,__text) external _glPopName
00007ffa18131320 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa1812d632 (__TEXT,__text) external _glPrioritizeTextures
00007ffa1813207a (__TEXT,__text) external _glProgramBinary
00007ffa1813316a (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa18133188 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa181331aa (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa181331c8 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa1813326a (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa181331ea (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa18133208 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa1813322a (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa18133248 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa1813328e (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa1813209f (__TEXT,__text) external _glProgramParameteri
00007ffa18134f3a (__TEXT,__text) external _glProgramParameteriEXT
00007ffa1813333a (__TEXT,__text) external _glProgramStringARB
00007ffa181326c1 (__TEXT,__text) external _glProgramUniform1d
00007ffa18132739 (__TEXT,__text) external _glProgramUniform1dv
00007ffa1813229a (__TEXT,__text) external _glProgramUniform1f
00007ffa181323a2 (__TEXT,__text) external _glProgramUniform1fv
00007ffa181321fa (__TEXT,__text) external _glProgramUniform1i
00007ffa18132312 (__TEXT,__text) external _glProgramUniform1iv
00007ffa181324a7 (__TEXT,__text) external _glProgramUniform1ui
00007ffa18132547 (__TEXT,__text) external _glProgramUniform1uiv
00007ffa181326df (__TEXT,__text) external _glProgramUniform2d
00007ffa1813275d (__TEXT,__text) external _glProgramUniform2dv
00007ffa181322b8 (__TEXT,__text) external _glProgramUniform2f
00007ffa181323c6 (__TEXT,__text) external _glProgramUniform2fv
00007ffa1813221b (__TEXT,__text) external _glProgramUniform2i
00007ffa18132336 (__TEXT,__text) external _glProgramUniform2iv
00007ffa181324c8 (__TEXT,__text) external _glProgramUniform2ui
00007ffa1813256b (__TEXT,__text) external _glProgramUniform2uiv
00007ffa181326fd (__TEXT,__text) external _glProgramUniform3d
00007ffa18132781 (__TEXT,__text) external _glProgramUniform3dv
00007ffa181322d6 (__TEXT,__text) external _glProgramUniform3f
00007ffa181323ea (__TEXT,__text) external _glProgramUniform3fv
00007ffa1813223f (__TEXT,__text) external _glProgramUniform3i
00007ffa1813235a (__TEXT,__text) external _glProgramUniform3iv
00007ffa181324ec (__TEXT,__text) external _glProgramUniform3ui
00007ffa1813258f (__TEXT,__text) external _glProgramUniform3uiv
00007ffa1813271b (__TEXT,__text) external _glProgramUniform4d
00007ffa181327a5 (__TEXT,__text) external _glProgramUniform4dv
00007ffa181322f4 (__TEXT,__text) external _glProgramUniform4f
00007ffa1813240e (__TEXT,__text) external _glProgramUniform4fv
00007ffa18132266 (__TEXT,__text) external _glProgramUniform4i
00007ffa1813237e (__TEXT,__text) external _glProgramUniform4iv
00007ffa18132513 (__TEXT,__text) external _glProgramUniform4ui
00007ffa181325b3 (__TEXT,__text) external _glProgramUniform4uiv
00007ffa181327c9 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa18132432 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa1813283e (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa181325d7 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa1813288c (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa18132625 (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa181327f0 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa18132459 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa18132865 (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa181325fe (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa181328da (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa18132673 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa18132817 (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa18132480 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa181328b3 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa1813264c (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa18132901 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa1813269a (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa181313ff (__TEXT,__text) external _glProvokingVertex
00007ffa1813571b (__TEXT,__text) external _glProvokingVertexEXT
00007ffa1812d655 (__TEXT,__text) external _glPushAttrib
00007ffa1812d671 (__TEXT,__text) external _glPushClientAttrib
00007ffa181357e5 (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa1812d68d (__TEXT,__text) external _glPushMatrix
00007ffa1812d6a4 (__TEXT,__text) external _glPushName
00007ffa1813181a (__TEXT,__text) external _glQueryCounter
00007ffa1812d6c0 (__TEXT,__text) external _glRasterPos2d
00007ffa1812d6da (__TEXT,__text) external _glRasterPos2dv
00007ffa1812d6f7 (__TEXT,__text) external _glRasterPos2f
00007ffa1812d711 (__TEXT,__text) external _glRasterPos2fv
00007ffa1812d72e (__TEXT,__text) external _glRasterPos2i
00007ffa1812d74c (__TEXT,__text) external _glRasterPos2iv
00007ffa1812d769 (__TEXT,__text) external _glRasterPos2s
00007ffa1812d787 (__TEXT,__text) external _glRasterPos2sv
00007ffa1812d7a4 (__TEXT,__text) external _glRasterPos3d
00007ffa1812d7be (__TEXT,__text) external _glRasterPos3dv
00007ffa1812d7db (__TEXT,__text) external _glRasterPos3f
00007ffa1812d7f5 (__TEXT,__text) external _glRasterPos3fv
00007ffa1812d812 (__TEXT,__text) external _glRasterPos3i
00007ffa1812d833 (__TEXT,__text) external _glRasterPos3iv
00007ffa1812d850 (__TEXT,__text) external _glRasterPos3s
00007ffa1812d871 (__TEXT,__text) external _glRasterPos3sv
00007ffa1812d88e (__TEXT,__text) external _glRasterPos4d
00007ffa1812d8a8 (__TEXT,__text) external _glRasterPos4dv
00007ffa1812d8c5 (__TEXT,__text) external _glRasterPos4f
00007ffa1812d8df (__TEXT,__text) external _glRasterPos4fv
00007ffa1812d8fc (__TEXT,__text) external _glRasterPos4i
00007ffa1812d920 (__TEXT,__text) external _glRasterPos4iv
00007ffa1812d93d (__TEXT,__text) external _glRasterPos4s
00007ffa1812d961 (__TEXT,__text) external _glRasterPos4sv
00007ffa1812d97e (__TEXT,__text) external _glReadBuffer
00007ffa1812d99a (__TEXT,__text) external _glReadPixels
00007ffa1812d9ca (__TEXT,__text) external _glRectd
00007ffa1812d9e4 (__TEXT,__text) external _glRectdv
00007ffa1812da04 (__TEXT,__text) external _glRectf
00007ffa1812da1e (__TEXT,__text) external _glRectfv
00007ffa1812da3e (__TEXT,__text) external _glRecti
00007ffa1812da62 (__TEXT,__text) external _glRectiv
00007ffa1812da82 (__TEXT,__text) external _glRects
00007ffa1812daa6 (__TEXT,__text) external _glRectsv
00007ffa18131fba (__TEXT,__text) external _glReleaseShaderCompiler
00007ffa1812dac6 (__TEXT,__text) external _glRenderMode
00007ffa181306f1 (__TEXT,__text) external _glRenderbufferStorage
00007ffa18134d01 (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffa18130903 (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffa18134f13 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffa1812eb92 (__TEXT,__text) external _glResetHistogram
00007ffa1812ebae (__TEXT,__text) external _glResetMinmax
00007ffa18131e60 (__TEXT,__text) external _glResumeTransformFeedback
00007ffa1812dae2 (__TEXT,__text) external _glRotated
00007ffa1812dafc (__TEXT,__text) external _glRotatef
00007ffa1812f1e3 (__TEXT,__text) external _glSampleCoverage
00007ffa18133af3 (__TEXT,__text) external _glSampleCoverageARB
00007ffa1813158a (__TEXT,__text) external _glSampleMaski
