00007ffa182bdf0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa182bb2b2 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa182bb2d4 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa182b83b7 (__TEXT,__text) external _glGetProgramInfoLog
00007ffa182bb2f6 (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa182bb318 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa182ba1d5 (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa182ba197 (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa182b9d70 (__TEXT,__text) external _glGetProgramStageiv
00007ffa182bb35e (__TEXT,__text) external _glGetProgramStringARB
00007ffa182b834b (__TEXT,__text) external _glGetProgramiv
00007ffa182bb380 (__TEXT,__text) external _glGetProgramivARB
00007ffa182b9ef5 (__TEXT,__text) external _glGetQueryIndexediv
00007ffa182b9838 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa182bd737 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa182b7803 (__TEXT,__text) external _glGetQueryObjectiv
00007ffa182bbdce (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa182b985a (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa182bd759 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa182b7825 (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa182bbdf0 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa182b77e1 (__TEXT,__text) external _glGetQueryiv
00007ffa182bbdac (__TEXT,__text) external _glGetQueryivARB
00007ffa182b8715 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa182bcd25 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa182b97d6 (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa182b97f8 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa182b97b4 (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa182b9792 (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa182b6a06 (__TEXT,__text) external _glGetSeparableFilter
00007ffa182b8392 (__TEXT,__text) external _glGetShaderInfoLog
00007ffa182b9ff9 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa182b847b (__TEXT,__text) external _glGetShaderSource
00007ffa182bc45f (__TEXT,__text) external _glGetShaderSourceARB
00007ffa182b8329 (__TEXT,__text) external _glGetShaderiv
00007ffa182b4b87 (__TEXT,__text) external _glGetString
00007ffa182b916f (__TEXT,__text) external _glGetStringi
00007ffa182b9c7b (__TEXT,__text) external _glGetSubroutineIndex
00007ffa182b9c59 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa182b94d8 (__TEXT,__text) external _glGetSynciv
00007ffa182b4ba3 (__TEXT,__text) external _glGetTexEnvfv
00007ffa182b4bc5 (__TEXT,__text) external _glGetTexEnviv
00007ffa182b4be7 (__TEXT,__text) external _glGetTexGendv
00007ffa182b4c09 (__TEXT,__text) external _glGetTexGenfv
00007ffa182b4c2b (__TEXT,__text) external _glGetTexGeniv
00007ffa182b4c4d (__TEXT,__text) external _glGetTexImage
00007ffa182b4c74 (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa182b4c98 (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa182b90a4 (__TEXT,__text) external _glGetTexParameterIiv
00007ffa182bd656 (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa182b90c6 (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa182bd678 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa182bd945 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa182b4cbc (__TEXT,__text) external _glGetTexParameterfv
00007ffa182b4cde (__TEXT,__text) external _glGetTexParameteriv
00007ffa182b8b75 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa182bd091 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa182b9229 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa182bd126 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa182b91b5 (__TEXT,__text) external _glGetUniformIndices
00007ffa182b83dc (__TEXT,__text) external _glGetUniformLocation
00007ffa182bc3c8 (__TEXT,__text) external _glGetUniformLocationARB
00007ffa182bd144 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa182b9d4e (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa182b9c37 (__TEXT,__text) external _glGetUniformdv
00007ffa182b8431 (__TEXT,__text) external _glGetUniformfv
00007ffa182bc419 (__TEXT,__text) external _glGetUniformfvARB
00007ffa182b8456 (__TEXT,__text) external _glGetUniformiv
00007ffa182bc43c (__TEXT,__text) external _glGetUniformivARB
00007ffa182b8eeb (__TEXT,__text) external _glGetUniformuiv
00007ffa182bd567 (__TEXT,__text) external _glGetUniformuivEXT
00007ffa182b8c1f (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa182bd411 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa182b8c41 (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa182bd433 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa182baa3b (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa182b7efa (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa182bb148 (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa182b7e94 (__TEXT,__text) external _glGetVertexAttribdv
00007ffa182bb0e2 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa182b7eb6 (__TEXT,__text) external _glGetVertexAttribfv
00007ffa182bb104 (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa182b7ed8 (__TEXT,__text) external _glGetVertexAttribiv
00007ffa182bb126 (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa182b4d00 (__TEXT,__text) external _glHint
00007ffa182b6b4d (__TEXT,__text) external _glHistogram
00007ffa182b4d1e (__TEXT,__text) external _glIndexMask
00007ffa182b4d3a (__TEXT,__text) external _glIndexPointer
00007ffa182b4d5c (__TEXT,__text) external _glIndexd
00007ffa182b4d76 (__TEXT,__text) external _glIndexdv
00007ffa182b4d93 (__TEXT,__text) external _glIndexf
00007ffa182b4dad (__TEXT,__text) external _glIndexfv
00007ffa182b4dca (__TEXT,__text) external _glIndexi
00007ffa182b4de6 (__TEXT,__text) external _glIndexiv
00007ffa182b4e03 (__TEXT,__text) external _glIndexs
00007ffa182b4e1f (__TEXT,__text) external _glIndexsv
00007ffa182b4e3c (__TEXT,__text) external _glIndexub
00007ffa182b4e58 (__TEXT,__text) external _glIndexubv
00007ffa182b4e75 (__TEXT,__text) external _glInitNames
00007ffa182bd7c6 (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa182b4e8c (__TEXT,__text) external _glInterleavedArrays
00007ffa182b78a3 (__TEXT,__text) external _glIsBuffer
00007ffa182bbe6e (__TEXT,__text) external _glIsBufferARB
00007ffa182b4eae (__TEXT,__text) external _glIsEnabled
00007ffa182bd6fd (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa182b8ab7 (__TEXT,__text) external _glIsEnabledi
00007ffa182bd9c1 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa182b8737 (__TEXT,__text) external _glIsFramebuffer
00007ffa182bcd47 (__TEXT,__text) external _glIsFramebufferEXT
00007ffa182b4eca (__TEXT,__text) external _glIsList
00007ffa182bc6ac (__TEXT,__text) external _glIsNamedStringARB
00007ffa182b830d (__TEXT,__text) external _glIsProgram
00007ffa182bac00 (__TEXT,__text) external _glIsProgramARB
00007ffa182ba17b (__TEXT,__text) external _glIsProgramPipeline
00007ffa182b778b (__TEXT,__text) external _glIsQuery
00007ffa182bbd56 (__TEXT,__text) external _glIsQueryARB
00007ffa182b8679 (__TEXT,__text) external _glIsRenderbuffer
00007ffa182bcc89 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa182b9691 (__TEXT,__text) external _glIsSampler
00007ffa182b82f1 (__TEXT,__text) external _glIsShader
00007ffa182b9439 (__TEXT,__text) external _glIsSync
00007ffa182b4ee6 (__TEXT,__text) external _glIsTexture
00007ffa182b9e2d (__TEXT,__text) external _glIsTransformFeedback
00007ffa182b89f4 (__TEXT,__text) external _glIsVertexArray
00007ffa182bdb07 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa182bd857 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa182bd77b (__TEXT,__text) external _glLabelObjectEXT
00007ffa182bdd0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa182b4f02 (__TEXT,__text) external _glLightModelf
00007ffa182b4f1e (__TEXT,__text) external _glLightModelfv
00007ffa182b4f3d (__TEXT,__text) external _glLightModeli
00007ffa182b4f5b (__TEXT,__text) external _glLightModeliv
00007ffa182b4f7a (__TEXT,__text) external _glLightf
00007ffa182b4f98 (__TEXT,__text) external _glLightfv
00007ffa182b4fba (__TEXT,__text) external _glLighti
00007ffa182b4fdb (__TEXT,__text) external _glLightiv
00007ffa182b4ffd (__TEXT,__text) external _glLineStipple
00007ffa182b501b (__TEXT,__text) external _glLineWidth
00007ffa182b7fff (__TEXT,__text) external _glLinkProgram
00007ffa182bc069 (__TEXT,__text) external _glLinkProgramARB
00007ffa182b5035 (__TEXT,__text) external _glListBase
00007ffa182b5051 (__TEXT,__text) external _glLoadIdentity
00007ffa182b5068 (__TEXT,__text) external _glLoadMatrixd
00007ffa182b5085 (__TEXT,__text) external _glLoadMatrixf
00007ffa182b50a2 (__TEXT,__text) external _glLoadName
00007ffa182b6fe6 (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa182bb8f6 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa182b7003 (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa182bb913 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa182bc7be (__TEXT,__text) external _glLockArraysEXT
00007ffa182b50be (__TEXT,__text) external _glLogicOp
00007ffa182b50da (__TEXT,__text) external _glMap1d
00007ffa182b50fe (__TEXT,__text) external _glMap1f
00007ffa182b5122 (__TEXT,__text) external _glMap2d
00007ffa182b5156 (__TEXT,__text) external _glMap2f
00007ffa182b7931 (__TEXT,__text) external _glMapBuffer
00007ffa182bbefc (__TEXT,__text) external _glMapBufferARB
00007ffa182b8951 (__TEXT,__text) external _glMapBufferRange
00007ffa182b518a (__TEXT,__text) external _glMapGrid1d
00007ffa182b51a6 (__TEXT,__text) external _glMapGrid1f
00007ffa182b51c2 (__TEXT,__text) external _glMapGrid2d
00007ffa182b51e0 (__TEXT,__text) external _glMapGrid2f
00007ffa182bd875 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa182bd89c (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa182bd8c3 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa182bd8f3 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa182b51fe (__TEXT,__text) external _glMaterialf
00007ffa182b521c (__TEXT,__text) external _glMaterialfv
00007ffa182b523e (__TEXT,__text) external _glMateriali
00007ffa182b525f (__TEXT,__text) external _glMaterialiv
00007ffa182b5281 (__TEXT,__text) external _glMatrixMode
00007ffa182b9f19 (__TEXT,__text) external _glMinSampleShading
00007ffa182bc59f (__TEXT,__text) external _glMinSampleShadingARB
00007ffa182b6b71 (__TEXT,__text) external _glMinmax
00007ffa182b529d (__TEXT,__text) external _glMultMatrixd
00007ffa182b52ba (__TEXT,__text) external _glMultMatrixf
00007ffa182b7020 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa182bb930 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa182b703d (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa182bb94d (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa182b7531 (__TEXT,__text) external _glMultiDrawArrays
00007ffa182bcbe7 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa182bdb8a (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa182b7557 (__TEXT,__text) external _glMultiDrawElements
00007ffa182b93ca (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa182bcc0d (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa182bdd30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa182bdd58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa182bdbb0 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa182b6c02 (__TEXT,__text) external _glMultiTexCoord1d
00007ffa182bb512 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa182b6c1e (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa182bb52e (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa182b6c3d (__TEXT,__text) external _glMultiTexCoord1f
00007ffa182bb54d (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa182b6c59 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa182bb569 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa182b6c78 (__TEXT,__text) external _glMultiTexCoord1i
00007ffa182bb588 (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa182b6c96 (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa182bb5a6 (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa182b6cb5 (__TEXT,__text) external _glMultiTexCoord1s
00007ffa182bb5c5 (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa182b6cd3 (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa182bb5e3 (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa182b6cf2 (__TEXT,__text) external _glMultiTexCoord2d
00007ffa182bb602 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa182b6d0e (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa182bb61e (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa182b6d2d (__TEXT,__text) external _glMultiTexCoord2f
00007ffa182bb63d (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa182b6d49 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa182bb659 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa182b6d68 (__TEXT,__text) external _glMultiTexCoord2i
00007ffa182bb678 (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa182b6d89 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa182bb699 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa182b6da8 (__TEXT,__text) external _glMultiTexCoord2s
00007ffa182bb6b8 (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa182b6dc9 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa182bb6d9 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa182b6de8 (__TEXT,__text) external _glMultiTexCoord3d
00007ffa182bb6f8 (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa182b6e04 (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa182bb714 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa182b6e23 (__TEXT,__text) external _glMultiTexCoord3f
00007ffa182bb733 (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa182b6e3f (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa182bb74f (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa182b6e5e (__TEXT,__text) external _glMultiTexCoord3i
00007ffa182bb76e (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa182b6e82 (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa182bb792 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa182b6ea1 (__TEXT,__text) external _glMultiTexCoord3s
00007ffa182bb7b1 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa182b6ec5 (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa182bb7d5 (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa182b6ee4 (__TEXT,__text) external _glMultiTexCoord4d
00007ffa182bb7f4 (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa182b6f00 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa182bb810 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa182b6f1f (__TEXT,__text) external _glMultiTexCoord4f
00007ffa182bb82f (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa182b6f3b (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa182bb84b (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa182b6f5a (__TEXT,__text) external _glMultiTexCoord4i
00007ffa182bb86a (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa182b6f81 (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa182bb891 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa182b6fa0 (__TEXT,__text) external _glMultiTexCoord4s
00007ffa182bb8b0 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa182b6fc7 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa182bb8d7 (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa182bc640 (__TEXT,__text) external _glNamedStringARB
00007ffa182b52d7 (__TEXT,__text) external _glNewList
00007ffa182b52f5 (__TEXT,__text) external _glNormal3b
00007ffa182b5316 (__TEXT,__text) external _glNormal3bv
00007ffa182b5333 (__TEXT,__text) external _glNormal3d
00007ffa182b534d (__TEXT,__text) external _glNormal3dv
00007ffa182b536a (__TEXT,__text) external _glNormal3f
00007ffa182b5384 (__TEXT,__text) external _glNormal3fv
00007ffa182b53a1 (__TEXT,__text) external _glNormal3i
00007ffa182b53c2 (__TEXT,__text) external _glNormal3iv
00007ffa182b53df (__TEXT,__text) external _glNormal3s
00007ffa182b5400 (__TEXT,__text) external _glNormal3sv
00007ffa182b541d (__TEXT,__text) external _glNormalPointer
00007ffa182bdc6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa182bdc8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa182b543f (__TEXT,__text) external _glOrtho
00007ffa182bddec (__TEXT,__text) external _glPNTrianglesfATI
00007ffa182bddf8 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa182bdde6 (__TEXT,__text) external _glPNTrianglesiATI
00007ffa182bddf2 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa182b5459 (__TEXT,__text) external _glPassThrough
00007ffa182b9db2 (__TEXT,__text) external _glPatchParameterfv
00007ffa182b9d94 (__TEXT,__text) external _glPatchParameteri
00007ffa182b9e49 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa182b5473 (__TEXT,__text) external _glPixelMapfv
00007ffa182b5495 (__TEXT,__text) external _glPixelMapuiv
00007ffa182b54b7 (__TEXT,__text) external _glPixelMapusv
00007ffa182b54d9 (__TEXT,__text) external _glPixelStoref
00007ffa182b54f5 (__TEXT,__text) external _glPixelStorei
00007ffa182b5513 (__TEXT,__text) external _glPixelTransferf
00007ffa182b552f (__TEXT,__text) external _glPixelTransferi
00007ffa182b554d (__TEXT,__text) external _glPixelZoom
00007ffa182b7495 (__TEXT,__text) external _glPointParameterf
00007ffa182bbb0f (__TEXT,__text) external _glPointParameterfARB
00007ffa182b74b1 (__TEXT,__text) external _glPointParameterfv
00007ffa182bbb2b (__TEXT,__text) external _glPointParameterfvARB
00007ffa182b74d0 (__TEXT,__text) external _glPointParameteri
00007ffa182bde33 (__TEXT,__text) external _glPointParameteriNV
00007ffa182b74ee (__TEXT,__text) external _glPointParameteriv
00007ffa182bde51 (__TEXT,__text) external _glPointParameterivNV
00007ffa182b5567 (__TEXT,__text) external _glPointSize
00007ffa182bdcd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa182b5581 (__TEXT,__text) external _glPolygonMode
00007ffa182b559f (__TEXT,__text) external _glPolygonOffset
00007ffa182b55b9 (__TEXT,__text) external _glPolygonStipple
00007ffa182b55d6 (__TEXT,__text) external _glPopAttrib
00007ffa182b55ed (__TEXT,__text) external _glPopClientAttrib
00007ffa182bd804 (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa182b5604 (__TEXT,__text) external _glPopMatrix
00007ffa182b561b (__TEXT,__text) external _glPopName
00007ffa182b9320 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa182b5632 (__TEXT,__text) external _glPrioritizeTextures
00007ffa182ba07a (__TEXT,__text) external _glProgramBinary
00007ffa182bb16a (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa182bb188 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa182bb1aa (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa182bb1c8 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa182bb26a (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa182bb1ea (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa182bb208 (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa182bb22a (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa182bb248 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa182bb28e (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa182ba09f (__TEXT,__text) external _glProgramParameteri
00007ffa182bcf3a (__TEXT,__text) external _glProgramParameteriEXT
00007ffa182bb33a (__TEXT,__text) external _glProgramStringARB
00007ffa182ba6c1 (__TEXT,__text) external _glProgramUniform1d
00007ffa182ba739 (__TEXT,__text) external _glProgramUniform1dv
00007ffa182ba29a (__TEXT,__text) external _glProgramUniform1f
00007ffa182ba3a2 (__TEXT,__text) external _glProgramUniform1fv
00007ffa182ba1fa (__TEXT,__text) external _glProgramUniform1i
00007ffa182ba312 (__TEXT,__text) external _glProgramUniform1iv
00007ffa182ba4a7 (__TEXT,__text) external _glProgramUniform1ui
00007ffa182ba547 (__TEXT,__text) external _glProgramUniform1uiv
00007ffa182ba6df (__TEXT,__text) external _glProgramUniform2d
00007ffa182ba75d (__TEXT,__text) external _glProgramUniform2dv
00007ffa182ba2b8 (__TEXT,__text) external _glProgramUniform2f
00007ffa182ba3c6 (__TEXT,__text) external _glProgramUniform2fv
00007ffa182ba21b (__TEXT,__text) external _glProgramUniform2i
00007ffa182ba336 (__TEXT,__text) external _glProgramUniform2iv
00007ffa182ba4c8 (__TEXT,__text) external _glProgramUniform2ui
00007ffa182ba56b (__TEXT,__text) external _glProgramUniform2uiv
00007ffa182ba6fd (__TEXT,__text) external _glProgramUniform3d
00007ffa182ba781 (__TEXT,__text) external _glProgramUniform3dv
00007ffa182ba2d6 (__TEXT,__text) external _glProgramUniform3f
00007ffa182ba3ea (__TEXT,__text) external _glProgramUniform3fv
00007ffa182ba23f (__TEXT,__text) external _glProgramUniform3i
00007ffa182ba35a (__TEXT,__text) external _glProgramUniform3iv
00007ffa182ba4ec (__TEXT,__text) external _glProgramUniform3ui
00007ffa182ba58f (__TEXT,__text) external _glProgramUniform3uiv
00007ffa182ba71b (__TEXT,__text) external _glProgramUniform4d
00007ffa182ba7a5 (__TEXT,__text) external _glProgramUniform4dv
00007ffa182ba2f4 (__TEXT,__text) external _glProgramUniform4f
00007ffa182ba40e (__TEXT,__text) external _glProgramUniform4fv
00007ffa182ba266 (__TEXT,__text) external _glProgramUniform4i
00007ffa182ba37e (__TEXT,__text) external _glProgramUniform4iv
00007ffa182ba513 (__TEXT,__text) external _glProgramUniform4ui
00007ffa182ba5b3 (__TEXT,__text) external _glProgramUniform4uiv
00007ffa182ba7c9 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa182ba432 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa182ba83e (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa182ba5d7 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa182ba88c (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa182ba625 (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa182ba7f0 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa182ba459 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa182ba865 (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa182ba5fe (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa182ba8da (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa182ba673 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa182ba817 (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa182ba480 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa182ba8b3 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa182ba64c (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa182ba901 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa182ba69a (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa182b93ff (__TEXT,__text) external _glProvokingVertex
00007ffa182bd71b (__TEXT,__text) external _glProvokingVertexEXT
00007ffa182b5655 (__TEXT,__text) external _glPushAttrib
00007ffa182b5671 (__TEXT,__text) external _glPushClientAttrib
00007ffa182bd7e5 (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa182b568d (__TEXT,__text) external _glPushMatrix
00007ffa182b56a4 (__TEXT,__text) external _glPushName
00007ffa182b981a (__TEXT,__text) external _glQueryCounter
00007ffa182b56c0 (__TEXT,__text) external _glRasterPos2d
00007ffa182b56da (__TEXT,__text) external _glRasterPos2dv
00007ffa182b56f7 (__TEXT,__text) external _glRasterPos2f
00007ffa182b5711 (__TEXT,__text) external _glRasterPos2fv
00007ffa182b572e (__TEXT,__text) external _glRasterPos2i
00007ffa182b574c (__TEXT,__text) external _glRasterPos2iv
00007ffa182b5769 (__TEXT,__text) external _glRasterPos2s
00007ffa182b5787 (__TEXT,__text) external _glRasterPos2sv
00007ffa182b57a4 (__TEXT,__text) external _glRasterPos3d
00007ffa182b57be (__TEXT,__text) external _glRasterPos3dv
00007ffa182b57db (__TEXT,__text) external _glRasterPos3f
00007ffa182b57f5 (__TEXT,__text) external _glRasterPos3fv
00007ffa182b5812 (__TEXT,__text) external _glRasterPos3i
00007ffa182b5833 (__TEXT,__text) external _glRasterPos3iv
00007ffa182b5850 (__TEXT,__text) external _glRasterPos3s
00007ffa182b5871 (__TEXT,__text) external _glRasterPos3sv
00007ffa182b588e (__TEXT,__text) external _glRasterPos4d
00007ffa182b58a8 (__TEXT,__text) external _glRasterPos4dv
00007ffa182b58c5 (__TEXT,__text) external _glRasterPos4f
00007ffa182b58df (__TEXT,__text) external _glRasterPos4fv
00007ffa182b58fc (__TEXT,__text) external _glRasterPos4i
00007ffa182b5920 (__TEXT,__text) external _glRasterPos4iv
00007ffa182b593d (__TEXT,__text) external _glRasterPos4s
00007ffa182b5961 (__TEXT,__text) external _glRasterPos4sv
00007ffa182b597e (__TEXT,__text) external _glReadBuffer
00007ffa182b599a (__TEXT,__text) external _glReadPixels
00007ffa182b59ca (__TEXT,__text) external _glRectd
00007ffa182b59e4 (__TEXT,__text) external _glRectdv
00007ffa182b5a04 (__TEXT,__text) external _glRectf
00007ffa182b5a1e (__TEXT,__text) external _glRectfv
00007ffa182b5a3e (__TEXT,__text) external _glRecti
00007ffa182b5a62 (__TEXT,__text) external _glRectiv
00007ffa182b5a82 (__TEXT,__text) external _glRects
00007ffa182b5aa6 (__TEXT,__text) external _glRectsv
00007ffa182b9fba (__TEXT,__text) external _glReleaseShaderCompiler
00007ffa182b5ac6 (__TEXT,__text) external _glRenderMode
