00007ffa17b1bf0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa17b12b3e (__TEXT,__text) external _glGetPixelMapusv
00007ffa17b12b5d (__TEXT,__text) external _glGetPointerv
00007ffa17b12b7c (__TEXT,__text) external _glGetPolygonStipple
00007ffa17b18059 (__TEXT,__text) external _glGetProgramBinary
00007ffa17b192b6 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa17b192d8 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa17b163c3 (__TEXT,__text) external _glGetProgramInfoLog
00007ffa17b192fa (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa17b1931c (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa17b181dc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa17b1819e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa17b17d77 (__TEXT,__text) external _glGetProgramStageiv
00007ffa17b19362 (__TEXT,__text) external _glGetProgramStringARB
00007ffa17b16357 (__TEXT,__text) external _glGetProgramiv
00007ffa17b19384 (__TEXT,__text) external _glGetProgramivARB
00007ffa17b17efc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa17b17841 (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa17b1b738 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa17b15810 (__TEXT,__text) external _glGetQueryObjectiv
00007ffa17b19dd3 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa17b17863 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa17b1b75a (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa17b15832 (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa17b19df5 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa17b157ee (__TEXT,__text) external _glGetQueryiv
00007ffa17b19db1 (__TEXT,__text) external _glGetQueryivARB
00007ffa17b16721 (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa17b1ad26 (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa17b177df (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa17b17801 (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa17b177bd (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa17b1779b (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa17b14a14 (__TEXT,__text) external _glGetSeparableFilter
00007ffa17b1639e (__TEXT,__text) external _glGetShaderInfoLog
00007ffa17b18000 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa17b16487 (__TEXT,__text) external _glGetShaderSource
00007ffa17b1a464 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa17b16335 (__TEXT,__text) external _glGetShaderiv
00007ffa17b12b99 (__TEXT,__text) external _glGetString
00007ffa17b1717b (__TEXT,__text) external _glGetStringi
00007ffa17b17c84 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa17b17c62 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa17b174e2 (__TEXT,__text) external _glGetSynciv
00007ffa17b12bb5 (__TEXT,__text) external _glGetTexEnvfv
00007ffa17b12bd7 (__TEXT,__text) external _glGetTexEnviv
00007ffa17b12bf9 (__TEXT,__text) external _glGetTexGendv
00007ffa17b12c1b (__TEXT,__text) external _glGetTexGenfv
00007ffa17b12c3d (__TEXT,__text) external _glGetTexGeniv
00007ffa17b12c5f (__TEXT,__text) external _glGetTexImage
00007ffa17b12c86 (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa17b12caa (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa17b170b0 (__TEXT,__text) external _glGetTexParameterIiv
00007ffa17b1b657 (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa17b170d2 (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa17b1b679 (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa17b1b946 (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa17b12cce (__TEXT,__text) external _glGetTexParameterfv
00007ffa17b12cf0 (__TEXT,__text) external _glGetTexParameteriv
00007ffa17b16b81 (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa17b1b092 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa17b17235 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa17b1b127 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa17b171c1 (__TEXT,__text) external _glGetUniformIndices
00007ffa17b163e8 (__TEXT,__text) external _glGetUniformLocation
00007ffa17b1a3cd (__TEXT,__text) external _glGetUniformLocationARB
00007ffa17b1b145 (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa17b17d55 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa17b17c40 (__TEXT,__text) external _glGetUniformdv
00007ffa17b1643d (__TEXT,__text) external _glGetUniformfv
00007ffa17b1a41e (__TEXT,__text) external _glGetUniformfvARB
00007ffa17b16462 (__TEXT,__text) external _glGetUniformiv
00007ffa17b1a441 (__TEXT,__text) external _glGetUniformivARB
00007ffa17b16ef7 (__TEXT,__text) external _glGetUniformuiv
00007ffa17b1b568 (__TEXT,__text) external _glGetUniformuivEXT
00007ffa17b16c2b (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa17b1b412 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa17b16c4d (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa17b1b434 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa17b18a40 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa17b15f06 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa17b1914c (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa17b15ea0 (__TEXT,__text) external _glGetVertexAttribdv
00007ffa17b190e6 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa17b15ec2 (__TEXT,__text) external _glGetVertexAttribfv
00007ffa17b19108 (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa17b15ee4 (__TEXT,__text) external _glGetVertexAttribiv
00007ffa17b1912a (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa17b12d12 (__TEXT,__text) external _glHint
00007ffa17b14b59 (__TEXT,__text) external _glHistogram
00007ffa17b12d30 (__TEXT,__text) external _glIndexMask
00007ffa17b12d4c (__TEXT,__text) external _glIndexPointer
00007ffa17b12d6e (__TEXT,__text) external _glIndexd
00007ffa17b12d88 (__TEXT,__text) external _glIndexdv
00007ffa17b12da5 (__TEXT,__text) external _glIndexf
00007ffa17b12dbf (__TEXT,__text) external _glIndexfv
00007ffa17b12ddc (__TEXT,__text) external _glIndexi
00007ffa17b12df8 (__TEXT,__text) external _glIndexiv
00007ffa17b12e15 (__TEXT,__text) external _glIndexs
00007ffa17b12e31 (__TEXT,__text) external _glIndexsv
00007ffa17b12e4e (__TEXT,__text) external _glIndexub
00007ffa17b12e6a (__TEXT,__text) external _glIndexubv
00007ffa17b12e87 (__TEXT,__text) external _glInitNames
00007ffa17b1b7c7 (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa17b12e9e (__TEXT,__text) external _glInterleavedArrays
00007ffa17b158b0 (__TEXT,__text) external _glIsBuffer
00007ffa17b19e73 (__TEXT,__text) external _glIsBufferARB
00007ffa17b12ec0 (__TEXT,__text) external _glIsEnabled
00007ffa17b1b6fe (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa17b16ac3 (__TEXT,__text) external _glIsEnabledi
00007ffa17b1b9c2 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa17b16743 (__TEXT,__text) external _glIsFramebuffer
00007ffa17b1ad48 (__TEXT,__text) external _glIsFramebufferEXT
00007ffa17b12edc (__TEXT,__text) external _glIsList
00007ffa17b1a6b1 (__TEXT,__text) external _glIsNamedStringARB
00007ffa17b16319 (__TEXT,__text) external _glIsProgram
00007ffa17b18c05 (__TEXT,__text) external _glIsProgramARB
00007ffa17b18182 (__TEXT,__text) external _glIsProgramPipeline
00007ffa17b15798 (__TEXT,__text) external _glIsQuery
00007ffa17b19d5b (__TEXT,__text) external _glIsQueryARB
00007ffa17b16685 (__TEXT,__text) external _glIsRenderbuffer
00007ffa17b1ac8a (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa17b1769a (__TEXT,__text) external _glIsSampler
00007ffa17b162fd (__TEXT,__text) external _glIsShader
00007ffa17b17443 (__TEXT,__text) external _glIsSync
00007ffa17b12ef8 (__TEXT,__text) external _glIsTexture
00007ffa17b17e34 (__TEXT,__text) external _glIsTransformFeedback
00007ffa17b16a00 (__TEXT,__text) external _glIsVertexArray
00007ffa17b1bb08 (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa17b1b858 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa17b1b77c (__TEXT,__text) external _glLabelObjectEXT
00007ffa17b1bd0f (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa17b12f14 (__TEXT,__text) external _glLightModelf
00007ffa17b12f30 (__TEXT,__text) external _glLightModelfv
00007ffa17b12f4f (__TEXT,__text) external _glLightModeli
00007ffa17b12f6d (__TEXT,__text) external _glLightModeliv
00007ffa17b12f8c (__TEXT,__text) external _glLightf
00007ffa17b12faa (__TEXT,__text) external _glLightfv
00007ffa17b12fcc (__TEXT,__text) external _glLighti
00007ffa17b12fed (__TEXT,__text) external _glLightiv
00007ffa17b1300f (__TEXT,__text) external _glLineStipple
00007ffa17b1302d (__TEXT,__text) external _glLineWidth
00007ffa17b1600b (__TEXT,__text) external _glLinkProgram
00007ffa17b1a06e (__TEXT,__text) external _glLinkProgramARB
00007ffa17b13047 (__TEXT,__text) external _glListBase
00007ffa17b13063 (__TEXT,__text) external _glLoadIdentity
00007ffa17b1307a (__TEXT,__text) external _glLoadMatrixd
00007ffa17b13097 (__TEXT,__text) external _glLoadMatrixf
00007ffa17b130b4 (__TEXT,__text) external _glLoadName
00007ffa17b14ff2 (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa17b198fa (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa17b1500f (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa17b19917 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa17b1a7c2 (__TEXT,__text) external _glLockArraysEXT
00007ffa17b130d0 (__TEXT,__text) external _glLogicOp
00007ffa17b130ec (__TEXT,__text) external _glMap1d
00007ffa17b13110 (__TEXT,__text) external _glMap1f
00007ffa17b13134 (__TEXT,__text) external _glMap2d
00007ffa17b13167 (__TEXT,__text) external _glMap2f
00007ffa17b1593e (__TEXT,__text) external _glMapBuffer
00007ffa17b19f01 (__TEXT,__text) external _glMapBufferARB
00007ffa17b1695d (__TEXT,__text) external _glMapBufferRange
00007ffa17b1319a (__TEXT,__text) external _glMapGrid1d
00007ffa17b131b6 (__TEXT,__text) external _glMapGrid1f
00007ffa17b131d2 (__TEXT,__text) external _glMapGrid2d
00007ffa17b131f0 (__TEXT,__text) external _glMapGrid2f
00007ffa17b1b876 (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa17b1b89d (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa17b1b8c4 (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa17b1b8f4 (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa17b1320e (__TEXT,__text) external _glMaterialf
00007ffa17b1322c (__TEXT,__text) external _glMaterialfv
00007ffa17b1324e (__TEXT,__text) external _glMateriali
00007ffa17b1326f (__TEXT,__text) external _glMaterialiv
00007ffa17b13291 (__TEXT,__text) external _glMatrixMode
00007ffa17b17f20 (__TEXT,__text) external _glMinSampleShading
00007ffa17b1a5a4 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa17b14b7d (__TEXT,__text) external _glMinmax
00007ffa17b132ad (__TEXT,__text) external _glMultMatrixd
00007ffa17b132ca (__TEXT,__text) external _glMultMatrixf
00007ffa17b1502c (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa17b19934 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa17b15049 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa17b19951 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa17b1553e (__TEXT,__text) external _glMultiDrawArrays
00007ffa17b1abe8 (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa17b1bb8b (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa17b15564 (__TEXT,__text) external _glMultiDrawElements
00007ffa17b173d5 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa17b1ac0e (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa17b1bd30 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa17b1bd58 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa17b1bbb1 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa17b14c0e (__TEXT,__text) external _glMultiTexCoord1d
00007ffa17b19516 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa17b14c2a (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa17b19532 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa17b14c49 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa17b19551 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa17b14c65 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa17b1956d (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa17b14c84 (__TEXT,__text) external _glMultiTexCoord1i
00007ffa17b1958c (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa17b14ca2 (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa17b195aa (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa17b14cc1 (__TEXT,__text) external _glMultiTexCoord1s
00007ffa17b195c9 (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa17b14cdf (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa17b195e7 (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa17b14cfe (__TEXT,__text) external _glMultiTexCoord2d
00007ffa17b19606 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa17b14d1a (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa17b19622 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa17b14d39 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa17b19641 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa17b14d55 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa17b1965d (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa17b14d74 (__TEXT,__text) external _glMultiTexCoord2i
00007ffa17b1967c (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa17b14d95 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa17b1969d (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa17b14db4 (__TEXT,__text) external _glMultiTexCoord2s
00007ffa17b196bc (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa17b14dd5 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa17b196dd (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa17b14df4 (__TEXT,__text) external _glMultiTexCoord3d
00007ffa17b196fc (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa17b14e10 (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa17b19718 (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa17b14e2f (__TEXT,__text) external _glMultiTexCoord3f
00007ffa17b19737 (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa17b14e4b (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa17b19753 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa17b14e6a (__TEXT,__text) external _glMultiTexCoord3i
00007ffa17b19772 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa17b14e8e (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa17b19796 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa17b14ead (__TEXT,__text) external _glMultiTexCoord3s
00007ffa17b197b5 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa17b14ed1 (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa17b197d9 (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa17b14ef0 (__TEXT,__text) external _glMultiTexCoord4d
00007ffa17b197f8 (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa17b14f0c (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa17b19814 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa17b14f2b (__TEXT,__text) external _glMultiTexCoord4f
00007ffa17b19833 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa17b14f47 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa17b1984f (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa17b14f66 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa17b1986e (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa17b14f8d (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa17b19895 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa17b14fac (__TEXT,__text) external _glMultiTexCoord4s
00007ffa17b198b4 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa17b14fd3 (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa17b198db (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa17b1a645 (__TEXT,__text) external _glNamedStringARB
00007ffa17b132e7 (__TEXT,__text) external _glNewList
00007ffa17b13305 (__TEXT,__text) external _glNormal3b
00007ffa17b13326 (__TEXT,__text) external _glNormal3bv
00007ffa17b13343 (__TEXT,__text) external _glNormal3d
00007ffa17b1335d (__TEXT,__text) external _glNormal3dv
00007ffa17b1337a (__TEXT,__text) external _glNormal3f
00007ffa17b13394 (__TEXT,__text) external _glNormal3fv
00007ffa17b133b1 (__TEXT,__text) external _glNormal3i
00007ffa17b133d2 (__TEXT,__text) external _glNormal3iv
00007ffa17b133ef (__TEXT,__text) external _glNormal3s
00007ffa17b13410 (__TEXT,__text) external _glNormal3sv
00007ffa17b1342d (__TEXT,__text) external _glNormalPointer
00007ffa17b1bc6d (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa17b1bc8e (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa17b1344f (__TEXT,__text) external _glOrtho
00007ffa17b1bdec (__TEXT,__text) external _glPNTrianglesfATI
00007ffa17b1bdf8 (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa17b1bde6 (__TEXT,__text) external _glPNTrianglesiATI
00007ffa17b1bdf2 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa17b13469 (__TEXT,__text) external _glPassThrough
00007ffa17b17db9 (__TEXT,__text) external _glPatchParameterfv
00007ffa17b17d9b (__TEXT,__text) external _glPatchParameteri
00007ffa17b17e50 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa17b13483 (__TEXT,__text) external _glPixelMapfv
00007ffa17b134a5 (__TEXT,__text) external _glPixelMapuiv
00007ffa17b134c7 (__TEXT,__text) external _glPixelMapusv
00007ffa17b134e9 (__TEXT,__text) external _glPixelStoref
00007ffa17b13505 (__TEXT,__text) external _glPixelStorei
00007ffa17b13523 (__TEXT,__text) external _glPixelTransferf
00007ffa17b1353f (__TEXT,__text) external _glPixelTransferi
00007ffa17b1355d (__TEXT,__text) external _glPixelZoom
00007ffa17b154a2 (__TEXT,__text) external _glPointParameterf
00007ffa17b19b14 (__TEXT,__text) external _glPointParameterfARB
00007ffa17b154be (__TEXT,__text) external _glPointParameterfv
00007ffa17b19b30 (__TEXT,__text) external _glPointParameterfvARB
00007ffa17b154dd (__TEXT,__text) external _glPointParameteri
00007ffa17b1be33 (__TEXT,__text) external _glPointParameteriNV
00007ffa17b154fb (__TEXT,__text) external _glPointParameteriv
00007ffa17b1be51 (__TEXT,__text) external _glPointParameterivNV
00007ffa17b13577 (__TEXT,__text) external _glPointSize
00007ffa17b1bcd3 (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa17b13591 (__TEXT,__text) external _glPolygonMode
00007ffa17b135af (__TEXT,__text) external _glPolygonOffset
00007ffa17b135c9 (__TEXT,__text) external _glPolygonStipple
00007ffa17b135e6 (__TEXT,__text) external _glPopAttrib
00007ffa17b135fd (__TEXT,__text) external _glPopClientAttrib
00007ffa17b1b805 (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa17b13614 (__TEXT,__text) external _glPopMatrix
00007ffa17b1362b (__TEXT,__text) external _glPopName
00007ffa17b1732c (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa17b13642 (__TEXT,__text) external _glPrioritizeTextures
00007ffa17b18081 (__TEXT,__text) external _glProgramBinary
00007ffa17b1916e (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa17b1918c (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa17b191ae (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa17b191cc (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa17b1926e (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa17b191ee (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa17b1920c (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa17b1922e (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa17b1924c (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa17b19292 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa17b180a6 (__TEXT,__text) external _glProgramParameteri
00007ffa17b1af3b (__TEXT,__text) external _glProgramParameteriEXT
00007ffa17b1933e (__TEXT,__text) external _glProgramStringARB
00007ffa17b186c6 (__TEXT,__text) external _glProgramUniform1d
00007ffa17b1873e (__TEXT,__text) external _glProgramUniform1dv
00007ffa17b182a0 (__TEXT,__text) external _glProgramUniform1f
00007ffa17b183a8 (__TEXT,__text) external _glProgramUniform1fv
00007ffa17b18201 (__TEXT,__text) external _glProgramUniform1i
00007ffa17b18318 (__TEXT,__text) external _glProgramUniform1iv
00007ffa17b184ad (__TEXT,__text) external _glProgramUniform1ui
00007ffa17b1854c (__TEXT,__text) external _glProgramUniform1uiv
00007ffa17b186e4 (__TEXT,__text) external _glProgramUniform2d
00007ffa17b18762 (__TEXT,__text) external _glProgramUniform2dv
00007ffa17b182be (__TEXT,__text) external _glProgramUniform2f
00007ffa17b183cc (__TEXT,__text) external _glProgramUniform2fv
00007ffa17b18222 (__TEXT,__text) external _glProgramUniform2i
00007ffa17b1833c (__TEXT,__text) external _glProgramUniform2iv
00007ffa17b184ce (__TEXT,__text) external _glProgramUniform2ui
00007ffa17b18570 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa17b18702 (__TEXT,__text) external _glProgramUniform3d
00007ffa17b18786 (__TEXT,__text) external _glProgramUniform3dv
00007ffa17b182dc (__TEXT,__text) external _glProgramUniform3f
00007ffa17b183f0 (__TEXT,__text) external _glProgramUniform3fv
00007ffa17b18246 (__TEXT,__text) external _glProgramUniform3i
00007ffa17b18360 (__TEXT,__text) external _glProgramUniform3iv
00007ffa17b184f2 (__TEXT,__text) external _glProgramUniform3ui
00007ffa17b18594 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa17b18720 (__TEXT,__text) external _glProgramUniform4d
00007ffa17b187aa (__TEXT,__text) external _glProgramUniform4dv
00007ffa17b182fa (__TEXT,__text) external _glProgramUniform4f
00007ffa17b18414 (__TEXT,__text) external _glProgramUniform4fv
00007ffa17b1826d (__TEXT,__text) external _glProgramUniform4i
00007ffa17b18384 (__TEXT,__text) external _glProgramUniform4iv
00007ffa17b18519 (__TEXT,__text) external _glProgramUniform4ui
00007ffa17b185b8 (__TEXT,__text) external _glProgramUniform4uiv
00007ffa17b187ce (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa17b18438 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa17b18843 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa17b185dc (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa17b18891 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa17b1862a (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa17b187f5 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa17b1845f (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa17b1886a (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa17b18603 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa17b188df (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa17b18678 (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa17b1881c (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa17b18486 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa17b188b8 (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa17b18651 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa17b18906 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa17b1869f (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa17b17409 (__TEXT,__text) external _glProvokingVertex
00007ffa17b1b71c (__TEXT,__text) external _glProvokingVertexEXT
00007ffa17b13665 (__TEXT,__text) external _glPushAttrib
00007ffa17b13681 (__TEXT,__text) external _glPushClientAttrib
00007ffa17b1b7e6 (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa17b1369d (__TEXT,__text) external _glPushMatrix
00007ffa17b136b4 (__TEXT,__text) external _glPushName
00007ffa17b17823 (__TEXT,__text) external _glQueryCounter
00007ffa17b136d0 (__TEXT,__text) external _glRasterPos2d
00007ffa17b136ea (__TEXT,__text) external _glRasterPos2dv
00007ffa17b13707 (__TEXT,__text) external _glRasterPos2f
00007ffa17b13721 (__TEXT,__text) external _glRasterPos2fv
00007ffa17b1373e (__TEXT,__text) external _glRasterPos2i
00007ffa17b1375c (__TEXT,__text) external _glRasterPos2iv
00007ffa17b13779 (__TEXT,__text) external _glRasterPos2s
00007ffa17b13797 (__TEXT,__text) external _glRasterPos2sv
00007ffa17b137b4 (__TEXT,__text) external _glRasterPos3d
00007ffa17b137ce (__TEXT,__text) external _glRasterPos3dv
00007ffa17b137eb (__TEXT,__text) external _glRasterPos3f
00007ffa17b13805 (__TEXT,__text) external _glRasterPos3fv
00007ffa17b13822 (__TEXT,__text) external _glRasterPos3i
00007ffa17b13843 (__TEXT,__text) external _glRasterPos3iv
00007ffa17b13860 (__TEXT,__text) external _glRasterPos3s
00007ffa17b13881 (__TEXT,__text) external _glRasterPos3sv
00007ffa17b1389e (__TEXT,__text) external _glRasterPos4d
00007ffa17b138b8 (__TEXT,__text) external _glRasterPos4dv
00007ffa17b138d5 (__TEXT,__text) external _glRasterPos4f
00007ffa17b138ef (__TEXT,__text) external _glRasterPos4fv
00007ffa17b1390c (__TEXT,__text) external _glRasterPos4i
00007ffa17b13930 (__TEXT,__text) external _glRasterPos4iv
00007ffa17b1394d (__TEXT,__text) external _glRasterPos4s
00007ffa17b13971 (__TEXT,__text) external _glRasterPos4sv
00007ffa17b1398e (__TEXT,__text) external _glReadBuffer
00007ffa17b139aa (__TEXT,__text) external _glReadPixels
00007ffa17b139da (__TEXT,__text) external _glRectd
00007ffa17b139f4 (__TEXT,__text) external _glRectdv
00007ffa17b13a14 (__TEXT,__text) external _glRectf
00007ffa17b13a2e (__TEXT,__text) external _glRectfv
00007ffa17b13a4e (__TEXT,__text) external _glRecti
