00007ff8026272f1 (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff8026114f8 (__TEXT,__text) external __ZN3icu13LocaleBuilder9setScriptENS_11StringPieceE
00007ff8026112d4 (__TEXT,__text) external __ZN3icu13LocaleBuilderC1Ev
00007ff8026112b0 (__TEXT,__text) external __ZN3icu13LocaleBuilderC2Ev
00007ff802611350 (__TEXT,__text) external __ZN3icu13LocaleBuilderD0Ev
00007ff802611346 (__TEXT,__text) external __ZN3icu13LocaleBuilderD1Ev
00007ff8026112f8 (__TEXT,__text) external __ZN3icu13LocaleBuilderD2Ev
00007ff80261320c (__TEXT,__text) external __ZN3icu13LocaleMatcher11putIfAbsentERKNS_3LSREiiR10UErrorCode
00007ff802612b2e (__TEXT,__text) external __ZN3icu13LocaleMatcher6ResultC1EOS1_
00007ff802612afa (__TEXT,__text) external __ZN3icu13LocaleMatcher6ResultC2EOS1_
00007ff802612b7e (__TEXT,__text) external __ZN3icu13LocaleMatcher6ResultD1Ev
00007ff802612b62 (__TEXT,__text) external __ZN3icu13LocaleMatcher6ResultD2Ev
00007ff802612b9a (__TEXT,__text) external __ZN3icu13LocaleMatcher6ResultaSEOS1_
00007ff80261310c (__TEXT,__text) external __ZN3icu13LocaleMatcher7Builder14setFavorSubtagE20ULocMatchFavorSubtag
00007ff802613130 (__TEXT,__text) external __ZN3icu13LocaleMatcher7Builder14setMaxDistanceERKNS_6LocaleES4_
00007ff8026130be (__TEXT,__text) external __ZN3icu13LocaleMatcher7Builder16setDefaultLocaleEPKNS_6LocaleE
00007ff802613036 (__TEXT,__text) external __ZN3icu13LocaleMatcher7Builder18addSupportedLocaleERKNS_6LocaleE
00007ff80261308a (__TEXT,__text) external __ZN3icu13LocaleMatcher7Builder18setNoDefaultLocaleEv
00007ff802612fac (__TEXT,__text) external __ZN3icu13LocaleMatcher7Builder19setSupportedLocalesERNS_6Locale8IteratorE
00007ff802612e82 (__TEXT,__text) external __ZN3icu13LocaleMatcher7Builder21clearSupportedLocalesEv
00007ff802612e98 (__TEXT,__text) external __ZN3icu13LocaleMatcher7Builder27ensureSupportedLocaleVectorEv
00007ff80261311e (__TEXT,__text) external __ZN3icu13LocaleMatcher7Builder27setDemotionPerDesiredLocaleE17ULocMatchDemotion
00007ff802612efe (__TEXT,__text) external __ZN3icu13LocaleMatcher7Builder33setSupportedLocalesFromListStringENS_11StringPieceE
00007ff802612d80 (__TEXT,__text) external __ZN3icu13LocaleMatcher7BuilderC1EOS1_
00007ff802612d36 (__TEXT,__text) external __ZN3icu13LocaleMatcher7BuilderC2EOS1_
00007ff802612e1c (__TEXT,__text) external __ZN3icu13LocaleMatcher7BuilderD1Ev
00007ff802612dca (__TEXT,__text) external __ZN3icu13LocaleMatcher7BuilderD2Ev
00007ff802612e26 (__TEXT,__text) external __ZN3icu13LocaleMatcher7BuilderaSEOS1_
00007ff802613b10 (__TEXT,__text) external __ZN3icu13LocaleMatcherC1EOS0_
00007ff802613202 (__TEXT,__text) external __ZN3icu13LocaleMatcherC1ERKNS0_7BuilderER10UErrorCode
00007ff802613a9e (__TEXT,__text) external __ZN3icu13LocaleMatcherC2EOS0_
00007ff80261327c (__TEXT,__text) external __ZN3icu13LocaleMatcherC2ERKNS0_7BuilderER10UErrorCode
00007ff802613bea (__TEXT,__text) external __ZN3icu13LocaleMatcherD1Ev
00007ff802613b1a (__TEXT,__text) external __ZN3icu13LocaleMatcherD2Ev
00007ff802613bf4 (__TEXT,__text) external __ZN3icu13LocaleMatcheraSEOS0_
00007ff80262521c (__TEXT,__text) external __ZN3icu13LocaleUtility12isFallbackOfERKNS_13UnicodeStringES3_
00007ff802624c20 (__TEXT,__text) external __ZN3icu13LocaleUtility18initLocaleFromNameERKNS_13UnicodeStringERNS_6LocaleE
00007ff802624d94 (__TEXT,__text) external __ZN3icu13LocaleUtility18initNameFromLocaleERKNS_6LocaleERNS_13UnicodeStringE
00007ff802624a92 (__TEXT,__text) external __ZN3icu13LocaleUtility21canonicalLocaleStringEPKNS_13UnicodeStringERS1_
00007ff802624e22 (__TEXT,__text) external __ZN3icu13LocaleUtility23getAvailableLocaleNamesERKNS_13UnicodeStringE
00007ff802742fb0 (__TEXT,__text) external __ZN3icu13MeasureFormat16getStaticClassIDEv
00007ff802745aa6 (__TEXT,__text) external __ZN3icu13MeasureFormat17adoptNumberFormatEPNS_12NumberFormatER10UErrorCode
00007ff802743476 (__TEXT,__text) external __ZN3icu13MeasureFormat17initMeasureFormatERKNS_6LocaleE19UMeasureFormatWidthPNS_12NumberFormatER10UErrorCode
00007ff802745e4a (__TEXT,__text) external __ZN3icu13MeasureFormat20createCurrencyFormatER10UErrorCode
00007ff802745dec (__TEXT,__text) external __ZN3icu13MeasureFormat20createCurrencyFormatERKNS_6LocaleER10UErrorCode
00007ff802745b2e (__TEXT,__text) external __ZN3icu13MeasureFormat22setMeasureFormatLocaleERKNS_6LocaleER10UErrorCode
00007ff80274367a (__TEXT,__text) external __ZN3icu13MeasureFormatC1ERKNS_6LocaleE19UMeasureFormatWidthPNS_12NumberFormatER10UErrorCode
00007ff8027435ee (__TEXT,__text) external __ZN3icu13MeasureFormatC1ERKNS_6LocaleE19UMeasureFormatWidthR10UErrorCode
00007ff80274378a (__TEXT,__text) external __ZN3icu13MeasureFormatC1ERKS0_
00007ff80274392c (__TEXT,__text) external __ZN3icu13MeasureFormatC1Ev
00007ff8027435f8 (__TEXT,__text) external __ZN3icu13MeasureFormatC2ERKNS_6LocaleE19UMeasureFormatWidthPNS_12NumberFormatER10UErrorCode
00007ff802743402 (__TEXT,__text) external __ZN3icu13MeasureFormatC2ERKNS_6LocaleE19UMeasureFormatWidthR10UErrorCode
00007ff802743684 (__TEXT,__text) external __ZN3icu13MeasureFormatC2ERKS0_
00007ff8027438e0 (__TEXT,__text) external __ZN3icu13MeasureFormatC2Ev
00007ff8027439fa (__TEXT,__text) external __ZN3icu13MeasureFormatD0Ev
00007ff8027439f0 (__TEXT,__text) external __ZN3icu13MeasureFormatD1Ev
00007ff802743978 (__TEXT,__text) external __ZN3icu13MeasureFormatD2Ev
00007ff802743794 (__TEXT,__text) external __ZN3icu13MeasureFormataSERKS0_
00007ff802751962 (__TEXT,__text) external __ZN3icu13MessageFormat10getArgNameEi
00007ff802751292 (__TEXT,__text) external __ZN3icu13MessageFormat10setFormatsEPPKNS_6FormatEi
00007ff802751430 (__TEXT,__text) external __ZN3icu13MessageFormat11adoptFormatERKNS_13UnicodeStringEPNS_6FormatER10UErrorCode
00007ff802751398 (__TEXT,__text) external __ZN3icu13MessageFormat11adoptFormatEiPNS_6FormatE
00007ff802750326 (__TEXT,__text) external __ZN3icu13MessageFormat11copyObjectsERKS0_R10UErrorCode
00007ff80275402c (__TEXT,__text) external __ZN3icu13MessageFormat11findKeywordERKNS_13UnicodeStringEPKPKDs
00007ff80275118c (__TEXT,__text) external __ZN3icu13MessageFormat12adoptFormatsEPPNS_6FormatEi
00007ff802750ea4 (__TEXT,__text) external __ZN3icu13MessageFormat12applyPatternERKNS_13UnicodeStringE29UMessagePatternApostropheModeP11UParseErrorR10UErrorCode
00007ff802750a66 (__TEXT,__text) external __ZN3icu13MessageFormat12applyPatternERKNS_13UnicodeStringER10UErrorCode
00007ff802750a9c (__TEXT,__text) external __ZN3icu13MessageFormat12applyPatternERKNS_13UnicodeStringER11UParseErrorR10UErrorCode
00007ff8027542b4 (__TEXT,__text) external __ZN3icu13MessageFormat12equalFormatsEPKvS2_
00007ff802750542 (__TEXT,__text) external __ZN3icu13MessageFormat12resetPatternEv
00007ff8027510aa (__TEXT,__text) external __ZN3icu13MessageFormat14argNameMatchesEiRKNS_13UnicodeStringEi
00007ff802751998 (__TEXT,__text) external __ZN3icu13MessageFormat14getFormatNamesER10UErrorCode
00007ff8027506e4 (__TEXT,__text) external __ZN3icu13MessageFormat16allocateArgTypesEiR10UErrorCode
00007ff80274ff1c (__TEXT,__text) external __ZN3icu13MessageFormat16getStaticClassIDEv
00007ff802750fb6 (__TEXT,__text) external __ZN3icu13MessageFormat17setArgStartFormatEiPNS_6FormatER10UErrorCode
00007ff802753a1c (__TEXT,__text) external __ZN3icu13MessageFormat19autoQuoteApostropheERKNS_13UnicodeStringER10UErrorCode
00007ff802750adc (__TEXT,__text) external __ZN3icu13MessageFormat20cacheExplicitFormatsER10UErrorCode
00007ff802750a30 (__TEXT,__text) external __ZN3icu13MessageFormat22PluralSelectorProvider5resetEv
00007ff80275002c (__TEXT,__text) external __ZN3icu13MessageFormat22PluralSelectorProviderC1ERKS0_11UPluralType
00007ff80275440c (__TEXT,__text) external __ZN3icu13MessageFormat22PluralSelectorProviderC2ERKS0_11UPluralType
00007ff80275445c (__TEXT,__text) external __ZN3icu13MessageFormat22PluralSelectorProviderD0Ev
00007ff80275068e (__TEXT,__text) external __ZN3icu13MessageFormat22PluralSelectorProviderD1Ev
00007ff80275442c (__TEXT,__text) external __ZN3icu13MessageFormat22PluralSelectorProviderD2Ev
00007ff802753b06 (__TEXT,__text) external __ZN3icu13MessageFormat23createAppropriateFormatERNS_13UnicodeStringES2_RNS_11Formattable4TypeER11UParseErrorR10UErrorCode
00007ff8027510e4 (__TEXT,__text) external __ZN3icu13MessageFormat23setCustomArgStartFormatEiPNS_6FormatER10UErrorCode
00007ff802751b7c (__TEXT,__text) external __ZN3icu13MessageFormat6formatERKNS_13UnicodeStringEPKNS_11FormattableEiRS1_R10UErrorCode
00007ff802751632 (__TEXT,__text) external __ZN3icu13MessageFormat9getFormatERKNS_13UnicodeStringER10UErrorCode
00007ff802751718 (__TEXT,__text) external __ZN3icu13MessageFormat9setFormatERKNS_13UnicodeStringERKNS_6FormatER10UErrorCode
00007ff802751592 (__TEXT,__text) external __ZN3icu13MessageFormat9setFormatEiRKNS_6FormatE
00007ff80275096c (__TEXT,__text) external __ZN3icu13MessageFormat9setLocaleERKNS_6LocaleE
00007ff80275004c (__TEXT,__text) external __ZN3icu13MessageFormatC1ERKNS_13UnicodeStringER10UErrorCode
00007ff802750136 (__TEXT,__text) external __ZN3icu13MessageFormatC1ERKNS_13UnicodeStringERKNS_6LocaleER10UErrorCode
00007ff80275022e (__TEXT,__text) external __ZN3icu13MessageFormatC1ERKNS_13UnicodeStringERKNS_6LocaleER11UParseErrorR10UErrorCode
00007ff802750598 (__TEXT,__text) external __ZN3icu13MessageFormatC1ERKS0_
00007ff80274ff48 (__TEXT,__text) external __ZN3icu13MessageFormatC2ERKNS_13UnicodeStringER10UErrorCode
00007ff802750056 (__TEXT,__text) external __ZN3icu13MessageFormatC2ERKNS_13UnicodeStringERKNS_6LocaleER10UErrorCode
00007ff802750140 (__TEXT,__text) external __ZN3icu13MessageFormatC2ERKNS_13UnicodeStringERKNS_6LocaleER11UParseErrorR10UErrorCode
00007ff802750238 (__TEXT,__text) external __ZN3icu13MessageFormatC2ERKS0_
00007ff8027506c8 (__TEXT,__text) external __ZN3icu13MessageFormatD0Ev
00007ff8027506be (__TEXT,__text) external __ZN3icu13MessageFormatD1Ev
00007ff8027505a2 (__TEXT,__text) external __ZN3icu13MessageFormatD2Ev
00007ff80275075c (__TEXT,__text) external __ZN3icu13MessageFormataSERKS0_
00007ff80278c414 (__TEXT,__text) external __ZN3icu13OlsonTimeZone12setRawOffsetEi
00007ff80278b4b6 (__TEXT,__text) external __ZN3icu13OlsonTimeZone14constructEmptyEv
00007ff80278b49a (__TEXT,__text) external __ZN3icu13OlsonTimeZone16getStaticClassIDEv
00007ff80278c90e (__TEXT,__text) external __ZN3icu13OlsonTimeZone19initTransitionRulesER10UErrorCode
00007ff80278bb76 (__TEXT,__text) external __ZN3icu13OlsonTimeZone20clearTransitionRulesEv
00007ff80278bd60 (__TEXT,__text) external __ZN3icu13OlsonTimeZone21deleteTransitionRulesEv
00007ff80278bbae (__TEXT,__text) external __ZN3icu13OlsonTimeZoneC1EPK15UResourceBundleS3_RKNS_13UnicodeStringER10UErrorCode
00007ff80278bcec (__TEXT,__text) external __ZN3icu13OlsonTimeZoneC1ERKS0_
00007ff80278b4f2 (__TEXT,__text) external __ZN3icu13OlsonTimeZoneC2EPK15UResourceBundleS3_RKNS_13UnicodeStringER10UErrorCode
00007ff80278bbb8 (__TEXT,__text) external __ZN3icu13OlsonTimeZoneC2ERKS0_
00007ff80278be64 (__TEXT,__text) external __ZN3icu13OlsonTimeZoneD0Ev
00007ff80278be5a (__TEXT,__text) external __ZN3icu13OlsonTimeZoneD1Ev
00007ff80278bd28 (__TEXT,__text) external __ZN3icu13OlsonTimeZoneD2Ev
00007ff80278bbf4 (__TEXT,__text) external __ZN3icu13OlsonTimeZoneaSERKS0_
00007ff802633c10 (__TEXT,__text) external __ZN3icu13ParsePosition16getStaticClassIDEv
00007ff802633c40 (__TEXT,__text) external __ZN3icu13ParsePositionD0Ev
00007ff802633c36 (__TEXT,__text) external __ZN3icu13ParsePositionD1Ev
00007ff802633c2c (__TEXT,__text) external __ZN3icu13ParsePositionD2Ev
00007ff802634082 (__TEXT,__text) external __ZN3icu13PluralMapBase10toCategoryEPKc
00007ff8026340ca (__TEXT,__text) external __ZN3icu13PluralMapBase10toCategoryERKNS_13UnicodeStringE
00007ff802634198 (__TEXT,__text) external __ZN3icu13PluralMapBase15getCategoryNameENS0_8CategoryE
00007ff80264ab20 (__TEXT,__text) external __ZN3icu13ResourceValueD0Ev
00007ff80264ab1a (__TEXT,__text) external __ZN3icu13ResourceValueD1Ev
00007ff80264ab10 (__TEXT,__text) external __ZN3icu13ResourceValueD2Ev
00007ff8027d1f34 (__TEXT,__text) external __ZN3icu13StringSegment11resetLengthEv
00007ff8027d1e88 (__TEXT,__text) external __ZN3icu13StringSegment12adjustOffsetEi
00007ff8027d208e (__TEXT,__text) external __ZN3icu13StringSegment15codePointsEqualEiib
00007ff8027d2162 (__TEXT,__text) external __ZN3icu13StringSegment21getCommonPrefixLengthERKNS_13UnicodeStringE
00007ff8027d1e92 (__TEXT,__text) external __ZN3icu13StringSegment23adjustOffsetByCodePointEv
00007ff8027d2170 (__TEXT,__text) external __ZN3icu13StringSegment23getPrefixLengthInternalERKNS_13UnicodeStringEb
00007ff8027d2254 (__TEXT,__text) external __ZN3icu13StringSegment28getCaseSensitivePrefixLengthERKNS_13UnicodeStringE
00007ff8027d1f28 (__TEXT,__text) external __ZN3icu13StringSegment9setLengthEi
00007ff8027d1e7e (__TEXT,__text) external __ZN3icu13StringSegment9setOffsetEi
00007ff8027d1e4c (__TEXT,__text) external __ZN3icu13StringSegmentC1ERKNS_13UnicodeStringEb
00007ff8027d1e24 (__TEXT,__text) external __ZN3icu13StringSegmentC2ERKNS_13UnicodeStringEb
00007ff8027eb06c (__TEXT,__text) external __ZN3icu13TimeZoneNames14createInstanceERKNS_6LocaleER10UErrorCode
00007ff8027eb0c2 (__TEXT,__text) external __ZN3icu13TimeZoneNames18createTZDBInstanceERKNS_6LocaleER10UErrorCode
00007ff8027eb500 (__TEXT,__text) external __ZN3icu13TimeZoneNames19MatchInfoCollection11addMetaZoneE17UTimeZoneNameTypeiRKNS_13UnicodeStringER10UErrorCode
00007ff8027eb3b2 (__TEXT,__text) external __ZN3icu13TimeZoneNames19MatchInfoCollection7addZoneE17UTimeZoneNameTypeiRKNS_13UnicodeStringER10UErrorCode
00007ff8027eb47c (__TEXT,__text) external __ZN3icu13TimeZoneNames19MatchInfoCollection7matchesER10UErrorCode
00007ff8027eb32a (__TEXT,__text) external __ZN3icu13TimeZoneNames19MatchInfoCollectionC1Ev
00007ff8027eb312 (__TEXT,__text) external __ZN3icu13TimeZoneNames19MatchInfoCollectionC2Ev
00007ff8027eb382 (__TEXT,__text) external __ZN3icu13TimeZoneNames19MatchInfoCollectionD0Ev
00007ff8027eb362 (__TEXT,__text) external __ZN3icu13TimeZoneNames19MatchInfoCollectionD1Ev
00007ff8027eb342 (__TEXT,__text) external __ZN3icu13TimeZoneNames19MatchInfoCollectionD2Ev
00007ff8027eb206 (__TEXT,__text) external __ZN3icu13TimeZoneNames19loadAllDisplayNamesER10UErrorCode
00007ff8027eb066 (__TEXT,__text) external __ZN3icu13TimeZoneNamesD0Ev
00007ff8027eb060 (__TEXT,__text) external __ZN3icu13TimeZoneNamesD1Ev
00007ff8027eaea2 (__TEXT,__text) external __ZN3icu13TimeZoneNamesD2Ev
00007ff80269f9fe (__TEXT,__text) external __ZN3icu13UnicodeFilter16getStaticClassIDEv
00007ff80269fa58 (__TEXT,__text) external __ZN3icu13UnicodeFilter7matchesERKNS_11ReplaceableERiia
00007ff80269fa52 (__TEXT,__text) external __ZN3icu13UnicodeFilter7setDataEPKNS_23TransliterationRuleDataE
00007ff80269fa34 (__TEXT,__text) external __ZN3icu13UnicodeFilterD0Ev
00007ff80269fa28 (__TEXT,__text) external __ZN3icu13UnicodeFilterD1Ev
00007ff80269fa1e (__TEXT,__text) external __ZN3icu13UnicodeFilterD2Ev
00007ff8026abde4 (__TEXT,__text) external __ZN3icu13UnicodeString10padLeadingEiDs
00007ff8026a93ce (__TEXT,__text) external __ZN3icu13UnicodeString10setToBogusEv
00007ff8026abedc (__TEXT,__text) external __ZN3icu13UnicodeString11padTrailingEiDs
00007ff8026a9f3c (__TEXT,__text) external __ZN3icu13UnicodeString12fastCopyFromERKS0_
00007ff8026a8b92 (__TEXT,__text) external __ZN3icu13UnicodeString12releaseArrayEv
00007ff8026a9ea4 (__TEXT,__text) external __ZN3icu13UnicodeString13releaseBufferEi
00007ff8026a9b4e (__TEXT,__text) external __ZN3icu13UnicodeString14copyFieldsFromERS0_a
00007ff8026ab09c (__TEXT,__text) external __ZN3icu13UnicodeString14findAndReplaceEiiRKS0_iiS2_ii
00007ff8026ace08 (__TEXT,__text) external __ZN3icu13UnicodeString16doCodepageCreateEPKciP10UConverterR10UErrorCode
00007ff8026acb3c (__TEXT,__text) external __ZN3icu13UnicodeString16doCodepageCreateEPKciS2_
00007ff8026a8a1e (__TEXT,__text) external __ZN3icu13UnicodeString16getStaticClassIDEv
00007ff8026a9568 (__TEXT,__text) external __ZN3icu13UnicodeString18cloneArrayIfNeededEiiaPPia
00007ff8026ab2a6 (__TEXT,__text) external __ZN3icu13UnicodeString19getTerminatedBufferEv
00007ff8026abb7a (__TEXT,__text) external __ZN3icu13UnicodeString20handleReplaceBetweenEiiRKS0_
00007ff8026abb9e (__TEXT,__text) external __ZN3icu13UnicodeString4copyEiii
00007ff8026a9f8e (__TEXT,__text) external __ZN3icu13UnicodeString4swapERS0_
00007ff8026ad3e6 (__TEXT,__text) external __ZN3icu13UnicodeString4trimEv
00007ff8026ab45a (__TEXT,__text) external __ZN3icu13UnicodeString5setToEPDsii
00007ff8026ab376 (__TEXT,__text) external __ZN3icu13UnicodeString5setToEaNS_14ConstChar16PtrEi
00007ff8026a8b60 (__TEXT,__text) external __ZN3icu13UnicodeString6addRefEv
00007ff8026aa1de (__TEXT,__text) external __ZN3icu13UnicodeString6appendEi
00007ff8026ac30e (__TEXT,__text) external __ZN3icu13UnicodeString7caseMapEijPNS_13BreakIteratorEPFiijS2_PDsiPKDsiPNS_5EditsER10UErrorCodeE
00007ff8026ab5e0 (__TEXT,__text) external __ZN3icu13UnicodeString7replaceEiii
00007ff8026aca4e (__TEXT,__text) external __ZN3icu13UnicodeString7toLowerERKNS_6LocaleE
00007ff8026aca22 (__TEXT,__text) external __ZN3icu13UnicodeString7toLowerEv
00007ff8026ad55c (__TEXT,__text) external __ZN3icu13UnicodeString7toTitleEPNS_13BreakIteratorE
00007ff8026ad61e (__TEXT,__text) external __ZN3icu13UnicodeString7toTitleEPNS_13BreakIteratorERKNS_6LocaleE
00007ff8026ad582 (__TEXT,__text) external __ZN3icu13UnicodeString7toTitleEPNS_13BreakIteratorERKNS_6LocaleEj
00007ff8026acaae (__TEXT,__text) external __ZN3icu13UnicodeString7toUpperERKNS_6LocaleE
00007ff8026aca82 (__TEXT,__text) external __ZN3icu13UnicodeString7toUpperEv
00007ff8026ab294 (__TEXT,__text) external __ZN3icu13UnicodeString7unBogusEv
00007ff8026a8ea2 (__TEXT,__text) external __ZN3icu13UnicodeString8allocateEi
00007ff8026a995e (__TEXT,__text) external __ZN3icu13UnicodeString8copyFromERKS0_a
00007ff8026a902c (__TEXT,__text) external __ZN3icu13UnicodeString8doAppendEPKDsii
00007ff8026abb1e (__TEXT,__text) external __ZN3icu13UnicodeString8doAppendERKS0_ii
00007ff8026ac8e0 (__TEXT,__text) external __ZN3icu13UnicodeString8foldCaseEj
00007ff8026a9d32 (__TEXT,__text) external __ZN3icu13UnicodeString8fromUTF8ENS_11StringPieceE
00007ff8026ab644 (__TEXT,__text) external __ZN3icu13UnicodeString9doReplaceEiiPKDsii
00007ff8026abac4 (__TEXT,__text) external __ZN3icu13UnicodeString9doReplaceEiiRKS0_ii
00007ff8026abc7c (__TEXT,__text) external __ZN3icu13UnicodeString9doReverseEii
00007ff8026a9d72 (__TEXT,__text) external __ZN3icu13UnicodeString9fromUTF32EPKii
00007ff8026a9e4a (__TEXT,__text) external __ZN3icu13UnicodeString9getBufferEi
00007ff8026a8b6e (__TEXT,__text) external __ZN3icu13UnicodeString9removeRefEv
00007ff8026ab556 (__TEXT,__text) external __ZN3icu13UnicodeString9setCharAtEiDs
00007ff8026a9838 (__TEXT,__text) external __ZN3icu13UnicodeString9setToUTF8ENS_11StringPieceE
00007ff8026a8f44 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EDs
00007ff8026a9bb8 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EOS0_
00007ff8026a94a2 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EPDsii
00007ff8026a92b4 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EPKDs
00007ff8026a92f4 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EPKDsi
00007ff8026a98e2 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EPKc
00007ff8026accd4 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EPKcS2_
00007ff8026a9938 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EPKci
00007ff8026a97e6 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EPKciNS0_10EInvariantE
00007ff8026acf6c (__TEXT,__text) external __ZN3icu13UnicodeStringC1EPKciP10UConverterR10UErrorCode
00007ff8026acd04 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EPKciS2_
00007ff8026a8b3a (__TEXT,__text) external __ZN3icu13UnicodeStringC1ERKS0_
00007ff8026a9c30 (__TEXT,__text) external __ZN3icu13UnicodeStringC1ERKS0_i
00007ff8026a9c62 (__TEXT,__text) external __ZN3icu13UnicodeStringC1ERKS0_ii
00007ff8026a9410 (__TEXT,__text) external __ZN3icu13UnicodeStringC1EaNS_14ConstChar16PtrEi
00007ff8026a8fb4 (__TEXT,__text) external __ZN3icu13UnicodeStringC1Ei
00007ff8026a8b30 (__TEXT,__text) external __ZN3icu13UnicodeStringC1Eiii
00007ff8026a8f2a (__TEXT,__text) external __ZN3icu13UnicodeStringC2EDs
00007ff8026a9b34 (__TEXT,__text) external __ZN3icu13UnicodeStringC2EOS0_
00007ff8026a941a (__TEXT,__text) external __ZN3icu13UnicodeStringC2EPDsii
00007ff8026a900a (__TEXT,__text) external __ZN3icu13UnicodeStringC2EPKDs
00007ff8026a92d6 (__TEXT,__text) external __ZN3icu13UnicodeStringC2EPKDsi
00007ff8026a97f0 (__TEXT,__text) external __ZN3icu13UnicodeStringC2EPKc
00007ff8026acae2 (__TEXT,__text) external __ZN3icu13UnicodeStringC2EPKcS2_
00007ff8026a98ec (__TEXT,__text) external __ZN3icu13UnicodeStringC2EPKci
00007ff8026a94ac (__TEXT,__text) external __ZN3icu13UnicodeStringC2EPKciNS0_10EInvariantE
00007ff8026acd2a (__TEXT,__text) external __ZN3icu13UnicodeStringC2EPKciP10UConverterR10UErrorCode
00007ff8026accde (__TEXT,__text) external __ZN3icu13UnicodeStringC2EPKciS2_
00007ff8026a9942 (__TEXT,__text) external __ZN3icu13UnicodeStringC2ERKS0_
00007ff8026a9bd2 (__TEXT,__text) external __ZN3icu13UnicodeStringC2ERKS0_i
00007ff8026a9c3a (__TEXT,__text) external __ZN3icu13UnicodeStringC2ERKS0_ii
00007ff8026a9312 (__TEXT,__text) external __ZN3icu13UnicodeStringC2EaNS_14ConstChar16PtrEi
00007ff8026a8f5e (__TEXT,__text) external __ZN3icu13UnicodeStringC2Ei
00007ff8026a8bb6 (__TEXT,__text) external __ZN3icu13UnicodeStringC2Eiii
00007ff8026a9d16 (__TEXT,__text) external __ZN3icu13UnicodeStringD0Ev
00007ff8026a8b56 (__TEXT,__text) external __ZN3icu13UnicodeStringD1Ev
00007ff8026a9cd8 (__TEXT,__text) external __ZN3icu13UnicodeStringD2Ev
00007ff8026a9f4c (__TEXT,__text) external __ZN3icu13UnicodeStringaSEOS0_
00007ff8026a9f30 (__TEXT,__text) external __ZN3icu13UnicodeStringaSERKS0_
00007ff8026fd578 (__TEXT,__text) external __ZN3icu14CopticCalendar16getStaticClassIDEv
00007ff802701fc6 (__TEXT,__text) external __ZN3icu14CurrencyAmount16getStaticClassIDEv
00007ff802701e1a (__TEXT,__text) external __ZN3icu14CurrencyAmountC1ERKNS_11FormattableENS_14ConstChar16PtrER10UErrorCode
00007ff802701f20 (__TEXT,__text) external __ZN3icu14CurrencyAmountC1ERKS0_
00007ff802701ef6 (__TEXT,__text) external __ZN3icu14CurrencyAmountC1EdNS_14ConstChar16PtrER10UErrorCode
00007ff802701d8c (__TEXT,__text) external __ZN3icu14CurrencyAmountC2ERKNS_11FormattableENS_14ConstChar16PtrER10UErrorCode
00007ff802701f00 (__TEXT,__text) external __ZN3icu14CurrencyAmountC2ERKS0_
00007ff802701e24 (__TEXT,__text) external __ZN3icu14CurrencyAmountC2EdNS_14ConstChar16PtrER10UErrorCode
00007ff802701faa (__TEXT,__text) external __ZN3icu14CurrencyAmountD0Ev
00007ff802701fa0 (__TEXT,__text) external __ZN3icu14CurrencyAmountD1Ev
00007ff802701f96 (__TEXT,__text) external __ZN3icu14CurrencyAmountD2Ev
00007ff802701f40 (__TEXT,__text) external __ZN3icu14CurrencyAmountaSERKS0_
00007ff802824254 (__TEXT,__const) external __ZN3icu14DictionaryData14TRANSFORM_NONEE
00007ff80282424c (__TEXT,__const) external __ZN3icu14DictionaryData14TRIE_TYPE_MASKE
00007ff802824250 (__TEXT,__const) external __ZN3icu14DictionaryData15TRIE_HAS_VALUESE
00007ff802824244 (__TEXT,__const) external __ZN3icu14DictionaryData15TRIE_TYPE_BYTESE
00007ff802824248 (__TEXT,__const) external __ZN3icu14DictionaryData16TRIE_TYPE_UCHARSE
00007ff80282425c (__TEXT,__const) external __ZN3icu14DictionaryData19TRANSFORM_TYPE_MASKE
00007ff802824260 (__TEXT,__const) external __ZN3icu14DictionaryData21TRANSFORM_OFFSET_MASKE
00007ff802824258 (__TEXT,__const) external __ZN3icu14DictionaryData21TRANSFORM_TYPE_OFFSETE
00007ff8027399b6 (__TEXT,__text) external __ZN3icu14FormattedValueD0Ev
00007ff8027399b0 (__TEXT,__text) external __ZN3icu14FormattedValueD1Ev
00007ff8027399aa (__TEXT,__text) external __ZN3icu14FormattedValueD2Ev
00007ff80273d31c (__TEXT,__text) external __ZN3icu14HebrewCalendar10isLeapYearEi
00007ff80273d4f2 (__TEXT,__text) external __ZN3icu14HebrewCalendar11startOfYearEiR10UErrorCode
00007ff80273d49e (__TEXT,__text) external __ZN3icu14HebrewCalendar12monthsInYearEi
00007ff80273d892 (__TEXT,__text) external __ZN3icu14HebrewCalendar13validateFieldE19UCalendarDateFieldsR10UErrorCode
00007ff80273de96 (__TEXT,__text) external __ZN3icu14HebrewCalendar16getStaticClassIDEv
