                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
000000019309547c (__TEXT,__text) external _NEAuditTokenForPID
00000001d8fa9fa0 (__DATA,__bss) non-external _ne_filter_get_definition.filter_definition
00000001d8fa9fa8 (__DATA,__bss) non-external _ne_filter_get_definition.onceToken
000000019308c68c (__TEXT,__text) non-external _ne_filter_handle_input_finished
000000019308b918 (__TEXT,__text) non-external _ne_filter_handle_output_finished
000000019308fb08 (__TEXT,__text) external _ne_filter_partial_input_frame_finalizer
0000000193088ed8 (__TEXT,__text) non-external _ne_filter_process_verdict
0000000193094190 (__TEXT,__text) non-external _ne_filter_protocol_add_input_handler
000000019308a5b0 (__TEXT,__text) non-external _ne_filter_protocol_connect
00000001930914e4 (__TEXT,__text) non-external _ne_filter_protocol_connected
0000000193087ba8 (__TEXT,__text) non-external _ne_filter_protocol_create
0000000193089db8 (__TEXT,__text) non-external _ne_filter_protocol_destroy
0000000193091224 (__TEXT,__text) non-external _ne_filter_protocol_disconnect
0000000193090f50 (__TEXT,__text) non-external _ne_filter_protocol_disconnected
000000019308a270 (__TEXT,__text) non-external _ne_filter_protocol_drop_flow
0000000193092330 (__TEXT,__text) non-external _ne_filter_protocol_finalize_output_frames
000000019308ed1c (__TEXT,__text) non-external _ne_filter_protocol_fulfill_frame_request
0000000193092e5c (__TEXT,__text) non-external _ne_filter_protocol_get_input_frames
0000000193092ab8 (__TEXT,__text) non-external _ne_filter_protocol_get_output_frames
0000000193094e7c (__TEXT,__text) external _ne_filter_protocol_handle_message
0000000193094c48 (__TEXT,__text) external _ne_filter_protocol_identifier
00000001d8fa9fb8 (__DATA,__bss) non-external _ne_filter_protocol_identifier.g_hasNESMAccess
00000001d8fa9fb0 (__DATA,__bss) non-external _ne_filter_protocol_identifier.onceToken
000000019308cc78 (__TEXT,__text) non-external _ne_filter_protocol_input_available
0000000193091984 (__TEXT,__text) non-external _ne_filter_protocol_input_finished
0000000193092190 (__TEXT,__text) non-external _ne_filter_protocol_output_available
00000001930916b8 (__TEXT,__text) non-external _ne_filter_protocol_output_finished
0000000193094da4 (__TEXT,__text) external _ne_filter_protocol_release
0000000193094028 (__TEXT,__text) non-external _ne_filter_protocol_remove_input_handler
0000000193094c9c (__TEXT,__text) external _ne_filter_protocol_retain
000000019308be68 (__TEXT,__text) non-external _ne_filter_read_approved_frames
0000000193091c84 (__TEXT,__text) non-external _ne_filter_read_from_network
00000001930870c8 (__TEXT,__text) external _ne_filter_register_flow
0000000193085f68 (__TEXT,__text) external _ne_filter_request_connection
000000019308ac88 (__TEXT,__text) non-external _ne_filter_send_approved_frames
0000000193086e30 (__TEXT,__text) external _ne_filter_send_message
00000001930870c4 (__TEXT,__text) external _ne_filter_set_test_crypto_state
000000019308709c (__TEXT,__text) external _ne_filter_set_test_provider_factory
0000000193086d64 (__TEXT,__text) external _ne_filter_sign_data
0000000193086f88 (__TEXT,__text) external _ne_filter_stats_destroy
0000000193086ee0 (__TEXT,__text) external _ne_filter_stats_init
00000001930871b4 (__TEXT,__text) external _ne_filter_stats_report
000000019308760c (__TEXT,__text) external _ne_filter_stats_report_register
000000019308779c (__TEXT,__text) external _ne_filter_stats_report_unregister
000000019308a024 (__TEXT,__text) external _ne_filter_stats_toggle
000000019308713c (__TEXT,__text) external _ne_filter_unregister_flow
00000001930845e8 (__TEXT,__text) external _ne_force_reset_uuid_cache
000000019307d78c (__TEXT,__text) external _ne_get_configuration_generation
00000001d8fa979c (__DATA,__data) non-external _ne_get_configuration_generation.configuration_changed_token
00000001d8fa9d88 (__DATA,__bss) non-external _ne_get_configuration_generation.current_generation
00000001d8fa9c58 (__DATA,__bss) non-external _ne_helper_last_approved_associated_domains
00000001d8fa9c50 (__DATA,__bss) non-external _ne_helper_last_approved_bundle
00000001d8fa9c48 (__DATA,__bss) non-external _ne_helper_skip_associated_domain_bundles
00000001d8fa98d0 (__DATA,__bss) non-external _ne_helper_tracker_lock
00000001d8fa98d8 (__DATA,__bss) non-external _ne_helper_tracker_trie
00000001930858d0 (__TEXT,__text) external _ne_is_sockaddr_valid
                 (undefined) external _ne_log_obj (from libSystem)
00000001d465f820 (__DATA_CONST,__const) non-external _ne_necp_drop_dest_plist_paths
00000001d465fa18 (__DATA_CONST,__const) non-external _ne_necp_legacy_level_to_string_mapping
00000001d465f938 (__DATA_CONST,__const) non-external _ne_necp_policy_string_to_level_mapping
000000019308088c (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_dest_list
000000019307f9d0 (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_path
0000000193081d40 (__TEXT,__text) external _ne_session_address_matches_subnets
00000001930840ec (__TEXT,__text) external _ne_session_agent_get_advisory
0000000193084038 (__TEXT,__text) external _ne_session_agent_get_advisory_interface_index
000000019307da4c (__TEXT,__text) external _ne_session_always_on_vpn_configs_present
000000019307da68 (__TEXT,__text) external _ne_session_always_on_vpn_configs_present_at_boot
000000019307da30 (__TEXT,__text) external _ne_session_app_vpn_configs_present
000000019307e25c (__TEXT,__text) external _ne_session_cancel
0000000193085ef4 (__TEXT,__text) external _ne_session_clear_caches
000000019307d060 (__TEXT,__text) non-external _ne_session_clear_event_handler
000000019307de78 (__TEXT,__text) external _ne_session_content_filter_configs_present
0000000193083d18 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_socket
0000000193083f24 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_token
000000019308217c (__TEXT,__text) non-external _ne_session_copy_cached_values_locked
0000000193084e34 (__TEXT,__text) external _ne_session_copy_os_version_string
00000001930813ac (__TEXT,__text) external _ne_session_copy_policy_match
0000000193082cc4 (__TEXT,__text) external _ne_session_copy_security_session_info
0000000193082abc (__TEXT,__text) external _ne_session_copy_socket_attributes
0000000193085c1c (__TEXT,__text) external _ne_session_copy_socket_domain_attributes
000000019307df04 (__TEXT,__text) external _ne_session_create
00000001930811d4 (__TEXT,__text) non-external _ne_session_create_xpc_string_from_necp_level
000000019307d578 (__TEXT,__text) external _ne_session_disable_restrictions
00000001d8fa9d70 (__DATA,__bss) non-external _ne_session_disable_restrictions.current_state
00000001d8fa9790 (__DATA,__data) non-external _ne_session_disable_restrictions.disable_restrictions_token
000000019307de94 (__TEXT,__text) external _ne_session_dns_proxy_configs_present
000000019307decc (__TEXT,__text) external _ne_session_dns_settings_configs_present
000000019307f5e4 (__TEXT,__text) external _ne_session_establish_ipc
000000019307d62c (__TEXT,__text) external _ne_session_fallback_advisory
00000001d8fa9d78 (__DATA,__bss) non-external _ne_session_fallback_advisory.current_state
00000001d8fa9794 (__DATA,__data) non-external _ne_session_fallback_advisory.fallback_advisory_token
000000019307d6e0 (__TEXT,__text) external _ne_session_fallback_default
00000001d8fa9d80 (__DATA,__bss) non-external _ne_session_fallback_default.current_state
00000001d8fa9798 (__DATA,__data) non-external _ne_session_fallback_default.fallback_default_token
0000000193083fbc (__TEXT,__text) external _ne_session_get_config_id_from_network_agent
000000019307f5d4 (__TEXT,__text) external _ne_session_get_configuration_id
00000001930823c4 (__TEXT,__text) non-external _ne_session_get_domain_dict_from_session_dict
000000019307ead0 (__TEXT,__text) external _ne_session_get_info
000000019307f020 (__TEXT,__text) external _ne_session_get_info2
000000019307eae4 (__TEXT,__text) non-external _ne_session_get_info_with_parameters
000000019308080c (__TEXT,__text) non-external _ne_session_get_necp_level_from_xpc_value
00000001930822b8 (__TEXT,__text) non-external _ne_session_get_session_dict_from_cache
000000019307e2e8 (__TEXT,__text) external _ne_session_get_status
000000019307e57c (__TEXT,__text) external _ne_session_info_type_to_string
0000000193081248 (__TEXT,__text) external _ne_session_initialize_necp_drop_all
0000000193080a44 (__TEXT,__text) external _ne_session_initialize_necp_drop_dest
000000019307dbec (__TEXT,__text) external _ne_session_is_always_on_vpn_enabled
00000001d8fa9d90 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.enabled
00000001d8fa9d98 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.handler
00000001d8fa9da8 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.notify_lock
00000001d8fa97a0 (__DATA,__data) non-external _ne_session_is_always_on_vpn_enabled.notify_token
00000001d8fa9da0 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.queue
000000019307db8c (__TEXT,__text) external _ne_session_is_safeboot
000000019307dee8 (__TEXT,__text) external _ne_session_local_communication_configs_present
000000019307e5a4 (__TEXT,__text) external _ne_session_local_communication_send_info
00000001d8fa9e50 (__DATA,__bss) non-external _ne_session_manager_get_info.current_info
00000001d8fa97a8 (__DATA,__data) non-external _ne_session_manager_get_info.current_info_token
000000019307d348 (__TEXT,__text) external _ne_session_manager_get_pid
000000019307d360 (__TEXT,__text) external _ne_session_manager_has_active_sessions
000000019307c6ac (__TEXT,__text) external _ne_session_manager_is_running
000000019307d94c (__TEXT,__text) external _ne_session_on_demand_configs_present
000000019307fd80 (__TEXT,__text) non-external _ne_session_parse_necp_drop_dest_array
000000019307deb0 (__TEXT,__text) external _ne_session_path_controller_configs_present
0000000193082f50 (__TEXT,__text) external _ne_session_policy_copy_flow_divert_token
000000019308332c (__TEXT,__text) external _ne_session_policy_copy_flow_divert_token_with_key
000000019308180c (__TEXT,__text) external _ne_session_policy_match_get_filter_unit
00000001930817d8 (__TEXT,__text) external _ne_session_policy_match_get_flow_divert_unit
0000000193081830 (__TEXT,__text) external _ne_session_policy_match_get_scoped_interface_index
0000000193081780 (__TEXT,__text) external _ne_session_policy_match_get_service
0000000193081818 (__TEXT,__text) external _ne_session_policy_match_get_service_action
0000000193081774 (__TEXT,__text) external _ne_session_policy_match_get_service_type
00000001930817f8 (__TEXT,__text) external _ne_session_policy_match_is_drop
00000001930817c4 (__TEXT,__text) external _ne_session_policy_match_is_flow_divert
0000000193081820 (__TEXT,__text) external _ne_session_policy_match_service_is_registered
000000019307d4c4 (__TEXT,__text) external _ne_session_random_port_fallback
00000001d8fa9d68 (__DATA,__bss) non-external _ne_session_random_port_fallback.current_state
00000001d8fa978c (__DATA,__data) non-external _ne_session_random_port_fallback.enable_random_port_token
000000019307cf34 (__TEXT,__text) external _ne_session_release
000000019307e150 (__TEXT,__text) external _ne_session_retain
000000019307f034 (__TEXT,__text) external _ne_session_send_barrier
0000000193082924 (__TEXT,__text) external _ne_session_service_get_dns_service_id
0000000193082848 (__TEXT,__text) external _ne_session_service_get_dns_service_id_for_interface
0000000193082838 (__TEXT,__text) external _ne_session_service_matches_address
0000000193081fbc (__TEXT,__text) external _ne_session_service_matches_address_for_interface
000000019307e160 (__TEXT,__text) external _ne_session_set_event_handler
000000019308292c (__TEXT,__text) external _ne_session_set_socket_attributes
0000000193085b48 (__TEXT,__text) external _ne_session_set_socket_context_attribute
0000000193085910 (__TEXT,__text) external _ne_session_set_socket_tracker_attributes
000000019307d410 (__TEXT,__text) external _ne_session_should_disable_nexus
00000001d8fa9d60 (__DATA,__bss) non-external _ne_session_should_disable_nexus.current_state
00000001d8fa9788 (__DATA,__data) non-external _ne_session_should_disable_nexus.disable_nexus_token
000000019307f488 (__TEXT,__text) external _ne_session_start
000000019307f224 (__TEXT,__text) external _ne_session_start_on_behalf_of
000000019307f3bc (__TEXT,__text) external _ne_session_start_with_options
0000000193082c74 (__TEXT,__text) external _ne_session_status_to_string
000000019307f490 (__TEXT,__text) external _ne_session_stop
0000000193082f38 (__TEXT,__text) external _ne_session_stop_all_with_plugin_type
000000019308421c (__TEXT,__text) external _ne_session_stop_reason_to_string
00000001d8fa9c60 (__DATA,__bss) non-external _ne_session_trim_domain.domain_buffer
00000001d8fa9e70 (__DATA,__bss) non-external _ne_session_trim_domain.domain_buffer.92
0000000193082c9c (__TEXT,__text) external _ne_session_type_to_string
00000001930825dc (__TEXT,__text) non-external _ne_session_update_cached_values
000000019307d944 (__TEXT,__text) external _ne_session_use_as_system_vpn
00000001930837a4 (__TEXT,__text) non-external _ne_session_validate_flow_properties
000000019307da14 (__TEXT,__text) external _ne_session_vod_evaluate_connection_present
000000019307de5c (__TEXT,__text) external _ne_session_vpn_include_all_networks_configs_present
                 (undefined) external _ne_tracker_build_cache (from libSystem)
                 (undefined) external _ne_tracker_clear_cache (from libSystem)
                 (undefined) external _ne_tracker_context_get_domain (from libSystem)
                 (undefined) external _ne_tracker_context_get_domain_owner (from libSystem)
                 (undefined) external _ne_tracker_context_is_from_app_list (from libSystem)
                 (undefined) external _ne_tracker_context_is_from_web_list (from libSystem)
                 (undefined) external _ne_tracker_lookup_app_domains (from libSystem)
                 (undefined) external _ne_tracker_validate_domain (from libSystem)
                 (undefined) external _ne_trie_search (from libSystem)
00000001d8fa97b4 (__DATA,__data) non-external _ne_uuid_cache_changed.cache_change_token
00000001d8fa9f80 (__DATA,__bss) non-external _ne_uuid_cache_changed.cache_generation
0000000193080cf0 (__TEXT,__text) external _necp_drop_dest_copy_dest_entry_list
                 (undefined) external _necp_match_policy (from libSystem)
0000000193081898 (__TEXT,__text) external _nehelper_copy_connection_for_delegate_class
00000001d8fa9dc0 (__DATA,__bss) non-external _nehelper_copy_connection_for_delegate_class.g_connection_cache
00000001d8fa9e28 (__DATA,__bss) non-external _nehelper_copy_connection_for_delegate_class.g_connection_cache_lock
0000000193081854 (__TEXT,__text) external _nehelper_queue
                 (undefined) external _nelog_is_debug_logging_enabled (from libSystem)
                 (undefined) external _nelog_is_info_logging_enabled (from libSystem)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_check (from libSystem)
000000019307cd48 (__TEXT,__text) non-external _notify_client
                 (undefined) external _notify_get_state (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _nw_context_get_globals_for_protocol (from Network)
                 (undefined) external _nw_endpoint_get_address (from Network)
                 (undefined) external _nw_endpoint_get_hostname (from Network)
                 (undefined) external _nw_endpoint_get_parent_endpoint_domain (from Network)
                 (undefined) external _nw_endpoint_get_port (from Network)
                 (undefined) external _nw_endpoint_get_type (from Network)
0000000193087cdc (__TEXT,__text) non-external _nw_filter_protocol_reset
                 (undefined) external _nw_frame_array_append (from Network)
                 (undefined) external _nw_frame_array_append_array (from Network)
                 (undefined) external _nw_frame_array_first (from Network)
                 (undefined) external _nw_frame_array_foreach (from Network)
                 (undefined) external _nw_frame_array_init (from Network)
                 (undefined) external _nw_frame_array_is_empty (from Network)
                 (undefined) external _nw_frame_array_next (from Network)
                 (undefined) external _nw_frame_array_prepend_array (from Network)
                 (undefined) external _nw_frame_array_remove (from Network)
                 (undefined) external _nw_frame_array_unclaimed_length (from Network)
                 (undefined) external _nw_frame_claim (from Network)
                 (undefined) external _nw_frame_create (from Network)
                 (undefined) external _nw_frame_finalize (from Network)
                 (undefined) external _nw_frame_get_buffer (from Network)
                 (undefined) external _nw_frame_reset (from Network)
                 (undefined) external _nw_frame_unclaimed_bytes (from Network)
                 (undefined) external _nw_frame_unclaimed_length (from Network)
                 (undefined) external _nw_parameters_copy_context (from Network)
                 (undefined) external _nw_parameters_get_data_mode (from Network)
                 (undefined) external _nw_parameters_get_e_proc_uuid (from Network)
                 (undefined) external _nw_parameters_get_effective_bundle_id (from Network)
                 (undefined) external _nw_parameters_get_ip_protocol (from Network)
                 (undefined) external _nw_parameters_get_pid (from Network)
                 (undefined) external _nw_parameters_get_proc_uuid (from Network)
                 (undefined) external _nw_parameters_get_server_mode (from Network)
                 (undefined) external _nw_parameters_get_url (from Network)
                 (undefined) external _nw_path_get_filter_unit (from Network)
                 (undefined) external _nw_protocol_definition_create_with_identifier (from Network)
                 (undefined) external _nw_protocol_definition_set_globals_allocator (from Network)
                 (undefined) external _nw_protocol_register (from Network)
                 (undefined) external _nw_protocol_set_default_one_to_one_callbacks (from Network)
                 (undefined) external _nw_queue_context_async (from Network)
                 (undefined) external _nw_release (from Network)
                 (undefined) external _nw_retain (from Network)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _pread (from libSystem)
                 (undefined) external _proc_listallpids (from libSystem)
                 (undefined) external _proc_name (from libSystem)
                 (undefined) external _proc_pidinfo (from libSystem)
                 (undefined) external _sandbox_check (from libSystem)
000000019307cca4 (__TEXT,__text) non-external _set_status
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _sysctl (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _task_for_pid (from libSystem)
                 (undefined) external _task_get_special_port (from libSystem)
                 (undefined) external _task_info (from libSystem)
                 (undefined) external _tracker_action (from libSystem)
                 (undefined) external _uidna_close (from libicucore)
                 (undefined) external _uidna_nameToASCII_UTF8 (from libicucore)
                 (undefined) external _uidna_openUTS46 (from libicucore)
000000019307c7bc (__TEXT,__text) non-external _update_all_session_clients
                 (undefined) external _uuid_clear (from libSystem)
                 (undefined) external _uuid_compare (from libSystem)
                 (undefined) external _uuid_copy (from libSystem)
                 (undefined) external _uuid_generate (from libSystem)
                 (undefined) external _uuid_is_null (from libSystem)
                 (undefined) external _uuid_unparse (from libSystem)
                 (undefined) external _uuid_unparse_lower (from libSystem)
                 (undefined) external _xpc_array_append_value (from libSystem)
                 (undefined) external _xpc_array_apply (from libSystem)
                 (undefined) external _xpc_array_create (from libSystem)
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_data (from libSystem)
                 (undefined) external _xpc_array_get_string (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_connection_activate (from libSystem)
                 (undefined) external _xpc_connection_cancel (from libSystem)
                 (undefined) external _xpc_connection_create_from_endpoint (from libSystem)
                 (undefined) external _xpc_connection_create_mach_service (from libSystem)
                 (undefined) external _xpc_connection_get_pid (from libSystem)
                 (undefined) external _xpc_connection_resume (from libSystem)
                 (undefined) external _xpc_connection_send_barrier (from libSystem)
                 (undefined) external _xpc_connection_send_message (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply_sync (from libSystem)
                 (undefined) external _xpc_connection_set_event_handler (from libSystem)
                 (undefined) external _xpc_connection_set_target_queue (from libSystem)
                 (undefined) external _xpc_copy_description (from libSystem)
                 (undefined) external _xpc_create_from_plist (from libSystem)
                 (undefined) external _xpc_data_create (from libSystem)
                 (undefined) external _xpc_data_get_bytes (from libSystem)
                 (undefined) external _xpc_data_get_bytes_ptr (from libSystem)
                 (undefined) external _xpc_data_get_length (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_copy_mach_send (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_audit_token (from libSystem)
                 (undefined) external _xpc_dictionary_get_bool (from libSystem)
                 (undefined) external _xpc_dictionary_get_count (from libSystem)
                 (undefined) external _xpc_dictionary_get_data (from libSystem)
                 (undefined) external _xpc_dictionary_get_dictionary (from libSystem)
                 (undefined) external _xpc_dictionary_get_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_remote_connection (from libSystem)
                 (undefined) external _xpc_dictionary_get_string (from libSystem)
                 (undefined) external _xpc_dictionary_get_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_uuid (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_bool (from libSystem)
                 (undefined) external _xpc_dictionary_set_data (from libSystem)
                 (undefined) external _xpc_dictionary_set_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_mach_send (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_uuid (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_create (from libSystem)
                 (undefined) external _xpc_string_get_length (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uuid_create (from libSystem)
