00007ff943750320 (__DATA,__bss) non-external _AGCPrinter
00007ff9097f75a8 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_422_2PLANE_PACKED_XR.7904
00007ff9097fcfa8 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_422_2PLANE_PACKED_XR.8192
00007ff909802948 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_422_2PLANE_PACKED_XR.8487
00007ff909808288 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_422_2PLANE_PACKED_XR.8782
00007ff90980e3a8 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_422_2PLANE_PACKED_XR.9076
00007ff90981c988 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_422_2PLANE_PACKED_XR.9836
00007ff9097ecce8 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_444_2PLANE_PACKED_XR
00007ff9097f1d88 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_444_2PLANE_PACKED_XR.7635
00007ff9097f7608 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_444_2PLANE_PACKED_XR.7905
00007ff9097fd008 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_444_2PLANE_PACKED_XR.8193
00007ff9098029a8 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_444_2PLANE_PACKED_XR.8488
00007ff9098082e8 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_444_2PLANE_PACKED_XR.8783
00007ff90980e408 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_444_2PLANE_PACKED_XR.9077
00007ff90981c9e8 (__TEXT,__const) non-external __ZL37texFormatYCBCR10_444_2PLANE_PACKED_XR.9837
00007ff9097f2868 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_420_2PLANE_PACKED_XR
00007ff9097f80e8 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_420_2PLANE_PACKED_XR.7938
00007ff9097fdae8 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_420_2PLANE_PACKED_XR.8226
00007ff9098033c8 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_420_2PLANE_PACKED_XR.8521
00007ff909808dc8 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_420_2PLANE_PACKED_XR.8816
00007ff90980eee8 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_420_2PLANE_PACKED_XR.9110
00007ff90981d4c8 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_420_2PLANE_PACKED_XR.9870
00007ff9097f28c8 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_422_2PLANE_PACKED_XR
00007ff9097f8148 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_422_2PLANE_PACKED_XR.7939
00007ff9097fdb48 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_422_2PLANE_PACKED_XR.8227
00007ff909803428 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_422_2PLANE_PACKED_XR.8522
00007ff909808e28 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_422_2PLANE_PACKED_XR.8817
00007ff90980ef48 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_422_2PLANE_PACKED_XR.9111
00007ff90981d528 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_422_2PLANE_PACKED_XR.9871
00007ff9097f2928 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_444_2PLANE_PACKED_XR
00007ff9097f81a8 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_444_2PLANE_PACKED_XR.7940
00007ff9097fdba8 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_444_2PLANE_PACKED_XR.8228
00007ff909803488 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_444_2PLANE_PACKED_XR.8523
00007ff909808e88 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_444_2PLANE_PACKED_XR.8818
00007ff90980efa8 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_444_2PLANE_PACKED_XR.9112
00007ff90981d588 (__TEXT,__const) non-external __ZL37texFormatYCBCR12_444_2PLANE_PACKED_XR.9872
00007ff909809308 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR10_420_2PLANE_PACKED
00007ff90980f428 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR10_420_2PLANE_PACKED.9128
00007ff90981da08 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR10_420_2PLANE_PACKED.9888
00007ff909809368 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR10_422_2PLANE_PACKED
00007ff90980f488 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR10_422_2PLANE_PACKED.9129
00007ff90981da68 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR10_422_2PLANE_PACKED.9889
00007ff9098093c8 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR10_444_2PLANE_PACKED
00007ff90980f4e8 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR10_444_2PLANE_PACKED.9130
00007ff90981dac8 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR10_444_2PLANE_PACKED.9890
00007ff909809548 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR12_420_2PLANE_PACKED
00007ff90980f668 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR12_420_2PLANE_PACKED.9134
00007ff90981dc48 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR12_420_2PLANE_PACKED.9894
00007ff9098095a8 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR12_422_2PLANE_PACKED
00007ff90980f6c8 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR12_422_2PLANE_PACKED.9135
00007ff90981dca8 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR12_422_2PLANE_PACKED.9895
00007ff909809608 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR12_444_2PLANE_PACKED
00007ff90980f728 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR12_444_2PLANE_PACKED.9136
00007ff90981dd08 (__TEXT,__const) non-external __ZL37texFormathlgYCBCR12_444_2PLANE_PACKED.9896
00007ff9097d6990 (__TEXT,__const) non-external __ZL37wrapper_barycentric_coord_global_name
00007ff9097d6930 (__TEXT,__const) non-external __ZL37wrapper_depth_coefficient_global_name
00007ff9097d6a00 (__TEXT,__const) non-external __ZL37wrapper_point_size_adjust_global_name
00007ff9097d6c40 (__TEXT,__const) non-external __ZL37wrapper_sampler_unique_id_global_name
00007ff9097d6d10 (__TEXT,__const) non-external __ZL38wrapper_image_mipmap_count_global_name
00007ff9097d6d30 (__TEXT,__const) non-external __ZL38wrapper_image_sample_count_global_name
00007ff9097d6c60 (__TEXT,__const) non-external __ZL38wrapper_sampler_heap_index_global_name
00007ff9097d6c20 (__TEXT,__const) non-external __ZL40wrapper_sampler_es1_lod_bias_global_name
00007ff9097d69c0 (__TEXT,__const) non-external __ZL41wrapper_primitive_buffer_path_global_name
00007ff9097d6df0 (__TEXT,__const) non-external __ZL42wrapper_image_state_struct_ptr_global_name
00007ff9097d6950 (__TEXT,__const) non-external __ZL43wrapper_point_coord_coefficient_global_name
00007ff9097d6970 (__TEXT,__const) non-external __ZL44wrapper_primitive_id_coefficient_global_name
00007ff9097d6dd0 (__TEXT,__const) non-external __ZL44wrapper_sampler_state_struct_ptr_global_name
00007ff9097d6e10 (__TEXT,__const) non-external __ZL46wrapper_constant_sampler_unique_id_global_name
00007ff9097dec97 (__TEXT,__const) non-external __ZL7formats
00007ff9097d66b0 (__TEXT,__const) non-external __ZL9crc_table
00007ff90973ff86 (__TEXT,__text) non-external __ZN10AGCLLVMCtx10initializeE13AGCTargetArch
00007ff909745c98 (__TEXT,__text) non-external __ZN10AGCLLVMCtx14initializePlanERN4llvm8OptionalINS0_3AGX14AGXCompilePlanEEENS2_12PipelineTypeENS2_8OptimizeERNSt3__112basic_stringIcNS8_11char_traitsIcEENS8_9allocatorIcEEEERNS2_14CodeGenOptionsE
00007ff909743d08 (__TEXT,__text) non-external __ZN10AGCLLVMCtx16loadMetalRuntimeEPN4llvm6ModuleENS_14RuntimeLibraryENS0_8OptionalINS0_6TripleEEE
00007ff909743490 (__TEXT,__text) non-external __ZN10AGCLLVMCtx17createPassManagerEv
00007ff9097431de (__TEXT,__text) non-external __ZN10AGCLLVMCtx20createGraphicsPassesEv
00007ff909743296 (__TEXT,__text) non-external __ZN10AGCLLVMCtx7addPassEPN4llvm6legacy11PassManagerEPNS0_4PassE
00007ff909745206 (__TEXT,__text) non-external __ZN10AGCLLVMCtx7compileEP13AGCLLVMObjectRN4llvm6ModuleE16AGCFastMathFlagsNS2_3AGX12PipelineTypeERNS6_14CodeGenOptionsEb
00007ff909742d7a (__TEXT,__text) non-external __ZN10AGCLLVMCtxC1ERK19AGCLLVMTargetConfigN4llvm3AGX11AGXCompilerE3ApiRKNSt3__112basic_stringIcNS7_11char_traitsIcEENS7_9allocatorIcEEEESF_
00007ff90974305e (__TEXT,__text) non-external __ZN10AGCLLVMCtxD1Ev
00007ff9096daacc (__TEXT,__text) non-external __ZN11AGCTargetOSC2ERKN4llvm6TripleE
00007ff909700aa4 (__TEXT,__text) non-external __ZN11IntervalMapIjE4joinEjj
00007ff9096f93e4 (__TEXT,__text) non-external __ZN11IntervalMapIjE6insertERKN17AGCArgumentBuffer8Resource6BoundsEj
00007ff9097d6e34 (__TEXT,__const) non-external __ZN11TFBufferMap12MAP_CONFLICTE
00007ff909623bdc (__TEXT,__text) non-external __ZN11flatbuffers10IDLOptionsC2Ev
00007ff9096249f6 (__TEXT,__text) non-external __ZN11flatbuffers10IDLOptionsD2Ev
00007ff909625368 (__TEXT,__text) non-external __ZN11flatbuffers11SymbolTableINS_5ValueEED2Ev
                 (undefined) external __ZN11flatbuffers12GenerateTextERKNS_6ParserEPKvPNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEE (from libllvm-flatbuffers)
00007ff90962569c (__TEXT,__text) non-external __ZN11flatbuffers15vector_downward10reallocateEm
00007ff90962584c (__TEXT,__text) non-external __ZN11flatbuffers15vector_downward4fillEm
00007ff90962598c (__TEXT,__text) non-external __ZN11flatbuffers15vector_downward4pushEPKhm
00007ff909637cbc (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder10AddElementIaEEvtT_S2_
00007ff909748f16 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder10AddElementIfEEvtT_S2_
00007ff9096234f4 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder10AddElementIhEEvtT_S2_
00007ff90962589e (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder10AddElementIjEEvtT_S2_
00007ff9097d2d24 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder10AddElementItEEvtT_S2_
00007ff90962dc90 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder10AddElementIyEEvtT_S2_
00007ff9096258d6 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder10TrackFieldEtj
00007ff909625940 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder11PushElementIaEEjT_
00007ff909625940 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder11PushElementIhEEjT_
00007ff9096257fa (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder11PushElementIjEEjT_
00007ff90962dccc (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder11PushElementIyEEjT_
00007ff90962dc34 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder12CreateStringEPKcm
00007ff909623412 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder12CreateVectorIN17AGCCodeTranslator14ComputeVIInputEEENS_6OffsetINS_6VectorINS4_IT_EEEEEEPKS7_m
00007ff90970ae20 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder12CreateVectorIN17AGCCodeTranslator15ConstantSamplerEEENS_6OffsetINS_6VectorINS4_IT_EEEEEEPKS7_m
00007ff909623412 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder12CreateVectorIN17AGCCodeTranslator16VertexAttribDataEEENS_6OffsetINS_6VectorINS4_IT_EEEEEEPKS7_m
00007ff909623412 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder12CreateVectorIN17AGCCodeTranslator17VertexBuiltinDataEEENS_6OffsetINS_6VectorINS4_IT_EEEEEEPKS7_m
00007ff909623412 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder12CreateVectorIN17AGCCodeTranslator23VertexShaderOutIteratorEEENS_6OffsetINS_6VectorINS4_IT_EEEEEEPKS7_m
00007ff9096c306c (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder12CreateVectorIhEENS_6OffsetINS_6VectorIT_EEEEPKS4_m
00007ff9096233b0 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder12CreateVectorIjEENS_6OffsetINS_6VectorIT_EEEEPKS4_m
00007ff90962d5b0 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder12CreateVectorIyEENS_6OffsetINS_6VectorIT_EEEEPKS4_m
00007ff9096257d4 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder5AlignEm
00007ff9096237ea (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder6FinishEjPKcb
00007ff90962352e (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder8EndTableEj
00007ff909625670 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder8PreAlignEmm
00007ff909623736 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator10ShaderInfoEEEvtNS_6OffsetIT_EE
00007ff909623736 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator12VertexInputsEEEvtNS_6OffsetIT_EE
00007ff909637d32 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator13MTLVertexInfoEEEvtNS_6OffsetIT_EE
00007ff909637cf6 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator14MeshShaderInfoEEEvtNS_6OffsetIT_EE
00007ff9096237ae (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator15MTLFragmentInfoEEEvtNS_6OffsetIT_EE
00007ff9096554f8 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator16ObjectShaderInfoEEEvtNS_6OffsetIT_EE
00007ff90964cea0 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator16VertexShaderInfoEEEvtNS_6OffsetIT_EE
00007ff90962d978 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator17ComputeKernelInfoEEEvtNS_6OffsetIT_EE
00007ff9096416c2 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator18ComponentCountInfoEEEvtNS_6OffsetIT_EE
00007ff909623772 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator18FragmentShaderInfoEEEvtNS_6OffsetIT_EE
00007ff909667eca (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator23MTLPostTessellationInfoEEEvtNS_6OffsetIT_EE
00007ff9096b9a86 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator24IntersectionFunctionInfoEEEvtNS_6OffsetIT_EE
00007ff9096234ac (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN17AGCCodeTranslator5uint3EEEvtNS_6OffsetIT_EE
00007ff90962d978 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN20AGCCodeTranslatorG1010ShaderInfoEEEvtNS_6OffsetIT_EE
00007ff909623772 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN20AGCCodeTranslatorG1014TileShaderInfoEEEvtNS_6OffsetIT_EE
00007ff909623736 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN20AGCCodeTranslatorG1017ComputeKernelInfoEEEvtNS_6OffsetIT_EE
00007ff90964cea0 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN20AGCCodeTranslatorG1110ShaderInfoEEEvtNS_6OffsetIT_EE
00007ff909623736 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetIN20AGCCodeTranslatorG1116VertexShaderInfoEEEvtNS_6OffsetIT_EE
00007ff9096234ac (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetINS_6StringEEEvtNS_6OffsetIT_EE
00007ff909623736 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetINS_6VectorINS_6OffsetIN17AGCCodeTranslator14ComputeVIInputEEEEEEEvtNS3_IT_EE
00007ff90962d978 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetINS_6VectorINS_6OffsetIN17AGCCodeTranslator15ConstantSamplerEEEEEEEvtNS3_IT_EE
00007ff909623736 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetINS_6VectorINS_6OffsetIN17AGCCodeTranslator16VertexAttribDataEEEEEEEvtNS3_IT_EE
00007ff90964cea0 (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetINS_6VectorINS_6OffsetIN17AGCCodeTranslator17VertexBuiltinDataEEEEEEEvtNS3_IT_EE
00007ff9096234ac (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetINS_6VectorINS_6OffsetIN17AGCCodeTranslator23VertexShaderOutIteratorEEEEEEEvtNS3_IT_EE
00007ff9096234ac (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetINS_6VectorIhEEEEvtNS_6OffsetIT_EE
00007ff9096234ac (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetINS_6VectorIjEEEEvtNS_6OffsetIT_EE
00007ff9096234ac (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilder9AddOffsetINS_6VectorIyEEEEvtNS_6OffsetIT_EE
00007ff9096252dc (__TEXT,__text) non-external __ZN11flatbuffers17FlatBufferBuilderD2Ev
                 (undefined) external __ZN11flatbuffers6Parser11DeserializeEPKhm (from libllvm-flatbuffers)
00007ff909623cf2 (__TEXT,__text) non-external __ZN11flatbuffers6ParserC2ERKNS_10IDLOptionsE
00007ff909624b06 (__TEXT,__text) non-external __ZN11flatbuffers6ParserD2Ev
00007ff90961b6d6 (__TEXT,__text) non-external __ZN11flatbuffers8Verifier16VerifyTableStartEPKh
00007ff9097ac8b2 (__TEXT,__text) non-external __ZN12AGCOSVersionC2ERKN4llvm6TripleE
00007ff90961bab9 (__TEXT,__text) non-external __ZN12_GLOBAL__N_111reportErrorERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
00007ff94374cd18 (__DATA,__bss) non-external __ZN12_GLOBAL__N_120AGCReplacementIRInfo12replacementsE
00007ff94374cd20 (__DATA,__bss) non-external __ZN12_GLOBAL__N_120AGCReplacementIRInfo16replacement_fileE
00007ff94374cd10 (__DATA,__bss) non-external __ZN12_GLOBAL__N_120AGCReplacementIRInfo9onceTokenE
00007ff9097445bc (__TEXT,__text) non-external __ZN13AGCLLVMObject10linkCommonEPN4llvm6ModuleEbPNS0_8FunctionE
00007ff909744962 (__TEXT,__text) non-external __ZN13AGCLLVMObject10linkDSFileEPKcPN4llvm8FunctionE
00007ff909744a02 (__TEXT,__text) non-external __ZN13AGCLLVMObject11readBitcodeER10AGCLLVMCtxRN4llvm11LLVMContextENS2_9StringRefEb
00007ff94374f668 (__DATA,__bss) non-external __ZN13AGCLLVMObject13next_debug_idE
00007ff909746c5e (__TEXT,__text) non-external __ZN13AGCLLVMObject14buildWGBarrierEN4llvm8ArrayRefIPNS0_5ValueEEE
00007ff909747716 (__TEXT,__text) non-external __ZN13AGCLLVMObject15addDylibBindingEPN4llvm14GlobalVariableEj
00007ff909748002 (__TEXT,__text) non-external __ZN13AGCLLVMObject16buildMulShiftDivEPN4llvm5ValueES2_S2_
00007ff9097477ee (__TEXT,__text) non-external __ZN13AGCLLVMObject17buildConvertColorEPN4llvm5ValueEPNS0_4TypeEbb7RTZMode
00007ff909621388 (__TEXT,__text) non-external __ZN13AGCLLVMObject17requiresDebugInfoEv
00007ff909746cfe (__TEXT,__text) non-external __ZN13AGCLLVMObject18constructFlatReplyEv
00007ff909621394 (__TEXT,__text) non-external __ZN13AGCLLVMObject19buildBackendRequestERN4llvm3AGX14CompileRequestE
00007ff909746758 (__TEXT,__text) non-external __ZN13AGCLLVMObject19extractPhaseOffsetsEPKN11flatbuffers6VectorINS0_6OffsetIN16AGCCodeGenerator11ShaderPhaseEEEEERNS2_INS1_IjEEEE
00007ff90973e058 (__TEXT,__text) non-external __ZN13AGCLLVMObject20composeCompilerReplyERPvRmR25CompileTimeStatisticsDataNSt3__18functionIFvRK20AGCDeserializedReplyEEE
00007ff909747498 (__TEXT,__text) non-external __ZN13AGCLLVMObject20validateBackendReplyEv
00007ff90973e708 (__TEXT,__text) non-external __ZN13AGCLLVMObject21getTempRegistersLimitERj
00007ff90962383a (__TEXT,__text) non-external __ZN13AGCLLVMObject22dumpTranslatorMetadataIN17AGCCodeTranslator24CompileReplyBinarySchemaEEEvRKN11flatbuffers17FlatBufferBuilderE
00007ff90962d9b4 (__TEXT,__text) non-external __ZN13AGCLLVMObject22dumpTranslatorMetadataIN20AGCCodeTranslatorG1024CompileReplyBinarySchemaEEEvRKN11flatbuffers17FlatBufferBuilderE
00007ff90964cedc (__TEXT,__text) non-external __ZN13AGCLLVMObject22dumpTranslatorMetadataIN20AGCCodeTranslatorG1124CompileReplyBinarySchemaEEEvRKN11flatbuffers17FlatBufferBuilderE
00007ff90973e74a (__TEXT,__text) non-external __ZN13AGCLLVMObject22finalizeDriverBindingsEPN4llvm8FunctionE
00007ff909747e72 (__TEXT,__text) non-external __ZN13AGCLLVMObject23disableConstantHoistingEv
00007ff909747f2e (__TEXT,__text) non-external __ZN13AGCLLVMObject24enableTempRegistersLimitEv
00007ff909621266 (__TEXT,__text) non-external __ZN13AGCLLVMObject24getMainDeserializedReplyEv
00007ff909748194 (__TEXT,__text) non-external __ZN13AGCLLVMObject25createGlobalBufferBindingEPN4llvm4TypeERKNS0_5TwineEjjN9AGCShared10BufferTypeEPNS0_14GlobalVariableE
00007ff909747cdc (__TEXT,__text) non-external __ZN13AGCLLVMObject27buildOutputFormatConversionEPN4llvm5ValueEPNS0_4TypeE22OutputFormatConversion
00007ff909748336 (__TEXT,__text) non-external __ZN13AGCLLVMObject30replaceConstantChainWithInstrsEPN4llvm8ConstantE
00007ff909745eb8 (__TEXT,__text) non-external __ZN13AGCLLVMObjectC2ER10AGCLLVMCtxRN4llvm11LLVMContextE
00007ff90973e6ba (__TEXT,__text) non-external __ZN13AGCLLVMObjectD0Ev
00007ff90973e6b4 (__TEXT,__text) non-external __ZN13AGCLLVMObjectD1Ev
00007ff9097464b6 (__TEXT,__text) non-external __ZN13AGCLLVMObjectD2Ev
00007ff9096f3b68 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder10CreateLoadEPN4llvm5ValueEPKc
00007ff909664110 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder10CreateLoadEPN4llvm5ValueERKNS0_5TwineE
00007ff90967fd72 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder10findPrefixERKN4llvm9StringRefERS1_S4_S3_
00007ff9097151ec (__TEXT,__text) non-external __ZN14AGCLLVMBuilder11combineRGBAEPN4llvm5ValueES2_
00007ff909714948 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder11unboxStructEPN4llvm5ValueERNS0_11SmallVectorIS2_Lj8EEE
00007ff9097146f8 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder11unboxVectorEPN4llvm5ValueEPS2_b
00007ff90971507e (__TEXT,__text) non-external __ZN14AGCLLVMBuilder12buildICmpSelEPN4llvm5ValueES2_NS0_7CmpInst9PredicateE
00007ff909715108 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder12clampToWidthEPN4llvm5ValueEjb
00007ff90971435e (__TEXT,__text) non-external __ZN14AGCLLVMBuilder12extendVectorEPN4llvm5ValueEj
00007ff90962f57c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder14SetInsertPointEPN4llvm11InstructionEPKNS0_10DILocationE
00007ff9097141d2 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder14subrangeVectorEPN4llvm5ValueEjjb
00007ff90971409c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder15bitCastElementsEPN4llvm5ValueEPNS0_4TypeE
00007ff909714f2e (__TEXT,__text) non-external __ZN14AGCLLVMBuilder15buildDotProductEPN4llvm5ValueES2_
00007ff909713dec (__TEXT,__text) non-external __ZN14AGCLLVMBuilder15extendFromSmallEPN4llvm5ValueEPNS0_4TypeEb
00007ff909713f9a (__TEXT,__text) non-external __ZN14AGCLLVMBuilder15truncateToSmallEPN4llvm5ValueE13ComponentType
00007ff909713ee0 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder15truncateToSmallEPN4llvm5ValueEPNS0_4TypeE
00007ff909713802 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder16coerceSampleTypeEPN4llvm5ValueE13ComponentType
00007ff909713d42 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder16getComponentTypeEN4llvm9StringRefERj
00007ff909713c9c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder16getComponentTypeEPKN4llvm4TypeERj
00007ff9097151b4 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder17getGlobalVarValueEPN4llvm5ValueE
00007ff9097140f6 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder18concatenateVectorsEPN4llvm5ValueES2_
00007ff9096aef20 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder18getVariableTypeMapEv
00007ff9097145a2 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19CreateInsertElementEPN4llvm5ValueES2_jRKNS0_5TwineE
00007ff90971534c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19buildGlobalMetadataEPN4llvm14GlobalVariableEjj
00007ff909629e5c (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJEEEPN4llvm5ValueENS1_9StringRefEPNS1_4TypeEDpT_
00007ff90964d272 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJPN4llvm11PointerTypeEPNS1_4TypeEEEEPNS1_5ValueENS1_9StringRefES5_DpT_
00007ff90964d332 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJPN4llvm4TypeEEEEPNS1_5ValueENS1_9StringRefES3_DpT_
00007ff90964d272 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJPN4llvm4TypeES3_EEEPNS1_5ValueENS1_9StringRefES3_DpT_
00007ff909655432 (__TEXT,__text) non-external __ZN14AGCLLVMBuilder19getOrInsertFunctionIJPN4llvm4TypeES3_S3_EEEPNS1_5ValueENS1_9StringRefES3_DpT_
