00007ff8400f6990 (__DATA,__data) external _NDR_record
00007ff80106d81e (__TEXT,__text) external _coalition_reap
00007ff80106d7fd (__TEXT,__text) external _coalition_terminate
00007ff80105fa30 (__TEXT,__text) external _connect
00007ff80105fa48 (__TEXT,__text) external _connect$NOCANCEL
00007ff80106108c (__TEXT,__text) external _connectx
00007ff8010610a4 (__TEXT,__text) external _csops
00007ff8010610bc (__TEXT,__text) external _csops_audittoken
00007ff80106d9ee (__TEXT,__text) external _csr_check
00007ff80106da0e (__TEXT,__text) external _csr_get_active_config
00007ff80105f310 (__TEXT,__text) external _debug_control_port_for_pid
00007ff80106dbd5 (__TEXT,__text) external _debug_syscall_reject
00007ff80106dadc (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400f6988 (__DATA,__data) external _denap_boost_assertion_token
00007ff8010610d4 (__TEXT,__text) external _disconnectx
00007ff801063af9 (__TEXT,__text) non-external _do_compat
00007ff8010610ec (__TEXT,__text) external _dup
00007ff801061104 (__TEXT,__text) external _dup2
00007ff8400b2f90 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff8400b2e20 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff8400b3190 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff8400b2e60 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff8400b2f60 (__DATA_CONST,__const) non-external _err_codes_io
00007ff8400b2a00 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff8400b3160 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff8400b3570 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff8400b34e0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff8400b3420 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff8400b3130 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff8400b33e0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff8400b2e80 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff8400b2e00 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff8400b2ed0 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff8400b3390 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff8400b3330 (__DATA_CONST,__const) non-external _err_codes_send
00007ff8400b30a0 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff8400b2ea0 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff8400b2e98 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff8400b2bd0 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff8400b2fe0 (__DATA_CONST,__const) non-external _err_codes_us
00007ff8400b31d0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff8400b35c0 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
00007ff8400b32c0 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff8400b28b0 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff8400b2930 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff8400b2590 (__DATA_CONST,__const) non-external _err_os_sub
00007ff8400b2630 (__DATA_CONST,__const) non-external _err_server_sub
00007ff8010898b0 (__TEXT,__const) non-external _err_us_sub
00007ff8400b29b0 (__DATA_CONST,__const) non-external _err_vm_sub
00007ff8400f6b68 (__DATA,__common) external _errno
00007ff801085baa (__TEXT,__text) external _etap_trace_thread
00007ff80106ef71 (__TEXT,__text) non-external _eth_rule_iterate
00007ff801073094 (__TEXT,__text) external _exc_server
00007ff801072d6d (__TEXT,__text) external _exc_server_routine
00007ff80107276c (__TEXT,__text) external _exception_raise
00007ff8010728b6 (__TEXT,__text) external _exception_raise_state
00007ff801072b09 (__TEXT,__text) external _exception_raise_state_identity
00007ff80106111c (__TEXT,__text) external _exchangedata
00007ff8010642ef (__TEXT,__text) external _exclaves_aoe_message_loop
00007ff8010642a1 (__TEXT,__text) external _exclaves_aoe_setup
00007ff8010642c6 (__TEXT,__text) external _exclaves_aoe_work_loop
00007ff801064054 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff80106407d (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
00007ff80106402c (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff801064003 (__TEXT,__text) external _exclaves_boot
00007ff801063def (__TEXT,__text) external _exclaves_endpoint_call
00007ff801063ed9 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff801063eab (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff801064153 (__TEXT,__text) external _exclaves_indicator_min_on_time
00007ff801063f14 (__TEXT,__text) external _exclaves_launch_conclave
00007ff801063f47 (__TEXT,__text) external _exclaves_lookup_service
00007ff801063f08 (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff801063f0e (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff801063f02 (__TEXT,__text) external _exclaves_named_buffer_create
00007ff8010641e0 (__TEXT,__text) external _exclaves_notification_create
00007ff801063e82 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff801063e54 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff8010640a7 (__TEXT,__text) external _exclaves_sensor_create
00007ff8010640d2 (__TEXT,__text) external _exclaves_sensor_start
00007ff801064128 (__TEXT,__text) external _exclaves_sensor_status
00007ff8010640fd (__TEXT,__text) external _exclaves_sensor_stop
00007ff80106a1e2 (__TEXT,__text) external _execve
00007ff801061134 (__TEXT,__text) external _faccessat
00007ff80106114c (__TEXT,__text) external _fchdir
00007ff801061164 (__TEXT,__text) external _fchflags
00007ff801068548 (__TEXT,__text) external _fchmod
00007ff80106117c (__TEXT,__text) external _fchmodat
00007ff801061194 (__TEXT,__text) external _fchown
00007ff8010611ac (__TEXT,__text) external _fchownat
00007ff8010611c4 (__TEXT,__text) external _fclonefileat
00007ff80106a7dd (__TEXT,__text) external _fcntl
00007ff80106a443 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff8010611dc (__TEXT,__text) external _fdatasync
00007ff8010611f4 (__TEXT,__text) external _ffsctl
00007ff80106120c (__TEXT,__text) external _fgetattrlist
00007ff801061224 (__TEXT,__text) external _fgetxattr
00007ff80106123c (__TEXT,__text) external _fhopen
00007ff801061254 (__TEXT,__text) external _fileport_makefd
00007ff80106126c (__TEXT,__text) external _fileport_makeport
00007ff801061284 (__TEXT,__text) external _flistxattr
00007ff80106129c (__TEXT,__text) external _flock
00007ff8010612b4 (__TEXT,__text) external _fmount
00007ff8010612cc (__TEXT,__text) external _fpathconf
00007ff8010638d5 (__TEXT,__text) non-external _fprintf_stderr
00007ff8010612e4 (__TEXT,__text) external _freadlink
00007ff8010612fc (__TEXT,__text) external _fremovexattr
00007ff80106da20 (__TEXT,__text) external _fs_snapshot_create
00007ff80106da6a (__TEXT,__text) external _fs_snapshot_delete
00007ff80106da37 (__TEXT,__text) external _fs_snapshot_list
00007ff80106dac7 (__TEXT,__text) external _fs_snapshot_mount
00007ff80106da81 (__TEXT,__text) external _fs_snapshot_rename
00007ff80106da99 (__TEXT,__text) external _fs_snapshot_revert
00007ff80106dab0 (__TEXT,__text) external _fs_snapshot_root
00007ff801061314 (__TEXT,__text) external _fsctl
00007ff80106132c (__TEXT,__text) external _fsetattrlist
00007ff801061344 (__TEXT,__text) external _fsetxattr
00007ff80106135c (__TEXT,__text) external _fsgetpath
00007ff801061374 (__TEXT,__text) external _fsgetpath_ext
00007ff80106138c (__TEXT,__text) external _fstat
00007ff80106138c (__TEXT,__text) external _fstat64
00007ff8010613a4 (__TEXT,__text) external _fstatat
00007ff8010613a4 (__TEXT,__text) external _fstatat64
00007ff8010613bc (__TEXT,__text) external _fstatfs
00007ff8010613bc (__TEXT,__text) external _fstatfs64
00007ff801068132 (__TEXT,__text) external _fstatfs_ext
00007ff8010613d4 (__TEXT,__text) external _fsync
00007ff80105fc18 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8010613ec (__TEXT,__text) external _ftruncate
00007ff801061404 (__TEXT,__text) external _funmount
00007ff801067ae8 (__TEXT,__text) external _futimens
00007ff80106141c (__TEXT,__text) external _futimes
00007ff8400f6998 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff80105fc30 (__TEXT,__text) external _getattrlist
00007ff801061434 (__TEXT,__text) external _getattrlistat
00007ff80106144c (__TEXT,__text) external _getattrlistbulk
00007ff801071d0e (__TEXT,__text) external _getaudit
00007ff801061464 (__TEXT,__text) external _getaudit_addr
00007ff80106147c (__TEXT,__text) external _getauid
00007ff801061494 (__TEXT,__text) external _getdirentries
00007ff8010614ac (__TEXT,__text) external _getdirentriesattr
00007ff8010614c4 (__TEXT,__text) external _getdtablesize
00007ff8010614dc (__TEXT,__text) external _getegid
00007ff8010614f4 (__TEXT,__text) external _getentropy
00007ff80106150c (__TEXT,__text) external _geteuid
00007ff801061524 (__TEXT,__text) external _getfh
00007ff80106153c (__TEXT,__text) external _getfsstat
00007ff80106153c (__TEXT,__text) external _getfsstat64
00007ff801061554 (__TEXT,__text) external _getgid
00007ff80106156c (__TEXT,__text) external _getgroups
00007ff8010676f0 (__TEXT,__text) external _gethostuuid
00007ff801065588 (__TEXT,__text) external _getiopolicy_np
00007ff801061584 (__TEXT,__text) external _getitimer
00007ff80105fc90 (__TEXT,__text) external _getpeername
00007ff80106159c (__TEXT,__text) external _getpgid
00007ff8010615b4 (__TEXT,__text) external _getpgrp
00007ff80105fca8 (__TEXT,__text) external _getpid
00007ff8010615cc (__TEXT,__text) external _getppid
00007ff8010615e4 (__TEXT,__text) external _getpriority
00007ff80106a9e8 (__TEXT,__text) external _getrlimit
00007ff8010615fc (__TEXT,__text) external _getrusage
00007ff80105fcf4 (__TEXT,__text) external _getsgroups_np
00007ff801061614 (__TEXT,__text) external _getsid
00007ff80105fd0c (__TEXT,__text) external _getsockname
00007ff80106162c (__TEXT,__text) external _getsockopt
00007ff801061644 (__TEXT,__text) external _getuid
00007ff80105fd7c (__TEXT,__text) external _getwgroups_np
00007ff80106165c (__TEXT,__text) external _getxattr
00007ff801061674 (__TEXT,__text) external _grab_pgo_data
00007ff80106168c (__TEXT,__text) external _graftdmg
00007ff8010616a4 (__TEXT,__text) external _guarded_close_np
00007ff8010616bc (__TEXT,__text) external _guarded_kqueue_np
00007ff801063995 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff801072042 (__TEXT,__text) external _guarded_open_np
00007ff8010616d4 (__TEXT,__text) external _guarded_pwrite_np
00007ff8010616ec (__TEXT,__text) external _guarded_write_np
00007ff801061704 (__TEXT,__text) external _guarded_writev_np
00007ff80108cfd0 (__TEXT,__cstring) non-external _hex
00007ff801063a4f (__TEXT,__text) external _host_check_multiuser_mode
00007ff801063a55 (__TEXT,__text) external _host_create_mach_voucher
00007ff80105f280 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff80107357e (__TEXT,__text) external _host_default_memory_manager
00007ff801074caf (__TEXT,__text) external _host_get_UNDServer
00007ff801063a38 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff801073102 (__TEXT,__text) external _host_get_boot_info
00007ff801073b48 (__TEXT,__text) external _host_get_clock_control
00007ff801075a60 (__TEXT,__text) external _host_get_clock_service
00007ff801074325 (__TEXT,__text) external _host_get_exception_ports
00007ff80107593e (__TEXT,__text) external _host_get_io_main
00007ff801063aa1 (__TEXT,__text) external _host_get_io_master
00007ff801063a49 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff801073ff4 (__TEXT,__text) external _host_get_special_port
00007ff801075203 (__TEXT,__text) external _host_info
00007ff8010753e9 (__TEXT,__text) external _host_kernel_version
00007ff8010764b1 (__TEXT,__text) external _host_lockgroup_info
00007ff801063d0b (__TEXT,__text) external _host_page_size
00007ff801073398 (__TEXT,__text) external _host_priv_statistics
00007ff8010757ee (__TEXT,__text) external _host_processor_info
00007ff801074a87 (__TEXT,__text) external _host_processor_set_priv
00007ff801074945 (__TEXT,__text) external _host_processor_sets
00007ff801073a06 (__TEXT,__text) external _host_processors
00007ff8010732aa (__TEXT,__text) external _host_reboot
00007ff801076c00 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff801076d64 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8010763b3 (__TEXT,__text) external _host_request_notification
00007ff801074f75 (__TEXT,__text) external _host_security_create_task_token
00007ff8010750f0 (__TEXT,__text) external _host_security_set_task_token
00007ff801065385 (__TEXT,__text) external _host_self
00007ff80105f124 (__TEXT,__text) external _host_self_trap
00007ff801074bb3 (__TEXT,__text) external _host_set_UNDServer
00007ff801076eac (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff80107421f (__TEXT,__text) external _host_set_exception_ports
00007ff801077179 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff801074121 (__TEXT,__text) external _host_set_special_port
00007ff8010761cd (__TEXT,__text) external _host_statistics
00007ff8010765fe (__TEXT,__text) external _host_statistics64
00007ff8010745a4 (__TEXT,__text) external _host_swap_exception_ports
00007ff801075cd3 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff801062304 (__TEXT,__text) external _i386_get_ldt
00007ff801062318 (__TEXT,__text) external _i386_set_ldt
00007ff8400f6970 (__DATA,__data) external _important_boost_assertion_token
00007ff80106eecc (__TEXT,__text) non-external _inet_rule_iterate
00007ff8400b4830 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff801063840 (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400f6960 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff8010637ab (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400f6958 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff801063716 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400f6950 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff80106aa58 (__TEXT,__text) external _ioctl
00007ff80106171c (__TEXT,__text) external _issetugid
00007ff801061734 (__TEXT,__text) external _kas_info
00007ff80106dc8e (__TEXT,__text) external _kdebug_is_enabled
00007ff80106de28 (__TEXT,__text) external _kdebug_signpost
00007ff80106decb (__TEXT,__text) external _kdebug_signpost_end
00007ff80106de30 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff80106debf (__TEXT,__text) external _kdebug_signpost_start
00007ff80106dceb (__TEXT,__text) external _kdebug_timestamp
00007ff80106dd26 (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff80106dd40 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff80106dd5a (__TEXT,__text) external _kdebug_trace
00007ff80106ddb3 (__TEXT,__text) external _kdebug_trace_string
00007ff80106dc27 (__TEXT,__text) external _kdebug_typefilter
00007ff8400f6b20 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff80106dcd8 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff80106174c (__TEXT,__text) external _kevent
00007ff801061764 (__TEXT,__text) external _kevent64
00007ff80106177c (__TEXT,__text) external _kevent_id
00007ff801061794 (__TEXT,__text) external _kevent_qos
00007ff801074dd1 (__TEXT,__text) external _kext_request
00007ff80106d7df (__TEXT,__text) external _kill
00007ff801073e91 (__TEXT,__text) external _kmod_control
00007ff801073c79 (__TEXT,__text) external _kmod_create
00007ff801073da3 (__TEXT,__text) external _kmod_destroy
00007ff801075b91 (__TEXT,__text) external _kmod_get_info
00007ff801071dd2 (__TEXT,__text) external _kpersona_alloc
00007ff801071e2e (__TEXT,__text) external _kpersona_dealloc
00007ff801071f1d (__TEXT,__text) external _kpersona_find
00007ff801071fb9 (__TEXT,__text) external _kpersona_find_by_type
00007ff801071e5e (__TEXT,__text) external _kpersona_get
00007ff801071e8b (__TEXT,__text) external _kpersona_getpath
00007ff801071ebb (__TEXT,__text) external _kpersona_info
00007ff801071e00 (__TEXT,__text) external _kpersona_palloc
00007ff801071eec (__TEXT,__text) external _kpersona_pidinfo
00007ff8010617ac (__TEXT,__text) external _kqueue
00007ff80105feb4 (__TEXT,__text) external _lchown
00007ff8010617c4 (__TEXT,__text) external _ledger
00007ff8010617dc (__TEXT,__text) external _link
00007ff8010617f4 (__TEXT,__text) external _linkat
00007ff80106180c (__TEXT,__text) external _lio_listio
00007ff80105fecc (__TEXT,__text) external _listen
00007ff801061824 (__TEXT,__text) external _listxattr
00007ff8010804c1 (__TEXT,__text) external _lock_set_create
00007ff8010805ee (__TEXT,__text) external _lock_set_destroy
00007ff801068543 (__TEXT,__text) external _log_data_as_kernel
00007ff80105fefc (__TEXT,__text) external _lseek
00007ff80106183c (__TEXT,__text) external _lstat
00007ff80106183c (__TEXT,__text) external _lstat64
00007ff80105f000 (__TEXT,__text) external _mach_absolute_time
00007ff8010676d8 (__TEXT,__text) external _mach_approximate_time
00007ff801067760 (__TEXT,__text) external _mach_boottime_usec
00007ff8010636a3 (__TEXT,__text) external _mach_continuous_approximate_time
00007ff80106367e (__TEXT,__text) external _mach_continuous_time
00007ff801063c7e (__TEXT,__text) external _mach_error
00007ff8400f6b38 (__DATA,__common) external _mach_error_full_diag
00007ff801063c67 (__TEXT,__text) external _mach_error_string
00007ff801063b70 (__TEXT,__text) non-external _mach_error_string_int
00007ff801063aa6 (__TEXT,__text) external _mach_error_type
00007ff8010889ff (__TEXT,__text) external _mach_eventlink_associate
00007ff8010887c7 (__TEXT,__text) external _mach_eventlink_create
00007ff80108891b (__TEXT,__text) external _mach_eventlink_destroy
00007ff801088b10 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff801067a71 (__TEXT,__text) external _mach_eventlink_signal
00007ff801067ab4 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff801067a80 (__TEXT,__text) external _mach_eventlink_wait_until
00007ff80105f1c0 (__TEXT,__text) external _mach_generate_activity_id
00007ff80106a650 (__TEXT,__text) external _mach_get_times
00007ff801065747 (__TEXT,__text) external _mach_host_self
00007ff801062ab8 (__TEXT,__text) external _mach_host_special_port_description
00007ff8400b23f0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff801062afa (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400f67d0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff801063d18 (__TEXT,__text) external _mach_init
00007ff8400f6af0 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff801063d35 (__TEXT,__text) non-external _mach_init_doit
00007ff80107c0c1 (__TEXT,__text) external _mach_make_memory_entry
00007ff801087c93 (__TEXT,__text) external _mach_make_memory_entry_64
00007ff801088436 (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff801088685 (__TEXT,__text) external _mach_memory_entry_get_page_counts
00007ff801088583 (__TEXT,__text) external _mach_memory_entry_ownership
00007ff801088306 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff801076f9a (__TEXT,__text) external _mach_memory_info
00007ff8010756a2 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff801076081 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff801064438 (__TEXT,__text) external _mach_msg
00007ff801064318 (__TEXT,__text) external _mach_msg2_internal
00007ff80105f1f0 (__TEXT,__text) external _mach_msg2_trap
00007ff80106473a (__TEXT,__text) external _mach_msg_destroy
00007ff801064878 (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff801064451 (__TEXT,__text) external _mach_msg_overwrite
00007ff80105f13c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff801064f4b (__TEXT,__text) external _mach_msg_priority_encode
00007ff801064f41 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff801064f85 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff801064f94 (__TEXT,__text) external _mach_msg_priority_qos
00007ff801064fa3 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff801064712 (__TEXT,__text) external _mach_msg_receive
00007ff8010646eb (__TEXT,__text) external _mach_msg_send
00007ff801064bf3 (__TEXT,__text) external _mach_msg_server
00007ff801064baf (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff801064f2f (__TEXT,__text) external _mach_msg_server_importance
00007ff80106493c (__TEXT,__text) external _mach_msg_server_once
00007ff80105f130 (__TEXT,__text) external _mach_msg_trap
00007ff80107d21a (__TEXT,__text) external _mach_notify_dead_name
00007ff80107d16e (__TEXT,__text) external _mach_notify_no_senders
00007ff80107d0ad (__TEXT,__text) external _mach_notify_port_deleted
00007ff80107d10e (__TEXT,__text) external _mach_notify_port_destroyed
00007ff80107d1cf (__TEXT,__text) external _mach_notify_send_once
00007ff801071063 (__TEXT,__text) external _mach_port_allocate
00007ff80107128f (__TEXT,__text) external _mach_port_allocate_full
00007ff80107105e (__TEXT,__text) external _mach_port_allocate_name
00007ff80107128a (__TEXT,__text) external _mach_port_allocate_qos
00007ff8010716a7 (__TEXT,__text) external _mach_port_assert_attributes
00007ff801071584 (__TEXT,__text) external _mach_port_construct
00007ff8010710aa (__TEXT,__text) external _mach_port_deallocate
00007ff8010710a5 (__TEXT,__text) external _mach_port_destroy
00007ff801071322 (__TEXT,__text) external _mach_port_destruct
00007ff801071491 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff80107150a (__TEXT,__text) external _mach_port_extract_member
00007ff80107121a (__TEXT,__text) external _mach_port_extract_right
00007ff801071224 (__TEXT,__text) external _mach_port_get_attributes
00007ff80107154a (__TEXT,__text) external _mach_port_get_context
00007ff8010710d5 (__TEXT,__text) external _mach_port_get_refs
00007ff8010716a2 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff801071127 (__TEXT,__text) external _mach_port_get_set_status
00007ff801071299 (__TEXT,__text) external _mach_port_get_srights
00007ff8010715c9 (__TEXT,__text) external _mach_port_guard
00007ff801071693 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8010714ca (__TEXT,__text) external _mach_port_insert_member
00007ff8010711d7 (__TEXT,__text) external _mach_port_insert_right
00007ff80107169d (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff801071496 (__TEXT,__text) external _mach_port_kernel_object
00007ff80107157a (__TEXT,__text) external _mach_port_kobject
00007ff80107157f (__TEXT,__text) external _mach_port_kobject_description
00007ff8010710da (__TEXT,__text) external _mach_port_mod_refs
00007ff80107112c (__TEXT,__text) external _mach_port_move_member
00007ff801071012 (__TEXT,__text) external _mach_port_names
00007ff80107111d (__TEXT,__text) external _mach_port_peek
00007ff801071059 (__TEXT,__text) external _mach_port_rename
00007ff80107116c (__TEXT,__text) external _mach_port_request_notification
00007ff801071285 (__TEXT,__text) external _mach_port_set_attributes
00007ff801071575 (__TEXT,__text) external _mach_port_set_context
00007ff801071122 (__TEXT,__text) external _mach_port_set_mscount
00007ff80107121f (__TEXT,__text) external _mach_port_set_seqno
00007ff8010712a3 (__TEXT,__text) external _mach_port_space_basic_info
00007ff80107129e (__TEXT,__text) external _mach_port_space_info
00007ff801071698 (__TEXT,__text) external _mach_port_swap_guard
00007ff801071017 (__TEXT,__text) external _mach_port_type
00007ff80107160c (__TEXT,__text) external _mach_port_unguard
00007ff80106780e (__TEXT,__text) external _mach_ports_lookup
00007ff8010677aa (__TEXT,__text) external _mach_ports_register
00007ff80105f100 (__TEXT,__text) external _mach_reply_port
00007ff8010657c1 (__TEXT,__text) external _mach_right_recv_construct
00007ff80106586e (__TEXT,__text) external _mach_right_recv_destruct
00007ff8010658cf (__TEXT,__text) external _mach_right_send_create
00007ff801065a24 (__TEXT,__text) external _mach_right_send_once_consume
00007ff8010659d6 (__TEXT,__text) external _mach_right_send_once_create
00007ff80106595d (__TEXT,__text) external _mach_right_send_release
00007ff801065911 (__TEXT,__text) external _mach_right_send_retain
00007ff8010713aa (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff80107143b (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff80106776e (__TEXT,__text) external _mach_task_is_self
00007ff80106574c (__TEXT,__text) external _mach_task_self
00007ff8400f71c8 (__DATA,__common) external _mach_task_self_
00007ff801062ace (__TEXT,__text) external _mach_task_special_port_description
00007ff8400b2510 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff801062b94 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400f68d0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff801065751 (__TEXT,__text) external _mach_thread_self
00007ff801062ae4 (__TEXT,__text) external _mach_thread_special_port_description
00007ff8400b2570 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff801062ba5 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400f6930 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff80106dbdc (__TEXT,__text) external _mach_timebase_info
00007ff8400f6b18 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff80105f2bc (__TEXT,__text) external _mach_timebase_info_trap
00007ff8010716ac (__TEXT,__text) external _mach_vm_allocate
00007ff80107b63b (__TEXT,__text) external _mach_vm_behavior_set
00007ff80107b33c (__TEXT,__text) external _mach_vm_copy
00007ff801071733 (__TEXT,__text) external _mach_vm_deallocate
00007ff80107c829 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
00007ff80107c976 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
00007ff80107cf70 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_query
00007ff80107cc04 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
00007ff80107ae8d (__TEXT,__text) external _mach_vm_inherit
00007ff80107b8a3 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff801071833 (__TEXT,__text) external _mach_vm_map
00007ff80107b550 (__TEXT,__text) external _mach_vm_msync
00007ff80107c353 (__TEXT,__text) external _mach_vm_page_info
00007ff80107bb44 (__TEXT,__text) external _mach_vm_page_query
00007ff80107c558 (__TEXT,__text) external _mach_vm_page_range_query
00007ff8010717a0 (__TEXT,__text) external _mach_vm_protect
00007ff801071ca1 (__TEXT,__text) external _mach_vm_purgable_control
00007ff80107ca9f (__TEXT,__text) external _mach_vm_range_create
00007ff801071a55 (__TEXT,__text) external _mach_vm_read
00007ff80107b0be (__TEXT,__text) external _mach_vm_read_list
00007ff80107b427 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff80106622a (__TEXT,__text) external _mach_vm_reclaim_copied_ring_free
00007ff801066257 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_query
00007ff8010660da (__TEXT,__text) external _mach_vm_reclaim_get_rings_for_task
00007ff801066049 (__TEXT,__text) external _mach_vm_reclaim_is_reusable
00007ff801065f6f (__TEXT,__text) external _mach_vm_reclaim_query_state
00007ff801065aa5 (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
00007ff801066052 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
00007ff80106617c (__TEXT,__text) external _mach_vm_reclaim_ring_copy
00007ff801066070 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
00007ff801065b4e (__TEXT,__text) external _mach_vm_reclaim_ring_resize
00007ff801065be0 (__TEXT,__text) external _mach_vm_reclaim_round_capacity
00007ff801065dc0 (__TEXT,__text) external _mach_vm_reclaim_try_cancel
00007ff801065c20 (__TEXT,__text) external _mach_vm_reclaim_try_enter
00007ff801065fc5 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff80105f274 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting_trap
00007ff80107beb0 (__TEXT,__text) external _mach_vm_region
00007ff80107bc8c (__TEXT,__text) external _mach_vm_region_recurse
00007ff801071927 (__TEXT,__text) external _mach_vm_remap
00007ff8010719be (__TEXT,__text) external _mach_vm_remap_new
00007ff801071cf0 (__TEXT,__text) external _mach_vm_tag_describe
