00000001cf926f04 (__TEXT,__text) external _CGLGetCurrentContext
00000001cf925018 (__TEXT,__text) external _glGetQueryObjectivARB
00000001cf922ca0 (__TEXT,__text) external _glGetQueryObjectui64v
00000001cf9267f0 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00000001cf920e38 (__TEXT,__text) external _glGetQueryObjectuiv
00000001cf925038 (__TEXT,__text) external _glGetQueryObjectuivARB
00000001cf920df8 (__TEXT,__text) external _glGetQueryiv
00000001cf924ff8 (__TEXT,__text) external _glGetQueryivARB
00000001cf921c50 (__TEXT,__text) external _glGetRenderbufferParameteriv
00000001cf925e2c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000001cf922c24 (__TEXT,__text) external _glGetSamplerParameterIiv
00000001cf922c44 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000001cf922c04 (__TEXT,__text) external _glGetSamplerParameterfv
00000001cf922be4 (__TEXT,__text) external _glGetSamplerParameteriv
00000001cf9200e0 (__TEXT,__text) external _glGetSeparableFilter
00000001cf9218e4 (__TEXT,__text) external _glGetShaderInfoLog
00000001cf9233dc (__TEXT,__text) external _glGetShaderPrecisionFormat
00000001cf9219c8 (__TEXT,__text) external _glGetShaderSource
00000001cf925624 (__TEXT,__text) external _glGetShaderSourceARB
00000001cf921880 (__TEXT,__text) external _glGetShaderiv
00000001cf91e534 (__TEXT,__text) external _glGetString
00000001cf922624 (__TEXT,__text) external _glGetStringi
00000001cf92309c (__TEXT,__text) external _glGetSubroutineIndex
00000001cf92307c (__TEXT,__text) external _glGetSubroutineUniformLocation
00000001cf922958 (__TEXT,__text) external _glGetSynciv
00000001cf91e54c (__TEXT,__text) external _glGetTexEnvfv
00000001cf91e56c (__TEXT,__text) external _glGetTexEnviv
00000001cf91e58c (__TEXT,__text) external _glGetTexGendv
00000001cf91e5ac (__TEXT,__text) external _glGetTexGenfv
00000001cf91e5cc (__TEXT,__text) external _glGetTexGeniv
00000001cf91e5ec (__TEXT,__text) external _glGetTexImage
00000001cf91e614 (__TEXT,__text) external _glGetTexLevelParameterfv
00000001cf91e638 (__TEXT,__text) external _glGetTexLevelParameteriv
00000001cf922564 (__TEXT,__text) external _glGetTexParameterIiv
00000001cf9266fc (__TEXT,__text) external _glGetTexParameterIivEXT
00000001cf922584 (__TEXT,__text) external _glGetTexParameterIuiv
00000001cf92671c (__TEXT,__text) external _glGetTexParameterIuivEXT
00000001cf9269cc (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000001cf91e65c (__TEXT,__text) external _glGetTexParameterfv
00000001cf91e67c (__TEXT,__text) external _glGetTexParameteriv
00000001cf92207c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000001cf926180 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000001cf9226dc (__TEXT,__text) external _glGetUniformBlockIndex
00000001cf926210 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000001cf922668 (__TEXT,__text) external _glGetUniformIndices
00000001cf92192c (__TEXT,__text) external _glGetUniformLocation
00000001cf925598 (__TEXT,__text) external _glGetUniformLocationARB
00000001cf92622c (__TEXT,__text) external _glGetUniformOffsetEXT
00000001cf92315c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000001cf92305c (__TEXT,__text) external _glGetUniformdv
00000001cf921980 (__TEXT,__text) external _glGetUniformfv
00000001cf9255e4 (__TEXT,__text) external _glGetUniformfvARB
00000001cf9219a4 (__TEXT,__text) external _glGetUniformiv
00000001cf925604 (__TEXT,__text) external _glGetUniformivARB
00000001cf9223c0 (__TEXT,__text) external _glGetUniformuiv
00000001cf926618 (__TEXT,__text) external _glGetUniformuivEXT
00000001cf922120 (__TEXT,__text) external _glGetVertexAttribIiv
00000001cf9264d0 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000001cf922140 (__TEXT,__text) external _glGetVertexAttribIuiv
00000001cf9264f0 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000001cf923dcc (__TEXT,__text) external _glGetVertexAttribLdv
00000001cf921470 (__TEXT,__text) external _glGetVertexAttribPointerv
00000001cf924438 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000001cf921410 (__TEXT,__text) external _glGetVertexAttribdv
00000001cf9243d8 (__TEXT,__text) external _glGetVertexAttribdvARB
00000001cf921430 (__TEXT,__text) external _glGetVertexAttribfv
00000001cf9243f8 (__TEXT,__text) external _glGetVertexAttribfvARB
00000001cf921450 (__TEXT,__text) external _glGetVertexAttribiv
00000001cf924418 (__TEXT,__text) external _glGetVertexAttribivARB
00000001cf91e69c (__TEXT,__text) external _glHint
00000001cf920230 (__TEXT,__text) external _glHistogram
00000001cf91e6b8 (__TEXT,__text) external _glIndexMask
00000001cf91e6d0 (__TEXT,__text) external _glIndexPointer
00000001cf91e6f0 (__TEXT,__text) external _glIndexd
00000001cf91e704 (__TEXT,__text) external _glIndexdv
00000001cf91e71c (__TEXT,__text) external _glIndexf
00000001cf91e730 (__TEXT,__text) external _glIndexfv
00000001cf91e748 (__TEXT,__text) external _glIndexi
00000001cf91e760 (__TEXT,__text) external _glIndexiv
00000001cf91e778 (__TEXT,__text) external _glIndexs
00000001cf91e790 (__TEXT,__text) external _glIndexsv
00000001cf91e7a8 (__TEXT,__text) external _glIndexub
00000001cf91e7c0 (__TEXT,__text) external _glIndexubv
00000001cf91e7d8 (__TEXT,__text) external _glInitNames
00000001cf92685c (__TEXT,__text) external _glInsertEventMarkerEXT
00000001cf91e7ec (__TEXT,__text) external _glInterleavedArrays
00000001cf920eac (__TEXT,__text) external _glIsBuffer
00000001cf9250ac (__TEXT,__text) external _glIsBufferARB
00000001cf91e80c (__TEXT,__text) external _glIsEnabled
00000001cf92679c (__TEXT,__text) external _glIsEnabledIndexedEXT
00000001cf921fc8 (__TEXT,__text) external _glIsEnabledi
00000001cf926a3c (__TEXT,__text) external _glIsFenceAPPLE
00000001cf921c70 (__TEXT,__text) external _glIsFramebuffer
00000001cf925e4c (__TEXT,__text) external _glIsFramebufferEXT
00000001cf91e824 (__TEXT,__text) external _glIsList
00000001cf925854 (__TEXT,__text) external _glIsNamedStringARB
00000001cf921868 (__TEXT,__text) external _glIsProgram
00000001cf923f70 (__TEXT,__text) external _glIsProgramARB
00000001cf923540 (__TEXT,__text) external _glIsProgramPipeline
00000001cf920dac (__TEXT,__text) external _glIsQuery
00000001cf924fac (__TEXT,__text) external _glIsQueryARB
00000001cf921bc0 (__TEXT,__text) external _glIsRenderbuffer
00000001cf925d9c (__TEXT,__text) external _glIsRenderbufferEXT
00000001cf922af4 (__TEXT,__text) external _glIsSampler
00000001cf921850 (__TEXT,__text) external _glIsShader
00000001cf9228cc (__TEXT,__text) external _glIsSync
00000001cf91e83c (__TEXT,__text) external _glIsTexture
00000001cf92322c (__TEXT,__text) external _glIsTransformFeedback
00000001cf921f10 (__TEXT,__text) external _glIsVertexArray
00000001cf926b60 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000001cf9268e0 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000001cf926810 (__TEXT,__text) external _glLabelObjectEXT
00000001cf926d40 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000001cf91e854 (__TEXT,__text) external _glLightModelf
00000001cf91e86c (__TEXT,__text) external _glLightModelfv
00000001cf91e888 (__TEXT,__text) external _glLightModeli
00000001cf91e8a4 (__TEXT,__text) external _glLightModeliv
00000001cf91e8c0 (__TEXT,__text) external _glLightf
00000001cf91e8dc (__TEXT,__text) external _glLightfv
00000001cf91e8fc (__TEXT,__text) external _glLighti
00000001cf91e91c (__TEXT,__text) external _glLightiv
00000001cf91e93c (__TEXT,__text) external _glLineStipple
00000001cf91e958 (__TEXT,__text) external _glLineWidth
00000001cf92158c (__TEXT,__text) external _glLinkProgram
00000001cf925274 (__TEXT,__text) external _glLinkProgramARB
00000001cf91e96c (__TEXT,__text) external _glListBase
00000001cf91e984 (__TEXT,__text) external _glLoadIdentity
00000001cf91e998 (__TEXT,__text) external _glLoadMatrixd
00000001cf91e9b0 (__TEXT,__text) external _glLoadMatrixf
00000001cf91e9c8 (__TEXT,__text) external _glLoadName
00000001cf920664 (__TEXT,__text) external _glLoadTransposeMatrixd
00000001cf924b50 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000001cf92067c (__TEXT,__text) external _glLoadTransposeMatrixf
00000001cf924b68 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000001cf92595c (__TEXT,__text) external _glLockArraysEXT
00000001cf91e9e0 (__TEXT,__text) external _glLogicOp
00000001cf91e9f8 (__TEXT,__text) external _glMap1d
00000001cf91ea1c (__TEXT,__text) external _glMap1f
00000001cf91ea40 (__TEXT,__text) external _glMap2d
00000001cf91ea6c (__TEXT,__text) external _glMap2f
00000001cf920f30 (__TEXT,__text) external _glMapBuffer
00000001cf925130 (__TEXT,__text) external _glMapBufferARB
00000001cf921e7c (__TEXT,__text) external _glMapBufferRange
00000001cf91ea98 (__TEXT,__text) external _glMapGrid1d
00000001cf91eab0 (__TEXT,__text) external _glMapGrid1f
00000001cf91eac8 (__TEXT,__text) external _glMapGrid2d
00000001cf91eae4 (__TEXT,__text) external _glMapGrid2f
00000001cf9268fc (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000001cf926924 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000001cf92694c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000001cf92697c (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000001cf91eb00 (__TEXT,__text) external _glMaterialf
00000001cf91eb1c (__TEXT,__text) external _glMaterialfv
00000001cf91eb3c (__TEXT,__text) external _glMateriali
00000001cf91eb5c (__TEXT,__text) external _glMaterialiv
00000001cf91eb7c (__TEXT,__text) external _glMatrixMode
00000001cf923308 (__TEXT,__text) external _glMinSampleShading
00000001cf925754 (__TEXT,__text) external _glMinSampleShadingARB
00000001cf920254 (__TEXT,__text) external _glMinmax
00000001cf91eb94 (__TEXT,__text) external _glMultMatrixd
00000001cf91ebac (__TEXT,__text) external _glMultMatrixf
00000001cf920694 (__TEXT,__text) external _glMultTransposeMatrixd
00000001cf924b80 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000001cf9206ac (__TEXT,__text) external _glMultTransposeMatrixf
00000001cf924b98 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000001cf920ba0 (__TEXT,__text) external _glMultiDrawArrays
00000001cf925d08 (__TEXT,__text) external _glMultiDrawArraysEXT
00000001cf926bdc (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000001cf920bc4 (__TEXT,__text) external _glMultiDrawElements
00000001cf92286c (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000001cf925d2c (__TEXT,__text) external _glMultiDrawElementsEXT
00000001cf926d60 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000001cf926d88 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000001cf926c00 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000001cf9202d4 (__TEXT,__text) external _glMultiTexCoord1d
00000001cf9247c0 (__TEXT,__text) external _glMultiTexCoord1dARB
00000001cf9202ec (__TEXT,__text) external _glMultiTexCoord1dv
00000001cf9247d8 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000001cf920308 (__TEXT,__text) external _glMultiTexCoord1f
00000001cf9247f4 (__TEXT,__text) external _glMultiTexCoord1fARB
00000001cf920320 (__TEXT,__text) external _glMultiTexCoord1fv
00000001cf92480c (__TEXT,__text) external _glMultiTexCoord1fvARB
00000001cf92033c (__TEXT,__text) external _glMultiTexCoord1i
00000001cf924828 (__TEXT,__text) external _glMultiTexCoord1iARB
00000001cf920358 (__TEXT,__text) external _glMultiTexCoord1iv
00000001cf924844 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000001cf920374 (__TEXT,__text) external _glMultiTexCoord1s
00000001cf924860 (__TEXT,__text) external _glMultiTexCoord1sARB
00000001cf920390 (__TEXT,__text) external _glMultiTexCoord1sv
00000001cf92487c (__TEXT,__text) external _glMultiTexCoord1svARB
00000001cf9203ac (__TEXT,__text) external _glMultiTexCoord2d
00000001cf924898 (__TEXT,__text) external _glMultiTexCoord2dARB
00000001cf9203c4 (__TEXT,__text) external _glMultiTexCoord2dv
00000001cf9248b0 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000001cf9203e0 (__TEXT,__text) external _glMultiTexCoord2f
00000001cf9248cc (__TEXT,__text) external _glMultiTexCoord2fARB
00000001cf9203f8 (__TEXT,__text) external _glMultiTexCoord2fv
00000001cf9248e4 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000001cf920414 (__TEXT,__text) external _glMultiTexCoord2i
00000001cf924900 (__TEXT,__text) external _glMultiTexCoord2iARB
00000001cf920434 (__TEXT,__text) external _glMultiTexCoord2iv
00000001cf924920 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000001cf920450 (__TEXT,__text) external _glMultiTexCoord2s
00000001cf92493c (__TEXT,__text) external _glMultiTexCoord2sARB
00000001cf920470 (__TEXT,__text) external _glMultiTexCoord2sv
00000001cf92495c (__TEXT,__text) external _glMultiTexCoord2svARB
00000001cf92048c (__TEXT,__text) external _glMultiTexCoord3d
00000001cf924978 (__TEXT,__text) external _glMultiTexCoord3dARB
00000001cf9204a4 (__TEXT,__text) external _glMultiTexCoord3dv
00000001cf924990 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000001cf9204c0 (__TEXT,__text) external _glMultiTexCoord3f
00000001cf9249ac (__TEXT,__text) external _glMultiTexCoord3fARB
00000001cf9204d8 (__TEXT,__text) external _glMultiTexCoord3fv
00000001cf9249c4 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000001cf9204f4 (__TEXT,__text) external _glMultiTexCoord3i
00000001cf9249e0 (__TEXT,__text) external _glMultiTexCoord3iARB
00000001cf920518 (__TEXT,__text) external _glMultiTexCoord3iv
00000001cf924a04 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000001cf920534 (__TEXT,__text) external _glMultiTexCoord3s
00000001cf924a20 (__TEXT,__text) external _glMultiTexCoord3sARB
00000001cf920558 (__TEXT,__text) external _glMultiTexCoord3sv
00000001cf924a44 (__TEXT,__text) external _glMultiTexCoord3svARB
00000001cf920574 (__TEXT,__text) external _glMultiTexCoord4d
00000001cf924a60 (__TEXT,__text) external _glMultiTexCoord4dARB
00000001cf92058c (__TEXT,__text) external _glMultiTexCoord4dv
00000001cf924a78 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000001cf9205a8 (__TEXT,__text) external _glMultiTexCoord4f
00000001cf924a94 (__TEXT,__text) external _glMultiTexCoord4fARB
00000001cf9205c0 (__TEXT,__text) external _glMultiTexCoord4fv
00000001cf924aac (__TEXT,__text) external _glMultiTexCoord4fvARB
00000001cf9205dc (__TEXT,__text) external _glMultiTexCoord4i
00000001cf924ac8 (__TEXT,__text) external _glMultiTexCoord4iARB
00000001cf920604 (__TEXT,__text) external _glMultiTexCoord4iv
00000001cf924af0 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000001cf920620 (__TEXT,__text) external _glMultiTexCoord4s
00000001cf924b0c (__TEXT,__text) external _glMultiTexCoord4sARB
00000001cf920648 (__TEXT,__text) external _glMultiTexCoord4sv
00000001cf924b34 (__TEXT,__text) external _glMultiTexCoord4svARB
00000001cf9257ec (__TEXT,__text) external _glNamedStringARB
00000001cf91ebc4 (__TEXT,__text) external _glNewList
00000001cf91ebe0 (__TEXT,__text) external _glNormal3b
00000001cf91ec00 (__TEXT,__text) external _glNormal3bv
00000001cf91ec18 (__TEXT,__text) external _glNormal3d
00000001cf91ec2c (__TEXT,__text) external _glNormal3dv
00000001cf91ec44 (__TEXT,__text) external _glNormal3f
00000001cf91ec58 (__TEXT,__text) external _glNormal3fv
00000001cf91ec70 (__TEXT,__text) external _glNormal3i
00000001cf91ec90 (__TEXT,__text) external _glNormal3iv
00000001cf91eca8 (__TEXT,__text) external _glNormal3s
00000001cf91ecc8 (__TEXT,__text) external _glNormal3sv
00000001cf91ece0 (__TEXT,__text) external _glNormalPointer
00000001cf926ca8 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000001cf926cc8 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000001cf91ed00 (__TEXT,__text) external _glOrtho
00000001cf926e18 (__TEXT,__text) external _glPNTrianglesfATI
00000001cf926e20 (__TEXT,__text) external _glPNTrianglesfATIX
00000001cf926e14 (__TEXT,__text) external _glPNTrianglesiATI
00000001cf926e1c (__TEXT,__text) external _glPNTrianglesiATIX
00000001cf91ed14 (__TEXT,__text) external _glPassThrough
00000001cf9231bc (__TEXT,__text) external _glPatchParameterfv
00000001cf9231a0 (__TEXT,__text) external _glPatchParameteri
00000001cf923244 (__TEXT,__text) external _glPauseTransformFeedback
00000001cf91ed28 (__TEXT,__text) external _glPixelMapfv
00000001cf91ed48 (__TEXT,__text) external _glPixelMapuiv
00000001cf91ed68 (__TEXT,__text) external _glPixelMapusv
00000001cf91ed88 (__TEXT,__text) external _glPixelStoref
00000001cf91eda0 (__TEXT,__text) external _glPixelStorei
00000001cf91edbc (__TEXT,__text) external _glPixelTransferf
00000001cf91edd4 (__TEXT,__text) external _glPixelTransferi
00000001cf91edf0 (__TEXT,__text) external _glPixelZoom
00000001cf920b10 (__TEXT,__text) external _glPointParameterf
00000001cf924db8 (__TEXT,__text) external _glPointParameterfARB
00000001cf920b28 (__TEXT,__text) external _glPointParameterfv
00000001cf924dd0 (__TEXT,__text) external _glPointParameterfvARB
00000001cf920b44 (__TEXT,__text) external _glPointParameteri
00000001cf926e54 (__TEXT,__text) external _glPointParameteriNV
00000001cf920b60 (__TEXT,__text) external _glPointParameteriv
00000001cf926e70 (__TEXT,__text) external _glPointParameterivNV
00000001cf91ee04 (__TEXT,__text) external _glPointSize
00000001cf926d0c (__TEXT,__text) external _glPointSizePointerAPPLE
00000001cf91ee18 (__TEXT,__text) external _glPolygonMode
00000001cf91ee34 (__TEXT,__text) external _glPolygonOffset
00000001cf91ee48 (__TEXT,__text) external _glPolygonStipple
00000001cf91ee60 (__TEXT,__text) external _glPopAttrib
00000001cf91ee74 (__TEXT,__text) external _glPopClientAttrib
00000001cf926894 (__TEXT,__text) external _glPopGroupMarkerEXT
00000001cf91ee88 (__TEXT,__text) external _glPopMatrix
00000001cf91ee9c (__TEXT,__text) external _glPopName
00000001cf9227d0 (__TEXT,__text) external _glPrimitiveRestartIndex
00000001cf91eeb0 (__TEXT,__text) external _glPrioritizeTextures
00000001cf923450 (__TEXT,__text) external _glProgramBinary
00000001cf924458 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000001cf924474 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000001cf924494 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000001cf9244b0 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000001cf924548 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000001cf9244d0 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000001cf9244ec (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000001cf92450c (__TEXT,__text) external _glProgramLocalParameter4fARB
00000001cf924528 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000001cf92456c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000001cf923474 (__TEXT,__text) external _glProgramParameteri
00000001cf926030 (__TEXT,__text) external _glProgramParameteriEXT
00000001cf924610 (__TEXT,__text) external _glProgramStringARB
00000001cf923a6c (__TEXT,__text) external _glProgramUniform1d
00000001cf923adc (__TEXT,__text) external _glProgramUniform1dv
00000001cf92364c (__TEXT,__text) external _glProgramUniform1f
00000001cf92374c (__TEXT,__text) external _glProgramUniform1fv
00000001cf9235b4 (__TEXT,__text) external _glProgramUniform1i
00000001cf9236bc (__TEXT,__text) external _glProgramUniform1iv
00000001cf923854 (__TEXT,__text) external _glProgramUniform1ui
00000001cf9238ec (__TEXT,__text) external _glProgramUniform1uiv
00000001cf923a88 (__TEXT,__text) external _glProgramUniform2d
00000001cf923b00 (__TEXT,__text) external _glProgramUniform2dv
00000001cf923668 (__TEXT,__text) external _glProgramUniform2f
00000001cf923770 (__TEXT,__text) external _glProgramUniform2fv
00000001cf9235d4 (__TEXT,__text) external _glProgramUniform2i
00000001cf9236e0 (__TEXT,__text) external _glProgramUniform2iv
00000001cf923874 (__TEXT,__text) external _glProgramUniform2ui
00000001cf923910 (__TEXT,__text) external _glProgramUniform2uiv
00000001cf923aa4 (__TEXT,__text) external _glProgramUniform3d
00000001cf923b24 (__TEXT,__text) external _glProgramUniform3dv
00000001cf923684 (__TEXT,__text) external _glProgramUniform3f
00000001cf923794 (__TEXT,__text) external _glProgramUniform3fv
00000001cf9235f8 (__TEXT,__text) external _glProgramUniform3i
00000001cf923704 (__TEXT,__text) external _glProgramUniform3iv
00000001cf923898 (__TEXT,__text) external _glProgramUniform3ui
00000001cf923934 (__TEXT,__text) external _glProgramUniform3uiv
00000001cf923ac0 (__TEXT,__text) external _glProgramUniform4d
00000001cf923b48 (__TEXT,__text) external _glProgramUniform4dv
00000001cf9236a0 (__TEXT,__text) external _glProgramUniform4f
00000001cf9237b8 (__TEXT,__text) external _glProgramUniform4fv
00000001cf923620 (__TEXT,__text) external _glProgramUniform4i
00000001cf923728 (__TEXT,__text) external _glProgramUniform4iv
00000001cf9238c0 (__TEXT,__text) external _glProgramUniform4ui
00000001cf923958 (__TEXT,__text) external _glProgramUniform4uiv
00000001cf923b6c (__TEXT,__text) external _glProgramUniformMatrix2dv
00000001cf9237dc (__TEXT,__text) external _glProgramUniformMatrix2fv
00000001cf923be4 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000001cf92397c (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000001cf923c34 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000001cf9239cc (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000001cf923b94 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000001cf923804 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000001cf923c0c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000001cf9239a4 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000001cf923c84 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000001cf923a1c (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000001cf923bbc (__TEXT,__text) external _glProgramUniformMatrix4dv
00000001cf92382c (__TEXT,__text) external _glProgramUniformMatrix4fv
00000001cf923c5c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000001cf9239f4 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000001cf923cac (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000001cf923a44 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000001cf922898 (__TEXT,__text) external _glProvokingVertex
00000001cf9267b8 (__TEXT,__text) external _glProvokingVertexEXT
00000001cf91eed0 (__TEXT,__text) external _glPushAttrib
00000001cf91eee8 (__TEXT,__text) external _glPushClientAttrib
00000001cf926878 (__TEXT,__text) external _glPushGroupMarkerEXT
00000001cf91ef00 (__TEXT,__text) external _glPushMatrix
00000001cf91ef14 (__TEXT,__text) external _glPushName
00000001cf922c64 (__TEXT,__text) external _glQueryCounter
00000001cf91ef2c (__TEXT,__text) external _glRasterPos2d
00000001cf91ef40 (__TEXT,__text) external _glRasterPos2dv
00000001cf91ef58 (__TEXT,__text) external _glRasterPos2f
00000001cf91ef6c (__TEXT,__text) external _glRasterPos2fv
00000001cf91ef84 (__TEXT,__text) external _glRasterPos2i
00000001cf91efa0 (__TEXT,__text) external _glRasterPos2iv
00000001cf91efb8 (__TEXT,__text) external _glRasterPos2s
00000001cf91efd4 (__TEXT,__text) external _glRasterPos2sv
00000001cf91efec (__TEXT,__text) external _glRasterPos3d
00000001cf91f000 (__TEXT,__text) external _glRasterPos3dv
00000001cf91f018 (__TEXT,__text) external _glRasterPos3f
00000001cf91f02c (__TEXT,__text) external _glRasterPos3fv
00000001cf91f044 (__TEXT,__text) external _glRasterPos3i
00000001cf91f064 (__TEXT,__text) external _glRasterPos3iv
00000001cf91f07c (__TEXT,__text) external _glRasterPos3s
00000001cf91f09c (__TEXT,__text) external _glRasterPos3sv
00000001cf91f0b4 (__TEXT,__text) external _glRasterPos4d
00000001cf91f0c8 (__TEXT,__text) external _glRasterPos4dv
00000001cf91f0e0 (__TEXT,__text) external _glRasterPos4f
00000001cf91f0f4 (__TEXT,__text) external _glRasterPos4fv
00000001cf91f10c (__TEXT,__text) external _glRasterPos4i
00000001cf91f130 (__TEXT,__text) external _glRasterPos4iv
00000001cf91f148 (__TEXT,__text) external _glRasterPos4s
00000001cf91f16c (__TEXT,__text) external _glRasterPos4sv
00000001cf91f184 (__TEXT,__text) external _glReadBuffer
00000001cf91f19c (__TEXT,__text) external _glReadPixels
00000001cf91f1cc (__TEXT,__text) external _glRectd
00000001cf91f1e0 (__TEXT,__text) external _glRectdv
00000001cf91f1fc (__TEXT,__text) external _glRectf
00000001cf91f210 (__TEXT,__text) external _glRectfv
00000001cf91f22c (__TEXT,__text) external _glRecti
00000001cf91f250 (__TEXT,__text) external _glRectiv
00000001cf91f26c (__TEXT,__text) external _glRects
00000001cf91f290 (__TEXT,__text) external _glRectsv
00000001cf9233a0 (__TEXT,__text) external _glReleaseShaderCompiler
00000001cf91f2ac (__TEXT,__text) external _glRenderMode
00000001cf921c2c (__TEXT,__text) external _glRenderbufferStorage
00000001cf925e08 (__TEXT,__text) external _glRenderbufferStorageEXT
00000001cf921e2c (__TEXT,__text) external _glRenderbufferStorageMultisample
00000001cf926008 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000001cf920274 (__TEXT,__text) external _glResetHistogram
00000001cf92028c (__TEXT,__text) external _glResetMinmax
00000001cf923258 (__TEXT,__text) external _glResumeTransformFeedback
00000001cf91f2c4 (__TEXT,__text) external _glRotated
00000001cf91f2d8 (__TEXT,__text) external _glRotatef
00000001cf9208b4 (__TEXT,__text) external _glSampleCoverage
00000001cf924da0 (__TEXT,__text) external _glSampleCoverageARB
00000001cf9229fc (__TEXT,__text) external _glSampleMaski
00000001cf926ee0 (__TEXT,__text) external _glSamplePass
00000001cf926edc (__TEXT,__text) external _glSamplePassARB
00000001cf922ba4 (__TEXT,__text) external _glSamplerParameterIiv
00000001cf922bc4 (__TEXT,__text) external _glSamplerParameterIuiv
00000001cf922b68 (__TEXT,__text) external _glSamplerParameterf
00000001cf922b84 (__TEXT,__text) external _glSamplerParameterfv
00000001cf922b28 (__TEXT,__text) external _glSamplerParameteri
00000001cf922b48 (__TEXT,__text) external _glSamplerParameteriv
00000001cf91f2ec (__TEXT,__text) external _glScaled
00000001cf91f300 (__TEXT,__text) external _glScalef
00000001cf91f314 (__TEXT,__text) external _glScissor
00000001cf923e40 (__TEXT,__text) external _glScissorArrayv
00000001cf923e60 (__TEXT,__text) external _glScissorIndexed
00000001cf923e88 (__TEXT,__text) external _glScissorIndexedv
00000001cf920944 (__TEXT,__text) external _glSecondaryColor3b
00000001cf925a74 (__TEXT,__text) external _glSecondaryColor3bEXT
00000001cf920964 (__TEXT,__text) external _glSecondaryColor3bv
00000001cf925a94 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001cf92097c (__TEXT,__text) external _glSecondaryColor3d
00000001cf925aac (__TEXT,__text) external _glSecondaryColor3dEXT
00000001cf920990 (__TEXT,__text) external _glSecondaryColor3dv
00000001cf925ac0 (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001cf9209a8 (__TEXT,__text) external _glSecondaryColor3f
00000001cf925ad8 (__TEXT,__text) external _glSecondaryColor3fEXT
