                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
000000018050316c (__TEXT,__text) non-external _LI_get_thread_info
000000018050ff04 (__TEXT,__text) non-external _cache_alias_byname
000000018050fe34 (__TEXT,__text) non-external _cache_close
0000000180501954 (__TEXT,__text) non-external _cache_fetch_item
000000018050d73c (__TEXT,__text) non-external _cache_fetch_list
000000018050d734 (__TEXT,__text) non-external _cache_fs_all
000000018050ffd4 (__TEXT,__text) non-external _cache_fs_byfile
000000018050ffc0 (__TEXT,__text) non-external _cache_fs_byspec
000000018050fee8 (__TEXT,__text) non-external _cache_group_all
00000001805037ec (__TEXT,__text) non-external _cache_group_bygid
0000000180507d60 (__TEXT,__text) non-external _cache_group_byname
000000018050fef0 (__TEXT,__text) non-external _cache_grouplist
000000018050ff20 (__TEXT,__text) non-external _cache_host_all
000000018050c7a0 (__TEXT,__text) non-external _cache_host_byaddr
000000018050b1c0 (__TEXT,__text) non-external _cache_host_byname
00000001e9888740 (__DATA,__bss) non-external _cache_lock
0000000180510010 (__TEXT,__text) non-external _cache_mac_all
000000018050fffc (__TEXT,__text) non-external _cache_mac_bymac
000000018050ffe8 (__TEXT,__text) non-external _cache_mac_byname
0000000180510018 (__TEXT,__text) non-external _cache_nameinfo
000000018050ff50 (__TEXT,__text) non-external _cache_network_all
000000018050ff3c (__TEXT,__text) non-external _cache_network_byaddr
000000018050ff28 (__TEXT,__text) non-external _cache_network_byname
000000018050ff88 (__TEXT,__text) non-external _cache_protocol_all
000000018050ff60 (__TEXT,__text) non-external _cache_protocol_byname
000000018050ff74 (__TEXT,__text) non-external _cache_protocol_bynumber
000000018050ffb8 (__TEXT,__text) non-external _cache_rpc_all
000000018050ff90 (__TEXT,__text) non-external _cache_rpc_byname
000000018050ffa4 (__TEXT,__text) non-external _cache_rpc_bynumber
000000018050ff58 (__TEXT,__text) non-external _cache_service_all
0000000180506594 (__TEXT,__text) non-external _cache_service_byname
000000018050d250 (__TEXT,__text) non-external _cache_service_byport
00000001e9888780 (__DATA,__bss) non-external _cache_timeout
000000018050fee0 (__TEXT,__text) non-external _cache_user_all
0000000180506438 (__TEXT,__text) non-external _cache_user_byname
0000000180501940 (__TEXT,__text) non-external _cache_user_byuid
00000001ecfc41d0 (__AUTH,__data) non-external _client_ops
0000000180522150 (__TEXT,__text) external _clnt_broadcast
000000018051ce40 (__TEXT,__text) external _clnt_create
000000018051d568 (__TEXT,__text) external _clnt_pcreateerror
000000018051d2e8 (__TEXT,__text) external _clnt_perrno
000000018051d2a8 (__TEXT,__text) external _clnt_perror
000000018051d330 (__TEXT,__text) external _clnt_spcreateerror
000000018051d26c (__TEXT,__text) external _clnt_sperrno
000000018051cfa0 (__TEXT,__text) external _clnt_sperror
000000018051d8e8 (__TEXT,__text) non-external _clntraw_abort
000000018051d6bc (__TEXT,__text) non-external _clntraw_call
000000018051d8f4 (__TEXT,__text) non-external _clntraw_control
000000018051d5a8 (__TEXT,__text) external _clntraw_create
000000018051d8f0 (__TEXT,__text) non-external _clntraw_destroy
000000018051d8bc (__TEXT,__text) non-external _clntraw_freeres
000000018051d8ec (__TEXT,__text) non-external _clntraw_geterr
00000001e9888868 (__DATA,__bss) non-external _clntraw_private
000000018051dfa8 (__TEXT,__text) non-external _clnttcp_abort
000000018051dc10 (__TEXT,__text) non-external _clnttcp_call
000000018051df58 (__TEXT,__text) non-external _clnttcp_control
000000018051dc04 (__TEXT,__text) external _clnttcp_create
000000018051d8fc (__TEXT,__text) non-external (was a private external) _clnttcp_create_timeout
000000018051def4 (__TEXT,__text) non-external _clnttcp_destroy
000000018051ded8 (__TEXT,__text) non-external _clnttcp_freeres
000000018051dec0 (__TEXT,__text) non-external _clnttcp_geterr
000000018051eb04 (__TEXT,__text) non-external _clntudp_abort
000000018051e4ec (__TEXT,__text) external _clntudp_bufcreate
000000018051e184 (__TEXT,__text) non-external (was a private external) _clntudp_bufcreate_timeout
000000018051e560 (__TEXT,__text) non-external _clntudp_call
000000018051ea90 (__TEXT,__text) non-external _clntudp_control
000000018051e528 (__TEXT,__text) external _clntudp_create
000000018051ea2c (__TEXT,__text) non-external _clntudp_destroy
000000018051ea10 (__TEXT,__text) non-external _clntudp_freeres
000000018051e9f8 (__TEXT,__text) non-external _clntudp_geterr
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
00000001805204b8 (__TEXT,__text) non-external _common_prefix_length
0000000180528080 (__TEXT,__text) external _configuration_profile_copy_property_list
0000000180528028 (__TEXT,__text) external _configuration_profile_create_notification_key
                 (undefined) external _connect$NOCANCEL (from libsystem_kernel)
0000000180516ed0 (__TEXT,__text) non-external _copy_group_r
0000000180503f84 (__TEXT,__text) non-external _copy_user_r
00000001805209f4 (__TEXT,__text) non-external _darwin_directory_cached_item_is_valid
00000001805212a4 (__TEXT,__text) non-external _darwin_directory_group_all
0000000180521024 (__TEXT,__text) non-external _darwin_directory_group_bygid
0000000180520edc (__TEXT,__text) non-external _darwin_directory_group_byname
0000000180521168 (__TEXT,__text) non-external _darwin_directory_group_byuuid
000000018052134c (__TEXT,__text) non-external _darwin_directory_grouplist
0000000180529394 (__TEXT,__text) non-external _darwin_directory_grouplist.cold.1
0000000180520e34 (__TEXT,__text) non-external _darwin_directory_user_all
0000000180520a6c (__TEXT,__text) non-external _darwin_directory_user_byname
0000000180520bb4 (__TEXT,__text) non-external _darwin_directory_user_byuid
0000000180520cf8 (__TEXT,__text) non-external _darwin_directory_user_byuuid
                 (undefined) external _devname_r (from libsystem_c)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_attr_make_with_qos_class (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dlclose (from libdyld)
                 (undefined) external _dlerror (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
000000018050ec60 (__TEXT,__text) external _dn_expand
0000000180510808 (__TEXT,__text) non-external _ds_alias_all
0000000180510718 (__TEXT,__text) non-external _ds_alias_byname
000000018050d87c (__TEXT,__text) non-external _ds_fs_all
0000000180511294 (__TEXT,__text) non-external _ds_fs_byfile
00000001805111a4 (__TEXT,__text) non-external _ds_fs_byspec
00000001805103c4 (__TEXT,__text) non-external _ds_group_all
0000000180503800 (__TEXT,__text) non-external _ds_group_bygid
0000000180507d74 (__TEXT,__text) non-external _ds_group_byname
00000001805102dc (__TEXT,__text) non-external _ds_group_byuuid
000000018050c1c4 (__TEXT,__text) non-external _ds_grouplist
0000000180510594 (__TEXT,__text) non-external _ds_in_netgroup
0000000180511498 (__TEXT,__text) non-external _ds_mac_bymac
00000001805113a8 (__TEXT,__text) non-external _ds_mac_byname
0000000180510480 (__TEXT,__text) non-external _ds_netgroup_byname
0000000180510b24 (__TEXT,__text) non-external _ds_network_all
00000001805109b4 (__TEXT,__text) non-external _ds_network_byaddr
00000001805108c4 (__TEXT,__text) non-external _ds_network_byname
0000000180510e74 (__TEXT,__text) non-external _ds_protocol_all
0000000180510c9c (__TEXT,__text) non-external _ds_protocol_byname
0000000180510d8c (__TEXT,__text) non-external _ds_protocol_bynumber
00000001805110f8 (__TEXT,__text) non-external _ds_rpc_all
0000000180510f20 (__TEXT,__text) non-external _ds_rpc_byname
0000000180511010 (__TEXT,__text) non-external _ds_rpc_bynumber
0000000180510be0 (__TEXT,__text) non-external _ds_service_all
000000018050660c (__TEXT,__text) non-external _ds_service_byname
000000018050d260 (__TEXT,__text) non-external _ds_service_byport
0000000180510230 (__TEXT,__text) non-external _ds_user_all
0000000180507990 (__TEXT,__text) non-external _ds_user_byname
0000000180501a8c (__TEXT,__text) non-external _ds_user_byuid
00000001805082b4 (__TEXT,__text) non-external _ds_user_byuuid
                 (undefined) external _dyld_process_is_restricted (from libdyld)
000000018050e6fc (__TEXT,__text) external _endfsent
0000000180507e64 (__TEXT,__text) external _endgrent
000000018051633c (__TEXT,__text) external _endhostent
00000001805166ac (__TEXT,__text) external _endnetent
00000001805159cc (__TEXT,__text) external _endnetgrent
00000001805168ec (__TEXT,__text) external _endprotoent
0000000180507c74 (__TEXT,__text) external _endpwent
0000000180516a34 (__TEXT,__text) external _endrpcent
00000001805167a4 (__TEXT,__text) external _endservent
0000000180527ad8 (__TEXT,__text) external _ether_aton
00000001e9888750 (__DATA,__bss) non-external _ether_aton.ep
0000000180516348 (__TEXT,__text) external _ether_hostton
0000000180527990 (__TEXT,__text) external _ether_line
0000000180527a48 (__TEXT,__text) external _ether_ntoa
00000001e9888738 (__DATA,__bss) non-external _ether_ntoa.s
000000018051644c (__TEXT,__text) external _ether_ntohost
                 (undefined) external _fclose (from libsystem_c)
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
                 (undefined) external _fflush (from libsystem_c)
                 (undefined) external _fgets (from libsystem_c)
000000018050e708 (__TEXT,__text) non-external _file_addrinfo
00000001805133e8 (__TEXT,__text) non-external _file_alias_all
00000001805133e0 (__TEXT,__text) non-external _file_alias_byname
000000018050df20 (__TEXT,__text) non-external _file_fs_all
00000001805134f4 (__TEXT,__text) non-external _file_fs_byfile
00000001805134ec (__TEXT,__text) non-external _file_fs_byspec
00000001805131dc (__TEXT,__text) non-external _file_group_all
00000001805131cc (__TEXT,__text) non-external _file_group_bygid
000000018050e94c (__TEXT,__text) non-external _file_group_byname
000000018050c418 (__TEXT,__text) non-external _file_grouplist
00000001805133f4 (__TEXT,__text) non-external _file_host_all
000000018050cc90 (__TEXT,__text) non-external _file_host_byaddr
000000018050e8d4 (__TEXT,__text) non-external _file_host_byname
00000001805132e4 (__TEXT,__text) non-external _file_in_netgroup
0000000180506ec0 (__TEXT,__text) non-external _file_is_valid
000000018051350c (__TEXT,__text) non-external _file_mac_all
0000000180513504 (__TEXT,__text) non-external _file_mac_bymac
00000001805134fc (__TEXT,__text) non-external _file_mac_byname
00000001e9888230 (__DATA,__data) non-external _file_mutex
00000001805131ec (__TEXT,__text) non-external _file_netgroup_byname
000000018051343c (__TEXT,__text) non-external _file_network_all
0000000180513428 (__TEXT,__text) non-external _file_network_byaddr
000000018051340c (__TEXT,__text) non-external _file_network_byname
0000000180513494 (__TEXT,__text) non-external _file_protocol_all
0000000180513464 (__TEXT,__text) non-external _file_protocol_byname
0000000180513480 (__TEXT,__text) non-external _file_protocol_bynumber
00000001805134d8 (__TEXT,__text) non-external _file_rpc_all
00000001805134a8 (__TEXT,__text) non-external _file_rpc_byname
00000001805134c4 (__TEXT,__text) non-external _file_rpc_bynumber
0000000180513450 (__TEXT,__text) non-external _file_service_all
0000000180506778 (__TEXT,__text) non-external _file_service_byname
000000018050d390 (__TEXT,__text) non-external _file_service_byport
00000001805131bc (__TEXT,__text) non-external _file_user_all
000000018050813c (__TEXT,__text) non-external _file_user_byname
00000001805076b8 (__TEXT,__text) non-external _file_user_byuid
                 (undefined) external _fileno (from libsystem_c)
00000001805263bc (__TEXT,__text) non-external _fill_input_buf
                 (undefined) external _flock (from libsystem_kernel)
0000000180525df4 (__TEXT,__text) non-external _flush_out
                 (undefined) external _fopen (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _fputs (from libsystem_c)
                 (undefined) external _fread (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
00000001805185d8 (__TEXT,__text) non-external _free_build_hostent
0000000180505970 (__TEXT,__text) external _freeaddrinfo
000000018050b754 (__TEXT,__text) external _freehostent
000000018050606c (__TEXT,__text) external _freeifaddrs
0000000180527ef4 (__TEXT,__text) external _freeifmaddrs
                 (undefined) external _fseek (from libsystem_c)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _ftell (from libsystem_c)
                 (undefined) external _fwrite (from libsystem_c)
00000001e9888228 (__DATA,__data) external _gL1CacheEnabled
00000001805186d4 (__TEXT,__text) non-external _gai_child_has_forked
00000001e9888148 (__DATA,__data) non-external _gai_log.once
000000018051867c (__TEXT,__text) non-external _gai_log_init
0000000180517f7c (__TEXT,__text) external _gai_strerror
00000001805262f8 (__TEXT,__text) non-external _get_input_bytes
00000001805041a8 (__TEXT,__text) external _getaddrinfo
0000000180516d94 (__TEXT,__text) external _getaddrinfo_async_cancel
000000018050a908 (__TEXT,__text) external _getaddrinfo_async_handle_reply
0000000180516d8c (__TEXT,__text) external _getaddrinfo_async_receive
0000000180516d38 (__TEXT,__text) external _getaddrinfo_async_send
0000000180516cec (__TEXT,__text) external _getaddrinfo_async_start
                 (undefined) external _getc (from libsystem_c)
000000018051a84c (__TEXT,__text) external _getdomainname
                 (undefined) external _getegid (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _geteuid (from libsystem_kernel)
000000018050d4a8 (__TEXT,__text) external _getfsent
0000000180516aa0 (__TEXT,__text) external _getfsfile
0000000180516a40 (__TEXT,__text) external _getfsspec
00000001805157f8 (__TEXT,__text) external _getgrent
0000000180503758 (__TEXT,__text) external _getgrgid
0000000180517078 (__TEXT,__text) external _getgrgid_r
0000000180507ccc (__TEXT,__text) external _getgrnam
0000000180516e0c (__TEXT,__text) external _getgrnam_r
0000000180515c58 (__TEXT,__text) external _getgroupcount
00000001805159d8 (__TEXT,__text) external _getgrouplist
0000000180515ad8 (__TEXT,__text) external _getgrouplist_2
000000018050c004 (__TEXT,__text) non-external _getgrouplist_internal
                 (undefined) external _getgroups (from libsystem_kernel)
000000018051578c (__TEXT,__text) external _getgruuid
000000018051713c (__TEXT,__text) external _getgruuid_r
0000000180516050 (__TEXT,__text) external _gethostbyaddr
00000001805160f4 (__TEXT,__text) non-external (was a private external) _gethostbyaddr_async_call
00000001805161c4 (__TEXT,__text) external _gethostbyaddr_async_cancel
00000001805161c8 (__TEXT,__text) external _gethostbyaddr_async_handleReply
00000001805161c0 (__TEXT,__text) external _gethostbyaddr_async_start
0000000180515da4 (__TEXT,__text) external _gethostbyname
0000000180515f48 (__TEXT,__text) external _gethostbyname2
0000000180515e80 (__TEXT,__text) non-external (was a private external) _gethostbyname_async_call
0000000180515f40 (__TEXT,__text) external _gethostbyname_async_cancel
0000000180515f44 (__TEXT,__text) external _gethostbyname_async_handleReply
0000000180515f3c (__TEXT,__text) external _gethostbyname_async_start
00000001805162cc (__TEXT,__text) external _gethostent
                 (undefined) external _gethostname (from libsystem_c)
0000000180505a88 (__TEXT,__text) external _getifaddrs
0000000180527bc4 (__TEXT,__text) external _getifmaddrs
00000001805161cc (__TEXT,__text) external _getipnodebyaddr
000000018050ab68 (__TEXT,__text) external _getipnodebyname
00000001805070e8 (__TEXT,__text) external _getnameinfo
0000000180516dec (__TEXT,__text) external _getnameinfo_async_cancel
0000000180516df0 (__TEXT,__text) external _getnameinfo_async_handle_reply
0000000180516d98 (__TEXT,__text) external _getnameinfo_async_send
000000018050d054 (__TEXT,__text) external _getnameinfo_async_start
0000000180527ef8 (__TEXT,__text) non-external (was a private external) _getnameinfo_link
00000001805165bc (__TEXT,__text) external _getnetbyaddr
000000018051655c (__TEXT,__text) external _getnetbyname
000000018051663c (__TEXT,__text) external _getnetent
0000000180515970 (__TEXT,__text) external _getnetgrent
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getprogname (from libsystem_c)
00000001805167b0 (__TEXT,__text) external _getprotobyname
0000000180516810 (__TEXT,__text) external _getprotobynumber
000000018051687c (__TEXT,__text) external _getprotoent
00000001805156e8 (__TEXT,__text) external _getpwent
00000001805063a4 (__TEXT,__text) external _getpwnam
0000000180517200 (__TEXT,__text) external _getpwnam_r
0000000180500e10 (__TEXT,__text) external _getpwuid
0000000180503de0 (__TEXT,__text) external _getpwuid_r
00000001805081a0 (__TEXT,__text) external _getpwuuid
00000001805172c4 (__TEXT,__text) external _getpwuuid_r
00000001805168f8 (__TEXT,__text) external _getrpcbyname
0000000180516958 (__TEXT,__text) external _getrpcbynumber
00000001805169c4 (__TEXT,__text) external _getrpcent
0000000180520634 (__TEXT,__text) external _getrpcport
000000018050644c (__TEXT,__text) external _getservbyname
00000001805166b8 (__TEXT,__text) external _getservbyport
0000000180516734 (__TEXT,__text) external _getservent
                 (undefined) external _getsockname (from libsystem_kernel)
                 (undefined) external _getsockopt (from libsystem_kernel)
                 (undefined) external _gettimeofday (from libsystem_c)
0000000180517388 (__TEXT,__text) external _group_from_gid
00000001e98887a0 (__DATA,__bss) non-external _group_from_gid.buf
00000001e55cd0c0 (__DATA_CONST,__const) non-external (was a private external) _h_errlist
00000001e988832c (__DATA,__common) external _h_errno
000000018050eb64 (__TEXT,__text) external _herror
000000018052b787 (__TEXT,__cstring) non-external _hexchar
000000018052a410 (__TEXT,__const) non-external _hexval
0000000180507c40 (__TEXT,__text) external _hstrerror
0000000180526750 (__TEXT,__text) external _htonl
0000000180526760 (__TEXT,__text) external _htons
000000018050f124 (__TEXT,__text) external _if_freenameindex
0000000180507ae4 (__TEXT,__text) external _if_indextoname
000000018050efd4 (__TEXT,__text) external _if_nameindex
0000000180507b90 (__TEXT,__text) external _if_nametoindex
000000018052a2b0 (__TEXT,__const) external _in6addr_any
000000018052a2e0 (__TEXT,__const) external _in6addr_linklocal_allnodes
000000018052a2f0 (__TEXT,__const) external _in6addr_linklocal_allrouters
000000018052a300 (__TEXT,__const) external _in6addr_linklocal_allv2routers
000000018052a2c0 (__TEXT,__const) external _in6addr_loopback
000000018052a2d0 (__TEXT,__const) external _in6addr_nodelocal_allnodes
00000001e98887c0 (__DATA,__bss) non-external _in_flight
000000018050f2a8 (__TEXT,__text) non-external _inet6_insert_padopt
000000018050f5e4 (__TEXT,__text) external _inet6_opt_append
000000018050f848 (__TEXT,__text) external _inet6_opt_find
000000018050f6dc (__TEXT,__text) external _inet6_opt_finish
000000018050f8e4 (__TEXT,__text) external _inet6_opt_get_val
000000018050f5b8 (__TEXT,__text) external _inet6_opt_init
000000018050f790 (__TEXT,__text) external _inet6_opt_next
000000018050f754 (__TEXT,__text) external _inet6_opt_set_val
000000018050f2d8 (__TEXT,__text) external _inet6_option_alloc
000000018050f16c (__TEXT,__text) external _inet6_option_append
000000018050f4c4 (__TEXT,__text) external _inet6_option_find
000000018050f138 (__TEXT,__text) external _inet6_option_init
000000018050f3ec (__TEXT,__text) external _inet6_option_next
000000018050f128 (__TEXT,__text) external _inet6_option_space
000000018050fb2c (__TEXT,__text) external _inet6_rth_add
000000018050fc5c (__TEXT,__text) external _inet6_rth_getaddr
000000018050fabc (__TEXT,__text) external _inet6_rth_init
000000018050fb6c (__TEXT,__text) external _inet6_rth_reverse
000000018050fc30 (__TEXT,__text) external _inet6_rth_segments
000000018050faa4 (__TEXT,__text) external _inet6_rth_space
000000018050f968 (__TEXT,__text) external _inet6_rthdr_add
000000018050fa20 (__TEXT,__text) external _inet6_rthdr_getaddr
000000018050fa64 (__TEXT,__text) external _inet6_rthdr_getflags
000000018050f93c (__TEXT,__text) external _inet6_rthdr_init
000000018050f9c8 (__TEXT,__text) external _inet6_rthdr_lasthop
000000018050f9f0 (__TEXT,__text) external _inet6_rthdr_segments
000000018050f920 (__TEXT,__text) external _inet6_rthdr_space
                 (undefined) external _inet_aton (from libsystem_c)
                 (undefined) external _inet_makeaddr (from libsystem_c)
                 (undefined) external _inet_netof (from libsystem_c)
                 (undefined) external _inet_ntop (from libsystem_c)
                 (undefined) external _inet_pton (from libsystem_c)
000000018050bf3c (__TEXT,__text) external _initgroups
000000018051589c (__TEXT,__text) external _innetgr
                 (undefined) external _ioctl (from libsystem_kernel)
00000001805277ac (__TEXT,__text) external _iruserok
000000018052708c (__TEXT,__text) external _iruserok_sa
                 (undefined) external _issetugid (from libsystem_kernel)
                 (undefined) external _kDNSServiceAttrAllowFailover (from libsystem_dnssd)
00000001e98882c0 (__DATA,__data) non-external _kLoopbackIndex
                 (undefined) external _kevent (from libsystem_kernel)
                 (undefined) external _kqueue (from libsystem_kernel)
00000001805154ac (__TEXT,__text) external _kvarray_free
0000000180514530 (__TEXT,__text) external _kvbuf_add_dict
0000000180514590 (__TEXT,__text) external _kvbuf_add_key
00000001805281e0 (__TEXT,__text) non-external _kvbuf_add_key.cold.1
00000001805146ac (__TEXT,__text) external _kvbuf_add_val
0000000180514cbc (__TEXT,__text) external _kvbuf_add_val_len
000000018052822c (__TEXT,__text) non-external _kvbuf_add_val_len.cold.1
0000000180514e40 (__TEXT,__text) external _kvbuf_append_kvbuf
0000000180528278 (__TEXT,__text) non-external _kvbuf_append_kvbuf.cold.1
00000001805151fc (__TEXT,__text) external _kvbuf_decode
0000000180514dec (__TEXT,__text) external _kvbuf_free
0000000180514d9c (__TEXT,__text) external _kvbuf_get_len
0000000180514a84 (__TEXT,__text) non-external _kvbuf_grow
0000000180514a44 (__TEXT,__text) external _kvbuf_init
000000018051499c (__TEXT,__text) external _kvbuf_init_zone
0000000180514dbc (__TEXT,__text) external _kvbuf_make_nonpurgeable
0000000180514da8 (__TEXT,__text) external _kvbuf_make_purgeable
0000000180514508 (__TEXT,__text) external _kvbuf_new
000000018051490c (__TEXT,__text) external _kvbuf_new_zone
0000000180514f50 (__TEXT,__text) external _kvbuf_next_dict
0000000180515030 (__TEXT,__text) external _kvbuf_next_key
0000000180515160 (__TEXT,__text) external _kvbuf_next_val
0000000180515168 (__TEXT,__text) external _kvbuf_next_val_len
0000000180514398 (__TEXT,__text) external _kvbuf_query
000000018051481c (__TEXT,__text) external _kvbuf_query_key_int
0000000180514894 (__TEXT,__text) external _kvbuf_query_key_uint
0000000180514708 (__TEXT,__text) external _kvbuf_query_key_val
0000000180514f1c (__TEXT,__text) external _kvbuf_reset
                 (undefined) external _listen (from libsystem_kernel)
00000001805100d8 (__TEXT,__text) external _lookup_close_connections
000000018050b62c (__TEXT,__text) non-external _lower_case
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_allocate (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_extract_right (from libsystem_kernel)
                 (undefined) external _mach_port_mod_refs (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
0000000180518460 (__TEXT,__text) non-external _make_hostent6
0000000180523f00 (__TEXT,__text) non-external _makefd_xprt
                 (undefined) external _malloc_default_zone (from libsystem_malloc)
                 (undefined) external _malloc_make_nonpurgeable (from libsystem_malloc)
                 (undefined) external _malloc_make_purgeable (from libsystem_malloc)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_realloc (from libsystem_malloc)
                 (undefined) external _malloc_zone_from_ptr (from libsystem_malloc)
000000018051cb00 (__TEXT,__text) non-external _marshal_new_auth
00000001e98882b8 (__DATA,__data) non-external _maxgrplist
0000000180507e84 (__TEXT,__text) external _mbr_check_membership
000000018050815c (__TEXT,__text) external _mbr_check_membership_by_id
0000000180507ea4 (__TEXT,__text) external _mbr_check_membership_ext
0000000180519290 (__TEXT,__text) external _mbr_check_membership_refresh
0000000180519990 (__TEXT,__text) external _mbr_check_service_membership
0000000180519944 (__TEXT,__text) external _mbr_close_connections
00000001805190e4 (__TEXT,__text) external _mbr_gid_to_uuid
0000000180507e70 (__TEXT,__text) external _mbr_group_name_to_uuid
00000001804ffe14 (__TEXT,__text) external _mbr_identifier_to_uuid
00000001804ffef8 (__TEXT,__text) external _mbr_identifier_translate
0000000180528574 (__TEXT,__text) non-external _mbr_identifier_translate.cold.1
000000018052858c (__TEXT,__text) non-external _mbr_identifier_translate.cold.2
00000001805285a4 (__TEXT,__text) non-external _mbr_identifier_translate.cold.3
00000001805198b4 (__TEXT,__text) external _mbr_reset_cache
0000000180519ec4 (__TEXT,__text) external _mbr_set_identifier_ttl
0000000180519b9c (__TEXT,__text) external _mbr_sid_to_string
00000001805191a4 (__TEXT,__text) external _mbr_sid_to_uuid
0000000180519d7c (__TEXT,__text) external _mbr_string_to_sid
0000000180519ec0 (__TEXT,__text) external _mbr_string_to_uuid
00000001804ffde0 (__TEXT,__text) external _mbr_uid_to_uuid
0000000180508148 (__TEXT,__text) external _mbr_user_name_to_uuid
0000000180519118 (__TEXT,__text) external _mbr_uuid_to_id
000000018051926c (__TEXT,__text) external _mbr_uuid_to_sid
00000001805191b8 (__TEXT,__text) external _mbr_uuid_to_sid_type
0000000180519ea4 (__TEXT,__text) external _mbr_uuid_to_string
000000018050b8ec (__TEXT,__text) non-external _mdns_addrinfo
0000000180517634 (__TEXT,__text) non-external _mdns_close
000000018050c804 (__TEXT,__text) non-external _mdns_hostbyaddr
000000018050b224 (__TEXT,__text) non-external _mdns_hostbyname
000000018050d178 (__TEXT,__text) non-external _mdns_is_valid
0000000180508ad8 (__TEXT,__text) non-external _mdns_item_call
0000000180517638 (__TEXT,__text) non-external _mdns_srv_byname
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
0000000180518500 (__TEXT,__text) non-external _merge_alias
                 (undefined) external _mmap (from libsystem_kernel)
00000001e98887e0 (__DATA,__bss) non-external _module_count
00000001e98887d8 (__DATA,__bss) non-external _module_list
00000001e9888270 (__DATA,__data) non-external _module_mutex
                 (undefined) external _munmap (from libsystem_kernel)
00000001ec3182c8 (__DATA_DIRTY,__data) non-external _mutex
00000001ec318308 (__DATA_DIRTY,__data) non-external _mutex
                 (undefined) external _nanosleep$NOCANCEL (from libsystem_c)
00000001ec318500 (__DATA_DIRTY,__bss) non-external _nat64_v4_requires_synthesis
00000001ec3184f0 (__DATA_DIRTY,__bss) non-external _nat64_v4_synthesize
00000001e9888178 (__DATA,__data) non-external _net_config_mutex
00000001e9888170 (__DATA,__data) non-external _net_config_token
00000001e9888768 (__DATA,__bss) non-external _net_v4_count
00000001e9888764 (__DATA,__bss) non-external _net_v6_count
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
                 (undefined) external _notify_get_state (from libsystem_notify)
                 (undefined) external _notify_peek (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
                 (undefined) external _notify_register_plain (from libsystem_notify)
0000000180526748 (__TEXT,__text) external _ntohl
0000000180526758 (__TEXT,__text) external _ntohs
000000018051ada4 (__TEXT,__text) non-external (was a private external) _od_debug_enabled
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
00000001ecfc4180 (__AUTH,__data) non-external _ops
                 (undefined) external _os_activity_scope_enter (from libsystem_trace)
                 (undefined) external _os_activity_scope_leave (from libsystem_trace)
                 (undefined) external _os_log_create (from libsystem_trace)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
