
/System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDevicesAgent (for architecture x86_64):
                 (undefined) external _CFXMLTreeCreateFromData (from CoreFoundation)
                 (undefined) external _CFXMLTreeGetNode (from CoreFoundation)
                 (undefined) external _CGAffineTransformConcat (from CoreGraphics)
                 (undefined) external _CGAffineTransformIdentity (from CoreGraphics)
                 (undefined) external _CGAffineTransformMakeRotation (from CoreGraphics)
                 (undefined) external _CGAffineTransformMakeScale (from CoreGraphics)
                 (undefined) external _CGAffineTransformMakeTranslation (from CoreGraphics)
                 (undefined) external _CGAffineTransformTranslate (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreateImage (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetBitmapInfo (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetData (from CoreGraphics)
                 (undefined) external _CGColorCreate (from CoreGraphics)
                 (undefined) external _CGColorCreateCopy (from CoreGraphics)
                 (undefined) external _CGColorRelease (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceGray (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateICCBased (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGContextClearRect (from CoreGraphics)
                 (undefined) external _CGContextClipToMask (from CoreGraphics)
                 (undefined) external _CGContextClipToRect (from CoreGraphics)
                 (undefined) external _CGContextConcatCTM (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextFillRect (from CoreGraphics)
                 (undefined) external _CGContextGetCompositeOperation (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGContextRestoreGState (from CoreGraphics)
                 (undefined) external _CGContextRotateCTM (from CoreGraphics)
                 (undefined) external _CGContextSaveGState (from CoreGraphics)
                 (undefined) external _CGContextScaleCTM (from CoreGraphics)
                 (undefined) external _CGContextSetAlpha (from CoreGraphics)
                 (undefined) external _CGContextSetCompositeOperation (from CoreGraphics)
                 (undefined) external _CGContextSetFillColorWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetInterpolationQuality (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorWithColor (from CoreGraphics)
                 (undefined) external _CGContextTranslateCTM (from CoreGraphics)
                 (undefined) external _CGDataProviderCopyData (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateDirect (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayBounds (from CoreGraphics)
                 (undefined) external _CGImageCreateWithImageInRect (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationAddImageAndMetadata (from ImageIO)
                 (undefined) external _CGImageDestinationAddImageFromSource (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithURL (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageGetAlphaInfo (from CoreGraphics)
                 (undefined) external _CGImageGetBitmapInfo (from CoreGraphics)
                 (undefined) external _CGImageGetBitsPerComponent (from CoreGraphics)
                 (undefined) external _CGImageGetBytesPerRow (from CoreGraphics)
                 (undefined) external _CGImageGetColorSpace (from CoreGraphics)
                 (undefined) external _CGImageGetDataProvider (from CoreGraphics)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageMetadataCreateMutableCopy (from ImageIO)
                 (undefined) external _CGImageMetadataSetValueWithPath (from ImageIO)
                 (undefined) external _CGImageRelease (from CoreGraphics)
                 (undefined) external _CGImageRetain (from CoreGraphics)
                 (undefined) external _CGImageSourceCopyMetadataAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCopyPropertiesAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCopyTypeExtensions (from ImageIO)
                 (undefined) external _CGImageSourceCreateImageAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateThumbnailAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithData (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithDataProvider (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithURL (from ImageIO)
                 (undefined) external _CGImageSourceGetCount (from ImageIO)
                 (undefined) external _CGImageSourceGetStatus (from ImageIO)
                 (undefined) external _CGImageSourceGetType (from ImageIO)
                 (undefined) external _CGImageSourceGetTypeWithExtension (from ImageIO)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGRectEqualToRect (from CoreGraphics)
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxX (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMinY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectIntegral (from CoreGraphics)
                 (undefined) external _CGRectIntersection (from CoreGraphics)
                 (undefined) external _CGRectIsEmpty (from CoreGraphics)
                 (undefined) external _CGRectOffset (from CoreGraphics)
                 (undefined) external _CGRectZero (from CoreGraphics)
                 (undefined) external _CGSessionCopyCurrentDictionary (from CoreGraphics)
                 (undefined) external _CGSizeZero (from CoreGraphics)
                 (undefined) external _CMAudioFormatDescriptionCreateSummary (from CoreMedia)
                 (undefined) external _CMAudioFormatDescriptionGetStreamBasicDescription (from CoreMedia)
                 (undefined) external _CMBaseObjectGetDerivedStorage (from CoreMedia)
                 (undefined) external _CMBlockBufferCopyDataBytes (from CoreMedia)
                 (undefined) external _CMBlockBufferGetDataLength (from CoreMedia)
                 (undefined) external _CMByteStreamGetClassID (from CoreMedia)
                 (undefined) external _CMCreateContiguousBlockBufferFromStream (from CoreMedia)
                 (undefined) external _CMDerivedObjectCreate (from CoreMedia)
                 (undefined) external _CMFormatDescriptionGetExtension (from CoreMedia)
                 (undefined) external _CMFormatDescriptionGetExtensions (from CoreMedia)
                 (undefined) external _CMFormatDescriptionGetMediaSubType (from CoreMedia)
                 (undefined) external _CMSampleBufferGetDataBuffer (from CoreMedia)
                 (undefined) external _CMSampleBufferGetOutputDuration (from CoreMedia)
                 (undefined) external _CMSampleBufferGetPresentationTimeStamp (from CoreMedia)
                 (undefined) external _CMSampleBufferMakeDataReady (from CoreMedia)
                 (undefined) external _CMTimeConvertScale (from CoreMedia)
                 (undefined) external _CMTimeCopyAsDictionary (from CoreMedia)
                 (undefined) external _CMTimeGetSeconds (from CoreMedia)
                 (undefined) external _CMTimeMake (from CoreMedia)
                 (undefined) external _CMTimeRangeContainsTime (from CoreMedia)
                 (undefined) external _CMTimeRangeGetEnd (from CoreMedia)
                 (undefined) external _CMTimeRangeMakeFromDictionary (from CoreMedia)
                 (undefined) external _CMVideoFormatDescriptionGetDimensions (from CoreMedia)
                 (undefined) external _CRIsAutoSubmitEnabled (from CrashReporterSupport)
                 (undefined) external _CSBackupSetItemExcluded (from CoreServices)
                 (undefined) external _CSCopyUserName (from CoreServices)
                 (undefined) external _CountVoices (from ApplicationServices)
                 (undefined) external _DADiskCopyDescription (from DiskArbitration)
                 (undefined) external _DADiskCopyIOMedia (from DiskArbitration)
                 (undefined) external _DADiskCreateFromBSDName (from DiskArbitration)
                 (undefined) external _DADiskCreateFromIOMedia (from DiskArbitration)
                 (undefined) external _DADiskCreateFromVolumePath (from DiskArbitration)
                 (undefined) external _DADiskEject (from DiskArbitration)
                 (undefined) external _DADiskGetBSDName (from DiskArbitration)
                 (undefined) external _DADiskMount (from DiskArbitration)
                 (undefined) external _DADissenterGetStatus (from DiskArbitration)
                 (undefined) external _DARegisterDiskAppearedCallback (from DiskArbitration)
                 (undefined) external _DARegisterDiskDescriptionChangedCallback (from DiskArbitration)
                 (undefined) external _DARegisterDiskDisappearedCallback (from DiskArbitration)
                 (undefined) external _DARegisterDiskPeekCallback (from DiskArbitration)
                 (undefined) external _DARegisterIdleCallback (from DiskArbitration)
                 (undefined) external _DASessionCreate (from DiskArbitration)
                 (undefined) external _DASessionScheduleWithRunLoop (from DiskArbitration)
                 (undefined) external _DASessionUnscheduleFromRunLoop (from DiskArbitration)
                 (undefined) external _DisposeHandle (from CoreServices)
                 (undefined) external _DisposeSpeechChannel (from ApplicationServices)
                 (undefined) external _ExtAudioFileCreateNew (from AudioToolbox)
                 (undefined) external _ExtAudioFileDispose (from AudioToolbox)
                 (undefined) external _ExtAudioFileGetProperty (from AudioToolbox)
                 (undefined) external _ExtAudioFileOpen (from AudioToolbox)
                 (undefined) external _ExtAudioFileRead (from AudioToolbox)
                 (undefined) external _ExtAudioFileSetProperty (from AudioToolbox)
                 (undefined) external _ExtAudioFileWrite (from AudioToolbox)
                 (undefined) external _FNNotify (from CoreServices)
                 (undefined) external _FSCopyAliasInfo (from CoreServices)
                 (undefined) external _FSCreateDirectoryUnicode (from CoreServices)
                 (undefined) external _FSCreateVolumeOperation (from CoreServices)
                 (undefined) external _FSDisposeVolumeOperation (from CoreServices)
                 (undefined) external _FSEjectVolumeAsync (from CoreServices)
                 (undefined) external _FSFindFolder (from CoreServices)
                 (undefined) external _FSGetAsyncEjectStatus (from CoreServices)
                 (undefined) external _FSGetCatalogInfo (from CoreServices)
                 (undefined) external _FSGetVolumeInfo (from CoreServices)
                 (undefined) external _FSMakeFSRefUnicode (from CoreServices)
                 (undefined) external _FSMatchAliasBulk (from CoreServices)
                 (undefined) external _FSMoveObject (from CoreServices)
                 (undefined) external _FSNewAlias (from CoreServices)
                 (undefined) external _FSPathMakeRef (from CoreServices)
                 (undefined) external _FSRefMakePath (from CoreServices)
                 (undefined) external _FSRenameUnicode (from CoreServices)
                 (undefined) external _FSResolveAliasFileWithMountFlags (from CoreServices)
                 (undefined) external _FSSetCatalogInfo (from CoreServices)
                 (undefined) external _FSUnmountVolumeSync (from CoreServices)
                 (undefined) external _FigH264Bridge_GetSPSFromAVCC (from CoreMedia)
                 (undefined) external _FigH264Bridge_GetSPSIsInterlaced (from CoreMedia)
                 (undefined) external _FigHEVCBridge_GetHEVCParameterSetAtIndex (from CoreMedia)
                 (undefined) external _FigHEVCBridge_GetSPSProfileTierLevel (from CoreMedia)
                 (undefined) external _FixDiv (from CoreServices)
                 (undefined) external _FixMul (from CoreServices)
                 (undefined) external _FixRatio (from CoreServices)
                 (undefined) external _GetCurrentProcess (from ApplicationServices)
                 (undefined) external _GetHandleSize (from CoreServices)
                 (undefined) external _GetIndVoice (from ApplicationServices)
                 (undefined) external _GetNSImageForDeviceProperties (from AMPDevices)
                 (undefined) external _GetNextProcess (from ApplicationServices)
                 (undefined) external _GetProcessInformation (from ApplicationServices)
                 (undefined) external _GetSpeechRate (from ApplicationServices)
                 (undefined) external _GetVoiceDescription (from ApplicationServices)
                 (undefined) external _IOAllowPowerChange (from IOKit)
                 (undefined) external _IOBSDNameMatching (from IOKit)
                 (undefined) external _IOCancelPowerChange (from IOKit)
                 (undefined) external _IOCreatePlugInInterfaceForService (from IOKit)
                 (undefined) external _IODeregisterForSystemPower (from IOKit)
                 (undefined) external _IODestroyPlugInInterface (from IOKit)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOMasterPort (from IOKit)
                 (undefined) external _IONotificationPortCreate (from IOKit)
                 (undefined) external _IONotificationPortDestroy (from IOKit)
                 (undefined) external _IONotificationPortGetRunLoopSource (from IOKit)
                 (undefined) external _IOObjectConformsTo (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IOObjectRetain (from IOKit)
                 (undefined) external _IOPMAssertionCreate (from IOKit)
                 (undefined) external _IOPMAssertionCreateWithDescription (from IOKit)
                 (undefined) external _IOPMAssertionDeclareUserActivity (from IOKit)
                 (undefined) external _IOPMAssertionRelease (from IOKit)
                 (undefined) external _IOPSCopyPowerSourcesInfo (from IOKit)
                 (undefined) external _IOPSGetProvidingPowerSourceType (from IOKit)
                 (undefined) external _IOPSNotificationCreateRunLoopSource (from IOKit)
                 (undefined) external _IORegisterForSystemPower (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperties (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetChildEntry (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IORegistryEntrySearchCFProperty (from IOKit)
                 (undefined) external _IOServiceAddInterestNotification (from IOKit)
                 (undefined) external _IOServiceAddMatchingNotification (from IOKit)
                 (undefined) external _IOServiceClose (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
                 (undefined) external _IOServiceNameMatching (from IOKit)
                 (undefined) external _LSCopyItemInfoForURL (from CoreServices)
                 (undefined) external _LSFindApplicationForInfo (from CoreServices)
                 (undefined) external _LSOpenCFURLRef (from CoreServices)
                 (undefined) external _LSOpenFromURLSpec (from CoreServices)
                 (undefined) external _MISProfileCreateWithData (from MobileDevice)
                 (undefined) external _MISProvisioningProfileCheckValidity (from MobileDevice)
                 (undefined) external _NDR_record (from libSystem)
                 (undefined) external _NSAppearanceNameAqua (from AppKit)
                 (undefined) external _NSAppearanceNameDarkAqua (from AppKit)
                 (undefined) external _NSClassFromString (from Foundation)
                 (undefined) external _NSCocoaErrorDomain (from Foundation)
                 (undefined) external _NSHTTPCookieDomain (from Foundation)
                 (undefined) external _NSHTTPCookieName (from Foundation)
                 (undefined) external _NSHTTPCookiePath (from Foundation)
                 (undefined) external _NSHTTPCookieValue (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSIsEmptyRect (from Foundation)
                 (undefined) external _NSLocaleCountryCode (from CoreFoundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSLocalizedRecoverySuggestionErrorKey (from Foundation)
                 (undefined) external _NSOSStatusErrorDomain (from Foundation)
                 (undefined) external _NSSearchPathForDirectoriesInDomains (from Foundation)
                 (undefined) external _NSSelectorFromString (from Foundation)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _NSZeroRect (from Foundation)
                 (undefined) external _NSZeroSize (from Foundation)
                 (undefined) external _NewHandle (from CoreServices)
                 (undefined) external _NewSpeechChannel (from ApplicationServices)
                 (undefined) external _OBJC_CLASS_$_ACAccount (from Accounts)
                 (undefined) external _OBJC_CLASS_$_ACAccountStore (from Accounts)
                 (undefined) external _OBJC_CLASS_$_AMPArtworkClient (from AMPLibrary)
                 (undefined) external _OBJC_CLASS_$_AMPArtworkRequest (from AMPLibrary)
                 (undefined) external _OBJC_CLASS_$_AMPArtworkSourceInfo (from AMPLibrary)
                 (undefined) external _OBJC_CLASS_$_AMPDevice (from AMPDevices)
                 (undefined) external _OBJC_CLASS_$_AMPDeviceAccessibilityPrefs (from AMPDevices)
                 (undefined) external _OBJC_CLASS_$_AMPDeviceAutoFillPrefs (from AMPDevices)
                 (undefined) external _OBJC_CLASS_$_AMPDeviceBatteryInfo (from AMPDevices)
                 (undefined) external _OBJC_CLASS_$_AMPDeviceInfo (from AMPDevices)
                 (undefined) external _OBJC_CLASS_$_AMPDeviceSetupInfo (from AMPDevices)
                 (undefined) external _OBJC_CLASS_$_AMPDeviceSoftwareInfo (from AMPDevices)
                 (undefined) external _OBJC_CLASS_$_AMPDeviceSyncPrefs (from AMPDevices)
                 (undefined) external _OBJC_CLASS_$_AMPLMediaAppClient (from AMPLibrary)
                 (undefined) external _OBJC_CLASS_$_AMPPhotoSyncPrefs (from AMPDevices)
                 (undefined) external _OBJC_CLASS_$_AMPRemoveArtworkRequest (from AMPLibrary)
                 (undefined) external _OBJC_CLASS_$_AMSAcknowledgePrivacyTask (from AppleMediaServices)
                 (undefined) external _OBJC_CLASS_$_AMSBiometricsTokenUpdateTask (from AppleMediaServices)
                 (undefined) external _OBJC_CLASS_$_AMSProcessInfo (from AppleMediaServices)
                 (undefined) external _OBJC_CLASS_$_BKAgent (from BookKit)
                 (undefined) external _OBJC_CLASS_$_BKBookKitBook (from BookKit)
                 (undefined) external _OBJC_CLASS_$_CKSignatureGenerator (from CloudKit)
                 (undefined) external _OBJC_CLASS_$_MLMediaLibrary (from MediaLibrary)
                 (undefined) external _OBJC_CLASS_$_NSAppearance (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBitmapImageRep (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSBlockOperation (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCharacterSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSCondition (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDistributedNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSGraphicsContext (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSHTTPCookie (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHashTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSImage (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSOperationQueue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPasteboard (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSProgress (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSRunLoop (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSScreen (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSSortDescriptor (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimer (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLRequest (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURLResponse (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSession (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSessionConfiguration (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCListener (from Foundation)
                 (undefined) external _OBJC_CLASS_$_PHAsset (from Photos)
                 (undefined) external _OBJC_CLASS_$_PHAssetCollection (from Photos)
                 (undefined) external _OBJC_CLASS_$_PHAssetResource (from Photos)
                 (undefined) external _OBJC_CLASS_$_PHCollection (from Photos)
                 (undefined) external _OBJC_CLASS_$_PHCollectionList (from Photos)
                 (undefined) external _OBJC_CLASS_$_PHImageManager (from Photos)
                 (undefined) external _OBJC_CLASS_$_PHImageRequestOptions (from Photos)
                 (undefined) external _OBJC_CLASS_$_PHPerson (from Photos)
                 (undefined) external _OBJC_CLASS_$_PHPhotoLibrary (from Photos)
                 (undefined) external _OBJC_CLASS_$_PHVideoRequestOptions (from Photos)
                 (undefined) external _OBJC_CLASS_$_SUPreferenceManager (from SoftwareUpdate)
                 (undefined) external _OBJC_CLASS_$_UNMutableNotificationContent (from UserNotifications)
                 (undefined) external _OBJC_CLASS_$_UNNotificationAction (from UserNotifications)
                 (undefined) external _OBJC_CLASS_$_UNNotificationAttachment (from UserNotifications)
                 (undefined) external _OBJC_CLASS_$_UNNotificationCategory (from UserNotifications)
                 (undefined) external _OBJC_CLASS_$_UNNotificationRequest (from UserNotifications)
                 (undefined) external _OBJC_CLASS_$_UNUserNotificationCenter (from UserNotifications)
                 (undefined) external _OBJC_CLASS_$_UTType (from UniformTypeIdentifiers)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _PFVideoAVCFObjectBuilderCopyAVCFAsset (from PhotosFormats)
                 (undefined) external _PFVideoAVCFObjectBuilderCreateExportSessionWithExportPreset (from PhotosFormats)
                 (undefined) external _PFVideoAVCFObjectBuilderCreatePlayerItem (from PhotosFormats)
                 (undefined) external _PFVideoAVCFObjectBuilderCreateWithVideoAsset (from PhotosFormats)
                 (undefined) external _PHAssetPropertySetDescription (from Photos)
                 (undefined) external _PHAssetPropertySetGridMetadata (from Photos)
                 (undefined) external _PHAssetPropertySetOriginalMetadata (from Photos)
                 (undefined) external _PHAssetPropertySetPhotosInfoPanelExtended (from Photos)
                 (undefined) external _PHImageErrorKey (from Photos)
                 (undefined) external _PHImageFileURLKey (from Photos)
                 (undefined) external _PHImageManagerMaximumSize (from Photos)
                 (undefined) external _PasteboardClear (from ApplicationServices)
                 (undefined) external _PasteboardCopyItemFlavorData (from ApplicationServices)
                 (undefined) external _PasteboardCopyName (from ApplicationServices)
                 (undefined) external _PasteboardCreate (from ApplicationServices)
                 (undefined) external _PasteboardGetItemCount (from ApplicationServices)
                 (undefined) external _PasteboardGetItemIdentifier (from ApplicationServices)
                 (undefined) external _PasteboardPutItemFlavor (from ApplicationServices)
                 (undefined) external _PasteboardSetPasteLocation (from ApplicationServices)
                 (undefined) external _PasteboardSetPromiseKeeper (from ApplicationServices)
                 (undefined) external _PasteboardSynchronize (from ApplicationServices)
                 (undefined) external _ProcessInformationCopyDictionary (from ApplicationServices)
                 (undefined) external _PtrAndHand (from CoreServices)
                 (undefined) external _PtrToHand (from CoreServices)
                 (undefined) external _RSA_free (from libcrypto.46)
                 (undefined) external _RSA_padding_add_PKCS1_OAEP (from libcrypto.46)
                 (undefined) external _RSA_size (from libcrypto.46)
                 (undefined) external _RegisterComponent (from CoreServices)
                 (undefined) external _RestoreCheckpointCreateCheckpointFingerprint (from MobileDevice)
                 (undefined) external _SCDynamicStoreCopyComputerName (from SystemConfiguration)
                 (undefined) external _SCDynamicStoreCopyMultiple (from SystemConfiguration)
                 (undefined) external _SCDynamicStoreCopyProxies (from SystemConfiguration)
                 (undefined) external _SCDynamicStoreCreate (from SystemConfiguration)
                 (undefined) external _SCDynamicStoreKeyCreateNetworkServiceEntity (from SystemConfiguration)
                 (undefined) external _SCNetworkReachabilityCreateWithName (from SystemConfiguration)
                 (undefined) external _SCNetworkReachabilityGetFlags (from SystemConfiguration)
                 (undefined) external _SCNetworkReachabilityScheduleWithRunLoop (from SystemConfiguration)
                 (undefined) external _SCNetworkReachabilitySetCallback (from SystemConfiguration)
                 (undefined) external _SCNetworkReachabilityUnscheduleFromRunLoop (from SystemConfiguration)
                 (undefined) external _SameProcess (from ApplicationServices)
                 (undefined) external _SecKeyCreateWithData (from Security)
                 (undefined) external _SecKeyVerifySignature (from Security)
                 (undefined) external _SessionGetInfo (from Security)
                 (undefined) external _SetFrontProcess (from ApplicationServices)
                 (undefined) external _SetSpeechInfo (from ApplicationServices)
                 (undefined) external _SetSpeechRate (from ApplicationServices)
                 (undefined) external _SpeakCFString (from ApplicationServices)
                 (undefined) external _UNNotificationDefaultActionIdentifier (from UserNotifications)
                 (undefined) external _UNNotificationDismissActionIdentifier (from UserNotifications)
                 (undefined) external _UTCreateStringForOSType (from CoreServices)
                 (undefined) external _UTTypeCreatePreferredIdentifierForTag (from CoreServices)
                 (undefined) external _UpdateSystemActivity (from CoreServices)
                 (undefined) external _VVVCreatePodController (from iPodUpdater)
                 (undefined) external _VVVCreatePodWithID (from iPodUpdater)
                 (undefined) external _VVVDeletePod (from iPodUpdater)
                 (undefined) external _VVVDeletePodController (from iPodUpdater)
                 (undefined) external _VVVGetCompletionInstructions (from iPodUpdater)
                 (undefined) external _VVVGetPodUpdaterLibraryVersion (from iPodUpdater)
                 (undefined) external _VVVGetProgress (from iPodUpdater)
                 (undefined) external _VVVRestorePod (from iPodUpdater)
                 (undefined) external _VVVSetLogVerbosity (from iPodUpdater)
                 (undefined) external _VVVShouldAllowRestore (from iPodUpdater)
                 (undefined) external _VVVShouldAllowUpdate (from iPodUpdater)
                 (undefined) external _VVVUpdatePod (from iPodUpdater)
                 (undefined) external _XML_Parse (from libexpat)
                 (undefined) external _XML_ParserCreate (from libexpat)
                 (undefined) external _XML_ParserFree (from libexpat)
                 (undefined) external _XML_SetCharacterDataHandler (from libexpat)
                 (undefined) external _XML_SetElementHandler (from libexpat)
                 (undefined) external _XML_SetUserData (from libexpat)
                 (undefined) external __AVCFInitializeRetainedProtectedContentPlaybackSupportSessionAsynchronouslyForProviderWithOptions (from AVFoundationCF)
                 (undefined) external __AVCFPlayerItemCopyApplicationAuthorizationChallenge (from AVFoundationCF)
                 (undefined) external __AVCFPlayerItemCopyApplicationAuthorizationChallengeProvider (from AVFoundationCF)
                 (undefined) external __AVCFPlayerItemIsExternalProtectionRequiredForPlayback (from AVFoundationCF)
                 (undefined) external __AVCFPlayerItemIsRental (from AVFoundationCF)
                 (undefined) external __AVCFPlayerItemSetApplicationAuthorizationChallengeResponse (from AVFoundationCF)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFCopySystemVersionDictionary (from CoreFoundation)
                 (undefined) external __CFHTTPCookieStorageGetDefault (from CFNetwork)
                 (undefined) external __CSCreateSeed (from CoreServices)
                 (undefined) external __CSDestroySeed (from CoreServices)
                 (undefined) external __CSReadSeed (from CoreServices)
                 (undefined) external __CSWriteSeed (from CoreServices)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __LSModifyNotification (from CoreServices)
                 (undefined) external __LSScheduleNotificationFunction (from CoreServices)
                 (undefined) external __LSUnscheduleNotificationFunction (from CoreServices)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __NSProgressRemoteLocalizedAdditionalDescriptionKey (from Foundation)
                 (undefined) external __NSProgressRemoteLocalizedDescriptionKey (from Foundation)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) external __ZNKSt13runtime_error4whatEv (from libc++)
