0000000182771da8 (__DATA,__data) external _NDR_record
0000000180748a90 (__DATA_CONST,__const) non-external _err_codes_task_master
0000000180748a88 (__DATA_CONST,__const) non-external _err_codes_ufs
00000001807487c0 (__DATA_CONST,__const) non-external _err_codes_unix
0000000180748bc8 (__DATA_CONST,__const) non-external _err_codes_us
0000000180748db0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000180748ea0 (__DATA_CONST,__const) non-external _err_codes_xkernel
0000000180748508 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000180748580 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00000001807481e8 (__DATA_CONST,__const) non-external _err_os_sub
0000000180748288 (__DATA_CONST,__const) non-external _err_server_sub
0000000180692b60 (__TEXT,__const) non-external _err_us_sub
0000000182771e30 (__DATA,__common) external _errno
000000018068df3c (__TEXT,__text) external _etap_trace_thread
0000000180678aa4 (__TEXT,__text) external _exc_server
0000000180678a70 (__TEXT,__text) external _exc_server_routine
00000001806780bc (__TEXT,__text) external _exception_raise
0000000180678238 (__TEXT,__text) external _exception_raise_state
00000001806784ac (__TEXT,__text) external _exception_raise_state_identity
0000000180663920 (__TEXT,__text) external _exchangedata
0000000180668314 (__TEXT,__text) external _exclaves_boot
0000000180668228 (__TEXT,__text) external _exclaves_endpoint_call
00000001806682bc (__TEXT,__text) external _exclaves_named_buffer_copyin
00000001806682e8 (__TEXT,__text) external _exclaves_named_buffer_copyout
0000000180668298 (__TEXT,__text) external _exclaves_named_buffer_create
000000018066e560 (__TEXT,__text) external _execve
000000018066394c (__TEXT,__text) external _faccessat
0000000180663978 (__TEXT,__text) external _fchdir
00000001806639a4 (__TEXT,__text) external _fchflags
000000018066c1f4 (__TEXT,__text) external _fchmod
00000001806639d0 (__TEXT,__text) external _fchmodat
00000001806639fc (__TEXT,__text) external _fchown
0000000180663a28 (__TEXT,__text) external _fchownat
0000000180663a54 (__TEXT,__text) external _fclonefileat
000000018066ec34 (__TEXT,__text) external _fcntl
000000018066e8b8 (__TEXT,__text) external _fcntl$NOCANCEL
0000000180663a80 (__TEXT,__text) external _fdatasync
0000000180663aac (__TEXT,__text) external _ffsctl
0000000180663ad8 (__TEXT,__text) external _fgetattrlist
0000000180663b04 (__TEXT,__text) external _fgetxattr
0000000180663b30 (__TEXT,__text) external _fhopen
0000000180663b5c (__TEXT,__text) external _fileport_makefd
0000000180663b88 (__TEXT,__text) external _fileport_makeport
0000000180663bb4 (__TEXT,__text) external _flistxattr
0000000180663be0 (__TEXT,__text) external _flock
0000000180663c0c (__TEXT,__text) external _fmount
0000000180663c38 (__TEXT,__text) external _fpathconf
0000000180667c18 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
0000000180663c64 (__TEXT,__text) external _freadlink
0000000180663c90 (__TEXT,__text) external _fremovexattr
0000000180672b6c (__TEXT,__text) external _fs_snapshot_create
0000000180672bbc (__TEXT,__text) external _fs_snapshot_delete
0000000180672b88 (__TEXT,__text) external _fs_snapshot_list
0000000180672c2c (__TEXT,__text) external _fs_snapshot_mount
0000000180672bd8 (__TEXT,__text) external _fs_snapshot_rename
0000000180672bf4 (__TEXT,__text) external _fs_snapshot_revert
0000000180672c10 (__TEXT,__text) external _fs_snapshot_root
0000000180663cbc (__TEXT,__text) external _fsctl
0000000180663ce8 (__TEXT,__text) external _fsetattrlist
0000000180663d14 (__TEXT,__text) external _fsetxattr
0000000180663d40 (__TEXT,__text) external _fsgetpath
0000000180663d6c (__TEXT,__text) external _fsgetpath_ext
0000000180663d98 (__TEXT,__text) external _fstat
0000000180663d98 (__TEXT,__text) external _fstat64
0000000180663dc4 (__TEXT,__text) external _fstatat
0000000180663dc4 (__TEXT,__text) external _fstatat64
0000000180663df0 (__TEXT,__text) external _fstatfs
0000000180663df0 (__TEXT,__text) external _fstatfs64
0000000180663e1c (__TEXT,__text) external _fsync
0000000180661398 (__TEXT,__text) external _fsync$NOCANCEL
0000000180663e48 (__TEXT,__text) external _ftruncate
000000018066ba24 (__TEXT,__text) external _futimens
0000000180663e74 (__TEXT,__text) external _futimes
0000000182771db0 (__DATA,__crash_info) non-external _gCRAnnotations
00000001806613c4 (__TEXT,__text) external _getattrlist
0000000180663ea0 (__TEXT,__text) external _getattrlistat
0000000180663ecc (__TEXT,__text) external _getattrlistbulk
0000000180677470 (__TEXT,__text) external _getaudit
0000000180663ef8 (__TEXT,__text) external _getaudit_addr
0000000180663f24 (__TEXT,__text) external _getauid
0000000180663f50 (__TEXT,__text) external _getdirentries
0000000180663f7c (__TEXT,__text) external _getdirentriesattr
0000000180663fa8 (__TEXT,__text) external _getdtablesize
0000000180663fd4 (__TEXT,__text) external _getegid
0000000180664000 (__TEXT,__text) external _getentropy
000000018066402c (__TEXT,__text) external _geteuid
0000000180664058 (__TEXT,__text) external _getfh
0000000180664084 (__TEXT,__text) external _getfsstat
0000000180664084 (__TEXT,__text) external _getfsstat64
00000001806640b0 (__TEXT,__text) external _getgid
00000001806640dc (__TEXT,__text) external _getgroups
000000018066b758 (__TEXT,__text) external _gethostuuid
0000000180669738 (__TEXT,__text) external _getiopolicy_np
0000000180664108 (__TEXT,__text) external _getitimer
0000000180661474 (__TEXT,__text) external _getpeername
0000000180664134 (__TEXT,__text) external _getpgid
0000000180664160 (__TEXT,__text) external _getpgrp
00000001806614a0 (__TEXT,__text) external _getpid
000000018066418c (__TEXT,__text) external _getppid
00000001806641b8 (__TEXT,__text) external _getpriority
000000018066edd0 (__TEXT,__text) external _getrlimit
00000001806641e4 (__TEXT,__text) external _getrusage
000000018066151c (__TEXT,__text) external _getsgroups_np
0000000180664210 (__TEXT,__text) external _getsid
0000000180661548 (__TEXT,__text) external _getsockname
000000018066423c (__TEXT,__text) external _getsockopt
0000000180664268 (__TEXT,__text) external _getuid
00000001806615fc (__TEXT,__text) external _getwgroups_np
0000000180664294 (__TEXT,__text) external _getxattr
00000001806642c0 (__TEXT,__text) external _grab_pgo_data
00000001806642ec (__TEXT,__text) external _graftdmg
0000000180664318 (__TEXT,__text) external _guarded_close_np
0000000180664344 (__TEXT,__text) external _guarded_kqueue_np
0000000180667c94 (__TEXT,__text) external _guarded_open_dprotected_np
00000001806778c8 (__TEXT,__text) external _guarded_open_np
0000000180664370 (__TEXT,__text) external _guarded_pwrite_np
000000018066439c (__TEXT,__text) external _guarded_write_np
00000001806643c8 (__TEXT,__text) external _guarded_writev_np
0000000180696130 (__TEXT,__cstring) non-external _hex
0000000180667ce4 (__TEXT,__text) external _host_check_multiuser_mode
0000000180667cec (__TEXT,__text) external _host_create_mach_voucher
00000001806608a4 (__TEXT,__text) external _host_create_mach_voucher_trap
000000018067908c (__TEXT,__text) external _host_default_memory_manager
000000018067ac48 (__TEXT,__text) external _host_get_UNDServer
0000000180667cc4 (__TEXT,__text) external _host_get_atm_diagnostic_flag
0000000180678b30 (__TEXT,__text) external _host_get_boot_info
0000000180679780 (__TEXT,__text) external _host_get_clock_control
000000018067bc8c (__TEXT,__text) external _host_get_clock_service
000000018067a0e0 (__TEXT,__text) external _host_get_exception_ports
000000018067bb2c (__TEXT,__text) external _host_get_io_main
0000000180667d64 (__TEXT,__text) external _host_get_io_master
0000000180667cdc (__TEXT,__text) external _host_get_multiuser_config_flags
0000000180679d08 (__TEXT,__text) external _host_get_special_port
000000018067b284 (__TEXT,__text) external _host_info
000000018067b4a8 (__TEXT,__text) external _host_kernel_version
000000018067c8dc (__TEXT,__text) external _host_lockgroup_info
000000018066811c (__TEXT,__text) external _host_page_size
0000000180678e68 (__TEXT,__text) external _host_priv_statistics
000000018067b98c (__TEXT,__text) external _host_processor_info
000000018067a9ac (__TEXT,__text) external _host_processor_set_priv
000000018067a828 (__TEXT,__text) external _host_processor_sets
00000001806795fc (__TEXT,__text) external _host_processors
0000000180678d48 (__TEXT,__text) external _host_reboot
000000018067d19c (__TEXT,__text) external _host_register_mach_voucher_attr_manager
000000018067d330 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
000000018067c7a8 (__TEXT,__text) external _host_request_notification
000000018067af98 (__TEXT,__text) external _host_security_create_task_token
000000018067b13c (__TEXT,__text) external _host_security_set_task_token
0000000180669594 (__TEXT,__text) external _host_self
0000000180660754 (__TEXT,__text) external _host_self_trap
000000018067ab24 (__TEXT,__text) external _host_set_UNDServer
000000018067d4b8 (__TEXT,__text) external _host_set_atm_diagnostic_flag
0000000180679fa8 (__TEXT,__text) external _host_set_exception_ports
000000018067d7f0 (__TEXT,__text) external _host_set_multiuser_config_flags
0000000180679e74 (__TEXT,__text) external _host_set_special_port
000000018067c584 (__TEXT,__text) external _host_statistics
000000018067ca70 (__TEXT,__text) external _host_statistics64
000000018067a3b4 (__TEXT,__text) external _host_swap_exception_ports
000000018067bf80 (__TEXT,__text) external _host_virtual_physical_table_info
0000000182771d88 (__DATA,__data) external _important_boost_assertion_token
00000001827d2298 (__AUTH_CONST,__const) external _internal_catch_exc_subsystem
0000000180667b0c (__TEXT,__text) non-external _internal_catch_exception_raise
0000000182771d78 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00000001806679e0 (__TEXT,__text) non-external _internal_catch_exception_raise_state
0000000182771d70 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00000001806678a0 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
0000000182771d68 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
000000018066ee50 (__TEXT,__text) external _ioctl
00000001806643f4 (__TEXT,__text) external _issetugid
00000001827724b8 (__DATA,__bss) non-external _kAccountingThreshold
0000000180664420 (__TEXT,__text) external _kas_info
0000000180672e38 (__TEXT,__text) external _kdebug_is_enabled
0000000180673024 (__TEXT,__text) external _kdebug_signpost
00000001806730f0 (__TEXT,__text) external _kdebug_signpost_end
000000018067302c (__TEXT,__text) non-external _kdebug_signpost_internal
00000001806730e0 (__TEXT,__text) external _kdebug_signpost_start
0000000180672eac (__TEXT,__text) external _kdebug_timestamp
0000000180672ec4 (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000180672ee0 (__TEXT,__text) external _kdebug_timestamp_from_continuous
0000000180672efc (__TEXT,__text) external _kdebug_trace
0000000180672f7c (__TEXT,__text) external _kdebug_trace_string
0000000180672db4 (__TEXT,__text) external _kdebug_typefilter
00000001827724e0 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
0000000180672e98 (__TEXT,__text) external _kdebug_using_continuous_time
000000018066444c (__TEXT,__text) external _kevent
0000000180664478 (__TEXT,__text) external _kevent64
00000001806644a4 (__TEXT,__text) external _kevent_id
00000001806644d0 (__TEXT,__text) external _kevent_qos
000000018067ada8 (__TEXT,__text) external _kext_request
00000001806728e8 (__TEXT,__text) external _kill
0000000180679b60 (__TEXT,__text) external _kmod_control
00000001806798f0 (__TEXT,__text) external _kmod_create
0000000180679a40 (__TEXT,__text) external _kmod_destroy
000000018067bdfc (__TEXT,__text) external _kmod_get_info
000000018067755c (__TEXT,__text) external _kpersona_alloc
00000001806775dc (__TEXT,__text) external _kpersona_dealloc
000000018067772c (__TEXT,__text) external _kpersona_find
0000000180677810 (__TEXT,__text) external _kpersona_find_by_type
0000000180677620 (__TEXT,__text) external _kpersona_get
0000000180677660 (__TEXT,__text) external _kpersona_getpath
00000001806776a4 (__TEXT,__text) external _kpersona_info
000000018067759c (__TEXT,__text) external _kpersona_palloc
00000001806776e8 (__TEXT,__text) external _kpersona_pidinfo
00000001806644fc (__TEXT,__text) external _kqueue
0000000180661838 (__TEXT,__text) external _lchown
0000000180664528 (__TEXT,__text) external _ledger
0000000180664554 (__TEXT,__text) external _link
0000000180664580 (__TEXT,__text) external _linkat
00000001806645ac (__TEXT,__text) external _lio_listio
0000000180661864 (__TEXT,__text) external _listen
00000001806645d8 (__TEXT,__text) external _listxattr
0000000180687b5c (__TEXT,__text) external _lock_set_create
0000000180687cc8 (__TEXT,__text) external _lock_set_destroy
000000018066c1f0 (__TEXT,__text) external _log_data_as_kernel
00000001806618bc (__TEXT,__text) external _lseek
0000000180664604 (__TEXT,__text) external _lstat
0000000180664604 (__TEXT,__text) external _lstat64
00000001806605e0 (__TEXT,__text) external _mach_absolute_time
0000000180660664 (__TEXT,__text) external _mach_absolute_time_kernel
000000018066b73c (__TEXT,__text) external _mach_approximate_time
000000018066b834 (__TEXT,__text) external _mach_boottime_usec
00000001806677e8 (__TEXT,__text) external _mach_continuous_approximate_time
0000000180667770 (__TEXT,__text) external _mach_continuous_time
0000000180660670 (__TEXT,__text) external _mach_continuous_time_kernel
0000000180668094 (__TEXT,__text) external _mach_error
0000000182771df8 (__DATA,__common) external _mach_error_full_diag
0000000180668070 (__TEXT,__text) external _mach_error_string
0000000180667ee4 (__TEXT,__text) non-external _mach_error_string_int
0000000180667d68 (__TEXT,__text) external _mach_error_type
00000001806911a8 (__TEXT,__text) external _mach_eventlink_associate
0000000180690ee8 (__TEXT,__text) external _mach_eventlink_create
0000000180691088 (__TEXT,__text) external _mach_eventlink_destroy
00000001806912f0 (__TEXT,__text) external _mach_eventlink_disassociate
000000018066b988 (__TEXT,__text) external _mach_eventlink_signal
000000018066b9e4 (__TEXT,__text) external _mach_eventlink_signal_wait_until
000000018066b9a4 (__TEXT,__text) external _mach_eventlink_wait_until
00000001806607f0 (__TEXT,__text) external _mach_generate_activity_id
000000018066ea54 (__TEXT,__text) external _mach_get_times
000000018066998c (__TEXT,__text) external _mach_host_self
0000000180666068 (__TEXT,__text) external _mach_host_special_port_description
0000000180748058 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00000001806660c8 (__TEXT,__text) external _mach_host_special_port_for_id
0000000182771bf0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
0000000180668130 (__TEXT,__text) external _mach_init
00000001827724a8 (__DATA,__bss) non-external _mach_init.mach_init_inited
0000000180668168 (__TEXT,__text) non-external _mach_init_doit
0000000180683294 (__TEXT,__text) external _mach_make_memory_entry
0000000180690368 (__TEXT,__text) external _mach_make_memory_entry_64
0000000180690c30 (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000180690db0 (__TEXT,__text) external _mach_memory_entry_ownership
0000000180690ad4 (__TEXT,__text) external _mach_memory_entry_purgable_control
000000018067d5d8 (__TEXT,__text) external _mach_memory_info
000000018067b7fc (__TEXT,__text) external _mach_memory_object_memory_entry
000000018067c3f4 (__TEXT,__text) external _mach_memory_object_memory_entry_64
0000000180668448 (__TEXT,__text) external _mach_msg
000000018066833c (__TEXT,__text) external _mach_msg2_internal
0000000180660820 (__TEXT,__text) external _mach_msg2_trap
0000000180668738 (__TEXT,__text) external _mach_msg_destroy
0000000180668888 (__TEXT,__text) non-external _mach_msg_destroy_port
000000018066846c (__TEXT,__text) external _mach_msg_overwrite
000000018066076c (__TEXT,__text) external _mach_msg_overwrite_trap
0000000180669088 (__TEXT,__text) external _mach_msg_priority_encode
0000000180669078 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00000001806690bc (__TEXT,__text) external _mach_msg_priority_overide_qos
00000001806690cc (__TEXT,__text) external _mach_msg_priority_qos
00000001806690dc (__TEXT,__text) external _mach_msg_priority_relpri
00000001806686fc (__TEXT,__text) external _mach_msg_receive
00000001806686c0 (__TEXT,__text) external _mach_msg_send
0000000180668cec (__TEXT,__text) external _mach_msg_server
0000000180668c84 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
0000000180669064 (__TEXT,__text) external _mach_msg_server_importance
00000001806689ac (__TEXT,__text) external _mach_msg_server_once
0000000180660760 (__TEXT,__text) external _mach_msg_trap
0000000180684134 (__TEXT,__text) external _mach_notify_dead_name
0000000180684070 (__TEXT,__text) external _mach_notify_no_senders
0000000180683f94 (__TEXT,__text) external _mach_notify_port_deleted
0000000180683ffc (__TEXT,__text) external _mach_notify_port_destroyed
00000001806840d8 (__TEXT,__text) external _mach_notify_send_once
0000000180676318 (__TEXT,__text) external _mach_port_allocate
000000018067669c (__TEXT,__text) external _mach_port_allocate_full
0000000180676314 (__TEXT,__text) external _mach_port_allocate_name
0000000180676698 (__TEXT,__text) external _mach_port_allocate_qos
0000000180676ca8 (__TEXT,__text) external _mach_port_assert_attributes
0000000180676ac0 (__TEXT,__text) external _mach_port_construct
000000018067638c (__TEXT,__text) external _mach_port_deallocate
0000000180676388 (__TEXT,__text) external _mach_port_destroy
0000000180676758 (__TEXT,__text) external _mach_port_destruct
000000018067694c (__TEXT,__text) external _mach_port_dnrequest_info
0000000180676a04 (__TEXT,__text) external _mach_port_extract_member
0000000180676600 (__TEXT,__text) external _mach_port_extract_right
0000000180676608 (__TEXT,__text) external _mach_port_get_attributes
0000000180676a74 (__TEXT,__text) external _mach_port_get_context
00000001806763e8 (__TEXT,__text) external _mach_port_get_refs
0000000180676ca4 (__TEXT,__text) external _mach_port_get_service_port_info
000000018067646c (__TEXT,__text) external _mach_port_get_set_status
00000001806766a4 (__TEXT,__text) external _mach_port_get_srights
0000000180676b38 (__TEXT,__text) external _mach_port_guard
0000000180676c98 (__TEXT,__text) external _mach_port_guard_with_flags
0000000180676994 (__TEXT,__text) external _mach_port_insert_member
0000000180676588 (__TEXT,__text) external _mach_port_insert_right
0000000180676ca0 (__TEXT,__text) external _mach_port_is_connection_for_service
0000000180676950 (__TEXT,__text) external _mach_port_kernel_object
0000000180676ab8 (__TEXT,__text) external _mach_port_kobject
0000000180676abc (__TEXT,__text) external _mach_port_kobject_description
00000001806763ec (__TEXT,__text) external _mach_port_mod_refs
0000000180676470 (__TEXT,__text) external _mach_port_move_member
000000018067629c (__TEXT,__text) external _mach_port_names
0000000180676464 (__TEXT,__text) external _mach_port_peek
0000000180676310 (__TEXT,__text) external _mach_port_rename
00000001806764e0 (__TEXT,__text) external _mach_port_request_notification
0000000180676694 (__TEXT,__text) external _mach_port_set_attributes
0000000180676ab4 (__TEXT,__text) external _mach_port_set_context
0000000180676468 (__TEXT,__text) external _mach_port_set_mscount
0000000180676604 (__TEXT,__text) external _mach_port_set_seqno
00000001806766ac (__TEXT,__text) external _mach_port_space_basic_info
00000001806766a8 (__TEXT,__text) external _mach_port_space_info
0000000180676c9c (__TEXT,__text) external _mach_port_swap_guard
00000001806762a0 (__TEXT,__text) external _mach_port_type
0000000180676bb0 (__TEXT,__text) external _mach_port_unguard
000000018068669c (__TEXT,__text) external _mach_ports_lookup
0000000180686568 (__TEXT,__text) external _mach_ports_register
0000000180660730 (__TEXT,__text) external _mach_reply_port
0000000180669a20 (__TEXT,__text) external _mach_right_recv_construct
0000000180669ae4 (__TEXT,__text) external _mach_right_recv_destruct
0000000180669b7c (__TEXT,__text) external _mach_right_send_create
0000000180669d70 (__TEXT,__text) external _mach_right_send_once_consume
0000000180669d04 (__TEXT,__text) external _mach_right_send_once_create
0000000180669c58 (__TEXT,__text) external _mach_right_send_release
0000000180669be4 (__TEXT,__text) external _mach_right_send_retain
000000018067682c (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00000001806768d8 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
000000018066b844 (__TEXT,__text) external _mach_task_is_self
0000000180669990 (__TEXT,__text) external _mach_task_self
0000000182772490 (__DATA,__common) external _mach_task_self_
0000000180666088 (__TEXT,__text) external _mach_task_special_port_description
0000000180748168 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
0000000180666190 (__TEXT,__text) external _mach_task_special_port_for_id
0000000182771ce8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000180669994 (__TEXT,__text) external _mach_thread_self
00000001806660a8 (__TEXT,__text) external _mach_thread_special_port_description
00000001807481c8 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00000001806661a0 (__TEXT,__text) external _mach_thread_special_port_for_id
0000000182771d48 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000180672d5c (__TEXT,__text) external _mach_timebase_info
00000001827724d4 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00000001806608e0 (__TEXT,__text) external _mach_timebase_info_trap
0000000180676cac (__TEXT,__text) external _mach_vm_allocate
0000000180682734 (__TEXT,__text) external _mach_vm_behavior_set
000000018068239c (__TEXT,__text) external _mach_vm_copy
0000000180676d60 (__TEXT,__text) external _mach_vm_deallocate
0000000180683a80 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000180683ba0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000180683cc0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000180681e28 (__TEXT,__text) external _mach_vm_inherit
00000001806829ec (__TEXT,__text) external _mach_vm_machine_attribute
0000000180676edc (__TEXT,__text) external _mach_vm_map
0000000180682610 (__TEXT,__text) external _mach_vm_msync
000000018068358c (__TEXT,__text) external _mach_vm_page_info
0000000180682ce0 (__TEXT,__text) external _mach_vm_page_query
0000000180683778 (__TEXT,__text) external _mach_vm_page_range_query
0000000180676e08 (__TEXT,__text) external _mach_vm_protect
00000001806773f4 (__TEXT,__text) external _mach_vm_purgable_control
0000000180683de0 (__TEXT,__text) external _mach_vm_range_create
0000000180677150 (__TEXT,__text) external _mach_vm_read
00000001806820d8 (__TEXT,__text) external _mach_vm_read_list
00000001806824bc (__TEXT,__text) external _mach_vm_read_overwrite
000000018066a150 (__TEXT,__text) external _mach_vm_reclaim_is_available
0000000180669ee8 (__TEXT,__text) external _mach_vm_reclaim_mark_free
000000018066a02c (__TEXT,__text) external _mach_vm_reclaim_mark_used
0000000180669e20 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
000000018066a174 (__TEXT,__text) external _mach_vm_reclaim_synchronize
000000018066a13c (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000180683064 (__TEXT,__text) external _mach_vm_region
0000000180682e48 (__TEXT,__text) external _mach_vm_region_recurse
0000000180677018 (__TEXT,__text) external _mach_vm_remap
00000001806770b4 (__TEXT,__text) external _mach_vm_remap_new
000000018067a6f0 (__TEXT,__text) external _mach_vm_wire
0000000180682260 (__TEXT,__text) external _mach_vm_write
0000000180691b14 (__TEXT,__text) external _mach_voucher_attr_command
0000000180669068 (__TEXT,__text) external _mach_voucher_deallocate
0000000180691d78 (__TEXT,__text) external _mach_voucher_debug_info
00000001806918bc (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000018069141c (__TEXT,__text) external _mach_voucher_extract_attr_content
0000000180676c20 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00000001806608b0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00000001806608ec (__TEXT,__text) external _mach_wait_until
000000018067ce7c (__TEXT,__text) external _mach_zone_force_gc
000000018067ddc8 (__TEXT,__text) external _mach_zone_get_btlog_records
000000018067dc34 (__TEXT,__text) external _mach_zone_get_zlog_zones
000000018067ccac (__TEXT,__text) external _mach_zone_info
000000018067da84 (__TEXT,__text) external _mach_zone_info_for_largest_zone
000000018067d910 (__TEXT,__text) external _mach_zone_info_for_zone
0000000180660868 (__TEXT,__text) external _macx_backing_store_recovery
000000018066085c (__TEXT,__text) external _macx_backing_store_suspend
0000000180660838 (__TEXT,__text) external _macx_swapoff
000000018066082c (__TEXT,__text) external _macx_swapon
0000000180660850 (__TEXT,__text) external _macx_triggers
0000000180664630 (__TEXT,__text) external _madvise
00000001806659d8 (__TEXT,__text) non-external (was a private external) _malloc
00000001827724b0 (__DATA,__bss) non-external _master_host_port
0000000180665b30 (__TEXT,__text) non-external _memcpy
000000018066465c (__TEXT,__text) external _memorystatus_control
0000000180664688 (__TEXT,__text) external _memorystatus_get_level
00000001806690f4 (__TEXT,__text) external _mig_allocate
0000000180669348 (__TEXT,__text) external _mig_dealloc_reply_port
00000001806766ec (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000180669150 (__TEXT,__text) external _mig_deallocate
00000001806692b4 (__TEXT,__text) external _mig_get_reply_port
00000001806766b0 (__TEXT,__text) external _mig_get_special_reply_port
00000001806693c0 (__TEXT,__text) external _mig_put_reply_port
0000000180669280 (__TEXT,__text) external _mig_reply_setup
00000001806693c4 (__TEXT,__text) external _mig_strncpy
000000018066940c (__TEXT,__text) external _mig_strncpy_zerofill
00000001806646b4 (__TEXT,__text) external _mincore
00000001806646e0 (__TEXT,__text) external _minherit
0000000180660910 (__TEXT,__text) external _mk_timer_arm
0000000180660928 (__TEXT,__text) external _mk_timer_arm_leeway
000000018066091c (__TEXT,__text) external _mk_timer_cancel
00000001806608f8 (__TEXT,__text) external _mk_timer_create
0000000180660904 (__TEXT,__text) external _mk_timer_destroy
000000018066470c (__TEXT,__text) external _mkdir
0000000180664738 (__TEXT,__text) external _mkdirat
0000000180664764 (__TEXT,__text) external _mkfifo
0000000180664790 (__TEXT,__text) external _mkfifoat
00000001806647bc (__TEXT,__text) external _mknod
00000001806647e8 (__TEXT,__text) external _mknodat
0000000180664814 (__TEXT,__text) external _mlock
0000000180664840 (__TEXT,__text) external _mlockall
0000000180672a84 (__TEXT,__text) external _mmap
000000018066486c (__TEXT,__text) external _mount
0000000180661d60 (__TEXT,__text) external _mprotect
0000000180664898 (__TEXT,__text) external _mremap_encrypted
0000000180669580 (__TEXT,__text) external _msg_receive
0000000180669570 (__TEXT,__text) external _msg_rpc
0000000180669578 (__TEXT,__text) external _msg_send
0000000180661d8c (__TEXT,__text) external _msgctl
00000001806648c4 (__TEXT,__text) external _msgget
00000001806648f0 (__TEXT,__text) external _msgrcv
0000000180661db8 (__TEXT,__text) external _msgrcv$NOCANCEL
000000018066491c (__TEXT,__text) external _msgsnd
0000000180661de4 (__TEXT,__text) external _msgsnd$NOCANCEL
0000000180660be4 (__TEXT,__text) external _msgsys
0000000180661e3c (__TEXT,__text) external _msync
0000000180661e68 (__TEXT,__text) external _msync$NOCANCEL
0000000180664948 (__TEXT,__text) external _munlock
0000000180664974 (__TEXT,__text) external _munlockall
0000000180677924 (__TEXT,__text) external _munmap
00000001806649a0 (__TEXT,__text) external _necp_client_action
00000001806649cc (__TEXT,__text) external _necp_match_policy
00000001806649f8 (__TEXT,__text) external _necp_open
0000000180664a24 (__TEXT,__text) external _necp_session_action
0000000180664a50 (__TEXT,__text) external _necp_session_open
0000000180664a7c (__TEXT,__text) external _net_qos_guideline
0000000180664aa8 (__TEXT,__text) external _netagent_trigger
00000001806859f0 (__TEXT,__text) external _netname_check_in
0000000180685df0 (__TEXT,__text) external _netname_check_out
0000000180685b98 (__TEXT,__text) external _netname_look_up
0000000180685f94 (__TEXT,__text) external _netname_version
000000018066b894 (__TEXT,__text) external _nfsclnt
0000000180664ad4 (__TEXT,__text) external _nfssvc
0000000182771d98 (__DATA,__data) external _non_boost_assertion_token
0000000182771d90 (__DATA,__data) external _normal_boost_assertion_token
0000000180664b00 (__TEXT,__text) external _ntp_adjtime
0000000180664b2c (__TEXT,__text) external _ntp_gettime
0000000180664b58 (__TEXT,__text) external _objc_bp_assist_cfg_np
000000018067495c (__TEXT,__text) external _open
000000018066b920 (__TEXT,__text) external _open$NOCANCEL
00000001806754b8 (__TEXT,__text) external _open_dprotected_np
0000000180674990 (__TEXT,__text) external _openat
000000018066b954 (__TEXT,__text) external _openat$NOCANCEL
0000000180675574 (__TEXT,__text) external _openat_authenticated_np
0000000180675514 (__TEXT,__text) external _openat_dprotected_np
0000000180664b84 (__TEXT,__text) external _openbyid_np
0000000180667584 (__TEXT,__text) external _os_buflet_get_data_address
0000000180667554 (__TEXT,__text) external _os_buflet_get_data_length
000000018066758c (__TEXT,__text) external _os_buflet_get_data_limit
000000018066754c (__TEXT,__text) external _os_buflet_get_data_offset
0000000180667574 (__TEXT,__text) external _os_buflet_get_object_address
000000018066757c (__TEXT,__text) external _os_buflet_get_object_limit
