00007ff800cc5b46 (__TEXT,__text) external _APL_dgemm
00007ff800d69c40 (__TEXT,__text) external _cblas_ztpmv
00007ff800d6a31f (__TEXT,__text) external _cblas_ztpsv
00007ff800cd250c (__TEXT,__text) external _cblas_ztrmm
00007ff800d6b252 (__TEXT,__text) external _cblas_ztrmv
00007ff800cad86d (__TEXT,__text) external _cblas_ztrsm
00007ff800d6bc6e (__TEXT,__text) external _cblas_ztrsv
00007ff800bf11e7 (__TEXT,__text) external _ccopy
00007ff800bf11e7 (__TEXT,__text) external _ccopy_
00007ff800bf11fb (__TEXT,__text) external _cdotc
00007ff800bf11fb (__TEXT,__text) external _cdotc_
00007ff800bf121d (__TEXT,__text) external _cdotu
00007ff800bf121d (__TEXT,__text) external _cdotu_
00007ff800bef9eb (__TEXT,__text) external _cgbmv
00007ff800bef9eb (__TEXT,__text) external _cgbmv_
00007ff800becf54 (__TEXT,__text) external _cgemm
00007ff800becf54 (__TEXT,__text) external _cgemm_
00007ff800bef923 (__TEXT,__text) external _cgemv
00007ff800bef923 (__TEXT,__text) external _cgemv_
00007ff800bf02fa (__TEXT,__text) external _cgerc
00007ff800bf02fa (__TEXT,__text) external _cgerc_
00007ff800bf034a (__TEXT,__text) external _cgeru
00007ff800bf034a (__TEXT,__text) external _cgeru_
00007ff800befb56 (__TEXT,__text) external _chbmv
00007ff800befb56 (__TEXT,__text) external _chbmv_
00007ff800bed076 (__TEXT,__text) external _chemm
00007ff800bed076 (__TEXT,__text) external _chemm_
00007ff800befac5 (__TEXT,__text) external _chemv
00007ff800befac5 (__TEXT,__text) external _chemv_
00007ff800bf039a (__TEXT,__text) external _cher
00007ff800bf040b (__TEXT,__text) external _cher2
00007ff800bf040b (__TEXT,__text) external _cher2_
00007ff800bed6d7 (__TEXT,__text) external _cher2k
00007ff800bed6d7 (__TEXT,__text) external _cher2k_
00007ff800bf039a (__TEXT,__text) external _cher_
00007ff800bed4e6 (__TEXT,__text) external _cherk
00007ff800bed4e6 (__TEXT,__text) external _cherk_
00007ff800befbf3 (__TEXT,__text) external _chpmv
00007ff800befbf3 (__TEXT,__text) external _chpmv_
00007ff800bf0495 (__TEXT,__text) external _chpr
00007ff800bf04fd (__TEXT,__text) external _chpr2
00007ff800bf04fd (__TEXT,__text) external _chpr2_
00007ff800bf0495 (__TEXT,__text) external _chpr_
00007ff800bf123f (__TEXT,__text) external _crotg
00007ff800bf123f (__TEXT,__text) external _crotg_
00007ff800bf124c (__TEXT,__text) external _cscal
00007ff800bf124c (__TEXT,__text) external _cscal_
00007ff800bf125d (__TEXT,__text) external _csrot
00007ff800bf125d (__TEXT,__text) external _csrot_
00007ff800bf127e (__TEXT,__text) external _csscal
00007ff800bf127e (__TEXT,__text) external _csscal_
00007ff800bf1298 (__TEXT,__text) external _cswap
00007ff800bf1298 (__TEXT,__text) external _cswap_
00007ff800bed150 (__TEXT,__text) external _csymm
00007ff800bed150 (__TEXT,__text) external _csymm_
00007ff800bed7e2 (__TEXT,__text) external _csyr2k
00007ff800bed7e2 (__TEXT,__text) external _csyr2k_
00007ff800bed5e8 (__TEXT,__text) external _csyrk
00007ff800bed5e8 (__TEXT,__text) external _csyrk_
00007ff800befd8a (__TEXT,__text) external _ctbmv
00007ff800befd8a (__TEXT,__text) external _ctbmv_
00007ff800bf00cf (__TEXT,__text) external _ctbsv
00007ff800bf00cf (__TEXT,__text) external _ctbsv_
00007ff800befeac (__TEXT,__text) external _ctpmv
00007ff800befeac (__TEXT,__text) external _ctpmv_
00007ff800bf01f1 (__TEXT,__text) external _ctpsv
00007ff800bf01f1 (__TEXT,__text) external _ctpsv_
00007ff800bed22a (__TEXT,__text) external _ctrmm
00007ff800bed22a (__TEXT,__text) external _ctrmm_
00007ff800befc70 (__TEXT,__text) external _ctrmv
00007ff800befc70 (__TEXT,__text) external _ctrmv_
00007ff800bed388 (__TEXT,__text) external _ctrsm
00007ff800bed388 (__TEXT,__text) external _ctrsm_
00007ff800beffb5 (__TEXT,__text) external _ctrsv
00007ff800beffb5 (__TEXT,__text) external _ctrsv_
00007ff800bf12ed (__TEXT,__text) external _dasum
00007ff800bf12ed (__TEXT,__text) external _dasum_
00007ff800bf12fb (__TEXT,__text) external _daxpy
00007ff800bf12fb (__TEXT,__text) external _daxpy_
00007ff800bec1f2 (__TEXT,__text) external _dcabs1
00007ff800bec1f2 (__TEXT,__text) external _dcabs1_
00007ff800bf131e (__TEXT,__text) external _dcopy
00007ff800bf131e (__TEXT,__text) external _dcopy_
00007ff800bf1332 (__TEXT,__text) external _ddot
00007ff800bf1332 (__TEXT,__text) external _ddot_
00007ff800beee7e (__TEXT,__text) external _dgbmv
00007ff800beee7e (__TEXT,__text) external _dgbmv_
00007ff800c3f0d1 (__TEXT,__text) external _dgeCopy
00007ff800c5c7dc (__TEXT,__text) external _dgePack_A_NoTran
00007ff800c5c70a (__TEXT,__text) external _dgePack_A_Tran
00007ff800c5ca97 (__TEXT,__text) external _dgePack_B_NoTran
00007ff800c5c923 (__TEXT,__text) external _dgePack_B_Tran
00007ff800c3f093 (__TEXT,__text) external _dgeSetZero
00007ff800bec8d8 (__TEXT,__text) external _dgemm
00007ff800bec8d8 (__TEXT,__text) external _dgemm_
00007ff800beedd6 (__TEXT,__text) external _dgemv
00007ff800beedd6 (__TEXT,__text) external _dgemv_
00007ff800bef703 (__TEXT,__text) external _dger
00007ff800bef703 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
00007ff800bf1343 (__TEXT,__text) external _dnrm2
00007ff800bf1343 (__TEXT,__text) external _dnrm2_
00007ff800d57d7e (__TEXT,__text) external _double_general_add
00007ff800d643f4 (__TEXT,__text) external _double_general_add_scalar
00007ff800d5ad48 (__TEXT,__text) external _double_general_elementwise_product
00007ff800d626da (__TEXT,__text) external _double_general_permute_cols
00007ff800d62506 (__TEXT,__text) external _double_general_permute_rows
00007ff800d6ac62 (__TEXT,__text) external _double_general_product_scalar
00007ff800d5b077 (__TEXT,__text) external _double_general_splat
00007ff800d5a748 (__TEXT,__text) external _double_general_sub_scalar
00007ff800d62463 (__TEXT,__text) external _double_general_transpose
00007ff800d64cf2 (__TEXT,__text) external _double_inner_product_scalar
00007ff800d5d11e (__TEXT,__text) external _double_outer_product_scalar
00007ff800bf1351 (__TEXT,__text) external _drot
00007ff800bf1351 (__TEXT,__text) external _drot_
00007ff800bf1372 (__TEXT,__text) external _drotg
00007ff800bf1372 (__TEXT,__text) external _drotg_
00007ff800bf137f (__TEXT,__text) external _drotm
00007ff800bf137f (__TEXT,__text) external _drotm_
00007ff800bf1393 (__TEXT,__text) external _drotmg
00007ff800bf1393 (__TEXT,__text) external _drotmg_
00007ff800beefdd (__TEXT,__text) external _dsbmv
00007ff800beefdd (__TEXT,__text) external _dsbmv_
00007ff800bf13a7 (__TEXT,__text) external _dscal
00007ff800bf13a7 (__TEXT,__text) external _dscal_
00007ff800bf13f0 (__TEXT,__text) external _dsdot
00007ff800bf13f0 (__TEXT,__text) external _dsdot_
00007ff800bef07d (__TEXT,__text) external _dspmv
00007ff800bef07d (__TEXT,__text) external _dspmv_
00007ff800bef843 (__TEXT,__text) external _dspr
00007ff800bef8ab (__TEXT,__text) external _dspr2
00007ff800bef8ab (__TEXT,__text) external _dspr2_
00007ff800bef843 (__TEXT,__text) external _dspr_
00007ff800bf13c1 (__TEXT,__text) external _dswap
00007ff800bf13c1 (__TEXT,__text) external _dswap_
00007ff800bec9e4 (__TEXT,__text) external _dsymm
00007ff800bec9e4 (__TEXT,__text) external _dsymm_
00007ff800beef4b (__TEXT,__text) external _dsymv
00007ff800beef4b (__TEXT,__text) external _dsymv_
00007ff800bef748 (__TEXT,__text) external _dsyr
00007ff800bef7b9 (__TEXT,__text) external _dsyr2
00007ff800bef7b9 (__TEXT,__text) external _dsyr2_
00007ff800bece5f (__TEXT,__text) external _dsyr2k
00007ff800bece5f (__TEXT,__text) external _dsyr2k_
00007ff800bef748 (__TEXT,__text) external _dsyr_
00007ff800becd77 (__TEXT,__text) external _dsyrk
00007ff800becd77 (__TEXT,__text) external _dsyrk_
00007ff800bef201 (__TEXT,__text) external _dtbmv
00007ff800bef201 (__TEXT,__text) external _dtbmv_
00007ff800bef504 (__TEXT,__text) external _dtbsv
00007ff800bef504 (__TEXT,__text) external _dtbsv_
00007ff800bef30d (__TEXT,__text) external _dtpmv
00007ff800bef30d (__TEXT,__text) external _dtpmv_
00007ff800bef610 (__TEXT,__text) external _dtpsv
00007ff800bef610 (__TEXT,__text) external _dtpsv_
00007ff800c3f1db (__TEXT,__text) external _dtrCopyLower
00007ff800c3f17e (__TEXT,__text) external _dtrSetZeroLower
00007ff800becac5 (__TEXT,__text) external _dtrmm
00007ff800becac5 (__TEXT,__text) external _dtrmm_
00007ff800bef0fd (__TEXT,__text) external _dtrmv
00007ff800bef0fd (__TEXT,__text) external _dtrmv_
00007ff800becc1e (__TEXT,__text) external _dtrsm
00007ff800becc1e (__TEXT,__text) external _dtrsm_
00007ff800bef400 (__TEXT,__text) external _dtrsv
00007ff800bef400 (__TEXT,__text) external _dtrsv_
00007ff800bf1538 (__TEXT,__text) external _dzasum
00007ff800bf1538 (__TEXT,__text) external _dzasum_
00007ff800bf1546 (__TEXT,__text) external _dznrm2
00007ff800bf1546 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00007ff800d59d84 (__TEXT,__text) external _float_general_add
00007ff800d5a5e9 (__TEXT,__text) external _float_general_add_scalar
00007ff800d5aa21 (__TEXT,__text) external _float_general_elementwise_product
00007ff800d59a74 (__TEXT,__text) external _float_general_permute_cols
00007ff800d5988d (__TEXT,__text) external _float_general_permute_rows
00007ff800d5b3f0 (__TEXT,__text) external _float_general_product_scalar
00007ff800d5bd34 (__TEXT,__text) external _float_general_splat
00007ff800d5b122 (__TEXT,__text) external _float_general_sub_scalar
00007ff800d597ea (__TEXT,__text) external _float_general_transpose
00007ff800d64179 (__TEXT,__text) external _float_inner_product_scalar
00007ff800d59bbe (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff800be8e70 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
00007ff800bf12ac (__TEXT,__text) external _icamax
00007ff800bf12ac (__TEXT,__text) external _icamax_
00007ff800bf13d5 (__TEXT,__text) external _idamax
00007ff800bf13d5 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
00007ff800bf1401 (__TEXT,__text) external _isamax
00007ff800bf1401 (__TEXT,__text) external _isamax_
00007ff800bf1554 (__TEXT,__text) external _izamax
00007ff800bf1554 (__TEXT,__text) external _izamax_
00007ff800be9154 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00007ff800bf141c (__TEXT,__text) external _sasum
00007ff800bf141c (__TEXT,__text) external _sasum_
00007ff800bf142f (__TEXT,__text) external _saxpy
00007ff800bf142f (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
00007ff800bf12c7 (__TEXT,__text) external _scasum
00007ff800bf12c7 (__TEXT,__text) external _scasum_
00007ff800bf12da (__TEXT,__text) external _scnrm2
00007ff800bf12da (__TEXT,__text) external _scnrm2_
00007ff800bf1452 (__TEXT,__text) external _scopy
00007ff800bf1452 (__TEXT,__text) external _scopy_
00007ff800bf1466 (__TEXT,__text) external _sdot
00007ff800bf1466 (__TEXT,__text) external _sdot_
00007ff800bf147c (__TEXT,__text) external _sdsdot
00007ff800bf147c (__TEXT,__text) external _sdsdot_
00007ff800bee331 (__TEXT,__text) external _sgbmv
00007ff800bee331 (__TEXT,__text) external _sgbmv_
00007ff800c3f480 (__TEXT,__text) external _sgeCopy
00007ff800c8b6f3 (__TEXT,__text) external _sgePack_A_NoTran
00007ff800c8b83a (__TEXT,__text) external _sgePack_A_Tran
00007ff800c8b90c (__TEXT,__text) external _sgePack_B_NoTran
00007ff800c8ba7d (__TEXT,__text) external _sgePack_B_Tran
00007ff800c3f442 (__TEXT,__text) external _sgeSetZero
00007ff800bec25c (__TEXT,__text) external _sgemm
00007ff800bec25c (__TEXT,__text) external _sgemm_
00007ff800bee280 (__TEXT,__text) external _sgemv
00007ff800bee280 (__TEXT,__text) external _sgemv_
00007ff800beebb6 (__TEXT,__text) external _sger
00007ff800beebb6 (__TEXT,__text) external _sger_
00007ff800bf14a1 (__TEXT,__text) external _snrm2
00007ff800bf14a1 (__TEXT,__text) external _snrm2_
00007ff800bf14b4 (__TEXT,__text) external _srot
00007ff800bf14b4 (__TEXT,__text) external _srot_
00007ff800bf14d5 (__TEXT,__text) external _srotg
00007ff800bf14d5 (__TEXT,__text) external _srotg_
00007ff800bf14e2 (__TEXT,__text) external _srotm
00007ff800bf14e2 (__TEXT,__text) external _srotm_
00007ff800bf14f6 (__TEXT,__text) external _srotmg
00007ff800bf14f6 (__TEXT,__text) external _srotmg_
00007ff800bee490 (__TEXT,__text) external _ssbmv
00007ff800bee490 (__TEXT,__text) external _ssbmv_
00007ff800bf150a (__TEXT,__text) external _sscal
00007ff800bf150a (__TEXT,__text) external _sscal_
00007ff800bee530 (__TEXT,__text) external _sspmv
00007ff800bee530 (__TEXT,__text) external _sspmv_
00007ff800beecf6 (__TEXT,__text) external _sspr
00007ff800beed5e (__TEXT,__text) external _sspr2
00007ff800beed5e (__TEXT,__text) external _sspr2_
00007ff800beecf6 (__TEXT,__text) external _sspr_
00007ff800bf1524 (__TEXT,__text) external _sswap
00007ff800bf1524 (__TEXT,__text) external _sswap_
00007ff800bec368 (__TEXT,__text) external _ssymm
00007ff800bec368 (__TEXT,__text) external _ssymm_
00007ff800bee3fe (__TEXT,__text) external _ssymv
00007ff800bee3fe (__TEXT,__text) external _ssymv_
00007ff800beebfb (__TEXT,__text) external _ssyr
00007ff800beec6c (__TEXT,__text) external _ssyr2
00007ff800beec6c (__TEXT,__text) external _ssyr2_
00007ff800bec7e3 (__TEXT,__text) external _ssyr2k
00007ff800bec7e3 (__TEXT,__text) external _ssyr2k_
00007ff800beebfb (__TEXT,__text) external _ssyr_
00007ff800bec6fb (__TEXT,__text) external _ssyrk
00007ff800bec6fb (__TEXT,__text) external _ssyrk_
00007ff800bee6b4 (__TEXT,__text) external _stbmv
00007ff800bee6b4 (__TEXT,__text) external _stbmv_
00007ff800bee9b7 (__TEXT,__text) external _stbsv
00007ff800bee9b7 (__TEXT,__text) external _stbsv_
00007ff800bee7c0 (__TEXT,__text) external _stpmv
00007ff800bee7c0 (__TEXT,__text) external _stpmv_
00007ff800beeac3 (__TEXT,__text) external _stpsv
00007ff800beeac3 (__TEXT,__text) external _stpsv_
00007ff800c3f58a (__TEXT,__text) external _strCopyLower
00007ff800c3f52d (__TEXT,__text) external _strSetZeroLower
00007ff800bec449 (__TEXT,__text) external _strmm
00007ff800bec449 (__TEXT,__text) external _strmm_
00007ff800bee5b0 (__TEXT,__text) external _strmv
00007ff800bee5b0 (__TEXT,__text) external _strmv_
00007ff800bec5a2 (__TEXT,__text) external _strsm
00007ff800bec5a2 (__TEXT,__text) external _strsm_
00007ff800bee8b3 (__TEXT,__text) external _strsv
00007ff800bee8b3 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _valloc (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff800bec1d4 (__TEXT,__text) external _xerbla
00007ff800bec1d4 (__TEXT,__text) external _xerbla_
00007ff800bec13e (__TEXT,__text) external _xerbla_array__
00007ff800bf156f (__TEXT,__text) external _zaxpy
00007ff800bf156f (__TEXT,__text) external _zaxpy_
00007ff800bf1583 (__TEXT,__text) external _zcopy
00007ff800bf1583 (__TEXT,__text) external _zcopy_
00007ff800bf1597 (__TEXT,__text) external _zdotc
00007ff800bf1597 (__TEXT,__text) external _zdotc_
00007ff800bf15b9 (__TEXT,__text) external _zdotu
00007ff800bf15b9 (__TEXT,__text) external _zdotu_
00007ff800bf15f9 (__TEXT,__text) external _zdrot
00007ff800bf15f9 (__TEXT,__text) external _zdrot_
00007ff800bf161a (__TEXT,__text) external _zdscal
00007ff800bf161a (__TEXT,__text) external _zdscal_
00007ff800bf0643 (__TEXT,__text) external _zgbmv
00007ff800bf0643 (__TEXT,__text) external _zgbmv_
00007ff800bed8ea (__TEXT,__text) external _zgemm
00007ff800bed8ea (__TEXT,__text) external _zgemm_
00007ff800bf057b (__TEXT,__text) external _zgemv
00007ff800bf057b (__TEXT,__text) external _zgemv_
00007ff800bf0f52 (__TEXT,__text) external _zgerc
00007ff800bf0f52 (__TEXT,__text) external _zgerc_
00007ff800bf0fa2 (__TEXT,__text) external _zgeru
00007ff800bf0fa2 (__TEXT,__text) external _zgeru_
00007ff800bf07ae (__TEXT,__text) external _zhbmv
00007ff800bf07ae (__TEXT,__text) external _zhbmv_
00007ff800beda0c (__TEXT,__text) external _zhemm
00007ff800beda0c (__TEXT,__text) external _zhemm_
00007ff800bf071d (__TEXT,__text) external _zhemv
00007ff800bf071d (__TEXT,__text) external _zhemv_
00007ff800bf0ff2 (__TEXT,__text) external _zher
00007ff800bf1063 (__TEXT,__text) external _zher2
00007ff800bf1063 (__TEXT,__text) external _zher2_
00007ff800bee06d (__TEXT,__text) external _zher2k
00007ff800bee06d (__TEXT,__text) external _zher2k_
00007ff800bf0ff2 (__TEXT,__text) external _zher_
00007ff800bede7c (__TEXT,__text) external _zherk
00007ff800bede7c (__TEXT,__text) external _zherk_
00007ff800bf084b (__TEXT,__text) external _zhpmv
00007ff800bf084b (__TEXT,__text) external _zhpmv_
00007ff800bf10ed (__TEXT,__text) external _zhpr
00007ff800bf1155 (__TEXT,__text) external _zhpr2
00007ff800bf1155 (__TEXT,__text) external _zhpr2_
00007ff800bf10ed (__TEXT,__text) external _zhpr_
00007ff800bf15db (__TEXT,__text) external _zrotg
00007ff800bf15db (__TEXT,__text) external _zrotg_
00007ff800bf15e8 (__TEXT,__text) external _zscal
00007ff800bf15e8 (__TEXT,__text) external _zscal_
00007ff800bf1634 (__TEXT,__text) external _zswap
00007ff800bf1634 (__TEXT,__text) external _zswap_
00007ff800bedae6 (__TEXT,__text) external _zsymm
00007ff800bedae6 (__TEXT,__text) external _zsymm_
00007ff800bee178 (__TEXT,__text) external _zsyr2k
00007ff800bee178 (__TEXT,__text) external _zsyr2k_
00007ff800bedf7e (__TEXT,__text) external _zsyrk
00007ff800bedf7e (__TEXT,__text) external _zsyrk_
00007ff800bf09e2 (__TEXT,__text) external _ztbmv
00007ff800bf09e2 (__TEXT,__text) external _ztbmv_
00007ff800bf0d27 (__TEXT,__text) external _ztbsv
00007ff800bf0d27 (__TEXT,__text) external _ztbsv_
00007ff800bf0b04 (__TEXT,__text) external _ztpmv
00007ff800bf0b04 (__TEXT,__text) external _ztpmv_
00007ff800bf0e49 (__TEXT,__text) external _ztpsv
00007ff800bf0e49 (__TEXT,__text) external _ztpsv_
00007ff800bedbc0 (__TEXT,__text) external _ztrmm
00007ff800bedbc0 (__TEXT,__text) external _ztrmm_
00007ff800bf08c8 (__TEXT,__text) external _ztrmv
00007ff800bf08c8 (__TEXT,__text) external _ztrmv_
00007ff800bedd1e (__TEXT,__text) external _ztrsm
00007ff800bedd1e (__TEXT,__text) external _ztrsm_
00007ff800bf0c0d (__TEXT,__text) external _ztrsv
00007ff800bf0c0d (__TEXT,__text) external _ztrsv_
