00000002004f0998 (__TEXT,__text) non-external _Done_iODBC
000000020a7abdf8 (__DATA_CONST,__const) non-external __mask_SQL_SUBQUERIES
000000020a7abaa8 (__DATA_CONST,__const) non-external __mask_SQL_SYSTEM_FUNCTIONS
000000020a7abac8 (__DATA_CONST,__const) non-external __mask_SQL_TIMEDATE_FUNCTIONS
000000020a7abb78 (__DATA_CONST,__const) non-external __mask_SQL_TXN_CAPABLE
000000020a7abe78 (__DATA_CONST,__const) non-external __mask_SQL_UNION
000000020a7abe28 (__DATA_CONST,__const) non-external __mask_TIMEDATE_INTERVALS
000000020a7ab7e0 (__DATA_CONST,__const) non-external __mask_TXN_ISOLATION
0000000200508520 (__TEXT,__text) non-external __trace_bufferlen
0000000200507be0 (__TEXT,__text) non-external __trace_c_type
00000002005047f0 (__TEXT,__text) non-external __trace_colattr2_type
0000000200504bb0 (__TEXT,__text) non-external __trace_colattr3_data
0000000200504850 (__TEXT,__text) non-external __trace_colattr3_type
00000002005007a0 (__TEXT,__text) non-external __trace_connattr_type
0000000200508894 (__TEXT,__text) non-external __trace_connopt_type
000000020050ab3c (__TEXT,__text) non-external __trace_connstr
000000020050ae6c (__TEXT,__text) non-external __trace_connstr_hidepwd
000000020050ada4 (__TEXT,__text) non-external __trace_connstr_w
0000000200509d2c (__TEXT,__text) non-external __trace_data
0000000200500aac (__TEXT,__text) non-external __trace_desc_null
0000000200504084 (__TEXT,__text) non-external __trace_descfield_type
000000020050999c (__TEXT,__text) non-external __trace_diag_type
00000002005064d0 (__TEXT,__text) non-external __trace_direction
000000020050ac3c (__TEXT,__text) non-external __trace_drvcn_completion
0000000200501508 (__TEXT,__text) non-external __trace_envattr_type
0000000200501dd4 (__TEXT,__text) non-external __trace_fetchtype
000000020050b45c (__TEXT,__text) non-external __trace_freestmt_option
0000000200505afc (__TEXT,__text) non-external __trace_func_name
0000000200505a30 (__TEXT,__text) non-external __trace_func_result
0000000200502078 (__TEXT,__text) non-external __trace_getinfo
00000002005074f8 (__TEXT,__text) non-external __trace_handle
0000000200507484 (__TEXT,__text) non-external __trace_handle_p
0000000200507424 (__TEXT,__text) non-external __trace_handletype
0000000200507f58 (__TEXT,__text) non-external __trace_inouttype
00000002005075bc (__TEXT,__text) non-external __trace_integer
000000020050775c (__TEXT,__text) non-external __trace_integer_p
0000000200507890 (__TEXT,__text) non-external __trace_len
00000002005078f8 (__TEXT,__text) non-external __trace_len_p
000000020050762c (__TEXT,__text) non-external __trace_pointer
000000020050722c (__TEXT,__text) non-external __trace_print_function
0000000200501ee8 (__TEXT,__text) non-external __trace_scrollopt_type
0000000200501bf4 (__TEXT,__text) non-external __trace_setpos_irow
0000000200501c8c (__TEXT,__text) non-external __trace_setpos_lock
0000000200501c2c (__TEXT,__text) non-external __trace_setpos_oper
000000020050754c (__TEXT,__text) non-external __trace_smallint
0000000200507674 (__TEXT,__text) non-external __trace_smallint_p
0000000200501818 (__TEXT,__text) non-external __trace_spcols_null
00000002005017b8 (__TEXT,__text) non-external __trace_spcols_scope
0000000200501754 (__TEXT,__text) non-external __trace_spcols_type
000000020050843c (__TEXT,__text) non-external __trace_sql_subtype
0000000200507fb8 (__TEXT,__text) non-external __trace_sql_type
00000002005081dc (__TEXT,__text) non-external __trace_sql_type_p
000000020050b108 (__TEXT,__text) non-external __trace_stats_accuracy
000000020050b0a4 (__TEXT,__text) non-external __trace_stats_unique
0000000200508c60 (__TEXT,__text) non-external __trace_stmtattr_type
00000002005095d4 (__TEXT,__text) non-external __trace_stmtopt_type
00000002005079e0 (__TEXT,__text) non-external __trace_string
0000000200507ac4 (__TEXT,__text) non-external __trace_string_w
0000000200507844 (__TEXT,__text) non-external __trace_stringlen
000000020a7ac9c0 (__DATA_CONST,__const) non-external __trace_sym_handletype
000000020050a424 (__TEXT,__text) non-external __trace_tran_completion
000000020050a768 (__TEXT,__text) non-external __trace_typeinfo
00000002005075f4 (__TEXT,__text) non-external __trace_uinteger
00000002005077d0 (__TEXT,__text) non-external __trace_uinteger_p
00000002005078c4 (__TEXT,__text) non-external __trace_ulen
000000020050796c (__TEXT,__text) non-external __trace_ulen_p
0000000200507584 (__TEXT,__text) non-external __trace_usmallint
00000002005076e8 (__TEXT,__text) non-external __trace_usmallint_p
                 (undefined) external _access (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _close (from libSystem)
000000020e303ce2 (__DATA,__common) non-external _configMode
                 (undefined) external _creat (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000020050c3dc (__TEXT,__text) non-external _dm_SQL_A2W
000000020050c918 (__TEXT,__text) non-external _dm_SQL_U8toW
000000020050c360 (__TEXT,__text) non-external _dm_SQL_W2A
000000020050c670 (__TEXT,__text) non-external _dm_SQL_WtoU8
000000020050c458 (__TEXT,__text) non-external _dm_StrCopyOut2_A2W
000000020050cb30 (__TEXT,__text) non-external _dm_StrCopyOut2_U8toW
000000020050c508 (__TEXT,__text) non-external _dm_StrCopyOut2_W2A
000000020050c5b8 (__TEXT,__text) non-external _dm_strcpy_A2W
000000020050c614 (__TEXT,__text) non-external _dm_strcpy_W2A
000000020050e0a0 (__TEXT,__text) non-external _do_create_dsns
000000020e303ca0 (__DATA,__common) non-external _errormsg
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fdopen (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
000000020e303c80 (__DATA,__common) non-external _ierror
000000020050e1f4 (__TEXT,__text) non-external _install_from_ini
000000020050e6c0 (__TEXT,__text) non-external _install_from_string
000000020e3036e8 (__DATA,__data) external _iodbc_version
000000020e303bc0 (__DATA,__data) non-external _iodbcdm_global_lock
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbstowcs (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000020e303c08 (__DATA,__data) non-external _numerrors
000000020e3036f0 (__DATA,__data) non-external _odbcapi_symtab
                 (undefined) external _open (from libSystem)
000000020e303c10 (__DATA,__bss) non-external _pRoot
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000020050e86c (__TEXT,__text) non-external _rtrim
                 (undefined) external _setvbuf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
000000020a7aac50 (__DATA_CONST,__const) non-external _sqlerrmsg_tab
000000020e303c50 (__DATA,__bss) non-external _starttime
                 (undefined) external _stat (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strftime (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _time (from libSystem)
000000020050390c (__TEXT,__text) non-external _trace_SQLAllocConnect
00000002005087c0 (__TEXT,__text) non-external _trace_SQLAllocEnv
0000000200504608 (__TEXT,__text) non-external _trace_SQLAllocHandle
00000002005063c4 (__TEXT,__text) non-external _trace_SQLAllocStmt
0000000200504550 (__TEXT,__text) non-external _trace_SQLBindCol
0000000200505268 (__TEXT,__text) non-external _trace_SQLBindParameter
0000000200508600 (__TEXT,__text) non-external _trace_SQLBrowseConnect
00000002005086e0 (__TEXT,__text) non-external _trace_SQLBrowseConnectW
00000002005016b8 (__TEXT,__text) non-external _trace_SQLBulkOperations
0000000200509c7c (__TEXT,__text) non-external _trace_SQLCancel
0000000200506488 (__TEXT,__text) non-external _trace_SQLCloseCursor
0000000200504ae8 (__TEXT,__text) non-external _trace_SQLColAttribute
0000000200504fa4 (__TEXT,__text) non-external _trace_SQLColAttributeW
000000020050506c (__TEXT,__text) non-external _trace_SQLColAttributes
0000000200505140 (__TEXT,__text) non-external _trace_SQLColAttributesW
0000000200509764 (__TEXT,__text) non-external _trace_SQLColumnPrivileges
0000000200509880 (__TEXT,__text) non-external _trace_SQLColumnPrivilegesW
0000000200503a14 (__TEXT,__text) non-external _trace_SQLColumns
0000000200503b30 (__TEXT,__text) non-external _trace_SQLColumnsW
000000020050903c (__TEXT,__text) non-external _trace_SQLConnect
0000000200509128 (__TEXT,__text) non-external _trace_SQLConnectW
0000000200501d7c (__TEXT,__text) non-external _trace_SQLCopyDesc
000000020050655c (__TEXT,__text) non-external _trace_SQLDataSources
0000000200506664 (__TEXT,__text) non-external _trace_SQLDataSourcesW
0000000200500b40 (__TEXT,__text) non-external _trace_SQLDescribeCol
0000000200500c54 (__TEXT,__text) non-external _trace_SQLDescribeColW
000000020050969c (__TEXT,__text) non-external _trace_SQLDescribeParam
0000000200506440 (__TEXT,__text) non-external _trace_SQLDisconnect
000000020050aa34 (__TEXT,__text) non-external _trace_SQLDriverConnect
000000020050ac9c (__TEXT,__text) non-external _trace_SQLDriverConnectW
0000000200505540 (__TEXT,__text) non-external _trace_SQLDrivers
0000000200505648 (__TEXT,__text) non-external _trace_SQLDriversW
00000002005038a4 (__TEXT,__text) non-external _trace_SQLEndTran
0000000200500fe8 (__TEXT,__text) non-external _trace_SQLError
00000002005010f0 (__TEXT,__text) non-external _trace_SQLErrorW
0000000200506160 (__TEXT,__text) non-external _trace_SQLExecDirect
00000002005061e4 (__TEXT,__text) non-external _trace_SQLExecDirectW
000000020050170c (__TEXT,__text) non-external _trace_SQLExecute
0000000200501e38 (__TEXT,__text) non-external _trace_SQLExtendedFetch
0000000200506874 (__TEXT,__text) non-external _trace_SQLFetch
000000020050882c (__TEXT,__text) non-external _trace_SQLFetchScroll
0000000200509214 (__TEXT,__text) non-external _trace_SQLForeignKeys
0000000200509394 (__TEXT,__text) non-external _trace_SQLForeignKeysW
000000020050958c (__TEXT,__text) non-external _trace_SQLFreeConnect
0000000200501bac (__TEXT,__text) non-external _trace_SQLFreeEnv
0000000200503850 (__TEXT,__text) non-external _trace_SQLFreeHandle
000000020050b4b4 (__TEXT,__text) non-external _trace_SQLFreeStmt
0000000200500954 (__TEXT,__text) non-external _trace_SQLGetConnectAttr
0000000200500a00 (__TEXT,__text) non-external _trace_SQLGetConnectAttrW
0000000200508ac0 (__TEXT,__text) non-external _trace_SQLGetConnectOption
0000000200508b28 (__TEXT,__text) non-external _trace_SQLGetConnectOptionW
0000000200504698 (__TEXT,__text) non-external _trace_SQLGetCursorName
0000000200504744 (__TEXT,__text) non-external _trace_SQLGetCursorNameW
000000020050a310 (__TEXT,__text) non-external _trace_SQLGetData
00000002005043e0 (__TEXT,__text) non-external _trace_SQLGetDescField
0000000200504498 (__TEXT,__text) non-external _trace_SQLGetDescFieldW
0000000200500d68 (__TEXT,__text) non-external _trace_SQLGetDescRec
0000000200500ea8 (__TEXT,__text) non-external _trace_SQLGetDescRecW
0000000200509b00 (__TEXT,__text) non-external _trace_SQLGetDiagField
0000000200509bcc (__TEXT,__text) non-external _trace_SQLGetDiagFieldW
0000000200501308 (__TEXT,__text) non-external _trace_SQLGetDiagRec
0000000200501408 (__TEXT,__text) non-external _trace_SQLGetDiagRecW
0000000200501594 (__TEXT,__text) non-external _trace_SQLGetEnvAttr
00000002005060e8 (__TEXT,__text) non-external _trace_SQLGetFunctions
0000000200501fc0 (__TEXT,__text) non-external _trace_SQLGetInfo
00000002005034f8 (__TEXT,__text) non-external _trace_SQLGetInfoW
0000000200508f00 (__TEXT,__text) non-external _trace_SQLGetStmtAttr
0000000200508fac (__TEXT,__text) non-external _trace_SQLGetStmtAttrW
0000000200509634 (__TEXT,__text) non-external _trace_SQLGetStmtOption
000000020050a98c (__TEXT,__text) non-external _trace_SQLGetTypeInfo
000000020050a9e0 (__TEXT,__text) non-external _trace_SQLGetTypeInfoW
000000020050a3dc (__TEXT,__text) non-external _trace_SQLMoreResults
0000000200503e9c (__TEXT,__text) non-external _trace_SQLNativeSql
0000000200503f90 (__TEXT,__text) non-external _trace_SQLNativeSqlW
0000000200503c4c (__TEXT,__text) non-external _trace_SQLNumParams
0000000200509514 (__TEXT,__text) non-external _trace_SQLNumResultCols
0000000200505214 (__TEXT,__text) non-external _trace_SQLParamData
0000000200503988 (__TEXT,__text) non-external _trace_SQLParamOptions
000000020050b508 (__TEXT,__text) non-external _trace_SQLPrepare
000000020050b58c (__TEXT,__text) non-external _trace_SQLPrepareW
0000000200505750 (__TEXT,__text) non-external _trace_SQLPrimaryKeys
000000020050583c (__TEXT,__text) non-external _trace_SQLPrimaryKeysW
00000002005035b0 (__TEXT,__text) non-external _trace_SQLProcedureColumns
00000002005036cc (__TEXT,__text) non-external _trace_SQLProcedureColumnsW
0000000200505368 (__TEXT,__text) non-external _trace_SQLProcedures
0000000200505454 (__TEXT,__text) non-external _trace_SQLProceduresW
0000000200509cc4 (__TEXT,__text) non-external _trace_SQLPutData
0000000200501640 (__TEXT,__text) non-external _trace_SQLRowCount
000000020050afbc (__TEXT,__text) non-external _trace_SQLSetConnectAttr
000000020050b030 (__TEXT,__text) non-external _trace_SQLSetConnectAttrW
0000000200508b90 (__TEXT,__text) non-external _trace_SQLSetConnectOption
0000000200508bf8 (__TEXT,__text) non-external _trace_SQLSetConnectOptionW
000000020050676c (__TEXT,__text) non-external _trace_SQLSetCursorName
00000002005067f0 (__TEXT,__text) non-external _trace_SQLSetCursorNameW
00000002005011f8 (__TEXT,__text) non-external _trace_SQLSetDescField
0000000200501280 (__TEXT,__text) non-external _trace_SQLSetDescFieldW
0000000200505928 (__TEXT,__text) non-external _trace_SQLSetDescRec
0000000200506268 (__TEXT,__text) non-external _trace_SQLSetEnvAttr
0000000200501cec (__TEXT,__text) non-external _trace_SQLSetPos
0000000200501f4c (__TEXT,__text) non-external _trace_SQLSetScrollOptions
00000002005062dc (__TEXT,__text) non-external _trace_SQLSetStmtAttr
0000000200506350 (__TEXT,__text) non-external _trace_SQLSetStmtAttrW
00000002005037e8 (__TEXT,__text) non-external _trace_SQLSetStmtOption
000000020050187c (__TEXT,__text) non-external _trace_SQLSpecialColumns
0000000200501a14 (__TEXT,__text) non-external _trace_SQLSpecialColumnsW
000000020050b16c (__TEXT,__text) non-external _trace_SQLStatistics
000000020050b2e4 (__TEXT,__text) non-external _trace_SQLStatisticsW
0000000200503cc4 (__TEXT,__text) non-external _trace_SQLTablePrivileges
0000000200503db0 (__TEXT,__text) non-external _trace_SQLTablePrivilegesW
000000020050a530 (__TEXT,__text) non-external _trace_SQLTables
000000020050a64c (__TEXT,__text) non-external _trace_SQLTablesW
000000020050a488 (__TEXT,__text) non-external _trace_SQLTransact
000000020e303c40 (__DATA,__bss) non-external _trace_appname
0000000200506e18 (__TEXT,__text) non-external _trace_emit
0000000200507098 (__TEXT,__text) non-external _trace_emit_binary
0000000200506e80 (__TEXT,__text) non-external _trace_emit_string
0000000200506e64 (__TEXT,__text) non-external _trace_emitc
000000020e303c48 (__DATA,__bss) non-external _trace_fname
000000020e303c60 (__DATA,__bss) non-external _trace_fp
000000020e303c68 (__DATA,__bss) non-external _trace_fp_close
00000002005068f8 (__TEXT,__text) non-external _trace_get_filename
00000002005068bc (__TEXT,__text) non-external _trace_set_appname
0000000200506904 (__TEXT,__text) non-external _trace_set_filename
0000000200506bc8 (__TEXT,__text) non-external _trace_start
0000000200506d64 (__TEXT,__text) non-external _trace_stop
0000000200506b50 (__TEXT,__text) non-external _trace_strftime_now
                 (undefined) external _tzset (from libSystem)
000000020050cab8 (__TEXT,__text) non-external _utf8_len
000000020050cbd4 (__TEXT,__text) non-external _utf8towcs
                 (undefined) external _vfprintf (from libSystem)
000000020e303ce0 (__DATA,__common) non-external _wSystemDSN
                 (undefined) external _wcschr (from libSystem)
                 (undefined) external _wcscpy (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wcsncat (from libSystem)
                 (undefined) external _wcsncpy (from libSystem)
                 (undefined) external _wcstombs (from libSystem)
