00007ff9092c5215 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff9092ba514 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00007ff9092b98bf (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00007ff9092ba2ca (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00007ff9092b9570 (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00007ff9092b9b9c (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00007ff9092ba122 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00007ff9092ba205 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00007ff9092b9e92 (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00007ff9092b9f8c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00007ff9092ba4e8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00007ff9092ba4bc (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00007ff9092ba490 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00007ff9092ba464 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00007ff9092b9ad7 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00007ff9092ba051 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00007ff9092ba43a (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00007ff9092ba410 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00007ff9092ba34b (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00007ff9092b9d9f (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00007ff9092b9cb0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00007ff9092bdf0a (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00007ff9092bdafd (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00007ff9092bdce0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00007ff9092bda43 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00007ff9092bd989 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00007ff9092bddf5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00007ff9092b0e10 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00007ff9092b0db7 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00007ff9092b0dc1 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00007ff9092b0ddf (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00007ff9092b0da5 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00007ff9092b0dcb (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00007ff9092b0c5e (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00007ff9092b0809 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff9092b0a49 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00007ff9092b0927 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff9092b07fb (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00007ff9092b0de9 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00007ff9092b0a38 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00007ff9092b0e06 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00007ff9092b0dfc (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff9092b0d62 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff9092b0df3 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff9092b0dd5 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff9092c424e (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff9092c4244 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff9092c423a (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff9092c3ee6 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff9092c3f75 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff9092c4230 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff9092c3e87 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00007ff9092c3e1b (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00007ff9092c3e6c (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00007ff9092c3d7f (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00007ff9092c3c63 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00007ff9092c3a8b (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00007ff9092c3d34 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00007ff9092c3de5 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00007ff9092c3e25 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00007ff9092c3e76 (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00007ff9092c3def (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00007ff9092c3e5b (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00007ff9092c3e40 (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00007ff9092c3dd4 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00007ff9092c3e0a (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00007ff9092c3e51 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00007ff9092c3e36 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00007ff9092c3dca (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00007ff9092c3e00 (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00007ff9092b30db (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00007ff9092b2d3b (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00007ff9092b2fe1 (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00007ff9092b2f13 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00007ff9092b2d7d (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00007ff9092b30af (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00007ff9092b2e4b (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00007ff9092b2b8b (__TEXT,__text) non-external -[SPProvenanceTracking init]
00007ff9092b15ba (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff9092b1595 (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff9092b15b0 (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff9092b10c9 (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff9092b0e59 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff9092b15a6 (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff9092b0229 (__TEXT,__text) non-external -[TrackingAttributes description]
00007ff9092b02ad (__TEXT,__text) non-external -[TrackingAttributes flags]
00007ff9092b0299 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00007ff9092b00f0 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00007ff9092b023b (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00007ff9092b01b7 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00007ff9092b02b7 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00007ff9092b02a3 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00007ff9092cacf4 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff9092cadcc (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff9092caea0 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff9092cad7c (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff9092cad6c (__TEXT,__gcc_except_tab) non-external GCC_except_table13
00007ff9092cadfc (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff9092caeb0 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff9092cada4 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff9092cad14 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff9092cae8c (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff9092c50b1 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff9092c4fe5 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff943736a38 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff9092bf2b6 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff940b51520 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLIsSystemImmutableKey (from CoreFoundation)
                 (undefined) external _NSURLIsUserImmutableKey (from CoreFoundation)
00007ff943736020 (__DATA,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff943736638 (__DATA,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff9437361d8 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff9437366d8 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff943736660 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff943736160 (__DATA,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff9437365c0 (__DATA,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff9437363e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff9437360e8 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff9437364d0 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff943735fa8 (__DATA,__objc_data) external _OBJC_CLASS_$_ProvenanceEntry
00007ff943736700 (__DATA,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff9437362a0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff943736340 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff943736200 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff943736070 (__DATA,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff943736480 (__DATA,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff9437362f0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff943736390 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff943735e90 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff943735eb8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff943736250 (__DATA,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff943736430 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff943736570 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff943736520 (__DATA,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00007ff943736110 (__DATA,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00007ff943735fd0 (__DATA,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff943735f30 (__DATA,__objc_data) external _OBJC_CLASS_$_TrackingAttributes
00007ff943735b08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff943735b10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff943735b18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff943735e70 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff943735e68 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff943735e78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff943735b68 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff943735b70 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff943735b78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff943735b90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff943735b60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff943735b80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff943735b88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff943735e58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff943735e60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff943735b38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00007ff943735b30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00007ff943735b20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00007ff943735b28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00007ff943735b40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00007ff943735b48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00007ff943735cf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00007ff943735d50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00007ff943735d30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
00007ff943735d38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleVersion
00007ff943735d68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhash
00007ff943735d70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashData
00007ff943735d78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashDigestAlgorithm
00007ff943735d10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._checkValidity
00007ff943735d08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._chgTime
00007ff943735d90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._entitlements
00007ff943735ce0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._fsTypeName
00007ff943735df0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._hasResourceDirectorySlot
00007ff943735d48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isAppWrapper
00007ff943735dc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBundled
00007ff943735d40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isDirectory
00007ff943735df8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._isMovedToTrash
00007ff943735da8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantined
00007ff943735da0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantinedMount
00007ff943735db8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isScript
00007ff943735db0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isUserApproved
00007ff943735d28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mainExecutableURL
00007ff943735d00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._modTime
00007ff943735cf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mountTime
00007ff943735cd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._objectID
00007ff943735d20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._originalURL
00007ff943735cd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pathOnVolume
00007ff943735de8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pid
00007ff943735d98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._quarantineChecked
00007ff943735dd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._resourceDirectorySlotChecked
00007ff943735d88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingID
00007ff943735d60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingInfo
00007ff943735d58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._staticCodeRef
00007ff943735d80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._teamID
00007ff943735dd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._trashedMainExe
00007ff943735e00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._trashedURL
00007ff943735dc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._triggeredByLibraryLoad
00007ff943735d18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._url
00007ff943735de0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._validationCategory
00007ff943735ce8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumePath
00007ff943735cc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumeUUID
00007ff943735a78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.bundleID
00007ff943735a70 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.cdhash
00007ff943735a48 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.flags
00007ff943735a50 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.rootID
00007ff943735a68 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.signingID
00007ff943735a60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.teamID
00007ff943735a40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.uniqueID
00007ff943735a58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.url
00007ff943735e88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._connection
00007ff943735e80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._interface
00007ff943735bf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._cdHash
00007ff943735c08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._developerName
00007ff943735bd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._execPath
00007ff943735c10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._lastSeen
00007ff943735be0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._mmapPath
00007ff943735c00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._responsiblePath
00007ff943735be8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._signingID
00007ff943735bf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._teamID
00007ff943735c50 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._connection
00007ff943735c48 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._interface
00007ff943735c58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._lock
00007ff943735c60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._progressBlock
00007ff943735bd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._blockedReasonDescription
00007ff943735bb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._cdHash
00007ff943735b98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._itemPath
00007ff943735bc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._knownMalware
00007ff943735bb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsApproval
00007ff943735bc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsOverride
00007ff943735ba0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._signingID
00007ff943735ba8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._teamID
00007ff943735cb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._connection
00007ff943735cb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._interface
00007ff943735cc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._requireDaemon
00007ff943735c20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._connection
