
/Volumes/Macintosh HD 1/usr/lib/system/libsystem_kernel.dylib (for architecture i386):
00031320 (__DATA,__data) external _NDR_record
00000000000026f4 (__TEXT,__text) external ___lseek
000000000000561c (__TEXT,__text) external ___lstat64_extended
000000000002378c (__TEXT,__text) external ___lstat_extended
00000000000237a4 (__TEXT,__text) external ___mac_execve
00000000000237bc (__TEXT,__text) external ___mac_get_fd
00000000000237d4 (__TEXT,__text) external ___mac_get_file
00000000000237ec (__TEXT,__text) external ___mac_get_link
0000000000023804 (__TEXT,__text) external ___mac_get_mount
000000000002381c (__TEXT,__text) external ___mac_get_pid
0000000000023834 (__TEXT,__text) external ___mac_get_proc
000000000002384c (__TEXT,__text) external ___mac_getfsstat
0000000000023864 (__TEXT,__text) external ___mac_mount
000000000002387c (__TEXT,__text) external ___mac_set_fd
0000000000023894 (__TEXT,__text) external ___mac_set_file
00000000000238ac (__TEXT,__text) external ___mac_set_link
0000000000007954 (__TEXT,__text) external ___mac_set_proc
000000000000278c (__TEXT,__text) external ___mac_syscall
00000000000238c4 (__TEXT,__text) external ___mach_bridge_remote_time
00000000000238dc (__TEXT,__text) external ___mach_eventlink_signal
00000000000238f4 (__TEXT,__text) external ___mach_eventlink_signal_wait_until
000000000002390c (__TEXT,__text) external ___mach_eventlink_wait_until
0000000000023924 (__TEXT,__text) external ___memorystatus_available_memory
000000000002393c (__TEXT,__text) external ___microstackshot
0000000000023954 (__TEXT,__text) external ___mkdir_extended
000000000002396c (__TEXT,__text) external ___mkfifo_extended
0000000000001d7c (__TEXT,__text) external ___mmap
000000000000422c (__TEXT,__text) external ___mprotect
0000000000023984 (__TEXT,__text) external ___msgctl
000000000002399c (__TEXT,__text) external ___msgrcv_nocancel
00000000000239b4 (__TEXT,__text) external ___msgsnd_nocancel
00000000000239cc (__TEXT,__text) external ___msgsys
0000000000005eec (__TEXT,__text) external ___msync
00000000000239e4 (__TEXT,__text) external ___msync_nocancel
0000000000003e98 (__TEXT,__text) external ___munmap
00000000000239fc (__TEXT,__text) external ___nexus_create
0000000000023a14 (__TEXT,__text) external ___nexus_deregister
0000000000023a2c (__TEXT,__text) external ___nexus_destroy
0000000000023a44 (__TEXT,__text) external ___nexus_get_opt
0000000000023a5c (__TEXT,__text) external ___nexus_open
0000000000023a74 (__TEXT,__text) external ___nexus_register
0000000000023a8c (__TEXT,__text) external ___nexus_set_opt
0000000000023aa4 (__TEXT,__text) external ___old_semwait_signal
0000000000001b48 (__TEXT,__text) external ___open
00000000000056dc (__TEXT,__text) external ___open_dprotected_np
000000000000a730 (__TEXT,__text) external ___open_extended
0000000000001cdc (__TEXT,__text) external ___open_nocancel
00000000000026a8 (__TEXT,__text) external ___openat
000000000000579c (__TEXT,__text) external ___openat_nocancel
0000000000034260 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
0000000000011ac5 (__TEXT,__text) external ___os_nexus_flow_add
0000000000011b32 (__TEXT,__text) external ___os_nexus_flow_del
0000000000011932 (__TEXT,__text) external ___os_nexus_ifattach
0000000000011a29 (__TEXT,__text) external ___os_nexus_ifdetach
00000000000042fc (__TEXT,__text) external ___persona
0000000000005f04 (__TEXT,__text) external ___pipe
0000000000023abc (__TEXT,__text) external ___poll_nocancel
0000000000006924 (__TEXT,__text) external ___posix_spawn
0000000000023ad4 (__TEXT,__text) external ___pread_nocancel
0000000000023aec (__TEXT,__text) external ___preadv_nocancel
0000000000002318 (__TEXT,__text) external ___proc_info
0000000000023b04 (__TEXT,__text) external ___proc_info_extended_id
0000000000006efc (__TEXT,__text) external ___process_policy
0000000000005d58 (__TEXT,__text) external ___pselect
0000000000023b1c (__TEXT,__text) external ___pselect_nocancel
0000000000003cec (__TEXT,__text) external ___psynch_cvbroad
000000000000429c (__TEXT,__text) external ___psynch_cvclrprepost
0000000000004ce4 (__TEXT,__text) external ___psynch_cvsignal
0000000000003cd4 (__TEXT,__text) external ___psynch_cvwait
00000000000035f4 (__TEXT,__text) external ___psynch_mutexdrop
00000000000034c0 (__TEXT,__text) external ___psynch_mutexwait
0000000000023b34 (__TEXT,__text) external ___psynch_rw_downgrade
0000000000023b4c (__TEXT,__text) external ___psynch_rw_longrdlock
00000000000052f0 (__TEXT,__text) external ___psynch_rw_rdlock
00000000000052d8 (__TEXT,__text) external ___psynch_rw_unlock
0000000000023b64 (__TEXT,__text) external ___psynch_rw_unlock2
0000000000023b7c (__TEXT,__text) external ___psynch_rw_upgrade
00000000000052c0 (__TEXT,__text) external ___psynch_rw_wrlock
0000000000023b94 (__TEXT,__text) external ___psynch_rw_yieldwrlock
000000000000a4bc (__TEXT,__text) external ___pthread_canceled
00000000000066bc (__TEXT,__text) external ___pthread_chdir
00000000000066a4 (__TEXT,__text) external ___pthread_fchdir
0000000000007924 (__TEXT,__text) external ___pthread_kill
0000000000023bac (__TEXT,__text) external ___pthread_markcancel
0000000000006ac0 (__TEXT,__text) external ___pthread_sigmask
0000000000007b78 (__TEXT,__text) external ___ptrace
0000000000023bc4 (__TEXT,__text) external ___pwrite_nocancel
0000000000023bdc (__TEXT,__text) external ___pwritev_nocancel
0000000000002b14 (__TEXT,__text) external ___read_nocancel
0000000000023bf4 (__TEXT,__text) external ___readv_nocancel
0000000000023c0c (__TEXT,__text) external ___reboot
00000000000047f0 (__TEXT,__text) external ___recvfrom
00000000000046c4 (__TEXT,__text) external ___recvfrom_nocancel
0000000000004ab0 (__TEXT,__text) external ___recvmsg
0000000000023c24 (__TEXT,__text) external ___recvmsg_nocancel
00000000000386c8 (__DATA_DIRTY,__bss) non-external ___remove_counter
0000000000004078 (__TEXT,__text) external ___rename
0000000000023c3c (__TEXT,__text) external ___renameat
0000000000023c54 (__TEXT,__text) external ___renameatx_np
00000000000040b8 (__TEXT,__text) external ___rmdir
00000000000237a4 (__TEXT,__text) external ___sandbox_me
0000000000023864 (__TEXT,__text) external ___sandbox_mm
000000000000278c (__TEXT,__text) external ___sandbox_ms
0000000000007954 (__TEXT,__text) external ___sandbox_msp
000000000000964c (__TEXT,__text) external ___select
00000000000046ac (__TEXT,__text) external ___select_nocancel
0000000000008470 (__TEXT,__text) external ___sem_open
0000000000023c6c (__TEXT,__text) external ___sem_wait_nocancel
0000000000023c84 (__TEXT,__text) external ___semctl
0000000000023c9c (__TEXT,__text) external ___semsys
0000000000003ba8 (__TEXT,__text) external ___semwait_signal
0000000000006ad8 (__TEXT,__text) external ___semwait_signal_nocancel
00000000000057b4 (__TEXT,__text) external ___sendmsg
00000000000046f4 (__TEXT,__text) external ___sendmsg_nocancel
00000000000047d8 (__TEXT,__text) external ___sendto
0000000000004674 (__TEXT,__text) external ___sendto_nocancel
0000000000003c8c (__TEXT,__text) external ___setattrlist
000000000000a25c (__TEXT,__text) external ___setlogin
000000000000752c (__TEXT,__text) external ___setpriority
0000000000023cb4 (__TEXT,__text) external ___setregid
0000000000023ccc (__TEXT,__text) external ___setreuid
00000000000034e0 (__TEXT,__text) external ___setrlimit
0000000000023ce4 (__TEXT,__text) external ___setsgroups
00000000000082ac (__TEXT,__text) external ___settid
0000000000023cfc (__TEXT,__text) external ___settid_with_pid
0000000000023d14 (__TEXT,__text) external ___settimeofday
0000000000023d2c (__TEXT,__text) external ___setwgroups
00000000000084c8 (__TEXT,__text) external ___sfi_ctl
0000000000023d44 (__TEXT,__text) external ___sfi_pidctl
0000000000023d5c (__TEXT,__text) external ___shared_region_check_np
0000000000023d74 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
0000000000023d8c (__TEXT,__text) external ___shared_region_map_and_slide_np
0000000000002678 (__TEXT,__text) external ___shm_open
0000000000023da4 (__TEXT,__text) external ___shmctl
0000000000023dbc (__TEXT,__text) external ___shmsys
0000000000005f50 (__TEXT,__text) external ___sigaction
0000000000003c44 (__TEXT,__text) external ___sigaltstack
0000000000009de8 (__TEXT,__text) external ___sigreturn
0000000000023dd4 (__TEXT,__text) external ___sigsuspend
0000000000006b00 (__TEXT,__text) external ___sigsuspend_nocancel
0000000000009e18 (__TEXT,__text) external ___sigwait
00000000000046dc (__TEXT,__text) external ___socketpair
0000000000023dec (__TEXT,__text) external ___stack_snapshot_with_config
00000000000055ec (__TEXT,__text) external ___stat64_extended
0000000000023e04 (__TEXT,__text) external ___stat_extended
0000000000002e68 (__TEXT,__text) external ___syscall
0000000000034248 (__DATA,__common) external ___syscall_logger
00000000000025c8 (__TEXT,__text) external ___sysctl
0000000000002734 (__TEXT,__text) external ___sysctlbyname
0000000000023e1c (__TEXT,__text) external ___telemetry
0000000000008fcc (__TEXT,__text) external ___terminate_with_payload
00000000000029cc (__TEXT,__text) external ___thread_selfid
0000000000023e34 (__TEXT,__text) external ___thread_selfusage
00000000000029e4 (__TEXT,__text) external ___ulock_wait
0000000000023e4c (__TEXT,__text) external ___ulock_wait2
0000000000002a64 (__TEXT,__text) external ___ulock_wake
0000000000023e64 (__TEXT,__text) external ___umask_extended
0000000000004330 (__TEXT,__text) external ___unlink
000000000000876c (__TEXT,__text) external ___unlinkat
0000000000023e7c (__TEXT,__text) external ___vfork
0000000000006a80 (__TEXT,__text) external ___wait4
000000000000a718 (__TEXT,__text) external ___wait4_nocancel
0000000000023ed4 (__TEXT,__text) external ___waitid_nocancel
0000000000007ca4 (__TEXT,__text) external ___work_interval_ctl
0000000000002954 (__TEXT,__text) external ___workq_kernreturn
000000000000296c (__TEXT,__text) external ___workq_open
00000000000042b4 (__TEXT,__text) external ___write_nocancel
0000000000023eec (__TEXT,__text) external ___writev_nocancel
0000000000034244 (__DATA,__common) external __cpu_capabilities
0000000000034240 (__DATA,__common) external __cpu_has_altivec
0000000000038010 (__DATA_DIRTY,__data) non-external (was a private external) __current_pid
0000000000038028 (__DATA_DIRTY,__common) non-external (was a private external) __dlsym
0000000000006b18 (__TEXT,__text) external __exit
0000000000005a08 (__TEXT,__text) external __get_cpu_capabilities
0000000000034258 (__DATA,__bss) non-external __gethostuuid_callback
000000000000d2dd (__TEXT,__text) external __getprivatesystemidentifier
0000000000016862 (__TEXT,__text) external __host_page_size
00000000000059f6 (__TEXT,__text) external __init_cpu_capabilities
000000000001747b (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
000000000001841b (__TEXT,__text) external __kernelrpc_mach_port_allocate
0000000000018e11 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
0000000000018339 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
0000000000018d03 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
0000000000001214 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
000000000001978d (__TEXT,__text) external __kernelrpc_mach_port_construct
0000000000001268 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00000000000185f3 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
0000000000001220 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
0000000000018514 (__TEXT,__text) external __kernelrpc_mach_port_destroy
00000000000198a0 (__TEXT,__text) external __kernelrpc_mach_port_destruct
0000000000001274 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00000000000192b6 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00000000000195a4 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
000000000000125c (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
0000000000008b55 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00000000000092d5 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
000000000000131c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
0000000000005341 (__TEXT,__text) external __kernelrpc_mach_port_get_context
0000000000003aac (__TEXT,__text) external __kernelrpc_mach_port_get_refs
000000000000a38e (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
0000000000019015 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
0000000000019986 (__TEXT,__text) external __kernelrpc_mach_port_guard
0000000000001328 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
0000000000019d41 (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00000000000194c2 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
0000000000001250 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
0000000000018b2f (__TEXT,__text) external __kernelrpc_mach_port_insert_right
0000000000001244 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00000000000193bc (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
0000000000019686 (__TEXT,__text) external __kernelrpc_mach_port_kobject
0000000000019f0f (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00000000000186d2 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
000000000000122c (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
0000000000018a4d (__TEXT,__text) external __kernelrpc_mach_port_move_member
0000000000001238 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
000000000001810a (__TEXT,__text) external __kernelrpc_mach_port_names
00000000000187b7 (__TEXT,__text) external __kernelrpc_mach_port_peek
0000000000018257 (__TEXT,__text) external __kernelrpc_mach_port_rename
000000000000435d (__TEXT,__text) external __kernelrpc_mach_port_request_notification
000000000000140c (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00000000000032b7 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
000000000000a2a6 (__TEXT,__text) external __kernelrpc_mach_port_set_context
000000000001896b (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
0000000000018c21 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
0000000000019b4f (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
000000000001910e (__TEXT,__text) external __kernelrpc_mach_port_space_info
0000000000019c48 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
0000000000019e28 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
0000000000007d2d (__TEXT,__text) external __kernelrpc_mach_port_type
0000000000001400 (__TEXT,__text) external __kernelrpc_mach_port_type_trap
0000000000019a6c (__TEXT,__text) external __kernelrpc_mach_port_unguard
0000000000001334 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
000000000001fd2d (__TEXT,__text) external __kernelrpc_mach_task_is_self
000000000001a07f (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00000000000011cc (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
000000000001a184 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00000000000011e4 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
000000000000232d (__TEXT,__text) external __kernelrpc_mach_vm_map
0000000000001208 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
000000000001a268 (__TEXT,__text) external __kernelrpc_mach_vm_protect
00000000000011fc (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
000000000001ae16 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00000000000011d8 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
000000000001a43a (__TEXT,__text) external __kernelrpc_mach_vm_read
000000000001aa89 (__TEXT,__text) external __kernelrpc_mach_vm_remap
000000000001b1bb (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
0000000000023094 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
0000000000018f36 (__TEXT,__text) external __kernelrpc_task_set_port_space
000000000000510b (__TEXT,__text) external __kernelrpc_thread_policy
0000000000005dc3 (__TEXT,__text) external __kernelrpc_thread_policy_set
0000000000021648 (__TEXT,__text) external __kernelrpc_thread_set_policy
000000000000a563 (__TEXT,__text) external __kernelrpc_vm_map
0000000000022734 (__TEXT,__text) external __kernelrpc_vm_purgable_control
0000000000008340 (__TEXT,__text) external __kernelrpc_vm_read
0000000000002f9b (__TEXT,__text) external __kernelrpc_vm_remap
0000000000022836 (__TEXT,__text) external __kernelrpc_vm_remap_new
000000000000aaee (__TEXT,__text) non-external (was a private external) __libkernel_bzero
0000000000038020 (__DATA_DIRTY,__common) non-external (was a private external) __libkernel_functions
0000000000030010 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
000000000000ab7e (__TEXT,__text) non-external (was a private external) __libkernel_memmove
000000000000aaf8 (__TEXT,__text) non-external (was a private external) __libkernel_memset
000000000000aad0 (__TEXT,__text) non-external (was a private external) __libkernel_strchr
0000000000005a24 (__TEXT,__text) non-external (was a private external) __libkernel_strcmp
000000000000aea7 (__TEXT,__text) non-external (was a private external) __libkernel_strcpy
0000000000038000 (__DATA_DIRTY,__data) non-external __libkernel_string_functions
000000000000aed3 (__TEXT,__text) non-external (was a private external) __libkernel_strlcpy
000000000000a958 (__TEXT,__text) non-external (was a private external) __libkernel_strlen
0000000000038008 (__DATA_DIRTY,__data) non-external __libkernel_voucher_functions
00000000000257e0 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
000000000000bdb7 (__TEXT,__text) non-external (was a private external) __mach_continuous_time
0000000000002bf9 (__TEXT,__text) non-external (was a private external) __mach_continuous_time_base
00000000000308b0 (__DATA_CONST,__const) external __mach_errors
000000000000c2a5 (__TEXT,__text) external __mach_fork_child
000000000000c5e7 (__TEXT,__text) external __mach_snprintf
000000000000c464 (__TEXT,__text) external __mach_vsnprintf
0000000000038070 (__DATA_DIRTY,__common) external __os_alloc_once_table
0000000000034208 (__DATA,__common) external __os_xbs_chrooted
000000000000632d (__TEXT,__text) non-external __posix_spawn_file_actions_grow
000000000000524c (__TEXT,__text) non-external (was a private external) __pthread_clear_qos_tsd
00000000000026e6 (__TEXT,__text) non-external (was a private external) __pthread_exit_if_canceled
0000000000005a16 (__TEXT,__text) non-external (was a private external) __pthread_set_self
000000000000d2e2 (__TEXT,__text) external __register_gethostuuid_callback
000000000000acb4 (__TEXT,__text) non-external (was a private external) __system_version_compat_check_path_suffix
000000000000ad23 (__TEXT,__text) non-external (was a private external) __system_version_compat_open_shim
0000000000038064 (__DATA_DIRTY,__common) non-external (was a private external) __task_reply_port
000000000002497c (__TEXT,__text) external __thread_set_tsd_base
0000000000024de3 (__TEXT,__text) non-external _abort
0000000000024e00 (__TEXT,__text) non-external _abort
0000000000024e1d (__TEXT,__text) non-external _abort
0000000000024e3a (__TEXT,__text) non-external _abort
0000000000024fe6 (__TEXT,__text) external _abort_with_payload
0000000000024f6d (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
0000000000024f5a (__TEXT,__text) external _abort_with_reason
00000000000079a8 (__TEXT,__text) external _accept
000000000002357c (__TEXT,__text) external _accept$NOCANCEL
0000000000001b30 (__TEXT,__text) external _access
0000000000023594 (__TEXT,__text) external _accessx_np
0000000000023f04 (__TEXT,__text) external _acct
000000000002050d (__TEXT,__text) external _act_get_state
00000000000206a3 (__TEXT,__text) external _act_set_state
0000000000023f1c (__TEXT,__text) external _adjtime
0000000000023f34 (__TEXT,__text) external _aio_cancel
0000000000023f4c (__TEXT,__text) external _aio_error
0000000000023f64 (__TEXT,__text) external _aio_fsync
0000000000023f7c (__TEXT,__text) external _aio_read
0000000000023f94 (__TEXT,__text) external _aio_return
0000000000023fac (__TEXT,__text) external _aio_suspend
00000000000235ac (__TEXT,__text) external _aio_suspend$NOCANCEL
0000000000023fc4 (__TEXT,__text) external _aio_write
0000000000023fdc (__TEXT,__text) external _audit
0000000000009e00 (__TEXT,__text) external _audit_session_join
0000000000009c9c (__TEXT,__text) external _audit_session_port
0000000000004518 (__TEXT,__text) external _audit_session_self
0000000000023ff4 (__TEXT,__text) external _auditctl
00000000000084a0 (__TEXT,__text) external _auditon
0000000000005c1a (__TEXT,__text) non-external (was a private external) _bcopy
0000000000006f88 (__TEXT,__text) external _bind
0000000000038030 (__DATA_DIRTY,__common) external _bootstrap_port
000000000000a917 (__TEXT,__text) non-external (was a private external) _bzero
00000000000026bd (__TEXT,__text) external _cerror
0000000000001ad9 (__TEXT,__text) external _cerror_nocancel
00000000000044a4 (__TEXT,__text) external _change_fdguard_np
00000000000027a4 (__TEXT,__text) external _chdir
00000000000074d0 (__TEXT,__text) external _chflags
00000000000040cd (__TEXT,__text) external _chmod
0000000000006f70 (__TEXT,__text) external _chown
000000000002400c (__TEXT,__text) external _chroot
0000000000013b16 (__TEXT,__text) external _clock_alarm
0000000000013955 (__TEXT,__text) external _clock_alarm_reply
00000000000139b4 (__TEXT,__text) external _clock_get_attributes
000000000000549e (__TEXT,__text) external _clock_get_time
000000000001382e (__TEXT,__text) external _clock_set_attributes
000000000001374e (__TEXT,__text) external _clock_set_time
000000000000a4d1 (__TEXT,__text) external _clock_sleep
00000000000013dc (__TEXT,__text) external _clock_sleep_trap
0000000000008a23 (__TEXT,__text) external _clonefile
0000000000004efc (__TEXT,__text) external _clonefileat
0000000000001cac (__TEXT,__text) external _close
0000000000002690 (__TEXT,__text) external _close$NOCANCEL
0000000000010d5d (__TEXT,__text) external _coalition_create
0000000000010dae (__TEXT,__text) external _coalition_info_resource_usage
0000000000010e06 (__TEXT,__text) external _coalition_info_set_efficiency
0000000000010dda (__TEXT,__text) external _coalition_info_set_name
0000000000010e3a (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
0000000000010d8d (__TEXT,__text) external _coalition_reap
0000000000010d6c (__TEXT,__text) external _coalition_terminate
00000000000047c0 (__TEXT,__text) external _connect
000000000000465c (__TEXT,__text) external _connect$NOCANCEL
0000000000004808 (__TEXT,__text) external _connectx
000000000000289c (__TEXT,__text) external _csops
0000000000001ac4 (__TEXT,__text) external _csops_audittoken
0000000000001b75 (__TEXT,__text) external _csr_check
0000000000007b66 (__TEXT,__text) external _csr_get_active_config
000000000000146c (__TEXT,__text) external _debug_control_port_for_pid
0000000000034200 (__DATA,__data) external _denap_boost_assertion_token
0000000000024024 (__TEXT,__text) external _disconnectx
00000000000061d7 (__TEXT,__text) non-external _do_compat
0000000000004868 (__TEXT,__text) external _dup
0000000000007a48 (__TEXT,__text) external _dup2
0000000000031820 (__DATA_CONST,__const) non-external _err_codes_auth
00000000000316b0 (__DATA_CONST,__const) non-external _err_codes_env_mgr
0000000000031a20 (__DATA_CONST,__const) non-external _err_codes_exception
00000000000316f0 (__DATA_CONST,__const) non-external _err_codes_execd
00000000000317f0 (__DATA_CONST,__const) non-external _err_codes_io
0000000000032390 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
0000000000031fc0 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00000000000258a0 (__TEXT,__const) non-external _err_codes_iokit_common_map
0000000000032250 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
00000000000258e0 (__TEXT,__const) non-external _err_codes_iokit_fw_map
0000000000032170 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00000000000258b0 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00000000000312b0 (__DATA_CONST,__const) non-external _err_codes_kern
0000000000031e50 (__DATA_CONST,__const) non-external _err_codes_libkern_common
0000000000031ec0 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
0000000000031e60 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00000000000319f0 (__DATA_CONST,__const) non-external _err_codes_loader
0000000000031e00 (__DATA_CONST,__const) non-external _err_codes_mach_mig
0000000000031d70 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
0000000000031cb0 (__DATA_CONST,__const) non-external _err_codes_mach_send
00000000000319c0 (__DATA_CONST,__const) non-external _err_codes_machobj
0000000000031c70 (__DATA_CONST,__const) non-external _err_codes_mig
0000000000031710 (__DATA_CONST,__const) non-external _err_codes_netmemory
0000000000031690 (__DATA_CONST,__const) non-external _err_codes_netname
0000000000031760 (__DATA_CONST,__const) non-external _err_codes_ns
0000000000031c20 (__DATA_CONST,__const) non-external _err_codes_rcv
0000000000031bc0 (__DATA_CONST,__const) non-external _err_codes_send
0000000000031930 (__DATA_CONST,__const) non-external _err_codes_sunrpc
0000000000031730 (__DATA_CONST,__const) non-external _err_codes_task_master
0000000000031728 (__DATA_CONST,__const) non-external _err_codes_ufs
0000000000031460 (__DATA_CONST,__const) non-external _err_codes_unix
0000000000031870 (__DATA_CONST,__const) non-external _err_codes_us
0000000000031a60 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000000031b50 (__DATA_CONST,__const) non-external _err_codes_xkernel
00000000000306d0 (__DATA_CONST,__const) non-external _err_iokit_sub
0000000000025890 (__TEXT,__const) non-external _err_iokit_sub_map
0000000000030550 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000000030650 (__DATA_CONST,__const) non-external _err_libkern_sub
00000000000305d0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
0000000000030230 (__DATA_CONST,__const) non-external _err_os_sub
00000000000302d0 (__DATA_CONST,__const) non-external _err_server_sub
0000000000025860 (__TEXT,__const) non-external _err_us_sub
0000000000038068 (__DATA_DIRTY,__common) external _errno
00000000000212b8 (__TEXT,__text) external _etap_trace_thread
000000000001447f (__TEXT,__text) external _exc_server
000000000001417d (__TEXT,__text) external _exc_server_routine
0000000000013c0a (__TEXT,__text) external _exception_raise
0000000000013d48 (__TEXT,__text) external _exception_raise_state
0000000000013f51 (__TEXT,__text) external _exception_raise_state_identity
000000000000a748 (__TEXT,__text) external _exchangedata
0000000000007a18 (__TEXT,__text) external _execve
000000000002403c (__TEXT,__text) external _faccessat
0000000000024054 (__TEXT,__text) external _fchdir
000000000000543c (__TEXT,__text) external _fchflags
00000000000048d5 (__TEXT,__text) external _fchmod
000000000002406c (__TEXT,__text) external _fchmodat
000000000000573c (__TEXT,__text) external _fchown
0000000000024084 (__TEXT,__text) external _fchownat
000000000002409c (__TEXT,__text) external _fclonefileat
0000000000001bad (__TEXT,__text) external _fcntl
0000000000004545 (__TEXT,__text) external _fcntl$NOCANCEL
00000000000240b4 (__TEXT,__text) external _fdatasync
0000000000006e84 (__TEXT,__text) external _ffsctl
0000000000003e3c (__TEXT,__text) external _fgetattrlist
0000000000004850 (__TEXT,__text) external _fgetxattr
00000000000240cc (__TEXT,__text) external _fhopen
0000000000005d88 (__TEXT,__text) external _fileport_makefd
0000000000005f20 (__TEXT,__text) external _fileport_makeport
000000000000a6bc (__TEXT,__text) external _flistxattr
0000000000004348 (__TEXT,__text) external _flock
00000000000240e4 (__TEXT,__text) external _fmount
00000000000240fc (__TEXT,__text) external _fpathconf
000000000000bfd2 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
0000000000006a43 (__TEXT,__text) non-external (was a private external) _free
0000000000024114 (__TEXT,__text) external _fremovexattr
0000000000010e6e (__TEXT,__text) external _fs_snapshot_create
0000000000010e85 (__TEXT,__text) external _fs_snapshot_delete
0000000000007969 (__TEXT,__text) external _fs_snapshot_list
0000000000010ee2 (__TEXT,__text) external _fs_snapshot_mount
0000000000010e9c (__TEXT,__text) external _fs_snapshot_rename
0000000000010eb4 (__TEXT,__text) external _fs_snapshot_revert
0000000000010ecb (__TEXT,__text) external _fs_snapshot_root
0000000000003e24 (__TEXT,__text) external _fsctl
0000000000005724 (__TEXT,__text) external _fsetattrlist
0000000000005308 (__TEXT,__text) external _fsetxattr
0000000000003eb0 (__TEXT,__text) external _fsgetpath
000000000002412c (__TEXT,__text) external _fsgetpath_ext
0000000000024144 (__TEXT,__text) external _fstat
0000000000001b60 (__TEXT,__text) external _fstat$INODE64
0000000000001b60 (__TEXT,__text) external _fstat64
000000000002415c (__TEXT,__text) external _fstatat
0000000000003ef8 (__TEXT,__text) external _fstatat$INODE64
0000000000003ef8 (__TEXT,__text) external _fstatat64
0000000000009fb0 (__TEXT,__text) external _fstatfs
0000000000002924 (__TEXT,__text) external _fstatfs$INODE64
0000000000002924 (__TEXT,__text) external _fstatfs64
0000000000003f28 (__TEXT,__text) external _fsync
00000000000236cc (__TEXT,__text) external _fsync$NOCANCEL
0000000000003c74 (__TEXT,__text) external _ftruncate
000000000000d62d (__TEXT,__text) external _futimens
0000000000005454 (__TEXT,__text) external _futimes
