00007ff8136f489e (__TEXT,__text) non-external _Annihilate
00007ff8137a48f0 (__TEXT,__const) non-external _extra_blbits
00007ff8137a4870 (__TEXT,__const) non-external _extra_dbits
00007ff8137a47f0 (__TEXT,__const) non-external _extra_lbits
                 (undefined) external _fclose (from libSystem)
00007ff8136df166 (__TEXT,__text) non-external _fill_window
00007ff8136e0aff (__TEXT,__text) non-external _flush_pending
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff81374129f (__TEXT,__text) non-external _fse_adjust_freqs
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff8137a5510 (__TEXT,__const) non-external _getDSymbolFromValue.sym
00007ff8137a4a90 (__TEXT,__const) non-external _getLSymbolFromValue.sym
00007ff8137a4bd0 (__TEXT,__const) non-external _getMSymbolFromValue.sym
00007ff81370f8bc (__TEXT,__text) non-external (was a private external) _get_conversion_set
00007ff813738dad (__TEXT,__text) non-external (was a private external) _get_crc_table
00007ff813713e4e (__TEXT,__text) non-external (was a private external) _get_default_nthreads
00007ff81370d7c9 (__TEXT,__text) non-external _get_format_bits
00007ff81370d628 (__TEXT,__text) non-external (was a private external) _get_format_bytes_per_pixel
00007ff81370d649 (__TEXT,__text) non-external (was a private external) _get_format_components
00007ff81370d6c4 (__TEXT,__text) non-external (was a private external) _get_format_convert_at_once
00007ff81370d961 (__TEXT,__text) non-external _get_format_plane_count
00007ff81370d6e2 (__TEXT,__text) non-external (was a private external) _get_format_process_at_once
00007ff813701b07 (__TEXT,__text) non-external (was a private external) _get_max_payload_size
00007ff813701b42 (__TEXT,__text) non-external (was a private external) _get_plane_max_rice_size
00007ff813713e1a (__TEXT,__text) non-external (was a private external) _get_real_time
00007ff813701b6c (__TEXT,__text) non-external (was a private external) _get_slice_height
00007ff813701b56 (__TEXT,__text) non-external (was a private external) _get_slice_width
                 (undefined) external _gettimeofday (from libSystem)
00007ff81370d9a7 (__TEXT,__text) non-external _header_fetch_from_payload
00007ff81373a85b (__TEXT,__text) non-external _init_quantization_lut
00007ff81370d6f3 (__TEXT,__text) non-external (was a private external) _is_format_invalid
00007ff81370d60c (__TEXT,__text) non-external (was a private external) _is_format_msb_layout
00007ff81370e035 (__TEXT,__text) non-external _is_image_valid
00007ff8136fac50 (__TEXT,__text) non-external (was a private external) _join_thread
00007ff813765e00 (__TEXT,__const) non-external (was a private external) _kBrotliBitMask
00007ff813747520 (__TEXT,__const) non-external (was a private external) _kBrotliCopyBase
00007ff813747580 (__TEXT,__const) non-external (was a private external) _kBrotliCopyExtra
00007ff8417debd0 (__DATA_CONST,__const) non-external _kBrotliDictionary
00007ff813747e10 (__TEXT,__const) non-external _kBrotliDictionaryData
00007ff813747460 (__TEXT,__const) non-external (was a private external) _kBrotliInsBase
00007ff8137474c0 (__TEXT,__const) non-external (was a private external) _kBrotliInsExtra
00007ff8137a5900 (__TEXT,__const) non-external (was a private external) _kBrotliLog2Table
00007ff813767bd0 (__TEXT,__const) non-external (was a private external) _kBrotliShellGaps
00007ff8417df4a0 (__DATA_CONST,__const) non-external _kBrotliTransforms
00007ff813747bf0 (__TEXT,__const) non-external _kCmdHistoSeed
00007ff8137660a0 (__TEXT,__const) non-external _kCmdLut
00007ff8137996d0 (__TEXT,__const) non-external _kCodeLengthBits
00007ff813766060 (__TEXT,__const) non-external _kCodeLengthCodeOrder
00007ff8137996b0 (__TEXT,__const) non-external _kCodeLengthDepth
00007ff813766080 (__TEXT,__const) non-external _kCodeLengthPrefixLength
00007ff813766090 (__TEXT,__const) non-external _kCodeLengthPrefixValue
00007ff813767a90 (__TEXT,__const) non-external (was a private external) _kDSymbolVBase
00007ff813767a50 (__TEXT,__const) non-external (was a private external) _kDSymbolVBits
00007ff813768260 (__TEXT,__const) non-external _kDistanceCacheIndex
00007ff8137682a0 (__TEXT,__const) non-external _kDistanceCacheOffset
00007ff813767990 (__TEXT,__const) non-external (was a private external) _kLSymbolVBase
00007ff813767970 (__TEXT,__const) non-external (was a private external) _kLSymbolVBits
00007ff813767a00 (__TEXT,__const) non-external (was a private external) _kMSymbolVBase
00007ff8137679e0 (__TEXT,__const) non-external (was a private external) _kMSymbolVBits
00007ff81379a220 (__TEXT,__const) non-external _kNonZeroRepsBits
00007ff813799720 (__TEXT,__const) non-external _kNonZeroRepsDepth
00007ff8137972f0 (__TEXT,__const) non-external _kPrefixSuffix
00007ff8137973d0 (__TEXT,__const) non-external _kPrefixSuffixMap
00007ff813747360 (__TEXT,__const) non-external _kReverseBits
00007ff81379bae0 (__TEXT,__const) non-external _kStaticCommandCodeBits
00007ff81379b820 (__TEXT,__const) non-external _kStaticCommandCodeDepth
00007ff813768380 (__TEXT,__const) non-external _kStaticDictionaryBuckets
00007ff8137b6110 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashLengths
00007ff8137a6110 (__TEXT,__const) non-external (was a private external) _kStaticDictionaryHashWords
00007ff813778380 (__TEXT,__const) non-external _kStaticDictionaryWords
00007ff81379c0a0 (__TEXT,__const) non-external _kStaticDistanceCodeBits
00007ff81379c060 (__TEXT,__const) non-external _kStaticDistanceCodeDepth
00007ff813797440 (__TEXT,__const) non-external _kTransformsData
00007ff8137980b0 (__TEXT,__const) non-external _kZeroRepsBits
00007ff8137975b0 (__TEXT,__const) non-external _kZeroRepsDepth
                 (undefined) external _log2 (from libSystem)
00007ff8136df3c9 (__TEXT,__text) non-external _longest_match
00007ff8137a0fb0 (__TEXT,__const) non-external (was a private external) _lut_rle
00007ff8136fa88d (__TEXT,__text) non-external (was a private external) _lz24_decode_buffer
00007ff81370b0c8 (__TEXT,__text) non-external (was a private external) _lz24_encode_buffer
00007ff81370b0bd (__TEXT,__text) non-external (was a private external) _lz24_encode_scratch_buffer_size
00007ff8136e54d0 (__TEXT,__text) non-external (was a private external) _lz4_decode
00007ff8136e5040 (__TEXT,__text) non-external (was a private external) _lz4_decode_asm
00007ff8136e4e68 (__TEXT,__text) non-external (was a private external) _lz4_decode_buffer
00007ff8136e68d7 (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
00007ff8136e672e (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
00007ff8136e0ccf (__TEXT,__text) non-external (was a private external) _lz4_stream_end
00007ff81371ece2 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
00007ff81371ece2 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
00007ff81371ece2 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
00007ff81371ecbb (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
00007ff81371e580 (__TEXT,__text) non-external (was a private external) _lz4_stream_init
00007ff81371e628 (__TEXT,__text) non-external (was a private external) _lz4_stream_process
00007ff81370b8d4 (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
00007ff81370b7e0 (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
00007ff813700631 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
00007ff81371b18a (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
00007ff813719d51 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle_unsafe
00007ff81371b1cd (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
00007ff8137174ee (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
00007ff81371b1a6 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
00007ff813719c88 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle_unsafe
00007ff81371b1d8 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
00007ff8137173ad (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
00007ff813713534 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
00007ff81371b13a (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
00007ff813702a78 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
00007ff81371b156 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
00007ff81371b17d (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
00007ff813702a5f (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
00007ff8137a1ff0 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
00007ff8137173f2 (__TEXT,__text) non-external _lzbitmap_init_encode_state
00007ff8137a17f0 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
00007ff813717614 (__TEXT,__text) non-external _lzbitmap_process_block
00007ff81371b1e5 (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
00007ff8137a2ff0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
00007ff8137a0ff0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
00007ff81373ff4e (__TEXT,__text) non-external _lzfseBackendMatch
00007ff8136e11e7 (__TEXT,__text) non-external (was a private external) _lzfseDecode
00007ff8136e569f (__TEXT,__text) non-external _lzfseDecodeV1
00007ff81373fb7e (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
00007ff81373ff8d (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
00007ff81373f9af (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
00007ff81373fa1a (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
00007ff81374030b (__TEXT,__text) non-external _lzfseEncodeMatches
00007ff81373f9d8 (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
00007ff81373fae6 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
00007ff813740032 (__TEXT,__text) non-external _lzfsePushMatch
00007ff8136e0f62 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
00007ff8136e0e90 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
00007ff813713528 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
00007ff8137322bb (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
00007ff813732225 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
00007ff813732214 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
00007ff8136e2c4d (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
00007ff81370c56e (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
00007ff81370c3f9 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
00007ff81370c563 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
00007ff81370d23e (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00007ff8417deca0 (__DATA_CONST,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
00007ff8136e2854 (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
00007ff8137228ee (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
00007ff8137228ba (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
00007ff813767b90 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
00007ff813767bb0 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
00007ff8136e0ccf (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
00007ff81370aa6b (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
00007ff81370aa61 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
00007ff81370aa38 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
00007ff81370a9f7 (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
00007ff8136e0e68 (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
00007ff8136e0f3c (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
00007ff813744c34 (__TEXT,__text) non-external (was a private external) _lzma1_chunk_decode
00007ff813713e90 (__TEXT,__text) non-external (was a private external) _lzma1_model_reset
00007ff813742e61 (__TEXT,__text) non-external (was a private external) _lzma2_block_decode
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
00007ff813719bee (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
00007ff8136e2ced (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
00007ff813719c46 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
00007ff8136e2ced (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
00007ff8137680f0 (__TEXT,__const) non-external (was a private external) _lzma_fsm_lut
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
00007ff8136e0e40 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
00007ff813742825 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
00007ff8137a6100 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
00007ff8136e0cf2 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
00007ff8136e0db0 (__TEXT,__text) non-external (was a private external) _lzma_stream_process
00007ff8137423d1 (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode
00007ff81374275b (__TEXT,__text) non-external (was a private external) _lzma_xz_buffer_decode_scratch_size
00007ff8136e22e6 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00007ff8417de3d0 (__DATA_CONST,__const) non-external _lzvnDecode.opc_tbl
00007ff81371a258 (__TEXT,__text) non-external (was a private external) _lzvnEncode
00007ff81371a1dc (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
00007ff8136f517a (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
00007ff8136f50e9 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
00007ff8136f50de (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
00007ff8136fa08e (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
00007ff8136f9fc8 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
00007ff8136f9fb7 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
00007ff843c8dbc0 (__DATA,__data) non-external _lzvn_decode.opcode_table
00007ff8136e2d00 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
00007ff8136e2ced (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
00007ff81371ade5 (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
00007ff81371ae23 (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
00007ff81371adcb (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
00007ff8136e0ccf (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
00007ff813719be4 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
00007ff813719bda (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
00007ff813719bb1 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
00007ff813719b8f (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
00007ff813719b41 (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
00007ff813719b69 (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
00007ff813721f42 (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
00007ff813721f37 (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
00007ff813739ada (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
00007ff8136ee351 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
00007ff8136eddb3 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
00007ff8136edf7a (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
00007ff8136ee05e (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
00007ff81370408f (__TEXT,__text) non-external (was a private external) _pal_decode_buffer
00007ff813704084 (__TEXT,__text) non-external (was a private external) _pal_decode_scratch_size
00007ff8137053c9 (__TEXT,__text) non-external (was a private external) _pal_encode_buffer
00007ff813705398 (__TEXT,__text) non-external (was a private external) _pal_encode_scratch_size
00007ff813713da0 (__TEXT,__text) non-external (was a private external) _parse_size
00007ff81379c3a0 (__TEXT,__const) non-external _position_slot_base_position
00007ff81379c320 (__TEXT,__const) non-external _position_slot_extra_bits
00007ff8136dffa4 (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _read (from libSystem)
00007ff8136e45e8 (__TEXT,__text) non-external _readHuffmanTable
00007ff813713cf4 (__TEXT,__text) non-external (was a private external) _read_expected
00007ff8136dd80b (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
00007ff8136e0089 (__TEXT,__text) non-external _scan_tree
00007ff8136e0174 (__TEXT,__text) non-external _send_tree
00007ff81371b101 (__TEXT,__text) non-external (was a private external) _smb_decode_buffer
00007ff81371b08b (__TEXT,__text) non-external (was a private external) _smb_decode_scratch_size
00007ff81371b0a2 (__TEXT,__text) non-external (was a private external) _smb_encode_buffer
00007ff81371b056 (__TEXT,__text) non-external (was a private external) _smb_encode_scratch_size
00007ff81371eced (__TEXT,__text) non-external (was a private external) _smb_lz77_decode_buffer
00007ff81371ef08 (__TEXT,__text) non-external (was a private external) _smb_lz77_encode_buffer
00007ff81370e670 (__TEXT,__text) non-external (was a private external) _smb_lz77h_decode_buffer
00007ff81370ebf8 (__TEXT,__text) non-external (was a private external) _smb_lz77h_encode_buffer
00007ff813701519 (__TEXT,__text) non-external (was a private external) _smb_lznt1_decode_buffer
00007ff813701744 (__TEXT,__text) non-external (was a private external) _smb_lznt1_encode_buffer
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff843c8dba0 (__DATA,__data) non-external _static_bl_desc
00007ff843c8db80 (__DATA,__data) non-external _static_d_desc
00007ff8137a4770 (__TEXT,__const) non-external _static_dtree
00007ff843c8db60 (__DATA,__data) non-external _static_l_desc
00007ff8137a42f0 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff843c8dac0 (__DATA,__data) non-external (was a private external) _tc_quant16
00007ff8136f4df5 (__TEXT,__text) non-external (was a private external) _thread_pool_create
00007ff8136f5021 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
00007ff8136f4f20 (__TEXT,__text) non-external _thread_pool_entry
00007ff8136f4c48 (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
00007ff8136f4d69 (__TEXT,__text) non-external (was a private external) _thread_pool_sync
00007ff81373994b (__TEXT,__text) external _touchpadCodecCreate
00007ff8136f538f (__TEXT,__text) external _touchpadCodecDecodeImage
00007ff813739a8d (__TEXT,__text) external _touchpadCodecDestroy
00007ff813742836 (__TEXT,__text) external _touchpadCodecEncodeImage
00007ff81373908e (__TEXT,__text) external _touchpadGetInfoWithCompressedBuffer
                 (undefined) external _write (from libSystem)
00007ff813713d4c (__TEXT,__text) non-external (was a private external) _write_expected
00007ff8137a58b6 (__TEXT,__const) non-external (was a private external) _xz_footer_magic
00007ff8137a58b0 (__TEXT,__const) non-external (was a private external) _xz_header_magic
00007ff8137427b9 (__TEXT,__text) non-external _xz_read_multi_byte
00007ff813742766 (__TEXT,__text) non-external _xz_simple_crc32
00007ff8137326f4 (__TEXT,__text) external _yzip_codec_create
00007ff813732722 (__TEXT,__text) external _yzip_codec_destroy
00007ff81370d83c (__TEXT,__text) external _yzip_image_create
00007ff81370d97f (__TEXT,__text) external _yzip_image_create_with_payload
00007ff81370e1d3 (__TEXT,__text) external _yzip_image_decode
00007ff81370dade (__TEXT,__text) external _yzip_image_destroy
00007ff81370dae8 (__TEXT,__text) external _yzip_image_encode
00007ff81370e3ee (__TEXT,__text) external _yzip_image_get_descriptor
00007ff81370e4a0 (__TEXT,__text) external _yzip_image_get_max_payload_size
00007ff81370e453 (__TEXT,__text) external _yzip_image_get_plane_descriptor
00007ff81370e523 (__TEXT,__text) external _yzip_image_set_data
00007ff81370e663 (__TEXT,__text) external _yzip_image_set_identifier
00007ff81370e597 (__TEXT,__text) external _yzip_image_set_plane_data
00007ff813701f54 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
00007ff813701e6b (__TEXT,__text) non-external _yzip_jobs_create_empty_list
00007ff813701bdf (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
00007ff8137029dd (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
00007ff81370245c (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
00007ff813702941 (__TEXT,__text) non-external _yzip_jobs_process
00007ff813701b83 (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
00007ff81373b0e3 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
00007ff813739e47 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder_allocate
00007ff813739d58 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_allocate
00007ff813739eae (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
00007ff81373a903 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
00007ff8136e6714 (__TEXT,__text) non-external (was a private external) _zError
00007ff8417de380 (__DATA_CONST,__const) non-external (was a private external) _z_errmsg
00007ff8136ddb91 (__TEXT,__text) non-external (was a private external) _zcalloc
00007ff8136e0c41 (__TEXT,__text) non-external (was a private external) _zcfree
00007ff8136e5d9f (__TEXT,__text) external _zero_coder_decode
00007ff8136e5e9d (__TEXT,__text) external _zero_coder_encode
00007ff8136e5fb3 (__TEXT,__text) non-external _zero_coder_init_luts
00007ff843c8e3e0 (__DATA,__common) non-external (was a private external) _zero_coder_lut_popcount
00007ff843c8e4e0 (__DATA,__common) non-external (was a private external) _zero_coder_lut_read
00007ff843c8ece0 (__DATA,__common) non-external (was a private external) _zero_coder_lut_write
00007ff843c8e3d0 (__DATA,__common) non-external (was a private external) _zero_coder_luts_ok
00007ff8136e6709 (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
00007ff8136e303c (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
00007ff8136e39f4 (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
00007ff81379c1c0 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
00007ff81379c180 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
00007ff8136e66fc (__TEXT,__text) non-external (was a private external) _zlibVersion
00007ff813721d7b (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
00007ff813721d70 (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
00007ff8136f59e2 (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
00007ff8136f59d7 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
00007ff81371b050 (__TEXT,__text) non-external (was a private external) _zlib_free
00007ff81371b028 (__TEXT,__text) non-external (was a private external) _zlib_malloc
00007ff8136e0ccf (__TEXT,__text) non-external (was a private external) _zlib_stream_end
00007ff813721f14 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
00007ff8136e2ced (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
00007ff813721f1f (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
00007ff8136e2ced (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
00007ff8136dd745 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
00007ff8136ddfce (__TEXT,__text) non-external (was a private external) _zlib_stream_process
                 (undefined) external dyld_stub_binder (from libSystem)
00007ff8136e5a6b (__TEXT,__text) non-external n_loop
00007ff8136e5d5a (__TEXT,__text) non-external scalar_loop
00007ff8136e5a50 (__TEXT,__text) non-external skip_loading_tables
00007ff843c8db10 (__DATA,__data) non-external sum2_coefficients
00007ff843c8dae0 (__DATA,__data) non-external sum2_coefficients_nossse3
