00007ff807464940 (__TEXT,__const) non-external _A1_Table
00007ff806e7e190 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlend_Planar8
00007ff806e7e460 (__TEXT,__text) non-external _Do_vImagePremultipliedAlphaBlend_PlanarF
00007ff806e80060 (__TEXT,__text) non-external _Do_vImagePremultipliedConstAlphaBlend_ARGB8888
00007ff806e802b0 (__TEXT,__text) non-external _Do_vImagePremultipliedConstAlphaBlend_ARGBFFFF
00007ff806e7fb00 (__TEXT,__text) non-external _Do_vImagePremultipliedConstAlphaBlend_Planar8
00007ff806e7fde0 (__TEXT,__text) non-external _Do_vImagePremultipliedConstAlphaBlend_PlanarF
00007ff806e812f0 (__TEXT,__text) non-external _Do_vImagePremultiplyData_ARGB16Q12
00007ff806e81100 (__TEXT,__text) non-external _Do_vImagePremultiplyData_ARGB16U
00007ff806e80870 (__TEXT,__text) non-external _Do_vImagePremultiplyData_ARGB8888
00007ff806e80aa0 (__TEXT,__text) non-external _Do_vImagePremultiplyData_ARGBFFFF
00007ff806e80530 (__TEXT,__text) non-external _Do_vImagePremultiplyData_Planar8
00007ff806e807b0 (__TEXT,__text) non-external _Do_vImagePremultiplyData_PlanarF
00007ff806e81380 (__TEXT,__text) non-external _Do_vImagePremultiplyData_RGBA16Q12
00007ff806e80f10 (__TEXT,__text) non-external _Do_vImagePremultiplyData_RGBA16U
00007ff806e80b30 (__TEXT,__text) non-external _Do_vImagePremultiplyData_RGBA8888
00007ff806e80d20 (__TEXT,__text) non-external _Do_vImagePremultiplyData_RGBAFFFF
00007ff806e821e0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_ARGB16Q12
00007ff806e81b40 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_ARGB16U
00007ff806e81910 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_ARGB8888
00007ff806e81d30 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_ARGBFFFF
00007ff806e815d0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_Planar8
00007ff806e81850 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_PlanarF
00007ff806e823d0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_RGBA16Q12
00007ff806e81ff0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_RGBA16U
00007ff806e81dc0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_RGBA8888
00007ff806e825c0 (__TEXT,__text) non-external _Do_vImageUnpremultiplyData_RGBAFFFF
00007ff806fbef80 (__TEXT,__text) non-external (was a private external) _Do_vInvert16U
00007ff841d74670 (__DATA,__bss) non-external _Do_vInvert16U.vInvert_16U
00007ff806fbeae0 (__TEXT,__text) non-external (was a private external) _Do_vInvert8
00007ff841d74668 (__DATA,__bss) non-external _Do_vInvert8.vInvert_8
00007ff806fbf410 (__TEXT,__text) non-external (was a private external) _Do_vInvertF
00007ff841d74678 (__DATA,__bss) non-external _Do_vInvertF.vInvert_F
00007ff806fbe780 (__TEXT,__text) non-external (was a private external) _Do_vMultiDimensionalInterpolatedLookupTable16Q12
00007ff841d74660 (__DATA,__bss) non-external _Do_vMultiDimensionalInterpolatedLookupTable16Q12.vMultiDimensionalInterpolatedLookupTable_Planar16Q12
00007ff806e09f20 (__TEXT,__text) non-external (was a private external) _Do_vMultiDimensionalInterpolatedLookupTableCreate
00007ff806e0d550 (__TEXT,__text) non-external (was a private external) _Do_vMultiDimensionalInterpolatedLookupTableF
00007ff841d73928 (__DATA,__data) non-external _Do_vMultiDimensionalInterpolatedLookupTableF.vMultiDimensionalInterpolatedLookupTable_PlanarF
00007ff806f2ecd0 (__TEXT,__text) non-external (was a private external) _EdgeExtend_ARGB8888
00007ff806f1e140 (__TEXT,__text) non-external (was a private external) _EdgeExtend_ARGBFFFF
00007ff806f22e00 (__TEXT,__text) non-external (was a private external) _EdgeExtend_Planar8
00007ff806f191c0 (__TEXT,__text) non-external (was a private external) _EdgeExtend_PlanarF
00007ff806e71c20 (__TEXT,__text) non-external (was a private external) _EncodeImageDefault
00007ff806e6e310 (__TEXT,__text) non-external _EncodeImageLossless
00007ff806e6e4d0 (__TEXT,__text) non-external _EncodeImagePalette
00007ff806e7a9e0 (__TEXT,__text) non-external _EncodeImageWithMehtod
00007ff806e51510 (__TEXT,__text) non-external (was a private external) _FindDeviationFromCanonicalRGBToYpCbCrMatrix
00007ff806e44050 (__TEXT,__text) non-external (was a private external) _FindDeviationFromCanonicalYpCbCrToARGBMatrix
00007ff8070e7910 (__TEXT,__text) non-external (was a private external) _Flatten_ARGB16Q12
00007ff8070e78b0 (__TEXT,__text) non-external (was a private external) _Flatten_ARGB16U
00007ff806e63900 (__TEXT,__text) non-external (was a private external) _Flatten_ARGB8888
00007ff8070e7800 (__TEXT,__text) non-external (was a private external) _Flatten_ARGB8888ToRGB888
00007ff8070e79f0 (__TEXT,__text) non-external (was a private external) _Flatten_ARGBFFFF
00007ff8070e7a50 (__TEXT,__text) non-external (was a private external) _Flatten_ARGBFFFFToRGBFFF
00007ff8070e77a0 (__TEXT,__text) non-external (was a private external) _Flatten_BGRA8888ToRGB888
00007ff8070e7970 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky16AlphaFirst
00007ff8070e79b0 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky16AlphaLast
00007ff8070e7b30 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky16Q12AlphaFirst
00007ff8070e7b70 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky16Q12AlphaLast
00007ff8070e7830 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky8AlphaFirst
00007ff8070e7870 (__TEXT,__text) non-external (was a private external) _Flatten_Chunky8AlphaLast
00007ff8070e7ab0 (__TEXT,__text) non-external (was a private external) _Flatten_ChunkyFAlphaFirst
00007ff8070e7af0 (__TEXT,__text) non-external (was a private external) _Flatten_ChunkyFAlphaLast
00007ff8070e7540 (__TEXT,__text) non-external (was a private external) _Flatten_Print
00007ff8070e7940 (__TEXT,__text) non-external (was a private external) _Flatten_RGBA16Q12
00007ff8070e78e0 (__TEXT,__text) non-external (was a private external) _Flatten_RGBA16U
00007ff806e3ae60 (__TEXT,__text) non-external (was a private external) _Flatten_RGBA8888
00007ff8070e77d0 (__TEXT,__text) non-external (was a private external) _Flatten_RGBA8888ToRGB888
00007ff8070e7a20 (__TEXT,__text) non-external (was a private external) _Flatten_RGBAFFFF
00007ff8070e7a80 (__TEXT,__text) non-external (was a private external) _Flatten_RGBAFFFFToRGBFFF
00007ff8070fb500 (__TEXT,__text) non-external _Gamma8to16Q12Pass_Print
00007ff806e144b0 (__TEXT,__text) non-external _Gamma8to16Q12Pass_dtor
00007ff806e51640 (__TEXT,__text) non-external _GammaPolynomialData_dtor
00007ff806f63ff0 (__TEXT,__text) non-external _GaussianBoxDiff8_GCDWork
00007ff806efce60 (__TEXT,__text) non-external (was a private external) _GetEdgeCases
00007ff806df76e0 (__TEXT,__text) non-external (was a private external) _GetLogicalCPUs
00007ff807467670 (__TEXT,__const) non-external _GetMap8888.kRemapTable
00007ff8405f0bb0 (__DATA_CONST,__const) non-external (was a private external) _GetMinimumBufferSize
00007ff806ef7f20 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_ARGB8888
00007ff806ef84d0 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_ARGB8888_MultiKernel
00007ff806ef8240 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_ARGBFFFF
00007ff806ef8640 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_ARGBFFFF_MultiKernel
00007ff806ef86f0 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_Integer_Box
00007ff806ef87a0 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_Integer_Tent
00007ff806ef7980 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_Planar8
00007ff806ef7c90 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_PlanarF
00007ff806ef88a0 (__TEXT,__text) non-external (was a private external) _GetMinimumBufferSize_PlanarF_Box
00007ff806df94b0 (__TEXT,__text) non-external (was a private external) _GetPhysicalCPUs
00007ff8070f84d0 (__TEXT,__text) non-external _GetPixelForBackgroundColor
00007ff806eaaf20 (__TEXT,__text) non-external _HLGSceneRefMap_GCDWork
00007ff8070fb660 (__TEXT,__text) non-external _HLGSceneReferredMappingData_dtor
00007ff807467630 (__TEXT,__const) non-external _HasAlpha.HasAlphaTable
00007ff807467668 (__TEXT,__const) non-external _HasAlphaChannel.HasAlphaChannelTable
00007ff807474cca (__TEXT,__const) non-external _HasAlphaChannel.HasAlphaChannelTable
00007ff8070ee9a0 (__TEXT,__text) non-external _I2DPass_Print
00007ff8070ee730 (__TEXT,__text) non-external _I2DPass_dtor
00007ff80710a2d0 (__TEXT,__text) non-external (was a private external) _ImageTilingInfo_Print
00007ff806e136a0 (__TEXT,__text) non-external (was a private external) _ImageTilingInfo_Release
00007ff806def700 (__TEXT,__text) non-external (was a private external) _InitCGInterfaces
00007ff8073d4870 (__TEXT,__text) non-external _InitCGInterfaces.cold.1
00007ff806df6200 (__TEXT,__text) non-external (was a private external) _InitPass
00007ff806fdb690 (__TEXT,__text) non-external (was a private external) _InitReverseTableFromGamma
00007ff806fdb610 (__TEXT,__text) non-external (was a private external) _InitTableFromGamma
00007ff806fdb7a0 (__TEXT,__text) non-external (was a private external) _InitTableFromPolynomial
00007ff806e7d040 (__TEXT,__text) external _Init_vImage
00007ff806fdc210 (__TEXT,__text) non-external (was a private external) _InterpolatedLookup_BuildTable16Q12
00007ff8073d9520 (__TEXT,__const) non-external (was a private external) _InvAlpha
00007ff8070e0c30 (__TEXT,__text) non-external _Invert_16U
00007ff8070e0b50 (__TEXT,__text) non-external _Invert_8
00007ff8070e0cb0 (__TEXT,__text) non-external _Invert_F
00007ff8070f7060 (__TEXT,__text) non-external _IsCGBitmapAlphaInfoValidForPackedFormat
00007ff8070fb570 (__TEXT,__text) non-external _LUT1DTableData_dtor
00007ff806e146d0 (__TEXT,__text) non-external _LUTNDTableData_dtor
00007ff8070f5cc0 (__TEXT,__text) non-external _LUTPass_LookupTable_8to64U
00007ff8070f5c40 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanar128
00007ff8070f5ac0 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanar16
00007ff806e65420 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanar24
00007ff8070f5b40 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanar48
00007ff8070f5bc0 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanar96
00007ff806e2b390 (__TEXT,__text) non-external _LUTPass_LookupTable_Planar8toPlanarF
00007ff8070f5a40 (__TEXT,__text) non-external _LUTPass_TableLookup_Planar8
00007ff806e2bad0 (__TEXT,__text) non-external _LUTPass_dtor
00007ff806e2e1c0 (__TEXT,__text) non-external (was a private external) _Lanczos3
00007ff806e45540 (__TEXT,__text) non-external (was a private external) _Lanczos5
00007ff8070e35a0 (__TEXT,__text) non-external _LinearTransform_16Q12to8
00007ff8070e0f10 (__TEXT,__text) non-external _LinearTransform_16U
00007ff8070e3720 (__TEXT,__text) non-external _LinearTransform_16Uto8
00007ff8070e1210 (__TEXT,__text) non-external _LinearTransform_16UtoF
00007ff8070e0d30 (__TEXT,__text) non-external _LinearTransform_8
00007ff8070e1110 (__TEXT,__text) non-external _LinearTransform_8to16Q12
00007ff8070e3620 (__TEXT,__text) non-external _LinearTransform_8to16U
00007ff8070e1190 (__TEXT,__text) non-external _LinearTransform_8toF
00007ff8070e1090 (__TEXT,__text) non-external _LinearTransform_F
00007ff8070e37a0 (__TEXT,__text) non-external _LinearTransform_Fto16U
00007ff8070e36a0 (__TEXT,__text) non-external _LinearTransform_Fto8
00007ff806def6c0 (__TEXT,__text) non-external (was a private external) _LoadCGInterfaces
00007ff841d73a60 (__DATA,__data) non-external _LoadCGInterfaces.handle
00007ff841d73a58 (__DATA,__data) non-external _LoadCGInterfaces.pred
00007ff806e43050 (__TEXT,__text) non-external _LoadY00
00007ff806e726a0 (__TEXT,__text) non-external _LoadYCC
00007ff806e082b0 (__TEXT,__text) non-external _LookupTable_Planar8toPlanar16
00007ff8070fb650 (__TEXT,__text) non-external _LuminanceScalingData_dtor
00007ff806eaa6e0 (__TEXT,__text) non-external _LuminanceScaling_GCDWork
00007ff806e14120 (__TEXT,__text) non-external _MatrixData_dtor
00007ff806fb9ca0 (__TEXT,__text) non-external (was a private external) _MatrixMultiply_PlanarF_disp
00007ff80700cb60 (__TEXT,__text) non-external (was a private external) _MultithreadFunction
00007ff80700cd70 (__TEXT,__text) non-external (was a private external) _MultithreadTwoBufferFunction
00007ff806e37170 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_ARGB8888
00007ff8070e7fe0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_ARGBFFFF
00007ff8070e7f60 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Chunky16U
00007ff8070e7e40 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Chunky8
00007ff8070e8000 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_ChunkyF
00007ff8070e7fa0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Planar16U
00007ff8070e7e20 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_Planar8
00007ff8070e7fc0 (__TEXT,__text) non-external (was a private external) _OverwriteChannelsWithScalar_PlanarF
00007ff806eab760 (__TEXT,__text) non-external _PQEETFToneMap_GCDWork
00007ff8070fb670 (__TEXT,__text) non-external _PQToneMappingData_dtor
00007ff806e144e0 (__TEXT,__text) non-external _ParameterTableData_dtor
00007ff8070e82f0 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ARGB16U
00007ff8070e81e0 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ARGB8888
00007ff8070e8420 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ARGBFFFF
00007ff8070e8370 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_Chunky16U
00007ff8070e8260 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_Chunky8
00007ff8070e84d0 (__TEXT,__text) non-external (was a private external) _PermuteChannelsSetAlphaTo1_ChunkyF
00007ff8070fca90 (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGB16U
00007ff806e35be0 (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGB8888
00007ff8070fcb70 (__TEXT,__text) non-external _PermuteChannelsWithMaskedInsert_ARGBFFFF
00007ff806e38fc0 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGB16U
00007ff806e135a0 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGB8888
00007ff8070e8400 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ARGBFFFF
00007ff8070e8340 (__TEXT,__text) non-external (was a private external) _PermuteChannels_Chunky16U
00007ff8070e8230 (__TEXT,__text) non-external (was a private external) _PermuteChannels_Chunky8
00007ff8070e84a0 (__TEXT,__text) non-external (was a private external) _PermuteChannels_ChunkyF
00007ff8070fcab0 (__TEXT,__text) non-external _PermuteInsertPass_Print16
00007ff8070fc9d0 (__TEXT,__text) non-external _PermuteInsertPass_Print8
00007ff8070fcb90 (__TEXT,__text) non-external _PermuteInsertPass_PrintF
00007ff8070e8560 (__TEXT,__text) non-external (was a private external) _PermutePass_Print
00007ff806fd8960 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8
00007ff806e04500 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8to16
00007ff806fd8e60 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_BuildTable8toF
00007ff806fd9330 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_ComputeInterpolatedTableF
00007ff806e05060 (__TEXT,__text) non-external (was a private external) _PiecewiseGamma_ComputeTable16Q12
00007ff806efcee0 (__TEXT,__text) non-external (was a private external) _PixelCopy
00007ff8074628b0 (__TEXT,__const) non-external (was a private external) _PixelSize
00007ff80745f780 (__TEXT,__const) non-external (was a private external) _Planar16FtoPlanar8_LUT
00007ff806e193a0 (__TEXT,__text) non-external (was a private external) _Planar16Q12to8
00007ff806e009d0 (__TEXT,__text) non-external (was a private external) _Planar16Q12toARGB8888
00007ff8070e4850 (__TEXT,__text) non-external (was a private external) _Planar16Q12toF
00007ff806e217e0 (__TEXT,__text) non-external (was a private external) _Planar16Q12toRGB888
00007ff8070e4960 (__TEXT,__text) non-external (was a private external) _Planar16ToChunky
00007ff8070e48d0 (__TEXT,__text) non-external (was a private external) _Planar16UTo16U
00007ff806e3e000 (__TEXT,__text) non-external (was a private external) _Planar16UtoARGB16U
00007ff80743c000 (__TEXT,__const) non-external (was a private external) _Planar16UtoPlanar16F
00007ff806e3f830 (__TEXT,__text) non-external (was a private external) _Planar16UtoRGB16U
00007ff806e199b0 (__TEXT,__text) non-external (was a private external) _Planar8ToChunky
00007ff806dfd9b0 (__TEXT,__text) non-external _Planar8to16Q12
00007ff8070fb010 (__TEXT,__text) non-external _Planar8toF
00007ff80745ed80 (__TEXT,__const) non-external (was a private external) _Planar8toPlanar16F_LUT
00007ff8070e4b80 (__TEXT,__text) non-external (was a private external) _PlanarFTo16Q12
00007ff8070e4690 (__TEXT,__text) non-external (was a private external) _PlanarFTo16U
00007ff806e4e840 (__TEXT,__text) non-external (was a private external) _PlanarFTo8
00007ff8070e4630 (__TEXT,__text) non-external (was a private external) _PlanarFToARGB8888
00007ff807467330 (__TEXT,__const) non-external _PlanarFToARGB8888.minFloat
00007ff8070e4720 (__TEXT,__text) non-external (was a private external) _PlanarFToF
00007ff8070e4800 (__TEXT,__text) non-external (was a private external) _PlanarFToRGBXFFFF
00007ff8070e47b0 (__TEXT,__text) non-external (was a private external) _PlanarFToXRGBFFFF
00007ff8070e44a0 (__TEXT,__text) non-external (was a private external) _PlanarFtoARGBFFFF
00007ff8070e44f0 (__TEXT,__text) non-external (was a private external) _PlanarFtoChunky
00007ff80745ef80 (__TEXT,__const) non-external (was a private external) _PlanarFtoPlanar16F_LUT
00007ff806dfbef0 (__TEXT,__text) non-external (was a private external) _PlanarFtoRGBFFF
00007ff8070e8630 (__TEXT,__text) non-external (was a private external) _PrecisionPass_Print
00007ff8070e7d70 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB16Q12
00007ff8070e7d20 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB16U
00007ff806e02b20 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGB8888
00007ff8070e7dd0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ARGBFFFF
00007ff8070e7d50 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16AlphaFirst
00007ff8070e7d30 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16AlphaLast
00007ff8070e7da0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16Q12AlphaFirst
00007ff8070e7d80 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky16Q12AlphaLast
00007ff8070e7cf0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky8AlphaFirst
00007ff806e19c90 (__TEXT,__text) non-external (was a private external) _PremultiplyData_Chunky8AlphaLast
00007ff8070e7e00 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ChunkyFAlphaFirst
00007ff8070e7de0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_ChunkyFAlphaLast
00007ff806e3e6b0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA16Q12
00007ff8070e7d10 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA16U
00007ff806e01aa0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBA8888
00007ff8070e7dc0 (__TEXT,__text) non-external (was a private external) _PremultiplyData_RGBAFFFF
00007ff8070ded60 (__TEXT,__text) non-external _PrintBufferOrderNames
00007ff8405f4600 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_Base
00007ff8405f46f0 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_CMYK
00007ff8405f4720 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_LAB
00007ff8405f46d0 (__DATA_CONST,__const) non-external _PrintBufferOrderNames.kBufferOrderNames_RGB
00007ff8070fb0e0 (__TEXT,__text) non-external _RGB16UtoPlanar16U
00007ff8070fafd0 (__TEXT,__text) non-external _RGB888toPlanar16Q12
00007ff806e21160 (__TEXT,__text) non-external _RGB888toPlanar8
00007ff806df84b0 (__TEXT,__text) non-external _RGBFFFtoPlanarF
00007ff806f62660 (__TEXT,__text) non-external (was a private external) _ReadTileRow_ARGB8888
00007ff806f62f20 (__TEXT,__text) non-external (was a private external) _ReadTileRow_ARGB8888_MNI
00007ff806df2940 (__TEXT,__text) non-external (was a private external) _ReduceToCoreFormats
00007ff8070e8160 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky16UAlphaFirst
00007ff8070e8140 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky16UAlphaLast
00007ff8070e8100 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky8AlphaFirst
00007ff8070e80e0 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_Chunky8AlphaLast
00007ff8070e81c0 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_ChunkyFAlphaFirst
00007ff8070e81a0 (__TEXT,__text) non-external (was a private external) _RemoveAlpha_ChunkyFAlphaLast
00007ff806df5830 (__TEXT,__text) non-external _ResolveDecodeArrays
00007ff8070f5ed0 (__TEXT,__text) non-external _ResolveDecodeArrays_version1
00007ff806e03bd0 (__TEXT,__text) non-external _RowDecodeY00
00007ff806e7c490 (__TEXT,__text) non-external _RowDecodeYCC
00007ff806e7c030 (__TEXT,__text) non-external _RowEncodeY00
00007ff806e7c200 (__TEXT,__text) non-external _RowEncodeYCC
00007ff806e701d0 (__TEXT,__text) non-external _SepConvolve16U_GCDWork
00007ff806e6f850 (__TEXT,__text) non-external _SepConvolve8_GCDWork
00007ff806e70b70 (__TEXT,__text) non-external _SepConvolve8to16_GCDWork
00007ff806e6eee0 (__TEXT,__text) non-external _SepConvolveF_GCDWork
00007ff806efcd10 (__TEXT,__text) non-external (was a private external) _SetupBufferInfo
00007ff8405f0c10 (__DATA_CONST,__const) non-external (was a private external) _SetupROI
00007ff806efa0d0 (__TEXT,__text) non-external (was a private external) _SetupROI_ARGB8888
00007ff806efb5b0 (__TEXT,__text) non-external (was a private external) _SetupROI_ARGBFFFF
00007ff806ef8940 (__TEXT,__text) non-external (was a private external) _SetupROI_Pixel_8
00007ff806ef8c90 (__TEXT,__text) non-external (was a private external) _SetupROI_Pixel_F
00007ff80702b440 (__TEXT,__text) external _SetvImageThreadCount
00007ff80702b420 (__TEXT,__text) external _SetvImageThreadState
00007ff806e7d050 (__TEXT,__text) external _SetvImageVectorAvailable
00007ff8070d2530 (__TEXT,__text) non-external _Shear_GCDWork
00007ff806f62650 (__TEXT,__text) non-external _SkipProcessing_ARGB8888
00007ff806f637d0 (__TEXT,__text) non-external _Sobel8to16_GCDWork
00007ff806e718e0 (__TEXT,__text) non-external _SquareBoxConvolve8_GCDWork
00007ff806e72240 (__TEXT,__text) non-external _StoreY
00007ff806e72410 (__TEXT,__text) non-external _StoreYCC
00007ff806e69550 (__TEXT,__text) non-external _Swap16
00007ff806e387e0 (__TEXT,__text) non-external _Swap32
00007ff807467664 (__TEXT,__const) non-external _Swap32.swap32Map
00007ff8070fb580 (__TEXT,__text) non-external _TRCsData_dtor
00007ff8070eeb60 (__TEXT,__text) non-external _TableLookUp_Planar8
00007ff8070eeed0 (__TEXT,__text) non-external _TableLookUp_Planar8toIndexed8
00007ff8070e7400 (__TEXT,__text) non-external (was a private external) _TransformPassHLGSceneReferredMapping_dtor
00007ff8070e5330 (__TEXT,__text) non-external (was a private external) _TransformPassLUT1D_dtor
00007ff806e14670 (__TEXT,__text) non-external (was a private external) _TransformPassLUT_dtor
00007ff8070e7260 (__TEXT,__text) non-external (was a private external) _TransformPassLUTs_dtor
00007ff8070e7330 (__TEXT,__text) non-external (was a private external) _TransformPassLuminanceScaling_dtor
00007ff806e140c0 (__TEXT,__text) non-external (was a private external) _TransformPassMatrix_dtor
00007ff8070e74e0 (__TEXT,__text) non-external (was a private external) _TransformPassPQToneMapping_dtor
00007ff806e14060 (__TEXT,__text) non-external (was a private external) _TransformPassParameter_dtor
00007ff8070e7200 (__TEXT,__text) non-external (was a private external) _TransformPassTRCs_dtor
00007ff8070e4c00 (__TEXT,__text) non-external (was a private external) _TransformPass_PrintMatrix
00007ff8070e5150 (__TEXT,__text) non-external (was a private external) _TransformPass_PrintTransform
00007ff8070e5300 (__TEXT,__text) non-external (was a private external) _TransformPass_dtor
00007ff806ea8e40 (__TEXT,__text) non-external _TransformTRC_GCDWork
00007ff806f34200 (__TEXT,__text) non-external (was a private external) _TruncateKernel_ARGB8888
00007ff806f1f540 (__TEXT,__text) non-external (was a private external) _TruncateKernel_ARGBFFFF
00007ff806f251d0 (__TEXT,__text) non-external (was a private external) _TruncateKernel_Planar8
00007ff806f1a560 (__TEXT,__text) non-external (was a private external) _TruncateKernel_PlanarF
00007ff8070e7c40 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB16Q12
00007ff8070e7be0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB16U
00007ff806e136e0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGB8888
00007ff8070e7ca0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ARGBFFFF
00007ff8070e7c10 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16AlphaFirst
00007ff8070e7bf0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16AlphaLast
00007ff8070e7c70 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16Q12AlphaFirst
00007ff8070e7c50 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky16Q12AlphaLast
00007ff8070e7bb0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky8AlphaFirst
00007ff806dfc8c0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_Chunky8AlphaLast
00007ff8070e7cd0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ChunkyFAlphaFirst
00007ff8070e7cb0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_ChunkyFAlphaLast
00007ff8070e7c30 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA16Q12
00007ff8070e7bd0 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA16U
00007ff806e07310 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBA8888
00007ff8070e7c90 (__TEXT,__text) non-external (was a private external) _UnpremultiplyData_RGBAFFFF
00007ff8073d51b0 (__TEXT,__const) non-external (was a private external) _Unpremultiply_16Q12_table
00007ff8070f5d40 (__TEXT,__text) non-external _VerifyCGConverterParams
00007ff8418a4110 (__DATA_DIRTY,__bss) non-external _VerifyCGConverterParams.dyld_handle
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
00007ff806df7b20 (__TEXT,__text) non-external (was a private external) __ERROR_Buffer_Not_ReadWriteable_By_vImage__CheckBacktrace
