                 (undefined) external _APP_SANDBOX_READ (from libsystem_sandbox)
00000001ea2e4388 (__AUTH,__data) external _CMFSSEAM_DEFAULT
000000018b2b6520 (__TEXT,__text) non-external __container_references_log_if_error
000000018b2b7ae0 (__TEXT,__text) non-external __container_references_query_execute
000000018b2b64bc (__TEXT,__text) non-external __container_references_replace_error
000000018b2b3adc (__TEXT,__text) non-external __container_serialize_copy_deserialized_reference_v1
000000018b2bb138 (__TEXT,__text) non-external __container_traverse_call_node_handler
000000018b2b9a08 (__TEXT,__text) external __container_traverse_continuation_create
000000018b2b99a4 (__TEXT,__text) external __container_traverse_continuation_free
000000018b2b9980 (__TEXT,__text) external __container_traverse_continuation_pop
000000018b2b9ce8 (__TEXT,__text) external __container_traverse_continuation_push
000000018b2b9ba4 (__TEXT,__text) non-external __container_traverse_get_attr_buf
000000018b2bad48 (__TEXT,__text) non-external __container_traverse_get_continuation_fd
000000018b2b9da4 (__TEXT,__text) external __container_traverse_get_last_path_component
000000018b2bae98 (__TEXT,__text) non-external __container_traverse_parse_attr_buf
000000018b2b9d6c (__TEXT,__text) external __container_traverse_path_pop
000000018b2b9d04 (__TEXT,__text) external __container_traverse_path_push
000000018b2b9880 (__TEXT,__text) external __container_traverse_state_deinit
000000018b2b9878 (__TEXT,__text) external __container_traverse_state_init
00000001e7bf4da0 (__DATA,__bss) non-external __container_xpc_invalidate_shared_connection_after_timeout.onceToken
00000001e7bf4d98 (__DATA,__bss) non-external __container_xpc_invalidate_shared_connection_after_timeout.queue
00000001e7bf4db8 (__DATA,__bss) non-external __container_xpc_pthread_key_for_client_context.key
00000001e7bf4dc0 (__DATA,__bss) non-external __container_xpc_pthread_key_for_client_context.onceToken
00000001e7bf4db0 (__DATA,__bss) non-external __incomingPreprocessor
                 (undefined) external __os_activity_create (from libsystem_trace)
                 (undefined) external __os_activity_current (from libsystem_trace)
                 (undefined) external __os_crash (from libsystem_c)
                 (undefined) external __os_crash_msg (from libsystem_c)
                 (undefined) external __os_log_debug_impl (from libsystem_trace)
                 (undefined) external __os_log_default (from libsystem_trace)
                 (undefined) external __os_log_disabled (from libsystem_trace)
                 (undefined) external __os_log_error_impl (from libsystem_trace)
                 (undefined) external __os_log_fault_impl (from libsystem_trace)
                 (undefined) external __os_log_impl (from libsystem_trace)
                 (undefined) external __os_log_send_and_compose_impl (from libsystem_trace)
                 (undefined) external __os_signpost_emit_with_name_impl (from libsystem_trace)
00000001e7bf4da8 (__DATA,__bss) non-external __outgoingPostprocessor
00000001e7bf4d10 (__DATA,__data) non-external __outgoingSender
                 (undefined) external __xpc_error_connection_interrupted (from libxpc)
                 (undefined) external __xpc_error_connection_invalid (from libxpc)
                 (undefined) external __xpc_error_termination_imminent (from libxpc)
                 (undefined) external __xpc_type_array (from libxpc)
                 (undefined) external __xpc_type_dictionary (from libxpc)
                 (undefined) external __xpc_type_error (from libxpc)
                 (undefined) external __xpc_type_string (from libxpc)
                 (undefined) external _acl_add_flag_np (from libsystem_c)
                 (undefined) external _acl_add_perm (from libsystem_c)
                 (undefined) external _acl_create_entry (from libsystem_c)
                 (undefined) external _acl_delete_perm (from libsystem_c)
                 (undefined) external _acl_free (from libsystem_c)
                 (undefined) external _acl_get_entry (from libsystem_c)
                 (undefined) external _acl_get_file (from libsystem_c)
                 (undefined) external _acl_get_flagset_np (from libsystem_c)
                 (undefined) external _acl_get_permset (from libsystem_c)
                 (undefined) external _acl_get_tag_type (from libsystem_c)
                 (undefined) external _acl_init (from libsystem_c)
                 (undefined) external _acl_set_file (from libsystem_c)
                 (undefined) external _acl_set_flagset_np (from libsystem_c)
                 (undefined) external _acl_set_permset (from libsystem_c)
                 (undefined) external _acl_set_qualifier (from libsystem_c)
                 (undefined) external _acl_set_tag_type (from libsystem_c)
                 (undefined) external _acl_to_text (from libsystem_c)
                 (undefined) external _arc4random (from libsystem_c)
                 (undefined) external _asprintf (from libsystem_c)
                 (undefined) external _bzero (from libsystem_c)
000000018b2acf08 (__TEXT,__text) non-external _c_array_append
000000018b2ad008 (__TEXT,__text) non-external _c_array_deinit
                 (undefined) external _chmod (from libsystem_kernel)
                 (undefined) external _chown (from libsystem_kernel)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
000000018b2d02a0 (__TEXT,__text) external _container_acquire_sandbox_extension
000000018b2b4e30 (__TEXT,__text) external _container_audit_token_copy_codesign_hash
000000018b2b4d8c (__TEXT,__text) external _container_audit_token_copy_codesign_identifier
000000018b2b4dc8 (__TEXT,__text) external _container_audit_token_copy_codesign_team_identifier
000000018b2b4fc4 (__TEXT,__text) external _container_audit_token_copy_entitlement
000000018b2b4e68 (__TEXT,__text) external _container_audit_token_copy_executable_name
000000018b2b51cc (__TEXT,__text) external _container_audit_token_for_pid
000000018b2b4dfc (__TEXT,__text) external _container_audit_token_get_codesign_status
000000018b2b51c4 (__TEXT,__text) external _container_audit_token_get_egid
000000018b2b51bc (__TEXT,__text) external _container_audit_token_get_euid
000000018b2b4dc0 (__TEXT,__text) external _container_audit_token_get_pid
000000018b2b5098 (__TEXT,__text) external _container_audit_token_get_platform
000000018b2b53e0 (__TEXT,__text) external _container_audit_token_is_valid
000000018b2c5054 (__TEXT,__text) external _container_base64_decode
000000018b2c5248 (__TEXT,__text) external _container_base64_decode_string
000000018b2c4e6c (__TEXT,__text) external _container_base64_encode
000000018b2c5010 (__TEXT,__text) external _container_base64_encode_string
000000018b2c9a2c (__TEXT,__text) external _container_bundle_copy_data_container
000000018b2c9068 (__TEXT,__text) external _container_bundle_copy_data_container_path
000000018b2bc934 (__TEXT,__text) external _container_class_for_each_normalized_class
000000018b2bc880 (__TEXT,__text) external _container_class_normalized
000000018b2bc91c (__TEXT,__text) external _container_class_supports_data_subdirectory
000000018b2bc82c (__TEXT,__text) external _container_class_supports_randomized_path
000000018b2bc8a4 (__TEXT,__text) external _container_class_supports_randomized_path_on_current_platform
000000018b2aed98 (__TEXT,__text) external _container_client_copy_decoded_from_xpc_object
000000018b2aeb34 (__TEXT,__text) external _container_client_copy_encoded_xpc_object
000000018b2af384 (__TEXT,__text) external _container_client_copy_entitlement
000000018b2af998 (__TEXT,__text) external _container_client_create_from_audit_token
000000018b2af6f4 (__TEXT,__text) external _container_client_get_audit_token
000000018b2af240 (__TEXT,__text) external _container_client_get_codesign_identifier
000000018b2af2e4 (__TEXT,__text) external _container_client_get_codesign_team_identifier
000000018b2af654 (__TEXT,__text) external _container_client_get_egid
000000018b2af5b4 (__TEXT,__text) external _container_client_get_euid
000000018b2af514 (__TEXT,__text) external _container_client_get_persona_unique_string
000000018b2af7a0 (__TEXT,__text) external _container_client_get_pid
000000018b2af474 (__TEXT,__text) external _container_client_get_platform
000000018b2ae8bc (__TEXT,__text) external _container_client_initializer
000000018b2af950 (__TEXT,__text) external _container_client_is_alive
000000018b2af93c (__TEXT,__text) external _container_client_is_platform_binary
000000018b2af840 (__TEXT,__text) external _container_client_is_sandboxed
000000018b2af928 (__TEXT,__text) external _container_client_is_signature_valid
000000018b2af914 (__TEXT,__text) external _container_client_is_signed
000000018b2af904 (__TEXT,__text) external _container_client_is_test_client
000000018b2ae720 (__TEXT,__text) external _container_codesign_copy_cdhash
000000018b2ae468 (__TEXT,__text) external _container_codesign_copy_cs_identity
000000018b2ae5c4 (__TEXT,__text) external _container_codesign_copy_cs_team_identifier
000000018b2ae7d0 (__TEXT,__text) external _container_codesign_copy_current_identifier
000000018b2ae3a4 (__TEXT,__text) external _container_codesign_get_self_audit_token
000000018b2ae81c (__TEXT,__text) external _container_codesign_get_status
000000018b2afdb4 (__TEXT,__text) external _container_copy_client
000000018b2cdcd4 (__TEXT,__text) external _container_copy_code_signing_info_for_identifier
000000018b2cffa8 (__TEXT,__text) external _container_copy_from_path
000000018b2c216c (__TEXT,__text) external _container_copy_info
000000018b2cc9bc (__TEXT,__text) external _container_copy_info_value_for_key
000000018b2c290c (__TEXT,__text) external _container_copy_object
000000018b2c1e54 (__TEXT,__text) external _container_copy_path
000000018b2cf8c0 (__TEXT,__text) external _container_copy_persona_unique_strings
000000018b2c2798 (__TEXT,__text) external _container_copy_sandbox_token
000000018b2c2a94 (__TEXT,__text) external _container_copy_unlocalized_description
000000018b2c2c18 (__TEXT,__text) external _container_create_merged_array
000000018b2c9c18 (__TEXT,__text) external _container_create_or_lookup
000000018b2d05c0 (__TEXT,__text) external _container_create_or_lookup_app_group_path_by_app_group_identifier
000000018b2cac30 (__TEXT,__text) external _container_create_or_lookup_app_group_paths
000000018b2cac3c (__TEXT,__text) external _container_create_or_lookup_app_group_paths_for_current_user
000000018b2cad5c (__TEXT,__text) external _container_create_or_lookup_app_group_paths_for_platform
000000018b2cb010 (__TEXT,__text) external _container_create_or_lookup_app_group_paths_from_entitlements
000000018b2cb020 (__TEXT,__text) external _container_create_or_lookup_app_group_paths_from_entitlements_4ls
000000018b2c9c34 (__TEXT,__text) external _container_create_or_lookup_for_current_user
000000018b2c9d8c (__TEXT,__text) external _container_create_or_lookup_for_platform
000000018b2cb008 (__TEXT,__text) external _container_create_or_lookup_group_container_paths_for_current_user
000000018b2c8604 (__TEXT,__text) external _container_create_or_lookup_path
000000018b2c8758 (__TEXT,__text) external _container_create_or_lookup_path_for_current_user
000000018b2c88b0 (__TEXT,__text) external _container_create_or_lookup_path_for_platform
000000018b2ca378 (__TEXT,__text) external _container_create_or_lookup_system_group_paths
000000018b2cef50 (__TEXT,__text) external _container_create_or_lookup_user_managed_assets_path
000000018b2cf0e8 (__TEXT,__text) external _container_create_or_lookup_user_managed_assets_relative_path
000000018b2cc384 (__TEXT,__text) external _container_delete
000000018b2cda58 (__TEXT,__text) external _container_delete_all_container_content
000000018b2cd864 (__TEXT,__text) external _container_delete_all_data_container_content
000000018b2cd86c (__TEXT,__text) external _container_delete_all_data_container_content_for_current_user
000000018b2cc54c (__TEXT,__text) external _container_delete_array_of_containers
000000018b2cf280 (__TEXT,__text) external _container_delete_user_managed_assets
000000018b2cc0b0 (__TEXT,__text) external _container_delete_with_class_and_identifier_for_current_user
000000018b2cc09c (__TEXT,__text) external _container_delete_with_uid_class_and_identifier
000000018b2cd4f8 (__TEXT,__text) external _container_disk_usage
000000018b2c189c (__TEXT,__text) external _container_disposition
000000018b2c1954 (__TEXT,__text) external _container_disposition_for_array
000000018b2b9440 (__TEXT,__text) external _container_entitlements_copy_container_identifiers
000000018b2ac500 (__TEXT,__text) external _container_error_copy
000000018b2ac6ac (__TEXT,__text) external _container_error_copy_unlocalized_description
000000018b2ac3d0 (__TEXT,__text) external _container_error_create
000000018b2ac514 (__TEXT,__text) external _container_error_free
000000018b2ac4f0 (__TEXT,__text) external _container_error_get_category
000000018b2ac4d4 (__TEXT,__text) external _container_error_get_path
000000018b2ac4f8 (__TEXT,__text) external _container_error_get_posix_errno
000000018b2ac4dc (__TEXT,__text) external _container_error_get_type
000000018b2ac3c8 (__TEXT,__text) external _container_error_is_fatal
000000018b2ac778 (__TEXT,__text) external _container_error_is_file_system_error
000000018b2ac44c (__TEXT,__text) external _container_error_reinitialize
000000018b2cfb14 (__TEXT,__text) external _container_flush_container_cache
000000018b2cfd38 (__TEXT,__text) external _container_flush_persona_cache
000000018b2c2a24 (__TEXT,__text) external _container_free_array_of_containers
000000018b2aff78 (__TEXT,__text) external _container_free_client
000000018b2c2a20 (__TEXT,__text) external _container_free_object
000000018b2ad0ac (__TEXT,__text) external _container_frozenset_copyout_external_bytes
000000018b2aca14 (__TEXT,__text) external _container_frozenset_create
000000018b2ad100 (__TEXT,__text) external _container_frozenset_create_from_external_bytes
000000018b2ad068 (__TEXT,__text) external _container_frozenset_destroy
000000018b2ad43c (__TEXT,__text) external _container_frozenset_enumerate_matches
000000018b2ad1ec (__TEXT,__text) external _container_frozenset_get_container_class_of_container_at_index
000000018b2ad15c (__TEXT,__text) external _container_frozenset_get_count
000000018b2ad34c (__TEXT,__text) external _container_frozenset_get_creator_of_container_at_index
000000018b2ad168 (__TEXT,__text) external _container_frozenset_get_generation
000000018b2ad240 (__TEXT,__text) external _container_frozenset_get_identifier_of_container_at_index
000000018b2ad194 (__TEXT,__text) external _container_frozenset_get_is_new_of_container_at_index
000000018b2ad1c0 (__TEXT,__text) external _container_frozenset_get_is_transient_of_container_at_index
000000018b2ad2c4 (__TEXT,__text) external _container_frozenset_get_path_of_container_at_index
000000018b2ad280 (__TEXT,__text) external _container_frozenset_get_persona_unique_string_of_container_at_index
000000018b2ad3d4 (__TEXT,__text) external _container_frozenset_get_stored_string
000000018b2ad218 (__TEXT,__text) external _container_frozenset_get_uid_of_container_at_index
000000018b2ad308 (__TEXT,__text) external _container_frozenset_get_uma_relative_path_of_container_at_index
000000018b2ad390 (__TEXT,__text) external _container_frozenset_get_unique_path_component_of_container_at_index
000000018b2ad174 (__TEXT,__text) external _container_frozenset_get_uuid_of_container_at_index
000000018b2add70 (__TEXT,__text) external _container_fs_add_path_component
000000018b2adf60 (__TEXT,__text) external _container_fs_append_trailing_slash
000000018b2ad978 (__TEXT,__text) external _container_fs_item_exists
000000018b2ad824 (__TEXT,__text) external _container_fs_item_exists_at
000000018b2adac8 (__TEXT,__text) external _container_fs_load_plist_at
000000018b2adeb4 (__TEXT,__text) external _container_fs_path_at
000000018b2ade2c (__TEXT,__text) external _container_fs_resolve_dirent_type_at
000000018b2cb554 (__TEXT,__text) external _container_get_all_with_class
000000018b2cb568 (__TEXT,__text) external _container_get_all_with_class_for_current_user
000000018b2c193c (__TEXT,__text) external _container_get_class
000000018b2c1e48 (__TEXT,__text) external _container_get_creator_codesign_identifier
000000018b2ac754 (__TEXT,__text) external _container_get_error_description
000000018b2c1e14 (__TEXT,__text) external _container_get_identifier
000000018b2c2424 (__TEXT,__text) external _container_get_info
000000018b2c2554 (__TEXT,__text) external _container_get_info_value_for_key
000000018b2c1e30 (__TEXT,__text) external _container_get_path
000000018b2c1e24 (__TEXT,__text) external _container_get_persona_unique_string
000000018b2c1948 (__TEXT,__text) external _container_get_uid
000000018b2c1e20 (__TEXT,__text) external _container_get_unique_path_component
000000018b2c1e3c (__TEXT,__text) external _container_get_user_managed_assets_relative_path
00000001e7bf5190 (__DATA,__bss) non-external _container_global_sandbox_extension_per_persona_lock
000000018b2cb2f8 (__TEXT,__text) external _container_group_container_identifiers_for_current_user
000000018b2bc678 (__TEXT,__text) external _container_internal_get_first_boot_uuid
00000001e7bf4dd0 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.length
00000001e7bf4dd8 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.once
00000001e7bf4dc8 (__DATA,__bss) non-external _container_internal_get_first_boot_uuid.uuid
000000018b2cdf44 (__TEXT,__text) external _container_invalidate_code_signing_cache
000000018b2c2db0 (__TEXT,__text) external _container_is_equal
000000018b2c2724 (__TEXT,__text) external _container_is_new
000000018b2c2134 (__TEXT,__text) external _container_is_transient
000000018b2bc558 (__TEXT,__text) external _container_log_client_fault_logging_is_enabled
000000018b2bcf10 (__TEXT,__text) external _container_log_error
000000018b2bdcd4 (__TEXT,__text) external _container_log_error_with_faults
000000018b2bd67c (__TEXT,__text) external _container_log_ext_error
000000018b2bdce4 (__TEXT,__text) external _container_log_ext_error_with_faults
000000018b2bccb0 (__TEXT,__text) external _container_log_handle_for_category
00000001e7bf4de0 (__DATA,__bss) non-external _container_log_handle_for_category.logHandles
00000001e7bf4e98 (__DATA,__bss) non-external _container_log_handle_for_category.onceToken
000000018b2be130 (__TEXT,__text) external _container_log_replication_disable
000000018b2bdcf4 (__TEXT,__text) external _container_log_replication_enable_to_uid_relative_path
000000018b2be140 (__TEXT,__text) external _container_log_replication_prune_for_uid
000000018b2bc564 (__TEXT,__text) external _container_log_set_client_fault_logging
000000018b2c411c (__TEXT,__text) external _container_object_copy
000000018b2c3d3c (__TEXT,__text) external _container_object_create
000000018b2c3ee0 (__TEXT,__text) external _container_object_create_blank
000000018b2c3efc (__TEXT,__text) external _container_object_free
000000018b2c4338 (__TEXT,__text) external _container_object_get_class
000000018b2c4644 (__TEXT,__text) external _container_object_get_creator_codesign_identifier
000000018b2c42e0 (__TEXT,__text) external _container_object_get_identifier
000000018b2c497c (__TEXT,__text) external _container_object_get_info
000000018b2c4404 (__TEXT,__text) external _container_object_get_path
000000018b2c44b4 (__TEXT,__text) external _container_object_get_persona_unique_string
000000018b2c49c4 (__TEXT,__text) external _container_object_get_query
000000018b2c49a0 (__TEXT,__text) external _container_object_get_sandbox_token
000000018b2c43a0 (__TEXT,__text) external _container_object_get_uid
000000018b2c445c (__TEXT,__text) external _container_object_get_unique_path_component
000000018b2c45ec (__TEXT,__text) external _container_object_get_user_managed_assets_relative_path
000000018b2c4280 (__TEXT,__text) external _container_object_get_uuid
000000018b2c450c (__TEXT,__text) external _container_object_is_new
000000018b2c457c (__TEXT,__text) external _container_object_is_transient
000000018b2c469c (__TEXT,__text) external _container_object_sandbox_extension_activate
000000018b2c4e58 (__TEXT,__text) external _container_object_set_backing_store_from_query
000000018b2c49cc (__TEXT,__text) external _container_object_set_class
000000018b2c4e00 (__TEXT,__text) external _container_object_set_creator_codesign_identifier
000000018b2c4c60 (__TEXT,__text) external _container_object_set_info
000000018b2c4d3c (__TEXT,__text) external _container_object_set_is_new
000000018b2c4bb0 (__TEXT,__text) external _container_object_set_path
000000018b2c4cac (__TEXT,__text) external _container_object_set_sandbox_token
000000018b2c4d10 (__TEXT,__text) external _container_object_set_transient
000000018b2c4c08 (__TEXT,__text) external _container_object_set_unique_path_component
000000018b2c4da8 (__TEXT,__text) external _container_object_set_user_managed_assets_relative_path
000000018b2c4d68 (__TEXT,__text) external _container_object_set_uuid
000000018b2c1a24 (__TEXT,__text) external _container_object_update_metadata
000000018b2b4b0c (__TEXT,__text) external _container_operation_complete_background_tasks
000000018b2b3eb4 (__TEXT,__text) external _container_operation_delete
000000018b2b40a0 (__TEXT,__text) external _container_operation_delete_array
000000018b2b4740 (__TEXT,__text) external _container_operation_delete_reclaim_disk_space
000000018b2b0040 (__TEXT,__text) external _container_paths_context_create
000000018b2b075c (__TEXT,__text) external _container_paths_context_free
000000018b2b00cc (__TEXT,__text) external _container_paths_context_set_class
000000018b2b034c (__TEXT,__text) external _container_paths_context_set_flags
000000018b2b0488 (__TEXT,__text) external _container_paths_context_set_persona_unique_string
000000018b2b0208 (__TEXT,__text) external _container_paths_context_set_transient
000000018b2b0618 (__TEXT,__text) external _container_paths_context_set_uid
000000018b2b0a9c (__TEXT,__text) external _container_paths_copy_container_at
000000018b2b07d4 (__TEXT,__text) external _container_paths_copy_container_from_path
000000018b2d1fb8 (__TEXT,__const) non-external _container_paths_copy_container_from_path.data_dir
000000018b2b263c (__TEXT,__text) external _container_paths_copy_container_root_path_for_context
000000018b2b3524 (__TEXT,__text) external _container_paths_copy_uid_home_relative
000000018b2b2df4 (__TEXT,__text) external _container_paths_create_uid_home_relative
000000018b2b10a0 (__TEXT,__text) external _container_paths_enumerate_containers_at
000000018b2c755c (__TEXT,__text) external _container_perfect_hash_copyout_external_bytes
000000018b2c760c (__TEXT,__text) external _container_perfect_hash_count
000000018b2c66bc (__TEXT,__text) external _container_perfect_hash_create
000000018b2c75b0 (__TEXT,__text) external _container_perfect_hash_create_from_external_bytes
000000018b2c7518 (__TEXT,__text) external _container_perfect_hash_destroy
000000018b2c764c (__TEXT,__text) external _container_perfect_hash_index_of
000000018b2c7614 (__TEXT,__text) external _container_perfect_hash_num_indexes
000000018b2ce440 (__TEXT,__text) external _container_perform_data_migration
000000018b2ce698 (__TEXT,__text) external _container_perform_data_migration_for_current_user
000000018b2cfeec (__TEXT,__text) external _container_perform_with_client_context
000000018b2bc9c4 (__TEXT,__text) external _container_persona_collect_all_ids
000000018b2bcc58 (__TEXT,__text) external _container_persona_convert_unique_string_to_persona_uid
000000018b2bcb10 (__TEXT,__text) external _container_persona_foreach
000000018b2cd2a8 (__TEXT,__text) external _container_process_restored_container
000000018b2c8268 (__TEXT,__text) external _container_pwd_copy_user_home_path
000000018b2c7c74 (__TEXT,__text) external _container_pwd_for_name
000000018b2c8034 (__TEXT,__text) external _container_pwd_for_uid
000000018b2c1454 (__TEXT,__text) external _container_query_copy
000000018b2bfb3c (__TEXT,__text) external _container_query_count_results
000000018b2be1e8 (__TEXT,__text) external _container_query_create
000000018b2be25c (__TEXT,__text) external _container_query_create_from_container
000000018b2c1798 (__TEXT,__text) external _container_query_free
000000018b2c1444 (__TEXT,__text) external _container_query_get_last_error
000000018b2c0afc (__TEXT,__text) external _container_query_get_single_result
000000018b2c085c (__TEXT,__text) external _container_query_iterate_results_sync
000000018b2c0d68 (__TEXT,__text) external _container_query_iterate_results_with_identifier_sync
000000018b2c103c (__TEXT,__text) external _container_query_iterate_results_with_subquery_sync
000000018b2bf9a0 (__TEXT,__text) external _container_query_operation_set_client
000000018b2bf818 (__TEXT,__text) external _container_query_operation_set_flags
000000018b2bf690 (__TEXT,__text) external _container_query_operation_set_platform
000000018b2be524 (__TEXT,__text) external _container_query_set_class
000000018b2bf1cc (__TEXT,__text) external _container_query_set_group_identifiers
000000018b2be750 (__TEXT,__text) external _container_query_set_identifiers
000000018b2bf4fc (__TEXT,__text) external _container_query_set_include_other_owners
000000018b2bec10 (__TEXT,__text) external _container_query_set_persona_unique_string
000000018b2bee6c (__TEXT,__text) external _container_query_set_transient
000000018b2bea7c (__TEXT,__text) external _container_query_set_uid
000000018b2adc1c (__TEXT,__text) external _container_realpath
000000018b2adc30 (__TEXT,__text) external _container_realpathat
000000018b2cccc0 (__TEXT,__text) external _container_recreate_structure
000000018b2b6c68 (__TEXT,__text) external _container_references_add
000000018b2b61f0 (__TEXT,__text) external _container_references_create
000000018b2b6bc8 (__TEXT,__text) external _container_references_free
000000018b2b8674 (__TEXT,__text) external _container_references_get_last_error
000000018b2b8480 (__TEXT,__text) external _container_references_iterate_by_group_sync
000000018b2b78f8 (__TEXT,__text) external _container_references_iterate_by_owner_sync
000000018b2b6a54 (__TEXT,__text) external _container_references_operation_set_flags
000000018b2b7724 (__TEXT,__text) external _container_references_remove
000000018b2b625c (__TEXT,__text) external _container_references_set_class
000000018b2b67bc (__TEXT,__text) external _container_references_set_persona_unique_string
000000018b2b663c (__TEXT,__text) external _container_references_set_uid
000000018b2ccf10 (__TEXT,__text) external _container_regenerate_uuid
000000018b2d0f58 (__TEXT,__text) external _container_repair_user_data
000000018b2cb754 (__TEXT,__text) external _container_replace
000000018b2adfb0 (__TEXT,__text) external _container_retry_test
000000018b2c3808 (__TEXT,__text) external _container_sandbox_extension_consume
000000018b2c2f18 (__TEXT,__text) external _container_sandbox_extension_revoke
000000018b2c3bf0 (__TEXT,__text) external _container_sandbox_issue_custom_extension
000000018b2c3bd8 (__TEXT,__text) external _container_sandbox_issue_extension
000000018b2be180 (__TEXT,__text) external _container_seam_fs_ensure_lazy_loaded
00000001e7bf5188 (__DATA,__bss) non-external _container_seam_fs_ensure_lazy_loaded.once
000000018b2be1d4 (__TEXT,__text) external _container_seam_fs_reset
000000018b2be144 (__TEXT,__text) external _container_seam_fs_set_common
000000018b2b3918 (__TEXT,__text) external _container_serialize_copy_deserialized_reference
000000018b2b3740 (__TEXT,__text) external _container_serialize_copy_serialized_reference
000000018b2cbe6c (__TEXT,__text) external _container_set_code_signing_info_for_identifier
000000018b2ce148 (__TEXT,__text) external _container_set_data_protection_for_current_user
000000018b2cc720 (__TEXT,__text) external _container_set_info_value
000000018b2ae1bc (__TEXT,__text) external _container_set_test_lock
000000018b2ce804 (__TEXT,__text) external _container_stage_shared_system_content
000000018b2c5ee0 (__TEXT,__text) external _container_string_rom_copyout_external_bytes
000000018b2c5f90 (__TEXT,__text) external _container_string_rom_count
000000018b2c5254 (__TEXT,__text) external _container_string_rom_create
000000018b2c5f34 (__TEXT,__text) external _container_string_rom_create_from_external_bytes
000000018b2c5e9c (__TEXT,__text) external _container_string_rom_destroy
000000018b2c620c (__TEXT,__text) external _container_string_rom_index_of
000000018b2c5f9c (__TEXT,__text) external _container_string_rom_string_at_index
000000018b2cf4d8 (__TEXT,__text) external _container_subdirectories_for_class
000000018b2ca178 (__TEXT,__text) external _container_system_group_path_for_identifier
000000018b2c9f88 (__TEXT,__text) external _container_system_path_for_identifier
000000018b2adfb8 (__TEXT,__text) external _container_test_set_locks_and_restart
000000018b2b9dec (__TEXT,__text) external _container_traverse_directory
000000018b2bc3bc (__TEXT,__text) external _container_traverse_node_copy
000000018b2bc270 (__TEXT,__text) external _container_traverse_node_copy_unlocalized_description
000000018b2bc49c (__TEXT,__text) external _container_traverse_node_free
000000018b2bb578 (__TEXT,__text) external _container_traverse_node_get_depth_from_origin
000000018b2bb3a8 (__TEXT,__text) external _container_traverse_node_get_name
000000018b2bb9f0 (__TEXT,__text) external _container_traverse_node_get_optional_alloc_size
000000018b2bbbb0 (__TEXT,__text) external _container_traverse_node_get_optional_dp_class
000000018b2bb910 (__TEXT,__text) external _container_traverse_node_get_optional_file_id
000000018b2bbad0 (__TEXT,__text) external _container_traverse_node_get_optional_flags
000000018b2bbd70 (__TEXT,__text) external _container_traverse_node_get_optional_gid
000000018b2bbe50 (__TEXT,__text) external _container_traverse_node_get_optional_link_count
000000018b2bbfc8 (__TEXT,__text) external _container_traverse_node_get_optional_mode
000000018b2bc190 (__TEXT,__text) external _container_traverse_node_get_optional_parent_fd
000000018b2bbc90 (__TEXT,__text) external _container_traverse_node_get_optional_uid
000000018b2bb2b8 (__TEXT,__text) external _container_traverse_node_get_path
000000018b2bb498 (__TEXT,__text) external _container_traverse_node_get_subordinate_count
000000018b2bb658 (__TEXT,__text) external _container_traverse_node_is_directory
000000018b2bb828 (__TEXT,__text) external _container_traverse_node_is_regular_file
000000018b2bb740 (__TEXT,__text) external _container_traverse_node_is_symlink
000000018b2bc0a8 (__TEXT,__text) external _container_traverse_node_optional_has_acl
000000018b2c1c04 (__TEXT,__text) external _container_update_with_container
000000018b2ceab8 (__TEXT,__text) external _container_user_managed_assets_path
000000018b2cedc8 (__TEXT,__text) external _container_user_managed_assets_relative_path
000000018b2bc570 (__TEXT,__text) external _container_xpc_connection_is_shared
000000018b2b5638 (__TEXT,__text) external _container_xpc_create_connection
000000018b2abb58 (__TEXT,__text) external _container_xpc_decode_container_object
000000018b2abec4 (__TEXT,__text) external _container_xpc_decode_create_container_object_array
000000018b2ac22c (__TEXT,__text) external _container_xpc_decode_error
000000018b2ab6f4 (__TEXT,__text) external _container_xpc_encode_client_onto_message
000000018b2abad8 (__TEXT,__text) external _container_xpc_encode_container_array
000000018b2ab858 (__TEXT,__text) external _container_xpc_encode_container_as_object
000000018b2ab75c (__TEXT,__text) external _container_xpc_encode_container_metadata_as_object
000000018b2ab960 (__TEXT,__text) external _container_xpc_encode_container_object
000000018b2ac200 (__TEXT,__text) external _container_xpc_encode_error
000000018b2ac178 (__TEXT,__text) external _container_xpc_encode_error_as_object
000000018b2b9394 (__TEXT,__text) external _container_xpc_get_incoming_reply_preprocess_block
000000018b2b9034 (__TEXT,__text) external _container_xpc_get_outgoing_message_postprocess_block
000000018b2b9040 (__TEXT,__text) external _container_xpc_get_outgoing_message_send_block
000000018b2b61e8 (__TEXT,__text) external _container_xpc_get_raw_connection
000000018b2b6188 (__TEXT,__text) external _container_xpc_invalidate_connection
000000018b2b5ab8 (__TEXT,__text) external _container_xpc_release
000000018b2b8684 (__TEXT,__text) external _container_xpc_send_message
000000018b2b904c (__TEXT,__text) external _container_xpc_send_sync_message
000000018b2b917c (__TEXT,__text) external _container_xpc_send_sync_message_with_object
000000018b2b91dc (__TEXT,__text) external _container_xpc_set_client_context_during_block
000000018b2b93a0 (__TEXT,__text) external _container_xpc_set_incoming_reply_preprocess_block
