000000000003c1b8 (__DATA,__data) external _NDR_record
0000000000039940 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
0000000000039578 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00000000000310e0 (__TEXT,__const) non-external _err_codes_iokit_common_map
0000000000039808 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
0000000000031120 (__TEXT,__const) non-external _err_codes_iokit_fw_map
0000000000039728 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00000000000310f0 (__TEXT,__const) non-external _err_codes_iokit_usb_map
0000000000038880 (__DATA_CONST,__const) non-external _err_codes_kern
0000000000039408 (__DATA_CONST,__const) non-external _err_codes_libkern_common
0000000000039478 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
0000000000039418 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
0000000000038fd0 (__DATA_CONST,__const) non-external _err_codes_loader
00000000000393b8 (__DATA_CONST,__const) non-external _err_codes_mach_mig
0000000000039330 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
0000000000039278 (__DATA_CONST,__const) non-external _err_codes_mach_send
0000000000038fa0 (__DATA_CONST,__const) non-external _err_codes_machobj
0000000000039238 (__DATA_CONST,__const) non-external _err_codes_mig
0000000000038cf8 (__DATA_CONST,__const) non-external _err_codes_netmemory
0000000000038c78 (__DATA_CONST,__const) non-external _err_codes_netname
0000000000038d48 (__DATA_CONST,__const) non-external _err_codes_ns
00000000000391f0 (__DATA_CONST,__const) non-external _err_codes_rcv
0000000000039190 (__DATA_CONST,__const) non-external _err_codes_send
0000000000038f10 (__DATA_CONST,__const) non-external _err_codes_sunrpc
0000000000038d18 (__DATA_CONST,__const) non-external _err_codes_task_master
0000000000038d10 (__DATA_CONST,__const) non-external _err_codes_ufs
0000000000038a48 (__DATA_CONST,__const) non-external _err_codes_unix
0000000000038e50 (__DATA_CONST,__const) non-external _err_codes_us
0000000000039038 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000000039128 (__DATA_CONST,__const) non-external _err_codes_xkernel
00000000000386a0 (__DATA_CONST,__const) non-external _err_iokit_sub
00000000000310d0 (__TEXT,__const) non-external _err_iokit_sub_map
0000000000038538 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000000038628 (__DATA_CONST,__const) non-external _err_libkern_sub
00000000000385b0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
0000000000038218 (__DATA_CONST,__const) non-external _err_os_sub
00000000000382b8 (__DATA_CONST,__const) non-external _err_server_sub
00000000000310a8 (__TEXT,__const) non-external _err_us_sub
0000000000040048 (__DATA_DIRTY,__common) external _errno
000000000002e0dc (__TEXT,__text) external _etap_trace_thread
000000000001cf28 (__TEXT,__text) external _exc_server
000000000001cbbc (__TEXT,__text) external _exc_server_routine
000000000001c558 (__TEXT,__text) external _exception_raise
000000000001c6d0 (__TEXT,__text) external _exception_raise_state
000000000001c940 (__TEXT,__text) external _exception_raise_state_identity
000000000000c594 (__TEXT,__text) external _exchangedata
0000000000011cd4 (__TEXT,__text) external _exclaves_boot
0000000000011bfc (__TEXT,__text) external _exclaves_endpoint_call
0000000000011c84 (__TEXT,__text) external _exclaves_named_buffer_copyin
0000000000011cac (__TEXT,__text) external _exclaves_named_buffer_copyout
0000000000011c64 (__TEXT,__text) external _exclaves_named_buffer_create
0000000000008b5c (__TEXT,__text) external _execve
000000000003c258 (__DATA,__bss) non-external _execve_with_filter
000000000000dffc (__TEXT,__text) external _faccessat
000000000000e024 (__TEXT,__text) external _fchdir
0000000000005d24 (__TEXT,__text) external _fchflags
0000000000004e60 (__TEXT,__text) external _fchmod
000000000000e04c (__TEXT,__text) external _fchmodat
000000000000611c (__TEXT,__text) external _fchown
000000000000e074 (__TEXT,__text) external _fchownat
000000000000e09c (__TEXT,__text) external _fclonefileat
000000000000163c (__TEXT,__text) external _fcntl
0000000000004a84 (__TEXT,__text) external _fcntl$NOCANCEL
000000000000e0c4 (__TEXT,__text) external _fdatasync
0000000000007e34 (__TEXT,__text) external _ffsctl
0000000000004204 (__TEXT,__text) external _fgetattrlist
0000000000004db4 (__TEXT,__text) external _fgetxattr
000000000000e0ec (__TEXT,__text) external _fhopen
00000000000068f8 (__TEXT,__text) external _fileport_makefd
0000000000006b30 (__TEXT,__text) external _fileport_makeport
000000000000c4bc (__TEXT,__text) external _flistxattr
00000000000047ac (__TEXT,__text) external _flock
000000000000e114 (__TEXT,__text) external _fmount
000000000000e13c (__TEXT,__text) external _fpathconf
00000000000119b8 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
000000000000e164 (__TEXT,__text) external _freadlink
000000000000e18c (__TEXT,__text) external _fremovexattr
0000000000018cd0 (__TEXT,__text) external _fs_snapshot_create
0000000000018cec (__TEXT,__text) external _fs_snapshot_delete
0000000000008a5c (__TEXT,__text) external _fs_snapshot_list
0000000000018d5c (__TEXT,__text) external _fs_snapshot_mount
0000000000018d08 (__TEXT,__text) external _fs_snapshot_rename
0000000000018d24 (__TEXT,__text) external _fs_snapshot_revert
0000000000018d40 (__TEXT,__text) external _fs_snapshot_root
00000000000041dc (__TEXT,__text) external _fsctl
00000000000060f4 (__TEXT,__text) external _fsetattrlist
0000000000005b6c (__TEXT,__text) external _fsetxattr
00000000000042a8 (__TEXT,__text) external _fsgetpath
000000000000e1b4 (__TEXT,__text) external _fsgetpath_ext
000000000000e204 (__TEXT,__text) external _fstat
000000000000e204 (__TEXT,__text) external _fstat64
000000000000e254 (__TEXT,__text) external _fstatat
000000000000e254 (__TEXT,__text) external _fstatat64
000000000000bba8 (__TEXT,__text) external _fstatfs
000000000000bba8 (__TEXT,__text) external _fstatfs64
0000000000004348 (__TEXT,__text) external _fsync
000000000000d040 (__TEXT,__text) external _fsync$NOCANCEL
0000000000004008 (__TEXT,__text) external _ftruncate
0000000000013d7c (__TEXT,__text) external _futimens
0000000000005d4c (__TEXT,__text) external _futimes
000000000003c1c0 (__DATA,__crash_info) non-external _gCRAnnotations
0000000000001570 (__TEXT,__text) external _getattrlist
000000000000e2a4 (__TEXT,__text) external _getattrlistat
0000000000004058 (__TEXT,__text) external _getattrlistbulk
000000000001bbe0 (__TEXT,__text) external _getaudit
0000000000002d78 (__TEXT,__text) external _getaudit_addr
000000000000e2cc (__TEXT,__text) external _getauid
000000000000e2f4 (__TEXT,__text) external _getdirentries
000000000000e31c (__TEXT,__text) external _getdirentriesattr
0000000000008e94 (__TEXT,__text) external _getdtablesize
00000000000025b4 (__TEXT,__text) external _getegid
0000000000001098 (__TEXT,__text) external _getentropy
0000000000001dcc (__TEXT,__text) external _geteuid
000000000000e344 (__TEXT,__text) external _getfh
000000000000e394 (__TEXT,__text) external _getfsstat
000000000000e394 (__TEXT,__text) external _getfsstat64
0000000000004a0c (__TEXT,__text) external _getgid
0000000000006144 (__TEXT,__text) external _getgroups
0000000000005f14 (__TEXT,__text) external _gethostuuid
0000000000004f70 (__TEXT,__text) external _getiopolicy_np
000000000000e3bc (__TEXT,__text) external _getitimer
0000000000004e38 (__TEXT,__text) external _getpeername
000000000000a5bc (__TEXT,__text) external _getpgid
0000000000008b34 (__TEXT,__text) external _getpgrp
00000000000010d0 (__TEXT,__text) external _getpid
0000000000006ba8 (__TEXT,__text) external _getppid
0000000000008994 (__TEXT,__text) external _getpriority
0000000000002d48 (__TEXT,__text) external _getrlimit
0000000000007c38 (__TEXT,__text) external _getrusage
000000000000d068 (__TEXT,__text) external _getsgroups_np
000000000000e3e4 (__TEXT,__text) external _getsid
0000000000007e5c (__TEXT,__text) external _getsockname
0000000000004d64 (__TEXT,__text) external _getsockopt
0000000000002564 (__TEXT,__text) external _getuid
000000000000d090 (__TEXT,__text) external _getwgroups_np
0000000000003ab4 (__TEXT,__text) external _getxattr
000000000000e40c (__TEXT,__text) external _grab_pgo_data
000000000000e434 (__TEXT,__text) external _graftdmg
0000000000004320 (__TEXT,__text) external _guarded_close_np
000000000000acec (__TEXT,__text) external _guarded_kqueue_np
0000000000011a2c (__TEXT,__text) external _guarded_open_dprotected_np
00000000000040f8 (__TEXT,__text) external _guarded_open_np
000000000000414c (__TEXT,__text) external _guarded_pwrite_np
0000000000007fa8 (__TEXT,__text) external _guarded_write_np
000000000000e45c (__TEXT,__text) external _guarded_writev_np
0000000000036edc (__TEXT,__cstring) non-external _hex
0000000000011a78 (__TEXT,__text) external _host_check_multiuser_mode
0000000000001bbc (__TEXT,__text) external _host_create_mach_voucher
0000000000000c2c (__TEXT,__text) external _host_create_mach_voucher_trap
000000000001d4fc (__TEXT,__text) external _host_default_memory_manager
000000000001ef08 (__TEXT,__text) external _host_get_UNDServer
0000000000011a58 (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000000001cfac (__TEXT,__text) external _host_get_boot_info
000000000001dbdc (__TEXT,__text) external _host_get_clock_control
00000000000064bc (__TEXT,__text) external _host_get_clock_service
000000000001e3b8 (__TEXT,__text) external _host_get_exception_ports
000000000001fba8 (__TEXT,__text) external _host_get_io_main
0000000000004370 (__TEXT,__text) external _host_get_io_master
0000000000011a70 (__TEXT,__text) external _host_get_multiuser_config_flags
000000000000183c (__TEXT,__text) external _host_get_special_port
0000000000005664 (__TEXT,__text) external _host_info
000000000001f534 (__TEXT,__text) external _host_kernel_version
0000000000020478 (__TEXT,__text) external _host_lockgroup_info
0000000000011bd0 (__TEXT,__text) external _host_page_size
000000000001d2dc (__TEXT,__text) external _host_priv_statistics
000000000001fa0c (__TEXT,__text) external _host_processor_info
000000000001ec74 (__TEXT,__text) external _host_processor_set_priv
000000000001eaf4 (__TEXT,__text) external _host_processor_sets
000000000001da5c (__TEXT,__text) external _host_processors
000000000001d1c0 (__TEXT,__text) external _host_reboot
0000000000020aec (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000000000020c7c (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000000002a74 (__TEXT,__text) external _host_request_notification
000000000001f250 (__TEXT,__text) external _host_security_create_task_token
000000000001f3f0 (__TEXT,__text) external _host_security_set_task_token
0000000000012000 (__TEXT,__text) external _host_self
0000000000000adc (__TEXT,__text) external _host_self_trap
000000000001ede8 (__TEXT,__text) external _host_set_UNDServer
0000000000020e00 (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000000001e284 (__TEXT,__text) external _host_set_exception_ports
0000000000021130 (__TEXT,__text) external _host_set_multiuser_config_flags
000000000001e154 (__TEXT,__text) external _host_set_special_port
000000000000a6a4 (__TEXT,__text) external _host_statistics
0000000000009f58 (__TEXT,__text) external _host_statistics64
000000000001e688 (__TEXT,__text) external _host_swap_exception_ports
000000000001fe84 (__TEXT,__text) external _host_virtual_physical_table_info
000000000003c198 (__DATA,__data) external _important_boost_assertion_token
000000000003a368 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
000000000001191c (__TEXT,__text) non-external _internal_catch_exception_raise
000000000003c188 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
0000000000011860 (__TEXT,__text) non-external _internal_catch_exception_raise_state
000000000003c180 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
0000000000011790 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
000000000003c178 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000000004c70 (__TEXT,__text) external _ioctl
00000000000008a8 (__TEXT,__text) external _issetugid
000000000003c240 (__DATA,__bss) non-external _kAccountingThreshold
000000000000e484 (__TEXT,__text) external _kas_info
0000000000000760 (__TEXT,__text) external _kdebug_is_enabled
0000000000018eec (__TEXT,__text) external _kdebug_signpost
000000000000a694 (__TEXT,__text) external _kdebug_signpost_end
000000000000a5f4 (__TEXT,__text) non-external _kdebug_signpost_internal
000000000000a5e4 (__TEXT,__text) external _kdebug_signpost_start
0000000000018e9c (__TEXT,__text) external _kdebug_timestamp
0000000000018eb4 (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000000018ed0 (__TEXT,__text) external _kdebug_timestamp_from_continuous
000000000000083c (__TEXT,__text) external _kdebug_trace
00000000000034a0 (__TEXT,__text) external _kdebug_trace_string
00000000000007bc (__TEXT,__text) external _kdebug_typefilter
00000000000406c8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
0000000000018e88 (__TEXT,__text) external _kdebug_using_continuous_time
0000000000006724 (__TEXT,__text) external _kevent
000000000000be6c (__TEXT,__text) external _kevent64
000000000000275c (__TEXT,__text) external _kevent_id
0000000000002734 (__TEXT,__text) external _kevent_qos
000000000001f064 (__TEXT,__text) external _kext_request
0000000000008450 (__TEXT,__text) external _kill
000000000001dfb0 (__TEXT,__text) external _kmod_control
000000000001dd48 (__TEXT,__text) external _kmod_create
000000000001de94 (__TEXT,__text) external _kmod_destroy
000000000001fd04 (__TEXT,__text) external _kmod_get_info
000000000001bcc4 (__TEXT,__text) external _kpersona_alloc
000000000001bd3c (__TEXT,__text) external _kpersona_dealloc
000000000001bdfc (__TEXT,__text) external _kpersona_find
000000000001bed8 (__TEXT,__text) external _kpersona_find_by_type
00000000000049d0 (__TEXT,__text) external _kpersona_get
000000000001bd7c (__TEXT,__text) external _kpersona_getpath
00000000000046f4 (__TEXT,__text) external _kpersona_info
000000000001bd00 (__TEXT,__text) external _kpersona_palloc
000000000001bdbc (__TEXT,__text) external _kpersona_pidinfo
00000000000066fc (__TEXT,__text) external _kqueue
000000000000616c (__TEXT,__text) external _lchown
000000000000e4ac (__TEXT,__text) external _ledger
0000000000005028 (__TEXT,__text) external _link
000000000000e4d4 (__TEXT,__text) external _linkat
000000000000e4fc (__TEXT,__text) external _lio_listio
0000000000008a90 (__TEXT,__text) external _listen
0000000000004080 (__TEXT,__text) external _listxattr
0000000000028f08 (__TEXT,__text) external _lock_set_create
0000000000029070 (__TEXT,__text) external _lock_set_destroy
0000000000014208 (__TEXT,__text) external _log_data_as_kernel
0000000000002370 (__TEXT,__text) external _lseek
000000000000baa8 (__TEXT,__text) external _lstat
000000000000baa8 (__TEXT,__text) external _lstat64
0000000000000ffc (__TEXT,__text) external _mach_absolute_time
0000000000001080 (__TEXT,__text) external _mach_absolute_time_kernel
00000000000021ec (__TEXT,__text) external _mach_approximate_time
0000000000013830 (__TEXT,__text) external _mach_boottime_usec
00000000000078f0 (__TEXT,__text) external _mach_continuous_approximate_time
0000000000000f88 (__TEXT,__text) external _mach_continuous_time
000000000000108c (__TEXT,__text) external _mach_continuous_time_kernel
0000000000011b4c (__TEXT,__text) external _mach_error
000000000003c210 (__DATA,__common) external _mach_error_full_diag
0000000000006d04 (__TEXT,__text) external _mach_error_string
0000000000006d24 (__TEXT,__text) non-external _mach_error_string_int
0000000000011a80 (__TEXT,__text) external _mach_error_type
0000000000030458 (__TEXT,__text) external _mach_eventlink_associate
00000000000301a0 (__TEXT,__text) external _mach_eventlink_create
000000000003033c (__TEXT,__text) external _mach_eventlink_destroy
000000000003059c (__TEXT,__text) external _mach_eventlink_disassociate
0000000000013cec (__TEXT,__text) external _mach_eventlink_signal
0000000000013d40 (__TEXT,__text) external _mach_eventlink_signal_wait_until
0000000000013d04 (__TEXT,__text) external _mach_eventlink_wait_until
0000000000000b78 (__TEXT,__text) external _mach_generate_activity_id
0000000000002990 (__TEXT,__text) external _mach_get_times
0000000000001838 (__TEXT,__text) external _mach_host_self
000000000001012c (__TEXT,__text) external _mach_host_special_port_description
0000000000038088 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
000000000001018c (__TEXT,__text) external _mach_host_special_port_for_id
000000000003c000 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
000000000000636c (__TEXT,__text) external _mach_init
00000000000406b0 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00000000000063a0 (__TEXT,__text) non-external _mach_init_doit
0000000000025598 (__TEXT,__text) external _mach_make_memory_entry
0000000000002028 (__TEXT,__text) external _mach_make_memory_entry_64
000000000002fef0 (__TEXT,__text) external _mach_memory_entry_access_tracking
000000000003006c (__TEXT,__text) external _mach_memory_entry_ownership
000000000002fd98 (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000000020f1c (__TEXT,__text) external _mach_memory_info
000000000001f880 (__TEXT,__text) external _mach_memory_object_memory_entry
00000000000202ec (__TEXT,__text) external _mach_memory_object_memory_entry_64
0000000000000f14 (__TEXT,__text) external _mach_msg
0000000000011cf8 (__TEXT,__text) external _mach_msg2_internal
0000000000000ba8 (__TEXT,__text) external _mach_msg2_trap
00000000000019a4 (__TEXT,__text) external _mach_msg_destroy
0000000000001adc (__TEXT,__text) non-external _mach_msg_destroy_port
0000000000008bc0 (__TEXT,__text) external _mach_msg_overwrite
0000000000000af4 (__TEXT,__text) external _mach_msg_overwrite_trap
0000000000011e14 (__TEXT,__text) external _mach_msg_priority_encode
0000000000011e04 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
0000000000011e48 (__TEXT,__text) external _mach_msg_priority_overide_qos
0000000000011e58 (__TEXT,__text) external _mach_msg_priority_qos
0000000000011e68 (__TEXT,__text) external _mach_msg_priority_relpri
000000000000c4e4 (__TEXT,__text) external _mach_msg_receive
0000000000004ff0 (__TEXT,__text) external _mach_msg_send
00000000000080ec (__TEXT,__text) external _mach_msg_server
0000000000008e40 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
0000000000011e00 (__TEXT,__text) external _mach_msg_server_importance
000000000000b2b8 (__TEXT,__text) external _mach_msg_server_once
0000000000000ae8 (__TEXT,__text) external _mach_msg_trap
0000000000026404 (__TEXT,__text) external _mach_notify_dead_name
0000000000026348 (__TEXT,__text) external _mach_notify_no_senders
0000000000026274 (__TEXT,__text) external _mach_notify_port_deleted
00000000000262d8 (__TEXT,__text) external _mach_notify_port_destroyed
00000000000263ac (__TEXT,__text) external _mach_notify_send_once
0000000000002ba4 (__TEXT,__text) external _mach_port_allocate
000000000001b774 (__TEXT,__text) external _mach_port_allocate_full
000000000001b760 (__TEXT,__text) external _mach_port_allocate_name
000000000001b770 (__TEXT,__text) external _mach_port_allocate_qos
000000000001b9c0 (__TEXT,__text) external _mach_port_assert_attributes
0000000000001c38 (__TEXT,__text) external _mach_port_construct
0000000000001df4 (__TEXT,__text) external _mach_port_deallocate
0000000000005f10 (__TEXT,__text) external _mach_port_destroy
00000000000023f8 (__TEXT,__text) external _mach_port_destruct
000000000001b908 (__TEXT,__text) external _mach_port_dnrequest_info
0000000000003f34 (__TEXT,__text) external _mach_port_extract_member
000000000000a30c (__TEXT,__text) external _mach_port_extract_right
00000000000032bc (__TEXT,__text) external _mach_port_get_attributes
0000000000005b94 (__TEXT,__text) external _mach_port_get_context
0000000000003d84 (__TEXT,__text) external _mach_port_get_refs
000000000001b9bc (__TEXT,__text) external _mach_port_get_service_port_info
000000000000c0cc (__TEXT,__text) external _mach_port_get_set_status
000000000001b77c (__TEXT,__text) external _mach_port_get_srights
00000000000037c4 (__TEXT,__text) external _mach_port_guard
000000000001b9b0 (__TEXT,__text) external _mach_port_guard_with_flags
0000000000002c00 (__TEXT,__text) external _mach_port_insert_member
0000000000002e00 (__TEXT,__text) external _mach_port_insert_right
000000000001b9b8 (__TEXT,__text) external _mach_port_is_connection_for_service
000000000001b90c (__TEXT,__text) external _mach_port_kernel_object
000000000001b94c (__TEXT,__text) external _mach_port_kobject
000000000001b950 (__TEXT,__text) external _mach_port_kobject_description
0000000000001288 (__TEXT,__text) external _mach_port_mod_refs
0000000000005884 (__TEXT,__text) external _mach_port_move_member
000000000001b758 (__TEXT,__text) external _mach_port_names
000000000001b764 (__TEXT,__text) external _mach_port_peek
000000000001b75c (__TEXT,__text) external _mach_port_rename
00000000000027fc (__TEXT,__text) external _mach_port_request_notification
0000000000003334 (__TEXT,__text) external _mach_port_set_attributes
000000000000bfac (__TEXT,__text) external _mach_port_set_context
000000000001b768 (__TEXT,__text) external _mach_port_set_mscount
000000000001b76c (__TEXT,__text) external _mach_port_set_seqno
000000000001b784 (__TEXT,__text) external _mach_port_space_basic_info
000000000001b780 (__TEXT,__text) external _mach_port_space_info
000000000001b9b4 (__TEXT,__text) external _mach_port_swap_guard
000000000000355c (__TEXT,__text) external _mach_port_type
000000000001b954 (__TEXT,__text) external _mach_port_unguard
000000000000bbd0 (__TEXT,__text) external _mach_ports_lookup
0000000000007c60 (__TEXT,__text) external _mach_ports_register
0000000000000ab8 (__TEXT,__text) external _mach_reply_port
0000000000012300 (__TEXT,__text) external _mach_right_recv_construct
00000000000123c0 (__TEXT,__text) external _mach_right_recv_destruct
0000000000012454 (__TEXT,__text) external _mach_right_send_create
0000000000012590 (__TEXT,__text) external _mach_right_send_once_consume
0000000000012528 (__TEXT,__text) external _mach_right_send_once_create
0000000000005050 (__TEXT,__text) external _mach_right_send_release
00000000000124b8 (__TEXT,__text) external _mach_right_send_retain
000000000001b7f0 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000000001b898 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
0000000000013840 (__TEXT,__text) external _mach_task_is_self
00000000000122fc (__TEXT,__text) external _mach_task_self
0000000000040698 (__DATA_DIRTY,__common) external _mach_task_self_
000000000001014c (__TEXT,__text) external _mach_task_special_port_description
0000000000038198 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
000000000001024c (__TEXT,__text) external _mach_task_special_port_for_id
000000000003c0f8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000000006490 (__TEXT,__text) external _mach_thread_self
000000000001016c (__TEXT,__text) external _mach_thread_special_port_description
00000000000381f8 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
000000000001025c (__TEXT,__text) external _mach_thread_special_port_for_id
000000000003c158 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000000000f34 (__TEXT,__text) external _mach_timebase_info
00000000000406bc (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
0000000000000c68 (__TEXT,__text) external _mach_timebase_info_trap
0000000000002c98 (__TEXT,__text) external _mach_vm_allocate
0000000000025028 (__TEXT,__text) external _mach_vm_behavior_set
0000000000007fd0 (__TEXT,__text) external _mach_vm_copy
00000000000024d4 (__TEXT,__text) external _mach_vm_deallocate
0000000000025d70 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000000025e8c (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000000025fa8 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00000000000249a4 (__TEXT,__text) external _mach_vm_inherit
0000000000025148 (__TEXT,__text) external _mach_vm_machine_attribute
00000000000008d0 (__TEXT,__text) external _mach_vm_map
0000000000024f08 (__TEXT,__text) external _mach_vm_msync
0000000000025888 (__TEXT,__text) external _mach_vm_page_info
0000000000025434 (__TEXT,__text) external _mach_vm_page_query
0000000000025a70 (__TEXT,__text) external _mach_vm_page_range_query
0000000000004560 (__TEXT,__text) external _mach_vm_protect
0000000000004178 (__TEXT,__text) external _mach_vm_purgable_control
00000000000260c4 (__TEXT,__text) external _mach_vm_range_create
000000000001baec (__TEXT,__text) external _mach_vm_read
0000000000024c4c (__TEXT,__text) external _mach_vm_read_list
000000000000b168 (__TEXT,__text) external _mach_vm_read_overwrite
0000000000012964 (__TEXT,__text) external _mach_vm_reclaim_is_available
0000000000012700 (__TEXT,__text) external _mach_vm_reclaim_mark_free
0000000000012840 (__TEXT,__text) external _mach_vm_reclaim_mark_used
000000000001263c (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
0000000000012988 (__TEXT,__text) external _mach_vm_reclaim_synchronize
0000000000012950 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000000005158 (__TEXT,__text) external _mach_vm_region
000000000000af00 (__TEXT,__text) external _mach_vm_region_recurse
000000000001b9c4 (__TEXT,__text) external _mach_vm_remap
000000000001ba58 (__TEXT,__text) external _mach_vm_remap_new
000000000001e9c0 (__TEXT,__text) external _mach_vm_wire
0000000000024dd0 (__TEXT,__text) external _mach_vm_write
00000000000053b4 (__TEXT,__text) external _mach_voucher_attr_command
00000000000023c0 (__TEXT,__text) external _mach_voucher_deallocate
0000000000030b64 (__TEXT,__text) external _mach_voucher_debug_info
0000000000030910 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000000000aaa0 (__TEXT,__text) external _mach_voucher_extract_attr_content
0000000000003258 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000000000c38 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000000000c74 (__TEXT,__text) external _mach_wait_until
00000000000207d4 (__TEXT,__text) external _mach_zone_force_gc
00000000000216f8 (__TEXT,__text) external _mach_zone_get_btlog_records
0000000000021568 (__TEXT,__text) external _mach_zone_get_zlog_zones
0000000000020608 (__TEXT,__text) external _mach_zone_info
00000000000213bc (__TEXT,__text) external _mach_zone_info_for_largest_zone
000000000002124c (__TEXT,__text) external _mach_zone_info_for_zone
0000000000000bf0 (__TEXT,__text) external _macx_backing_store_recovery
0000000000000be4 (__TEXT,__text) external _macx_backing_store_suspend
0000000000000bc0 (__TEXT,__text) external _macx_swapoff
0000000000000bb4 (__TEXT,__text) external _macx_swapon
0000000000000bd8 (__TEXT,__text) external _macx_triggers
00000000000035b8 (__TEXT,__text) external _madvise
000000000003c238 (__DATA,__bss) non-external _master_host_port
0000000000000e74 (__TEXT,__text) non-external _memcpy
000000000000f174 (__TEXT,__text) non-external _memmove
0000000000009030 (__TEXT,__text) external _memorystatus_control
000000000000e54c (__TEXT,__text) external _memorystatus_get_level
0000000000011e80 (__TEXT,__text) external _mig_allocate
0000000000003b38 (__TEXT,__text) external _mig_dealloc_reply_port
000000000001b788 (__TEXT,__text) external _mig_dealloc_special_reply_port
000000000000620c (__TEXT,__text) external _mig_deallocate
0000000000000e84 (__TEXT,__text) external _mig_get_reply_port
0000000000002208 (__TEXT,__text) external _mig_get_special_reply_port
0000000000005aa8 (__TEXT,__text) external _mig_put_reply_port
0000000000005124 (__TEXT,__text) external _mig_reply_setup
0000000000005aac (__TEXT,__text) external _mig_strncpy
0000000000002240 (__TEXT,__text) external _mig_strncpy_zerofill
000000000000e574 (__TEXT,__text) external _mincore
000000000000e59c (__TEXT,__text) external _minherit
0000000000000c98 (__TEXT,__text) external _mk_timer_arm
0000000000000cb0 (__TEXT,__text) external _mk_timer_arm_leeway
0000000000000ca4 (__TEXT,__text) external _mk_timer_cancel
0000000000000c80 (__TEXT,__text) external _mk_timer_create
0000000000000c8c (__TEXT,__text) external _mk_timer_destroy
00000000000024ac (__TEXT,__text) external _mkdir
00000000000042f8 (__TEXT,__text) external _mkdirat
000000000000e5c4 (__TEXT,__text) external _mkfifo
000000000000e5ec (__TEXT,__text) external _mkfifoat
000000000000e614 (__TEXT,__text) external _mknod
000000000000e63c (__TEXT,__text) external _mknodat
0000000000009ed8 (__TEXT,__text) external _mlock
000000000000e664 (__TEXT,__text) external _mlockall
0000000000001754 (__TEXT,__text) external _mmap
000000000000c51c (__TEXT,__text) external _mount
0000000000004600 (__TEXT,__text) external _mprotect
000000000000e68c (__TEXT,__text) external _mremap_encrypted
0000000000011fec (__TEXT,__text) external _msg_receive
0000000000011fdc (__TEXT,__text) external _msg_rpc
0000000000011fe4 (__TEXT,__text) external _msg_send
000000000000d4f0 (__TEXT,__text) external _msgctl
000000000000e6b4 (__TEXT,__text) external _msgget
000000000000e6dc (__TEXT,__text) external _msgrcv
000000000000d518 (__TEXT,__text) external _msgrcv$NOCANCEL
000000000000e704 (__TEXT,__text) external _msgsnd
000000000000d540 (__TEXT,__text) external _msgsnd$NOCANCEL
000000000000cca8 (__TEXT,__text) external _msgsys
0000000000006ad4 (__TEXT,__text) external _msync
000000000000d590 (__TEXT,__text) external _msync$NOCANCEL
