00007ff841ae9dd0 (__DATA,__data) external _NDR_record
00007ff800411299 (__TEXT,__text) external _coalition_reap
00007ff800411278 (__TEXT,__text) external _coalition_terminate
00007ff8003ffaac (__TEXT,__text) external _connect
00007ff8003ff934 (__TEXT,__text) external _connect$NOCANCEL
00007ff8003ffaf4 (__TEXT,__text) external _connectx
00007ff8003fda10 (__TEXT,__text) external _csops
00007ff8003fcb08 (__TEXT,__text) external _csops_audittoken
00007ff8003fcbc0 (__TEXT,__text) external _csr_check
00007ff800403528 (__TEXT,__text) external _csr_get_active_config
00007ff8003fc4d8 (__TEXT,__text) external _debug_control_port_for_pid
00007ff80041151e (__TEXT,__text) external _debug_syscall_reject
00007ff800411432 (__TEXT,__text) external _debug_syscall_reject_config
00007ff841ae9dc8 (__DATA,__data) external _denap_boost_assertion_token
00007ff8004075e0 (__TEXT,__text) external _disconnectx
00007ff80040169a (__TEXT,__text) non-external _do_compat
00007ff8003ffb54 (__TEXT,__text) external _dup
00007ff80040326c (__TEXT,__text) external _dup2
00007ff840030870 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff840030700 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff840030a70 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff840030740 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff840030840 (__DATA_CONST,__const) non-external _err_codes_io
00007ff8400313e0 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
00007ff840031010 (__DATA_CONST,__const) non-external _err_codes_iokit_common
00007ff800425980 (__TEXT,__const) non-external _err_codes_iokit_common_map
00007ff8400312a0 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
00007ff8004259c0 (__TEXT,__const) non-external _err_codes_iokit_fw_map
00007ff8400311c0 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
00007ff800425990 (__TEXT,__const) non-external _err_codes_iokit_usb_map
00007ff8400302e0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff840030ea0 (__DATA_CONST,__const) non-external _err_codes_libkern_common
00007ff840030f10 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00007ff840030eb0 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
00007ff840030a40 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff840030e50 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840030dc0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840030d00 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840030a10 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840030cc0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff840030760 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff8400306e0 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff8400307b0 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff840030c70 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840030c10 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840030980 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840030780 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff840030778 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff8400304b0 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff8400308c0 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840030ab0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff840030ba0 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840030100 (__DATA_CONST,__const) non-external _err_iokit_sub
00007ff800425970 (__TEXT,__const) non-external _err_iokit_sub_map
00007ff84002ff80 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff840030080 (__DATA_CONST,__const) non-external _err_libkern_sub
00007ff840030000 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff84002fc60 (__DATA_CONST,__const) non-external _err_os_sub
00007ff84002fd00 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800425940 (__TEXT,__const) non-external _err_us_sub
00007ff8437ff828 (__DATA_DIRTY,__common) external _errno
00007ff8004231e1 (__TEXT,__text) external _etap_trace_thread
00007ff800415150 (__TEXT,__text) external _exc_server
00007ff800414e47 (__TEXT,__text) external _exc_server_routine
00007ff800414888 (__TEXT,__text) external _exception_raise
00007ff8004149c5 (__TEXT,__text) external _exception_raise_state
00007ff800414bfb (__TEXT,__text) external _exception_raise_state_identity
00007ff800406430 (__TEXT,__text) external _exchangedata
00007ff80040aadb (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff80040aab2 (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff80040aa88 (__TEXT,__text) external _exclaves_boot
00007ff80040a756 (__TEXT,__text) external _exclaves_endpoint_call
00007ff80040a83f (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff80040a813 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff80040a9da (__TEXT,__text) external _exclaves_launch_conclave
00007ff80040aa13 (__TEXT,__text) external _exclaves_lookup_service
00007ff80040a97c (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff80040a9ab (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff80040a86d (__TEXT,__text) external _exclaves_named_buffer_create
00007ff80040abb9 (__TEXT,__text) external _exclaves_notification_create
00007ff80040a7e5 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff80040a7b9 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff80040ab09 (__TEXT,__text) external _exclaves_sensor_create
00007ff80040ab35 (__TEXT,__text) external _exclaves_sensor_start
00007ff80040ab8d (__TEXT,__text) external _exclaves_sensor_status
00007ff80040ab61 (__TEXT,__text) external _exclaves_sensor_stop
00007ff80040323f (__TEXT,__text) external _execve
00007ff841ae9e90 (__DATA,__bss) non-external _execve_with_filter
00007ff8004075f8 (__TEXT,__text) external _faccessat
00007ff800407610 (__TEXT,__text) external _fchdir
00007ff800400858 (__TEXT,__text) external _fchflags
00007ff8003ffbc8 (__TEXT,__text) external _fchmod
00007ff800407628 (__TEXT,__text) external _fchmodat
00007ff800400bac (__TEXT,__text) external _fchown
00007ff800407640 (__TEXT,__text) external _fchownat
00007ff800407658 (__TEXT,__text) external _fclonefileat
00007ff8003fcbf8 (__TEXT,__text) external _fcntl
00007ff8003ff707 (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800407670 (__TEXT,__text) external _fdatasync
00007ff8004025bc (__TEXT,__text) external _ffsctl
00007ff8003ff0dc (__TEXT,__text) external _fgetattrlist
00007ff8003ffb3c (__TEXT,__text) external _fgetxattr
00007ff800407688 (__TEXT,__text) external _fhopen
00007ff800401214 (__TEXT,__text) external _fileport_makefd
00007ff8004013cc (__TEXT,__text) external _fileport_makeport
00007ff8004063a8 (__TEXT,__text) external _flistxattr
00007ff8003ff4fc (__TEXT,__text) external _flock
00007ff8004076a0 (__TEXT,__text) external _fmount
00007ff8004076b8 (__TEXT,__text) external _fpathconf
00007ff80040a479 (__TEXT,__text) non-external _fprintf_stderr
00007ff8004076d0 (__TEXT,__text) external _freadlink
00007ff8004076e8 (__TEXT,__text) external _fremovexattr
00007ff8004113a6 (__TEXT,__text) external _fs_snapshot_create
00007ff8004113c0 (__TEXT,__text) external _fs_snapshot_delete
00007ff800403185 (__TEXT,__text) external _fs_snapshot_list
00007ff80041141d (__TEXT,__text) external _fs_snapshot_mount
00007ff8004113d7 (__TEXT,__text) external _fs_snapshot_rename
00007ff8004113ef (__TEXT,__text) external _fs_snapshot_revert
00007ff800411406 (__TEXT,__text) external _fs_snapshot_root
00007ff8003ff0c4 (__TEXT,__text) external _fsctl
00007ff800400b94 (__TEXT,__text) external _fsetattrlist
00007ff8004006f8 (__TEXT,__text) external _fsetxattr
00007ff8003ff14c (__TEXT,__text) external _fsgetpath
00007ff800407700 (__TEXT,__text) external _fsgetpath_ext
00007ff800407718 (__TEXT,__text) external _fstat
00007ff8003fcba8 (__TEXT,__text) external _fstat$INODE64
00007ff8003fcba8 (__TEXT,__text) external _fstat64
00007ff800407730 (__TEXT,__text) external _fstatat
00007ff8003ff194 (__TEXT,__text) external _fstatat$INODE64
00007ff8003ff194 (__TEXT,__text) external _fstatat64
00007ff800405c48 (__TEXT,__text) external _fstatfs
00007ff8003fdabc (__TEXT,__text) external _fstatfs$INODE64
00007ff8003fdabc (__TEXT,__text) external _fstatfs64
00007ff8003ff1c4 (__TEXT,__text) external _fsync
00007ff800406c70 (__TEXT,__text) external _fsync$NOCANCEL
00007ff8003fef10 (__TEXT,__text) external _ftruncate
00007ff80040cd17 (__TEXT,__text) external _futimens
00007ff800400870 (__TEXT,__text) external _futimes
00007ff841ae9dd8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff8003fcb60 (__TEXT,__text) external _getattrlist
00007ff800407748 (__TEXT,__text) external _getattrlistat
00007ff8003fef40 (__TEXT,__text) external _getattrlistbulk
00007ff80041411d (__TEXT,__text) external _getaudit
00007ff8003fe004 (__TEXT,__text) external _getaudit_addr
00007ff800407760 (__TEXT,__text) external _getauid
00007ff800407778 (__TEXT,__text) external _getdirentries
00007ff800407790 (__TEXT,__text) external _getdirentriesattr
00007ff8004035a8 (__TEXT,__text) external _getdtablesize
00007ff8003fd9f8 (__TEXT,__text) external _getegid
00007ff8003fc778 (__TEXT,__text) external _getentropy
00007ff8003fd3f0 (__TEXT,__text) external _geteuid
00007ff8004077a8 (__TEXT,__text) external _getfh
00007ff8004077c0 (__TEXT,__text) external _getfsstat
00007ff8003fe834 (__TEXT,__text) external _getfsstat$INODE64
00007ff8003fe834 (__TEXT,__text) external _getfsstat64
00007ff8003ff6c0 (__TEXT,__text) external _getgid
00007ff800400bc4 (__TEXT,__text) external _getgroups
00007ff8004009c0 (__TEXT,__text) external _gethostuuid
00007ff8003ffcd5 (__TEXT,__text) external _getiopolicy_np
00007ff8004077d8 (__TEXT,__text) external _getitimer
00007ff8003ffbb0 (__TEXT,__text) external _getpeername
00007ff8004048e8 (__TEXT,__text) external _getpgid
00007ff800403228 (__TEXT,__text) external _getpgrp
00007ff8003fc79c (__TEXT,__text) external _getpid
00007ff800401414 (__TEXT,__text) external _getppid
00007ff800403110 (__TEXT,__text) external _getpriority
00007ff8003fdfe0 (__TEXT,__text) external _getrlimit
00007ff800402420 (__TEXT,__text) external _getrusage
00007ff800406c88 (__TEXT,__text) external _getsgroups_np
00007ff8004077f0 (__TEXT,__text) external _getsid
00007ff8004025d4 (__TEXT,__text) external _getsockname
00007ff8003ffb0c (__TEXT,__text) external _getsockopt
00007ff8003fd9c8 (__TEXT,__text) external _getuid
00007ff800406ca0 (__TEXT,__text) external _getwgroups_np
00007ff8003feac4 (__TEXT,__text) external _getxattr
00007ff800407808 (__TEXT,__text) external _grab_pgo_data
00007ff800407820 (__TEXT,__text) external _graftdmg
00007ff8003ff1ac (__TEXT,__text) external _guarded_close_np
00007ff800404ed0 (__TEXT,__text) external _guarded_kqueue_np
00007ff80040a532 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff8003fef9e (__TEXT,__text) external _guarded_open_np
00007ff8003ff060 (__TEXT,__text) external _guarded_pwrite_np
00007ff80040283c (__TEXT,__text) external _guarded_write_np
00007ff800407838 (__TEXT,__text) external _guarded_writev_np
00007ff80042ae70 (__TEXT,__cstring) non-external _hex
00007ff80040a5e5 (__TEXT,__text) external _host_check_multiuser_mode
00007ff8003fd243 (__TEXT,__text) external _host_create_mach_voucher
00007ff8003fc448 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff8004155fa (__TEXT,__text) external _host_default_memory_manager
00007ff800416b2a (__TEXT,__text) external _host_get_UNDServer
00007ff80040a5ce (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff8004151bf (__TEXT,__text) external _host_get_boot_info
00007ff800415b91 (__TEXT,__text) external _host_get_clock_control
00007ff800400ec9 (__TEXT,__text) external _host_get_clock_service
00007ff800416213 (__TEXT,__text) external _host_get_exception_ports
00007ff80041754e (__TEXT,__text) external _host_get_io_main
00007ff8003ff1db (__TEXT,__text) external _host_get_io_master
00007ff80040a5df (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff8003fcf1e (__TEXT,__text) external _host_get_special_port
00007ff8004002b3 (__TEXT,__text) external _host_info
00007ff800417043 (__TEXT,__text) external _host_kernel_version
00007ff800417c01 (__TEXT,__text) external _host_lockgroup_info
00007ff80040a73a (__TEXT,__text) external _host_page_size
00007ff800415426 (__TEXT,__text) external _host_priv_statistics
00007ff80041740a (__TEXT,__text) external _host_processor_info
00007ff80041691b (__TEXT,__text) external _host_processor_set_priv
00007ff800416801 (__TEXT,__text) external _host_processor_sets
00007ff800415a77 (__TEXT,__text) external _host_processors
00007ff800415342 (__TEXT,__text) external _host_reboot
00007ff8004180e6 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff80041823c (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff8003fdda0 (__TEXT,__text) external _host_request_notification
00007ff800416dbc (__TEXT,__text) external _host_security_create_task_token
00007ff800416f35 (__TEXT,__text) external _host_security_set_task_token
00007ff80040b167 (__TEXT,__text) external _host_self
00007ff8003fc2f8 (__TEXT,__text) external _host_self_trap
00007ff800416a40 (__TEXT,__text) external _host_set_UNDServer
00007ff800418380 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800416116 (__TEXT,__text) external _host_set_exception_ports
00007ff800418615 (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff80041601d (__TEXT,__text) external _host_set_special_port
00007ff8004049a8 (__TEXT,__text) external _host_statistics
00007ff800404346 (__TEXT,__text) external _host_statistics64
00007ff80041647c (__TEXT,__text) external _host_swap_exception_ports
00007ff800417772 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800407fb8 (__TEXT,__text) external _i386_get_ldt
00007ff800407fcc (__TEXT,__text) external _i386_set_ldt
00007ff841ae9db0 (__DATA,__data) external _important_boost_assertion_token
00007ff840031e10 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff80040a3fd (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff841ae9da0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff80040a381 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff841ae9d98 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff80040a305 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff841ae9d90 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff8003ff9f4 (__TEXT,__text) external _ioctl
00007ff8003fc120 (__TEXT,__text) external _issetugid
00007ff841ae9e78 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800407850 (__TEXT,__text) external _kas_info
00007ff8003fc011 (__TEXT,__text) external _kdebug_is_enabled
00007ff800411713 (__TEXT,__text) external _kdebug_signpost
00007ff80040499a (__TEXT,__text) external _kdebug_signpost_end
00007ff80040490b (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff8004048fe (__TEXT,__text) external _kdebug_signpost_start
00007ff8004116a4 (__TEXT,__text) external _kdebug_timestamp
00007ff8004116df (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff8004116f9 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff8003fc0c7 (__TEXT,__text) external _kdebug_trace
00007ff8003fe600 (__TEXT,__text) external _kdebug_trace_string
00007ff8003fc05d (__TEXT,__text) external _kdebug_typefilter
00007ff8437ffeb8 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00007ff800411691 (__TEXT,__text) external _kdebug_using_continuous_time
00007ff8004010a4 (__TEXT,__text) external _kevent
00007ff800405e7c (__TEXT,__text) external _kevent64
00007ff8003fdb34 (__TEXT,__text) external _kevent_id
00007ff8003fdb1c (__TEXT,__text) external _kevent_qos
00007ff800416c31 (__TEXT,__text) external _kext_request
00007ff800402c6e (__TEXT,__text) external _kill
00007ff800415eb5 (__TEXT,__text) external _kmod_control
00007ff800415cb0 (__TEXT,__text) external _kmod_create
00007ff800415dd1 (__TEXT,__text) external _kmod_destroy
00007ff800417658 (__TEXT,__text) external _kmod_get_info
00007ff8004141c5 (__TEXT,__text) external _kpersona_alloc
00007ff800414221 (__TEXT,__text) external _kpersona_dealloc
00007ff8004142b4 (__TEXT,__text) external _kpersona_find
00007ff800414338 (__TEXT,__text) external _kpersona_find_by_type
00007ff8003ff691 (__TEXT,__text) external _kpersona_get
00007ff800414252 (__TEXT,__text) external _kpersona_getpath
00007ff8003ff486 (__TEXT,__text) external _kpersona_info
00007ff8004141f3 (__TEXT,__text) external _kpersona_palloc
00007ff800414283 (__TEXT,__text) external _kpersona_pidinfo
00007ff80040108c (__TEXT,__text) external _kqueue
00007ff800400bdc (__TEXT,__text) external _lchown
00007ff800407868 (__TEXT,__text) external _ledger
00007ff8003ffd60 (__TEXT,__text) external _link
00007ff800407880 (__TEXT,__text) external _linkat
00007ff800407898 (__TEXT,__text) external _lio_listio
00007ff8004031b8 (__TEXT,__text) external _listen
00007ff8003fef58 (__TEXT,__text) external _listxattr
00007ff80041efae (__TEXT,__text) external _lock_set_create
00007ff80041f0d1 (__TEXT,__text) external _lock_set_destroy
00007ff80040d2e3 (__TEXT,__text) external _log_data_as_kernel
00007ff8003fd860 (__TEXT,__text) external _lseek
00007ff800405ae4 (__TEXT,__text) external _lstat
00007ff800403734 (__TEXT,__text) external _lstat$INODE64
00007ff800403734 (__TEXT,__text) external _lstat64
00007ff8003fc72e (__TEXT,__text) external _mach_absolute_time
00007ff8003fd74c (__TEXT,__text) external _mach_approximate_time
00007ff80040c6cc (__TEXT,__text) external _mach_boottime_usec
00007ff80040215e (__TEXT,__text) external _mach_continuous_approximate_time
00007ff8003fc710 (__TEXT,__text) external _mach_continuous_time
00007ff80040a6b5 (__TEXT,__text) external _mach_error
00007ff841ae9e30 (__DATA,__common) external _mach_error_full_diag
00007ff80040152a (__TEXT,__text) external _mach_error_string
00007ff800401541 (__TEXT,__text) non-external _mach_error_string_int
00007ff80040a5ec (__TEXT,__text) external _mach_error_type
00007ff800424fed (__TEXT,__text) external _mach_eventlink_associate
00007ff800424dd8 (__TEXT,__text) external _mach_eventlink_create
00007ff800424f21 (__TEXT,__text) external _mach_eventlink_destroy
00007ff8004250f6 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff80040cca0 (__TEXT,__text) external _mach_eventlink_signal
00007ff80040cce3 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff80040ccaf (__TEXT,__text) external _mach_eventlink_wait_until
00007ff8003fc394 (__TEXT,__text) external _mach_generate_activity_id
00007ff8003fdccc (__TEXT,__text) external _mach_get_times
00007ff8003fcf19 (__TEXT,__text) external _mach_host_self
00007ff800408f65 (__TEXT,__text) external _mach_host_special_port_description
00007ff84002fac0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800408fa7 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff841ae9c10 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800400d9b (__TEXT,__text) external _mach_init
00007ff8437ffea0 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00007ff800400db8 (__TEXT,__text) non-external _mach_init_doit
00007ff80041bfbe (__TEXT,__text) external _mach_make_memory_entry
00007ff8003fd5db (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800424b9c (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800424cdb (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800424a75 (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800418464 (__TEXT,__text) external _mach_memory_info
00007ff8004172c2 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800417ab8 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff8003fc6aa (__TEXT,__text) external _mach_msg
00007ff80040ac34 (__TEXT,__text) external _mach_msg2_internal
00007ff841ae9e6c (__DATA,__bss) non-external _mach_msg2_supported
00007ff8003fc3c4 (__TEXT,__text) external _mach_msg2_trap
00007ff8003fd041 (__TEXT,__text) external _mach_msg_destroy
00007ff8003fd17c (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800403283 (__TEXT,__text) external _mach_msg_overwrite
00007ff80040ae13 (__TEXT,__text) non-external _mach_msg_overwrite_call_trap
00007ff8003fc310 (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff80040af92 (__TEXT,__text) external _mach_msg_priority_encode
00007ff80040af88 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff80040afcc (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff80040afdb (__TEXT,__text) external _mach_msg_priority_qos
00007ff80040afea (__TEXT,__text) external _mach_msg_priority_relpri
00007ff8004063bd (__TEXT,__text) external _mach_msg_receive
00007ff8003ffd36 (__TEXT,__text) external _mach_msg_send
00007ff800402941 (__TEXT,__text) external _mach_msg_server
00007ff800403561 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff80040af82 (__TEXT,__text) external _mach_msg_server_importance
00007ff800405404 (__TEXT,__text) external _mach_msg_server_once
00007ff8003fc304 (__TEXT,__text) external _mach_msg_trap
00007ff80041cc43 (__TEXT,__text) external _mach_notify_dead_name
00007ff80041cb98 (__TEXT,__text) external _mach_notify_no_senders
00007ff80041cae6 (__TEXT,__text) external _mach_notify_port_deleted
00007ff80041cb46 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff80041cbf8 (__TEXT,__text) external _mach_notify_send_once
00007ff8003fde9a (__TEXT,__text) external _mach_port_allocate
00007ff800413d42 (__TEXT,__text) external _mach_port_allocate_full
00007ff800413d25 (__TEXT,__text) external _mach_port_allocate_name
00007ff800413d3d (__TEXT,__text) external _mach_port_allocate_qos
00007ff800413f24 (__TEXT,__text) external _mach_port_assert_attributes
00007ff8003fd2ad (__TEXT,__text) external _mach_port_construct
00007ff8003fd405 (__TEXT,__text) external _mach_port_deallocate
00007ff8004009b8 (__TEXT,__text) external _mach_port_destroy
00007ff8003fd8b3 (__TEXT,__text) external _mach_port_destruct
00007ff800413e96 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff8003fee86 (__TEXT,__text) external _mach_port_extract_member
00007ff8004046a1 (__TEXT,__text) external _mach_port_extract_right
00007ff8003fe45b (__TEXT,__text) external _mach_port_get_attributes
00007ff80040070e (__TEXT,__text) external _mach_port_get_context
00007ff8003fed0c (__TEXT,__text) external _mach_port_get_refs
00007ff800413f1f (__TEXT,__text) external _mach_port_get_service_port_info
00007ff80040604a (__TEXT,__text) external _mach_port_get_set_status
00007ff800413d4c (__TEXT,__text) external _mach_port_get_srights
00007ff8003fe862 (__TEXT,__text) external _mach_port_guard
00007ff800413f10 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff8003fdede (__TEXT,__text) external _mach_port_insert_member
00007ff8003fe04a (__TEXT,__text) external _mach_port_insert_right
00007ff800413f1a (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800413e9b (__TEXT,__text) external _mach_port_kernel_object
00007ff800413ec3 (__TEXT,__text) external _mach_port_kobject
00007ff800413ec8 (__TEXT,__text) external _mach_port_kobject_description
00007ff8003fc8ed (__TEXT,__text) external _mach_port_mod_refs
00007ff800400487 (__TEXT,__text) external _mach_port_move_member
00007ff800413d19 (__TEXT,__text) external _mach_port_names
00007ff800413d2c (__TEXT,__text) external _mach_port_peek
00007ff800413d20 (__TEXT,__text) external _mach_port_rename
00007ff8003fdb93 (__TEXT,__text) external _mach_port_request_notification
00007ff8003fe4c4 (__TEXT,__text) external _mach_port_set_attributes
00007ff800405f5a (__TEXT,__text) external _mach_port_set_context
00007ff800413d31 (__TEXT,__text) external _mach_port_set_mscount
00007ff800413d36 (__TEXT,__text) external _mach_port_set_seqno
00007ff800413d56 (__TEXT,__text) external _mach_port_space_basic_info
00007ff800413d51 (__TEXT,__text) external _mach_port_space_info
00007ff800413f15 (__TEXT,__text) external _mach_port_swap_guard
00007ff8003fe68e (__TEXT,__text) external _mach_port_type
00007ff800413ecd (__TEXT,__text) external _mach_port_unguard
00007ff800405c60 (__TEXT,__text) external _mach_ports_lookup
00007ff800402437 (__TEXT,__text) external _mach_ports_register
00007ff8003fc2d4 (__TEXT,__text) external _mach_reply_port
00007ff80040b493 (__TEXT,__text) external _mach_right_recv_construct
00007ff80040b52f (__TEXT,__text) external _mach_right_recv_destruct
00007ff80040b590 (__TEXT,__text) external _mach_right_send_create
00007ff80040b66d (__TEXT,__text) external _mach_right_send_once_consume
00007ff80040b61f (__TEXT,__text) external _mach_right_send_once_create
00007ff8003ffd76 (__TEXT,__text) external _mach_right_send_release
00007ff80040b5d2 (__TEXT,__text) external _mach_right_send_retain
00007ff800413daf (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800413e40 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff80040c6da (__TEXT,__text) external _mach_task_is_self
00007ff80040b48e (__TEXT,__text) external _mach_task_self
00007ff8437ffe88 (__DATA_DIRTY,__common) external _mach_task_self_
00007ff800408f7b (__TEXT,__text) external _mach_task_special_port_description
00007ff84002fbe0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800409041 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff841ae9d10 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800400eaf (__TEXT,__text) external _mach_thread_self
00007ff800408f91 (__TEXT,__text) external _mach_thread_special_port_description
00007ff84002fc40 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800409052 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff841ae9d70 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8003fc6c5 (__TEXT,__text) external _mach_timebase_info
00007ff8437ffeb0 (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
00007ff8003fc484 (__TEXT,__text) external _mach_timebase_info_trap
00007ff8003fdf51 (__TEXT,__text) external _mach_vm_allocate
00007ff80041bafd (__TEXT,__text) external _mach_vm_behavior_set
00007ff800402852 (__TEXT,__text) external _mach_vm_copy
00007ff8003fd958 (__TEXT,__text) external _mach_vm_deallocate
00007ff80041c6e6 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
00007ff80041c7ce (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
00007ff80041c8b2 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff80041b568 (__TEXT,__text) external _mach_vm_inherit
00007ff80041bbe9 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff8003fc138 (__TEXT,__text) external _mach_vm_map
00007ff80041ba11 (__TEXT,__text) external _mach_vm_msync
00007ff80041c242 (__TEXT,__text) external _mach_vm_page_info
00007ff80041be88 (__TEXT,__text) external _mach_vm_page_query
00007ff80041c414 (__TEXT,__text) external _mach_vm_page_range_query
00007ff8003ff375 (__TEXT,__text) external _mach_vm_protect
00007ff8003ff07f (__TEXT,__text) external _mach_vm_purgable_control
00007ff80041c996 (__TEXT,__text) external _mach_vm_range_create
00007ff800414046 (__TEXT,__text) external _mach_vm_read
00007ff80041b791 (__TEXT,__text) external _mach_vm_read_list
00007ff8004052d6 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff80040b9a7 (__TEXT,__text) external _mach_vm_reclaim_is_available
00007ff80040b9be (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
00007ff80040b78e (__TEXT,__text) external _mach_vm_reclaim_mark_free
00007ff80040b8c1 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff80040b6ee (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
