00007ffb1cb3835b (__TEXT,__text) external _AAAFSCGetMetadata
00007ffb1caf2884 (__TEXT,__text) non-external (was a private external) _MemBufferGetFreeSize
00007ffb1caf27eb (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffb1caf2952 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffb1caf2b7b (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffb1caf3833 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffb1caf3ae2 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffb1caf3af2 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffb1caf3cd8 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffb1caf41b6 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffb1caf4282 (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffb1caf42be (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffb1caf0338 (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffb1caf0521 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffb1caf0550 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffb1caf0567 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffb1caf057e (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffb1caf3679 (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffb1caf374b (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffb1caf3779 (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffb1caf400a (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffb1caf40cf (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffb1caf407d (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffb1caf4087 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffb1caf2f96 (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffb1caf30bd (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffb1caf2f9f (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffb1caf3039 (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffb1caf3061 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffb1cad1fe3 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffb1cad1fb9 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffb1cad1383 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffb1cac79ff (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffb1cae4952 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffb1cac79d7 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffb1cac79c6 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffb1cac79aa (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffb1cae4936 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffb1cad3b31 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffb1cad3b0a (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffb1cb428c1 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffb1cb4289a (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffb1cad6cc0 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffb1cad6c99 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffb1cad88d8 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffb1cad8929 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffb1cae3550 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffb1cae3529 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffb1cae47c7 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffb1cae480f (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffb1cb428e8 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffb1cb42cf3 (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffb1cb42e66 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffb1cb434fc (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffb1cb434a6 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffb1cb43557 (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffb1cb43496 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffb1cb431a4 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffb1cb4374f (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffb1cb43109 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffb1cb43293 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffb1caef5b0 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffb1caef588 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffb1caf0179 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffb1caf0320 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffb1caf9085 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffb1caf7b15 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffb1caf7a4a (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffb1caf77ff (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffb1caf704d (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffb1caf6a58 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffb1caf6df0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffb1cae48cb (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffb1cae484e (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffb1cb031ee (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffb1cae68ba (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffb1cb031f8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffb1cb03202 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffb1cb0321e (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffb1cad8de4 (__TEXT,__text) non-external _RNG
00007ffb1cb3ee0f (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffb1cb3ec12 (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffb1cb3ec7f (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffb1cacdb64 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffb1cacd9f7 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffb1cacdaeb (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffb1cad986d (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffb1cadf10a (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1cae863b (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1caf63de (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1cb145fe (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1cae7e3b (__TEXT,__text) non-external _SharedArrayPush
00007ffb1cb40459 (__TEXT,__text) non-external _SharedArrayPush
00007ffb1cae8302 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffb1cae7ad5 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffb1cae7f9e (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffb1cae7f32 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffb1cae7fb0 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffb1cae83a6 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffb1cae87b7 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffb1cae8791 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffb1cae874b (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffb1cae87ef (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffb1caeec7e (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffb1caeed7f (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffb1caeec6a (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffb1caef27d (__TEXT,__text) non-external _StringTableCmp
00007ffb1caeeb65 (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffb1caeec3b (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffb1caef202 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffb1caef104 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffb1caef275 (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffb1caeee6e (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffb1caf5444 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffb1caf5f3e (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffb1caf6713 (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffb1caf64ee (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffb1caf660f (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffb1cb3d884 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffb1cb3dd19 (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffb1cb3e063 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffb1cb3e184 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffb1cb3e258 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffb1cac783b (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffb1cac77c0 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb408d4618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffb1cacd690 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb1cacd6b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb1cb02fe3 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffb1cae1268 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffb1cae06bd (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffb1cacdb80 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffb1cacdd04 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffb1cacefda (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffb1cacdca3 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffb1caf43b6 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffb1caf4e30 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffb1cb100ec (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffb1cafe52d (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffb1cafe737 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffb1cafe4d4 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffb1cafe270 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffb1cad0333 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffb1cad0d32 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffb1cb3ee2b (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffb1cb3f606 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffb1cb36662 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffb1cb16d3d (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffb1cae9ec6 (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffb1cb3b924 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffb1cb3b931 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffb1cb3ba86 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffb1cb3b7f1 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffb1cb1786c (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffb1cb3d868 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffb1cb3cfe3 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffb1cb3d087 (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffb1cb3cf23 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffb1cb3cdc0 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffb1cb2c179 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffb1cb2b0f4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffb1cb2b662 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffb1cb2b520 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffb1cb163fe (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffb1cb15ce5 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffb1cb16a42 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffb1cb15580 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffb1cb14fed (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffb1cb158b7 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffb1cb16bee (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffb1cb14c68 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffb1cb14e92 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffb1cb16b75 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffb1cb14fc4 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffb1cb29111 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffb1cb28580 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffb1cb28a13 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffb1cb288db (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffb1cb33397 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffb1cb335f4 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffb1cb334bb (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffb1cb0fa36 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffb1cb36b39 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffb1cb366c6 (__TEXT,__text) non-external _aaFileStreamClose
00007ffb1cb36b7a (__TEXT,__text) non-external _aaFileStreamFlush
00007ffb1cb3669a (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffb1cb36a53 (__TEXT,__text) non-external _aaFileStreamPRead
00007ffb1cb36ac6 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffb1cb3697d (__TEXT,__text) non-external _aaFileStreamRead
00007ffb1cb36b46 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffb1cb36b61 (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffb1cb369e8 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffb1cb266c5 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffb1cb26a1f (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffb1cb26cde (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffb1cb251a0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffb1cb25981 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffb1cb053df (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffb1cb0531c (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffb1cb04fc8 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffb1cb05242 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffb1cb0524f (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffb1cb0525c (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffb1cb05280 (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffb1cb0526e (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffb1cb372c7 (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffb1cb371b7 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffb1cb371da (__TEXT,__text) non-external _aaMagicStreamRead
00007ffb1cb3c504 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffb1cb36ff0 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffb1cb36fb7 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffb1cb37013 (__TEXT,__text) non-external _aaSharedBufferRead
00007ffb1cb36fe6 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffb1cb3762d (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffb1cb373b5 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffb1cb374dd (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffb1cb373c2 (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffb1cb366f6 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffb1cb2cca0 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffb1cb0c72c (__TEXT,__text) non-external _add_control
00007ffb1cad3f63 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffb1cad3be4 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffb1caeb67a (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffb1caea46f (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffb1caea141 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffb1caea0bf (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffb1caece1c (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffb1caec69e (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffb1cad3eda (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffb1cad3c00 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffb1cad3b66 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffb1cad3ca8 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffb1caeba51 (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffb1caeb922 (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffb1caeb8c9 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffb1cb09f70 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffb1cb090ac (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffb1cad898c (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffb1cad415f (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffb1cad5454 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffb1cad414b (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffb1cadc668 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffb1cadb6ea (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffb1cadb724 (__TEXT,__text) non-external _aeaInputStreamClose
00007ffb1cadb8f6 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffb1cadbe89 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffb1cadb4d0 (__TEXT,__text) non-external _aeaInputStreamRead
00007ffb1cae4157 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffb1cb48fa0 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffb1cad3dff (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffb1cade2c2 (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffb1cade2de (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffb1cadeafc (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffb1cadeffc (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffb1cadcb08 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffb1cadd064 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffb1cade055 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffb1cadd97d (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffb1caecd86 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffb1cad3b58 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffb1cad3e25 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffb1cae0ce1 (__TEXT,__text) non-external _afStreamCancel
00007ffb1cae0b3e (__TEXT,__text) non-external _afStreamClose
00007ffb1cae0ff1 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffb1cae0cf3 (__TEXT,__text) non-external _afStreamWrite
00007ffb1cb3a218 (__TEXT,__text) non-external _afscStreamCancel
00007ffb1cb39bd2 (__TEXT,__text) non-external _afscStreamClose
00007ffb1cb3a665 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffb1cb37785 (__TEXT,__text) non-external _afscStreamOpen
00007ffb1cb3a22a (__TEXT,__text) non-external _afscStreamWrite
00007ffb1cb2b0a8 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffb1cb2b062 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffb1caca3a1 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffb1cb02bdb (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffb1cb27a34 (__TEXT,__text) non-external _append_field
00007ffb1cb247c0 (__TEXT,__text) non-external _applyEntryAttributes
00007ffb1cb02540 (__TEXT,__text) non-external _applyYEC
00007ffb1cafd2ce (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffb1cafd5d5 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffb1cacfa69 (__TEXT,__text) non-external _asyncContext
00007ffb1cae9b69 (__TEXT,__text) non-external _asyncContext
00007ffb1cacfd86 (__TEXT,__text) non-external _asyncProgress
00007ffb1cae9e8c (__TEXT,__text) non-external _asyncProgress
00007ffb1cacfd6e (__TEXT,__text) non-external _asyncSelect
00007ffb1caf1f19 (__TEXT,__text) non-external _bestMatchInRange
00007ffb1cb05596 (__TEXT,__text) non-external _blockGetFromCache
00007ffb1cb0543e (__TEXT,__text) non-external _blockReader
00007ffb1cb0570b (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffb1cb07272 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffb1cb07bb7 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffb1cb08573 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffb1cb07a10 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffb1cb07e1c (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffb1cb07e89 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffb1cb07489 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffb1cb072c5 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffb1cb0782a (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffb1cb079b1 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffb1cb44025 (__TEXT,__text) non-external _cacheData
                 (undefined) external _calloc (from libSystem)
00007ffb1cacefb4 (__TEXT,__text) non-external _cancelProc
00007ffb1caf4e0a (__TEXT,__text) non-external _cancelProc
00007ffb1cb00ec2 (__TEXT,__text) non-external _cancelProc
00007ffb1cb12098 (__TEXT,__text) non-external _cancelProc
00007ffb1cb14339 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
