0000000209668d7c (__TEXT,__text) external _AAAFSCGetMetadata
00000002095fdcc8 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00000002095fdcbc (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00000002095fdc9c (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
0000000209619794 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00000002096090d4 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00000002096090ac (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
0000000209672d00 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
0000000209672cd8 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
000000020960bf10 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
000000020960bee8 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
000000020960da64 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
000000020960dab4 (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
000000020961837c (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
0000000209618354 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
000000020961963c (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
0000000209619684 (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
0000000209672d28 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00000002096730fc (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
0000000209673288 (__TEXT,__text) non-external (was a private external) _PagedFileDump
0000000209673990 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
000000020967393c (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00000002096739fc (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
0000000209673930 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00000002096735d8 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
0000000209673c0c (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
0000000209673538 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00000002096736ec (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
0000000209623e04 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
0000000209623de8 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
0000000209624784 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
0000000209624958 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
000000020962d598 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
000000020962c300 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
000000020962c21c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
000000020962bf7c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
000000020962b83c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
000000020962b210 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
000000020962b5b4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
0000000209619730 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00000002096196c4 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
0000000209636e68 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
000000020961b45c (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
0000000209636e6c (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
0000000209636e70 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
0000000209636ea8 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
000000020960e050 (__TEXT,__text) non-external _RNG
000000020966f664 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
000000020966f430 (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
000000020966f4b8 (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
0000000209603380 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00000002096031e8 (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00000002096032fc (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
000000020960e9a0 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
0000000209613ee0 (__TEXT,__text) non-external _SharedArrayEnqueue
000000020961d1c4 (__TEXT,__text) non-external _SharedArrayEnqueue
000000020962aae0 (__TEXT,__text) non-external _SharedArrayEnqueue
00000002096476d4 (__TEXT,__text) non-external _SharedArrayEnqueue
000000020961c990 (__TEXT,__text) non-external _SharedArrayPush
0000000209670ac4 (__TEXT,__text) non-external _SharedArrayPush
000000020961ce8c (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
000000020961c604 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
000000020961cb28 (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
000000020961caac (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
000000020961cb40 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
000000020961cf50 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
000000020961d39c (__TEXT,__text) non-external (was a private external) _SharedBufferRead
000000020961d358 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
000000020961d2f8 (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
000000020961d3ec (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00000002096234f8 (__TEXT,__text) non-external (was a private external) _StringTableAppend
0000000209623628 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00000002096234ec (__TEXT,__text) non-external (was a private external) _StringTableClear
0000000209623ae0 (__TEXT,__text) non-external _StringTableCmp
00000002096233ac (__TEXT,__text) non-external (was a private external) _StringTableCreate
00000002096234a0 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
0000000209623a44 (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00000002096238fc (__TEXT,__text) non-external _StringTableSearchSortedWithLength
0000000209623ad8 (__TEXT,__text) non-external (was a private external) _StringTableSize
0000000209623758 (__TEXT,__text) non-external (was a private external) _StringTableSort
0000000209629c7c (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
000000020962a6c0 (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
000000020962ae78 (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
000000020962ac14 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
000000020962ad58 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
000000020966e09c (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
000000020966e530 (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
000000020966e848 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
000000020966e98c (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
000000020966ea78 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000002095fdb1c (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00000002095fdaa4 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
000000021468c350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000209636c54 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00000002096162b4 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
0000000209615700 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
000000020960339c (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
0000000209603570 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
0000000209604794 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00000002096034ec (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
0000000209628bbc (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00000002096296c0 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00000002096437e4 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
0000000209632b60 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
0000000209632d80 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
0000000209632ae8 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
000000020963287c (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
0000000209605980 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
000000020960634c (__TEXT,__text) non-external _aaAssetExtractorProgress
000000020966f680 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
000000020966fe18 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
0000000209666e84 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
0000000209649d10 (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
000000020961e95c (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
000000020966c1c0 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
000000020966c1cc (__TEXT,__text) non-external _aaCompressionOutputStreamClose
000000020966c334 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
000000020966c094 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
000000020964a564 (__TEXT,__text) non-external (was a private external) _aaCopyFile
000000020966e084 (__TEXT,__text) non-external _aaDecompressionStreamAbort
000000020966d850 (__TEXT,__text) non-external _aaDecompressionStreamClose
000000020966d908 (__TEXT,__text) non-external _aaDecompressionStreamRead
000000020966d774 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
000000020966d62c (__TEXT,__text) non-external _aaDecompressionStreamRefill
000000020965d784 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
000000020965c8f4 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
000000020965ce98 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
000000020965cd38 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
000000020964943c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
0000000209648df4 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00000002096499b4 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
0000000209648710 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00000002096480dc (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
0000000209648a2c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
0000000209649bbc (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
0000000209647cac (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
0000000209647f60 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
0000000209649b28 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00000002096480ac (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
000000020965a94c (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
0000000209659e2c (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
000000020965a2e0 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
000000020965a190 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
0000000209663c2c (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
0000000209663ec8 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
0000000209663d70 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00000002096431a4 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
0000000209667444 (__TEXT,__text) non-external _aaFileStreamAbort
0000000209666ef4 (__TEXT,__text) non-external _aaFileStreamClose
0000000209667480 (__TEXT,__text) non-external _aaFileStreamFlush
0000000209666eb4 (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
0000000209667334 (__TEXT,__text) non-external _aaFileStreamPRead
00000002096673bc (__TEXT,__text) non-external _aaFileStreamPWrite
000000020966722c (__TEXT,__text) non-external _aaFileStreamRead
0000000209667450 (__TEXT,__text) non-external _aaFileStreamSeek
0000000209667468 (__TEXT,__text) non-external _aaFileStreamTruncate
00000002096672b0 (__TEXT,__text) non-external _aaFileStreamWrite
0000000209657d60 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
0000000209658098 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00000002096583b8 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
0000000209656864 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
0000000209657088 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
0000000209639010 (__TEXT,__text) non-external _aaInPlaceStreamCancel
0000000209638f34 (__TEXT,__text) non-external _aaInPlaceStreamClose
0000000209638b94 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
0000000209638e5c (__TEXT,__text) non-external _aaInPlaceStreamPRead
0000000209638e64 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
0000000209638e6c (__TEXT,__text) non-external _aaInPlaceStreamRead
0000000209638e84 (__TEXT,__text) non-external _aaInPlaceStreamSeek
0000000209638e78 (__TEXT,__text) non-external _aaInPlaceStreamWrite
0000000209667c94 (__TEXT,__text) non-external _aaMagicStreamAbort
0000000209667b4c (__TEXT,__text) non-external _aaMagicStreamClose
0000000209667b80 (__TEXT,__text) non-external _aaMagicStreamRead
000000020966cd5c (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
0000000209667968 (__TEXT,__text) non-external _aaSharedBufferIStreamClose
0000000209667920 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
000000020966799c (__TEXT,__text) non-external _aaSharedBufferRead
0000000209667964 (__TEXT,__text) non-external _aaSharedBufferWrite
0000000209668080 (__TEXT,__text) non-external _aaTeeStreamAbort
0000000209667d9c (__TEXT,__text) non-external _aaTeeStreamClose
0000000209667f08 (__TEXT,__text) non-external _aaTeeStreamPWrite
0000000209667db8 (__TEXT,__text) non-external _aaTeeStreamWrite
0000000209666f3c (__TEXT,__text) non-external _aaTempFileStreamClose
000000020965e230 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
000000020963ffa8 (__TEXT,__text) non-external _add_control
00000002096095e0 (__TEXT,__text) non-external (was a private external) _aeaChecksum
00000002096091bc (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
000000020961ff2c (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
000000020961eee4 (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
000000020961ebfc (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
000000020961eb5c (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
0000000209621618 (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
0000000209620ea4 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
0000000209609574 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00000002096091d8 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
0000000209609108 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00000002096092b4 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
000000020962031c (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00000002096201ec (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
0000000209620188 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
000000020963dadc (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
000000020963cc1c (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
000000020960db10 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00000002096097e0 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
000000020960a8d4 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00000002096097d0 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
0000000209611790 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00000002096108ac (__TEXT,__text) non-external _aeaInputStreamCancel
0000000209610910 (__TEXT,__text) non-external _aeaInputStreamClose
0000000209610ad8 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
0000000209611010 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
0000000209610690 (__TEXT,__text) non-external _aeaInputStreamRead
0000000209618f80 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
0000000209679dea (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
000000020960946c (__TEXT,__text) non-external (was a private external) _aeaMagicInit
0000000209613210 (__TEXT,__text) non-external _aeaOutputStreamAbort
000000020961322c (__TEXT,__text) non-external _aeaOutputStreamClose
0000000209613954 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
0000000209613dcc (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
0000000209611c54 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
0000000209612158 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
0000000209612fd4 (__TEXT,__text) non-external _aeaOutputStreamWrite
0000000209612980 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
0000000209621570 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00000002096090fc (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
0000000209609490 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
0000000209615d10 (__TEXT,__text) non-external _afStreamCancel
0000000209615b6c (__TEXT,__text) non-external _afStreamClose
0000000209616014 (__TEXT,__text) non-external _afStreamCloseWithState
0000000209615d24 (__TEXT,__text) non-external _afStreamWrite
000000020966aa60 (__TEXT,__text) non-external _afscStreamCancel
000000020966a49c (__TEXT,__text) non-external _afscStreamClose
000000020966ae94 (__TEXT,__text) non-external _afscStreamCloseWithState
0000000209668210 (__TEXT,__text) non-external _afscStreamOpen
000000020966aa74 (__TEXT,__text) non-external _afscStreamWrite
000000020965c87c (__TEXT,__text) non-external _appendFieldIfNotDefinedString
000000020965c80c (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
000000020960032c (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
0000000209636800 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
0000000209659274 (__TEXT,__text) non-external _append_field
0000000209655eec (__TEXT,__text) non-external _applyEntryAttributes
00000002096361c4 (__TEXT,__text) non-external _applyYEC
00000002096317a4 (__TEXT,__text) non-external (was a private external) _areFilesEqual
0000000209631aa4 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00000002096051bc (__TEXT,__text) non-external _asyncContext
000000020961e5fc (__TEXT,__text) non-external _asyncContext
00000002096054b4 (__TEXT,__text) non-external _asyncProgress
000000020961e914 (__TEXT,__text) non-external _asyncProgress
000000020960549c (__TEXT,__text) non-external _asyncSelect
0000000209626448 (__TEXT,__text) non-external _bestMatchInRange
000000020963920c (__TEXT,__text) non-external _blockGetFromCache
000000020963908c (__TEXT,__text) non-external _blockReader
0000000209639370 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
000000020963aea8 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
000000020963b85c (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
000000020963c1cc (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
000000020963b688 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
000000020963bac4 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
000000020963bb2c (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
000000020963b0fc (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
000000020963af04 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
000000020963b48c (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
000000020963b620 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
                 (undefined) external _bzero (from libSystem)
0000000209674508 (__TEXT,__text) non-external _cacheData
                 (undefined) external _calloc (from libSystem)
0000000209604764 (__TEXT,__text) non-external _cancelProc
0000000209629690 (__TEXT,__text) non-external _cancelProc
0000000209634ff4 (__TEXT,__text) non-external _cancelProc
000000020964539c (__TEXT,__text) non-external _cancelProc
00000002096473a8 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
0000000209624b10 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
0000000209641c0c (__TEXT,__text) non-external _chunkAppendHole
000000020962ec5c (__TEXT,__text) non-external _chunkAsyncCancel
000000020962e510 (__TEXT,__text) non-external _chunkAsyncClose
000000020962e8b0 (__TEXT,__text) non-external _chunkAsyncGetRange
000000020962ec80 (__TEXT,__text) non-external _chunkAsyncIsCancelled
000000020962ea8c (__TEXT,__text) non-external _chunkAsyncProcess
0000000209641bc0 (__TEXT,__text) non-external _chunkDestroy
00000002096401dc (__TEXT,__text) non-external _chunk_compare_by_position
00000002096401cc (__TEXT,__text) non-external _chunk_compare_by_rating
00000002096278f8 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
0000000209603408 (__TEXT,__text) non-external _closeProc
0000000209628cb0 (__TEXT,__text) non-external _closeProc
00000002096329f8 (__TEXT,__text) non-external _closeProc
00000002096438ec (__TEXT,__text) non-external _closeProc
00000002096036f4 (__TEXT,__text) non-external _closeWithStateProc
0000000209628d4c (__TEXT,__text) non-external _closeWithStateProc
0000000209633bdc (__TEXT,__text) non-external _closeWithStateProc
00000002096439a8 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
0000000209652218 (__TEXT,__text) non-external _cmpNodesProc
00000002095ffe0c (__TEXT,__text) non-external _cmpRange
0000000209602e44 (__TEXT,__text) non-external _cmp_entries_clc
0000000209602e10 (__TEXT,__text) non-external _cmp_entries_hlc
0000000209602edc (__TEXT,__text) non-external _cmp_entries_offset
0000000209602e78 (__TEXT,__text) non-external _cmp_entries_slc
000000020964f838 (__TEXT,__text) non-external _cmp_keys
000000020964365c (__TEXT,__text) non-external _cmp_markers
000000020961eb4c (__TEXT,__text) non-external _compositeChunkAsyncCancel
000000020961eaf0 (__TEXT,__text) non-external _compositeChunkAsyncClose
000000020961eb3c (__TEXT,__text) non-external _compositeChunkAsyncGetRange
000000020961eb54 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
000000020961eb44 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00000002096064a0 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
0000000209662dc0 (__TEXT,__text) non-external _computePatchesWorkerProc
0000000209630658 (__TEXT,__text) non-external (was a private external) _concatExtractPath
0000000209630594 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
0000000209671ad4 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
0000000209638224 (__TEXT,__text) non-external _convertStreamAbort
00000002096384dc (__TEXT,__text) non-external _convertStreamBeginBlob
0000000209637134 (__TEXT,__text) non-external _convertStreamClose
0000000209638718 (__TEXT,__text) non-external _convertStreamEndBlob
0000000209638444 (__TEXT,__text) non-external _convertStreamEndEntry
000000020963837c (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
0000000209637de8 (__TEXT,__text) non-external _convertStreamWriteBlob
00000002096371d0 (__TEXT,__text) non-external _convertStreamWriteHeader
0000000209630d88 (__TEXT,__text) non-external (was a private external) _copyFileSegment
0000000209631190 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000002096501a4 (__TEXT,__text) non-external _create
0000000209636f14 (__TEXT,__text) non-external _createErrorContextKey
0000000209636944 (__TEXT,__text) non-external (was a private external) _createThread
000000020961ce28 (__TEXT,__text) non-external _currentWriteBufferFull
0000000209666d1c (__TEXT,__text) non-external _decodeStreamAbort
0000000209666d38 (__TEXT,__text) non-external _decodeStreamClose
0000000209665e2c (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00000002096661a8 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000020966602c (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
0000000209666b0c (__TEXT,__text) non-external _decodeStreamReadBlob
0000000209665f08 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00000002096665fc (__TEXT,__text) non-external _decodeStreamReadHeader
0000000209665d70 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
0000000209669628 (__TEXT,__text) non-external _decompressToData
