0000000180dd1048 (__TEXT,__text) external _APL_dgemm
0000000180f966b4 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
0000000180fbd120 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
0000000180fee46c (__TEXT,__text) external _cblas_ctrmm
0000000180f8317c (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
0000000180faa2c8 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
0000000181004c00 (__TEXT,__text) external _cblas_ctrmv
0000000180f96fdc (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK
0000000180fbda58 (__TEXT,__text) external _cblas_ctrmv$NEWLAPACK$ILP64
0000000180fef628 (__TEXT,__text) external _cblas_ctrsm
0000000180f84338 (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK
0000000180fab3fc (__TEXT,__text) external _cblas_ctrsm$NEWLAPACK$ILP64
0000000181005668 (__TEXT,__text) external _cblas_ctrsv
0000000180f97a44 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK
0000000180fbe4c8 (__TEXT,__text) external _cblas_ctrsv$NEWLAPACK$ILP64
0000000180fcb8fc (__TEXT,__text) external _cblas_dasum
0000000180e31364 (__TEXT,__text) external _cblas_dasum$NEWLAPACK
0000000180f72fa4 (__TEXT,__text) external _cblas_dasum$NEWLAPACK$ILP64
0000000180fcb958 (__TEXT,__text) external _cblas_daxpy
0000000180e313c0 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK
0000000180f72ff8 (__TEXT,__text) external _cblas_daxpy$NEWLAPACK$ILP64
0000000180fcba34 (__TEXT,__text) external _cblas_dcopy
0000000180e3149c (__TEXT,__text) external _cblas_dcopy$NEWLAPACK
0000000180f730b8 (__TEXT,__text) external _cblas_dcopy$NEWLAPACK$ILP64
0000000180fcb8a8 (__TEXT,__text) external _cblas_ddot
0000000180e31310 (__TEXT,__text) external _cblas_ddot$NEWLAPACK
0000000180f72f60 (__TEXT,__text) external _cblas_ddot$NEWLAPACK$ILP64
0000000180fdaa70 (__TEXT,__text) external _cblas_dgbmv
0000000180f6887c (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK
0000000180f790e8 (__TEXT,__text) external _cblas_dgbmv$NEWLAPACK$ILP64
0000000180fcc7e4 (__TEXT,__text) external _cblas_dgemm
0000000180f147ac (__TEXT,__text) external _cblas_dgemm$NEWLAPACK
0000000180f765d0 (__TEXT,__text) external _cblas_dgemm$NEWLAPACK$ILP64
0000000180cf2f2c (__TEXT,__text) external _cblas_dgemv
0000000180d43b7c (__TEXT,__text) external _cblas_dgemv$NEWLAPACK
0000000180f71b04 (__TEXT,__text) external _cblas_dgemv$NEWLAPACK$ILP64
0000000180cf236c (__TEXT,__text) external _cblas_dger
0000000180d43a88 (__TEXT,__text) external _cblas_dger$NEWLAPACK
0000000180f71a14 (__TEXT,__text) external _cblas_dger$NEWLAPACK$ILP64
0000000180fcba98 (__TEXT,__text) external _cblas_dnrm2
0000000180e31500 (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK
0000000180f7310c (__TEXT,__text) external _cblas_dnrm2$NEWLAPACK$ILP64
0000000180fcbb68 (__TEXT,__text) external _cblas_drot
0000000180e31604 (__TEXT,__text) external _cblas_drot$NEWLAPACK
0000000180f731e8 (__TEXT,__text) external _cblas_drot$NEWLAPACK$ILP64
0000000180ffd7f4 (__TEXT,__text) external _cblas_drotg
0000000180f90144 (__TEXT,__text) external _cblas_drotg$NEWLAPACK
0000000180fb6b58 (__TEXT,__text) external _cblas_drotg$NEWLAPACK$ILP64
0000000180fcbc10 (__TEXT,__text) external _cblas_drotm
0000000180e316ac (__TEXT,__text) external _cblas_drotm$NEWLAPACK
0000000180f73280 (__TEXT,__text) external _cblas_drotm$NEWLAPACK$ILP64
0000000180ffd8e8 (__TEXT,__text) external _cblas_drotmg
0000000180f90238 (__TEXT,__text) external _cblas_drotmg$NEWLAPACK
0000000180fb6c4c (__TEXT,__text) external _cblas_drotmg$NEWLAPACK$ILP64
0000000180fdb828 (__TEXT,__text) external _cblas_dsbmv
0000000180f6928c (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK
0000000180f794f4 (__TEXT,__text) external _cblas_dsbmv$NEWLAPACK$ILP64
0000000180cf2338 (__TEXT,__text) external _cblas_dscal
0000000180e31524 (__TEXT,__text) external _cblas_dscal$NEWLAPACK
0000000180f73128 (__TEXT,__text) external _cblas_dscal$NEWLAPACK$ILP64
0000000180fc9510 (__TEXT,__text) external _cblas_dsdot
0000000180d07708 (__TEXT,__text) external _cblas_dsdot$NEWLAPACK
0000000180f6dcec (__TEXT,__text) external _cblas_dsdot$NEWLAPACK$ILP64
0000000180fca5e4 (__TEXT,__text) external _cblas_dspmv
0000000180d453ac (__TEXT,__text) external _cblas_dspmv$NEWLAPACK
0000000180f71f68 (__TEXT,__text) external _cblas_dspmv$NEWLAPACK$ILP64
0000000180fde1f0 (__TEXT,__text) external _cblas_dspr
0000000180f6b334 (__TEXT,__text) external _cblas_dspr$NEWLAPACK
0000000180f79d40 (__TEXT,__text) external _cblas_dspr$NEWLAPACK$ILP64
0000000180fde8cc (__TEXT,__text) external _cblas_dspr2
0000000180f6b534 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK
0000000180f79f44 (__TEXT,__text) external _cblas_dspr2$NEWLAPACK$ILP64
0000000180fcbae8 (__TEXT,__text) external _cblas_dswap
0000000180e31584 (__TEXT,__text) external _cblas_dswap$NEWLAPACK
0000000180f73178 (__TEXT,__text) external _cblas_dswap$NEWLAPACK$ILP64
0000000180fc8d3c (__TEXT,__text) external _cblas_dsymm
0000000180d06f34 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK
0000000180f6d580 (__TEXT,__text) external _cblas_dsymm$NEWLAPACK$ILP64
0000000180fda170 (__TEXT,__text) external _cblas_dsymv
0000000180f5b778 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK
0000000180f78e38 (__TEXT,__text) external _cblas_dsymv$NEWLAPACK$ILP64
0000000180fc9b2c (__TEXT,__text) external _cblas_dsyr
0000000180d43cdc (__TEXT,__text) external _cblas_dsyr$NEWLAPACK
0000000180f71c54 (__TEXT,__text) external _cblas_dsyr$NEWLAPACK$ILP64
0000000180fc9bec (__TEXT,__text) external _cblas_dsyr2
0000000180d43d9c (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK
0000000180f71d1c (__TEXT,__text) external _cblas_dsyr2$NEWLAPACK$ILP64
0000000180fcbcf4 (__TEXT,__text) external _cblas_dsyr2k
0000000180e9c2b4 (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK
0000000180f7573c (__TEXT,__text) external _cblas_dsyr2k$NEWLAPACK$ILP64
0000000180fcc0d4 (__TEXT,__text) external _cblas_dsyrk
0000000180ef91a0 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK
0000000180f75a80 (__TEXT,__text) external _cblas_dsyrk$NEWLAPACK$ILP64
0000000180fdc9a8 (__TEXT,__text) external _cblas_dtbmv
0000000180f695e8 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK
0000000180f79830 (__TEXT,__text) external _cblas_dtbmv$NEWLAPACK$ILP64
0000000180fddbd0 (__TEXT,__text) external _cblas_dtbsv
0000000180f698b0 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK
0000000180f79ab8 (__TEXT,__text) external _cblas_dtbsv$NEWLAPACK$ILP64
0000000180fe1958 (__TEXT,__text) external _cblas_dtpmv
0000000180f6b7a4 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK
0000000180f7a194 (__TEXT,__text) external _cblas_dtpmv$NEWLAPACK$ILP64
0000000180fe4cfc (__TEXT,__text) external _cblas_dtpsv
0000000180f6bab8 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK
0000000180f7a488 (__TEXT,__text) external _cblas_dtpsv$NEWLAPACK$ILP64
0000000180fcc410 (__TEXT,__text) external _cblas_dtrmm
0000000180efe3c0 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK
0000000180f76234 (__TEXT,__text) external _cblas_dtrmm$NEWLAPACK$ILP64
0000000180cf2a20 (__TEXT,__text) external _cblas_dtrmv
0000000180d43e94 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK
0000000180f71e14 (__TEXT,__text) external _cblas_dtrmv$NEWLAPACK$ILP64
0000000180fc9134 (__TEXT,__text) external _cblas_dtrsm
0000000180d0732c (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK
0000000180f6d938 (__TEXT,__text) external _cblas_dtrsm$NEWLAPACK$ILP64
0000000180fd9f00 (__TEXT,__text) external _cblas_dtrsv
0000000180f5a240 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK
0000000180f78bf4 (__TEXT,__text) external _cblas_dtrsv$NEWLAPACK$ILP64
0000000181006f90 (__TEXT,__text) external _cblas_dzasum
0000000180f9935c (__TEXT,__text) external _cblas_dzasum$NEWLAPACK
0000000180fbfd74 (__TEXT,__text) external _cblas_dzasum$NEWLAPACK$ILP64
0000000181006ff8 (__TEXT,__text) external _cblas_dznrm2
0000000180f993c4 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK
0000000180fbfdd4 (__TEXT,__text) external _cblas_dznrm2$NEWLAPACK$ILP64
0000000181010674 (__TEXT,__text) external _cblas_errprn
0000000180fa22e4 (__TEXT,__text) external _cblas_errprn$NEWLAPACK
0000000180fc8ce4 (__TEXT,__text) external _cblas_errprn$NEWLAPACK$ILP64
0000000181006d28 (__TEXT,__text) external _cblas_icamax
0000000180f990f4 (__TEXT,__text) external _cblas_icamax$NEWLAPACK
0000000180fbfb1c (__TEXT,__text) external _cblas_icamax$NEWLAPACK$ILP64
0000000180cf20f0 (__TEXT,__text) external _cblas_idamax
0000000180f6c850 (__TEXT,__text) external _cblas_idamax$NEWLAPACK
0000000180f7aa6c (__TEXT,__text) external _cblas_idamax$NEWLAPACK$ILP64
0000000180fe5124 (__TEXT,__text) external _cblas_isamax
0000000180f6c220 (__TEXT,__text) external _cblas_isamax$NEWLAPACK
0000000180f7a6b4 (__TEXT,__text) external _cblas_isamax$NEWLAPACK$ILP64
00000001810070ec (__TEXT,__text) external _cblas_izamax
0000000180f994b8 (__TEXT,__text) external _cblas_izamax$NEWLAPACK
0000000180fbfec0 (__TEXT,__text) external _cblas_izamax$NEWLAPACK$ILP64
0000000180fc9624 (__TEXT,__text) external _cblas_sasum
0000000180d0781c (__TEXT,__text) external _cblas_sasum$NEWLAPACK
0000000180f6ddd0 (__TEXT,__text) external _cblas_sasum$NEWLAPACK$ILP64
0000000180fc9680 (__TEXT,__text) external _cblas_saxpy
0000000180d07878 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK
0000000180f6de24 (__TEXT,__text) external _cblas_saxpy$NEWLAPACK$ILP64
0000000181006e60 (__TEXT,__text) external _cblas_scasum
0000000180f9922c (__TEXT,__text) external _cblas_scasum$NEWLAPACK
0000000180fbfc50 (__TEXT,__text) external _cblas_scasum$NEWLAPACK$ILP64
0000000181006ec0 (__TEXT,__text) external _cblas_scnrm2
0000000180f9928c (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK
0000000180fbfca8 (__TEXT,__text) external _cblas_scnrm2$NEWLAPACK$ILP64
0000000180fc975c (__TEXT,__text) external _cblas_scopy
0000000180d07954 (__TEXT,__text) external _cblas_scopy$NEWLAPACK
0000000180f6dee4 (__TEXT,__text) external _cblas_scopy$NEWLAPACK$ILP64
0000000180fc95dc (__TEXT,__text) external _cblas_sdot
0000000180d077d4 (__TEXT,__text) external _cblas_sdot$NEWLAPACK
0000000180f6dd98 (__TEXT,__text) external _cblas_sdot$NEWLAPACK$ILP64
0000000180fc9564 (__TEXT,__text) external _cblas_sdsdot
0000000180d0775c (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK
0000000180f6dd30 (__TEXT,__text) external _cblas_sdsdot$NEWLAPACK$ILP64
0000000180fcdd4c (__TEXT,__text) external _cblas_sgbmv
0000000180f55e44 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK
0000000180f77450 (__TEXT,__text) external _cblas_sgbmv$NEWLAPACK$ILP64
0000000180fc9a4c (__TEXT,__text) external _cblas_sgemm
0000000180d0963c (__TEXT,__text) external _cblas_sgemm$NEWLAPACK
0000000180f6e17c (__TEXT,__text) external _cblas_sgemm$NEWLAPACK$ILP64
0000000180fc9abc (__TEXT,__text) external _cblas_sgemm_singlecore
0000000180fcb4fc (__TEXT,__text) external _cblas_sgemv
0000000180dd6c94 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK
0000000180f72c18 (__TEXT,__text) external _cblas_sgemv$NEWLAPACK$ILP64
0000000180fcb560 (__TEXT,__text) external _cblas_sgemv_singlecore
0000000180fcb2cc (__TEXT,__text) external _cblas_sger
0000000180dd6ba4 (__TEXT,__text) external _cblas_sger$NEWLAPACK
0000000180f72b28 (__TEXT,__text) external _cblas_sger$NEWLAPACK$ILP64
0000000180fc97c0 (__TEXT,__text) external _cblas_snrm2
0000000180d079b8 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK
0000000180f6df38 (__TEXT,__text) external _cblas_snrm2$NEWLAPACK$ILP64
0000000180fc98c4 (__TEXT,__text) external _cblas_srot
0000000180d07abc (__TEXT,__text) external _cblas_srot$NEWLAPACK
0000000180f6e014 (__TEXT,__text) external _cblas_srot$NEWLAPACK$ILP64
0000000180ffdbc4 (__TEXT,__text) external _cblas_srotg
0000000180f90514 (__TEXT,__text) external _cblas_srotg$NEWLAPACK
0000000180fb6f28 (__TEXT,__text) external _cblas_srotg$NEWLAPACK$ILP64
0000000180fc996c (__TEXT,__text) external _cblas_srotm
0000000180d07b64 (__TEXT,__text) external _cblas_srotm$NEWLAPACK
0000000180f6e0ac (__TEXT,__text) external _cblas_srotm$NEWLAPACK$ILP64
0000000180ffdcb4 (__TEXT,__text) external _cblas_srotmg
0000000180f90604 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK
0000000180fb7018 (__TEXT,__text) external _cblas_srotmg$NEWLAPACK$ILP64
0000000180fcea64 (__TEXT,__text) external _cblas_ssbmv
0000000180f56274 (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK
0000000180f7785c (__TEXT,__text) external _cblas_ssbmv$NEWLAPACK$ILP64
0000000180fc97e4 (__TEXT,__text) external _cblas_sscal
0000000180d079dc (__TEXT,__text) external _cblas_sscal$NEWLAPACK
0000000180f6df54 (__TEXT,__text) external _cblas_sscal$NEWLAPACK$ILP64
0000000180fcf594 (__TEXT,__text) external _cblas_sspmv
0000000180f565d0 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK
0000000180f77b98 (__TEXT,__text) external _cblas_sspmv$NEWLAPACK$ILP64
0000000180fcfc3c (__TEXT,__text) external _cblas_sspr
0000000180f5688c (__TEXT,__text) external _cblas_sspr$NEWLAPACK
0000000180f77e48 (__TEXT,__text) external _cblas_sspr$NEWLAPACK$ILP64
0000000180fd03c8 (__TEXT,__text) external _cblas_sspr2
0000000180f56a8c (__TEXT,__text) external _cblas_sspr2$NEWLAPACK
0000000180f7803c (__TEXT,__text) external _cblas_sspr2$NEWLAPACK$ILP64
0000000180fc9844 (__TEXT,__text) external _cblas_sswap
0000000180d07a3c (__TEXT,__text) external _cblas_sswap$NEWLAPACK
0000000180f6dfa4 (__TEXT,__text) external _cblas_sswap$NEWLAPACK$ILP64
0000000180fcce34 (__TEXT,__text) external _cblas_ssymm
0000000180f47c6c (__TEXT,__text) external _cblas_ssymm$NEWLAPACK
0000000180f76ba4 (__TEXT,__text) external _cblas_ssymm$NEWLAPACK$ILP64
0000000180fcd49c (__TEXT,__text) external _cblas_ssymv
0000000180f53490 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK
0000000180f771a0 (__TEXT,__text) external _cblas_ssymv$NEWLAPACK$ILP64
0000000180fcb5c4 (__TEXT,__text) external _cblas_ssyr
0000000180dd6cf8 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK
0000000180f72c68 (__TEXT,__text) external _cblas_ssyr$NEWLAPACK$ILP64
0000000180fcb678 (__TEXT,__text) external _cblas_ssyr2
0000000180dd6dac (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK
0000000180f72d24 (__TEXT,__text) external _cblas_ssyr2$NEWLAPACK$ILP64
0000000180fca7dc (__TEXT,__text) external _cblas_ssyr2k
0000000180d4c1e4 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK
0000000180f72148 (__TEXT,__text) external _cblas_ssyr2k$NEWLAPACK$ILP64
0000000180fcabbc (__TEXT,__text) external _cblas_ssyrk
0000000180d51c94 (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK
0000000180f7248c (__TEXT,__text) external _cblas_ssyrk$NEWLAPACK$ILP64
0000000180fd1644 (__TEXT,__text) external _cblas_stbmv
0000000180f56cf8 (__TEXT,__text) external _cblas_stbmv$NEWLAPACK
0000000180f7828c (__TEXT,__text) external _cblas_stbmv$NEWLAPACK$ILP64
0000000180fd2bf8 (__TEXT,__text) external _cblas_stbsv
0000000180f56fc0 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK
0000000180f78514 (__TEXT,__text) external _cblas_stbsv$NEWLAPACK$ILP64
0000000180fd626c (__TEXT,__text) external _cblas_stpmv
0000000180f57288 (__TEXT,__text) external _cblas_stpmv$NEWLAPACK
0000000180f7879c (__TEXT,__text) external _cblas_stpmv$NEWLAPACK$ILP64
0000000180fd9cb4 (__TEXT,__text) external _cblas_stpsv
0000000180f574d4 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK
0000000180f789c8 (__TEXT,__text) external _cblas_stpsv$NEWLAPACK$ILP64
0000000180fcaef8 (__TEXT,__text) external _cblas_strmm
0000000180dd1758 (__TEXT,__text) external _cblas_strmm$NEWLAPACK
0000000180f7278c (__TEXT,__text) external _cblas_strmm$NEWLAPACK$ILP64
0000000180fcb75c (__TEXT,__text) external _cblas_strmv
0000000180dd6e90 (__TEXT,__text) external _cblas_strmv$NEWLAPACK
0000000180f72e0c (__TEXT,__text) external _cblas_strmv$NEWLAPACK$ILP64
0000000180fe5378 (__TEXT,__text) external _cblas_strsm
0000000180f6c474 (__TEXT,__text) external _cblas_strsm$NEWLAPACK
0000000180f7a6b8 (__TEXT,__text) external _cblas_strsm$NEWLAPACK$ILP64
0000000180fcd22c (__TEXT,__text) external _cblas_strsv
0000000180f52004 (__TEXT,__text) external _cblas_strsv$NEWLAPACK
0000000180f76f5c (__TEXT,__text) external _cblas_strsv$NEWLAPACK$ILP64
00000001810105dc (__TEXT,__text) external _cblas_xerbla
0000000180fa224c (__TEXT,__text) external _cblas_xerbla$NEWLAPACK
0000000180fc8c4c (__TEXT,__text) external _cblas_xerbla$NEWLAPACK$ILP64
000000018100751c (__TEXT,__text) external _cblas_zaxpy
0000000180f998e8 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK
0000000180fc02e4 (__TEXT,__text) external _cblas_zaxpy$NEWLAPACK$ILP64
0000000181007630 (__TEXT,__text) external _cblas_zcopy
0000000180f999fc (__TEXT,__text) external _cblas_zcopy$NEWLAPACK
0000000180fc03f4 (__TEXT,__text) external _cblas_zcopy$NEWLAPACK$ILP64
0000000181007738 (__TEXT,__text) external _cblas_zdotc_sub
0000000180f99b04 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK
0000000180fc04e0 (__TEXT,__text) external _cblas_zdotc_sub$NEWLAPACK$ILP64
00000001810078b8 (__TEXT,__text) external _cblas_zdotu_sub
0000000180f99c50 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK
0000000180fc0628 (__TEXT,__text) external _cblas_zdotu_sub$NEWLAPACK$ILP64
0000000181007a04 (__TEXT,__text) external _cblas_zdrot
0000000180f99d9c (__TEXT,__text) external _cblas_zdrot$NEWLAPACK
0000000180fc0770 (__TEXT,__text) external _cblas_zdrot$NEWLAPACK$ILP64
0000000181007a94 (__TEXT,__text) external _cblas_zdscal
0000000180f99e2c (__TEXT,__text) external _cblas_zdscal$NEWLAPACK
0000000180fc07fc (__TEXT,__text) external _cblas_zdscal$NEWLAPACK$ILP64
00000001810080ec (__TEXT,__text) external _cblas_zgbmv
0000000180f9a2d4 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK
0000000180fc0c74 (__TEXT,__text) external _cblas_zgbmv$NEWLAPACK$ILP64
0000000180ff36b8 (__TEXT,__text) external _cblas_zgemm
0000000180f860d8 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK
0000000180fad134 (__TEXT,__text) external _cblas_zgemm$NEWLAPACK$ILP64
0000000181008844 (__TEXT,__text) external _cblas_zgemv
0000000180f9a9f8 (__TEXT,__text) external _cblas_zgemv$NEWLAPACK
0000000180fc136c (__TEXT,__text) external _cblas_zgemv$NEWLAPACK$ILP64
0000000181009530 (__TEXT,__text) external _cblas_zgerc
0000000180f9b6e4 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK
0000000180fc2080 (__TEXT,__text) external _cblas_zgerc$NEWLAPACK$ILP64
0000000181009c40 (__TEXT,__text) external _cblas_zgeru
0000000180f9bdf4 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK
0000000180fc2780 (__TEXT,__text) external _cblas_zgeru$NEWLAPACK$ILP64
000000018100a3cc (__TEXT,__text) external _cblas_zhbmv
0000000180f9c580 (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK
0000000180fc2efc (__TEXT,__text) external _cblas_zhbmv$NEWLAPACK$ILP64
0000000180ff4570 (__TEXT,__text) external _cblas_zhemm
0000000180f86f90 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK
0000000180fadf44 (__TEXT,__text) external _cblas_zhemm$NEWLAPACK$ILP64
000000018100a9b0 (__TEXT,__text) external _cblas_zhemv
0000000180f9cb64 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK
0000000180fc34f8 (__TEXT,__text) external _cblas_zhemv$NEWLAPACK$ILP64
000000018100b340 (__TEXT,__text) external _cblas_zher
0000000180f9d520 (__TEXT,__text) external _cblas_zher$NEWLAPACK
0000000180fc3eb0 (__TEXT,__text) external _cblas_zher$NEWLAPACK$ILP64
000000018100ba60 (__TEXT,__text) external _cblas_zher2
0000000180f9dc40 (__TEXT,__text) external _cblas_zher2$NEWLAPACK
0000000180fc45e0 (__TEXT,__text) external _cblas_zher2$NEWLAPACK$ILP64
0000000180ff5638 (__TEXT,__text) external _cblas_zher2k
0000000180f88058 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK
0000000180faef98 (__TEXT,__text) external _cblas_zher2k$NEWLAPACK$ILP64
0000000180ff6a60 (__TEXT,__text) external _cblas_zherk
0000000180f89480 (__TEXT,__text) external _cblas_zherk$NEWLAPACK
0000000180fb02a0 (__TEXT,__text) external _cblas_zherk$NEWLAPACK$ILP64
000000018100c0b0 (__TEXT,__text) external _cblas_zhpmv
0000000180f9e290 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK
0000000180fc4c10 (__TEXT,__text) external _cblas_zhpmv$NEWLAPACK$ILP64
000000018100c5a8 (__TEXT,__text) external _cblas_zhpr
0000000180f9e788 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK
0000000180fc5114 (__TEXT,__text) external _cblas_zhpr$NEWLAPACK$ILP64
000000018100c924 (__TEXT,__text) external _cblas_zhpr2
0000000180f9eb04 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK
0000000180fc5498 (__TEXT,__text) external _cblas_zhpr2$NEWLAPACK$ILP64
0000000181007b80 (__TEXT,__text) external _cblas_zrotg
0000000180f99f18 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK
0000000180fc08e0 (__TEXT,__text) external _cblas_zrotg$NEWLAPACK$ILP64
0000000181007d04 (__TEXT,__text) external _cblas_zscal
0000000180f9a09c (__TEXT,__text) external _cblas_zscal$NEWLAPACK
0000000180fc0a64 (__TEXT,__text) external _cblas_zscal$NEWLAPACK$ILP64
0000000181008078 (__TEXT,__text) external _cblas_zswap
0000000180f9a260 (__TEXT,__text) external _cblas_zswap$NEWLAPACK
0000000180fc0c04 (__TEXT,__text) external _cblas_zswap$NEWLAPACK$ILP64
0000000180ff93d0 (__TEXT,__text) external _cblas_zsymm
0000000180f8bdf0 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK
0000000180fb2b44 (__TEXT,__text) external _cblas_zsymm$NEWLAPACK$ILP64
0000000180ffa4a8 (__TEXT,__text) external _cblas_zsyr2k
0000000180f8cec8 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK
0000000180fb3ba8 (__TEXT,__text) external _cblas_zsyr2k$NEWLAPACK$ILP64
0000000180ffb898 (__TEXT,__text) external _cblas_zsyrk
0000000180f8e2b8 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK
0000000180fb4de8 (__TEXT,__text) external _cblas_zsyrk$NEWLAPACK$ILP64
000000018100cefc (__TEXT,__text) external _cblas_ztbmv
0000000180f9f0dc (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK
0000000180fc5a54 (__TEXT,__text) external _cblas_ztbmv$NEWLAPACK$ILP64
000000018100d5f0 (__TEXT,__text) external _cblas_ztbsv
0000000180f9f7d0 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK
0000000180fc6174 (__TEXT,__text) external _cblas_ztbsv$NEWLAPACK$ILP64
000000018100de80 (__TEXT,__text) external _cblas_ztpmv
0000000180fa0060 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
0000000180fc6a30 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
000000018100e480 (__TEXT,__text) external _cblas_ztpsv
0000000180fa0660 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
0000000180fc7040 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
0000000180ffc540 (__TEXT,__text) external _cblas_ztrmm
0000000180f8ef60 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
0000000180fb59fc (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
000000018100f108 (__TEXT,__text) external _cblas_ztrmv
0000000180fa0e04 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
0000000180fc77f4 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
0000000180ff78c8 (__TEXT,__text) external _cblas_ztrsm
0000000180f8a2e8 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
0000000180fb1090 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
000000018100fa4c (__TEXT,__text) external _cblas_ztrsv
0000000180fa1748 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
0000000180fc8140 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
0000000180cf8d5c (__TEXT,__text) external _ccopy
0000000180efc5e4 (__TEXT,__text) external _ccopy$NEWLAPACK
0000000180f75fa0 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
0000000180cf8d5c (__TEXT,__text) external _ccopy_
0000000180cf8d84 (__TEXT,__text) external _cdotc
0000000180efc624 (__TEXT,__text) external _cdotc$NEWLAPACK
0000000180f75fe0 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
0000000180cf8d84 (__TEXT,__text) external _cdotc_
0000000180cf8dac (__TEXT,__text) external _cdotu
0000000180efc64c (__TEXT,__text) external _cdotu$NEWLAPACK
0000000180f76008 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180cf8dac (__TEXT,__text) external _cdotu_
0000000180cf7108 (__TEXT,__text) external _cgbmv
0000000180d40700 (__TEXT,__text) external _cgbmv$NEWLAPACK
0000000180f6e6ec (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180cf7108 (__TEXT,__text) external _cgbmv_
