00007ffb1f6d42cf (__TEXT,__text) external _AAAFSCGetMetadata
00007ffb1f68e9bf (__TEXT,__text) non-external (was a private external) _MemBufferGetFreePtr
00007ffb1f68e9a4 (__TEXT,__text) non-external (was a private external) _MemBufferGetFreeSize
00007ffb1f68e90b (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffb1f68ea72 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffb1f68ec9e (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffb1f68f953 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffb1f68fc03 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffb1f68fc13 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffb1f68fdf9 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffb1f6902d2 (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffb1f69039e (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffb1f6903da (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffb1f68c3cf (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffb1f68c5b8 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffb1f68c5e7 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffb1f68c5fe (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffb1f68c615 (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffb1f68f796 (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffb1f68f868 (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffb1f68f896 (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffb1f690126 (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffb1f6901eb (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffb1f690199 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffb1f6901a3 (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffb1f68f0b9 (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffb1f68f1e0 (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffb1f68f0c2 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffb1f68f15c (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffb1f68f184 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffb1f66e1e4 (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffb1f66e1ba (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffb1f66d5a1 (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffb1f663bf2 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffb1f680a5d (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffb1f663bca (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffb1f663bb9 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffb1f663b9a (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffb1f680a41 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffb1f66fd37 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffb1f66fd10 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffb1f6de7e1 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffb1f6de7ba (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffb1f672dd7 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffb1f672db0 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffb1f674a00 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffb1f674a4d (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffb1f67f650 (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffb1f67f629 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffb1f6808d2 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffb1f68091a (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffb1f6de808 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffb1f6dec18 (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffb1f6ded8d (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffb1f6df42f (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffb1f6df3d9 (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffb1f6df48a (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffb1f6df3c9 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffb1f6df0d7 (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffb1f6df682 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffb1f6df030 (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffb1f6df1c6 (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffb1f68b659 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffb1f68b631 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffb1f68c210 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffb1f68c3b7 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffb1f6951ae (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffb1f693c2c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffb1f693b61 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffb1f693917 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffb1f693161 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffb1f692b6c (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffb1f692f04 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffb1f6809d6 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffb1f680959 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffb1f69f211 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffb1f6829ba (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffb1f69f21b (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffb1f69f225 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffb1f69f241 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffb1f674f05 (__TEXT,__text) non-external _RNG
00007ffb1f6dad7b (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffb1f6dab7e (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffb1f6dabeb (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffb1f669d58 (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffb1f669beb (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffb1f669cdf (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffb1f675999 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffb1f6bce87 (__TEXT,__text) non-external _SemInit
00007ffb1f6dc439 (__TEXT,__text) non-external _SemInit
00007ffb1f67b217 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1f68473d (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1f6924fc (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1f6b06dd (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffb1f683f3d (__TEXT,__text) non-external _SharedArrayPush
00007ffb1f6dc342 (__TEXT,__text) non-external _SharedArrayPush
00007ffb1f684404 (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffb1f683bce (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffb1f6840a0 (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffb1f684034 (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffb1f6840b2 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffb1f6844a8 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffb1f6848b9 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffb1f684893 (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffb1f68484d (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffb1f6848f1 (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffb1f68ad27 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffb1f68ae28 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffb1f68ad13 (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffb1f68b326 (__TEXT,__text) non-external _StringTableCmp
00007ffb1f68ac0e (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffb1f68ace4 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffb1f68b2ab (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffb1f68b1ad (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffb1f68b31e (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffb1f68af17 (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffb1f691560 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffb1f69205a (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffb1f692831 (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffb1f69260c (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffb1f69272d (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffb1f6d97c4 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffb1f6d9c59 (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffb1f6d9fa5 (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffb1f6da0c6 (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffb1f6da19a (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffb1f663a2b (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffb1f6639b0 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb409dda38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffb1f669890 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb1f6698b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb1f69f006 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffb1f67d373 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffb1f67c7ce (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffb1f669d74 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffb1f669f01 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffb1f66b1ea (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffb1f669ea0 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffb1f6904d2 (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffb1f690f4c (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffb1f6ac148 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffb1f69a5f6 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffb1f69a800 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffb1f69a57c (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffb1f69a310 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffb1f66c549 (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffb1f66cf50 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffb1f6dad97 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffb1f6db573 (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffb1f6d25be (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffb1f6b2ddc (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffb1f685fcf (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffb1f6d7844 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffb1f6d7851 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffb1f6d79a8 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffb1f6d7711 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffb1f6b39df (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffb1f6d97a8 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffb1f6d8ee5 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffb1f6d8f89 (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffb1f6d8e25 (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffb1f6d8cc2 (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffb1f6c82ee (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffb1f6c722c (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffb1f6c7795 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffb1f6c7653 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffb1f6b24d2 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffb1f6b1de1 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffb1f6b2adf (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffb1f6b167c (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffb1f6b10e9 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffb1f6b19b3 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffb1f6b2c8c (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffb1f6b0d48 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffb1f6b0f8c (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffb1f6b2c12 (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffb1f6b10c0 (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffb1f6c52a5 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffb1f6c4716 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffb1f6c4ba9 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffb1f6c4a71 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffb1f6cf2f5 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffb1f6cf552 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffb1f6cf419 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffb1f6aba97 (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffb1f6d2a95 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffb1f6d2622 (__TEXT,__text) non-external _aaFileStreamClose
00007ffb1f6d2ad6 (__TEXT,__text) non-external _aaFileStreamFlush
00007ffb1f6d25f6 (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffb1f6d29af (__TEXT,__text) non-external _aaFileStreamPRead
00007ffb1f6d2a22 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffb1f6d28d9 (__TEXT,__text) non-external _aaFileStreamRead
00007ffb1f6d2aa2 (__TEXT,__text) non-external _aaFileStreamSeek
00007ffb1f6d2abd (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffb1f6d2944 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffb1f6c2868 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffb1f6c2bc2 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffb1f6c2e81 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffb1f6c1300 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffb1f6c1add (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffb1f6a1403 (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffb1f6a1340 (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffb1f6a0fec (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffb1f6a1266 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffb1f6a1273 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffb1f6a1280 (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffb1f6a12a4 (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffb1f6a1292 (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffb1f6d3223 (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffb1f6d3113 (__TEXT,__text) non-external _aaMagicStreamClose
00007ffb1f6d3136 (__TEXT,__text) non-external _aaMagicStreamRead
00007ffb1f6d8428 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffb1f6d2f4c (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffb1f6d2f13 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffb1f6d2f6f (__TEXT,__text) non-external _aaSharedBufferRead
00007ffb1f6d2f42 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffb1f6d3597 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffb1f6d3311 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffb1f6d343e (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffb1f6d331e (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffb1f6d2652 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffb1f6c8e14 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffb1f6a84f3 (__TEXT,__text) non-external _add_control
00007ffb1f67016e (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffb1f66fdec (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffb1f687786 (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffb1f68657b (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffb1f68624a (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffb1f6861c8 (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffb1f688f0b (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffb1f688795 (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffb1f6700e5 (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffb1f66fe08 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffb1f66fd6e (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffb1f66feb0 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffb1f687b5d (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffb1f687a2e (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffb1f6879d5 (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffb1f6a5fc4 (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffb1f6a50ec (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffb1f674aac (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffb1f67036a (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffb1f6715d8 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffb1f670356 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffb1f678781 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffb1f677803 (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffb1f67783d (__TEXT,__text) non-external _aeaInputStreamClose
00007ffb1f677a0f (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffb1f677fa2 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffb1f6775e9 (__TEXT,__text) non-external _aeaInputStreamRead
00007ffb1f680268 (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffb1f6e4ed0 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffb1f67000a (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffb1f67a3dd (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffb1f67a3f9 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffb1f67ac15 (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffb1f67b107 (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffb1f678c23 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffb1f67917f (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffb1f67a170 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffb1f679a98 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffb1f688e75 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffb1f66fd60 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffb1f670030 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffb1f67ce10 (__TEXT,__text) non-external _afStreamCancel
00007ffb1f67cc6d (__TEXT,__text) non-external _afStreamClose
00007ffb1f67d121 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffb1f67ce22 (__TEXT,__text) non-external _afStreamWrite
00007ffb1f6d60a0 (__TEXT,__text) non-external _afscStreamCancel
00007ffb1f6d5b2a (__TEXT,__text) non-external _afscStreamClose
00007ffb1f6d64c1 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffb1f6d36ed (__TEXT,__text) non-external _afscStreamOpen
00007ffb1f6d60b2 (__TEXT,__text) non-external _afscStreamWrite
00007ffb1f6c71e0 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffb1f6c71a5 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffb1f6c715f (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffb1f6666a1 (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffb1f69ebfa (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffb1f6c3be5 (__TEXT,__text) non-external _append_field
00007ffb1f6c06f9 (__TEXT,__text) non-external _applyEntryAttributes
00007ffb1f69e55c (__TEXT,__text) non-external _applyYEC
00007ffb1f699376 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffb1f69967d (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffb1f66bc83 (__TEXT,__text) non-external _asyncContext
00007ffb1f685c6f (__TEXT,__text) non-external _asyncContext
00007ffb1f66bfa3 (__TEXT,__text) non-external _asyncProgress
00007ffb1f685f95 (__TEXT,__text) non-external _asyncProgress
00007ffb1f66bf8b (__TEXT,__text) non-external _asyncSelect
00007ffb1f68e031 (__TEXT,__text) non-external _bestMatchInRange
00007ffb1f6a15ae (__TEXT,__text) non-external _blockGetFromCache
00007ffb1f6a1462 (__TEXT,__text) non-external _blockReader
00007ffb1f6a1723 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffb1f6a32a5 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffb1f6a3bde (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffb1f6a45ab (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffb1f6a3a37 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffb1f6a3e45 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffb1f6a3eb2 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffb1f6a34be (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffb1f6a32f8 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffb1f6a3851 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffb1f6a39d8 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffb1f6dff50 (__TEXT,__text) non-external _cacheData
                 (undefined) external _calloc (from libSystem)
