00000002247e9ad4 (__TEXT,__text) external _CGLGetCurrentContext
00000002247e89fc (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00000002247e57f4 (__TEXT,__text) external _glGetSamplerParameterIiv
00000002247e5814 (__TEXT,__text) external _glGetSamplerParameterIuiv
00000002247e57d4 (__TEXT,__text) external _glGetSamplerParameterfv
00000002247e57b4 (__TEXT,__text) external _glGetSamplerParameteriv
00000002247e2cb0 (__TEXT,__text) external _glGetSeparableFilter
00000002247e44b4 (__TEXT,__text) external _glGetShaderInfoLog
00000002247e5fac (__TEXT,__text) external _glGetShaderPrecisionFormat
00000002247e4598 (__TEXT,__text) external _glGetShaderSource
00000002247e81f4 (__TEXT,__text) external _glGetShaderSourceARB
00000002247e4450 (__TEXT,__text) external _glGetShaderiv
00000002247e1104 (__TEXT,__text) external _glGetString
00000002247e51f4 (__TEXT,__text) external _glGetStringi
00000002247e5c6c (__TEXT,__text) external _glGetSubroutineIndex
00000002247e5c4c (__TEXT,__text) external _glGetSubroutineUniformLocation
00000002247e5528 (__TEXT,__text) external _glGetSynciv
00000002247e111c (__TEXT,__text) external _glGetTexEnvfv
00000002247e113c (__TEXT,__text) external _glGetTexEnviv
00000002247e115c (__TEXT,__text) external _glGetTexGendv
00000002247e117c (__TEXT,__text) external _glGetTexGenfv
00000002247e119c (__TEXT,__text) external _glGetTexGeniv
00000002247e11bc (__TEXT,__text) external _glGetTexImage
00000002247e11e4 (__TEXT,__text) external _glGetTexLevelParameterfv
00000002247e1208 (__TEXT,__text) external _glGetTexLevelParameteriv
00000002247e5134 (__TEXT,__text) external _glGetTexParameterIiv
00000002247e92cc (__TEXT,__text) external _glGetTexParameterIivEXT
00000002247e5154 (__TEXT,__text) external _glGetTexParameterIuiv
00000002247e92ec (__TEXT,__text) external _glGetTexParameterIuivEXT
00000002247e959c (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00000002247e122c (__TEXT,__text) external _glGetTexParameterfv
00000002247e124c (__TEXT,__text) external _glGetTexParameteriv
00000002247e4c4c (__TEXT,__text) external _glGetTransformFeedbackVarying
00000002247e8d50 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00000002247e52ac (__TEXT,__text) external _glGetUniformBlockIndex
00000002247e8de0 (__TEXT,__text) external _glGetUniformBufferSizeEXT
00000002247e5238 (__TEXT,__text) external _glGetUniformIndices
00000002247e44fc (__TEXT,__text) external _glGetUniformLocation
00000002247e8168 (__TEXT,__text) external _glGetUniformLocationARB
00000002247e8dfc (__TEXT,__text) external _glGetUniformOffsetEXT
00000002247e5d2c (__TEXT,__text) external _glGetUniformSubroutineuiv
00000002247e5c2c (__TEXT,__text) external _glGetUniformdv
00000002247e4550 (__TEXT,__text) external _glGetUniformfv
00000002247e81b4 (__TEXT,__text) external _glGetUniformfvARB
00000002247e4574 (__TEXT,__text) external _glGetUniformiv
00000002247e81d4 (__TEXT,__text) external _glGetUniformivARB
00000002247e4f90 (__TEXT,__text) external _glGetUniformuiv
00000002247e91e8 (__TEXT,__text) external _glGetUniformuivEXT
00000002247e4cf0 (__TEXT,__text) external _glGetVertexAttribIiv
00000002247e90a0 (__TEXT,__text) external _glGetVertexAttribIivEXT
00000002247e4d10 (__TEXT,__text) external _glGetVertexAttribIuiv
00000002247e90c0 (__TEXT,__text) external _glGetVertexAttribIuivEXT
00000002247e699c (__TEXT,__text) external _glGetVertexAttribLdv
00000002247e4040 (__TEXT,__text) external _glGetVertexAttribPointerv
00000002247e7008 (__TEXT,__text) external _glGetVertexAttribPointervARB
00000002247e3fe0 (__TEXT,__text) external _glGetVertexAttribdv
00000002247e6fa8 (__TEXT,__text) external _glGetVertexAttribdvARB
00000002247e4000 (__TEXT,__text) external _glGetVertexAttribfv
00000002247e6fc8 (__TEXT,__text) external _glGetVertexAttribfvARB
00000002247e4020 (__TEXT,__text) external _glGetVertexAttribiv
00000002247e6fe8 (__TEXT,__text) external _glGetVertexAttribivARB
00000002247e126c (__TEXT,__text) external _glHint
00000002247e2e00 (__TEXT,__text) external _glHistogram
00000002247e1288 (__TEXT,__text) external _glIndexMask
00000002247e12a0 (__TEXT,__text) external _glIndexPointer
00000002247e12c0 (__TEXT,__text) external _glIndexd
00000002247e12d4 (__TEXT,__text) external _glIndexdv
00000002247e12ec (__TEXT,__text) external _glIndexf
00000002247e1300 (__TEXT,__text) external _glIndexfv
00000002247e1318 (__TEXT,__text) external _glIndexi
00000002247e1330 (__TEXT,__text) external _glIndexiv
00000002247e1348 (__TEXT,__text) external _glIndexs
00000002247e1360 (__TEXT,__text) external _glIndexsv
00000002247e1378 (__TEXT,__text) external _glIndexub
00000002247e1390 (__TEXT,__text) external _glIndexubv
00000002247e13a8 (__TEXT,__text) external _glInitNames
00000002247e942c (__TEXT,__text) external _glInsertEventMarkerEXT
00000002247e13bc (__TEXT,__text) external _glInterleavedArrays
00000002247e3a7c (__TEXT,__text) external _glIsBuffer
00000002247e7c7c (__TEXT,__text) external _glIsBufferARB
00000002247e13dc (__TEXT,__text) external _glIsEnabled
00000002247e936c (__TEXT,__text) external _glIsEnabledIndexedEXT
00000002247e4b98 (__TEXT,__text) external _glIsEnabledi
00000002247e960c (__TEXT,__text) external _glIsFenceAPPLE
00000002247e4840 (__TEXT,__text) external _glIsFramebuffer
00000002247e8a1c (__TEXT,__text) external _glIsFramebufferEXT
00000002247e13f4 (__TEXT,__text) external _glIsList
00000002247e8424 (__TEXT,__text) external _glIsNamedStringARB
00000002247e4438 (__TEXT,__text) external _glIsProgram
00000002247e6b40 (__TEXT,__text) external _glIsProgramARB
00000002247e6110 (__TEXT,__text) external _glIsProgramPipeline
00000002247e397c (__TEXT,__text) external _glIsQuery
00000002247e7b7c (__TEXT,__text) external _glIsQueryARB
00000002247e4790 (__TEXT,__text) external _glIsRenderbuffer
00000002247e896c (__TEXT,__text) external _glIsRenderbufferEXT
00000002247e56c4 (__TEXT,__text) external _glIsSampler
00000002247e4420 (__TEXT,__text) external _glIsShader
00000002247e549c (__TEXT,__text) external _glIsSync
00000002247e140c (__TEXT,__text) external _glIsTexture
00000002247e5dfc (__TEXT,__text) external _glIsTransformFeedback
00000002247e4ae0 (__TEXT,__text) external _glIsVertexArray
00000002247e9730 (__TEXT,__text) external _glIsVertexArrayAPPLE
00000002247e94b0 (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00000002247e93e0 (__TEXT,__text) external _glLabelObjectEXT
00000002247e9910 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00000002247e1424 (__TEXT,__text) external _glLightModelf
00000002247e143c (__TEXT,__text) external _glLightModelfv
00000002247e1458 (__TEXT,__text) external _glLightModeli
00000002247e1474 (__TEXT,__text) external _glLightModeliv
00000002247e1490 (__TEXT,__text) external _glLightf
00000002247e14ac (__TEXT,__text) external _glLightfv
00000002247e14cc (__TEXT,__text) external _glLighti
00000002247e14ec (__TEXT,__text) external _glLightiv
00000002247e150c (__TEXT,__text) external _glLineStipple
00000002247e1528 (__TEXT,__text) external _glLineWidth
00000002247e415c (__TEXT,__text) external _glLinkProgram
00000002247e7e44 (__TEXT,__text) external _glLinkProgramARB
00000002247e153c (__TEXT,__text) external _glListBase
00000002247e1554 (__TEXT,__text) external _glLoadIdentity
00000002247e1568 (__TEXT,__text) external _glLoadMatrixd
00000002247e1580 (__TEXT,__text) external _glLoadMatrixf
00000002247e1598 (__TEXT,__text) external _glLoadName
00000002247e3234 (__TEXT,__text) external _glLoadTransposeMatrixd
00000002247e7720 (__TEXT,__text) external _glLoadTransposeMatrixdARB
00000002247e324c (__TEXT,__text) external _glLoadTransposeMatrixf
00000002247e7738 (__TEXT,__text) external _glLoadTransposeMatrixfARB
00000002247e852c (__TEXT,__text) external _glLockArraysEXT
00000002247e15b0 (__TEXT,__text) external _glLogicOp
00000002247e15c8 (__TEXT,__text) external _glMap1d
00000002247e15ec (__TEXT,__text) external _glMap1f
00000002247e1610 (__TEXT,__text) external _glMap2d
00000002247e163c (__TEXT,__text) external _glMap2f
00000002247e3b00 (__TEXT,__text) external _glMapBuffer
00000002247e7d00 (__TEXT,__text) external _glMapBufferARB
00000002247e4a4c (__TEXT,__text) external _glMapBufferRange
00000002247e1668 (__TEXT,__text) external _glMapGrid1d
00000002247e1680 (__TEXT,__text) external _glMapGrid1f
00000002247e1698 (__TEXT,__text) external _glMapGrid2d
00000002247e16b4 (__TEXT,__text) external _glMapGrid2f
00000002247e94cc (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00000002247e94f4 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00000002247e951c (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00000002247e954c (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00000002247e16d0 (__TEXT,__text) external _glMaterialf
00000002247e16ec (__TEXT,__text) external _glMaterialfv
00000002247e170c (__TEXT,__text) external _glMateriali
00000002247e172c (__TEXT,__text) external _glMaterialiv
00000002247e174c (__TEXT,__text) external _glMatrixMode
00000002247e5ed8 (__TEXT,__text) external _glMinSampleShading
00000002247e8324 (__TEXT,__text) external _glMinSampleShadingARB
00000002247e2e24 (__TEXT,__text) external _glMinmax
00000002247e1764 (__TEXT,__text) external _glMultMatrixd
00000002247e177c (__TEXT,__text) external _glMultMatrixf
00000002247e3264 (__TEXT,__text) external _glMultTransposeMatrixd
00000002247e7750 (__TEXT,__text) external _glMultTransposeMatrixdARB
00000002247e327c (__TEXT,__text) external _glMultTransposeMatrixf
00000002247e7768 (__TEXT,__text) external _glMultTransposeMatrixfARB
00000002247e3770 (__TEXT,__text) external _glMultiDrawArrays
00000002247e88d8 (__TEXT,__text) external _glMultiDrawArraysEXT
00000002247e97ac (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00000002247e3794 (__TEXT,__text) external _glMultiDrawElements
00000002247e543c (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00000002247e88fc (__TEXT,__text) external _glMultiDrawElementsEXT
00000002247e9930 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00000002247e9958 (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00000002247e97d0 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00000002247e2ea4 (__TEXT,__text) external _glMultiTexCoord1d
00000002247e7390 (__TEXT,__text) external _glMultiTexCoord1dARB
00000002247e2ebc (__TEXT,__text) external _glMultiTexCoord1dv
00000002247e73a8 (__TEXT,__text) external _glMultiTexCoord1dvARB
00000002247e2ed8 (__TEXT,__text) external _glMultiTexCoord1f
00000002247e73c4 (__TEXT,__text) external _glMultiTexCoord1fARB
00000002247e2ef0 (__TEXT,__text) external _glMultiTexCoord1fv
00000002247e73dc (__TEXT,__text) external _glMultiTexCoord1fvARB
00000002247e2f0c (__TEXT,__text) external _glMultiTexCoord1i
00000002247e73f8 (__TEXT,__text) external _glMultiTexCoord1iARB
00000002247e2f28 (__TEXT,__text) external _glMultiTexCoord1iv
00000002247e7414 (__TEXT,__text) external _glMultiTexCoord1ivARB
00000002247e2f44 (__TEXT,__text) external _glMultiTexCoord1s
00000002247e7430 (__TEXT,__text) external _glMultiTexCoord1sARB
00000002247e2f60 (__TEXT,__text) external _glMultiTexCoord1sv
00000002247e744c (__TEXT,__text) external _glMultiTexCoord1svARB
00000002247e2f7c (__TEXT,__text) external _glMultiTexCoord2d
00000002247e7468 (__TEXT,__text) external _glMultiTexCoord2dARB
00000002247e2f94 (__TEXT,__text) external _glMultiTexCoord2dv
00000002247e7480 (__TEXT,__text) external _glMultiTexCoord2dvARB
00000002247e2fb0 (__TEXT,__text) external _glMultiTexCoord2f
00000002247e749c (__TEXT,__text) external _glMultiTexCoord2fARB
00000002247e2fc8 (__TEXT,__text) external _glMultiTexCoord2fv
00000002247e74b4 (__TEXT,__text) external _glMultiTexCoord2fvARB
00000002247e2fe4 (__TEXT,__text) external _glMultiTexCoord2i
00000002247e74d0 (__TEXT,__text) external _glMultiTexCoord2iARB
00000002247e3004 (__TEXT,__text) external _glMultiTexCoord2iv
00000002247e74f0 (__TEXT,__text) external _glMultiTexCoord2ivARB
00000002247e3020 (__TEXT,__text) external _glMultiTexCoord2s
00000002247e750c (__TEXT,__text) external _glMultiTexCoord2sARB
00000002247e3040 (__TEXT,__text) external _glMultiTexCoord2sv
00000002247e752c (__TEXT,__text) external _glMultiTexCoord2svARB
00000002247e305c (__TEXT,__text) external _glMultiTexCoord3d
00000002247e7548 (__TEXT,__text) external _glMultiTexCoord3dARB
00000002247e3074 (__TEXT,__text) external _glMultiTexCoord3dv
00000002247e7560 (__TEXT,__text) external _glMultiTexCoord3dvARB
00000002247e3090 (__TEXT,__text) external _glMultiTexCoord3f
00000002247e757c (__TEXT,__text) external _glMultiTexCoord3fARB
00000002247e30a8 (__TEXT,__text) external _glMultiTexCoord3fv
00000002247e7594 (__TEXT,__text) external _glMultiTexCoord3fvARB
00000002247e30c4 (__TEXT,__text) external _glMultiTexCoord3i
00000002247e75b0 (__TEXT,__text) external _glMultiTexCoord3iARB
00000002247e30e8 (__TEXT,__text) external _glMultiTexCoord3iv
00000002247e75d4 (__TEXT,__text) external _glMultiTexCoord3ivARB
00000002247e3104 (__TEXT,__text) external _glMultiTexCoord3s
00000002247e75f0 (__TEXT,__text) external _glMultiTexCoord3sARB
00000002247e3128 (__TEXT,__text) external _glMultiTexCoord3sv
00000002247e7614 (__TEXT,__text) external _glMultiTexCoord3svARB
00000002247e3144 (__TEXT,__text) external _glMultiTexCoord4d
00000002247e7630 (__TEXT,__text) external _glMultiTexCoord4dARB
00000002247e315c (__TEXT,__text) external _glMultiTexCoord4dv
00000002247e7648 (__TEXT,__text) external _glMultiTexCoord4dvARB
00000002247e3178 (__TEXT,__text) external _glMultiTexCoord4f
00000002247e7664 (__TEXT,__text) external _glMultiTexCoord4fARB
00000002247e3190 (__TEXT,__text) external _glMultiTexCoord4fv
00000002247e767c (__TEXT,__text) external _glMultiTexCoord4fvARB
00000002247e31ac (__TEXT,__text) external _glMultiTexCoord4i
00000002247e7698 (__TEXT,__text) external _glMultiTexCoord4iARB
00000002247e31d4 (__TEXT,__text) external _glMultiTexCoord4iv
00000002247e76c0 (__TEXT,__text) external _glMultiTexCoord4ivARB
00000002247e31f0 (__TEXT,__text) external _glMultiTexCoord4s
00000002247e76dc (__TEXT,__text) external _glMultiTexCoord4sARB
00000002247e3218 (__TEXT,__text) external _glMultiTexCoord4sv
00000002247e7704 (__TEXT,__text) external _glMultiTexCoord4svARB
00000002247e83bc (__TEXT,__text) external _glNamedStringARB
00000002247e1794 (__TEXT,__text) external _glNewList
00000002247e17b0 (__TEXT,__text) external _glNormal3b
00000002247e17d0 (__TEXT,__text) external _glNormal3bv
00000002247e17e8 (__TEXT,__text) external _glNormal3d
00000002247e17fc (__TEXT,__text) external _glNormal3dv
00000002247e1814 (__TEXT,__text) external _glNormal3f
00000002247e1828 (__TEXT,__text) external _glNormal3fv
00000002247e1840 (__TEXT,__text) external _glNormal3i
00000002247e1860 (__TEXT,__text) external _glNormal3iv
00000002247e1878 (__TEXT,__text) external _glNormal3s
00000002247e1898 (__TEXT,__text) external _glNormal3sv
00000002247e18b0 (__TEXT,__text) external _glNormalPointer
00000002247e9878 (__TEXT,__text) external _glObjectPurgeableAPPLE
00000002247e9898 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00000002247e18d0 (__TEXT,__text) external _glOrtho
00000002247e99e8 (__TEXT,__text) external _glPNTrianglesfATI
00000002247e99f0 (__TEXT,__text) external _glPNTrianglesfATIX
00000002247e99e4 (__TEXT,__text) external _glPNTrianglesiATI
00000002247e99ec (__TEXT,__text) external _glPNTrianglesiATIX
00000002247e18e4 (__TEXT,__text) external _glPassThrough
00000002247e5d8c (__TEXT,__text) external _glPatchParameterfv
00000002247e5d70 (__TEXT,__text) external _glPatchParameteri
00000002247e5e14 (__TEXT,__text) external _glPauseTransformFeedback
00000002247e18f8 (__TEXT,__text) external _glPixelMapfv
00000002247e1918 (__TEXT,__text) external _glPixelMapuiv
00000002247e1938 (__TEXT,__text) external _glPixelMapusv
00000002247e1958 (__TEXT,__text) external _glPixelStoref
00000002247e1970 (__TEXT,__text) external _glPixelStorei
00000002247e198c (__TEXT,__text) external _glPixelTransferf
00000002247e19a4 (__TEXT,__text) external _glPixelTransferi
00000002247e19c0 (__TEXT,__text) external _glPixelZoom
00000002247e36e0 (__TEXT,__text) external _glPointParameterf
00000002247e7988 (__TEXT,__text) external _glPointParameterfARB
00000002247e36f8 (__TEXT,__text) external _glPointParameterfv
00000002247e79a0 (__TEXT,__text) external _glPointParameterfvARB
00000002247e3714 (__TEXT,__text) external _glPointParameteri
00000002247e9a24 (__TEXT,__text) external _glPointParameteriNV
00000002247e3730 (__TEXT,__text) external _glPointParameteriv
00000002247e9a40 (__TEXT,__text) external _glPointParameterivNV
00000002247e19d4 (__TEXT,__text) external _glPointSize
00000002247e98dc (__TEXT,__text) external _glPointSizePointerAPPLE
00000002247e19e8 (__TEXT,__text) external _glPolygonMode
00000002247e1a04 (__TEXT,__text) external _glPolygonOffset
00000002247e1a18 (__TEXT,__text) external _glPolygonStipple
00000002247e1a30 (__TEXT,__text) external _glPopAttrib
00000002247e1a44 (__TEXT,__text) external _glPopClientAttrib
00000002247e9464 (__TEXT,__text) external _glPopGroupMarkerEXT
00000002247e1a58 (__TEXT,__text) external _glPopMatrix
00000002247e1a6c (__TEXT,__text) external _glPopName
00000002247e53a0 (__TEXT,__text) external _glPrimitiveRestartIndex
00000002247e1a80 (__TEXT,__text) external _glPrioritizeTextures
00000002247e6020 (__TEXT,__text) external _glProgramBinary
00000002247e7028 (__TEXT,__text) external _glProgramEnvParameter4dARB
00000002247e7044 (__TEXT,__text) external _glProgramEnvParameter4dvARB
00000002247e7064 (__TEXT,__text) external _glProgramEnvParameter4fARB
00000002247e7080 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00000002247e7118 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00000002247e70a0 (__TEXT,__text) external _glProgramLocalParameter4dARB
00000002247e70bc (__TEXT,__text) external _glProgramLocalParameter4dvARB
00000002247e70dc (__TEXT,__text) external _glProgramLocalParameter4fARB
00000002247e70f8 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00000002247e713c (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00000002247e6044 (__TEXT,__text) external _glProgramParameteri
00000002247e8c00 (__TEXT,__text) external _glProgramParameteriEXT
00000002247e71e0 (__TEXT,__text) external _glProgramStringARB
00000002247e663c (__TEXT,__text) external _glProgramUniform1d
00000002247e66ac (__TEXT,__text) external _glProgramUniform1dv
00000002247e621c (__TEXT,__text) external _glProgramUniform1f
00000002247e631c (__TEXT,__text) external _glProgramUniform1fv
00000002247e6184 (__TEXT,__text) external _glProgramUniform1i
00000002247e628c (__TEXT,__text) external _glProgramUniform1iv
00000002247e6424 (__TEXT,__text) external _glProgramUniform1ui
00000002247e64bc (__TEXT,__text) external _glProgramUniform1uiv
00000002247e6658 (__TEXT,__text) external _glProgramUniform2d
00000002247e66d0 (__TEXT,__text) external _glProgramUniform2dv
00000002247e6238 (__TEXT,__text) external _glProgramUniform2f
00000002247e6340 (__TEXT,__text) external _glProgramUniform2fv
00000002247e61a4 (__TEXT,__text) external _glProgramUniform2i
00000002247e62b0 (__TEXT,__text) external _glProgramUniform2iv
00000002247e6444 (__TEXT,__text) external _glProgramUniform2ui
00000002247e64e0 (__TEXT,__text) external _glProgramUniform2uiv
00000002247e6674 (__TEXT,__text) external _glProgramUniform3d
00000002247e66f4 (__TEXT,__text) external _glProgramUniform3dv
00000002247e6254 (__TEXT,__text) external _glProgramUniform3f
00000002247e6364 (__TEXT,__text) external _glProgramUniform3fv
00000002247e61c8 (__TEXT,__text) external _glProgramUniform3i
00000002247e62d4 (__TEXT,__text) external _glProgramUniform3iv
00000002247e6468 (__TEXT,__text) external _glProgramUniform3ui
00000002247e6504 (__TEXT,__text) external _glProgramUniform3uiv
00000002247e6690 (__TEXT,__text) external _glProgramUniform4d
00000002247e6718 (__TEXT,__text) external _glProgramUniform4dv
00000002247e6270 (__TEXT,__text) external _glProgramUniform4f
00000002247e6388 (__TEXT,__text) external _glProgramUniform4fv
00000002247e61f0 (__TEXT,__text) external _glProgramUniform4i
00000002247e62f8 (__TEXT,__text) external _glProgramUniform4iv
00000002247e6490 (__TEXT,__text) external _glProgramUniform4ui
00000002247e6528 (__TEXT,__text) external _glProgramUniform4uiv
00000002247e673c (__TEXT,__text) external _glProgramUniformMatrix2dv
00000002247e63ac (__TEXT,__text) external _glProgramUniformMatrix2fv
00000002247e67b4 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00000002247e654c (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00000002247e6804 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00000002247e659c (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00000002247e6764 (__TEXT,__text) external _glProgramUniformMatrix3dv
00000002247e63d4 (__TEXT,__text) external _glProgramUniformMatrix3fv
00000002247e67dc (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00000002247e6574 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00000002247e6854 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00000002247e65ec (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00000002247e678c (__TEXT,__text) external _glProgramUniformMatrix4dv
00000002247e63fc (__TEXT,__text) external _glProgramUniformMatrix4fv
00000002247e682c (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00000002247e65c4 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00000002247e687c (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00000002247e6614 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00000002247e5468 (__TEXT,__text) external _glProvokingVertex
00000002247e9388 (__TEXT,__text) external _glProvokingVertexEXT
00000002247e1aa0 (__TEXT,__text) external _glPushAttrib
00000002247e1ab8 (__TEXT,__text) external _glPushClientAttrib
00000002247e9448 (__TEXT,__text) external _glPushGroupMarkerEXT
00000002247e1ad0 (__TEXT,__text) external _glPushMatrix
00000002247e1ae4 (__TEXT,__text) external _glPushName
00000002247e5834 (__TEXT,__text) external _glQueryCounter
00000002247e1afc (__TEXT,__text) external _glRasterPos2d
00000002247e1b10 (__TEXT,__text) external _glRasterPos2dv
00000002247e1b28 (__TEXT,__text) external _glRasterPos2f
00000002247e1b3c (__TEXT,__text) external _glRasterPos2fv
00000002247e1b54 (__TEXT,__text) external _glRasterPos2i
00000002247e1b70 (__TEXT,__text) external _glRasterPos2iv
00000002247e1b88 (__TEXT,__text) external _glRasterPos2s
00000002247e1ba4 (__TEXT,__text) external _glRasterPos2sv
00000002247e1bbc (__TEXT,__text) external _glRasterPos3d
00000002247e1bd0 (__TEXT,__text) external _glRasterPos3dv
00000002247e1be8 (__TEXT,__text) external _glRasterPos3f
00000002247e1bfc (__TEXT,__text) external _glRasterPos3fv
00000002247e1c14 (__TEXT,__text) external _glRasterPos3i
00000002247e1c34 (__TEXT,__text) external _glRasterPos3iv
00000002247e1c4c (__TEXT,__text) external _glRasterPos3s
00000002247e1c6c (__TEXT,__text) external _glRasterPos3sv
00000002247e1c84 (__TEXT,__text) external _glRasterPos4d
00000002247e1c98 (__TEXT,__text) external _glRasterPos4dv
00000002247e1cb0 (__TEXT,__text) external _glRasterPos4f
00000002247e1cc4 (__TEXT,__text) external _glRasterPos4fv
00000002247e1cdc (__TEXT,__text) external _glRasterPos4i
00000002247e1d00 (__TEXT,__text) external _glRasterPos4iv
00000002247e1d18 (__TEXT,__text) external _glRasterPos4s
00000002247e1d3c (__TEXT,__text) external _glRasterPos4sv
00000002247e1d54 (__TEXT,__text) external _glReadBuffer
00000002247e1d6c (__TEXT,__text) external _glReadPixels
00000002247e1d9c (__TEXT,__text) external _glRectd
00000002247e1db0 (__TEXT,__text) external _glRectdv
00000002247e1dcc (__TEXT,__text) external _glRectf
00000002247e1de0 (__TEXT,__text) external _glRectfv
00000002247e1dfc (__TEXT,__text) external _glRecti
00000002247e1e20 (__TEXT,__text) external _glRectiv
00000002247e1e3c (__TEXT,__text) external _glRects
00000002247e1e60 (__TEXT,__text) external _glRectsv
00000002247e5f70 (__TEXT,__text) external _glReleaseShaderCompiler
00000002247e1e7c (__TEXT,__text) external _glRenderMode
00000002247e47fc (__TEXT,__text) external _glRenderbufferStorage
00000002247e89d8 (__TEXT,__text) external _glRenderbufferStorageEXT
00000002247e49fc (__TEXT,__text) external _glRenderbufferStorageMultisample
00000002247e8bd8 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00000002247e2e44 (__TEXT,__text) external _glResetHistogram
00000002247e2e5c (__TEXT,__text) external _glResetMinmax
00000002247e5e28 (__TEXT,__text) external _glResumeTransformFeedback
00000002247e1e94 (__TEXT,__text) external _glRotated
00000002247e1ea8 (__TEXT,__text) external _glRotatef
00000002247e3484 (__TEXT,__text) external _glSampleCoverage
00000002247e7970 (__TEXT,__text) external _glSampleCoverageARB
00000002247e55cc (__TEXT,__text) external _glSampleMaski
00000002247e9ab0 (__TEXT,__text) external _glSamplePass
00000002247e9aac (__TEXT,__text) external _glSamplePassARB
00000002247e5774 (__TEXT,__text) external _glSamplerParameterIiv
00000002247e5794 (__TEXT,__text) external _glSamplerParameterIuiv
00000002247e5738 (__TEXT,__text) external _glSamplerParameterf
00000002247e5754 (__TEXT,__text) external _glSamplerParameterfv
00000002247e56f8 (__TEXT,__text) external _glSamplerParameteri
00000002247e5718 (__TEXT,__text) external _glSamplerParameteriv
00000002247e1ebc (__TEXT,__text) external _glScaled
00000002247e1ed0 (__TEXT,__text) external _glScalef
00000002247e1ee4 (__TEXT,__text) external _glScissor
00000002247e6a10 (__TEXT,__text) external _glScissorArrayv
00000002247e6a30 (__TEXT,__text) external _glScissorIndexed
00000002247e6a58 (__TEXT,__text) external _glScissorIndexedv
00000002247e3514 (__TEXT,__text) external _glSecondaryColor3b
00000002247e8644 (__TEXT,__text) external _glSecondaryColor3bEXT
00000002247e3534 (__TEXT,__text) external _glSecondaryColor3bv
00000002247e8664 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000002247e354c (__TEXT,__text) external _glSecondaryColor3d
00000002247e867c (__TEXT,__text) external _glSecondaryColor3dEXT
00000002247e3560 (__TEXT,__text) external _glSecondaryColor3dv
00000002247e8690 (__TEXT,__text) external _glSecondaryColor3dvEXT
00000002247e3578 (__TEXT,__text) external _glSecondaryColor3f
00000002247e86a8 (__TEXT,__text) external _glSecondaryColor3fEXT
00000002247e358c (__TEXT,__text) external _glSecondaryColor3fv
00000002247e86bc (__TEXT,__text) external _glSecondaryColor3fvEXT
00000002247e35a4 (__TEXT,__text) external _glSecondaryColor3i
00000002247e86d4 (__TEXT,__text) external _glSecondaryColor3iEXT
00000002247e35c4 (__TEXT,__text) external _glSecondaryColor3iv
00000002247e86f4 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000002247e35dc (__TEXT,__text) external _glSecondaryColor3s
00000002247e870c (__TEXT,__text) external _glSecondaryColor3sEXT
00000002247e35fc (__TEXT,__text) external _glSecondaryColor3sv
00000002247e872c (__TEXT,__text) external _glSecondaryColor3svEXT
00000002247e3614 (__TEXT,__text) external _glSecondaryColor3ub
00000002247e8744 (__TEXT,__text) external _glSecondaryColor3ubEXT
00000002247e3634 (__TEXT,__text) external _glSecondaryColor3ubv
00000002247e8764 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00000002247e364c (__TEXT,__text) external _glSecondaryColor3ui
00000002247e877c (__TEXT,__text) external _glSecondaryColor3uiEXT
00000002247e366c (__TEXT,__text) external _glSecondaryColor3uiv
