00007ff80c7f23b2 (__TEXT,__text) non-external _Annihilate
00007ff80c7e31a3 (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
00007ff80c7e2ff6 (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
00007ff80c812870 (__TEXT,__text) non-external (was a private external) _lz4_stream_end
00007ff80c8128d0 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
00007ff80c8128c5 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
00007ff80c8128ba (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
00007ff80c812893 (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
00007ff80c81212c (__TEXT,__text) non-external (was a private external) _lz4_stream_init
00007ff80c8121e2 (__TEXT,__text) non-external (was a private external) _lz4_stream_process
00007ff80c8028ec (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
00007ff80c802805 (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
00007ff80c7fdb10 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
00007ff80c80eabf (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
00007ff80c80d741 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
00007ff80c80eb0b (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
00007ff80c80b543 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
00007ff80c80eae0 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
00007ff80c80d65f (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
00007ff80c80eb16 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
00007ff80c80b408 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
00007ff80c8074f4 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
00007ff80c80ea66 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
00007ff80c7fff5a (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
00007ff80c80ea87 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
00007ff80c80eab2 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
00007ff80c7fff40 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
00007ff80c894410 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
00007ff80c80b44d (__TEXT,__text) non-external _lzbitmap_init_encode_state
00007ff80c893c10 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
00007ff80c80eb23 (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
00007ff80c895410 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
00007ff80c893410 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
00007ff80c837bba (__TEXT,__text) non-external _lzfseBackendMatch
00007ff80c7de086 (__TEXT,__text) non-external (was a private external) _lzfseDecode
00007ff80c7e2369 (__TEXT,__text) non-external _lzfseDecodeV1
00007ff80c83782a (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
00007ff80c837bf9 (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
00007ff80c83765e (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
00007ff80c8376c9 (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
00007ff80c837f9c (__TEXT,__text) non-external _lzfseEncodeMatches
00007ff80c837687 (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
00007ff80c837792 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
00007ff80c837c9e (__TEXT,__text) non-external _lzfsePushMatch
00007ff80c7dddf7 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
00007ff80c7ddd24 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
00007ff80c8074e8 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
00007ff80c8261e7 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
00007ff80c826151 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
00007ff80c826140 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
00007ff80c7dfa69 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
00007ff80c8035d7 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
00007ff80c80342d (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
00007ff80c8035cc (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
00007ff80c804352 (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00007ff8426c4da0 (__DATA,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
00007ff80c7df751 (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
00007ff80c815f40 (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
00007ff80c815f0c (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
00007ff80c85a320 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
00007ff80c85a340 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
00007ff80c7df66e (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
00007ff80c8016bc (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
00007ff80c8016b2 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
00007ff80c801689 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
00007ff80c801648 (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
00007ff80c7ddcfc (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
00007ff80c7dddd1 (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
00007ff80c80d5bd (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
00007ff80c80d5b5 (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
00007ff80c80d61d (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
00007ff80c80d615 (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
00007ff80c7ddcd4 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
00007ff80c839af6 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
00007ff80c898530 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
00007ff80c7ddb84 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
00007ff80c7ddc44 (__TEXT,__text) non-external (was a private external) _lzma_stream_process
00007ff80c7df235 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00007ff8426c43b0 (__DATA,__const) non-external _lzvnDecode.opc_tbl
00007ff80c80dc64 (__TEXT,__text) non-external (was a private external) _lzvnEncode
00007ff80c80dbe1 (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
00007ff80c7f2c95 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
00007ff80c7f2c04 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
00007ff80c7f2bf9 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
00007ff80c7f7818 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
00007ff80c7f7743 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
00007ff80c7f7732 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
00007ff8426c57c0 (__DATA,__data) non-external _lzvn_decode.opcode_table
00007ff80c7dfb40 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
00007ff80c7dfb0b (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
00007ff80c80e7d7 (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
00007ff80c80e815 (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
00007ff80c80e7bd (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
00007ff80c80d533 (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
00007ff80c80d5ab (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
00007ff80c80d5a1 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
00007ff80c80d578 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
00007ff80c80d556 (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
00007ff80c80d4e5 (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
00007ff80c80d50d (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
00007ff80c815617 (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
00007ff80c81560c (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
00007ff80c8315ab (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
00007ff80c7eba83 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
00007ff80c7eb4cd (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
00007ff80c7eb68a (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
00007ff80c7eb774 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
00007ff80c807e01 (__TEXT,__text) non-external (was a private external) _parse_size
00007ff80c88e7e0 (__TEXT,__const) non-external _position_slot_base_position
00007ff80c88e760 (__TEXT,__const) non-external _position_slot_extra_bits
00007ff80c7dce2b (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff80c832f81 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
00007ff80c7e12e4 (__TEXT,__text) non-external _readHuffmanTable
00007ff80c807d50 (__TEXT,__text) non-external (was a private external) _read_expected
00007ff80c7d96cb (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
00007ff80c7dcf01 (__TEXT,__text) non-external _scan_tree
00007ff80c7dcfeb (__TEXT,__text) non-external _send_tree
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff8426c57a0 (__DATA,__data) non-external _static_bl_desc
00007ff8426c5780 (__DATA,__data) non-external _static_d_desc
00007ff80c896bc0 (__TEXT,__const) non-external _static_dtree
00007ff8426c5760 (__DATA,__data) non-external _static_l_desc
00007ff80c896740 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff8426c56c0 (__DATA,__data) non-external (was a private external) _tc_quant16
00007ff80c7f291f (__TEXT,__text) non-external (was a private external) _thread_pool_create
00007ff80c7f2b41 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
00007ff80c7f2a44 (__TEXT,__text) non-external _thread_pool_entry
00007ff80c7f276f (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
00007ff80c7f2890 (__TEXT,__text) non-external (was a private external) _thread_pool_sync
                 (undefined) external _write (from libSystem)
00007ff80c807dad (__TEXT,__text) non-external (was a private external) _write_expected
00007ff80c826636 (__TEXT,__text) external _yzip_codec_create
00007ff80c826668 (__TEXT,__text) external _yzip_codec_destroy
00007ff80c82668d (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
00007ff80c804728 (__TEXT,__text) external _yzip_image_create
00007ff80c804878 (__TEXT,__text) external _yzip_image_create_with_payload
00007ff80c804bc5 (__TEXT,__text) external _yzip_image_decode
00007ff80c8049a2 (__TEXT,__text) external _yzip_image_destroy
00007ff80c8049ac (__TEXT,__text) external _yzip_image_encode
00007ff80c804cd2 (__TEXT,__text) external _yzip_image_get_descriptor
00007ff80c804d8e (__TEXT,__text) external _yzip_image_get_max_payload_size
00007ff80c804d3b (__TEXT,__text) external _yzip_image_get_plane_descriptor
00007ff80c804e06 (__TEXT,__text) external _yzip_image_set_data
00007ff80c8050de (__TEXT,__text) external _yzip_image_set_identifier
00007ff80c805067 (__TEXT,__text) external _yzip_image_set_plane_data
00007ff80c7ff3bf (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
00007ff80c7ff2b6 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
00007ff80c7ff0aa (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
00007ff80c7ffec0 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
00007ff80c7ff88f (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
00007ff80c7ffe24 (__TEXT,__text) non-external _yzip_jobs_process
00007ff80c7ff04e (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
00007ff80c8329f9 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
00007ff80c831838 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
00007ff80c832192 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
00007ff80c7e2fdc (__TEXT,__text) non-external (was a private external) _zError
00007ff8426c4360 (__DATA,__const) non-external (was a private external) _z_errmsg
00007ff80c7d99da (__TEXT,__text) non-external (was a private external) _zcalloc
00007ff80c7ddad3 (__TEXT,__text) non-external (was a private external) _zcfree
00007ff80c7e2572 (__TEXT,__text) external _zero_coder_decode
00007ff80c7e2670 (__TEXT,__text) external _zero_coder_encode
00007ff80c7e2791 (__TEXT,__text) non-external _zero_coder_init_luts
00007ff8426c5fd0 (__DATA,__common) non-external (was a private external) _zero_coder_lut_popcount
00007ff8426c60d0 (__DATA,__common) non-external (was a private external) _zero_coder_lut_read
00007ff8426c68d0 (__DATA,__common) non-external (was a private external) _zero_coder_lut_write
00007ff8426c5fc0 (__DATA,__common) non-external (was a private external) _zero_coder_luts_ok
00007ff80c7e2fd1 (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
00007ff80c7dfe7d (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
00007ff80c7e080c (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
00007ff80c88e600 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
00007ff80c88e5c0 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
00007ff80c7e2fc4 (__TEXT,__text) non-external (was a private external) _zlibVersion
00007ff80c81544f (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
00007ff80c815444 (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
00007ff80c7f2ee6 (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
00007ff80c7f2edb (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
00007ff80c80ea60 (__TEXT,__text) non-external (was a private external) _zlib_free
00007ff80c80ea38 (__TEXT,__text) non-external (was a private external) _zlib_malloc
00007ff80c7ddb61 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
00007ff80c8155e9 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
00007ff80c8155e1 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
00007ff80c8155f4 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
00007ff80c8155d9 (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
00007ff80c7d9605 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
00007ff80c7da32f (__TEXT,__text) non-external (was a private external) _zlib_stream_process
                 (undefined) external dyld_stub_binder (from libSystem)
00007ff80c7e398b (__TEXT,__text) non-external n_loop
00007ff80c7e3c7a (__TEXT,__text) non-external scalar_loop
00007ff80c7e3970 (__TEXT,__text) non-external skip_loading_tables
00007ff8426c5710 (__DATA,__data) non-external sum2_coefficients
00007ff8426c56e0 (__DATA,__data) non-external sum2_coefficients_nossse3
