                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00000001804b51e8 (__TEXT,__text) non-external _LI_get_thread_info
                 (undefined) external _bzero (from libsystem_c)
00000001ebf89a10 (__DATA,__bss) non-external _cache
00000001804c2094 (__TEXT,__text) non-external _cache_alias_all
00000001804c2080 (__TEXT,__text) non-external _cache_alias_byname
00000001804c1fb0 (__TEXT,__text) non-external _cache_close
00000001804b3960 (__TEXT,__text) non-external _cache_fetch_item
00000001804bf890 (__TEXT,__text) non-external _cache_fetch_list
00000001804bf888 (__TEXT,__text) non-external _cache_fs_all
00000001804c2150 (__TEXT,__text) non-external _cache_fs_byfile
00000001804c213c (__TEXT,__text) non-external _cache_fs_byspec
00000001804c2064 (__TEXT,__text) non-external _cache_group_all
00000001804b588c (__TEXT,__text) non-external _cache_group_bygid
00000001804b9e1c (__TEXT,__text) non-external _cache_group_byname
00000001804c206c (__TEXT,__text) non-external _cache_grouplist
00000001804c209c (__TEXT,__text) non-external _cache_host_all
00000001804be8a8 (__TEXT,__text) non-external _cache_host_byaddr
00000001804bd274 (__TEXT,__text) non-external _cache_host_byname
00000001ebf89a0c (__DATA,__bss) non-external _cache_lock
00000001804c218c (__TEXT,__text) non-external _cache_mac_all
00000001804c2178 (__TEXT,__text) non-external _cache_mac_bymac
00000001804c2164 (__TEXT,__text) non-external _cache_mac_byname
00000001804c2194 (__TEXT,__text) non-external _cache_nameinfo
00000001804c20cc (__TEXT,__text) non-external _cache_network_all
00000001804c20b8 (__TEXT,__text) non-external _cache_network_byaddr
00000001804c20a4 (__TEXT,__text) non-external _cache_network_byname
00000001804c2104 (__TEXT,__text) non-external _cache_protocol_all
00000001804c20dc (__TEXT,__text) non-external _cache_protocol_byname
00000001804c20f0 (__TEXT,__text) non-external _cache_protocol_bynumber
00000001804c2134 (__TEXT,__text) non-external _cache_rpc_all
00000001804c210c (__TEXT,__text) non-external _cache_rpc_byname
00000001804c2120 (__TEXT,__text) non-external _cache_rpc_bynumber
00000001804c20d4 (__TEXT,__text) non-external _cache_service_all
00000001804b8630 (__TEXT,__text) non-external _cache_service_byname
00000001804bf398 (__TEXT,__text) non-external _cache_service_byport
00000001ebf899f0 (__DATA,__bss) non-external _cache_timeout
00000001804c205c (__TEXT,__text) non-external _cache_user_all
00000001804b84d4 (__TEXT,__text) non-external _cache_user_byname
00000001804b394c (__TEXT,__text) non-external _cache_user_byuid
00000001eea2c548 (__AUTH,__data) non-external _client_ops
00000001804d3fec (__TEXT,__text) external _clnt_broadcast
00000001804cedb8 (__TEXT,__text) external _clnt_create
00000001804cf39c (__TEXT,__text) external _clnt_pcreateerror
00000001804cf1bc (__TEXT,__text) external _clnt_perrno
00000001804cf17c (__TEXT,__text) external _clnt_perror
00000001804cf204 (__TEXT,__text) external _clnt_spcreateerror
00000001804cf140 (__TEXT,__text) external _clnt_sperrno
00000001804cef18 (__TEXT,__text) external _clnt_sperror
00000001804cf71c (__TEXT,__text) non-external _clntraw_abort
00000001804cf4f0 (__TEXT,__text) non-external _clntraw_call
00000001804cf728 (__TEXT,__text) non-external _clntraw_control
00000001804cf3dc (__TEXT,__text) external _clntraw_create
00000001804cf724 (__TEXT,__text) non-external _clntraw_destroy
00000001804cf6f0 (__TEXT,__text) non-external _clntraw_freeres
00000001804cf720 (__TEXT,__text) non-external _clntraw_geterr
00000001ebf899e8 (__DATA,__bss) non-external _clntraw_private
00000001804cfddc (__TEXT,__text) non-external _clnttcp_abort
00000001804cfa44 (__TEXT,__text) non-external _clnttcp_call
00000001804cfd8c (__TEXT,__text) non-external _clnttcp_control
00000001804cfa38 (__TEXT,__text) external _clnttcp_create
00000001804cf730 (__TEXT,__text) non-external (was a private external) _clnttcp_create_timeout
00000001804cfd28 (__TEXT,__text) non-external _clnttcp_destroy
00000001804cfd0c (__TEXT,__text) non-external _clnttcp_freeres
00000001804cfcf4 (__TEXT,__text) non-external _clnttcp_geterr
00000001804d0938 (__TEXT,__text) non-external _clntudp_abort
00000001804d0320 (__TEXT,__text) external _clntudp_bufcreate
00000001804cffb8 (__TEXT,__text) non-external (was a private external) _clntudp_bufcreate_timeout
00000001804d0394 (__TEXT,__text) non-external _clntudp_call
00000001804d08c4 (__TEXT,__text) non-external _clntudp_control
00000001804d035c (__TEXT,__text) external _clntudp_create
00000001804d0860 (__TEXT,__text) non-external _clntudp_destroy
00000001804d0844 (__TEXT,__text) non-external _clntudp_freeres
00000001804d082c (__TEXT,__text) non-external _clntudp_geterr
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
00000001804d234c (__TEXT,__text) non-external _common_prefix_length
00000001804d9f54 (__TEXT,__text) external _configuration_profile_copy_property_list
00000001804d9efc (__TEXT,__text) external _configuration_profile_create_notification_key
                 (undefined) external _connect$NOCANCEL (from libsystem_kernel)
00000001804c8dbc (__TEXT,__text) non-external _copy_group_r
00000001804b6024 (__TEXT,__text) non-external _copy_user_r
00000001804d2894 (__TEXT,__text) non-external _darwin_directory_cached_item_is_valid
00000001804d313c (__TEXT,__text) non-external _darwin_directory_group_all
00000001804d2ec0 (__TEXT,__text) non-external _darwin_directory_group_bygid
00000001804d2d78 (__TEXT,__text) non-external _darwin_directory_group_byname
00000001804d3000 (__TEXT,__text) non-external _darwin_directory_group_byuuid
00000001804d31e4 (__TEXT,__text) non-external _darwin_directory_grouplist
00000001804db548 (__TEXT,__text) non-external _darwin_directory_grouplist.cold.1
00000001804d2cd0 (__TEXT,__text) non-external _darwin_directory_user_all
00000001804d290c (__TEXT,__text) non-external _darwin_directory_user_byname
00000001804d2a54 (__TEXT,__text) non-external _darwin_directory_user_byuid
00000001804d2b94 (__TEXT,__text) non-external _darwin_directory_user_byuuid
                 (undefined) external _devname_r (from libsystem_c)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_attr_make_with_qos_class (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dlclose (from libdyld)
                 (undefined) external _dlerror (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00000001804c0ddc (__TEXT,__text) external _dn_expand
00000001804c2990 (__TEXT,__text) non-external _ds_alias_all
00000001804c28a0 (__TEXT,__text) non-external _ds_alias_byname
00000001804bf9d0 (__TEXT,__text) non-external _ds_fs_all
00000001804c341c (__TEXT,__text) non-external _ds_fs_byfile
00000001804c332c (__TEXT,__text) non-external _ds_fs_byspec
00000001804c254c (__TEXT,__text) non-external _ds_group_all
00000001804b58a0 (__TEXT,__text) non-external _ds_group_bygid
00000001804b9e30 (__TEXT,__text) non-external _ds_group_byname
00000001804c2464 (__TEXT,__text) non-external _ds_group_byuuid
00000001804be26c (__TEXT,__text) non-external _ds_grouplist
00000001804c271c (__TEXT,__text) non-external _ds_in_netgroup
00000001804c3620 (__TEXT,__text) non-external _ds_mac_bymac
00000001804c3530 (__TEXT,__text) non-external _ds_mac_byname
00000001804c2608 (__TEXT,__text) non-external _ds_netgroup_byname
00000001804c2cac (__TEXT,__text) non-external _ds_network_all
00000001804c2b3c (__TEXT,__text) non-external _ds_network_byaddr
00000001804c2a4c (__TEXT,__text) non-external _ds_network_byname
00000001804c2ffc (__TEXT,__text) non-external _ds_protocol_all
00000001804c2e24 (__TEXT,__text) non-external _ds_protocol_byname
00000001804c2f14 (__TEXT,__text) non-external _ds_protocol_bynumber
00000001804c3280 (__TEXT,__text) non-external _ds_rpc_all
00000001804c30a8 (__TEXT,__text) non-external _ds_rpc_byname
00000001804c3198 (__TEXT,__text) non-external _ds_rpc_bynumber
00000001804c2d68 (__TEXT,__text) non-external _ds_service_all
00000001804b86a8 (__TEXT,__text) non-external _ds_service_byname
00000001804bf3a8 (__TEXT,__text) non-external _ds_service_byport
00000001804c23b8 (__TEXT,__text) non-external _ds_user_all
00000001804b9a4c (__TEXT,__text) non-external _ds_user_byname
00000001804b3a98 (__TEXT,__text) non-external _ds_user_byuid
00000001804ba370 (__TEXT,__text) non-external _ds_user_byuuid
                 (undefined) external _dyld_process_is_restricted (from libdyld)
00000001804c086c (__TEXT,__text) external _endfsent
00000001804b9f20 (__TEXT,__text) external _endgrent
00000001804c8228 (__TEXT,__text) external _endhostent
00000001804c8598 (__TEXT,__text) external _endnetent
00000001804c78b8 (__TEXT,__text) external _endnetgrent
00000001804c87d8 (__TEXT,__text) external _endprotoent
00000001804b9d30 (__TEXT,__text) external _endpwent
00000001804c8920 (__TEXT,__text) external _endrpcent
00000001804c8690 (__TEXT,__text) external _endservent
00000001804d998c (__TEXT,__text) external _ether_aton
00000001ebf89e48 (__DATA,__bss) non-external _ether_aton.ep
00000001804c8234 (__TEXT,__text) external _ether_hostton
00000001804d9844 (__TEXT,__text) external _ether_line
00000001804d98fc (__TEXT,__text) external _ether_ntoa
00000001ebf89e40 (__DATA,__bss) non-external _ether_ntoa.s
00000001804c8338 (__TEXT,__text) external _ether_ntohost
                 (undefined) external _fclose (from libsystem_c)
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
                 (undefined) external _fflush (from libsystem_c)
                 (undefined) external _fgets (from libsystem_c)
00000001804c0878 (__TEXT,__text) non-external _file_addrinfo
00000001804c5570 (__TEXT,__text) non-external _file_alias_all
00000001804c5568 (__TEXT,__text) non-external _file_alias_byname
00000001804c0074 (__TEXT,__text) non-external _file_fs_all
00000001804c567c (__TEXT,__text) non-external _file_fs_byfile
00000001804c5674 (__TEXT,__text) non-external _file_fs_byspec
00000001804c5364 (__TEXT,__text) non-external _file_group_all
00000001804c5354 (__TEXT,__text) non-external _file_group_bygid
00000001804c0ac0 (__TEXT,__text) non-external _file_group_byname
00000001804be4c0 (__TEXT,__text) non-external _file_grouplist
00000001804c557c (__TEXT,__text) non-external _file_host_all
00000001804beda4 (__TEXT,__text) non-external _file_host_byaddr
00000001804c0a48 (__TEXT,__text) non-external _file_host_byname
00000001804c546c (__TEXT,__text) non-external _file_in_netgroup
00000001804b8f64 (__TEXT,__text) non-external _file_is_valid
00000001804c5694 (__TEXT,__text) non-external _file_mac_all
00000001804c568c (__TEXT,__text) non-external _file_mac_bymac
00000001804c5684 (__TEXT,__text) non-external _file_mac_byname
00000001ebf89290 (__DATA,__data) non-external _file_mutex
00000001804c5374 (__TEXT,__text) non-external _file_netgroup_byname
00000001804c55c4 (__TEXT,__text) non-external _file_network_all
00000001804c55b0 (__TEXT,__text) non-external _file_network_byaddr
00000001804c5594 (__TEXT,__text) non-external _file_network_byname
00000001804c561c (__TEXT,__text) non-external _file_protocol_all
00000001804c55ec (__TEXT,__text) non-external _file_protocol_byname
00000001804c5608 (__TEXT,__text) non-external _file_protocol_bynumber
00000001804c5660 (__TEXT,__text) non-external _file_rpc_all
00000001804c5630 (__TEXT,__text) non-external _file_rpc_byname
00000001804c564c (__TEXT,__text) non-external _file_rpc_bynumber
00000001804c55d8 (__TEXT,__text) non-external _file_service_all
00000001804b8814 (__TEXT,__text) non-external _file_service_byname
00000001804bf4d8 (__TEXT,__text) non-external _file_service_byport
00000001804c5344 (__TEXT,__text) non-external _file_user_all
00000001804ba1f8 (__TEXT,__text) non-external _file_user_byname
00000001804b9774 (__TEXT,__text) non-external _file_user_byuid
                 (undefined) external _fileno (from libsystem_c)
00000001804d826c (__TEXT,__text) non-external _fill_input_buf
                 (undefined) external _flock (from libsystem_kernel)
00000001804d7c9c (__TEXT,__text) non-external _flush_out
                 (undefined) external _fopen (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _fputs (from libsystem_c)
                 (undefined) external _fread (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
00000001804ca4a4 (__TEXT,__text) non-external _free_build_hostent
00000001804b7a00 (__TEXT,__text) external _freeaddrinfo
00000001804bd81c (__TEXT,__text) external _freehostent
00000001804b8108 (__TEXT,__text) external _freeifaddrs
00000001804d9dc4 (__TEXT,__text) external _freeifmaddrs
                 (undefined) external _fseek (from libsystem_c)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _ftell (from libsystem_c)
                 (undefined) external _fwrite (from libsystem_c)
00000001ebf89288 (__DATA,__data) external _gL1CacheEnabled
00000001804ca5a0 (__TEXT,__text) non-external _gai_child_has_forked
00000001ebf89358 (__DATA,__data) non-external _gai_log.once
00000001804ca548 (__TEXT,__text) non-external _gai_log_init
00000001804c9e3c (__TEXT,__text) external _gai_strerror
00000001804d819c (__TEXT,__text) non-external _get_input_bytes
00000001804b6248 (__TEXT,__text) external _getaddrinfo
00000001804c8c80 (__TEXT,__text) external _getaddrinfo_async_cancel
00000001804bc9c0 (__TEXT,__text) external _getaddrinfo_async_handle_reply
00000001804c8c78 (__TEXT,__text) external _getaddrinfo_async_receive
00000001804c8c24 (__TEXT,__text) external _getaddrinfo_async_send
00000001804c8bd8 (__TEXT,__text) external _getaddrinfo_async_start
                 (undefined) external _getc (from libsystem_c)
00000001804cc7a8 (__TEXT,__text) external _getdomainname
                 (undefined) external _getegid (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _geteuid (from libsystem_kernel)
00000001804bf5f0 (__TEXT,__text) external _getfsent
00000001804c898c (__TEXT,__text) external _getfsfile
00000001804c892c (__TEXT,__text) external _getfsspec
00000001804c76e4 (__TEXT,__text) external _getgrent
00000001804b57f8 (__TEXT,__text) external _getgrgid
00000001804c8f64 (__TEXT,__text) external _getgrgid_r
00000001804b9d88 (__TEXT,__text) external _getgrnam
00000001804c8cf8 (__TEXT,__text) external _getgrnam_r
00000001804c7b44 (__TEXT,__text) external _getgroupcount
00000001804c78c4 (__TEXT,__text) external _getgrouplist
00000001804c79c4 (__TEXT,__text) external _getgrouplist_2
00000001804be0ac (__TEXT,__text) non-external _getgrouplist_internal
                 (undefined) external _getgroups (from libsystem_kernel)
00000001804c7678 (__TEXT,__text) external _getgruuid
00000001804c9028 (__TEXT,__text) external _getgruuid_r
00000001804c7f3c (__TEXT,__text) external _gethostbyaddr
00000001804c7fe0 (__TEXT,__text) non-external (was a private external) _gethostbyaddr_async_call
00000001804c80b0 (__TEXT,__text) external _gethostbyaddr_async_cancel
00000001804c80b4 (__TEXT,__text) external _gethostbyaddr_async_handleReply
00000001804c80ac (__TEXT,__text) external _gethostbyaddr_async_start
00000001804c7c90 (__TEXT,__text) external _gethostbyname
00000001804c7e34 (__TEXT,__text) external _gethostbyname2
00000001804c7d6c (__TEXT,__text) non-external (was a private external) _gethostbyname_async_call
00000001804c7e2c (__TEXT,__text) external _gethostbyname_async_cancel
00000001804c7e30 (__TEXT,__text) external _gethostbyname_async_handleReply
00000001804c7e28 (__TEXT,__text) external _gethostbyname_async_start
00000001804c81b8 (__TEXT,__text) external _gethostent
                 (undefined) external _gethostname (from libsystem_c)
00000001804b7b18 (__TEXT,__text) external _getifaddrs
00000001804d9a78 (__TEXT,__text) external _getifmaddrs
00000001804c80b8 (__TEXT,__text) external _getipnodebyaddr
00000001804bcc20 (__TEXT,__text) external _getipnodebyname
00000001804b9198 (__TEXT,__text) external _getnameinfo
00000001804c8cd8 (__TEXT,__text) external _getnameinfo_async_cancel
00000001804c8cdc (__TEXT,__text) external _getnameinfo_async_handle_reply
00000001804c8c84 (__TEXT,__text) external _getnameinfo_async_send
00000001804bf19c (__TEXT,__text) external _getnameinfo_async_start
00000001804d9dc8 (__TEXT,__text) non-external (was a private external) _getnameinfo_link
00000001804c84a8 (__TEXT,__text) external _getnetbyaddr
00000001804c8448 (__TEXT,__text) external _getnetbyname
00000001804c8528 (__TEXT,__text) external _getnetent
00000001804c785c (__TEXT,__text) external _getnetgrent
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getprogname (from libsystem_c)
00000001804c869c (__TEXT,__text) external _getprotobyname
00000001804c86fc (__TEXT,__text) external _getprotobynumber
00000001804c8768 (__TEXT,__text) external _getprotoent
00000001804c75d4 (__TEXT,__text) external _getpwent
00000001804b8440 (__TEXT,__text) external _getpwnam
00000001804c90ec (__TEXT,__text) external _getpwnam_r
00000001804b2e04 (__TEXT,__text) external _getpwuid
00000001804b5e80 (__TEXT,__text) external _getpwuid_r
00000001804ba25c (__TEXT,__text) external _getpwuuid
00000001804c91b0 (__TEXT,__text) external _getpwuuid_r
00000001804c87e4 (__TEXT,__text) external _getrpcbyname
00000001804c8844 (__TEXT,__text) external _getrpcbynumber
00000001804c88b0 (__TEXT,__text) external _getrpcent
00000001804d24d4 (__TEXT,__text) external _getrpcport
00000001804b84e8 (__TEXT,__text) external _getservbyname
00000001804c85a4 (__TEXT,__text) external _getservbyport
00000001804c8620 (__TEXT,__text) external _getservent
                 (undefined) external _getsockname (from libsystem_kernel)
                 (undefined) external _getsockopt (from libsystem_kernel)
                 (undefined) external _gettimeofday (from libsystem_c)
00000001804c9274 (__TEXT,__text) external _group_from_gid
00000001ebf898f0 (__DATA,__bss) non-external _group_from_gid.buf
00000001e817b300 (__DATA_CONST,__const) non-external (was a private external) _h_errlist
00000001ebf89498 (__DATA,__common) external _h_errno
00000001804c0ce0 (__TEXT,__text) external _herror
00000001804dd927 (__TEXT,__cstring) non-external _hexchar
00000001804dc5c0 (__TEXT,__const) non-external _hexval
00000001804b9cfc (__TEXT,__text) external _hstrerror
00000001804d8600 (__TEXT,__text) external _htonl
00000001804d8610 (__TEXT,__text) external _htons
00000001804c12a0 (__TEXT,__text) external _if_freenameindex
00000001804b9ba0 (__TEXT,__text) external _if_indextoname
00000001804c1150 (__TEXT,__text) external _if_nameindex
00000001804b9c4c (__TEXT,__text) external _if_nametoindex
00000001804dc470 (__TEXT,__const) external _in6addr_any
00000001804dc4a0 (__TEXT,__const) external _in6addr_linklocal_allnodes
00000001804dc4b0 (__TEXT,__const) external _in6addr_linklocal_allrouters
00000001804dc4c0 (__TEXT,__const) external _in6addr_linklocal_allv2routers
00000001804dc480 (__TEXT,__const) external _in6addr_loopback
00000001804dc490 (__TEXT,__const) external _in6addr_nodelocal_allnodes
00000001ebf89930 (__DATA,__bss) non-external _in_flight
00000001804c1424 (__TEXT,__text) non-external _inet6_insert_padopt
00000001804c1760 (__TEXT,__text) external _inet6_opt_append
00000001804c19c4 (__TEXT,__text) external _inet6_opt_find
00000001804c1858 (__TEXT,__text) external _inet6_opt_finish
00000001804c1a60 (__TEXT,__text) external _inet6_opt_get_val
00000001804c1734 (__TEXT,__text) external _inet6_opt_init
00000001804c190c (__TEXT,__text) external _inet6_opt_next
00000001804c18d0 (__TEXT,__text) external _inet6_opt_set_val
00000001804c1454 (__TEXT,__text) external _inet6_option_alloc
00000001804c12e8 (__TEXT,__text) external _inet6_option_append
00000001804c1640 (__TEXT,__text) external _inet6_option_find
00000001804c12b4 (__TEXT,__text) external _inet6_option_init
00000001804c1568 (__TEXT,__text) external _inet6_option_next
00000001804c12a4 (__TEXT,__text) external _inet6_option_space
00000001804c1ca8 (__TEXT,__text) external _inet6_rth_add
00000001804c1dd8 (__TEXT,__text) external _inet6_rth_getaddr
00000001804c1c38 (__TEXT,__text) external _inet6_rth_init
00000001804c1ce8 (__TEXT,__text) external _inet6_rth_reverse
00000001804c1dac (__TEXT,__text) external _inet6_rth_segments
00000001804c1c20 (__TEXT,__text) external _inet6_rth_space
00000001804c1ae4 (__TEXT,__text) external _inet6_rthdr_add
00000001804c1b9c (__TEXT,__text) external _inet6_rthdr_getaddr
00000001804c1be0 (__TEXT,__text) external _inet6_rthdr_getflags
00000001804c1ab8 (__TEXT,__text) external _inet6_rthdr_init
00000001804c1b44 (__TEXT,__text) external _inet6_rthdr_lasthop
00000001804c1b6c (__TEXT,__text) external _inet6_rthdr_segments
00000001804c1a9c (__TEXT,__text) external _inet6_rthdr_space
                 (undefined) external _inet_aton (from libsystem_c)
                 (undefined) external _inet_makeaddr (from libsystem_c)
                 (undefined) external _inet_netof (from libsystem_c)
                 (undefined) external _inet_ntop (from libsystem_c)
                 (undefined) external _inet_pton (from libsystem_c)
00000001804bdfe4 (__TEXT,__text) external _initgroups
00000001804c7788 (__TEXT,__text) external _innetgr
                 (undefined) external _ioctl (from libsystem_kernel)
00000001804d9660 (__TEXT,__text) external _iruserok
00000001804d8f3c (__TEXT,__text) external _iruserok_sa
                 (undefined) external _issetugid (from libsystem_kernel)
                 (undefined) external _kDNSServiceAttrAllowFailover (from libsystem_dnssd)
00000001ebf893d8 (__DATA,__data) non-external _kLoopbackIndex
                 (undefined) external _kevent (from libsystem_kernel)
                 (undefined) external _kqueue (from libsystem_kernel)
00000001804c7404 (__TEXT,__text) external _kvarray_free
00000001804c6684 (__TEXT,__text) external _kvbuf_add_dict
00000001804c66e4 (__TEXT,__text) external _kvbuf_add_key
00000001804c67c0 (__TEXT,__text) external _kvbuf_add_val
00000001804c6c7c (__TEXT,__text) external _kvbuf_add_val_len
00000001804c6dbc (__TEXT,__text) external _kvbuf_append_kvbuf
00000001804c7134 (__TEXT,__text) external _kvbuf_decode
00000001804c6d68 (__TEXT,__text) external _kvbuf_free
00000001804c6d18 (__TEXT,__text) external _kvbuf_get_len
00000001804c6b98 (__TEXT,__text) non-external _kvbuf_grow
00000001804c6b58 (__TEXT,__text) external _kvbuf_init
00000001804c6ab0 (__TEXT,__text) external _kvbuf_init_zone
00000001804c6d38 (__TEXT,__text) external _kvbuf_make_nonpurgeable
00000001804c6d24 (__TEXT,__text) external _kvbuf_make_purgeable
00000001804c665c (__TEXT,__text) external _kvbuf_new
00000001804c6a20 (__TEXT,__text) external _kvbuf_new_zone
00000001804c6e88 (__TEXT,__text) external _kvbuf_next_dict
00000001804c6f6c (__TEXT,__text) external _kvbuf_next_key
00000001804c7098 (__TEXT,__text) external _kvbuf_next_val
00000001804c70a0 (__TEXT,__text) external _kvbuf_next_val_len
00000001804c64ec (__TEXT,__text) external _kvbuf_query
00000001804c6930 (__TEXT,__text) external _kvbuf_query_key_int
00000001804c69a8 (__TEXT,__text) external _kvbuf_query_key_uint
00000001804c681c (__TEXT,__text) external _kvbuf_query_key_val
00000001804c6e54 (__TEXT,__text) external _kvbuf_reset
                 (undefined) external _listen (from libsystem_kernel)
00000001804c2260 (__TEXT,__text) external _lookup_close_connections
00000001804bd6e4 (__TEXT,__text) non-external _lower_case
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_allocate (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_extract_right (from libsystem_kernel)
                 (undefined) external _mach_port_mod_refs (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
00000001804ca324 (__TEXT,__text) non-external _make_hostent6
00000001804d5da0 (__TEXT,__text) non-external _makefd_xprt
                 (undefined) external _malloc_default_zone (from libsystem_malloc)
                 (undefined) external _malloc_make_nonpurgeable (from libsystem_malloc)
                 (undefined) external _malloc_make_purgeable (from libsystem_malloc)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_zone_realloc (from libsystem_malloc)
                 (undefined) external _malloc_zone_from_ptr (from libsystem_malloc)
00000001804cea78 (__TEXT,__text) non-external _marshal_new_auth
00000001ebf893c8 (__DATA,__data) non-external _maxgrplist
00000001804b9f40 (__TEXT,__text) external _mbr_check_membership
00000001804ba218 (__TEXT,__text) external _mbr_check_membership_by_id
00000001804b9f60 (__TEXT,__text) external _mbr_check_membership_ext
00000001804cb1e8 (__TEXT,__text) external _mbr_check_membership_refresh
00000001804cb8d4 (__TEXT,__text) external _mbr_check_service_membership
00000001804cb888 (__TEXT,__text) external _mbr_close_connections
00000001804cb03c (__TEXT,__text) external _mbr_gid_to_uuid
00000001804b9f2c (__TEXT,__text) external _mbr_group_name_to_uuid
00000001804b1e14 (__TEXT,__text) external _mbr_identifier_to_uuid
00000001804b1ef8 (__TEXT,__text) external _mbr_identifier_translate
00000001804da3c0 (__TEXT,__text) non-external _mbr_identifier_translate.cold.1
00000001804da3d8 (__TEXT,__text) non-external _mbr_identifier_translate.cold.2
00000001804da3f0 (__TEXT,__text) non-external _mbr_identifier_translate.cold.3
00000001804cb7f8 (__TEXT,__text) external _mbr_reset_cache
00000001804cbe08 (__TEXT,__text) external _mbr_set_identifier_ttl
00000001804cbae0 (__TEXT,__text) external _mbr_sid_to_string
00000001804cb0fc (__TEXT,__text) external _mbr_sid_to_uuid
00000001804cbcc0 (__TEXT,__text) external _mbr_string_to_sid
00000001804cbe04 (__TEXT,__text) external _mbr_string_to_uuid
00000001804b1de0 (__TEXT,__text) external _mbr_uid_to_uuid
00000001804ba204 (__TEXT,__text) external _mbr_user_name_to_uuid
00000001804cb070 (__TEXT,__text) external _mbr_uuid_to_id
00000001804cb1c4 (__TEXT,__text) external _mbr_uuid_to_sid
00000001804cb110 (__TEXT,__text) external _mbr_uuid_to_sid_type
00000001804cbde8 (__TEXT,__text) external _mbr_uuid_to_string
00000001804bd9b4 (__TEXT,__text) non-external _mdns_addrinfo
00000001804c9520 (__TEXT,__text) non-external _mdns_close
00000001804be90c (__TEXT,__text) non-external _mdns_hostbyaddr
00000001804bd2d8 (__TEXT,__text) non-external _mdns_hostbyname
00000001804bf2c0 (__TEXT,__text) non-external _mdns_is_valid
00000001804bab00 (__TEXT,__text) non-external _mdns_item_call
00000001804c9524 (__TEXT,__text) non-external _mdns_srv_byname
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
00000001804ca3c4 (__TEXT,__text) non-external _merge_alias
                 (undefined) external _mmap (from libsystem_kernel)
00000001ebf89960 (__DATA,__bss) non-external _module_count
00000001ebf89958 (__DATA,__bss) non-external _module_list
00000001ebf89380 (__DATA,__data) non-external _module_mutex
                 (undefined) external _munmap (from libsystem_kernel)
00000001ee595890 (__DATA_DIRTY,__data) non-external _mutex
00000001ee595a60 (__DATA_DIRTY,__data) non-external _mutex
                 (undefined) external _nanosleep$NOCANCEL (from libsystem_c)
00000001ee595b20 (__DATA_DIRTY,__bss) non-external _nat64_v4_requires_synthesis
00000001ee595b28 (__DATA_DIRTY,__bss) non-external _nat64_v4_synthesize
00000001ebf89310 (__DATA,__data) non-external _net_config_mutex
00000001ebf89350 (__DATA,__data) non-external _net_config_token
00000001ebf89940 (__DATA,__bss) non-external _net_v4_count
00000001ebf89944 (__DATA,__bss) non-external _net_v6_count
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
                 (undefined) external _notify_get_state (from libsystem_notify)
                 (undefined) external _notify_peek (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
