00007ffa0401b850 (__TEXT,__text) non-external -[CUICatalog(LIRepSelection) _LI_iconImageWithName:size:scale:idiom:subtype:gamut:layoutDirection:]
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
00007ffa04018ea0 (__TEXT,__text) non-external _outputPaddingForVariant
00007ffa04013890 (__TEXT,__text) non-external _outputSizeForVariant
00007ffa04015210 (__TEXT,__text) non-external (was a private external) _outputVisibleImageBoundsForVariant
                 (undefined) external _readlink (from libSystem)
00007ffa04011420 (__TEXT,__text) non-external _requestedResourceNameScaleForVariant
00007ffa040111c0 (__TEXT,__text) non-external _requestedResourceNameWidthForVariant
00007ffa04016c70 (__TEXT,__text) non-external _safeDrawingRectForVariant
00007ffa04014e50 (__TEXT,__text) non-external _scaleForVariant
00007ffa040151b0 (__TEXT,__text) non-external _sideInsetForVariant
                 (undefined) external _sin (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00007ffa04015100 (__TEXT,__text) non-external _topInsetForVariant
00007ffa04016830 (__TEXT,__text) non-external _unskewedCompositingFrameForDestinationFrame
