                 (undefined) external _AnalyticsSendEventLazy (from CoreAnalytics)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHTTPURLResponse (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSRegularExpression (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTextCheckingResult (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSession (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSessionConfiguration (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_source (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
000000020f91fec0 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC10PegasusKit10ClientName
00000001f1401a58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001f1404a2c (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001f1406f70 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001f140cae8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001f140d2f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001f1410280 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001f13fe6a4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_60
00000001f13fe6b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_61
00000001f13fe6c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_62
00000001f13fe6d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_63
00000001f13fe6f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_64
00000001f13fe704 (__TEXT,__text) non-external _OUTLINED_FUNCTION_65
00000001f13fe71c (__TEXT,__text) non-external _OUTLINED_FUNCTION_66
00000001f13fe728 (__TEXT,__text) non-external _OUTLINED_FUNCTION_67
00000001f13fe73c (__TEXT,__text) non-external _OUTLINED_FUNCTION_68
00000001f13f0cb0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f13f31e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f13f58f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f13f7fac (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f13fa444 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f13fe1e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f13ff674 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f1401a74 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f1404a50 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f1406f88 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f140cafc (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f141029c (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001f13f0cc4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f13f31fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f13f5910 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f13f7fc8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f13fa464 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f13fe1f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f13ff688 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f1401a90 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f1404a64 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f1406fa8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f140cb20 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f14102c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001f13f0cd8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f13f3214 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f13f5928 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f13f7fdc (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f13fa478 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f13fe210 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f13ff6a8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f1401ab0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f1404a78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f1406fc0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f140cb34 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f14102e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001f1411938 (__TEXT,__const) external _PegasusKitVersionNumber
00000001f1411900 (__TEXT,__const) external _PegasusKitVersionString
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __CFCopySystemVersionDictionary (from CoreFoundation)
000000020f183d68 (__DATA_CONST,__objc_const) non-external __CLASS_PROPERTIES__TtC10PegasusKit10ClientName
000000020f91fe68 (__AUTH,__objc_data) non-external __DATA__TtC10PegasusKit10ClientName
000000020f91fe18 (__AUTH,__objc_data) non-external __DATA__TtC10PegasusKit10GRPCClient
000000020f1838e8 (__DATA_CONST,__objc_const) non-external __DATA__TtC10PegasusKit13ContextVendor
000000020f183b48 (__DATA_CONST,__objc_const) non-external __DATA__TtC10PegasusKit15ActivityMonitor
000000020f183390 (__DATA_CONST,__objc_const) non-external __DATA__TtC10PegasusKit16BasePegasusProxy
000000020f183180 (__DATA_CONST,__objc_const) non-external __DATA__TtC10PegasusKit17ParsecdConnection
000000020dc01d30 (__DATA,__objc_data) non-external __DATA__TtC10PegasusKit18ResourceAccessSpan
000000020f182f38 (__DATA_CONST,__objc_const) non-external __DATA__TtC10PegasusKit19PegasusProxyForNews
000000020f183238 (__DATA_CONST,__objc_const) non-external __DATA__TtC10PegasusKit24PegasusProxyForAssistant
000000020dc01d78 (__DATA,__objc_data) non-external __DATA__TtC10PegasusKit25ResourceAccessNetworkSpan
000000020f1835b8 (__DATA_CONST,__objc_const) non-external __DATA__TtC10PegasusKit27PegasusProxyForVisualSearch
000000020f183d20 (__DATA_CONST,__objc_const) non-external __DATA__TtC10PegasusKit34PegasusProxyForSiriPersonalization
000000020f1839a0 (__DATA_CONST,__objc_const) non-external __DATA__TtC10PegasusKit4Lock
000000020f183500 (__DATA_CONST,__objc_const) non-external __DATA__TtC10PegasusKit6Locker
000000020f183c00 (__DATA_CONST,__objc_const) non-external __DATA__TtCC10PegasusKit15ActivityMonitor13WeakReference
000000020f183448 (__DATA_CONST,__objc_const) non-external __DATA__TtCC10PegasusKit16BasePegasusProxy12EnabledState
000000020f1836b0 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit10GRPCClient
000000020f183088 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit11AtomicValue
000000020f183600 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit11NetworkSpan
000000020f182f80 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit12ActivitySpan
000000020f1839e8 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit13ConditionLock
000000020f183880 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit13ContextVendor
000000020f183a50 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit14AtomicProperty
000000020f182e48 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit14TimedReference
000000020f183ae0 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit15ActivityMonitor
000000020f1832c8 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit16BasePegasusProxy
000000020f183118 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit17ParsecdConnection
000000020f182da0 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit18ResourceAccessSpan
000000020f183210 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit24PegasusProxyForAssistant
000000020f183c90 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit25ResourceAccessNetworkSpan
000000020f183590 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit27PegasusProxyForVisualSearch
000000020f183978 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit4Lock
000000020f1834d8 (__DATA_CONST,__objc_const) non-external __IVARS__TtC10PegasusKit6Locker
000000020f183bd8 (__DATA_CONST,__objc_const) non-external __IVARS__TtCC10PegasusKit15ActivityMonitor13WeakReference
000000020f183420 (__DATA_CONST,__objc_const) non-external __IVARS__TtCC10PegasusKit16BasePegasusProxy12EnabledState
000000020fef2d60 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit10ClientName
000000020f183668 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit10GRPCClient
000000020f183838 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit13ContextVendor
000000020f183a98 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit15ActivityMonitor
000000020f183280 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit16BasePegasusProxy
000000020f1830d0 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit17ParsecdConnection
000000020f182d58 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit18ResourceAccessSpan
000000020f182ef0 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit19PegasusProxyForNews
000000020f1831c8 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit24PegasusProxyForAssistant
000000020f183c48 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit25ResourceAccessNetworkSpan
000000020f183548 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit27PegasusProxyForVisualSearch
000000020f183cd8 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit34PegasusProxyForSiriPersonalization
000000020f183930 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit4Lock
000000020f183490 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtC10PegasusKit6Locker
000000020f183b90 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtCC10PegasusKit15ActivityMonitor13WeakReference
000000020f1833d8 (__DATA_CONST,__objc_const) non-external __METACLASS_DATA__TtCC10PegasusKit16BasePegasusProxy12EnabledState
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001f14117d8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS__TtC10PegasusKit10ClientName
00000001f14118e0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS__TtC10PegasusKit10ClientName
000000020dc01a98 (__DATA,__objc_data) non-external (was a private external) __PROTOCOL_INSTANCE_METHODS_NSObject
000000020dc01d10 (__DATA,__objc_data) non-external (was a private external) __PROTOCOL_INSTANCE_METHODS_OPT_NSObject
000000020dc01a48 (__DATA,__objc_data) non-external (was a private external) __PROTOCOL_INSTANCE_METHODS__TtP10PegasusKit12PGSDaemonXPC_
000000020f182c80 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_METHOD_TYPES_NSObject
000000020f182c10 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_METHOD_TYPES__TtP10PegasusKit12PGSDaemonXPC_
000000020f182b90 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_NSObject
000000020f182b20 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_OS_dispatch_source
000000020f1829a0 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_OS_dispatch_source_timer
000000020f182a00 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_OS_nw_activity
000000020f182a60 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_OS_os_transaction
000000020f182c38 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROPERTIES_NSObject
000000020f182c28 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROTOCOLS_OS_dispatch_source
000000020f182b80 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROTOCOLS_OS_dispatch_source_timer
000000020f182bf0 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROTOCOLS_OS_nw_activity
000000020f182c00 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROTOCOLS_OS_os_transaction
000000020f182ac0 (__DATA_CONST,__objc_const) non-external (was a private external) __PROTOCOL__TtP10PegasusKit12PGSDaemonXPC_
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001f13f55b0 (__TEXT,__text) non-external (was a private external) ___swift_allocate_value_buffer
00000001f14101b0 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_0
00000001f13f0a90 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_1
00000001f13f0a24 (__TEXT,__text) non-external (was a private external) ___swift_getEnumTagSinglePayload
00000001f13f0200 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledName
00000001f13f2f2c (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledNameAbstract
00000001f13f0f08 (__TEXT,__text) non-external (was a private external) ___swift_instantiateGenericMetadata
00000001f1401848 (__TEXT,__text) non-external (was a private external) ___swift_memcpy0_1
00000001f1406214 (__TEXT,__text) non-external (was a private external) ___swift_memcpy17_8
00000001f13efd5c (__TEXT,__text) non-external (was a private external) ___swift_memcpy1_1
00000001f13edc18 (__TEXT,__text) non-external (was a private external) ___swift_memcpy24_8
00000001f1401718 (__TEXT,__text) non-external (was a private external) ___swift_memcpy25_8
00000001f13ed9f8 (__TEXT,__text) non-external (was a private external) ___swift_memcpy48_8
00000001f13f2480 (__TEXT,__text) non-external (was a private external) ___swift_memcpy56_8
00000001f13eda78 (__TEXT,__text) non-external (was a private external) ___swift_memcpy64_8
00000001f13f7d80 (__TEXT,__text) non-external (was a private external) ___swift_memcpy9_8
00000001f13ed9f4 (__TEXT,__text) non-external (was a private external) ___swift_noop_void_return
00000001f13f0a4c (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_1
00000001f13f5578 (__TEXT,__text) non-external (was a private external) ___swift_project_value_buffer
00000001f1411f50 (__TEXT,__const) non-external (was a private external) ___swift_reflection_version
00000001f13f05b4 (__TEXT,__text) non-external (was a private external) ___swift_storeEnumTagSinglePayload
000000020fef2778 (__AUTH_CONST,__const) non-external ___unnamed_12
000000020fef1198 (__AUTH_CONST,__const) non-external ___unnamed_20
000000020fef1d48 (__AUTH_CONST,__const) non-external ___unnamed_26
00000001f1412408 (__TEXT,__const) non-external ___unnamed_31
000000020fef13a0 (__AUTH_CONST,__const) non-external ___unnamed_4
000000020fef2840 (__AUTH_CONST,__const) non-external ___unnamed_4
000000020fef2388 (__AUTH_CONST,__const) non-external ___unnamed_5
000000020fef10d0 (__AUTH_CONST,__const) non-external ___unnamed_7
                 (undefined) external __kCFSystemVersionBuildVersionKey (from CoreFoundation)
                 (undefined) external __kCFSystemVersionProductNameKey (from CoreFoundation)
                 (undefined) external __kCFSystemVersionProductVersionKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) external __swiftEmptySetSingleton (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
000000020f182838 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreGraphics (from libswiftCoreGraphics)
000000020f182858 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreGraphics_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreLocation (from libswiftCoreLocation)
000000020f182870 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreLocation_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDarwin (from libswiftDarwin)
000000020f182830 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDarwin_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
000000020f182840 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from libswiftFoundation)
000000020f182820 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
000000020f182850 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIOKit_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftNetwork (from libswiftNetwork)
000000020f182880 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftNetwork_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftOSLog (from libswiftOSLog)
000000020f182860 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftOSLog_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
000000020f182828 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftObjectiveC_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
000000020f182848 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
000000020f182868 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_PegasusKit
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsimd (from libswiftsimd)
000000020f182878 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftsimd_$_PegasusKit
00000001f1408a90 (__TEXT,__text) non-external __swift_stdlib_malloc_size
00000001f1410200 (__TEXT,__text) non-external __swift_stdlib_malloc_size
00000001f14168f2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit04BaseA5ProxyC5ErrorOSHAASQ
00000001f1416970 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit04BaseA5ProxyC8ActivityOSHAASQ
00000001f14168fa (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit04BaseA5ProxyCAA15ActivityAdopterAA0E0AaDP_AA0E11Description
00000001f1416458 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit10ClientTypeOSHAASQ
00000001f1416c92 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit10GRPCClientC8ActivityOSHAASQ
00000001f1416c84 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit10GRPCClientCAA15ActivityAdopterAA0D0AaDP_AA0D11Description
00000001f14166e0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit10SetupStateOSHAASQ
00000001f1417292 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit11SessionTypeOSHAASQ
00000001f1416da0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit13ContextVendorC5ErrorOSHAASQ
00000001f1416dcc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit13ContextVendorC8ActivityOSHAASQ
00000001f1416da8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit13ContextVendorCAA15ActivityAdopterAA0E0AaDP_AA0E11Description
00000001f1416514 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit21ResourceAccessOutcomeOSHAASQ
00000001f141650c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit22ResourceAccessActivityOSHAASQ
00000001f1417276 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit23ResourceNetworkActivityVAA03SubE11DescriptionAA06ParentE0AaDP_AA0eG0
00000001f141726e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit23ResourceNetworkActivityVSHAASQ
00000001f1416e88 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10PegasusKit24LifetimeTrackingActivityOyxGSHAASQ
00000001f13f2ec4 (__TEXT,__text) non-external _block_copy_helper
00000001f13f5520 (__TEXT,__text) non-external _block_copy_helper
00000001f1405ffc (__TEXT,__text) non-external _block_copy_helper
00000001f140c900 (__TEXT,__text) non-external _block_copy_helper
00000001f13f57fc (__TEXT,__text) non-external _block_copy_helper.12
00000001f13f5800 (__TEXT,__text) non-external _block_copy_helper.15
00000001f13f5804 (__TEXT,__text) non-external _block_copy_helper.21
00000001f13f5808 (__TEXT,__text) non-external _block_copy_helper.24
00000001f13f580c (__TEXT,__text) non-external _block_copy_helper.30
00000001f140ca2c (__TEXT,__text) non-external _block_copy_helper.54
00000001f13f57f8 (__TEXT,__text) non-external _block_copy_helper.6
000000020fef1370 (__AUTH_CONST,__const) non-external _block_descriptor
000000020fef14e0 (__AUTH_CONST,__const) non-external _block_descriptor
000000020fef26a0 (__AUTH_CONST,__const) non-external _block_descriptor
000000020fef2b50 (__AUTH_CONST,__const) non-external _block_descriptor
000000020fef1598 (__AUTH_CONST,__const) non-external _block_descriptor.14
000000020fef15c8 (__AUTH_CONST,__const) non-external _block_descriptor.17
000000020fef1620 (__AUTH_CONST,__const) non-external _block_descriptor.23
000000020fef1648 (__AUTH_CONST,__const) non-external _block_descriptor.26
000000020fef1698 (__AUTH_CONST,__const) non-external _block_descriptor.32
000000020fef2ba0 (__AUTH_CONST,__const) non-external _block_descriptor.56
000000020fef1540 (__AUTH_CONST,__const) non-external _block_descriptor.8
00000001f13f2ed4 (__TEXT,__text) non-external _block_destroy_helper
00000001f13f5530 (__TEXT,__text) non-external _block_destroy_helper
00000001f140600c (__TEXT,__text) non-external _block_destroy_helper
00000001f140c910 (__TEXT,__text) non-external _block_destroy_helper
00000001f13f581c (__TEXT,__text) non-external _block_destroy_helper.13
00000001f13f5820 (__TEXT,__text) non-external _block_destroy_helper.16
00000001f13f5824 (__TEXT,__text) non-external _block_destroy_helper.22
00000001f13f5828 (__TEXT,__text) non-external _block_destroy_helper.25
00000001f13f582c (__TEXT,__text) non-external _block_destroy_helper.31
00000001f140ca38 (__TEXT,__text) non-external _block_destroy_helper.55
00000001f13f5818 (__TEXT,__text) non-external _block_destroy_helper.7
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
00000001f13f2edc (__TEXT,__text) non-external (was a private external) _dynamic_cast_existential_1_conditional
00000001f140c918 (__TEXT,__text) non-external (was a private external) _dynamic_cast_existential_1_unconditional
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _kIOMainPortDefault (from IOKit)
                 (undefined) external _kSecPolicyNameAppleParsecService (from Security)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _nw_activity_complete_with_reason (from libnetwork)
                 (undefined) external _nw_activity_create (from libnetwork)
                 (undefined) external _objc_allocWithZone (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_transaction_create (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _swift_allocError (from libswiftCore)
                 (undefined) external _swift_allocObject (from libswiftCore)
                 (undefined) external _swift_allocateGenericClassMetadata (from libswiftCore)
                 (undefined) external _swift_allocateGenericValueMetadata (from libswiftCore)
                 (undefined) external _swift_arrayDestroy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithCopy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithTakeBackToFront (from libswiftCore)
                 (undefined) external _swift_arrayInitWithTakeFrontToBack (from libswiftCore)
                 (undefined) external _swift_beginAccess (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain_n (from libswiftCore)
                 (undefined) external _swift_checkMetadataState (from libswiftCore)
                 (undefined) external _swift_conformsToProtocol (from libswiftCore)
                 (undefined) external _swift_deallocClassInstance (from libswiftCore)
                 (undefined) external _swift_deallocObject (from libswiftCore)
                 (undefined) external _swift_deletedMethodError (from libswiftCore)
                 (undefined) external _swift_dynamicCast (from libswiftCore)
                 (undefined) external _swift_dynamicCastClass (from libswiftCore)
                 (undefined) external _swift_dynamicCastObjCClass (from libswiftCore)
                 (undefined) external _swift_endAccess (from libswiftCore)
                 (undefined) external _swift_errorRelease (from libswiftCore)
                 (undefined) external _swift_errorRetain (from libswiftCore)
                 (undefined) external _swift_getDynamicType (from libswiftCore)
                 (undefined) external _swift_getErrorValue (from libswiftCore)
                 (undefined) external _swift_getForeignTypeMetadata (from libswiftCore)
                 (undefined) external _swift_getGenericMetadata (from libswiftCore)
                 (undefined) external _swift_getMetatypeMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassFromMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassMetadata (from libswiftCore)
                 (undefined) external _swift_getObjectType (from libswiftCore)
