00007ffa1e8deef1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1e8d5a2b (__TEXT,__text) external _glGetMapdv
00007ffa1e8d5a4d (__TEXT,__text) external _glGetMapfv
00007ffa1e8d5a6f (__TEXT,__text) external _glGetMapiv
00007ffa1e8d5a91 (__TEXT,__text) external _glGetMaterialfv
00007ffa1e8d5ab3 (__TEXT,__text) external _glGetMaterialiv
00007ffa1e8d7ac9 (__TEXT,__text) external _glGetMinmax
00007ffa1e8d7af0 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffa1e8d7b12 (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffa1e8da54f (__TEXT,__text) external _glGetMultisamplefv
00007ffa1e8dd6b2 (__TEXT,__text) external _glGetNamedStringARB
00007ffa1e8dd6da (__TEXT,__text) external _glGetNamedStringivARB
00007ffa1e8de786 (__TEXT,__text) external _glGetObjectLabelEXT
00007ffa1e8dd31d (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffa1e8dec96 (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffa1e8dd340 (__TEXT,__text) external _glGetObjectParameterivARB
00007ffa1e8d5ad5 (__TEXT,__text) external _glGetPixelMapfv
00007ffa1e8d5af4 (__TEXT,__text) external _glGetPixelMapuiv
00007ffa1e8d5b13 (__TEXT,__text) external _glGetPixelMapusv
00007ffa1e8d5b32 (__TEXT,__text) external _glGetPointerv
00007ffa1e8d5b51 (__TEXT,__text) external _glGetPolygonStipple
00007ffa1e8db039 (__TEXT,__text) external _glGetProgramBinary
00007ffa1e8dc299 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa1e8dc2bb (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa1e8d939e (__TEXT,__text) external _glGetProgramInfoLog
00007ffa1e8dc2dd (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa1e8dc2ff (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa1e8db1bc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa1e8db17e (__TEXT,__text) external _glGetProgramPipelineiv
00007ffa1e8dad57 (__TEXT,__text) external _glGetProgramStageiv
00007ffa1e8dc345 (__TEXT,__text) external _glGetProgramStringARB
00007ffa1e8d9332 (__TEXT,__text) external _glGetProgramiv
00007ffa1e8dc367 (__TEXT,__text) external _glGetProgramivARB
00007ffa1e8daedc (__TEXT,__text) external _glGetQueryIndexediv
00007ffa1e8da81f (__TEXT,__text) external _glGetQueryObjecti64v
00007ffa1e8de71e (__TEXT,__text) external _glGetQueryObjecti64vEXT
00007ffa1e8d87ea (__TEXT,__text) external _glGetQueryObjectiv
00007ffa1e8dcdb5 (__TEXT,__text) external _glGetQueryObjectivARB
00007ffa1e8da841 (__TEXT,__text) external _glGetQueryObjectui64v
00007ffa1e8de740 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00007ffa1e8d880c (__TEXT,__text) external _glGetQueryObjectuiv
00007ffa1e8dcdd7 (__TEXT,__text) external _glGetQueryObjectuivARB
00007ffa1e8d87c8 (__TEXT,__text) external _glGetQueryiv
00007ffa1e8dcd93 (__TEXT,__text) external _glGetQueryivARB
00007ffa1e8d96fc (__TEXT,__text) external _glGetRenderbufferParameteriv
00007ffa1e8ddd0c (__TEXT,__text) external _glGetRenderbufferParameterivEXT
00007ffa1e8da7bd (__TEXT,__text) external _glGetSamplerParameterIiv
00007ffa1e8da7df (__TEXT,__text) external _glGetSamplerParameterIuiv
00007ffa1e8da79b (__TEXT,__text) external _glGetSamplerParameterfv
00007ffa1e8da779 (__TEXT,__text) external _glGetSamplerParameteriv
00007ffa1e8d79ed (__TEXT,__text) external _glGetSeparableFilter
00007ffa1e8d9379 (__TEXT,__text) external _glGetShaderInfoLog
00007ffa1e8dafe0 (__TEXT,__text) external _glGetShaderPrecisionFormat
00007ffa1e8d9462 (__TEXT,__text) external _glGetShaderSource
00007ffa1e8dd446 (__TEXT,__text) external _glGetShaderSourceARB
00007ffa1e8d9310 (__TEXT,__text) external _glGetShaderiv
00007ffa1e8d5b6e (__TEXT,__text) external _glGetString
00007ffa1e8da156 (__TEXT,__text) external _glGetStringi
00007ffa1e8dac62 (__TEXT,__text) external _glGetSubroutineIndex
00007ffa1e8dac40 (__TEXT,__text) external _glGetSubroutineUniformLocation
00007ffa1e8da4bf (__TEXT,__text) external _glGetSynciv
00007ffa1e8d5b8a (__TEXT,__text) external _glGetTexEnvfv
00007ffa1e8d5bac (__TEXT,__text) external _glGetTexEnviv
00007ffa1e8d5bce (__TEXT,__text) external _glGetTexGendv
00007ffa1e8d5bf0 (__TEXT,__text) external _glGetTexGenfv
00007ffa1e8d5c12 (__TEXT,__text) external _glGetTexGeniv
00007ffa1e8d5c34 (__TEXT,__text) external _glGetTexImage
00007ffa1e8d5c5b (__TEXT,__text) external _glGetTexLevelParameterfv
00007ffa1e8d5c7f (__TEXT,__text) external _glGetTexLevelParameteriv
00007ffa1e8da08b (__TEXT,__text) external _glGetTexParameterIiv
00007ffa1e8de63d (__TEXT,__text) external _glGetTexParameterIivEXT
00007ffa1e8da0ad (__TEXT,__text) external _glGetTexParameterIuiv
00007ffa1e8de65f (__TEXT,__text) external _glGetTexParameterIuivEXT
00007ffa1e8de92c (__TEXT,__text) external _glGetTexParameterPointervAPPLE
00007ffa1e8d5ca3 (__TEXT,__text) external _glGetTexParameterfv
00007ffa1e8d5cc5 (__TEXT,__text) external _glGetTexParameteriv
00007ffa1e8d9b5c (__TEXT,__text) external _glGetTransformFeedbackVarying
00007ffa1e8de078 (__TEXT,__text) external _glGetTransformFeedbackVaryingEXT
00007ffa1e8da210 (__TEXT,__text) external _glGetUniformBlockIndex
00007ffa1e8de10d (__TEXT,__text) external _glGetUniformBufferSizeEXT
00007ffa1e8da19c (__TEXT,__text) external _glGetUniformIndices
00007ffa1e8d93c3 (__TEXT,__text) external _glGetUniformLocation
00007ffa1e8dd3af (__TEXT,__text) external _glGetUniformLocationARB
00007ffa1e8de12b (__TEXT,__text) external _glGetUniformOffsetEXT
00007ffa1e8dad35 (__TEXT,__text) external _glGetUniformSubroutineuiv
00007ffa1e8dac1e (__TEXT,__text) external _glGetUniformdv
00007ffa1e8d9418 (__TEXT,__text) external _glGetUniformfv
00007ffa1e8dd400 (__TEXT,__text) external _glGetUniformfvARB
00007ffa1e8d943d (__TEXT,__text) external _glGetUniformiv
00007ffa1e8dd423 (__TEXT,__text) external _glGetUniformivARB
00007ffa1e8d9ed2 (__TEXT,__text) external _glGetUniformuiv
00007ffa1e8de54e (__TEXT,__text) external _glGetUniformuivEXT
00007ffa1e8d9c06 (__TEXT,__text) external _glGetVertexAttribIiv
00007ffa1e8de3f8 (__TEXT,__text) external _glGetVertexAttribIivEXT
00007ffa1e8d9c28 (__TEXT,__text) external _glGetVertexAttribIuiv
00007ffa1e8de41a (__TEXT,__text) external _glGetVertexAttribIuivEXT
00007ffa1e8dba22 (__TEXT,__text) external _glGetVertexAttribLdv
00007ffa1e8d8ee1 (__TEXT,__text) external _glGetVertexAttribPointerv
00007ffa1e8dc12f (__TEXT,__text) external _glGetVertexAttribPointervARB
00007ffa1e8d8e7b (__TEXT,__text) external _glGetVertexAttribdv
00007ffa1e8dc0c9 (__TEXT,__text) external _glGetVertexAttribdvARB
00007ffa1e8d8e9d (__TEXT,__text) external _glGetVertexAttribfv
00007ffa1e8dc0eb (__TEXT,__text) external _glGetVertexAttribfvARB
00007ffa1e8d8ebf (__TEXT,__text) external _glGetVertexAttribiv
00007ffa1e8dc10d (__TEXT,__text) external _glGetVertexAttribivARB
00007ffa1e8d5ce7 (__TEXT,__text) external _glHint
00007ffa1e8d7b34 (__TEXT,__text) external _glHistogram
00007ffa1e8d5d05 (__TEXT,__text) external _glIndexMask
00007ffa1e8d5d21 (__TEXT,__text) external _glIndexPointer
00007ffa1e8d5d43 (__TEXT,__text) external _glIndexd
00007ffa1e8d5d5d (__TEXT,__text) external _glIndexdv
00007ffa1e8d5d7a (__TEXT,__text) external _glIndexf
00007ffa1e8d5d94 (__TEXT,__text) external _glIndexfv
00007ffa1e8d5db1 (__TEXT,__text) external _glIndexi
00007ffa1e8d5dcd (__TEXT,__text) external _glIndexiv
00007ffa1e8d5dea (__TEXT,__text) external _glIndexs
00007ffa1e8d5e06 (__TEXT,__text) external _glIndexsv
00007ffa1e8d5e23 (__TEXT,__text) external _glIndexub
00007ffa1e8d5e3f (__TEXT,__text) external _glIndexubv
00007ffa1e8d5e5c (__TEXT,__text) external _glInitNames
00007ffa1e8de7ad (__TEXT,__text) external _glInsertEventMarkerEXT
00007ffa1e8d5e73 (__TEXT,__text) external _glInterleavedArrays
00007ffa1e8d888a (__TEXT,__text) external _glIsBuffer
00007ffa1e8dce55 (__TEXT,__text) external _glIsBufferARB
00007ffa1e8d5e95 (__TEXT,__text) external _glIsEnabled
00007ffa1e8de6e4 (__TEXT,__text) external _glIsEnabledIndexedEXT
00007ffa1e8d9a9e (__TEXT,__text) external _glIsEnabledi
00007ffa1e8de9a8 (__TEXT,__text) external _glIsFenceAPPLE
00007ffa1e8d971e (__TEXT,__text) external _glIsFramebuffer
00007ffa1e8ddd2e (__TEXT,__text) external _glIsFramebufferEXT
00007ffa1e8d5eb1 (__TEXT,__text) external _glIsList
00007ffa1e8dd693 (__TEXT,__text) external _glIsNamedStringARB
00007ffa1e8d92f4 (__TEXT,__text) external _glIsProgram
00007ffa1e8dbbe7 (__TEXT,__text) external _glIsProgramARB
00007ffa1e8db162 (__TEXT,__text) external _glIsProgramPipeline
00007ffa1e8d8772 (__TEXT,__text) external _glIsQuery
00007ffa1e8dcd3d (__TEXT,__text) external _glIsQueryARB
00007ffa1e8d9660 (__TEXT,__text) external _glIsRenderbuffer
00007ffa1e8ddc70 (__TEXT,__text) external _glIsRenderbufferEXT
00007ffa1e8da678 (__TEXT,__text) external _glIsSampler
00007ffa1e8d92d8 (__TEXT,__text) external _glIsShader
00007ffa1e8da420 (__TEXT,__text) external _glIsSync
00007ffa1e8d5ecd (__TEXT,__text) external _glIsTexture
00007ffa1e8dae14 (__TEXT,__text) external _glIsTransformFeedback
00007ffa1e8d99db (__TEXT,__text) external _glIsVertexArray
00007ffa1e8deaee (__TEXT,__text) external _glIsVertexArrayAPPLE
00007ffa1e8de83e (__TEXT,__text) external _glIsVertexAttribEnabledAPPLE
00007ffa1e8de762 (__TEXT,__text) external _glLabelObjectEXT
00007ffa1e8decf6 (__TEXT,__text) external _glLabelObjectWithResponsibleProcessAPPLE
00007ffa1e8d5ee9 (__TEXT,__text) external _glLightModelf
00007ffa1e8d5f05 (__TEXT,__text) external _glLightModelfv
00007ffa1e8d5f24 (__TEXT,__text) external _glLightModeli
00007ffa1e8d5f42 (__TEXT,__text) external _glLightModeliv
00007ffa1e8d5f61 (__TEXT,__text) external _glLightf
00007ffa1e8d5f7f (__TEXT,__text) external _glLightfv
00007ffa1e8d5fa1 (__TEXT,__text) external _glLighti
00007ffa1e8d5fc2 (__TEXT,__text) external _glLightiv
00007ffa1e8d5fe4 (__TEXT,__text) external _glLineStipple
00007ffa1e8d6002 (__TEXT,__text) external _glLineWidth
00007ffa1e8d8fe6 (__TEXT,__text) external _glLinkProgram
00007ffa1e8dd050 (__TEXT,__text) external _glLinkProgramARB
00007ffa1e8d601c (__TEXT,__text) external _glListBase
00007ffa1e8d6038 (__TEXT,__text) external _glLoadIdentity
00007ffa1e8d604f (__TEXT,__text) external _glLoadMatrixd
00007ffa1e8d606c (__TEXT,__text) external _glLoadMatrixf
00007ffa1e8d6089 (__TEXT,__text) external _glLoadName
00007ffa1e8d7fcd (__TEXT,__text) external _glLoadTransposeMatrixd
00007ffa1e8dc8dd (__TEXT,__text) external _glLoadTransposeMatrixdARB
00007ffa1e8d7fea (__TEXT,__text) external _glLoadTransposeMatrixf
00007ffa1e8dc8fa (__TEXT,__text) external _glLoadTransposeMatrixfARB
00007ffa1e8dd7a5 (__TEXT,__text) external _glLockArraysEXT
00007ffa1e8d60a5 (__TEXT,__text) external _glLogicOp
00007ffa1e8d60c1 (__TEXT,__text) external _glMap1d
00007ffa1e8d60e5 (__TEXT,__text) external _glMap1f
00007ffa1e8d6109 (__TEXT,__text) external _glMap2d
00007ffa1e8d613d (__TEXT,__text) external _glMap2f
00007ffa1e8d8918 (__TEXT,__text) external _glMapBuffer
00007ffa1e8dcee3 (__TEXT,__text) external _glMapBufferARB
00007ffa1e8d9938 (__TEXT,__text) external _glMapBufferRange
00007ffa1e8d6171 (__TEXT,__text) external _glMapGrid1d
00007ffa1e8d618d (__TEXT,__text) external _glMapGrid1f
00007ffa1e8d61a9 (__TEXT,__text) external _glMapGrid2d
00007ffa1e8d61c7 (__TEXT,__text) external _glMapGrid2f
00007ffa1e8de85c (__TEXT,__text) external _glMapVertexAttrib1dAPPLE
00007ffa1e8de883 (__TEXT,__text) external _glMapVertexAttrib1fAPPLE
00007ffa1e8de8aa (__TEXT,__text) external _glMapVertexAttrib2dAPPLE
00007ffa1e8de8da (__TEXT,__text) external _glMapVertexAttrib2fAPPLE
00007ffa1e8d61e5 (__TEXT,__text) external _glMaterialf
00007ffa1e8d6203 (__TEXT,__text) external _glMaterialfv
00007ffa1e8d6225 (__TEXT,__text) external _glMateriali
00007ffa1e8d6246 (__TEXT,__text) external _glMaterialiv
00007ffa1e8d6268 (__TEXT,__text) external _glMatrixMode
00007ffa1e8daf00 (__TEXT,__text) external _glMinSampleShading
00007ffa1e8dd586 (__TEXT,__text) external _glMinSampleShadingARB
00007ffa1e8d7b58 (__TEXT,__text) external _glMinmax
00007ffa1e8d6284 (__TEXT,__text) external _glMultMatrixd
00007ffa1e8d62a1 (__TEXT,__text) external _glMultMatrixf
00007ffa1e8d8007 (__TEXT,__text) external _glMultTransposeMatrixd
00007ffa1e8dc917 (__TEXT,__text) external _glMultTransposeMatrixdARB
00007ffa1e8d8024 (__TEXT,__text) external _glMultTransposeMatrixf
00007ffa1e8dc934 (__TEXT,__text) external _glMultTransposeMatrixfARB
00007ffa1e8d8518 (__TEXT,__text) external _glMultiDrawArrays
00007ffa1e8ddbce (__TEXT,__text) external _glMultiDrawArraysEXT
00007ffa1e8deb71 (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
00007ffa1e8d853e (__TEXT,__text) external _glMultiDrawElements
00007ffa1e8da3b1 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
00007ffa1e8ddbf4 (__TEXT,__text) external _glMultiDrawElementsEXT
00007ffa1e8ded17 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
00007ffa1e8ded3f (__TEXT,__text) external _glMultiDrawElementsIndirectBaseInstanceAPPLE
00007ffa1e8deb97 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00007ffa1e8d7be9 (__TEXT,__text) external _glMultiTexCoord1d
00007ffa1e8dc4f9 (__TEXT,__text) external _glMultiTexCoord1dARB
00007ffa1e8d7c05 (__TEXT,__text) external _glMultiTexCoord1dv
00007ffa1e8dc515 (__TEXT,__text) external _glMultiTexCoord1dvARB
00007ffa1e8d7c24 (__TEXT,__text) external _glMultiTexCoord1f
00007ffa1e8dc534 (__TEXT,__text) external _glMultiTexCoord1fARB
00007ffa1e8d7c40 (__TEXT,__text) external _glMultiTexCoord1fv
00007ffa1e8dc550 (__TEXT,__text) external _glMultiTexCoord1fvARB
00007ffa1e8d7c5f (__TEXT,__text) external _glMultiTexCoord1i
00007ffa1e8dc56f (__TEXT,__text) external _glMultiTexCoord1iARB
00007ffa1e8d7c7d (__TEXT,__text) external _glMultiTexCoord1iv
00007ffa1e8dc58d (__TEXT,__text) external _glMultiTexCoord1ivARB
00007ffa1e8d7c9c (__TEXT,__text) external _glMultiTexCoord1s
00007ffa1e8dc5ac (__TEXT,__text) external _glMultiTexCoord1sARB
00007ffa1e8d7cba (__TEXT,__text) external _glMultiTexCoord1sv
00007ffa1e8dc5ca (__TEXT,__text) external _glMultiTexCoord1svARB
00007ffa1e8d7cd9 (__TEXT,__text) external _glMultiTexCoord2d
00007ffa1e8dc5e9 (__TEXT,__text) external _glMultiTexCoord2dARB
00007ffa1e8d7cf5 (__TEXT,__text) external _glMultiTexCoord2dv
00007ffa1e8dc605 (__TEXT,__text) external _glMultiTexCoord2dvARB
00007ffa1e8d7d14 (__TEXT,__text) external _glMultiTexCoord2f
00007ffa1e8dc624 (__TEXT,__text) external _glMultiTexCoord2fARB
00007ffa1e8d7d30 (__TEXT,__text) external _glMultiTexCoord2fv
00007ffa1e8dc640 (__TEXT,__text) external _glMultiTexCoord2fvARB
00007ffa1e8d7d4f (__TEXT,__text) external _glMultiTexCoord2i
00007ffa1e8dc65f (__TEXT,__text) external _glMultiTexCoord2iARB
00007ffa1e8d7d70 (__TEXT,__text) external _glMultiTexCoord2iv
00007ffa1e8dc680 (__TEXT,__text) external _glMultiTexCoord2ivARB
00007ffa1e8d7d8f (__TEXT,__text) external _glMultiTexCoord2s
00007ffa1e8dc69f (__TEXT,__text) external _glMultiTexCoord2sARB
00007ffa1e8d7db0 (__TEXT,__text) external _glMultiTexCoord2sv
00007ffa1e8dc6c0 (__TEXT,__text) external _glMultiTexCoord2svARB
00007ffa1e8d7dcf (__TEXT,__text) external _glMultiTexCoord3d
00007ffa1e8dc6df (__TEXT,__text) external _glMultiTexCoord3dARB
00007ffa1e8d7deb (__TEXT,__text) external _glMultiTexCoord3dv
00007ffa1e8dc6fb (__TEXT,__text) external _glMultiTexCoord3dvARB
00007ffa1e8d7e0a (__TEXT,__text) external _glMultiTexCoord3f
00007ffa1e8dc71a (__TEXT,__text) external _glMultiTexCoord3fARB
00007ffa1e8d7e26 (__TEXT,__text) external _glMultiTexCoord3fv
00007ffa1e8dc736 (__TEXT,__text) external _glMultiTexCoord3fvARB
00007ffa1e8d7e45 (__TEXT,__text) external _glMultiTexCoord3i
00007ffa1e8dc755 (__TEXT,__text) external _glMultiTexCoord3iARB
00007ffa1e8d7e69 (__TEXT,__text) external _glMultiTexCoord3iv
00007ffa1e8dc779 (__TEXT,__text) external _glMultiTexCoord3ivARB
00007ffa1e8d7e88 (__TEXT,__text) external _glMultiTexCoord3s
00007ffa1e8dc798 (__TEXT,__text) external _glMultiTexCoord3sARB
00007ffa1e8d7eac (__TEXT,__text) external _glMultiTexCoord3sv
00007ffa1e8dc7bc (__TEXT,__text) external _glMultiTexCoord3svARB
00007ffa1e8d7ecb (__TEXT,__text) external _glMultiTexCoord4d
00007ffa1e8dc7db (__TEXT,__text) external _glMultiTexCoord4dARB
00007ffa1e8d7ee7 (__TEXT,__text) external _glMultiTexCoord4dv
00007ffa1e8dc7f7 (__TEXT,__text) external _glMultiTexCoord4dvARB
00007ffa1e8d7f06 (__TEXT,__text) external _glMultiTexCoord4f
00007ffa1e8dc816 (__TEXT,__text) external _glMultiTexCoord4fARB
00007ffa1e8d7f22 (__TEXT,__text) external _glMultiTexCoord4fv
00007ffa1e8dc832 (__TEXT,__text) external _glMultiTexCoord4fvARB
00007ffa1e8d7f41 (__TEXT,__text) external _glMultiTexCoord4i
00007ffa1e8dc851 (__TEXT,__text) external _glMultiTexCoord4iARB
00007ffa1e8d7f68 (__TEXT,__text) external _glMultiTexCoord4iv
00007ffa1e8dc878 (__TEXT,__text) external _glMultiTexCoord4ivARB
00007ffa1e8d7f87 (__TEXT,__text) external _glMultiTexCoord4s
00007ffa1e8dc897 (__TEXT,__text) external _glMultiTexCoord4sARB
00007ffa1e8d7fae (__TEXT,__text) external _glMultiTexCoord4sv
00007ffa1e8dc8be (__TEXT,__text) external _glMultiTexCoord4svARB
00007ffa1e8dd627 (__TEXT,__text) external _glNamedStringARB
00007ffa1e8d62be (__TEXT,__text) external _glNewList
00007ffa1e8d62dc (__TEXT,__text) external _glNormal3b
00007ffa1e8d62fd (__TEXT,__text) external _glNormal3bv
00007ffa1e8d631a (__TEXT,__text) external _glNormal3d
00007ffa1e8d6334 (__TEXT,__text) external _glNormal3dv
00007ffa1e8d6351 (__TEXT,__text) external _glNormal3f
00007ffa1e8d636b (__TEXT,__text) external _glNormal3fv
00007ffa1e8d6388 (__TEXT,__text) external _glNormal3i
00007ffa1e8d63a9 (__TEXT,__text) external _glNormal3iv
00007ffa1e8d63c6 (__TEXT,__text) external _glNormal3s
00007ffa1e8d63e7 (__TEXT,__text) external _glNormal3sv
00007ffa1e8d6404 (__TEXT,__text) external _glNormalPointer
00007ffa1e8dec54 (__TEXT,__text) external _glObjectPurgeableAPPLE
00007ffa1e8dec75 (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00007ffa1e8d6426 (__TEXT,__text) external _glOrtho
00007ffa1e8dedd3 (__TEXT,__text) external _glPNTrianglesfATI
00007ffa1e8deddf (__TEXT,__text) external _glPNTrianglesfATIX
00007ffa1e8dedcd (__TEXT,__text) external _glPNTrianglesiATI
00007ffa1e8dedd9 (__TEXT,__text) external _glPNTrianglesiATIX
00007ffa1e8d6440 (__TEXT,__text) external _glPassThrough
00007ffa1e8dad99 (__TEXT,__text) external _glPatchParameterfv
00007ffa1e8dad7b (__TEXT,__text) external _glPatchParameteri
00007ffa1e8dae30 (__TEXT,__text) external _glPauseTransformFeedback
00007ffa1e8d645a (__TEXT,__text) external _glPixelMapfv
00007ffa1e8d647c (__TEXT,__text) external _glPixelMapuiv
00007ffa1e8d649e (__TEXT,__text) external _glPixelMapusv
00007ffa1e8d64c0 (__TEXT,__text) external _glPixelStoref
00007ffa1e8d64dc (__TEXT,__text) external _glPixelStorei
00007ffa1e8d64fa (__TEXT,__text) external _glPixelTransferf
00007ffa1e8d6516 (__TEXT,__text) external _glPixelTransferi
00007ffa1e8d6534 (__TEXT,__text) external _glPixelZoom
00007ffa1e8d847c (__TEXT,__text) external _glPointParameterf
00007ffa1e8dcaf6 (__TEXT,__text) external _glPointParameterfARB
00007ffa1e8d8498 (__TEXT,__text) external _glPointParameterfv
00007ffa1e8dcb12 (__TEXT,__text) external _glPointParameterfvARB
00007ffa1e8d84b7 (__TEXT,__text) external _glPointParameteri
00007ffa1e8dee1a (__TEXT,__text) external _glPointParameteriNV
00007ffa1e8d84d5 (__TEXT,__text) external _glPointParameteriv
00007ffa1e8dee38 (__TEXT,__text) external _glPointParameterivNV
00007ffa1e8d654e (__TEXT,__text) external _glPointSize
00007ffa1e8decba (__TEXT,__text) external _glPointSizePointerAPPLE
00007ffa1e8d6568 (__TEXT,__text) external _glPolygonMode
00007ffa1e8d6586 (__TEXT,__text) external _glPolygonOffset
00007ffa1e8d65a0 (__TEXT,__text) external _glPolygonStipple
00007ffa1e8d65bd (__TEXT,__text) external _glPopAttrib
00007ffa1e8d65d4 (__TEXT,__text) external _glPopClientAttrib
00007ffa1e8de7eb (__TEXT,__text) external _glPopGroupMarkerEXT
00007ffa1e8d65eb (__TEXT,__text) external _glPopMatrix
00007ffa1e8d6602 (__TEXT,__text) external _glPopName
00007ffa1e8da307 (__TEXT,__text) external _glPrimitiveRestartIndex
00007ffa1e8d6619 (__TEXT,__text) external _glPrioritizeTextures
00007ffa1e8db061 (__TEXT,__text) external _glProgramBinary
00007ffa1e8dc151 (__TEXT,__text) external _glProgramEnvParameter4dARB
00007ffa1e8dc16f (__TEXT,__text) external _glProgramEnvParameter4dvARB
00007ffa1e8dc191 (__TEXT,__text) external _glProgramEnvParameter4fARB
00007ffa1e8dc1af (__TEXT,__text) external _glProgramEnvParameter4fvARB
00007ffa1e8dc251 (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00007ffa1e8dc1d1 (__TEXT,__text) external _glProgramLocalParameter4dARB
00007ffa1e8dc1ef (__TEXT,__text) external _glProgramLocalParameter4dvARB
00007ffa1e8dc211 (__TEXT,__text) external _glProgramLocalParameter4fARB
00007ffa1e8dc22f (__TEXT,__text) external _glProgramLocalParameter4fvARB
00007ffa1e8dc275 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00007ffa1e8db086 (__TEXT,__text) external _glProgramParameteri
00007ffa1e8ddf21 (__TEXT,__text) external _glProgramParameteriEXT
00007ffa1e8dc321 (__TEXT,__text) external _glProgramStringARB
00007ffa1e8db6a8 (__TEXT,__text) external _glProgramUniform1d
00007ffa1e8db720 (__TEXT,__text) external _glProgramUniform1dv
00007ffa1e8db281 (__TEXT,__text) external _glProgramUniform1f
00007ffa1e8db389 (__TEXT,__text) external _glProgramUniform1fv
00007ffa1e8db1e1 (__TEXT,__text) external _glProgramUniform1i
00007ffa1e8db2f9 (__TEXT,__text) external _glProgramUniform1iv
00007ffa1e8db48e (__TEXT,__text) external _glProgramUniform1ui
00007ffa1e8db52e (__TEXT,__text) external _glProgramUniform1uiv
00007ffa1e8db6c6 (__TEXT,__text) external _glProgramUniform2d
00007ffa1e8db744 (__TEXT,__text) external _glProgramUniform2dv
00007ffa1e8db29f (__TEXT,__text) external _glProgramUniform2f
00007ffa1e8db3ad (__TEXT,__text) external _glProgramUniform2fv
00007ffa1e8db202 (__TEXT,__text) external _glProgramUniform2i
00007ffa1e8db31d (__TEXT,__text) external _glProgramUniform2iv
00007ffa1e8db4af (__TEXT,__text) external _glProgramUniform2ui
00007ffa1e8db552 (__TEXT,__text) external _glProgramUniform2uiv
00007ffa1e8db6e4 (__TEXT,__text) external _glProgramUniform3d
00007ffa1e8db768 (__TEXT,__text) external _glProgramUniform3dv
00007ffa1e8db2bd (__TEXT,__text) external _glProgramUniform3f
00007ffa1e8db3d1 (__TEXT,__text) external _glProgramUniform3fv
00007ffa1e8db226 (__TEXT,__text) external _glProgramUniform3i
00007ffa1e8db341 (__TEXT,__text) external _glProgramUniform3iv
00007ffa1e8db4d3 (__TEXT,__text) external _glProgramUniform3ui
00007ffa1e8db576 (__TEXT,__text) external _glProgramUniform3uiv
00007ffa1e8db702 (__TEXT,__text) external _glProgramUniform4d
00007ffa1e8db78c (__TEXT,__text) external _glProgramUniform4dv
00007ffa1e8db2db (__TEXT,__text) external _glProgramUniform4f
00007ffa1e8db3f5 (__TEXT,__text) external _glProgramUniform4fv
00007ffa1e8db24d (__TEXT,__text) external _glProgramUniform4i
00007ffa1e8db365 (__TEXT,__text) external _glProgramUniform4iv
00007ffa1e8db4fa (__TEXT,__text) external _glProgramUniform4ui
00007ffa1e8db59a (__TEXT,__text) external _glProgramUniform4uiv
00007ffa1e8db7b0 (__TEXT,__text) external _glProgramUniformMatrix2dv
00007ffa1e8db419 (__TEXT,__text) external _glProgramUniformMatrix2fv
00007ffa1e8db825 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
00007ffa1e8db5be (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00007ffa1e8db873 (__TEXT,__text) external _glProgramUniformMatrix2x4dv
00007ffa1e8db60c (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00007ffa1e8db7d7 (__TEXT,__text) external _glProgramUniformMatrix3dv
00007ffa1e8db440 (__TEXT,__text) external _glProgramUniformMatrix3fv
00007ffa1e8db84c (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00007ffa1e8db5e5 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00007ffa1e8db8c1 (__TEXT,__text) external _glProgramUniformMatrix3x4dv
00007ffa1e8db65a (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00007ffa1e8db7fe (__TEXT,__text) external _glProgramUniformMatrix4dv
00007ffa1e8db467 (__TEXT,__text) external _glProgramUniformMatrix4fv
00007ffa1e8db89a (__TEXT,__text) external _glProgramUniformMatrix4x2dv
00007ffa1e8db633 (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00007ffa1e8db8e8 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa1e8db681 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
