00000001e88d1ea0 (__TEXT,__text) external _AddFileExtent
00000001e88ec8e0 (__TEXT,__text) non-external _hfs_getnewvnode.cold.2
00000001e88ec9b8 (__TEXT,__text) non-external _hfs_getnewvnode.cold.3
00000001e88eca90 (__TEXT,__text) non-external _hfs_getnewvnode.cold.4
00000001e88ecb68 (__TEXT,__text) non-external _hfs_getnewvnode.cold.5
00000001e88c0ea4 (__TEXT,__text) external _hfs_getvoluuid
00000001e88b6dd4 (__TEXT,__text) external _hfs_idhash_destroy
00000001e88b6da4 (__TEXT,__text) external _hfs_idhash_init
00000001e88d0d2c (__TEXT,__text) external _hfs_incr_gencount
00000001e88d772c (__TEXT,__text) external _hfs_init_summary
00000001e88df394 (__TEXT,__text) external _hfs_insertdirhint
00000001e88edb98 (__TEXT,__text) non-external _hfs_insertdirhint.cold.1
00000001e88cbd1c (__TEXT,__text) external _hfs_is_journal_file
00000001e88d7494 (__TEXT,__text) external _hfs_isallocated
00000001e88d74d8 (__TEXT,__text) non-external _hfs_isallocated_internal
00000001e88d7724 (__TEXT,__text) external _hfs_isrbtree_active
00000001e88d5e38 (__TEXT,__text) non-external _hfs_issue_unmap
00000001e88d082c (__TEXT,__text) external _hfs_lock
00000001e88ecc40 (__TEXT,__text) non-external _hfs_lock.cold.1
00000001e88de848 (__TEXT,__text) external _hfs_lock_global
00000001e88ed710 (__TEXT,__text) non-external _hfs_lock_global.cold.1
00000001e88dec90 (__TEXT,__text) external _hfs_lock_mount
00000001e88d0ae8 (__TEXT,__text) external _hfs_lock_truncate
00000001e88ecd18 (__TEXT,__text) non-external _hfs_lock_truncate.cold.1
00000001e88d05e4 (__TEXT,__text) external _hfs_lockfour
00000001e88d0c28 (__TEXT,__text) external _hfs_lockpair
00000001e88bf8bc (__TEXT,__text) non-external _hfs_locks_destroy
00000001e88e70b8 (__TEXT,__text) external _hfs_lookup_lastlink
00000001e88e7e44 (__TEXT,__text) external _hfs_makelink
00000001e88e54d4 (__TEXT,__text) external _hfs_makenode
00000001e88dcd0c (__TEXT,__text) external _hfs_malloc
00000001e88dec40 (__TEXT,__text) external _hfs_mallocz
00000001e88c0c4c (__TEXT,__text) external _hfs_mark_inconsistent
00000001e88be4fc (__TEXT,__text) external _hfs_mount
00000001e88be678 (__TEXT,__text) non-external _hfs_mountfs
00000001e88df4c8 (__TEXT,__text) external _hfs_namecmp
00000001e88e5128 (__TEXT,__text) external _hfs_prepare_fork_for_update
00000001e88ee9b8 (__TEXT,__text) non-external _hfs_prepare_fork_for_update.cold.1
00000001e88e03ac (__TEXT,__text) external _hfs_prepare_release_storage
0000000204be1f40 (__DATA,__data) external _hfs_private_names
00000001e88e7a88 (__TEXT,__text) external _hfs_privatedir_init
00000001e88b226c (__TEXT,__text) external _hfs_readdirattr_internal
00000001e88d0574 (__TEXT,__text) non-external _hfs_reclaim_cnode
00000001e88df42c (__TEXT,__text) external _hfs_reldirhint
00000001e88df79c (__TEXT,__text) external _hfs_reldirhints
00000001e88d7850 (__TEXT,__text) non-external _hfs_release_reserved
00000001e88ed4e0 (__TEXT,__text) non-external _hfs_release_reserved.cold.1
00000001e88e0468 (__TEXT,__text) external _hfs_release_storage
00000001e88d6a24 (__TEXT,__text) non-external _hfs_release_summary
00000001e88e7130 (__TEXT,__text) external _hfs_relorigin
00000001e88e7d68 (__TEXT,__text) external _hfs_relorigins
00000001e88dce18 (__TEXT,__text) external _hfs_remove_orphans
00000001e88c8a30 (__TEXT,__text) external _hfs_removeallattr
00000001e88e4c0c (__TEXT,__text) external _hfs_removedir
00000001e88e4008 (__TEXT,__text) external _hfs_removefile
00000001e88e6ce8 (__TEXT,__text) external _hfs_removefile_callback
00000001e88e7988 (__TEXT,__text) external _hfs_savelinkorigin
00000001e88c0fa4 (__TEXT,__text) external _hfs_scan_blocks
00000001e88b1aa4 (__TEXT,__text) external _hfs_scandir
00000001e88c1664 (__TEXT,__text) external _hfs_setencodingbits
00000001e88de948 (__TEXT,__text) external _hfs_start_transaction
0000000204be1f2d (__DATA,__data) external _hfs_startupname
00000001e88df690 (__TEXT,__text) external _hfs_strstr
00000001e88c3224 (__TEXT,__text) external _hfs_swap_BTNode
00000001e88c3e1c (__TEXT,__text) external _hfs_swap_HFSPlusBTInternalNode
00000001e88eb630 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.1
00000001e88ebbf8 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.10
00000001e88ebc90 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.11
00000001e88ebd28 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.12
00000001e88ebdc0 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.13
00000001e88ebe58 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.14
00000001e88ebef0 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.15
00000001e88ebf88 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.16
00000001e88ec020 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.17
00000001e88ec0b8 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.18
00000001e88ec150 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.19
00000001e88eb738 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.2
00000001e88eb7d0 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.3
00000001e88eb868 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.4
00000001e88eb900 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.5
00000001e88eb998 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.6
00000001e88eba30 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.7
00000001e88ebac8 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.8
00000001e88ebb60 (__TEXT,__text) non-external _hfs_swap_HFSPlusBTInternalNode.cold.9
00000001e88c31dc (__TEXT,__text) external _hfs_swap_HFSPlusForkData
00000001e88defcc (__TEXT,__text) external _hfs_systemfile_lock
00000001e88df180 (__TEXT,__text) external _hfs_systemfile_unlock
00000001e88d0dac (__TEXT,__text) external _hfs_touchtimes
00000001e88d8b70 (__TEXT,__text) non-external _hfs_track_unmap_blocks
00000001e88d5840 (__TEXT,__text) external _hfs_trim_callback
00000001e88e065c (__TEXT,__text) external _hfs_truncate
00000001e88e71c4 (__TEXT,__text) external _hfs_unlink
00000001e88eeb10 (__TEXT,__text) non-external _hfs_unlink.cold.1
00000001e88d02d4 (__TEXT,__text) external _hfs_unlock
00000001e88de8e0 (__TEXT,__text) external _hfs_unlock_global
00000001e88dec98 (__TEXT,__text) external _hfs_unlock_mount
00000001e88d0b88 (__TEXT,__text) external _hfs_unlock_truncate
00000001e88ece10 (__TEXT,__text) non-external _hfs_unlock_truncate.cold.1
00000001e88d094c (__TEXT,__text) external _hfs_unlockfour
00000001e88d0cdc (__TEXT,__text) external _hfs_unlockpair
00000001e88c1560 (__TEXT,__text) external _hfs_unmount
00000001e88eb20c (__TEXT,__text) non-external _hfs_unmount.cold.1
00000001e88eb2a8 (__TEXT,__text) non-external _hfs_unmount.cold.2
00000001e88e3ae8 (__TEXT,__text) external _hfs_update
00000001e88d03c8 (__TEXT,__text) external _hfs_valid_cnode
0000000204be1f0e (__DATA,__data) external _hfs_vbmname
00000001e88c1548 (__TEXT,__text) external _hfs_vfs_root
00000001e88c10dc (__TEXT,__text) external _hfs_vget
0000000204be06da (__DATA,__data) non-external _hfs_vget.hfs_rootname
00000001e88e6d10 (__TEXT,__text) external _hfs_vgetrsrc
00000001e88dfec8 (__TEXT,__text) external _hfs_vnop_blockmap
00000001e88e59e4 (__TEXT,__text) external _hfs_vnop_create
00000001e88c64c4 (__TEXT,__text) external _hfs_vnop_getxattr
00000001e88e6870 (__TEXT,__text) external _hfs_vnop_link
00000001e88c8608 (__TEXT,__text) external _hfs_vnop_listxattr
00000001e88c1cb0 (__TEXT,__text) external _hfs_vnop_lookup
00000001e88e54bc (__TEXT,__text) external _hfs_vnop_mkdir
00000001e88e0be8 (__TEXT,__text) external _hfs_vnop_preallocate
00000001e88e3318 (__TEXT,__text) external _hfs_vnop_readdir
00000001e88e3ce4 (__TEXT,__text) external _hfs_vnop_readdirattr
00000001e88e5214 (__TEXT,__text) external _hfs_vnop_readlink
00000001e88d1694 (__TEXT,__text) external _hfs_vnop_reclaim
00000001e88ecebc (__TEXT,__text) non-external _hfs_vnop_reclaim.cold.1
00000001e88e49c0 (__TEXT,__text) external _hfs_vnop_remove
00000001e88c807c (__TEXT,__text) external _hfs_vnop_removexattr
00000001e88e5d88 (__TEXT,__text) external _hfs_vnop_renamex
00000001e88e4b4c (__TEXT,__text) external _hfs_vnop_rmdir
00000001e88e4eec (__TEXT,__text) external _hfs_vnop_setattr
00000001e88c6e70 (__TEXT,__text) external _hfs_vnop_setxattr
00000001e88e59f0 (__TEXT,__text) external _hfs_vnop_symlink
00000001e88eeae4 (__TEXT,__text) non-external _hfs_vnop_symlink.cold.1
00000001e88c1704 (__TEXT,__text) external _hfs_volupdate
00000001e88d0f1c (__TEXT,__text) external _hfs_write_dateadded
00000001e88d0d80 (__TEXT,__text) external _hfs_write_gencount
0000000204be0668 (__DATA,__data) external _iftovt_tab
00000001e88c8500 (__TEXT,__text) external _init_attrdata_vnode
00000001e88cf7d0 (__TEXT,__text) non-external _insert_block
                 (undefined) external _ioctl (from libSystem)
00000001e88cbd50 (__TEXT,__text) external _is_journaled
0000000204be2058 (__DATA,__common) external _jnl_group_attr
0000000204be2060 (__DATA,__common) external _jnl_lock_attr
0000000204be2068 (__DATA,__common) external _jnl_mutex_group
0000000204be06dc (__DATA,__data) external _jnl_trim_flush_limit
00000001e88cfa10 (__TEXT,__text) non-external _journal_binfo_cmp
00000001e88cc06c (__TEXT,__text) external _journal_close
00000001e88cb7d0 (__TEXT,__text) external _journal_create
00000001e88cf5dc (__TEXT,__text) external _journal_current_txn
00000001e88cc564 (__TEXT,__text) external _journal_end_transaction
00000001e88ce90c (__TEXT,__text) external _journal_flush
00000001e88c8d24 (__TEXT,__text) external _journal_init
00000001e88cf0b4 (__TEXT,__text) external _journal_is_clean
00000001e88cec78 (__TEXT,__text) external _journal_kill_block
00000001e88c8cd0 (__TEXT,__text) external _journal_lock
00000001e88ce3a8 (__TEXT,__text) external _journal_modify_block_end
00000001e88cddcc (__TEXT,__text) external _journal_modify_block_start
00000001e88c8d5c (__TEXT,__text) external _journal_open
00000001e88cbd14 (__TEXT,__text) external _journal_owner
00000001e88cbdf8 (__TEXT,__text) external _journal_release
00000001e88cdaa0 (__TEXT,__text) external _journal_start_transaction
00000001e88c8d1c (__TEXT,__text) external _journal_unlock
00000001e88bd0d0 (__TEXT,__text) external _lf_cond_destroy
00000001e88eaccc (__TEXT,__text) non-external _lf_cond_destroy.cold.1
00000001e88bd0ac (__TEXT,__text) external _lf_cond_init
00000001e88eaca0 (__TEXT,__text) non-external _lf_cond_init.cold.1
00000001e88bd0f0 (__TEXT,__text) external _lf_cond_wait_relative
00000001e88eacf8 (__TEXT,__text) non-external _lf_cond_wait_relative.cold.1
00000001e88bd118 (__TEXT,__text) external _lf_cond_wakeup
00000001e88ead24 (__TEXT,__text) non-external _lf_cond_wakeup.cold.1
00000001e88c63e0 (__TEXT,__text) non-external _lf_hfs_buf_free_unused
00000001e88c51bc (__TEXT,__text) external _lf_hfs_generic_buf_allocate
00000001e88ec240 (__TEXT,__text) non-external _lf_hfs_generic_buf_allocate.cold.1
00000001e88c63c8 (__TEXT,__text) external _lf_hfs_generic_buf_cache_LockBufCache
00000001e88c63d4 (__TEXT,__text) external _lf_hfs_generic_buf_cache_UnLockBufCache
00000001e88c56ac (__TEXT,__text) external _lf_hfs_generic_buf_cache_add
00000001e88c60ec (__TEXT,__text) external _lf_hfs_generic_buf_cache_clear_by_iFD
00000001e88c631c (__TEXT,__text) external _lf_hfs_generic_buf_cache_copy
00000001e88c5f88 (__TEXT,__text) external _lf_hfs_generic_buf_cache_deinit
00000001e88ec584 (__TEXT,__text) non-external _lf_hfs_generic_buf_cache_deinit.cold.1
00000001e88ec5b0 (__TEXT,__text) non-external _lf_hfs_generic_buf_cache_deinit.cold.2
00000001e88c61fc (__TEXT,__text) external _lf_hfs_generic_buf_cache_find
00000001e88c55bc (__TEXT,__text) external _lf_hfs_generic_buf_cache_find_by_phy_cluster
00000001e88ec26c (__TEXT,__text) non-external _lf_hfs_generic_buf_cache_find_by_phy_cluster.cold.1
00000001e88c5c28 (__TEXT,__text) external _lf_hfs_generic_buf_cache_find_gen_buf
00000001e88c5f40 (__TEXT,__text) external _lf_hfs_generic_buf_cache_init
00000001e88c5c4c (__TEXT,__text) external _lf_hfs_generic_buf_cache_remove
00000001e88ec52c (__TEXT,__text) non-external _lf_hfs_generic_buf_cache_remove.cold.1
00000001e88c5fe4 (__TEXT,__text) external _lf_hfs_generic_buf_cache_remove_all
00000001e88c636c (__TEXT,__text) external _lf_hfs_generic_buf_cache_remove_vnode
00000001e88c5988 (__TEXT,__text) external _lf_hfs_generic_buf_cache_update
00000001e88c5aa8 (__TEXT,__text) external _lf_hfs_generic_buf_clear
00000001e88c5e40 (__TEXT,__text) external _lf_hfs_generic_buf_clear_cache_flag
00000001e88c5ab4 (__TEXT,__text) external _lf_hfs_generic_buf_invalidate
00000001e88ec47c (__TEXT,__text) non-external _lf_hfs_generic_buf_invalidate.cold.1
00000001e88ec4a8 (__TEXT,__text) non-external _lf_hfs_generic_buf_invalidate.cold.2
00000001e88c57d8 (__TEXT,__text) external _lf_hfs_generic_buf_lock
00000001e88ec374 (__TEXT,__text) non-external _lf_hfs_generic_buf_lock.cold.1
00000001e88c60f0 (__TEXT,__text) external _lf_hfs_generic_buf_match_range
00000001e88ec5dc (__TEXT,__text) non-external _lf_hfs_generic_buf_match_range.cold.1
00000001e88ec674 (__TEXT,__text) non-external _lf_hfs_generic_buf_match_range.cold.2
00000001e88c5884 (__TEXT,__text) external _lf_hfs_generic_buf_read
00000001e88ec3a0 (__TEXT,__text) non-external _lf_hfs_generic_buf_read.cold.1
00000001e88ec3cc (__TEXT,__text) non-external _lf_hfs_generic_buf_read.cold.2
00000001e88c5dbc (__TEXT,__text) external _lf_hfs_generic_buf_ref
00000001e88ec558 (__TEXT,__text) non-external _lf_hfs_generic_buf_ref.cold.1
00000001e88c5bb4 (__TEXT,__text) external _lf_hfs_generic_buf_rele
00000001e88ec4d4 (__TEXT,__text) non-external _lf_hfs_generic_buf_rele.cold.1
00000001e88ec500 (__TEXT,__text) non-external _lf_hfs_generic_buf_rele.cold.2
00000001e88c5e88 (__TEXT,__text) external _lf_hfs_generic_buf_release
00000001e88c583c (__TEXT,__text) external _lf_hfs_generic_buf_set_cache_flag
00000001e88c4fbc (__TEXT,__text) external _lf_hfs_generic_buf_take_ownership
00000001e88ec1e8 (__TEXT,__text) non-external _lf_hfs_generic_buf_take_ownership.cold.1
00000001e88ec214 (__TEXT,__text) non-external _lf_hfs_generic_buf_take_ownership.cold.2
00000001e88c563c (__TEXT,__text) external _lf_hfs_generic_buf_unlock
00000001e88ec31c (__TEXT,__text) non-external _lf_hfs_generic_buf_unlock.cold.1
00000001e88ec348 (__TEXT,__text) non-external _lf_hfs_generic_buf_unlock.cold.2
00000001e88c5e14 (__TEXT,__text) external _lf_hfs_generic_buf_validate_owner
00000001e88c5a20 (__TEXT,__text) external _lf_hfs_generic_buf_write
00000001e88ec3f8 (__TEXT,__text) non-external _lf_hfs_generic_buf_write.cold.1
00000001e88ec424 (__TEXT,__text) non-external _lf_hfs_generic_buf_write.cold.2
00000001e88ec450 (__TEXT,__text) non-external _lf_hfs_generic_buf_write.cold.3
00000001e88c624c (__TEXT,__text) external _lf_hfs_generic_buf_write_iterate
00000001e88dba38 (__TEXT,__text) external _lf_hfs_utils_allocate_and_copy_string
00000001e88bd248 (__TEXT,__text) external _lf_lck_attr_alloc_init
0000000204be1f50 (__DATA,__bss) non-external _lf_lck_attr_alloc_init.attr
00000001e88bd260 (__TEXT,__text) external _lf_lck_grp_alloc_init
0000000204be1f52 (__DATA,__bss) non-external _lf_lck_grp_alloc_init.group
00000001e88bd254 (__TEXT,__text) external _lf_lck_grp_attr_alloc_init
0000000204be1f51 (__DATA,__bss) non-external _lf_lck_grp_attr_alloc_init.group_attr
00000001e88bd15c (__TEXT,__text) external _lf_lck_mtx_destroy
00000001e88ead7c (__TEXT,__text) non-external _lf_lck_mtx_destroy.cold.1
00000001e88bd138 (__TEXT,__text) external _lf_lck_mtx_init
00000001e88ead50 (__TEXT,__text) non-external _lf_lck_mtx_init.cold.1
00000001e88bd17c (__TEXT,__text) external _lf_lck_mtx_lock
00000001e88eada8 (__TEXT,__text) non-external _lf_lck_mtx_lock.cold.1
00000001e88bd1bc (__TEXT,__text) external _lf_lck_mtx_lock_spin
00000001e88bd1c0 (__TEXT,__text) external _lf_lck_mtx_try_lock
00000001e88bd19c (__TEXT,__text) external _lf_lck_mtx_unlock
00000001e88eadd4 (__TEXT,__text) non-external _lf_lck_mtx_unlock.cold.1
00000001e88bcf6c (__TEXT,__text) external _lf_lck_rw_destroy
00000001e88eab98 (__TEXT,__text) non-external _lf_lck_rw_destroy.cold.1
00000001e88bcf48 (__TEXT,__text) external _lf_lck_rw_init
00000001e88eab6c (__TEXT,__text) non-external _lf_lck_rw_init.cold.1
00000001e88bcfcc (__TEXT,__text) external _lf_lck_rw_lock_exclusive
00000001e88eac1c (__TEXT,__text) non-external _lf_lck_rw_lock_exclusive.cold.1
00000001e88bd044 (__TEXT,__text) external _lf_lck_rw_lock_exclusive_to_shared
00000001e88bcfac (__TEXT,__text) external _lf_lck_rw_lock_shared
00000001e88eabf0 (__TEXT,__text) non-external _lf_lck_rw_lock_shared.cold.1
00000001e88bd07c (__TEXT,__text) external _lf_lck_rw_lock_shared_to_exclusive
00000001e88bd00c (__TEXT,__text) external _lf_lck_rw_try_lock
00000001e88eac74 (__TEXT,__text) non-external _lf_lck_rw_try_lock.cold.1
00000001e88bcfec (__TEXT,__text) external _lf_lck_rw_unlock_exclusive
00000001e88eac48 (__TEXT,__text) non-external _lf_lck_rw_unlock_exclusive.cold.1
00000001e88bcf8c (__TEXT,__text) external _lf_lck_rw_unlock_shared
00000001e88eabc4 (__TEXT,__text) non-external _lf_lck_rw_unlock_shared.cold.1
00000001e88bd1e8 (__TEXT,__text) external _lf_lck_spin_destroy
00000001e88eae2c (__TEXT,__text) non-external _lf_lck_spin_destroy.cold.1
00000001e88bd1c4 (__TEXT,__text) external _lf_lck_spin_init
00000001e88eae00 (__TEXT,__text) non-external _lf_lck_spin_init.cold.1
00000001e88bd208 (__TEXT,__text) external _lf_lck_spin_lock
00000001e88eae58 (__TEXT,__text) non-external _lf_lck_spin_lock.cold.1
00000001e88bd228 (__TEXT,__text) external _lf_lck_spin_unlock
00000001e88eae84 (__TEXT,__text) non-external _lf_lck_spin_unlock.cold.1
00000001e88c8914 (__TEXT,__text) non-external _listattr_callback
00000001e88ef068 (__TEXT,__const) external _livefiles_hfsVersionNumber
00000001e88ef030 (__TEXT,__const) external _livefiles_hfsVersionString
00000001e88e9f4c (__TEXT,__text) external _livefiles_plugin_init
00000001e88cf954 (__TEXT,__text) non-external _lock_condition
00000001e88f3a24 (__TEXT,__const) non-external _mac2sfm
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00000001e88db9d4 (__TEXT,__text) external _microtime
00000001e88db970 (__TEXT,__text) external _microuptime
0000000204be06ca (__DATA,__data) external _modetodirtype
0000000204be1f88 (__DATA,__common) external _nr_hashmask
0000000204be1f90 (__DATA,__common) external _nr_hashtbl
0000000204be1f98 (__DATA,__common) external _nr_mutex
0000000204be1fdc (__DATA,__common) external _nrdeletes
0000000204be1fd8 (__DATA,__common) external _nrinserts
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000001e88def74 (__TEXT,__text) external _overflow_extents
                 (undefined) external _panic (from libSystem)
                 (undefined) external _posix_spawn (from libSystem)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libSystem)
                 (undefined) external _posix_spawn_file_actions_destroy (from libSystem)
                 (undefined) external _posix_spawn_file_actions_init (from libSystem)
                 (undefined) external _posix_spawnattr_destroy (from libSystem)
                 (undefined) external _posix_spawnattr_init (from libSystem)
                 (undefined) external _posix_spawnattr_setflags (from libSystem)
                 (undefined) external _pread (from libSystem)
                 (undefined) external _printf (from libSystem)
00000001e88b34a0 (__TEXT,__text) non-external _priortysort
00000001e88d897c (__TEXT,__text) non-external _process_reservations
00000001e88ed678 (__TEXT,__text) non-external _process_reservations.cold.1
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait_relative_np (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_trylock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_destroy (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_tryrdlock (from libSystem)
                 (undefined) external _pthread_rwlock_trywrlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _random (from libSystem)
00000001e88c2000 (__TEXT,__text) external _raw_readwrite_get_cluster_from_offset
00000001e88c23c8 (__TEXT,__text) external _raw_readwrite_read
00000001e88c2600 (__TEXT,__text) external _raw_readwrite_read_internal
00000001e88eb580 (__TEXT,__text) non-external _raw_readwrite_read_internal.cold.1
00000001e88eb5ac (__TEXT,__text) non-external _raw_readwrite_read_internal.cold.2
00000001e88c20d8 (__TEXT,__text) external _raw_readwrite_read_mount
00000001e88eb448 (__TEXT,__text) non-external _raw_readwrite_read_mount.cold.1
00000001e88c28fc (__TEXT,__text) external _raw_readwrite_write
00000001e88c2b0c (__TEXT,__text) external _raw_readwrite_write_internal
00000001e88eb5d8 (__TEXT,__text) non-external _raw_readwrite_write_internal.cold.1
00000001e88eb604 (__TEXT,__text) non-external _raw_readwrite_write_internal.cold.2
00000001e88c2250 (__TEXT,__text) external _raw_readwrite_write_mount
00000001e88eb4e4 (__TEXT,__text) non-external _raw_readwrite_write_mount.cold.1
00000001e88c2f60 (__TEXT,__text) external _raw_readwrite_zero_fill_de_init
00000001e88c2f90 (__TEXT,__text) external _raw_readwrite_zero_fill_fill
00000001e88c2f14 (__TEXT,__text) external _raw_readwrite_zero_fill_init
00000001e88c3070 (__TEXT,__text) external _raw_readwrite_zero_fill_last_block_suffix
00000001e88c6d6c (__TEXT,__text) non-external _read_attr_data
00000001e88c7c00 (__TEXT,__text) non-external _remove_attribute_records
00000001e88ec6a0 (__TEXT,__text) non-external _remove_attribute_records.cold.1
00000001e88ec77c (__TEXT,__text) non-external _remove_attribute_records.cold.2
00000001e88d8780 (__TEXT,__text) non-external _remove_free_extent_list
00000001e88e32a0 (__TEXT,__text) external _replace_desc
00000001e88d39ec (__TEXT,__text) external _rl_add
00000001e88d3c30 (__TEXT,__text) non-external _rl_collapse_backwards
00000001e88d3bac (__TEXT,__text) non-external _rl_collapse_forwards
00000001e88d3780 (__TEXT,__text) external _rl_init
00000001e88d39a0 (__TEXT,__text) external _rl_len
00000001e88d3d74 (__TEXT,__text) external _rl_make
00000001e88d3788 (__TEXT,__text) external _rl_overlap
00000001e88d3800 (__TEXT,__text) external _rl_remove
00000001e88d39b0 (__TEXT,__text) external _rl_remove_all
00000001e88d3b44 (__TEXT,__text) external _rl_scan
00000001e88d3cb0 (__TEXT,__text) external _rl_subtract
00000001e88e7810 (__TEXT,__text) non-external _setfirstlink
00000001e88f3a94 (__TEXT,__const) non-external _sfm2mac
00000001e88cb668 (__TEXT,__text) non-external _size_up_tbuffer
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strtoul (from libSystem)
00000001e88cb354 (__TEXT,__text) non-external _swap_journal_header
                 (undefined) external _sysctlbyname (from libSystem)
00000001e88db944 (__TEXT,__text) external _to_bsd_time
00000001e88db958 (__TEXT,__text) external _to_hfs_time
00000001e88b3538 (__TEXT,__text) non-external _unicode_combinable
00000001e88b2ad4 (__TEXT,__text) non-external _unicode_decompose
00000001e88b2a74 (__TEXT,__text) non-external _unicode_decomposeable
00000001e88b3598 (__TEXT,__text) non-external _unicode_recursive_decompose
00000001e88bb000 (__TEXT,__text) non-external _update_siblinglinks_callback
                 (undefined) external _usleep (from libSystem)
00000001e88b2e74 (__TEXT,__text) external _utf8_decodestr
00000001e88b2910 (__TEXT,__text) external _utf8_encodelen
00000001e88b2b60 (__TEXT,__text) external _utf8_encodestr
0000000204be0608 (__DATA,__data) external _utf_extrabytes
                 (undefined) external _uuid_copy (from libSystem)
                 (undefined) external _uuid_is_null (from libSystem)
0000000204be06a8 (__DATA,__data) external _uvfsToVtype_tab
                 (undefined) external _vm_page_mask (from libSystem)
                 (undefined) external _vm_page_size (from libSystem)
00000001e88b4ba4 (__TEXT,__text) external _vnode_GetAttrInternal
00000001e88b4a20 (__TEXT,__text) external _vnode_create
00000001e88b49a4 (__TEXT,__text) external _vnode_initialize
00000001e88ea600 (__TEXT,__text) non-external _vnode_initialize.cold.1
00000001e88b4ae8 (__TEXT,__text) external _vnode_isdir
00000001e88b4af8 (__TEXT,__text) external _vnode_islnk
00000001e88b4ad8 (__TEXT,__text) external _vnode_isreg
00000001e88b4ad0 (__TEXT,__text) external _vnode_issystem
00000001e88b4ac8 (__TEXT,__text) external _vnode_mount
00000001e88b4a7c (__TEXT,__text) external _vnode_rele
00000001e88b4b08 (__TEXT,__text) external _vnode_update_identity
00000001e88ea62c (__TEXT,__text) non-external _vnode_update_identity.cold.1
0000000204be06b8 (__DATA,__data) external _vttoif_tab
00000001e88cc4f8 (__TEXT,__text) non-external _wait_condition
                 (undefined) external _waitpid (from libSystem)
00000001e88cb3b0 (__TEXT,__text) non-external _write_journal_header
0000000204be1f80 (__DATA,__bss) non-external _write_journal_header.num_err_prints
