00007ff909e77405 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff909e6ffd3 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00007ff909e6fe04 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00007ff909e6fc97 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00007ff909e6fc89 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00007ff909e701ec (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00007ff909e701d8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00007ff909e701ce (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00007ff909e701e2 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00007ff909e701f6 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00007ff909e701a6 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00007ff909e701ba (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00007ff909e6c063 (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00007ff909e6ba03 (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00007ff909e6b4b7 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00007ff909e6b57c (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00007ff909e6b479 (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00007ff909e6b46b (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00007ff909e6b9ab (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
00007ff909e6c059 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00007ff909e6b429 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00007ff909e6be0f (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00007ff909e6b0da (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00007ff909e6b706 (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00007ff909e6bc67 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00007ff909e6bd4a (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00007ff909e6b9d7 (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00007ff909e6bad1 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00007ff909e6c02d (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00007ff909e6c001 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00007ff909e6bfd5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00007ff909e6bfa9 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00007ff909e6b641 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00007ff909e6bb96 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00007ff909e6bf7f (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00007ff909e6bf55 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00007ff909e6be90 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00007ff909e6b8e4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00007ff909e6b7f5 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00007ff909e6fba0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00007ff909e6f793 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00007ff909e6f976 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00007ff909e6f6d9 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00007ff909e6f61f (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00007ff909e6fa8b (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00007ff909e62409 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00007ff909e623b0 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00007ff909e623ba (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00007ff909e623d8 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00007ff909e6239e (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00007ff909e623c4 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00007ff909e62257 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00007ff909e61e02 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff909e62042 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00007ff909e61f20 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00007ff909e61df4 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00007ff909e623e2 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00007ff909e62031 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00007ff909e623ff (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00007ff909e623f5 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00007ff909e6235b (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00007ff909e623ec (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00007ff909e623ce (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00007ff909e61a80 (__TEXT,__text) non-external -[SPMalwareSampling .cxx_destruct]
00007ff909e61819 (__TEXT,__text) non-external -[SPMalwareSampling dealloc]
00007ff909e616da (__TEXT,__text) non-external -[SPMalwareSampling init]
00007ff909e6185b (__TEXT,__text) non-external -[SPMalwareSampling lookupSampling:]
00007ff909e61947 (__TEXT,__text) non-external -[SPMalwareSampling stageSampleAt:forTasking:]
00007ff909e648b9 (__TEXT,__text) non-external -[SPMetrics .cxx_destruct]
00007ff909e64788 (__TEXT,__text) non-external -[SPMetrics dealloc]
00007ff909e646a6 (__TEXT,__text) non-external -[SPMetrics init]
00007ff909e647ca (__TEXT,__text) non-external -[SPMetrics reportEvent:andData:]
00007ff909e76411 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00007ff909e76407 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00007ff909e763fd (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00007ff909e760a9 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00007ff909e76138 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00007ff909e763f3 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00007ff909e7604a (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00007ff909e75fde (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00007ff909e7602f (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00007ff909e75f42 (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00007ff909e75e26 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00007ff909e75c4e (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00007ff909e75ef7 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00007ff909e75fa8 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00007ff909e75fe8 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00007ff909e76039 (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00007ff909e75fb2 (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00007ff909e7601e (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00007ff909e76003 (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00007ff909e75f97 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00007ff909e75fcd (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00007ff909e76014 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00007ff909e75ff9 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00007ff909e75f8d (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00007ff909e75fc3 (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00007ff909e6467e (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00007ff909e642de (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00007ff909e64584 (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00007ff909e644b6 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00007ff909e64320 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00007ff909e64652 (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00007ff909e643ee (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00007ff909e6412e (__TEXT,__text) non-external -[SPProvenanceTracking init]
00007ff909e61dab (__TEXT,__text) non-external -[SPSamplingTasking .cxx_destruct]
00007ff909e61ce2 (__TEXT,__text) non-external -[SPSamplingTasking description]
00007ff909e61c27 (__TEXT,__text) non-external -[SPSamplingTasking encodeWithCoder:]
00007ff909e61d5a (__TEXT,__text) non-external -[SPSamplingTasking expiration]
00007ff909e61ab3 (__TEXT,__text) non-external -[SPSamplingTasking initWithCoder:]
00007ff909e61d3f (__TEXT,__text) non-external -[SPSamplingTasking name]
00007ff909e61d90 (__TEXT,__text) non-external -[SPSamplingTasking publicKey]
00007ff909e61cd0 (__TEXT,__text) non-external -[SPSamplingTasking redactedDescription]
00007ff909e61d75 (__TEXT,__text) non-external -[SPSamplingTasking samplingRate]
00007ff909e61d64 (__TEXT,__text) non-external -[SPSamplingTasking setExpiration:]
00007ff909e61d49 (__TEXT,__text) non-external -[SPSamplingTasking setName:]
00007ff909e61d9a (__TEXT,__text) non-external -[SPSamplingTasking setPublicKey:]
00007ff909e61d7f (__TEXT,__text) non-external -[SPSamplingTasking setSamplingRate:]
00007ff909e61d2e (__TEXT,__text) non-external -[SPSamplingTasking setUuid:]
00007ff909e61d24 (__TEXT,__text) non-external -[SPSamplingTasking uuid]
00007ff909e62b99 (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00007ff909e62b74 (__TEXT,__text) non-external -[StagedBundleData access:]
00007ff909e62b8f (__TEXT,__text) non-external -[StagedBundleData bundle]
00007ff909e626b5 (__TEXT,__text) non-external -[StagedBundleData handleReload]
00007ff909e62452 (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00007ff909e62b85 (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00007ff909e61109 (__TEXT,__text) non-external -[TrackingAttributes description]
00007ff909e6118d (__TEXT,__text) non-external -[TrackingAttributes flags]
00007ff909e61179 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00007ff909e60fd0 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00007ff909e6111b (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00007ff909e61097 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00007ff909e61197 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00007ff909e61183 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00007ff909e7d8ac (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff909e7d984 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff909e7da58 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff909e7d934 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00007ff909e7d924 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ff909e7d9b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff909e7da68 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ff909e7d95c (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00007ff909e7d8cc (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ff909e7da44 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ff909e772b3 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00007ff909e771d7 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00007ff94330d798 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00007ff909e70ed8 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetCurrent (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _FSEventStreamCreate (from CoreServices)
                 (undefined) external _FSEventStreamInvalidate (from CoreServices)
                 (undefined) external _FSEventStreamRelease (from CoreServices)
                 (undefined) external _FSEventStreamScheduleWithRunLoop (from CoreServices)
                 (undefined) external _FSEventStreamStart (from CoreServices)
                 (undefined) external _FSEventStreamStop (from CoreServices)
00007ff940ae3370 (__DATA_CONST,__const) external _GKErrorDomain
                 (undefined) weak external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) weak external _MISInstallProvisioningProfile (from libmis)
                 (undefined) weak external _MISProfileCreateWithFile (from libmis)
                 (undefined) weak external _MISProvisioningProfileCheckValidity (from libmis)
                 (undefined) weak external _MISProvisioningProfileGetUUID (from libmis)
                 (undefined) weak external _MISRemoveProvisioningProfile (from libmis)
                 (undefined) weak external _MISUPPTrusted (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfo (from libmis)
                 (undefined) weak external _MISValidateSignatureAndCopyInfoWithProgress (from libmis)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSHomeDirectory (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSURLCreationDateKey (from CoreFoundation)
                 (undefined) external _NSURLErrorKey (from Foundation)
                 (undefined) external _NSURLIsDirectoryKey (from CoreFoundation)
                 (undefined) external _NSURLIsSystemImmutableKey (from CoreFoundation)
                 (undefined) external _NSURLIsUserImmutableKey (from CoreFoundation)
00007ff94330cce0 (__DATA,__objc_data) external _OBJC_CLASS_$_AKELData
00007ff94330d348 (__DATA,__objc_data) external _OBJC_CLASS_$_AMFI
00007ff94330cee8 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapper
00007ff94330d438 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicy
00007ff94330d3c0 (__DATA,__objc_data) external _OBJC_CLASS_$_AppWrapperPolicyResult
00007ff94330ce70 (__DATA,__objc_data) external _OBJC_CLASS_$_BundleData
00007ff94330d2d0 (__DATA,__objc_data) external _OBJC_CLASS_$_GKScanResult
00007ff94330d0f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MIS
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00007ff94330cda8 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyCacheMeta
00007ff94330d1e0 (__DATA,__objc_data) external _OBJC_CLASS_$_PolicyScanTarget
00007ff94330cbc8 (__DATA,__objc_data) external _OBJC_CLASS_$_ProvenanceEntry
00007ff94330d370 (__DATA,__objc_data) external _OBJC_CLASS_$_SPBundleProtection
00007ff94330d460 (__DATA,__objc_data) external _OBJC_CLASS_$_SPDeveloperPolicy
00007ff94330cfb0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionHistoryItem
00007ff94330d050 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicy
00007ff94330cf10 (__DATA,__objc_data) external _OBJC_CLASS_$_SPExecutionPolicyItem
00007ff94330cd30 (__DATA,__objc_data) external _OBJC_CLASS_$_SPFilePolicy
00007ff94330d190 (__DATA,__objc_data) external _OBJC_CLASS_$_SPInstallationPolicy
00007ff94330d000 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistory
00007ff94330d0a0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionHistoryItem
00007ff94330cab0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicy
00007ff94330cad8 (__DATA,__objc_data) external _OBJC_CLASS_$_SPKernelExtensionPolicyItem
00007ff94330cf60 (__DATA,__objc_data) external _OBJC_CLASS_$_SPLog
00007ff94330cbf0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMalwareSampling
00007ff94330ce20 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMetrics
00007ff94330d140 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigration
00007ff94330d280 (__DATA,__objc_data) external _OBJC_CLASS_$_SPMigrationScanner
00007ff94330d230 (__DATA,__objc_data) external _OBJC_CLASS_$_SPProvenanceMetadata
00007ff94330cdd0 (__DATA,__objc_data) external _OBJC_CLASS_$_SPProvenanceTracking
00007ff94330cc40 (__DATA,__objc_data) external _OBJC_CLASS_$_SPSamplingTasking
00007ff94330cc90 (__DATA,__objc_data) external _OBJC_CLASS_$_StagedBundleData
00007ff94330cb50 (__DATA,__objc_data) external _OBJC_CLASS_$_TrackingAttributes
00007ff94330c6c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._bundle
00007ff94330c6c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._signatureExceptionData
00007ff94330c6d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AKELData._timestampExceptionData
00007ff94330ca90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isModified
00007ff94330ca88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.isValid
00007ff94330ca98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_AppWrapperPolicyResult.signerCategory
00007ff94330c730 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._isSignedBundle
00007ff94330c738 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._reloadHandler
00007ff94330c740 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._stream
00007ff94330c758 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._timestamp
00007ff94330c728 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._url
00007ff94330c748 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._version
00007ff94330c750 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_BundleData._versionNumber
00007ff94330ca68 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.allowed
00007ff94330ca70 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GKScanResult.gkError
00007ff94330c6f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._forEntry
00007ff94330c6e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._lastMiss
00007ff94330c6d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._metaId
00007ff94330c6e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._missCount
00007ff94330c6f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._sourceTable
00007ff94330c700 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyCacheMeta._target
00007ff94330ca08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._backingStore
00007ff94330c9b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._backingStoreChecked
00007ff94330c8b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._blockDevice
00007ff94330c920 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundle
00007ff94330c8f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleID
00007ff94330c900 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._bundleVersion
00007ff94330c938 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhash
00007ff94330c940 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashData
00007ff94330c948 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._cdhashDigestAlgorithm
00007ff94330c8d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._checkValidity
00007ff94330c8d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._chgTime
00007ff94330ca00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._createdTime
00007ff94330c9d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._csflags
00007ff94330c960 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._entitlements
00007ff94330c8a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._fsTypeName
00007ff94330c9f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._hasPowerfulEntitlements
00007ff94330c9e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._hasResourceDirectorySlot
00007ff94330c910 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isAppWrapper
00007ff94330c9b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBackingDMGNotarizationChecked
00007ff94330c9e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._isBackingDMGNotarized
00007ff94330c918 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBadAppWrapper
00007ff94330c990 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isBundled
00007ff94330c908 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isDirectory
00007ff94330c9f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._isMovedToTrash
00007ff94330c978 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantined
00007ff94330c970 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isQuarantinedMount
00007ff94330c988 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isScript
00007ff94330c980 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._isUserApproved
00007ff94330c8f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mainExecutableURL
00007ff94330c8c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._modTime
00007ff94330c8c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._mountTime
00007ff94330c8a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._objectID
00007ff94330c8e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._originalURL
00007ff94330c898 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pathOnVolume
00007ff94330c9d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._pid
00007ff94330c9a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._powerfulEntitlementsChecked
