00007ff8400bce70 (__DATA,__data) external _NDR_record
00007ff800c06489 (__TEXT,__text) external _clock_set_attributes
00007ff800c0639e (__TEXT,__text) external _clock_set_time
00007ff800bf7eec (__TEXT,__text) external _clock_sleep
00007ff800bf3268 (__TEXT,__text) external _clock_sleep_trap
00007ff800bf7de3 (__TEXT,__text) external _clonefile
00007ff800bf501c (__TEXT,__text) external _clonefileat
00007ff800bf5034 (__TEXT,__text) external _close
00007ff800bf39c0 (__TEXT,__text) external _close$NOCANCEL
00007ff800c01d0a (__TEXT,__text) external _coalition_create
00007ff800c01d87 (__TEXT,__text) external _coalition_info_debug_info
00007ff800c01d5b (__TEXT,__text) external _coalition_info_resource_usage
00007ff800c01ddf (__TEXT,__text) external _coalition_info_set_efficiency
00007ff800c01db3 (__TEXT,__text) external _coalition_info_set_name
00007ff800c01e13 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800bf504c (__TEXT,__text) external _coalition_policy_get
00007ff800bf5064 (__TEXT,__text) external _coalition_policy_set
00007ff800c01d3a (__TEXT,__text) external _coalition_reap
00007ff800c01d19 (__TEXT,__text) external _coalition_terminate
00007ff800bf3a20 (__TEXT,__text) external _connect
00007ff800bf3a38 (__TEXT,__text) external _connect$NOCANCEL
00007ff800bf507c (__TEXT,__text) external _connectx
00007ff800bf5094 (__TEXT,__text) external _csops
00007ff800bf50ac (__TEXT,__text) external _csops_audittoken
00007ff800c01ee5 (__TEXT,__text) external _csr_check
00007ff800c01f05 (__TEXT,__text) external _csr_get_active_config
00007ff800bf3304 (__TEXT,__text) external _debug_control_port_for_pid
00007ff800c020cc (__TEXT,__text) external _debug_syscall_reject
00007ff800c01fd3 (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400bce68 (__DATA,__data) external _denap_boost_assertion_token
00007ff800bf50c4 (__TEXT,__text) external _disconnectx
00007ff800bf82f5 (__TEXT,__text) non-external _do_compat
00007ff800bf50dc (__TEXT,__text) external _dup
00007ff800bf50f4 (__TEXT,__text) external _dup2
00007ff84007b150 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff84007afe0 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff84007b350 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff84007b020 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff84007b120 (__DATA_CONST,__const) non-external _err_codes_io
00007ff84007abc0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff84007b320 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff84007b730 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff84007b6a0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff84007b5e0 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff84007b2f0 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff84007b5a0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff84007b040 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff84007afc0 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff84007b090 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff84007b550 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff84007b4f0 (__DATA_CONST,__const) non-external _err_codes_send
00007ff84007b260 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff84007b060 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff84007b058 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff84007ad90 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff84007b1a0 (__DATA_CONST,__const) non-external _err_codes_us
00007ff84007b390 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff84007b780 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
00007ff84007b480 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff84007aa70 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff84007aaf0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff84007a750 (__DATA_CONST,__const) non-external _err_os_sub
00007ff84007a7f0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800c1d8e0 (__TEXT,__const) non-external _err_us_sub
00007ff84007ab70 (__DATA_CONST,__const) non-external _err_vm_sub
00007ff8400bcf40 (__DATA,__common) external _errno
00007ff800c19d21 (__TEXT,__text) external _etap_trace_thread
00007ff800c072e8 (__TEXT,__text) external _exc_server
00007ff800c06fc1 (__TEXT,__text) external _exc_server_routine
00007ff800c069c0 (__TEXT,__text) external _exception_raise
00007ff800c06b0a (__TEXT,__text) external _exception_raise_state
00007ff800c06d5d (__TEXT,__text) external _exception_raise_state_identity
00007ff800bf510c (__TEXT,__text) external _exchangedata
00007ff800bf8850 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff800bf8879 (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
00007ff800bf8828 (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800bf87ff (__TEXT,__text) external _exclaves_boot
00007ff800bf85eb (__TEXT,__text) external _exclaves_endpoint_call
00007ff800bf86d5 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff800bf86a7 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800bf894f (__TEXT,__text) external _exclaves_indicator_min_on_time
00007ff800bf8710 (__TEXT,__text) external _exclaves_launch_conclave
00007ff800bf8743 (__TEXT,__text) external _exclaves_lookup_service
00007ff800bf8704 (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800bf870a (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff800bf86fe (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800bf89dc (__TEXT,__text) external _exclaves_notification_create
00007ff800bf867e (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800bf8650 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff800bf88a3 (__TEXT,__text) external _exclaves_sensor_create
00007ff800bf88ce (__TEXT,__text) external _exclaves_sensor_start
00007ff800bf8924 (__TEXT,__text) external _exclaves_sensor_status
00007ff800bf88f9 (__TEXT,__text) external _exclaves_sensor_stop
00007ff800bfe59e (__TEXT,__text) external _execve
00007ff800bf5124 (__TEXT,__text) external _faccessat
00007ff800bf513c (__TEXT,__text) external _fchdir
00007ff800bf5154 (__TEXT,__text) external _fchflags
00007ff800bfc92e (__TEXT,__text) external _fchmod
00007ff800bf516c (__TEXT,__text) external _fchmodat
00007ff800bf5184 (__TEXT,__text) external _fchown
00007ff800bf519c (__TEXT,__text) external _fchownat
00007ff800bf51b4 (__TEXT,__text) external _fclonefileat
00007ff800bfeb99 (__TEXT,__text) external _fcntl
00007ff800bfe7ff (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800bf51cc (__TEXT,__text) external _fdatasync
00007ff800bf51e4 (__TEXT,__text) external _ffsctl
00007ff800bf51fc (__TEXT,__text) external _fgetattrlist
00007ff800bf5214 (__TEXT,__text) external _fgetxattr
00007ff800bf522c (__TEXT,__text) external _fhopen
00007ff800bf5244 (__TEXT,__text) external _fileport_makefd
00007ff800bf525c (__TEXT,__text) external _fileport_makeport
00007ff800bf5274 (__TEXT,__text) external _flistxattr
00007ff800bf528c (__TEXT,__text) external _flock
00007ff800bf52a4 (__TEXT,__text) external _fmount
00007ff800bf52bc (__TEXT,__text) external _fpathconf
00007ff800bf80d1 (__TEXT,__text) non-external _fprintf_stderr
00007ff800bf52d4 (__TEXT,__text) external _freadlink
00007ff800bf52ec (__TEXT,__text) external _fremovexattr
00007ff800c01f17 (__TEXT,__text) external _fs_snapshot_create
00007ff800c01f61 (__TEXT,__text) external _fs_snapshot_delete
00007ff800c01f2e (__TEXT,__text) external _fs_snapshot_list
00007ff800c01fbe (__TEXT,__text) external _fs_snapshot_mount
00007ff800c01f78 (__TEXT,__text) external _fs_snapshot_rename
00007ff800c01f90 (__TEXT,__text) external _fs_snapshot_revert
00007ff800c01fa7 (__TEXT,__text) external _fs_snapshot_root
00007ff800bf5304 (__TEXT,__text) external _fsctl
00007ff800bf531c (__TEXT,__text) external _fsetattrlist
00007ff800bf5334 (__TEXT,__text) external _fsetxattr
00007ff800bf534c (__TEXT,__text) external _fsgetpath
00007ff800bf5364 (__TEXT,__text) external _fsgetpath_ext
00007ff800bf537c (__TEXT,__text) external _fstat
00007ff800bf537c (__TEXT,__text) external _fstat64
00007ff800bf5394 (__TEXT,__text) external _fstatat
00007ff800bf5394 (__TEXT,__text) external _fstatat64
00007ff800bf53ac (__TEXT,__text) external _fstatfs
00007ff800bf53ac (__TEXT,__text) external _fstatfs64
00007ff800bfc556 (__TEXT,__text) external _fstatfs_ext
00007ff800bf53c4 (__TEXT,__text) external _fsync
00007ff800bf3c08 (__TEXT,__text) external _fsync$NOCANCEL
00007ff800bf53dc (__TEXT,__text) external _ftruncate
00007ff800bfbf17 (__TEXT,__text) external _futimens
00007ff800bf53f4 (__TEXT,__text) external _futimes
00007ff8400bce78 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff800bf3c20 (__TEXT,__text) external _getattrlist
00007ff800bf540c (__TEXT,__text) external _getattrlistat
00007ff800bf5424 (__TEXT,__text) external _getattrlistbulk
00007ff800c05f62 (__TEXT,__text) external _getaudit
00007ff800bf543c (__TEXT,__text) external _getaudit_addr
00007ff800bf5454 (__TEXT,__text) external _getauid
00007ff800bf546c (__TEXT,__text) external _getdirentries
00007ff800bf5484 (__TEXT,__text) external _getdirentriesattr
00007ff800bf549c (__TEXT,__text) external _getdtablesize
00007ff800bf54b4 (__TEXT,__text) external _getegid
00007ff800bf54cc (__TEXT,__text) external _getentropy
00007ff800bf54e4 (__TEXT,__text) external _geteuid
00007ff800bf54fc (__TEXT,__text) external _getfh
00007ff800bf5514 (__TEXT,__text) external _getfsstat
00007ff800bf5514 (__TEXT,__text) external _getfsstat64
00007ff800bf552c (__TEXT,__text) external _getgid
00007ff800bf5544 (__TEXT,__text) external _getgroups
00007ff800bfbb1f (__TEXT,__text) external _gethostuuid
00007ff800bf9d0c (__TEXT,__text) external _getiopolicy_np
00007ff800bf555c (__TEXT,__text) external _getitimer
00007ff800bf3c80 (__TEXT,__text) external _getpeername
00007ff800bf5574 (__TEXT,__text) external _getpgid
00007ff800bf558c (__TEXT,__text) external _getpgrp
00007ff800bf3c98 (__TEXT,__text) external _getpid
00007ff800bf55a4 (__TEXT,__text) external _getppid
00007ff800bf55bc (__TEXT,__text) external _getpriority
00007ff800bfeda4 (__TEXT,__text) external _getrlimit
00007ff800bf55d4 (__TEXT,__text) external _getrusage
00007ff800bf3ce4 (__TEXT,__text) external _getsgroups_np
00007ff800bf55ec (__TEXT,__text) external _getsid
00007ff800bf3cfc (__TEXT,__text) external _getsockname
00007ff800bf5604 (__TEXT,__text) external _getsockopt
00007ff800bf561c (__TEXT,__text) external _getuid
00007ff800bf3d6c (__TEXT,__text) external _getwgroups_np
00007ff800bf5634 (__TEXT,__text) external _getxattr
00007ff800bf564c (__TEXT,__text) external _grab_pgo_data
00007ff800bf5664 (__TEXT,__text) external _graftdmg
00007ff800bf567c (__TEXT,__text) external _guarded_close_np
00007ff800bf5694 (__TEXT,__text) external _guarded_kqueue_np
00007ff800bf8191 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800c06296 (__TEXT,__text) external _guarded_open_np
00007ff800bf56ac (__TEXT,__text) external _guarded_pwrite_np
00007ff800bf56c4 (__TEXT,__text) external _guarded_write_np
00007ff800bf56dc (__TEXT,__text) external _guarded_writev_np
00007ff800c210f0 (__TEXT,__cstring) non-external _hex
00007ff800bf824b (__TEXT,__text) external _host_check_multiuser_mode
00007ff800bf8251 (__TEXT,__text) external _host_create_mach_voucher
00007ff800bf3274 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800c077d2 (__TEXT,__text) external _host_default_memory_manager
00007ff800c08f03 (__TEXT,__text) external _host_get_UNDServer
00007ff800bf8234 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800c07356 (__TEXT,__text) external _host_get_boot_info
00007ff800c07d9c (__TEXT,__text) external _host_get_clock_control
00007ff800c09cb4 (__TEXT,__text) external _host_get_clock_service
00007ff800c08579 (__TEXT,__text) external _host_get_exception_ports
00007ff800c09b92 (__TEXT,__text) external _host_get_io_main
00007ff800bf829d (__TEXT,__text) external _host_get_io_master
00007ff800bf8245 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800c08248 (__TEXT,__text) external _host_get_special_port
00007ff800c09457 (__TEXT,__text) external _host_info
00007ff800c0963d (__TEXT,__text) external _host_kernel_version
00007ff800c0a705 (__TEXT,__text) external _host_lockgroup_info
00007ff800bf8507 (__TEXT,__text) external _host_page_size
00007ff800c075ec (__TEXT,__text) external _host_priv_statistics
00007ff800c09a42 (__TEXT,__text) external _host_processor_info
00007ff800c08cdb (__TEXT,__text) external _host_processor_set_priv
00007ff800c08b99 (__TEXT,__text) external _host_processor_sets
00007ff800c07c5a (__TEXT,__text) external _host_processors
00007ff800c074fe (__TEXT,__text) external _host_reboot
00007ff800c0ae54 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800c0afb8 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff800c0a607 (__TEXT,__text) external _host_request_notification
00007ff800c091c9 (__TEXT,__text) external _host_security_create_task_token
00007ff800c09344 (__TEXT,__text) external _host_security_set_task_token
00007ff800bf9b09 (__TEXT,__text) external _host_self
00007ff800bf3124 (__TEXT,__text) external _host_self_trap
00007ff800c08e07 (__TEXT,__text) external _host_set_UNDServer
00007ff800c0b100 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800c08473 (__TEXT,__text) external _host_set_exception_ports
00007ff800c0b3cd (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800c08375 (__TEXT,__text) external _host_set_special_port
00007ff800c0a421 (__TEXT,__text) external _host_statistics
00007ff800c0a852 (__TEXT,__text) external _host_statistics64
00007ff800c087f8 (__TEXT,__text) external _host_swap_exception_ports
00007ff800c09f27 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800bf62dc (__TEXT,__text) external _i386_get_ldt
00007ff800bf62f0 (__TEXT,__text) external _i386_set_ldt
00007ff8400bce50 (__DATA,__data) external _important_boost_assertion_token
00007ff84007c1c0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800bf803c (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400bce40 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800bf7fa7 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400bce38 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800bf7f12 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400bce30 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800bfee14 (__TEXT,__text) external _ioctl
00007ff800bf56f4 (__TEXT,__text) external _issetugid
00007ff8400bced8 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800bf570c (__TEXT,__text) external _kas_info
00007ff800c02185 (__TEXT,__text) external _kdebug_is_enabled
00007ff800c0231f (__TEXT,__text) external _kdebug_signpost
00007ff800c023c2 (__TEXT,__text) external _kdebug_signpost_end
00007ff800c02327 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800c023b6 (__TEXT,__text) external _kdebug_signpost_start
00007ff800c021e2 (__TEXT,__text) external _kdebug_timestamp
00007ff800c0221d (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff800c02237 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800c02251 (__TEXT,__text) external _kdebug_trace
00007ff800c022aa (__TEXT,__text) external _kdebug_trace_string
00007ff800c0211e (__TEXT,__text) external _kdebug_typefilter
00007ff8400bcf00 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff800c021cf (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800bf5724 (__TEXT,__text) external _kevent
00007ff800bf573c (__TEXT,__text) external _kevent64
00007ff800bf5754 (__TEXT,__text) external _kevent_id
00007ff800bf576c (__TEXT,__text) external _kevent_qos
00007ff800c09025 (__TEXT,__text) external _kext_request
00007ff800c01cfb (__TEXT,__text) external _kill
00007ff800c080e5 (__TEXT,__text) external _kmod_control
00007ff800c07ecd (__TEXT,__text) external _kmod_create
00007ff800c07ff7 (__TEXT,__text) external _kmod_destroy
00007ff800c09de5 (__TEXT,__text) external _kmod_get_info
00007ff800c06026 (__TEXT,__text) external _kpersona_alloc
00007ff800c06082 (__TEXT,__text) external _kpersona_dealloc
00007ff800c06171 (__TEXT,__text) external _kpersona_find
00007ff800c0620d (__TEXT,__text) external _kpersona_find_by_type
00007ff800c060b2 (__TEXT,__text) external _kpersona_get
00007ff800c060df (__TEXT,__text) external _kpersona_getpath
00007ff800c0610f (__TEXT,__text) external _kpersona_info
00007ff800c06054 (__TEXT,__text) external _kpersona_palloc
00007ff800c06140 (__TEXT,__text) external _kpersona_pidinfo
00007ff800bf5784 (__TEXT,__text) external _kqueue
00007ff800bf3ea4 (__TEXT,__text) external _lchown
00007ff800bf579c (__TEXT,__text) external _ledger
00007ff800bf57b4 (__TEXT,__text) external _link
00007ff800bf57cc (__TEXT,__text) external _linkat
00007ff800bf57e4 (__TEXT,__text) external _lio_listio
00007ff800bf3ebc (__TEXT,__text) external _listen
00007ff800bf57fc (__TEXT,__text) external _listxattr
00007ff800c14638 (__TEXT,__text) external _lock_set_create
00007ff800c14765 (__TEXT,__text) external _lock_set_destroy
00007ff800bfc929 (__TEXT,__text) external _log_data_as_kernel
00007ff800bf3eec (__TEXT,__text) external _lseek
00007ff800bf5814 (__TEXT,__text) external _lstat
00007ff800bf5814 (__TEXT,__text) external _lstat64
00007ff800bf3000 (__TEXT,__text) external _mach_absolute_time
00007ff800bfbb07 (__TEXT,__text) external _mach_approximate_time
00007ff800bfbb8f (__TEXT,__text) external _mach_boottime_usec
00007ff800bf7e9f (__TEXT,__text) external _mach_continuous_approximate_time
00007ff800bf7e7a (__TEXT,__text) external _mach_continuous_time
00007ff800bf847a (__TEXT,__text) external _mach_error
00007ff8400bcf18 (__DATA,__common) external _mach_error_full_diag
00007ff800bf8463 (__TEXT,__text) external _mach_error_string
00007ff800bf836c (__TEXT,__text) non-external _mach_error_string_int
00007ff800bf82a2 (__TEXT,__text) external _mach_error_type
00007ff800c1ca34 (__TEXT,__text) external _mach_eventlink_associate
00007ff800c1c7fc (__TEXT,__text) external _mach_eventlink_create
00007ff800c1c950 (__TEXT,__text) external _mach_eventlink_destroy
00007ff800c1cb45 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff800bfbea0 (__TEXT,__text) external _mach_eventlink_signal
00007ff800bfbee3 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff800bfbeaf (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800bf31c0 (__TEXT,__text) external _mach_generate_activity_id
00007ff800bfea0c (__TEXT,__text) external _mach_get_times
00007ff800bf9ee5 (__TEXT,__text) external _mach_host_self
00007ff800bf6a90 (__TEXT,__text) external _mach_host_special_port_description
00007ff84007a5b0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800bf6ad2 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400bccb0 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800bf8514 (__TEXT,__text) external _mach_init
00007ff8400bcec8 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff800bf8531 (__TEXT,__text) non-external _mach_init_doit
00007ff800c10315 (__TEXT,__text) external _mach_make_memory_entry
00007ff800c1be0a (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800c1c5ad (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800c1c6fa (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800c1c47d (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800c0b1ee (__TEXT,__text) external _mach_memory_info
00007ff800c098f6 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800c0a2d5 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff800bf8bbd (__TEXT,__text) external _mach_msg
00007ff800bf8a9d (__TEXT,__text) external _mach_msg2_internal
00007ff800bf31f0 (__TEXT,__text) external _mach_msg2_trap
00007ff800bf8ebf (__TEXT,__text) external _mach_msg_destroy
00007ff800bf8ffc (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800bf8bd6 (__TEXT,__text) external _mach_msg_overwrite
00007ff800bf313c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff800bf96cf (__TEXT,__text) external _mach_msg_priority_encode
00007ff800bf96c5 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800bf9709 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800bf9718 (__TEXT,__text) external _mach_msg_priority_qos
00007ff800bf9727 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800bf8e97 (__TEXT,__text) external _mach_msg_receive
00007ff800bf8e70 (__TEXT,__text) external _mach_msg_send
00007ff800bf9377 (__TEXT,__text) external _mach_msg_server
00007ff800bf9333 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff800bf96b3 (__TEXT,__text) external _mach_msg_server_importance
00007ff800bf90c0 (__TEXT,__text) external _mach_msg_server_once
00007ff800bf3130 (__TEXT,__text) external _mach_msg_trap
00007ff800c11391 (__TEXT,__text) external _mach_notify_dead_name
00007ff800c112e5 (__TEXT,__text) external _mach_notify_no_senders
00007ff800c11224 (__TEXT,__text) external _mach_notify_port_deleted
00007ff800c11285 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff800c11346 (__TEXT,__text) external _mach_notify_send_once
00007ff800c052d5 (__TEXT,__text) external _mach_port_allocate
00007ff800c05501 (__TEXT,__text) external _mach_port_allocate_full
00007ff800c052d0 (__TEXT,__text) external _mach_port_allocate_name
00007ff800c054fc (__TEXT,__text) external _mach_port_allocate_qos
00007ff800c05919 (__TEXT,__text) external _mach_port_assert_attributes
00007ff800c057f6 (__TEXT,__text) external _mach_port_construct
00007ff800c0531c (__TEXT,__text) external _mach_port_deallocate
00007ff800c05317 (__TEXT,__text) external _mach_port_destroy
00007ff800c05594 (__TEXT,__text) external _mach_port_destruct
00007ff800c05703 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800c0577c (__TEXT,__text) external _mach_port_extract_member
00007ff800c0548c (__TEXT,__text) external _mach_port_extract_right
00007ff800c05496 (__TEXT,__text) external _mach_port_get_attributes
00007ff800c057bc (__TEXT,__text) external _mach_port_get_context
00007ff800c05347 (__TEXT,__text) external _mach_port_get_refs
00007ff800c05914 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800c05399 (__TEXT,__text) external _mach_port_get_set_status
00007ff800c0550b (__TEXT,__text) external _mach_port_get_srights
00007ff800c0583b (__TEXT,__text) external _mach_port_guard
00007ff800c05905 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800c0573c (__TEXT,__text) external _mach_port_insert_member
00007ff800c05449 (__TEXT,__text) external _mach_port_insert_right
00007ff800c0590f (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800c05708 (__TEXT,__text) external _mach_port_kernel_object
00007ff800c057ec (__TEXT,__text) external _mach_port_kobject
00007ff800c057f1 (__TEXT,__text) external _mach_port_kobject_description
00007ff800c0534c (__TEXT,__text) external _mach_port_mod_refs
00007ff800c0539e (__TEXT,__text) external _mach_port_move_member
00007ff800c05284 (__TEXT,__text) external _mach_port_names
00007ff800c0538f (__TEXT,__text) external _mach_port_peek
00007ff800c052cb (__TEXT,__text) external _mach_port_rename
00007ff800c053de (__TEXT,__text) external _mach_port_request_notification
00007ff800c054f7 (__TEXT,__text) external _mach_port_set_attributes
00007ff800c057e7 (__TEXT,__text) external _mach_port_set_context
00007ff800c05394 (__TEXT,__text) external _mach_port_set_mscount
00007ff800c05491 (__TEXT,__text) external _mach_port_set_seqno
00007ff800c05515 (__TEXT,__text) external _mach_port_space_basic_info
00007ff800c05510 (__TEXT,__text) external _mach_port_space_info
00007ff800c0590a (__TEXT,__text) external _mach_port_swap_guard
00007ff800c05289 (__TEXT,__text) external _mach_port_type
00007ff800c0587e (__TEXT,__text) external _mach_port_unguard
00007ff800bfbc3d (__TEXT,__text) external _mach_ports_lookup
00007ff800bfbbd9 (__TEXT,__text) external _mach_ports_register
00007ff800bf3100 (__TEXT,__text) external _mach_reply_port
00007ff800bf9f5f (__TEXT,__text) external _mach_right_recv_construct
00007ff800bfa00c (__TEXT,__text) external _mach_right_recv_destruct
00007ff800bfa06d (__TEXT,__text) external _mach_right_send_create
00007ff800bfa1c2 (__TEXT,__text) external _mach_right_send_once_consume
00007ff800bfa174 (__TEXT,__text) external _mach_right_send_once_create
00007ff800bfa0fb (__TEXT,__text) external _mach_right_send_release
00007ff800bfa0af (__TEXT,__text) external _mach_right_send_retain
00007ff800c0561c (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800c056ad (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff800bfbb9d (__TEXT,__text) external _mach_task_is_self
00007ff800bf9eea (__TEXT,__text) external _mach_task_self
00007ff8400bd5a8 (__DATA,__common) external _mach_task_self_
00007ff800bf6aa6 (__TEXT,__text) external _mach_task_special_port_description
00007ff84007a6d0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800bf6b6c (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400bcdb0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800bf9eef (__TEXT,__text) external _mach_thread_self
00007ff800bf6abc (__TEXT,__text) external _mach_thread_special_port_description
00007ff84007a730 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800bf6b7d (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400bce10 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff800c020d3 (__TEXT,__text) external _mach_timebase_info
00007ff8400bcef8 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff800bf32b0 (__TEXT,__text) external _mach_timebase_info_trap
00007ff800c0591e (__TEXT,__text) external _mach_vm_allocate
00007ff800c0f88f (__TEXT,__text) external _mach_vm_behavior_set
00007ff800c0f590 (__TEXT,__text) external _mach_vm_copy
00007ff800c059a5 (__TEXT,__text) external _mach_vm_deallocate
00007ff800c10a7d (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
00007ff800c10bb5 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
00007ff800c10ef3 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
00007ff800c10ca3 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff800c0f0e1 (__TEXT,__text) external _mach_vm_inherit
00007ff800c0faf7 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800c05aa5 (__TEXT,__text) external _mach_vm_map
00007ff800c0f7a4 (__TEXT,__text) external _mach_vm_msync
00007ff800c105a7 (__TEXT,__text) external _mach_vm_page_info
00007ff800c0fd98 (__TEXT,__text) external _mach_vm_page_query
00007ff800c107ac (__TEXT,__text) external _mach_vm_page_range_query
00007ff800c05a12 (__TEXT,__text) external _mach_vm_protect
00007ff800c05f13 (__TEXT,__text) external _mach_vm_purgable_control
00007ff800c10d8e (__TEXT,__text) external _mach_vm_range_create
00007ff800c05cc7 (__TEXT,__text) external _mach_vm_read
00007ff800c0f312 (__TEXT,__text) external _mach_vm_read_list
00007ff800c0f67b (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800bfa6df (__TEXT,__text) external _mach_vm_reclaim_is_reusable
