00007ff943312370 (__DATA,__bss) non-external _AGCPrinter
00007ff909f129fa (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen415buildGetPatchIDEPN4llvm5ValueE
00007ff909f11ae0 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen415buildQuadBallotEPN4llvm5ValueE
00007ff909f12026 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen415buildSimdBallotEPPN4llvm5ValueENS0_9StringRefE
00007ff909f129b4 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen416buildGetPositionEPN4llvm5ValueE
00007ff909f129bc (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen416buildGetSampleIDEPN4llvm5ValueE
00007ff909f129c4 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen416buildGetVertexIDEPN4llvm5ValueE
00007ff909f1268a (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen416buildQuadVoteAllEPN4llvm5ValueE
00007ff909f12712 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen416buildQuadVoteAnyEPN4llvm5ValueE
00007ff909f11c1a (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen416buildSimdShuffleEPN4llvm5ValueES2_
00007ff909f124e6 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen416buildSimdVoteAllEPPN4llvm5ValueENS0_9StringRefE
00007ff909f125b8 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen416buildSimdVoteAnyEPPN4llvm5ValueENS0_9StringRefE
00007ff909f129d6 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen418buildGetInstanceIDEPN4llvm5ValueE
00007ff909f11b76 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen418buildSimdBroadcastEPN4llvm5ValueES2_
00007ff909f11cbe (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen418buildSimdShuffleUpEPN4llvm5ValueES2_
00007ff909f12a1e (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen419buildCoordinateWarpEPPN4llvm5ValueENS0_9StringRefE
00007ff909f12b4a (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen419buildSimdMatrixLoadEPN4llvm8CallInstE
00007ff909f11e06 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen419buildSimdShuffleXorEPN4llvm5ValueES2_
00007ff909f12c72 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen420buildSimdMatrixStoreEPN4llvm8CallInstE
00007ff909f11d62 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen420buildSimdShuffleDownEPN4llvm5ValueES2_
00007ff909f12ab4 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen421buildCoordinateDewarpEPPN4llvm5ValueENS0_9StringRefE
00007ff909f129e8 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen423buildGetAmplificationIDEPN4llvm5ValueE
00007ff909f1196c (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen424buildQuadShuffleRotateUpEPN4llvm5ValueES2_
00007ff909f11eaa (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen424buildSimdShuffleRotateUpEPN4llvm5ValueES2_
00007ff909f12200 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen426buildQuadActiveThreadsMaskEv
00007ff909f11a10 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen426buildQuadShuffleRotateDownEPN4llvm5ValueES2_
00007ff909f12116 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen426buildSimdActiveThreadsMaskEPPN4llvm5ValueENS0_9StringRefE
00007ff909f11f4e (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen426buildSimdShuffleRotateDownEPN4llvm5ValueES2_
00007ff909f1279a (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen428buildGetThreadPositionInGridEPN4llvm5ValueE
00007ff909f12a0c (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen430buildGetRenderTargetArrayIndexEPN4llvm5ValueE
00007ff909f12d9e (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen433buildSimdMatrixMultiplyAccumulateEPN4llvm8CallInstE
00007ff909f12e8e (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen433buildSimdMatrixThreadElementsInitEPN4llvm8CallInstE
00007ff909f11946 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen4D0Ev
00007ff909f1193c (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen4D1Ev
00007ff909f132a4 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen510buildTruncEPN4llvm5ValueE
00007ff909f13e82 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen511buildReduceEPN4llvm8CallInstE
00007ff909f1331c (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen515buildQuadReduceEPN4llvm8CallInstE
00007ff909f13344 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen515buildSimdReduceEPN4llvm8CallInstE
00007ff909f13d00 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen519buildIsHelperThreadEPN4llvm8CallInstE
00007ff909f1336c (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen519buildShuffleAndFillEPN4llvm8CallInstE
00007ff909f13326 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen523buildQuadIsHelperThreadEPN4llvm8CallInstE
00007ff909f1334e (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen523buildSimdIsHelperThreadEPN4llvm8CallInstE
00007ff909f13c0c (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen524buildIsFirstActiveThreadEPN4llvm8CallInstE
00007ff909f13330 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen528buildQuadIsFirstActiveThreadEPN4llvm8CallInstE
00007ff909f13358 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen528buildSimdIsFirstActiveThreadEPN4llvm8CallInstE
00007ff909f137e2 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen531buildBroadcastFirstActiveThreadEPN4llvm8CallInstE
00007ff909f1333a (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen535buildQuadBroadcastFirstActiveThreadEPN4llvm8CallInstE
00007ff909f13362 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen535buildSimdBroadcastFirstActiveThreadEPN4llvm8CallInstE
00007ff909f13176 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen58buildPowEPN4llvm5ValueES2_
00007ff909f1322c (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen58buildRNEEPN4llvm5ValueE
00007ff909f130fe (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen59buildCeilEPN4llvm5ValueE
00007ff909f130d8 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen5D0Ev
00007ff909f130ce (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen5D1Ev
00007ff909f13fc4 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen624buildQuadShuffleRotateUpEPN4llvm5ValueES2_
00007ff909f1429c (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen624buildSimdShuffleRotateUpEPN4llvm5ValueES2_
00007ff909f1412e (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen626buildQuadShuffleRotateDownEPN4llvm5ValueES2_
00007ff909f1440e (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen626buildSimdShuffleRotateDownEPN4llvm5ValueES2_
00007ff909f13f9e (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen6D0Ev
00007ff909f13f94 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen6D1Ev
00007ff909f14ac6 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen711buildArccosEPN4llvm5ValueE
00007ff909f14d46 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen711buildArcsinEPN4llvm5ValueE
00007ff909f145b2 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen711buildSinCosEPN4llvm5ValueEb
00007ff909f15610 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen714buildSimdYieldEPN4llvm5ValueE
00007ff909f15050 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen78buildTanEPN4llvm5ValueE
00007ff909f1458c (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen7D0Ev
00007ff909f14582 (__TEXT,__text) non-external __ZN22AGCLLVMAirBuiltinsGen7D1Ev
00007ff909faabc2 (__TEXT,__text) non-external __ZN22AGCLLVMComputePrograms14constructReplyEv
00007ff909faa5a6 (__TEXT,__text) non-external __ZN22AGCLLVMComputePrograms7compileEv
00007ff909faa77a (__TEXT,__text) non-external __ZN22AGCLLVMComputeProgramsD0Ev
00007ff909faa770 (__TEXT,__text) non-external __ZN22AGCLLVMComputeProgramsD1Ev
00007ff909fcd698 (__TEXT,__text) non-external __ZN22AGCLLVMDriverCDMShader12buildLocalIDEN14AGCLLVMBuilder11InsertPointEPN4llvm4TypeEj
00007ff909fb43a2 (__TEXT,__text) non-external __ZN22AGCLLVMDriverCDMShader14constructReplyEv
00007ff909fb4a5a (__TEXT,__text) non-external __ZN22AGCLLVMDriverCDMShaderD0Ev
00007ff909fb4a54 (__TEXT,__text) non-external __ZN22AGCLLVMDriverCDMShaderD1Ev
00007ff909fb4936 (__TEXT,__text) non-external __ZN22AGCLLVMDriverCDMShaderD2Ev
00007ff909fe8d0a (__TEXT,__text) non-external __ZN22AGCLLVMG10TargetConfigD0Ev
00007ff909fe8cf0 (__TEXT,__text) non-external __ZN22AGCLLVMG10TargetConfigD1Ev
00007ff909fea706 (__TEXT,__text) non-external __ZN22AGCLLVMG11TargetConfigD0Ev
00007ff909fea6ec (__TEXT,__text) non-external __ZN22AGCLLVMG11TargetConfigD1Ev
00007ff909fea914 (__TEXT,__text) non-external __ZN22AGCLLVMG12TargetConfigD0Ev
00007ff909fea8fa (__TEXT,__text) non-external __ZN22AGCLLVMG12TargetConfigD1Ev
00007ff909febed2 (__TEXT,__text) non-external __ZN22AGCLLVMG13TargetConfigD0Ev
00007ff909febeb8 (__TEXT,__text) non-external __ZN22AGCLLVMG13TargetConfigD1Ev
00007ff909fed7e4 (__TEXT,__text) non-external __ZN22AGCLLVMG14TargetConfigD0Ev
00007ff909fed7ca (__TEXT,__text) non-external __ZN22AGCLLVMG14TargetConfigD1Ev
00007ff909ffd428 (__TEXT,__text) non-external __ZN22AGCLLVMG5TargetLowerer14applyCoordBiasEPN4llvm5ValueERS2_b
00007ff909ffd308 (__TEXT,__text) non-external __ZN22AGCLLVMG5TargetLowerer16buildFrontFacingEN14AGCLLVMBuilder11InsertPointEPN4llvm14GlobalVariableE
00007ff909ffbfbc (__TEXT,__text) non-external __ZN22AGCLLVMG5TargetLowerer16coerceSampleTypeEPN4llvm5ValueE13ComponentType
00007ff909ffd6e4 (__TEXT,__text) non-external __ZN22AGCLLVMG5TargetLowerer19buildReadWriteImageERKN14AGCLLVMBuilder10SampleArgsEbbNS_10XR10FormatE
00007ff909ffc058 (__TEXT,__text) non-external __ZN22AGCLLVMG5TargetLowerer19buildSampleFunctionEN14AGCLLVMBuilder11InsertPointERKNS0_10SampleArgsE
00007ff909ffc02a (__TEXT,__text) non-external __ZN22AGCLLVMG5TargetLowererD0Ev
00007ff909ffc020 (__TEXT,__text) non-external __ZN22AGCLLVMG5TargetLowererD1Ev
00007ff909ffed10 (__TEXT,__text) non-external __ZN22AGCLLVMG9TargetLowerer14applyCoordBiasEPN4llvm5ValueERS2_b
00007ff909ffebb0 (__TEXT,__text) non-external __ZN22AGCLLVMG9TargetLowerer16coerceSampleTypeEPN4llvm5ValueE13ComponentType
00007ff909ffec44 (__TEXT,__text) non-external __ZN22AGCLLVMG9TargetLowerer19buildSampleFunctionEN14AGCLLVMBuilder11InsertPointERKNS0_10SampleArgsE
00007ff909ffec1e (__TEXT,__text) non-external __ZN22AGCLLVMG9TargetLowererD0Ev
00007ff909ffec14 (__TEXT,__text) non-external __ZN22AGCLLVMG9TargetLowererD1Ev
00007ff909fd90f0 (__TEXT,__text) non-external __ZN22AGCLLVMPrintModulePass11runOnModuleERN4llvm6ModuleE
00007ff94331162c (__DATA,__bss) non-external __ZN22AGCLLVMPrintModulePass2IDE
00007ff909fd90aa (__TEXT,__text) non-external __ZN22AGCLLVMPrintModulePassD0Ev
00007ff909fd90a0 (__TEXT,__text) non-external __ZN22AGCLLVMPrintModulePassD1Ev
00007ff909fdf258 (__TEXT,__text) non-external __ZN22RewriteAdressSpacePass11runOnModuleERN4llvm6ModuleE
00007ff909fdeb94 (__TEXT,__text) non-external __ZN22RewriteAdressSpacePass12TypeRemapper9remapTypeEPN4llvm4TypeE
00007ff909fdeb54 (__TEXT,__text) non-external __ZN22RewriteAdressSpacePass12TypeRemapperD0Ev
00007ff909fdeb2c (__TEXT,__text) non-external __ZN22RewriteAdressSpacePass12TypeRemapperD1Ev
00007ff94331162f (__DATA,__bss) non-external __ZN22RewriteAdressSpacePass2IDE
00007ff909fdf204 (__TEXT,__text) non-external __ZN22RewriteAdressSpacePassD0Ev
00007ff909fdf1c2 (__TEXT,__text) non-external __ZN22RewriteAdressSpacePassD1Ev
00007ff90a043888 (__TEXT,__text) non-external __ZN23AGCIntersectionFunction16createLLVMObjectER10AGCLLVMCtxRN4llvm11LLVMContextEPNS2_6ModuleE
00007ff909fc1b4e (__TEXT,__text) non-external __ZN23AGCLLVMEndOfTileProgram14buildEmitSliceEjjbbPN4llvm5ValueES2_
00007ff909fbe67c (__TEXT,__text) non-external __ZN23AGCLLVMEndOfTileProgram14buildStatelessER10AGCLLVMCtxRN4llvm11LLVMContextE
00007ff909fb1dee (__TEXT,__text) non-external __ZN23AGCLLVMEndOfTileProgram14constructReplyEv
00007ff909fc3908 (__TEXT,__text) non-external __ZN23AGCLLVMEndOfTileProgram21setupOnDemandHwSparseEPN4llvm5ValueES2_S2_
00007ff909fc2baa (__TEXT,__text) non-external __ZN23AGCLLVMEndOfTileProgram24buildFastClearOfMetadataEjPN4llvm5ValueE
00007ff909fc3bca (__TEXT,__text) non-external __ZN23AGCLLVMEndOfTileProgramC1ER10AGCLLVMCtxRN4llvm11LLVMContextEPK18_AGCEndOfTileState
00007ff909fb1dc4 (__TEXT,__text) non-external __ZN23AGCLLVMEndOfTileProgramD0Ev
00007ff909fb1db6 (__TEXT,__text) non-external __ZN23AGCLLVMEndOfTileProgramD1Ev
00007ff909fea430 (__TEXT,__text) non-external __ZN23AGCLLVMG10TargetLowerer15maxImageDimLog2Ev
00007ff909fea442 (__TEXT,__text) non-external __ZN23AGCLLVMG10TargetLowerer16getF16FormatInfoEtPN4llvm4TypeEbbb
00007ff909fea238 (__TEXT,__text) non-external __ZN23AGCLLVMG10TargetLowerer27checkMaxTexturesAndSamplersEjj
00007ff909fe9bf8 (__TEXT,__text) non-external __ZN23AGCLLVMG10TargetLowererD0Ev
00007ff909fe9bee (__TEXT,__text) non-external __ZN23AGCLLVMG10TargetLowererD1Ev
00007ff909fea848 (__TEXT,__text) non-external __ZN23AGCLLVMG11TargetLowerer15maxImageDimLog2Ev
00007ff909fea854 (__TEXT,__text) non-external __ZN23AGCLLVMG11TargetLowerer16getF16FormatInfoEtPN4llvm4TypeEbbb
00007ff909fea7e4 (__TEXT,__text) non-external __ZN23AGCLLVMG11TargetLowererD0Ev
00007ff909fea7da (__TEXT,__text) non-external __ZN23AGCLLVMG11TargetLowererD1Ev
00007ff909febca6 (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer13buildMemCpy1DEPN4llvm8CallInstEb
00007ff909febcac (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer13buildMemCpy2DEPN4llvm8CallInstEb
00007ff909febcc4 (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer15maxImageDimLog2Ev
00007ff909febcd0 (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer16getF16FormatInfoEtPN4llvm4TypeEbbb
00007ff909febd06 (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer19buildShuffleAndFillEN14AGCLLVMBuilder11InsertPointEN4llvm8ArrayRefIPNS2_5ValueEEEbb
00007ff909febcb2 (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer24buildWaitSimdgroupEventsEPN4llvm8CallInstEb
00007ff909feb1b8 (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer25buildImageMipCountExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909febcbe (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer25buildIsNullSimdgroupEventEPN4llvm8CallInstEb
00007ff909febcb8 (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer26buildGetNullSimdgroupEventEPN4llvm8CallInstEb
00007ff909feb57e (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer26buildImageBaseLevelExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fea994 (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer27buildImageDimensionsExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909feb6be (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer27buildImagePackFormatExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909feb3d0 (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowerer28buildImageSampleCountExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fea954 (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowererD0Ev
00007ff909fea94a (__TEXT,__text) non-external __ZN23AGCLLVMG12TargetLowererD1Ev
00007ff909fed266 (__TEXT,__text) non-external __ZN23AGCLLVMG13TargetLowerer15maxImageDimLog2Ev
00007ff909fed606 (__TEXT,__text) non-external __ZN23AGCLLVMG13TargetLowerer16getF16FormatInfoEtPN4llvm4TypeEbbb
00007ff909fed68a (__TEXT,__text) non-external __ZN23AGCLLVMG13TargetLowerer19buildShuffleAndFillEN14AGCLLVMBuilder11InsertPointEN4llvm8ArrayRefIPNS2_5ValueEEEbb
00007ff909fec762 (__TEXT,__text) non-external __ZN23AGCLLVMG13TargetLowerer25buildImageMipCountExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fecb28 (__TEXT,__text) non-external __ZN23AGCLLVMG13TargetLowerer26buildImageBaseLevelExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909febf38 (__TEXT,__text) non-external __ZN23AGCLLVMG13TargetLowerer27buildImageDimensionsExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fecc68 (__TEXT,__text) non-external __ZN23AGCLLVMG13TargetLowerer27buildImagePackFormatExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fec97a (__TEXT,__text) non-external __ZN23AGCLLVMG13TargetLowerer28buildImageSampleCountExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909febf12 (__TEXT,__text) non-external __ZN23AGCLLVMG13TargetLowererD0Ev
00007ff909febf08 (__TEXT,__text) non-external __ZN23AGCLLVMG13TargetLowererD1Ev
00007ff909feeb62 (__TEXT,__text) non-external __ZN23AGCLLVMG14TargetLowerer15maxImageDimLog2Ev
00007ff909feef02 (__TEXT,__text) non-external __ZN23AGCLLVMG14TargetLowerer16getF16FormatInfoEtPN4llvm4TypeEbbb
00007ff909fee05e (__TEXT,__text) non-external __ZN23AGCLLVMG14TargetLowerer25buildImageMipCountExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fee424 (__TEXT,__text) non-external __ZN23AGCLLVMG14TargetLowerer26buildImageBaseLevelExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fed84a (__TEXT,__text) non-external __ZN23AGCLLVMG14TargetLowerer27buildImageDimensionsExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fee564 (__TEXT,__text) non-external __ZN23AGCLLVMG14TargetLowerer27buildImagePackFormatExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fee276 (__TEXT,__text) non-external __ZN23AGCLLVMG14TargetLowerer28buildImageSampleCountExtractEN14AGCLLVMBuilder11InsertPointEPN4llvm5ValueES4_
00007ff909fed824 (__TEXT,__text) non-external __ZN23AGCLLVMG14TargetLowererD0Ev
00007ff909fed81a (__TEXT,__text) non-external __ZN23AGCLLVMG14TargetLowererD1Ev
00007ff909fef3da (__TEXT,__text) non-external __ZN23AGCLLVMG14XTargetConfigD0Ev
00007ff909fef3c0 (__TEXT,__text) non-external __ZN23AGCLLVMG14XTargetConfigD1Ev
00007ff909ff1120 (__TEXT,__text) non-external __ZN23AGCLLVMG15TargetLowererC2ERN4llvm11LLVMContextERK19AGCLLVMTargetConfig
00007ff909ff1226 (__TEXT,__text) non-external __ZN23AGCLLVMG15TargetLowererD0Ev
00007ff909ff1220 (__TEXT,__text) non-external __ZN23AGCLLVMG15TargetLowererD1Ev
00007ff909ff6268 (__TEXT,__text) non-external __ZN23AGCLLVMG16TargetLowererC2ERN4llvm11LLVMContextERK19AGCLLVMTargetConfig
00007ff909ff62c0 (__TEXT,__text) non-external __ZN23AGCLLVMG16TargetLowererD0Ev
00007ff909ff62ba (__TEXT,__text) non-external __ZN23AGCLLVMG16TargetLowererD1Ev
00007ff909f3dbe4 (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader11initCompileEv
00007ff909f3dc5e (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader13needsPCFClampEv
00007ff909f3f988 (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader14constructReplyEv
00007ff909f3e0dc (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader16adjustFragCoordYEPN4llvm5ValueE
00007ff909f3fa82 (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader17requiresDebugInfoEv
00007ff909f3dc42 (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader18getPCFStateForUnitEj
00007ff909f3dcae (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader19getFragmentVaryingsEPN4llvm4TypeEPKNS0_6MDNodeE
00007ff909f3e040 (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader21getPrimitiveIdVaryingEPN4llvm4TypeE
00007ff909f3dc1e (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader21setupIndirectSamplersEv
00007ff909f3db18 (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader22adjustDfDyForInversionEPN4llvm5ValueE
00007ff909f3e08e (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader26getBarycentricCoordVaryingEPN4llvm4TypeEPKNS0_6MDNodeE
00007ff909f4053e (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader26getFragCoordYAdjustAndTypeEv
00007ff909f3dc70 (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader26getTextureBiasStateForUnitEj
00007ff909f3dff2 (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShader35getFragmentViewportOrLayerIdVaryingEPN4llvm4TypeENS0_9StringRefE
00007ff909f40b16 (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShaderC1ER10AGCLLVMCtxPN4llvm6ModuleERK27AGCLLVMFragmentContextStatePK23_AGCSamplerRemapStateGLPK20_AGCSamplerPCFStatesPK19_AGCDrawBufferStatePK21_AGCTexUnitBiasStates
00007ff909f3da7e (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShaderD0Ev
00007ff909f3d9f6 (__TEXT,__text) non-external __ZN23AGCLLVMGLFragmentShaderD1Ev
00007ff909ed5206 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW11initCompileEv
00007ff909edf0f4 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW13buildSetIndexEPN4llvm5ValueES2_S2_
00007ff909edfb66 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW14buildGroupIDSWEPN4llvm4TypeEj
00007ff909edc1c2 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW14buildNumGroupsEPN4llvm4TypeEj
00007ff909edcd2a (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW14constructReplyEv
00007ff909ede386 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW14getBasePointerEPN4llvm5ValueEN27AGCLLVMUserObjectShaderBase11VaryingTypeE12UVSWriteTypePNS0_4TypeES2_b
00007ff909edbe46 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW15buildGlobalSizeEPN4llvm4TypeEj
00007ff909edf21c (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW15buildSetIndicesEPN4llvm5ValueES2_S2_
00007ff909edea64 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW15buildSetLayerIdEPN4llvm5ValueES2_S2_
00007ff909ed5582 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW16addWrapperPrefixEv
00007ff909ede7d8 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW16buildSetPositionEPN4llvm5ValueES2_S2_
00007ff909ee1460 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW17addGenericVaryingEPKN4llvm6MDNodeEN27AGCLLVMUserObjectShaderBase11VaryingTypeEb
00007ff909ed588c (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW17addWrapperPostfixEv
00007ff909ede8bc (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW17buildSetPointSizeEPN4llvm5ValueES2_S2_
00007ff909ee1318 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW17getBuiltinPointerEPN4llvm5ValueEN27AGCLLVMUserObjectShaderBase11VaryingTypeE12UVSWriteTypejS2_PNS0_4TypeE
00007ff909edfbb4 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW17getGridPropertiesEb
00007ff909ed58e2 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW17setupShaderInputsEv
00007ff909ed5892 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW17wrapperPrefixDataEv
00007ff909edf3e8 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW18buildSetVertexDataEPPN4llvm5ValueENS0_9StringRefE
00007ff909edec78 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW18buildSetViewportIdEPN4llvm5ValueES2_S2_
00007ff909edeed2 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW19buildSetPrimitiveIdEPN4llvm5ValueES2_S2_
00007ff909ee0e68 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW19buildSetVaryingDataEN27AGCLLVMUserObjectShaderBase11VaryingTypeEjPN4llvm5ValueES4_S4_
00007ff909ede9a4 (__TEXT,__text) non-external __ZN23AGCLLVMUserMeshShaderSW20buildSetClipDistanceEPPN4llvm5ValueENS0_9StringRefE
