00007ffd0b560cb4 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd0b517252 (__TEXT,__text) non-external (was a private external) _MappedBufferGetDataSize
00007ffd0b516a50 (__TEXT,__text) non-external (was a private external) _MemBufferCreate
00007ffd0b516bd5 (__TEXT,__text) non-external (was a private external) _MemBufferDecreaseSize
00007ffd0b516b44 (__TEXT,__text) non-external (was a private external) _MemBufferDestroy
00007ffd0b516c9e (__TEXT,__text) non-external (was a private external) _MemBufferFillFromBuffer
00007ffd0b516d2d (__TEXT,__text) non-external (was a private external) _MemBufferFillFromIStream
00007ffd0b516db9 (__TEXT,__text) non-external (was a private external) _MemBufferFlushToOStream
00007ffd0b516b81 (__TEXT,__text) non-external (was a private external) _MemBufferGetDataPtr
00007ffd0b516b6a (__TEXT,__text) non-external (was a private external) _MemBufferGetDataSize
00007ffd0b516b8f (__TEXT,__text) non-external (was a private external) _MemBufferGetFreePtr
00007ffd0b516b74 (__TEXT,__text) non-external (was a private external) _MemBufferGetFreeSize
00007ffd0b516adb (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseCapacity
00007ffd0b516c40 (__TEXT,__text) non-external (was a private external) _MemBufferIncreaseSize
00007ffd0b516e6b (__TEXT,__text) non-external (was a private external) _MemBufferTransmit
00007ffd0b517b11 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamCreate
00007ffd0b517dd4 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroy
00007ffd0b517de4 (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamDestroyEx
00007ffd0b517fac (__TEXT,__text) non-external (was a private external) _OArchiveFileStreamWrite
00007ffd0b51844e (__TEXT,__text) non-external (was a private external) _OBufferedStreamCreate
00007ffd0b51851a (__TEXT,__text) non-external (was a private external) _OBufferedStreamDestroy
00007ffd0b518556 (__TEXT,__text) non-external (was a private external) _OBufferedStreamWrite
00007ffd0b51479f (__TEXT,__text) non-external (was a private external) _OECCStreamCreate
00007ffd0b514985 (__TEXT,__text) non-external (was a private external) _OECCStreamDestroy
00007ffd0b5149b4 (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataPtr
00007ffd0b5149cb (__TEXT,__text) non-external (was a private external) _OECCStreamGetDataSize
00007ffd0b5149e2 (__TEXT,__text) non-external (was a private external) _OECCStreamWrite
00007ffd0b517949 (__TEXT,__text) non-external (was a private external) _OFileStreamCreateWithFilename
00007ffd0b517a1b (__TEXT,__text) non-external (was a private external) _OFileStreamDestroy
00007ffd0b517a49 (__TEXT,__text) non-external (was a private external) _OFileStreamWrite
00007ffd0b5182ba (__TEXT,__text) non-external (was a private external) _OMemStreamCreate
00007ffd0b518373 (__TEXT,__text) non-external (was a private external) _OMemStreamDestroy
00007ffd0b516477 (__TEXT,__text) non-external (was a private external) _OMemStreamGetNWritten
00007ffd0b51832b (__TEXT,__text) non-external (was a private external) _OMemStreamWrite
00007ffd0b51727a (__TEXT,__text) non-external (was a private external) _ONullStreamWrite
00007ffd0b51739f (__TEXT,__text) non-external (was a private external) _OSHA1StreamAbort
00007ffd0b517283 (__TEXT,__text) non-external (was a private external) _OSHA1StreamCreate
00007ffd0b51731b (__TEXT,__text) non-external (was a private external) _OSHA1StreamDestroy
00007ffd0b517343 (__TEXT,__text) non-external (was a private external) _OSHA1StreamWrite
00007ffd0b4f0aea (__TEXT,__text) non-external (was a private external) _PCompressCopyDecode
00007ffd0b4f0ac0 (__TEXT,__text) non-external (was a private external) _PCompressCopyEncode
00007ffd0b4efe8f (__TEXT,__text) non-external (was a private external) _PCompressFilter
00007ffd0b4e65cc (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderDescription
00007ffd0b5049df (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderFilter
00007ffd0b4e65a4 (__TEXT,__text) non-external (was a private external) _PCompressGetDecoderKey
00007ffd0b4e6593 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDecoder
00007ffd0b4e6574 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderDescription
00007ffd0b5049c3 (__TEXT,__text) non-external (was a private external) _PCompressGetEncoderFilter
00007ffd0b4f2fb5 (__TEXT,__text) non-external (was a private external) _PCompressLZ4Decode
00007ffd0b4f2f8e (__TEXT,__text) non-external (was a private external) _PCompressLZ4Encode
00007ffd0b56b6dd (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPDecode
00007ffd0b56b6b6 (__TEXT,__text) non-external (was a private external) _PCompressLZBITMAPEncode
00007ffd0b4f5eeb (__TEXT,__text) non-external (was a private external) _PCompressLZFSEDecode
00007ffd0b4f5ec4 (__TEXT,__text) non-external (was a private external) _PCompressLZFSEEncode
00007ffd0b4f7ab4 (__TEXT,__text) non-external (was a private external) _PCompressLZMA6Encode
00007ffd0b4f7adb (__TEXT,__text) non-external (was a private external) _PCompressLZMADecode
00007ffd0b50367d (__TEXT,__text) non-external (was a private external) _PCompressLZVNDecode
00007ffd0b503656 (__TEXT,__text) non-external (was a private external) _PCompressLZVNEncode
00007ffd0b504884 (__TEXT,__text) non-external (was a private external) _PCompressZLIB5Encode
00007ffd0b5048cc (__TEXT,__text) non-external (was a private external) _PCompressZLIBDecode
00007ffd0b56b704 (__TEXT,__text) non-external (was a private external) _PagedFileCreate
00007ffd0b56bb0f (__TEXT,__text) non-external (was a private external) _PagedFileDestroy
00007ffd0b56bc83 (__TEXT,__text) non-external (was a private external) _PagedFileDump
00007ffd0b56c336 (__TEXT,__text) non-external (was a private external) _PagedFileHasAllOut
00007ffd0b56c2df (__TEXT,__text) non-external (was a private external) _PagedFileHasNoIn
00007ffd0b56c39d (__TEXT,__text) non-external (was a private external) _PagedFileReadAndReleaseIn
00007ffd0b56c2cf (__TEXT,__text) non-external (was a private external) _PagedFileReleaseAllIn
00007ffd0b56bfcb (__TEXT,__text) non-external (was a private external) _PagedFileReleaseIn
00007ffd0b56c594 (__TEXT,__text) non-external (was a private external) _PagedFileRetainAndWriteOut
00007ffd0b56bf2f (__TEXT,__text) non-external (was a private external) _PagedFileRetainIn
00007ffd0b56c0bd (__TEXT,__text) non-external (was a private external) _PagedFileRetainOut
00007ffd0b5139d2 (__TEXT,__text) non-external _ParallelArchiveECCFixCommon
00007ffd0b5139aa (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCFixFileSegment
00007ffd0b5145e0 (__TEXT,__text) non-external _ParallelArchiveECCVerifyCommon
00007ffd0b514787 (__TEXT,__text) non-external (was a private external) _ParallelArchiveECCVerifyFileSegment
00007ffd0b51d1a9 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCCompress
00007ffd0b51bcb0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCFixupMetadata
00007ffd0b51bbe5 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadata
00007ffd0b51b99d (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCGetMetadataFD
00007ffd0b51b262 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamClose
00007ffd0b51ac54 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamOpen
00007ffd0b51aff0 (__TEXT,__text) non-external (was a private external) _ParallelCompressionAFSCStreamWrite
00007ffd0b504970 (__TEXT,__text) non-external (was a private external) _ParallelCompressionDecode
00007ffd0b50490b (__TEXT,__text) non-external (was a private external) _ParallelCompressionEncode
00007ffd0b527213 (__TEXT,__text) non-external (was a private external) _ParallelCompressionEnterThreadErrorContext
00007ffd0b508bb1 (__TEXT,__text) non-external (was a private external) _ParallelCompressionGetCompressedSize
00007ffd0b52721d (__TEXT,__text) non-external (was a private external) _ParallelCompressionLeaveThreadErrorContext
00007ffd0b527227 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateError
00007ffd0b527243 (__TEXT,__text) non-external (was a private external) _ParallelCompressionUpdateWarning
00007ffd0b4f7ed6 (__TEXT,__text) non-external _RNG
00007ffd0b567f61 (__TEXT,__text) non-external _RandomAccessDecompressStreamAbort
00007ffd0b567da2 (__TEXT,__text) non-external _RandomAccessDecompressStreamDestroy
00007ffd0b567dfc (__TEXT,__text) non-external _RandomAccessDecompressStreamGetBlock
00007ffd0b4ec67b (__TEXT,__text) non-external _RandomAccessDecryptionStreamAbort
00007ffd0b4ec50f (__TEXT,__text) non-external _RandomAccessDecryptionStreamDestroy
00007ffd0b4ec602 (__TEXT,__text) non-external _RandomAccessDecryptionStreamGetBlock
00007ffd0b52b219 (__TEXT,__text) non-external (was a private external) _RawImageDiff
00007ffd0b5049fb (__TEXT,__text) non-external (was a private external) _RawImagePatchInternal
00007ffd0b4f8899 (__TEXT,__text) non-external _ScryptDerive_KEY256
                 (undefined) external _SecAccessControlCreateWithFlags (from Security)
                 (undefined) external _SecItemAdd (from Security)
                 (undefined) external _SecItemCopyMatching (from Security)
                 (undefined) external _SecItemDelete (from Security)
00007ffd0b52ada3 (__TEXT,__text) non-external _SegmentStreamCancel
00007ffd0b529e8e (__TEXT,__text) non-external _SegmentStreamClose
00007ffd0b529d55 (__TEXT,__text) non-external _SegmentStreamCreate
00007ffd0b52a556 (__TEXT,__text) non-external _SegmentStreamPRead
00007ffd0b52ac30 (__TEXT,__text) non-external _SegmentStreamPWrite
00007ffd0b52adb0 (__TEXT,__text) non-external _SegmentStreamSimulate
00007ffd0b549992 (__TEXT,__text) non-external _SemInit
00007ffd0b549992 (__TEXT,__text) non-external _SemInit
00007ffd0b4fed54 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd0b50b995 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd0b51a5e2 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd0b53d6c6 (__TEXT,__text) non-external _SharedArrayEnqueue
00007ffd0b50b1a1 (__TEXT,__text) non-external _SharedArrayPush
00007ffd0b5693ed (__TEXT,__text) non-external _SharedArrayPush
00007ffd0b50b65d (__TEXT,__text) non-external (was a private external) _SharedBufferAbort
00007ffd0b50ae33 (__TEXT,__text) non-external (was a private external) _SharedBufferCreate
00007ffd0b50b306 (__TEXT,__text) non-external (was a private external) _SharedBufferDecRefCount
00007ffd0b50b29a (__TEXT,__text) non-external (was a private external) _SharedBufferDestroy
00007ffd0b50b318 (__TEXT,__text) non-external (was a private external) _SharedBufferFillFromStream
00007ffd0b50b701 (__TEXT,__text) non-external (was a private external) _SharedBufferFlushToStream
00007ffd0b50bb14 (__TEXT,__text) non-external (was a private external) _SharedBufferRead
00007ffd0b50baee (__TEXT,__text) non-external _SharedBufferReadFromBufferProc
00007ffd0b50baa7 (__TEXT,__text) non-external (was a private external) _SharedBufferWrite
00007ffd0b50bb4d (__TEXT,__text) non-external _SharedBufferWriteToBufferProc
00007ffd0b50aa1e (__TEXT,__text) non-external _SimStreamClose
00007ffd0b50ab52 (__TEXT,__text) non-external _SimStreamPRead
00007ffd0b50ab5f (__TEXT,__text) non-external _SimStreamPWrite
00007ffd0b50ab6c (__TEXT,__text) non-external _SimStreamSimulate
00007ffd0b5130b3 (__TEXT,__text) non-external (was a private external) _StringTableAppend
00007ffd0b5131b7 (__TEXT,__text) non-external (was a private external) _StringTableAppendTable
00007ffd0b51309f (__TEXT,__text) non-external (was a private external) _StringTableClear
00007ffd0b5136b9 (__TEXT,__text) non-external _StringTableCmp
00007ffd0b512f9d (__TEXT,__text) non-external (was a private external) _StringTableCreate
00007ffd0b513070 (__TEXT,__text) non-external (was a private external) _StringTableDestroy
00007ffd0b51363e (__TEXT,__text) non-external (was a private external) _StringTableMatchesPrefixSorted
00007ffd0b513531 (__TEXT,__text) non-external _StringTableSearchSortedWithLength
00007ffd0b5136b1 (__TEXT,__text) non-external (was a private external) _StringTableSize
00007ffd0b51329f (__TEXT,__text) non-external (was a private external) _StringTableSort
00007ffd0b519668 (__TEXT,__text) non-external (was a private external) _ThreadPipelineCreate
00007ffd0b51a14c (__TEXT,__text) non-external (was a private external) _ThreadPipelineDestroy
00007ffd0b51a90a (__TEXT,__text) non-external (was a private external) _ThreadPipelineFlush
00007ffd0b51a6f4 (__TEXT,__text) non-external (was a private external) _ThreadPipelineGetWorker
00007ffd0b51a815 (__TEXT,__text) non-external (was a private external) _ThreadPipelineRunWorker
00007ffd0b566af4 (__TEXT,__text) non-external (was a private external) _ThreadPoolCreate
00007ffd0b566f63 (__TEXT,__text) non-external (was a private external) _ThreadPoolDestroy
00007ffd0b5672ab (__TEXT,__text) non-external (was a private external) _ThreadPoolGetWorker
00007ffd0b5673cc (__TEXT,__text) non-external (was a private external) _ThreadPoolRunWorker
00007ffd0b5674a0 (__TEXT,__text) non-external (was a private external) _ThreadPoolSync
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffd0b4e62bb (__TEXT,__text) non-external (was a private external) __Z13pc_array_initm
00007ffd0b4e6240 (__TEXT,__text) non-external (was a private external) __Z13pc_array_initmm
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffd417912c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ffd0b4ec1e0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffd0b4ec200 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffd0b527059 (__TEXT,__text) non-external ___createThread_block_invoke
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ffd0b5013c0 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamCloseAndReturnFD
00007ffd0b5002d9 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAt
00007ffd0b500e51 (__TEXT,__text) non-external (was a private external) _aaArchiveFileOutputStreamOpenAtWithState
00007ffd0b4ec698 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamDone
00007ffd0b4ec823 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpen
00007ffd0b4edaba (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamOpenWithState
00007ffd0b4ec7c3 (__TEXT,__text) non-external (was a private external) _aaAssetDecodeStreamSetParameterPtr
00007ffd0b51864e (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpen
00007ffd0b51909a (__TEXT,__text) non-external (was a private external) _aaAssetDecompressionStreamOpenWithState
00007ffd0b538a90 (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpen
00007ffd0b53a85e (__TEXT,__text) non-external (was a private external) _aaAssetDecryptionStreamOpenWithState
00007ffd0b5224e2 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpen
00007ffd0b5226ec (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamOpenWithState
00007ffd0b522468 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterCallback
00007ffd0b5221f0 (__TEXT,__text) non-external (was a private external) _aaAssetExtractStreamSetParameterPtr
00007ffd0b4eedbe (__TEXT,__text) non-external _aaAssetExtractorCreateCommon
00007ffd0b4ef817 (__TEXT,__text) non-external _aaAssetExtractorProgress
00007ffd0b567f7d (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamAlloc
00007ffd0b5686fe (__TEXT,__text) non-external (was a private external) _aaAsyncByteStreamIsCancelled
00007ffd0b55f097 (__TEXT,__text) non-external (was a private external) _aaByteStreamPCWriteProc
00007ffd0b55f07b (__TEXT,__text) non-external (was a private external) _aaByteStreamSimulate
00007ffd0b4fc178 (__TEXT,__text) non-external _aaCacheStreamCancel
00007ffd0b4fc185 (__TEXT,__text) non-external _aaCacheStreamClose
00007ffd0b4fbb0b (__TEXT,__text) non-external (was a private external) _aaCacheStreamOpen
00007ffd0b4fbe44 (__TEXT,__text) non-external _aaCacheStreamPRead
00007ffd0b4fbfbf (__TEXT,__text) non-external _aaCacheStreamPWrite
00007ffd0b4fc15c (__TEXT,__text) non-external _aaCacheStreamRead
00007ffd0b4fbdd2 (__TEXT,__text) non-external _aaCacheStreamSeek
00007ffd0b4fc2a5 (__TEXT,__text) non-external _aaCacheStreamTruncate
00007ffd0b4fc16a (__TEXT,__text) non-external _aaCacheStreamWrite
00007ffd0b53fd88 (__TEXT,__text) non-external (was a private external) _aaCheckAndFixWithPath
00007ffd0b50d1ca (__TEXT,__text) non-external (was a private external) _aaCompositeChunkAsyncStreamOpen
00007ffd0b5640f8 (__TEXT,__text) non-external _aaCompressionOutputStreamAbort
00007ffd0b564105 (__TEXT,__text) non-external _aaCompressionOutputStreamClose
00007ffd0b564248 (__TEXT,__text) non-external _aaCompressionOutputStreamFlush
00007ffd0b563fc4 (__TEXT,__text) non-external _aaCompressionOutputStreamWrite
00007ffd0b5408ca (__TEXT,__text) non-external (was a private external) _aaCopyFile
00007ffd0b565fa8 (__TEXT,__text) non-external _aaDecompressionStreamAbort
00007ffd0b5656f9 (__TEXT,__text) non-external _aaDecompressionStreamClose
00007ffd0b56579d (__TEXT,__text) non-external _aaDecompressionStreamRead
00007ffd0b56563b (__TEXT,__text) non-external _aaDecompressionStreamReadInput
00007ffd0b5654cc (__TEXT,__text) non-external _aaDecompressionStreamRefill
00007ffd0b554cc5 (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobApplyToFD
00007ffd0b553b8c (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithEncodedData
00007ffd0b55414c (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithFD
00007ffd0b55400a (__TEXT,__text) non-external (was a private external) _aaEntryACLBlobInitWithPath
00007ffd0b53f4a4 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToFD
00007ffd0b53edd9 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesApplyToPath
00007ffd0b53fa98 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesCmp
00007ffd0b53e674 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithFD
00007ffd0b53e0e5 (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithHeader
00007ffd0b53e9aa (__TEXT,__text) non-external (was a private external) _aaEntryAttributesInitWithPath
00007ffd0b53fc39 (__TEXT,__text) non-external (was a private external) _aaEntryHashesCmp
00007ffd0b53dd48 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithFD
00007ffd0b53df84 (__TEXT,__text) non-external (was a private external) _aaEntryHashesInitWithPath
00007ffd0b53fbbf (__TEXT,__text) non-external (was a private external) _aaEntryInternalAttributesCmp
00007ffd0b53e0bc (__TEXT,__text) non-external (was a private external) _aaEntryTypeFromMode
00007ffd0b551c24 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobApplyToFD
00007ffd0b55100e (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithEncodedData
00007ffd0b5514e3 (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithFD
00007ffd0b5513ab (__TEXT,__text) non-external (was a private external) _aaEntryXATBlobInitWithPath
00007ffd0b55be60 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithEncodedData
00007ffd0b55c0b9 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithFD
00007ffd0b55bf80 (__TEXT,__text) non-external (was a private external) _aaEntryYECBlobInitWithPath
00007ffd0b5383cf (__TEXT,__text) non-external (was a private external) _aaEntryYFPBlobInitWithPath
00007ffd0b55f572 (__TEXT,__text) non-external _aaFileStreamAbort
00007ffd0b55f101 (__TEXT,__text) non-external _aaFileStreamClose
00007ffd0b55f5b3 (__TEXT,__text) non-external _aaFileStreamFlush
00007ffd0b55f0cf (__TEXT,__text) non-external (was a private external) _aaFileStreamGetFD
00007ffd0b55f48e (__TEXT,__text) non-external _aaFileStreamPRead
00007ffd0b55f500 (__TEXT,__text) non-external _aaFileStreamPWrite
00007ffd0b55f3ba (__TEXT,__text) non-external _aaFileStreamRead
00007ffd0b55f57f (__TEXT,__text) non-external _aaFileStreamSeek
00007ffd0b55f59a (__TEXT,__text) non-external _aaFileStreamTruncate
00007ffd0b55f424 (__TEXT,__text) non-external _aaFileStreamWrite
00007ffd0b529eea (__TEXT,__text) non-external (was a private external) _aaForkInputStreamOpen
00007ffd0b511b23 (__TEXT,__text) non-external (was a private external) _aaForkOutputStreamOpen
00007ffd0b54f1c4 (__TEXT,__text) non-external (was a private external) _aaHeaderAppendEntryAttributes
00007ffd0b54f527 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayInitWithHeader
00007ffd0b54f7d6 (__TEXT,__text) non-external (was a private external) _aaHeaderBlobArrayPayloadSize
00007ffd0b54dcd0 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithEncodedData
00007ffd0b54e470 (__TEXT,__text) non-external (was a private external) _aaHeaderInitWithPath
00007ffd0b529372 (__TEXT,__text) non-external _aaInPlaceStreamCancel
00007ffd0b5292ae (__TEXT,__text) non-external _aaInPlaceStreamClose
00007ffd0b528f44 (__TEXT,__text) non-external (was a private external) _aaInPlaceStreamOpen
00007ffd0b5291d6 (__TEXT,__text) non-external _aaInPlaceStreamPRead
00007ffd0b5291e3 (__TEXT,__text) non-external _aaInPlaceStreamPWrite
00007ffd0b5291f0 (__TEXT,__text) non-external _aaInPlaceStreamRead
00007ffd0b529214 (__TEXT,__text) non-external _aaInPlaceStreamSeek
00007ffd0b529202 (__TEXT,__text) non-external _aaInPlaceStreamWrite
00007ffd0b530e17 (__TEXT,__text) non-external (was a private external) _aaInSituStreamOpen
00007ffd0b52a36d (__TEXT,__text) non-external (was a private external) _aaIntervalInputStreamOpen
00007ffd0b55fd0b (__TEXT,__text) non-external _aaMagicStreamAbort
00007ffd0b55fbfc (__TEXT,__text) non-external _aaMagicStreamClose
00007ffd0b55fc1f (__TEXT,__text) non-external _aaMagicStreamRead
00007ffd0b529a2c (__TEXT,__text) non-external (was a private external) _aaSegmentStreamOpen
00007ffd0b564c08 (__TEXT,__text) non-external (was a private external) _aaSequentialDecompressionIStreamOpen
00007ffd0b55fa2c (__TEXT,__text) non-external _aaSharedBufferIStreamClose
00007ffd0b55f9f3 (__TEXT,__text) non-external _aaSharedBufferOStreamClose
00007ffd0b55fa4f (__TEXT,__text) non-external _aaSharedBufferRead
00007ffd0b55fa22 (__TEXT,__text) non-external _aaSharedBufferWrite
00007ffd0b560005 (__TEXT,__text) non-external _aaTeeStreamAbort
00007ffd0b55fdf5 (__TEXT,__text) non-external _aaTeeStreamClose
00007ffd0b55fef4 (__TEXT,__text) non-external _aaTeeStreamPWrite
00007ffd0b55fe02 (__TEXT,__text) non-external _aaTeeStreamWrite
00007ffd0b55f131 (__TEXT,__text) non-external _aaTempFileStreamClose
00007ffd0b5557f4 (__TEXT,__text) non-external _ace_check_entry
                 (undefined) external _acl_add_flag_np (from libSystem)
                 (undefined) external _acl_create_entry (from libSystem)
                 (undefined) external _acl_free (from libSystem)
                 (undefined) external _acl_get_entry (from libSystem)
                 (undefined) external _acl_get_fd_np (from libSystem)
                 (undefined) external _acl_get_flag_np (from libSystem)
                 (undefined) external _acl_get_flagset_np (from libSystem)
                 (undefined) external _acl_get_permset_mask_np (from libSystem)
                 (undefined) external _acl_get_qualifier (from libSystem)
                 (undefined) external _acl_get_tag_type (from libSystem)
                 (undefined) external _acl_init (from libSystem)
                 (undefined) external _acl_set_fd (from libSystem)
                 (undefined) external _acl_set_permset_mask_np (from libSystem)
                 (undefined) external _acl_set_qualifier (from libSystem)
                 (undefined) external _acl_set_tag_type (from libSystem)
00007ffd0b534d3b (__TEXT,__text) non-external _add_control
00007ffd0b4f33ea (__TEXT,__text) non-external (was a private external) _aeaChecksum
00007ffd0b4f3077 (__TEXT,__text) non-external (was a private external) _aeaChecksumSize
00007ffd0b50e83f (__TEXT,__text) non-external (was a private external) _aeaContainerAppendSegment
00007ffd0b50d74f (__TEXT,__text) non-external (was a private external) _aeaContainerCreateExisting
00007ffd0b50d44f (__TEXT,__text) non-external (was a private external) _aeaContainerCreateNew
00007ffd0b50d3cd (__TEXT,__text) non-external (was a private external) _aeaContainerDestroy
00007ffd0b50ff0a (__TEXT,__text) non-external (was a private external) _aeaContainerFinish
00007ffd0b50f7bc (__TEXT,__text) non-external (was a private external) _aeaContainerLoadSegment
00007ffd0b4f335f (__TEXT,__text) non-external (was a private external) _aeaContainerOffsetsInit
00007ffd0b4f3093 (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithMagic
00007ffd0b4f2fea (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithProfile
00007ffd0b4f313b (__TEXT,__text) non-external (was a private external) _aeaContainerParamsInitWithRootHeader
00007ffd0b50ebfa (__TEXT,__text) non-external (was a private external) _aeaContainerReencrypt
00007ffd0b50eac7 (__TEXT,__text) non-external (was a private external) _aeaContainerRemoveLastSegment
00007ffd0b50ea6e (__TEXT,__text) non-external (was a private external) _aeaContainerRemovePadding
00007ffd0b5329cb (__TEXT,__text) non-external (was a private external) _aeaContextCreateWithPrologue
00007ffd0b531ad8 (__TEXT,__text) non-external (was a private external) _aeaContextUnlock
00007ffd0b4f7b04 (__TEXT,__text) non-external (was a private external) _aeaCryptoInit
00007ffd0b4f35e6 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyExisting
00007ffd0b4f4798 (__TEXT,__text) non-external (was a private external) _aeaDeriveMainKeyNew
00007ffd0b4f35d2 (__TEXT,__text) non-external (was a private external) _aeaEffectiveCompressionAlgorithm
00007ffd0b4fb6a4 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffd0b4fa751 (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffd0b4fa785 (__TEXT,__text) non-external _aeaInputStreamClose
00007ffd0b4fa945 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffd0b4faee9 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffd0b4fa542 (__TEXT,__text) non-external _aeaInputStreamRead
00007ffd0b50420c (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffd0b572870 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffd0b4f3291 (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffd0b4fdf18 (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffd0b4fdf34 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffd0b4fe77a (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffd0b4fec4e (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffd0b4fc7f9 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffd0b4fccc4 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffd0b4fdcb8 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffd0b4fd616 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffd0b50fe73 (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffd0b4f2fdc (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffd0b4f32b7 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
