                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff812e28b83 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
                 (indirect) external _gss_duplicate_name (for _gss_duplicate_name)
                 (undefined) external _gss_export_name (from GSS)
                 (indirect) external _gss_export_name (for _gss_export_name)
                 (undefined) external _gss_export_sec_context (from GSS)
                 (indirect) external _gss_export_sec_context (for _gss_export_sec_context)
                 (undefined) external _gss_get_mic (from GSS)
                 (indirect) external _gss_get_mic (for _gss_get_mic)
00007ff812e2a57e (__TEXT,__text) external _gss_import_name
                 (undefined) external _gss_import_sec_context (from GSS)
                 (indirect) external _gss_import_sec_context (for _gss_import_sec_context)
                 (undefined) external _gss_indicate_mechs (from GSS)
                 (indirect) external _gss_indicate_mechs (for _gss_indicate_mechs)
                 (undefined) external _gss_init_sec_context (from GSS)
                 (indirect) external _gss_init_sec_context (for _gss_init_sec_context)
                 (undefined) external _gss_inquire_context (from GSS)
                 (indirect) external _gss_inquire_context (for _gss_inquire_context)
                 (undefined) external _gss_inquire_cred (from GSS)
                 (indirect) external _gss_inquire_cred (for _gss_inquire_cred)
                 (undefined) external _gss_inquire_cred_by_mech (from GSS)
                 (indirect) external _gss_inquire_cred_by_mech (for _gss_inquire_cred_by_mech)
00007ff812e1f086 (__TEXT,__text) external _gss_inquire_mechs_for_name
                 (undefined) external _gss_inquire_names_for_mech (from GSS)
                 (indirect) external _gss_inquire_names_for_mech (for _gss_inquire_names_for_mech)
                 (undefined) external _gss_krb5_ccache_name (from GSS)
                 (indirect) external _gss_krb5_ccache_name (for _gss_krb5_ccache_name)
                 (undefined) external _gss_krb5_copy_ccache (from GSS)
                 (indirect) external _gss_krb5_copy_ccache (for _gss_krb5_copy_ccache)
                 (undefined) external _gss_krb5_export_lucid_sec_context (from GSS)
                 (indirect) external _gss_krb5_export_lucid_sec_context (for _gss_krb5_export_lucid_sec_context)
                 (undefined) external _gss_krb5_free_lucid_sec_context (from GSS)
                 (indirect) external _gss_krb5_free_lucid_sec_context (for _gss_krb5_free_lucid_sec_context)
00007ff812e1f070 (__TEXT,__text) external _gss_krb5_get_tkt_flags
00007ff843820160 (__DATA,__data) non-external _gss_krb5_mechanism_oid_desc
00007ff843820180 (__DATA,__data) non-external _gss_krb5_mechanism_old_oid_desc
00007ff8438200f0 (__DATA,__data) non-external _gss_krb5_nt_principal_name_oid_desc
00007ff843820110 (__DATA,__data) non-external _gss_krb5_nt_principal_oid_desc
                 (undefined) external _gss_krb5_set_allowable_enctypes (from GSS)
                 (indirect) external _gss_krb5_set_allowable_enctypes (for _gss_krb5_set_allowable_enctypes)
00007ff812e1f04a (__TEXT,__text) external _gss_krb5_ui
00007ff843820178 (__DATA,__data) external _gss_mech_krb5
00007ff843820190 (__DATA,__data) external _gss_mech_krb5_old
00007ff8418287b0 (__DATA_CONST,__const) external _gss_mech_set_krb5
00007ff8418287c0 (__DATA_CONST,__const) external _gss_mech_set_krb5_both
00007ff8418287b8 (__DATA_CONST,__const) external _gss_mech_set_krb5_old
00007ff8438200e8 (__DATA,__data) external _gss_nt_exported_name
00007ff843820108 (__DATA,__data) external _gss_nt_krb5_name
00007ff843820120 (__DATA,__data) external _gss_nt_krb5_principal
00007ff843820140 (__DATA,__data) external _gss_nt_machine_uid_name
00007ff843820098 (__DATA,__data) external _gss_nt_service_name
00007ff8438200a0 (__DATA,__data) external _gss_nt_service_name_v2
00007ff843820150 (__DATA,__data) external _gss_nt_string_uid_name
00007ff843820130 (__DATA,__data) external _gss_nt_user_name
                 (undefined) external _gss_oid_equal (from GSS)
                 (undefined) external _gss_oid_to_str (from GSS)
                 (indirect) external _gss_oid_to_str (for _gss_oid_to_str)
                 (undefined) external _gss_process_context_token (from GSS)
                 (indirect) external _gss_process_context_token (for _gss_process_context_token)
                 (undefined) external _gss_release_buffer (from GSS)
                 (indirect) external _gss_release_buffer (for _gss_release_buffer)
                 (undefined) external _gss_release_cred (from GSS)
                 (indirect) external _gss_release_cred (for _gss_release_cred)
                 (undefined) external _gss_release_name (from GSS)
                 (indirect) external _gss_release_name (for _gss_release_name)
                 (undefined) external _gss_release_oid (from GSS)
                 (indirect) external _gss_release_oid (for _gss_release_oid)
                 (undefined) external _gss_release_oid_set (from GSS)
                 (indirect) external _gss_release_oid_set (for _gss_release_oid_set)
                 (undefined) external _gss_seal (from GSS)
                 (indirect) external _gss_seal (for _gss_seal)
00007ff812e1f07b (__TEXT,__text) external _gss_sign
00007ff812e1f052 (__TEXT,__text) external _gss_str_to_oid
                 (undefined) external _gss_test_oid_set_member (from GSS)
                 (indirect) external _gss_test_oid_set_member (for _gss_test_oid_set_member)
                 (undefined) external _gss_unseal (from GSS)
                 (indirect) external _gss_unseal (for _gss_unseal)
                 (undefined) external _gss_unwrap (from GSS)
                 (indirect) external _gss_unwrap (for _gss_unwrap)
00007ff812e1f091 (__TEXT,__text) external _gss_verify
                 (undefined) external _gss_verify_mic (from GSS)
                 (indirect) external _gss_verify_mic (for _gss_verify_mic)
                 (undefined) external _gss_wrap (from GSS)
                 (indirect) external _gss_wrap (for _gss_wrap)
                 (undefined) external _gss_wrap_size_limit (from GSS)
                 (indirect) external _gss_wrap_size_limit (for _gss_wrap_size_limit)
                 (undefined) external _heim_com_right_r (from libHeimdalProxy)
                 (undefined) external _heim_gss_import_name (from libHeimdalProxy)
                 (undefined) external _heim_gsskrb5_extract_authz_data_from_sec_context (from libHeimdalProxy)
                 (undefined) external _heim_krb5_appdefault_boolean (from libHeimdalProxy)
                 (undefined) external _heim_krb5_appdefault_string (from libHeimdalProxy)
                 (undefined) external _heim_krb5_auth_con_getlocalsubkey (from libHeimdalProxy)
                 (undefined) external _heim_krb5_auth_con_getremotesubkey (from libHeimdalProxy)
                 (undefined) external _heim_krb5_build_principal_va (from libHeimdalProxy)
                 (undefined) external _heim_krb5_build_principal_va_ext (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_cache_match (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_close (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_default (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_end_seq_get (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_config (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_full_name (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_kdc_offset (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_name (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_get_type (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_initialize (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_move (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_new_unique (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_next_cred (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_remove_cred (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_resolve (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_retrieve_cred (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_set_kdc_offset (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_store_cred (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cc_switch (from libHeimdalProxy)
                 (undefined) external _heim_krb5_cccol_last_change_time (from libHeimdalProxy)
                 (undefined) external _heim_krb5_config_get_string (from libHeimdalProxy)
                 (undefined) external _heim_krb5_copy_creds_contents (from libHeimdalProxy)
                 (undefined) external _heim_krb5_copy_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_crypto_destroy (from libHeimdalProxy)
                 (undefined) external _heim_krb5_crypto_getblocksize (from libHeimdalProxy)
                 (undefined) external _heim_krb5_crypto_getenctype (from libHeimdalProxy)
                 (undefined) external _heim_krb5_crypto_init (from libHeimdalProxy)
                 (undefined) external _heim_krb5_data_copy (from libHeimdalProxy)
                 (undefined) external _heim_krb5_data_free (from libHeimdalProxy)
                 (undefined) external _heim_krb5_data_zero (from libHeimdalProxy)
                 (undefined) external _heim_krb5_decrypt_ivec (from libHeimdalProxy)
                 (undefined) external _heim_krb5_encrypt_ivec (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_ap_rep_enc_part (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_context (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_cred_contents (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_creds (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_error (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_keyblock (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_keyblock_contents (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_salt (from libHeimdalProxy)
                 (undefined) external _heim_krb5_free_ticket (from libHeimdalProxy)
                 (undefined) external _heim_krb5_generate_random_keyblock (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_all_client_addrs (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_credentials (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_default_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_error_message (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_keytab (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_alloc (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_free (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_set_canonicalize (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_set_forwardable (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_set_proxiable (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_set_renew_life (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_opt_set_tkt_life (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_init_creds_password (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_kdc_cred (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_pw_salt (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_renewed_creds (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_validated_creds (from libHeimdalProxy)
                 (undefined) external _heim_krb5_get_wrapped_length (from libHeimdalProxy)
                 (undefined) external _heim_krb5_init_context (from libHeimdalProxy)
                 (undefined) external _heim_krb5_init_context_flags (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_add_entry (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_end_seq_get (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_free_entry (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_get_name (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_get_type (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_next_entry (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_remove_entry (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kt_start_seq_get (from libHeimdalProxy)
                 (undefined) external _heim_krb5_kuserok (from libHeimdalProxy)
                 (undefined) external _heim_krb5_make_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_mk_priv (from libHeimdalProxy)
                 (undefined) external _heim_krb5_mk_req (from libHeimdalProxy)
                 (undefined) external _heim_krb5_mk_req_extended (from libHeimdalProxy)
                 (undefined) external _heim_krb5_mk_safe (from libHeimdalProxy)
                 (undefined) external _heim_krb5_parse_name (from libHeimdalProxy)
                 (undefined) external _heim_krb5_parse_name_flags (from libHeimdalProxy)
                 (undefined) external _heim_krb5_principal_compare (from libHeimdalProxy)
                 (undefined) external _heim_krb5_principal_get_realm (from libHeimdalProxy)
                 (undefined) external _heim_krb5_prompter_posix (from libHeimdalProxy)
                 (undefined) external _heim_krb5_rd_priv (from libHeimdalProxy)
                 (undefined) external _heim_krb5_rd_req (from libHeimdalProxy)
                 (undefined) external _heim_krb5_rd_safe (from libHeimdalProxy)
                 (undefined) external _heim_krb5_realm_compare (from libHeimdalProxy)
                 (undefined) external _heim_krb5_recvauth (from libHeimdalProxy)
                 (undefined) external _heim_krb5_recvauth_match_version (from libHeimdalProxy)
                 (undefined) external _heim_krb5_sendauth (from libHeimdalProxy)
                 (undefined) external _heim_krb5_set_default_in_tkt_etypes (from libHeimdalProxy)
                 (undefined) external _heim_krb5_set_home_dir_access (from libHeimdalProxy)
                 (undefined) external _heim_krb5_set_password (from libHeimdalProxy)
                 (undefined) external _heim_krb5_set_password_using_ccache (from libHeimdalProxy)
                 (undefined) external _heim_krb5_set_real_time (from libHeimdalProxy)
                 (undefined) external _heim_krb5_sname_to_principal (from libHeimdalProxy)
                 (undefined) external _heim_krb5_string_to_deltat (from libHeimdalProxy)
                 (undefined) external _heim_krb5_string_to_key_data_salt (from libHeimdalProxy)
                 (undefined) external _heim_krb5_timeofday (from libHeimdalProxy)
                 (undefined) external _heim_krb5_unparse_name (from libHeimdalProxy)
                 (undefined) external _heim_krb5_us_timeofday (from libHeimdalProxy)
                 (undefined) external _heim_krb5_verify_init_creds (from libHeimdalProxy)
                 (undefined) external _heim_krb5_verify_init_creds_opt_init (from libHeimdalProxy)
                 (undefined) external _heim_krb5_verify_init_creds_opt_set_ap_req_nofail (from libHeimdalProxy)
                 (undefined) external _heim_krb5_xfree (from libHeimdalProxy)
                 (undefined) external _init_error_table (from Heimdal)
00007ff8438204a0 (__DATA,__bss) non-external _init_log.once
                 (undefined) external _initialize_asn1_error_table (from Heimdal)
                 (indirect) external _initialize_asn1_error_table (for _initialize_asn1_error_table)
                 (undefined) external _initialize_asn1_error_table_r (from Heimdal)
                 (undefined) external _initialize_error_table_r (from Heimdal)
                 (undefined) external _initialize_gk5_error_table_r (from Heimdal)
                 (undefined) external _initialize_heim_error_table_r (from Heimdal)
                 (undefined) external _initialize_hx_error_table_r (from Heimdal)
                 (undefined) external _initialize_k524_error_table (from Heimdal)
                 (indirect) external _initialize_k524_error_table (for _initialize_k524_error_table)
                 (undefined) external _initialize_k524_error_table_r (from Heimdal)
                 (undefined) external _initialize_krb5_error_table (from Heimdal)
                 (indirect) external _initialize_krb5_error_table (for _initialize_krb5_error_table)
                 (undefined) external _initialize_krb5_error_table_r (from Heimdal)
                 (undefined) external _initialize_krb_error_table_r (from Heimdal)
00007ff812e25015 (__TEXT,__text) external _initialize_prof_error_table
00007ff812e24ff8 (__TEXT,__text) non-external (was a private external) _initialize_prof_error_table_r
                 (undefined) external _initialize_wind_error_table_r (from Heimdal)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
00007ff812e28979 (__TEXT,__text) external _k_isinst
00007ff812e28981 (__TEXT,__text) external _k_isname
00007ff812e28971 (__TEXT,__text) external _k_isrealm
00007ff812e1f09c (__TEXT,__text) external _kim_ccache_compare
00007ff812e1f0a4 (__TEXT,__text) external _kim_ccache_copy
00007ff812e1f0ac (__TEXT,__text) external _kim_ccache_create_from_client_identity
00007ff812e1f0b4 (__TEXT,__text) external _kim_ccache_create_from_default
00007ff812e1f0bc (__TEXT,__text) external _kim_ccache_create_from_display_name
00007ff812e1f0c4 (__TEXT,__text) external _kim_ccache_create_from_keytab
00007ff812e1f0cc (__TEXT,__text) external _kim_ccache_create_from_krb5_ccache
00007ff812e1f0d4 (__TEXT,__text) external _kim_ccache_create_from_type_and_name
00007ff812e1f0dc (__TEXT,__text) external _kim_ccache_create_new
00007ff812e1f0e4 (__TEXT,__text) external _kim_ccache_create_new_if_needed
00007ff812e1f0ec (__TEXT,__text) external _kim_ccache_create_new_if_needed_with_password
00007ff812e1f0f4 (__TEXT,__text) external _kim_ccache_create_new_with_password
00007ff812e1f0fc (__TEXT,__text) external _kim_ccache_destroy
00007ff812e1f104 (__TEXT,__text) external _kim_ccache_free
00007ff812e1f10c (__TEXT,__text) external _kim_ccache_get_client_identity
00007ff812e1f114 (__TEXT,__text) external _kim_ccache_get_display_name
00007ff812e1f11c (__TEXT,__text) external _kim_ccache_get_expiration_time
00007ff812e1f124 (__TEXT,__text) external _kim_ccache_get_krb5_ccache
00007ff812e1f12c (__TEXT,__text) external _kim_ccache_get_name
00007ff812e1f134 (__TEXT,__text) external _kim_ccache_get_options
00007ff812e1f13c (__TEXT,__text) external _kim_ccache_get_renewal_expiration_time
00007ff812e1f144 (__TEXT,__text) external _kim_ccache_get_start_time
00007ff812e1f14c (__TEXT,__text) external _kim_ccache_get_state
00007ff812e1f154 (__TEXT,__text) external _kim_ccache_get_type
00007ff812e1f15c (__TEXT,__text) external _kim_ccache_get_valid_credential
00007ff812e1f164 (__TEXT,__text) external _kim_ccache_iterator_create
00007ff812e1f16c (__TEXT,__text) external _kim_ccache_iterator_free
00007ff812e1f174 (__TEXT,__text) external _kim_ccache_iterator_next
00007ff812e1f17c (__TEXT,__text) external _kim_ccache_renew
00007ff812e1f184 (__TEXT,__text) external _kim_ccache_set_default
00007ff812e1f18c (__TEXT,__text) external _kim_ccache_validate
00007ff812e1f194 (__TEXT,__text) external _kim_ccache_verify
00007ff812e1f19c (__TEXT,__text) external _kim_credential_copy
00007ff812e1f1a4 (__TEXT,__text) external _kim_credential_create_from_keytab
00007ff812e1f1ac (__TEXT,__text) external _kim_credential_create_from_krb5_creds
00007ff812e1f1b4 (__TEXT,__text) external _kim_credential_create_new
00007ff812e1f1bc (__TEXT,__text) external _kim_credential_create_new_with_password
00007ff812e1f1c4 (__TEXT,__text) external _kim_credential_free
00007ff812e1f1cc (__TEXT,__text) external _kim_credential_get_client_identity
00007ff812e1f1d4 (__TEXT,__text) external _kim_credential_get_expiration_time
00007ff812e1f1dc (__TEXT,__text) external _kim_credential_get_krb5_creds
00007ff812e1f1e4 (__TEXT,__text) external _kim_credential_get_options
00007ff812e1f1ec (__TEXT,__text) external _kim_credential_get_renewal_expiration_time
00007ff812e1f1f4 (__TEXT,__text) external _kim_credential_get_service_identity
00007ff812e1f1fc (__TEXT,__text) external _kim_credential_get_start_time
00007ff812e1f204 (__TEXT,__text) external _kim_credential_get_state
00007ff812e1f20c (__TEXT,__text) external _kim_credential_is_tgt
00007ff812e1f214 (__TEXT,__text) external _kim_credential_iterator_create
00007ff812e1f21c (__TEXT,__text) external _kim_credential_iterator_free
00007ff812e1f224 (__TEXT,__text) external _kim_credential_iterator_next
00007ff812e1f22c (__TEXT,__text) external _kim_credential_renew
00007ff812e1f234 (__TEXT,__text) external _kim_credential_store
00007ff812e1f23c (__TEXT,__text) external _kim_credential_validate
00007ff812e1f244 (__TEXT,__text) external _kim_credential_verify
00007ff812e1f24c (__TEXT,__text) external _kim_identity_change_password
00007ff812e1f254 (__TEXT,__text) external _kim_identity_compare
00007ff812e1f25c (__TEXT,__text) external _kim_identity_copy
00007ff812e1f264 (__TEXT,__text) external _kim_identity_create_from_components
00007ff812e1f26c (__TEXT,__text) external _kim_identity_create_from_krb5_principal
00007ff812e1f274 (__TEXT,__text) external _kim_identity_create_from_string
00007ff812e1f27c (__TEXT,__text) external _kim_identity_free
00007ff812e1f284 (__TEXT,__text) external _kim_identity_get_component_at_index
00007ff812e1f28c (__TEXT,__text) external _kim_identity_get_components_string
00007ff812e1f294 (__TEXT,__text) external _kim_identity_get_display_string
00007ff812e1f29c (__TEXT,__text) external _kim_identity_get_krb5_principal
00007ff812e1f2a4 (__TEXT,__text) external _kim_identity_get_number_of_components
00007ff812e1f2ac (__TEXT,__text) external _kim_identity_get_realm
00007ff812e1f2b4 (__TEXT,__text) external _kim_identity_get_string
00007ff812e1f2bc (__TEXT,__text) external _kim_library_set_allow_automatic_prompting
00007ff812e1f2c4 (__TEXT,__text) external _kim_library_set_allow_home_directory_access
00007ff812e1f2cc (__TEXT,__text) external _kim_library_set_application_name
00007ff812e22fd6 (__TEXT,__text) external _kim_library_set_ui_environment
00007ff812e1f2d4 (__TEXT,__text) external _kim_options_copy
00007ff812e1f2dc (__TEXT,__text) external _kim_options_create
00007ff812e1f2e4 (__TEXT,__text) external _kim_options_create_from_stream
00007ff812e1f2ec (__TEXT,__text) external _kim_options_free
00007ff812e1f2f4 (__TEXT,__text) external _kim_options_get_addressless
00007ff812e1f2fc (__TEXT,__text) external _kim_options_get_forwardable
00007ff812e1f304 (__TEXT,__text) external _kim_options_get_lifetime
00007ff812e1f30c (__TEXT,__text) external _kim_options_get_proxiable
00007ff812e1f314 (__TEXT,__text) external _kim_options_get_renewable
00007ff812e1f31c (__TEXT,__text) external _kim_options_get_renewal_lifetime
00007ff812e1f324 (__TEXT,__text) external _kim_options_get_service_name
00007ff812e1f32c (__TEXT,__text) external _kim_options_get_start_time
00007ff812e1f334 (__TEXT,__text) external _kim_options_set_addressless
00007ff812e1f33c (__TEXT,__text) external _kim_options_set_forwardable
00007ff812e1f344 (__TEXT,__text) external _kim_options_set_lifetime
00007ff812e1f34c (__TEXT,__text) external _kim_options_set_proxiable
00007ff812e1f354 (__TEXT,__text) external _kim_options_set_renewable
00007ff812e1f35c (__TEXT,__text) external _kim_options_set_renewal_lifetime
00007ff812e1f364 (__TEXT,__text) external _kim_options_set_service_name
00007ff812e1f36c (__TEXT,__text) external _kim_options_set_start_time
00007ff812e1f374 (__TEXT,__text) external _kim_options_write_to_stream
00007ff812e1f37c (__TEXT,__text) external _kim_preferences_add_favorite_identity
00007ff812e1f384 (__TEXT,__text) external _kim_preferences_copy
00007ff812e1f38c (__TEXT,__text) external _kim_preferences_create
00007ff812e1f394 (__TEXT,__text) external _kim_preferences_free
00007ff812e1f39c (__TEXT,__text) external _kim_preferences_get_client_identity
00007ff812e1f3a4 (__TEXT,__text) external _kim_preferences_get_favorite_identity_at_index
00007ff812e1f3ac (__TEXT,__text) external _kim_preferences_get_maximum_lifetime
00007ff812e1f3b4 (__TEXT,__text) external _kim_preferences_get_maximum_renewal_lifetime
00007ff812e1f3bc (__TEXT,__text) external _kim_preferences_get_minimum_lifetime
00007ff812e1f3c4 (__TEXT,__text) external _kim_preferences_get_minimum_renewal_lifetime
00007ff812e1f3cc (__TEXT,__text) external _kim_preferences_get_number_of_favorite_identities
00007ff812e1f3d4 (__TEXT,__text) external _kim_preferences_get_options
00007ff812e1f3dc (__TEXT,__text) external _kim_preferences_get_remember_client_identity
00007ff812e1f3e4 (__TEXT,__text) external _kim_preferences_get_remember_options
00007ff812e1f3ec (__TEXT,__text) external _kim_preferences_remove_all_favorite_identities
00007ff812e1f3f4 (__TEXT,__text) external _kim_preferences_remove_favorite_identity
00007ff812e1f3fc (__TEXT,__text) external _kim_preferences_set_client_identity
00007ff812e1f404 (__TEXT,__text) external _kim_preferences_set_maximum_lifetime
00007ff812e1f40c (__TEXT,__text) external _kim_preferences_set_maximum_renewal_lifetime
00007ff812e1f414 (__TEXT,__text) external _kim_preferences_set_minimum_lifetime
00007ff812e1f41c (__TEXT,__text) external _kim_preferences_set_minimum_renewal_lifetime
00007ff812e1f424 (__TEXT,__text) external _kim_preferences_set_options
00007ff812e1f42c (__TEXT,__text) external _kim_preferences_set_remember_client_identity
00007ff812e1f434 (__TEXT,__text) external _kim_preferences_set_remember_options
00007ff812e1f43c (__TEXT,__text) external _kim_preferences_synchronize
00007ff812e1f444 (__TEXT,__text) external _kim_selection_hints_copy
00007ff812e1f44c (__TEXT,__text) external _kim_selection_hints_create
00007ff812e1f454 (__TEXT,__text) external _kim_selection_hints_create_from_stream
00007ff812e1f45c (__TEXT,__text) external _kim_selection_hints_forget_identity
00007ff812e1f464 (__TEXT,__text) external _kim_selection_hints_free
00007ff812e1f46c (__TEXT,__text) external _kim_selection_hints_get_allow_user_interaction
00007ff812e1f474 (__TEXT,__text) external _kim_selection_hints_get_explanation
00007ff812e1f47c (__TEXT,__text) external _kim_selection_hints_get_hint
00007ff812e1f484 (__TEXT,__text) external _kim_selection_hints_get_identity
00007ff812e1f48c (__TEXT,__text) external _kim_selection_hints_get_options
00007ff812e1f494 (__TEXT,__text) external _kim_selection_hints_get_remember_identity
00007ff812e1f49c (__TEXT,__text) external _kim_selection_hints_remember_identity
00007ff812e1f4a4 (__TEXT,__text) external _kim_selection_hints_set_allow_user_interaction
00007ff812e1f4ac (__TEXT,__text) external _kim_selection_hints_set_explanation
00007ff812e1f4b4 (__TEXT,__text) external _kim_selection_hints_set_hint
00007ff812e1f4bc (__TEXT,__text) external _kim_selection_hints_set_options
00007ff812e1f4c4 (__TEXT,__text) external _kim_selection_hints_set_remember_identity
00007ff812e1f4cc (__TEXT,__text) external _kim_string_compare
00007ff812e1f4d4 (__TEXT,__text) external _kim_string_copy
00007ff812e1f4dc (__TEXT,__text) external _kim_string_create_for_last_error
00007ff812e1f4e4 (__TEXT,__text) external _kim_string_free
00007ff812e28989 (__TEXT,__text) external _kname_parse
00007ff812e28994 (__TEXT,__text) external _kname_unparse
00007ff812e1f4ec (__TEXT,__text) external _krb524_convert_creds_kdc
00007ff812e1f4f7 (__TEXT,__text) external _krb5_425_conv_principal
00007ff812e1f502 (__TEXT,__text) external _krb5_524_conv_principal
00007ff812e1f50d (__TEXT,__text) external _krb5_524_convert_creds
00007ff812e1f518 (__TEXT,__text) external _krb5_address_compare
00007ff812e1f520 (__TEXT,__text) external _krb5_address_order
00007ff812e1f528 (__TEXT,__text) external _krb5_address_search
00007ff812e1f530 (__TEXT,__text) external _krb5_aname_to_localname
00007ff812e230ca (__TEXT,__text) external _krb5_appdefault_boolean
00007ff812e23034 (__TEXT,__text) external _krb5_appdefault_string
                 (undefined) external _krb5_auth_con_free (from Heimdal)
                 (indirect) external _krb5_auth_con_free (for _krb5_auth_con_free)
                 (undefined) external _krb5_auth_con_genaddrs (from Heimdal)
                 (indirect) external _krb5_auth_con_genaddrs (for _krb5_auth_con_genaddrs)
00007ff812e1f538 (__TEXT,__text) external _krb5_auth_con_get_checksum_func
00007ff812e29629 (__TEXT,__text) external _krb5_auth_con_getaddrs
00007ff812e296e9 (__TEXT,__text) external _krb5_auth_con_getauthenticator
                 (undefined) external _krb5_auth_con_getflags (from Heimdal)
                 (indirect) external _krb5_auth_con_getflags (for _krb5_auth_con_getflags)
00007ff812e29681 (__TEXT,__text) external _krb5_auth_con_getkey
