00007ff8400b8df0 (__DATA,__data) external _NDR_record
00007ff800befd5b (__TEXT,__text) external _coalition_info_resource_usage
00007ff800befddf (__TEXT,__text) external _coalition_info_set_efficiency
00007ff800befdb3 (__TEXT,__text) external _coalition_info_set_name
00007ff800befe13 (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800be304c (__TEXT,__text) external _coalition_policy_get
00007ff800be3064 (__TEXT,__text) external _coalition_policy_set
00007ff800befd3a (__TEXT,__text) external _coalition_reap
00007ff800befd19 (__TEXT,__text) external _coalition_terminate
00007ff800be1a20 (__TEXT,__text) external _connect
00007ff800be1a38 (__TEXT,__text) external _connect$NOCANCEL
00007ff800be307c (__TEXT,__text) external _connectx
00007ff800be3094 (__TEXT,__text) external _csops
00007ff800be30ac (__TEXT,__text) external _csops_audittoken
00007ff800befee5 (__TEXT,__text) external _csr_check
00007ff800beff05 (__TEXT,__text) external _csr_get_active_config
00007ff800be1304 (__TEXT,__text) external _debug_control_port_for_pid
00007ff800bf00cc (__TEXT,__text) external _debug_syscall_reject
00007ff800beffd3 (__TEXT,__text) external _debug_syscall_reject_config
00007ff8400b8de8 (__DATA,__data) external _denap_boost_assertion_token
00007ff800be30c4 (__TEXT,__text) external _disconnectx
00007ff800be62f5 (__TEXT,__text) non-external _do_compat
00007ff800be30dc (__TEXT,__text) external _dup
00007ff800be30f4 (__TEXT,__text) external _dup2
00007ff840079a50 (__DATA_CONST,__const) non-external _err_codes_auth
00007ff8400798e0 (__DATA_CONST,__const) non-external _err_codes_env_mgr
00007ff840079c50 (__DATA_CONST,__const) non-external _err_codes_exception
00007ff840079920 (__DATA_CONST,__const) non-external _err_codes_execd
00007ff840079a20 (__DATA_CONST,__const) non-external _err_codes_io
00007ff8400794c0 (__DATA_CONST,__const) non-external _err_codes_kern
00007ff840079c20 (__DATA_CONST,__const) non-external _err_codes_loader
00007ff84007a030 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00007ff840079fa0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
00007ff840079ee0 (__DATA_CONST,__const) non-external _err_codes_mach_send
00007ff840079bf0 (__DATA_CONST,__const) non-external _err_codes_machobj
00007ff840079ea0 (__DATA_CONST,__const) non-external _err_codes_mig
00007ff840079940 (__DATA_CONST,__const) non-external _err_codes_netmemory
00007ff8400798c0 (__DATA_CONST,__const) non-external _err_codes_netname
00007ff840079990 (__DATA_CONST,__const) non-external _err_codes_ns
00007ff840079e50 (__DATA_CONST,__const) non-external _err_codes_rcv
00007ff840079df0 (__DATA_CONST,__const) non-external _err_codes_send
00007ff840079b60 (__DATA_CONST,__const) non-external _err_codes_sunrpc
00007ff840079960 (__DATA_CONST,__const) non-external _err_codes_task_master
00007ff840079958 (__DATA_CONST,__const) non-external _err_codes_ufs
00007ff840079690 (__DATA_CONST,__const) non-external _err_codes_unix
00007ff840079aa0 (__DATA_CONST,__const) non-external _err_codes_us
00007ff840079c90 (__DATA_CONST,__const) non-external _err_codes_ux_signal
00007ff84007a080 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
00007ff840079d80 (__DATA_CONST,__const) non-external _err_codes_xkernel
00007ff840079370 (__DATA_CONST,__const) non-external _err_ipc_sub
00007ff8400793f0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
00007ff840079050 (__DATA_CONST,__const) non-external _err_os_sub
00007ff8400790f0 (__DATA_CONST,__const) non-external _err_server_sub
00007ff800c0b8e0 (__TEXT,__const) non-external _err_us_sub
00007ff840079470 (__DATA_CONST,__const) non-external _err_vm_sub
00007ff8400b8ec0 (__DATA,__common) external _errno
00007ff800c07d21 (__TEXT,__text) external _etap_trace_thread
00007ff800bf52e8 (__TEXT,__text) external _exc_server
00007ff800bf4fc1 (__TEXT,__text) external _exc_server_routine
00007ff800bf49c0 (__TEXT,__text) external _exception_raise
00007ff800bf4b0a (__TEXT,__text) external _exception_raise_state
00007ff800bf4d5d (__TEXT,__text) external _exception_raise_state_identity
00007ff800be310c (__TEXT,__text) external _exchangedata
00007ff800be6850 (__TEXT,__text) external _exclaves_audio_buffer_copyout
00007ff800be6879 (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
00007ff800be6828 (__TEXT,__text) external _exclaves_audio_buffer_create
00007ff800be67ff (__TEXT,__text) external _exclaves_boot
00007ff800be65eb (__TEXT,__text) external _exclaves_endpoint_call
00007ff800be66d5 (__TEXT,__text) external _exclaves_inbound_buffer_copyin
00007ff800be66a7 (__TEXT,__text) external _exclaves_inbound_buffer_create
00007ff800be694f (__TEXT,__text) external _exclaves_indicator_min_on_time
00007ff800be6710 (__TEXT,__text) external _exclaves_launch_conclave
00007ff800be6743 (__TEXT,__text) external _exclaves_lookup_service
00007ff800be6704 (__TEXT,__text) external _exclaves_named_buffer_copyin
00007ff800be670a (__TEXT,__text) external _exclaves_named_buffer_copyout
00007ff800be66fe (__TEXT,__text) external _exclaves_named_buffer_create
00007ff800be69dc (__TEXT,__text) external _exclaves_notification_create
00007ff800be667e (__TEXT,__text) external _exclaves_outbound_buffer_copyout
00007ff800be6650 (__TEXT,__text) external _exclaves_outbound_buffer_create
00007ff800be68a3 (__TEXT,__text) external _exclaves_sensor_create
00007ff800be68ce (__TEXT,__text) external _exclaves_sensor_start
00007ff800be6924 (__TEXT,__text) external _exclaves_sensor_status
00007ff800be68f9 (__TEXT,__text) external _exclaves_sensor_stop
00007ff800bec59e (__TEXT,__text) external _execve
00007ff800be3124 (__TEXT,__text) external _faccessat
00007ff800be313c (__TEXT,__text) external _fchdir
00007ff800be3154 (__TEXT,__text) external _fchflags
00007ff800bea92e (__TEXT,__text) external _fchmod
00007ff800be316c (__TEXT,__text) external _fchmodat
00007ff800be3184 (__TEXT,__text) external _fchown
00007ff800be319c (__TEXT,__text) external _fchownat
00007ff800be31b4 (__TEXT,__text) external _fclonefileat
00007ff800becb99 (__TEXT,__text) external _fcntl
00007ff800bec7ff (__TEXT,__text) external _fcntl$NOCANCEL
00007ff800be31cc (__TEXT,__text) external _fdatasync
00007ff800be31e4 (__TEXT,__text) external _ffsctl
00007ff800be31fc (__TEXT,__text) external _fgetattrlist
00007ff800be3214 (__TEXT,__text) external _fgetxattr
00007ff800be322c (__TEXT,__text) external _fhopen
00007ff800be3244 (__TEXT,__text) external _fileport_makefd
00007ff800be325c (__TEXT,__text) external _fileport_makeport
00007ff800be3274 (__TEXT,__text) external _flistxattr
00007ff800be328c (__TEXT,__text) external _flock
00007ff800be32a4 (__TEXT,__text) external _fmount
00007ff800be32bc (__TEXT,__text) external _fpathconf
00007ff800be60d1 (__TEXT,__text) non-external _fprintf_stderr
00007ff800be32d4 (__TEXT,__text) external _freadlink
00007ff800be32ec (__TEXT,__text) external _fremovexattr
00007ff800beff17 (__TEXT,__text) external _fs_snapshot_create
00007ff800beff61 (__TEXT,__text) external _fs_snapshot_delete
00007ff800beff2e (__TEXT,__text) external _fs_snapshot_list
00007ff800beffbe (__TEXT,__text) external _fs_snapshot_mount
00007ff800beff78 (__TEXT,__text) external _fs_snapshot_rename
00007ff800beff90 (__TEXT,__text) external _fs_snapshot_revert
00007ff800beffa7 (__TEXT,__text) external _fs_snapshot_root
00007ff800be3304 (__TEXT,__text) external _fsctl
00007ff800be331c (__TEXT,__text) external _fsetattrlist
00007ff800be3334 (__TEXT,__text) external _fsetxattr
00007ff800be334c (__TEXT,__text) external _fsgetpath
00007ff800be3364 (__TEXT,__text) external _fsgetpath_ext
00007ff800be337c (__TEXT,__text) external _fstat
00007ff800be337c (__TEXT,__text) external _fstat64
00007ff800be3394 (__TEXT,__text) external _fstatat
00007ff800be3394 (__TEXT,__text) external _fstatat64
00007ff800be33ac (__TEXT,__text) external _fstatfs
00007ff800be33ac (__TEXT,__text) external _fstatfs64
00007ff800bea556 (__TEXT,__text) external _fstatfs_ext
00007ff800be33c4 (__TEXT,__text) external _fsync
00007ff800be1c08 (__TEXT,__text) external _fsync$NOCANCEL
00007ff800be33dc (__TEXT,__text) external _ftruncate
00007ff800be9f17 (__TEXT,__text) external _futimens
00007ff800be33f4 (__TEXT,__text) external _futimes
00007ff8400b8df8 (__DATA,__crash_info) non-external _gCRAnnotations
00007ff800be1c20 (__TEXT,__text) external _getattrlist
00007ff800be340c (__TEXT,__text) external _getattrlistat
00007ff800be3424 (__TEXT,__text) external _getattrlistbulk
00007ff800bf3f62 (__TEXT,__text) external _getaudit
00007ff800be343c (__TEXT,__text) external _getaudit_addr
00007ff800be3454 (__TEXT,__text) external _getauid
00007ff800be346c (__TEXT,__text) external _getdirentries
00007ff800be3484 (__TEXT,__text) external _getdirentriesattr
00007ff800be349c (__TEXT,__text) external _getdtablesize
00007ff800be34b4 (__TEXT,__text) external _getegid
00007ff800be34cc (__TEXT,__text) external _getentropy
00007ff800be34e4 (__TEXT,__text) external _geteuid
00007ff800be34fc (__TEXT,__text) external _getfh
00007ff800be3514 (__TEXT,__text) external _getfsstat
00007ff800be3514 (__TEXT,__text) external _getfsstat64
00007ff800be352c (__TEXT,__text) external _getgid
00007ff800be3544 (__TEXT,__text) external _getgroups
00007ff800be9b1f (__TEXT,__text) external _gethostuuid
00007ff800be7d0c (__TEXT,__text) external _getiopolicy_np
00007ff800be355c (__TEXT,__text) external _getitimer
00007ff800be1c80 (__TEXT,__text) external _getpeername
00007ff800be3574 (__TEXT,__text) external _getpgid
00007ff800be358c (__TEXT,__text) external _getpgrp
00007ff800be1c98 (__TEXT,__text) external _getpid
00007ff800be35a4 (__TEXT,__text) external _getppid
00007ff800be35bc (__TEXT,__text) external _getpriority
00007ff800becda4 (__TEXT,__text) external _getrlimit
00007ff800be35d4 (__TEXT,__text) external _getrusage
00007ff800be1ce4 (__TEXT,__text) external _getsgroups_np
00007ff800be35ec (__TEXT,__text) external _getsid
00007ff800be1cfc (__TEXT,__text) external _getsockname
00007ff800be3604 (__TEXT,__text) external _getsockopt
00007ff800be361c (__TEXT,__text) external _getuid
00007ff800be1d6c (__TEXT,__text) external _getwgroups_np
00007ff800be3634 (__TEXT,__text) external _getxattr
00007ff800be364c (__TEXT,__text) external _grab_pgo_data
00007ff800be3664 (__TEXT,__text) external _graftdmg
00007ff800be367c (__TEXT,__text) external _guarded_close_np
00007ff800be3694 (__TEXT,__text) external _guarded_kqueue_np
00007ff800be6191 (__TEXT,__text) external _guarded_open_dprotected_np
00007ff800bf4296 (__TEXT,__text) external _guarded_open_np
00007ff800be36ac (__TEXT,__text) external _guarded_pwrite_np
00007ff800be36c4 (__TEXT,__text) external _guarded_write_np
00007ff800be36dc (__TEXT,__text) external _guarded_writev_np
00007ff800c0f0f0 (__TEXT,__cstring) non-external _hex
00007ff800be624b (__TEXT,__text) external _host_check_multiuser_mode
00007ff800be6251 (__TEXT,__text) external _host_create_mach_voucher
00007ff800be1274 (__TEXT,__text) external _host_create_mach_voucher_trap
00007ff800bf57d2 (__TEXT,__text) external _host_default_memory_manager
00007ff800bf6f03 (__TEXT,__text) external _host_get_UNDServer
00007ff800be6234 (__TEXT,__text) external _host_get_atm_diagnostic_flag
00007ff800bf5356 (__TEXT,__text) external _host_get_boot_info
00007ff800bf5d9c (__TEXT,__text) external _host_get_clock_control
00007ff800bf7cb4 (__TEXT,__text) external _host_get_clock_service
00007ff800bf6579 (__TEXT,__text) external _host_get_exception_ports
00007ff800bf7b92 (__TEXT,__text) external _host_get_io_main
00007ff800be629d (__TEXT,__text) external _host_get_io_master
00007ff800be6245 (__TEXT,__text) external _host_get_multiuser_config_flags
00007ff800bf6248 (__TEXT,__text) external _host_get_special_port
00007ff800bf7457 (__TEXT,__text) external _host_info
00007ff800bf763d (__TEXT,__text) external _host_kernel_version
00007ff800bf8705 (__TEXT,__text) external _host_lockgroup_info
00007ff800be6507 (__TEXT,__text) external _host_page_size
00007ff800bf55ec (__TEXT,__text) external _host_priv_statistics
00007ff800bf7a42 (__TEXT,__text) external _host_processor_info
00007ff800bf6cdb (__TEXT,__text) external _host_processor_set_priv
00007ff800bf6b99 (__TEXT,__text) external _host_processor_sets
00007ff800bf5c5a (__TEXT,__text) external _host_processors
00007ff800bf54fe (__TEXT,__text) external _host_reboot
00007ff800bf8e54 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00007ff800bf8fb8 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00007ff800bf8607 (__TEXT,__text) external _host_request_notification
00007ff800bf71c9 (__TEXT,__text) external _host_security_create_task_token
00007ff800bf7344 (__TEXT,__text) external _host_security_set_task_token
00007ff800be7b09 (__TEXT,__text) external _host_self
00007ff800be1124 (__TEXT,__text) external _host_self_trap
00007ff800bf6e07 (__TEXT,__text) external _host_set_UNDServer
00007ff800bf9100 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00007ff800bf6473 (__TEXT,__text) external _host_set_exception_ports
00007ff800bf93cd (__TEXT,__text) external _host_set_multiuser_config_flags
00007ff800bf6375 (__TEXT,__text) external _host_set_special_port
00007ff800bf8421 (__TEXT,__text) external _host_statistics
00007ff800bf8852 (__TEXT,__text) external _host_statistics64
00007ff800bf67f8 (__TEXT,__text) external _host_swap_exception_ports
00007ff800bf7f27 (__TEXT,__text) external _host_virtual_physical_table_info
00007ff800be42dc (__TEXT,__text) external _i386_get_ldt
00007ff800be42f0 (__TEXT,__text) external _i386_set_ldt
00007ff8400b8dd0 (__DATA,__data) external _important_boost_assertion_token
00007ff84007aac0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
00007ff800be603c (__TEXT,__text) non-external _internal_catch_exception_raise
00007ff8400b8dc0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00007ff800be5fa7 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00007ff8400b8db8 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00007ff800be5f12 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00007ff8400b8db0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00007ff800bece14 (__TEXT,__text) external _ioctl
00007ff800be36f4 (__TEXT,__text) external _issetugid
00007ff8400b8e58 (__DATA,__bss) non-external _kAccountingThreshold
00007ff800be370c (__TEXT,__text) external _kas_info
00007ff800bf0185 (__TEXT,__text) external _kdebug_is_enabled
00007ff800bf031f (__TEXT,__text) external _kdebug_signpost
00007ff800bf03c2 (__TEXT,__text) external _kdebug_signpost_end
00007ff800bf0327 (__TEXT,__text) non-external _kdebug_signpost_internal
00007ff800bf03b6 (__TEXT,__text) external _kdebug_signpost_start
00007ff800bf01e2 (__TEXT,__text) external _kdebug_timestamp
00007ff800bf021d (__TEXT,__text) external _kdebug_timestamp_from_absolute
00007ff800bf0237 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00007ff800bf0251 (__TEXT,__text) external _kdebug_trace
00007ff800bf02aa (__TEXT,__text) external _kdebug_trace_string
00007ff800bf011e (__TEXT,__text) external _kdebug_typefilter
00007ff8400b8e80 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
00007ff800bf01cf (__TEXT,__text) external _kdebug_using_continuous_time
00007ff800be3724 (__TEXT,__text) external _kevent
00007ff800be373c (__TEXT,__text) external _kevent64
00007ff800be3754 (__TEXT,__text) external _kevent_id
00007ff800be376c (__TEXT,__text) external _kevent_qos
00007ff800bf7025 (__TEXT,__text) external _kext_request
00007ff800befcfb (__TEXT,__text) external _kill
00007ff800bf60e5 (__TEXT,__text) external _kmod_control
00007ff800bf5ecd (__TEXT,__text) external _kmod_create
00007ff800bf5ff7 (__TEXT,__text) external _kmod_destroy
00007ff800bf7de5 (__TEXT,__text) external _kmod_get_info
00007ff800bf4026 (__TEXT,__text) external _kpersona_alloc
00007ff800bf4082 (__TEXT,__text) external _kpersona_dealloc
00007ff800bf4171 (__TEXT,__text) external _kpersona_find
00007ff800bf420d (__TEXT,__text) external _kpersona_find_by_type
00007ff800bf40b2 (__TEXT,__text) external _kpersona_get
00007ff800bf40df (__TEXT,__text) external _kpersona_getpath
00007ff800bf410f (__TEXT,__text) external _kpersona_info
00007ff800bf4054 (__TEXT,__text) external _kpersona_palloc
00007ff800bf4140 (__TEXT,__text) external _kpersona_pidinfo
00007ff800be3784 (__TEXT,__text) external _kqueue
00007ff800be1ea4 (__TEXT,__text) external _lchown
00007ff800be379c (__TEXT,__text) external _ledger
00007ff800be37b4 (__TEXT,__text) external _link
00007ff800be37cc (__TEXT,__text) external _linkat
00007ff800be37e4 (__TEXT,__text) external _lio_listio
00007ff800be1ebc (__TEXT,__text) external _listen
00007ff800be37fc (__TEXT,__text) external _listxattr
00007ff800c02638 (__TEXT,__text) external _lock_set_create
00007ff800c02765 (__TEXT,__text) external _lock_set_destroy
00007ff800bea929 (__TEXT,__text) external _log_data_as_kernel
00007ff800be1eec (__TEXT,__text) external _lseek
00007ff800be3814 (__TEXT,__text) external _lstat
00007ff800be3814 (__TEXT,__text) external _lstat64
00007ff800be1000 (__TEXT,__text) external _mach_absolute_time
00007ff800be9b07 (__TEXT,__text) external _mach_approximate_time
00007ff800be9b8f (__TEXT,__text) external _mach_boottime_usec
00007ff800be5e9f (__TEXT,__text) external _mach_continuous_approximate_time
00007ff800be5e7a (__TEXT,__text) external _mach_continuous_time
00007ff800be647a (__TEXT,__text) external _mach_error
00007ff8400b8e98 (__DATA,__common) external _mach_error_full_diag
00007ff800be6463 (__TEXT,__text) external _mach_error_string
00007ff800be636c (__TEXT,__text) non-external _mach_error_string_int
00007ff800be62a2 (__TEXT,__text) external _mach_error_type
00007ff800c0aa34 (__TEXT,__text) external _mach_eventlink_associate
00007ff800c0a7fc (__TEXT,__text) external _mach_eventlink_create
00007ff800c0a950 (__TEXT,__text) external _mach_eventlink_destroy
00007ff800c0ab45 (__TEXT,__text) external _mach_eventlink_disassociate
00007ff800be9ea0 (__TEXT,__text) external _mach_eventlink_signal
00007ff800be9ee3 (__TEXT,__text) external _mach_eventlink_signal_wait_until
00007ff800be9eaf (__TEXT,__text) external _mach_eventlink_wait_until
00007ff800be11c0 (__TEXT,__text) external _mach_generate_activity_id
00007ff800beca0c (__TEXT,__text) external _mach_get_times
00007ff800be7ee5 (__TEXT,__text) external _mach_host_self
00007ff800be4a90 (__TEXT,__text) external _mach_host_special_port_description
00007ff840078eb0 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00007ff800be4ad2 (__TEXT,__text) external _mach_host_special_port_for_id
00007ff8400b8c30 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00007ff800be6514 (__TEXT,__text) external _mach_init
00007ff8400b8e48 (__DATA,__bss) non-external _mach_init.mach_init_inited
00007ff800be6531 (__TEXT,__text) non-external _mach_init_doit
00007ff800bfe315 (__TEXT,__text) external _mach_make_memory_entry
00007ff800c09e0a (__TEXT,__text) external _mach_make_memory_entry_64
00007ff800c0a5ad (__TEXT,__text) external _mach_memory_entry_access_tracking
00007ff800c0a6fa (__TEXT,__text) external _mach_memory_entry_ownership
00007ff800c0a47d (__TEXT,__text) external _mach_memory_entry_purgable_control
00007ff800bf91ee (__TEXT,__text) external _mach_memory_info
00007ff800bf78f6 (__TEXT,__text) external _mach_memory_object_memory_entry
00007ff800bf82d5 (__TEXT,__text) external _mach_memory_object_memory_entry_64
00007ff800be6bbd (__TEXT,__text) external _mach_msg
00007ff800be6a9d (__TEXT,__text) external _mach_msg2_internal
00007ff800be11f0 (__TEXT,__text) external _mach_msg2_trap
00007ff800be6ebf (__TEXT,__text) external _mach_msg_destroy
00007ff800be6ffc (__TEXT,__text) non-external _mach_msg_destroy_port
00007ff800be6bd6 (__TEXT,__text) external _mach_msg_overwrite
00007ff800be113c (__TEXT,__text) external _mach_msg_overwrite_trap
00007ff800be76cf (__TEXT,__text) external _mach_msg_priority_encode
00007ff800be76c5 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00007ff800be7709 (__TEXT,__text) external _mach_msg_priority_overide_qos
00007ff800be7718 (__TEXT,__text) external _mach_msg_priority_qos
00007ff800be7727 (__TEXT,__text) external _mach_msg_priority_relpri
00007ff800be6e97 (__TEXT,__text) external _mach_msg_receive
00007ff800be6e70 (__TEXT,__text) external _mach_msg_send
00007ff800be7377 (__TEXT,__text) external _mach_msg_server
00007ff800be7333 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
00007ff800be76b3 (__TEXT,__text) external _mach_msg_server_importance
00007ff800be70c0 (__TEXT,__text) external _mach_msg_server_once
00007ff800be1130 (__TEXT,__text) external _mach_msg_trap
00007ff800bff391 (__TEXT,__text) external _mach_notify_dead_name
00007ff800bff2e5 (__TEXT,__text) external _mach_notify_no_senders
00007ff800bff224 (__TEXT,__text) external _mach_notify_port_deleted
00007ff800bff285 (__TEXT,__text) external _mach_notify_port_destroyed
00007ff800bff346 (__TEXT,__text) external _mach_notify_send_once
00007ff800bf32d5 (__TEXT,__text) external _mach_port_allocate
00007ff800bf3501 (__TEXT,__text) external _mach_port_allocate_full
00007ff800bf32d0 (__TEXT,__text) external _mach_port_allocate_name
00007ff800bf34fc (__TEXT,__text) external _mach_port_allocate_qos
00007ff800bf3919 (__TEXT,__text) external _mach_port_assert_attributes
00007ff800bf37f6 (__TEXT,__text) external _mach_port_construct
00007ff800bf331c (__TEXT,__text) external _mach_port_deallocate
00007ff800bf3317 (__TEXT,__text) external _mach_port_destroy
00007ff800bf3594 (__TEXT,__text) external _mach_port_destruct
00007ff800bf3703 (__TEXT,__text) external _mach_port_dnrequest_info
00007ff800bf377c (__TEXT,__text) external _mach_port_extract_member
00007ff800bf348c (__TEXT,__text) external _mach_port_extract_right
00007ff800bf3496 (__TEXT,__text) external _mach_port_get_attributes
00007ff800bf37bc (__TEXT,__text) external _mach_port_get_context
00007ff800bf3347 (__TEXT,__text) external _mach_port_get_refs
00007ff800bf3914 (__TEXT,__text) external _mach_port_get_service_port_info
00007ff800bf3399 (__TEXT,__text) external _mach_port_get_set_status
00007ff800bf350b (__TEXT,__text) external _mach_port_get_srights
00007ff800bf383b (__TEXT,__text) external _mach_port_guard
00007ff800bf3905 (__TEXT,__text) external _mach_port_guard_with_flags
00007ff800bf373c (__TEXT,__text) external _mach_port_insert_member
00007ff800bf3449 (__TEXT,__text) external _mach_port_insert_right
00007ff800bf390f (__TEXT,__text) external _mach_port_is_connection_for_service
00007ff800bf3708 (__TEXT,__text) external _mach_port_kernel_object
00007ff800bf37ec (__TEXT,__text) external _mach_port_kobject
00007ff800bf37f1 (__TEXT,__text) external _mach_port_kobject_description
00007ff800bf334c (__TEXT,__text) external _mach_port_mod_refs
00007ff800bf339e (__TEXT,__text) external _mach_port_move_member
00007ff800bf3284 (__TEXT,__text) external _mach_port_names
00007ff800bf338f (__TEXT,__text) external _mach_port_peek
00007ff800bf32cb (__TEXT,__text) external _mach_port_rename
00007ff800bf33de (__TEXT,__text) external _mach_port_request_notification
00007ff800bf34f7 (__TEXT,__text) external _mach_port_set_attributes
00007ff800bf37e7 (__TEXT,__text) external _mach_port_set_context
00007ff800bf3394 (__TEXT,__text) external _mach_port_set_mscount
00007ff800bf3491 (__TEXT,__text) external _mach_port_set_seqno
00007ff800bf3515 (__TEXT,__text) external _mach_port_space_basic_info
00007ff800bf3510 (__TEXT,__text) external _mach_port_space_info
00007ff800bf390a (__TEXT,__text) external _mach_port_swap_guard
00007ff800bf3289 (__TEXT,__text) external _mach_port_type
00007ff800bf387e (__TEXT,__text) external _mach_port_unguard
00007ff800be9c3d (__TEXT,__text) external _mach_ports_lookup
00007ff800be9bd9 (__TEXT,__text) external _mach_ports_register
00007ff800be1100 (__TEXT,__text) external _mach_reply_port
00007ff800be7f5f (__TEXT,__text) external _mach_right_recv_construct
00007ff800be800c (__TEXT,__text) external _mach_right_recv_destruct
00007ff800be806d (__TEXT,__text) external _mach_right_send_create
00007ff800be81c2 (__TEXT,__text) external _mach_right_send_once_consume
00007ff800be8174 (__TEXT,__text) external _mach_right_send_once_create
00007ff800be80fb (__TEXT,__text) external _mach_right_send_release
00007ff800be80af (__TEXT,__text) external _mach_right_send_retain
00007ff800bf361c (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff800bf36ad (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff800be9b9d (__TEXT,__text) external _mach_task_is_self
00007ff800be7eea (__TEXT,__text) external _mach_task_self
00007ff8400b9528 (__DATA,__common) external _mach_task_self_
00007ff800be4aa6 (__TEXT,__text) external _mach_task_special_port_description
00007ff840078fd0 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff800be4b6c (__TEXT,__text) external _mach_task_special_port_for_id
00007ff8400b8d30 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff800be7eef (__TEXT,__text) external _mach_thread_self
00007ff800be4abc (__TEXT,__text) external _mach_thread_special_port_description
00007ff840079030 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff800be4b7d (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400b8d90 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff800bf00d3 (__TEXT,__text) external _mach_timebase_info
00007ff8400b8e78 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff800be12b0 (__TEXT,__text) external _mach_timebase_info_trap
00007ff800bf391e (__TEXT,__text) external _mach_vm_allocate
00007ff800bfd88f (__TEXT,__text) external _mach_vm_behavior_set
00007ff800bfd590 (__TEXT,__text) external _mach_vm_copy
00007ff800bf39a5 (__TEXT,__text) external _mach_vm_deallocate
00007ff800bfea7d (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
00007ff800bfebb5 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
00007ff800bfeef3 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
00007ff800bfeca3 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
00007ff800bfd0e1 (__TEXT,__text) external _mach_vm_inherit
00007ff800bfdaf7 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff800bf3aa5 (__TEXT,__text) external _mach_vm_map
00007ff800bfd7a4 (__TEXT,__text) external _mach_vm_msync
00007ff800bfe5a7 (__TEXT,__text) external _mach_vm_page_info
00007ff800bfdd98 (__TEXT,__text) external _mach_vm_page_query
00007ff800bfe7ac (__TEXT,__text) external _mach_vm_page_range_query
00007ff800bf3a12 (__TEXT,__text) external _mach_vm_protect
00007ff800bf3f13 (__TEXT,__text) external _mach_vm_purgable_control
00007ff800bfed8e (__TEXT,__text) external _mach_vm_range_create
00007ff800bf3cc7 (__TEXT,__text) external _mach_vm_read
00007ff800bfd312 (__TEXT,__text) external _mach_vm_read_list
00007ff800bfd67b (__TEXT,__text) external _mach_vm_read_overwrite
00007ff800be86df (__TEXT,__text) external _mach_vm_reclaim_is_reusable
00007ff800be8679 (__TEXT,__text) external _mach_vm_reclaim_query_state
00007ff800be8243 (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
00007ff800be86e8 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
00007ff800be8706 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
00007ff800be82d0 (__TEXT,__text) external _mach_vm_reclaim_ring_resize
00007ff800be8311 (__TEXT,__text) external _mach_vm_reclaim_round_capacity
00007ff800be84d9 (__TEXT,__text) external _mach_vm_reclaim_try_cancel
00007ff800be8351 (__TEXT,__text) external _mach_vm_reclaim_try_enter
00007ff800be86cf (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800bfe104 (__TEXT,__text) external _mach_vm_region
00007ff800bfdee0 (__TEXT,__text) external _mach_vm_region_recurse
00007ff800bf3b99 (__TEXT,__text) external _mach_vm_remap
