00007ff80d40e980 (__TEXT,__const) non-external _A1_Table
00007ff80cdb8510 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007ff80cefecf0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007ff80d0896c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007ff80d1f8ea0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007ff80d37d290 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_3
00007ff80cdb8830 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007ff80ceff060 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007ff80d0899e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007ff80d1f91c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007ff80d37d630 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_180Degree_block_invoke_4
00007ff80cdb8b50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007ff80ceff3d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007ff80d089d00 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007ff80d1f94e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007ff80d37d9d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke
00007ff80cdb99d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007ff80cefff70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007ff80d089dc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007ff80d1fa1f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007ff80d37e6e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_2
00007ff80cdb9a90 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007ff80cf00030 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007ff80d089e80 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007ff80d1fa2b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007ff80d37e7a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_3
00007ff80cdb9b40 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007ff80cf000e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007ff80d089f30 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007ff80d1fa360 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007ff80d37e850 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_270Degree_block_invoke_4
00007ff80cdb6c00 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007ff80cefd4f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007ff80d088c40 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007ff80d1f7710 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007ff80d37bb90 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke
00007ff80cdb7b20 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007ff80cefe4a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007ff80d088cd0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007ff80d1f84b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007ff80d37c9c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_2
00007ff80cdb7bc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007ff80cefe540 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007ff80d088d70 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007ff80d1f8550 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007ff80d37ca60 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_3
00007ff80cdb7c50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007ff80cefe5d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007ff80d088e00 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007ff80d1f85e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007ff80d37caf0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt16_90Degree_block_invoke_4
00007ff80cdb33b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007ff80cef9520 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007ff80d087440 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007ff80d1f3ef0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007ff80d378140 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke
00007ff80cdb3490 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007ff80cef9600 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007ff80d087520 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007ff80d1f3fd0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007ff80d378220 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_2
00007ff80cdb3540 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007ff80cef96b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007ff80d0875d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007ff80d1f4080 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007ff80d3782d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_3
00007ff80cdb3610 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007ff80cef9780 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007ff80d0876a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007ff80d1f4150 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007ff80d3783a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_0Degree_block_invoke_4
00007ff80cdb49d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007ff80cefade0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007ff80d0879c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007ff80d1f54f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007ff80d379730 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke
00007ff80cdb4cd0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007ff80cefb220 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007ff80d087cc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007ff80d1f57f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007ff80d379ac0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_2
00007ff80cdb4fd0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007ff80cefb660 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007ff80d087fc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007ff80d1f5af0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007ff80d379e50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_3
00007ff80cdb5310 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007ff80cefbad0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007ff80d088300 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007ff80d1f5e30 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007ff80d37a220 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_180Degree_block_invoke_4
00007ff80cdb5650 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007ff80cefbf40 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007ff80d088640 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007ff80d1f6170 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007ff80d37a5f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke
00007ff80cdb66b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007ff80cefcfa0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007ff80d0886f0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007ff80d1f71c0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007ff80d37b640 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_2
00007ff80cdb6770 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007ff80cefd060 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007ff80d0887b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007ff80d1f7280 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007ff80d37b700 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_3
00007ff80cdb6820 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007ff80cefd110 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007ff80d088860 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007ff80d1f7330 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007ff80d37b7b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_270Degree_block_invoke_4
00007ff80cdb36e0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007ff80cef9850 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007ff80d087770 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007ff80d1f4220 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007ff80d378470 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke
00007ff80cdb4810 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007ff80cefac20 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007ff80d087800 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007ff80d1f5330 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007ff80d379570 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_2
00007ff80cdb48b0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007ff80cefacc0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007ff80d0878a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007ff80d1f53d0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007ff80d379610 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_3
00007ff80cdb4940 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007ff80cefad50 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007ff80d087930 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007ff80d1f5460 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007ff80d3796a0 (__TEXT,__text) non-external ___vRotate_90_Planar_UInt8_90Degree_block_invoke_4
00007ff80c9c2bd0 (__TEXT,__text) non-external ___vSelectChannels_ARGB8888_block_invoke
00007ff80c984c60 (__TEXT,__text) non-external ___vSelectChannels_ARGBFFFF_AVX_block_invoke
00007ff80c9c3750 (__TEXT,__text) non-external ___vSelectChannels_ARGBFFFF_block_invoke
00007ff80d411930 (__TEXT,__const) non-external (was a private external) __kvImageConstDecodeArray0
00007ff80d411900 (__TEXT,__const) non-external (was a private external) __kvImageDecodeArray_16Q12Format
00007ff843bc8338 (__DATA,__bss) non-external __kvImageTempBuffer_Legacy
00007ff80d411704 (__TEXT,__const) non-external (was a private external) __kvImage_ARGBToYpCbCrMatrix_ITU_R_2020_NCL_0
00007ff80d4116c4 (__TEXT,__const) non-external (was a private external) __kvImage_ARGBToYpCbCrMatrix_ITU_R_601_4
00007ff80d4116e4 (__TEXT,__const) non-external (was a private external) __kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00007ff80d4116b0 (__TEXT,__const) non-external (was a private external) __kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00007ff80d411688 (__TEXT,__const) non-external (was a private external) __kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00007ff80d41169c (__TEXT,__const) non-external (was a private external) __kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
00007ff80c9af1f0 (__TEXT,__text) non-external __vImageConvert_ARGB16Q12ToXRGB2101010
00007ff80d40caa4 (__TEXT,__const) non-external __vImageConvert_ARGB16Q12ToXRGB2101010.identityMap
00007ff843bc7de8 (__DATA,__bss) non-external __vImageConvert_ARGB16Q12ToXRGB2101010.vConvert_ARGB16Q12ToARGB2101010
00007ff843bc7df0 (__DATA,__bss) non-external __vImageConvert_ARGB16Q12ToXRGB2101010.vConvert_ARGB16Q12ToXRGB2101010
00007ff80c9aeab0 (__TEXT,__text) non-external __vImageConvert_ARGB16UToXRGB2101010
00007ff80d40ca9c (__TEXT,__const) non-external __vImageConvert_ARGB16UToXRGB2101010.identityMap
00007ff843bc7dc8 (__DATA,__bss) non-external __vImageConvert_ARGB16UToXRGB2101010.vConvert_ARGB16UToARGB2101010
00007ff843bc7dd0 (__DATA,__bss) non-external __vImageConvert_ARGB16UToXRGB2101010.vConvert_ARGB16UToXRGB2101010
00007ff80c9ae370 (__TEXT,__text) non-external __vImageConvert_ARGB8888ToXRGB2101010
00007ff80d40ca94 (__TEXT,__const) non-external __vImageConvert_ARGB8888ToXRGB2101010.identityMap
00007ff843bc7da8 (__DATA,__bss) non-external __vImageConvert_ARGB8888ToXRGB2101010.vConvert_ARGB8888ToARGB2101010
00007ff843bc7db0 (__DATA,__bss) non-external __vImageConvert_ARGB8888ToXRGB2101010.vConvert_ARGB8888ToXRGB2101010
00007ff80c9af990 (__TEXT,__text) non-external __vImageConvert_ARGBFFFFToXRGB2101010
00007ff80d40caac (__TEXT,__const) non-external __vImageConvert_ARGBFFFFToXRGB2101010.identityMap
00007ff843bc7e08 (__DATA,__bss) non-external __vImageConvert_ARGBFFFFToXRGB2101010.vConvert_ARGBFFFFToARGB2101010
00007ff843bc7e10 (__DATA,__bss) non-external __vImageConvert_ARGBFFFFToXRGB2101010.vConvert_ARGBFFFFToXRGB2101010
00007ff80c9afd50 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGB16F
00007ff80d40cab0 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGB16F.identityMap
00007ff843bc7e18 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16F.vConvert_ARGB2101010ToARGB16F
00007ff843bc7e20 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16F.vConvert_XRGB2101010ToARGB16F
00007ff80c9aee60 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGB16Q12
00007ff80d40caa0 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGB16Q12.identityMap
00007ff843bc7de0 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16Q12.vConvert_ARGB2101010ToARGB16Q12
00007ff843bc7dd8 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16Q12.vConvert_XRGB2101010ToARGB16Q12
00007ff80c9ae720 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGB16U
00007ff80d40ca98 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGB16U.identityMap
00007ff843bc7db8 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16U.vConvert_ARGB2101010ToARGB16U
00007ff843bc7dc0 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB16U.vConvert_XRGB2101010ToARGB16U
00007ff80c9adfd0 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGB8888
00007ff80d40ca90 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGB8888.identityMap
00007ff843bc7d98 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB8888.vConvert_ARGB2101010ToARGB8888
00007ff843bc7da0 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGB8888.vConvert_XRGB2101010ToARGB8888
00007ff80c9af580 (__TEXT,__text) non-external __vImageConvert_XRGB2101010ToARGBFFFF
00007ff80d40caa8 (__TEXT,__const) non-external __vImageConvert_XRGB2101010ToARGBFFFF.identityMap
00007ff843bc7df8 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGBFFFF.vConvert_ARGB2101010ToARGBFFFF
00007ff843bc7e00 (__DATA,__bss) non-external __vImageConvert_XRGB2101010ToARGBFFFF.vConvert_XRGB2101010ToARGBFFFF
00007ff80caae7d0 (__TEXT,__text) non-external __vImagePiecewiseGamma_Planar16Q12
00007ff80caaeb50 (__TEXT,__text) non-external __vImagePiecewiseGamma_PlanarF
00007ff843bc7768 (__DATA,__bss) non-external __vImagePiecewiseGamma_PlanarF.vPiecewiseGamma_PlanarF
00007ff80cbede90 (__TEXT,__text) external __vImage_TempBuffer_Enable_Legacy
00007ff843756be8 (__DATA_DIRTY,__common) non-external (was a private external) _allocate_vImageCGConverterRef
                 (undefined) external _arc4random (from libSystem)
00007ff80d3879d0 (__TEXT,__const) non-external (was a private external) _argb_32_table
00007ff80d420ae0 (__TEXT,__const) non-external _argb_Ndot16_table
00007ff80d4378c0 (__TEXT,__const) non-external _argb_Ndot16_table
00007ff80d439510 (__TEXT,__const) non-external _argb_Ndot16_table
00007ff80d441e80 (__TEXT,__const) non-external _argb_Ndot16_table
00007ff80d44d3c0 (__TEXT,__const) non-external _argb_Ndot16_table
                 (undefined) external _asl_close (from libSystem)
                 (undefined) external _asl_open (from libSystem)
                 (undefined) external _asl_vlog (from libSystem)
00007ff80d40e238 (__TEXT,__const) non-external (was a private external) _bounds_11_over_5
00007ff80d40e2e0 (__TEXT,__const) non-external (was a private external) _bounds_11_over_9
00007ff80d40e1f0 (__TEXT,__const) non-external (was a private external) _bounds_5_over_11
00007ff80d40e120 (__TEXT,__const) non-external (was a private external) _bounds_5_over_9
00007ff80d40e280 (__TEXT,__const) non-external (was a private external) _bounds_9_over_11
00007ff80d40e15c (__TEXT,__const) non-external (was a private external) _bounds_9_over_5
00007ff80d40e400 (__TEXT,__const) non-external (was a private external) _bounds_BT709_forward
00007ff80d40e490 (__TEXT,__const) non-external (was a private external) _bounds_BT709_reverse
00007ff80d40e334 (__TEXT,__const) non-external (was a private external) _bounds_sRGB_forward
00007ff80d40e3c0 (__TEXT,__const) non-external (was a private external) _bounds_sRGB_reverse
                 (undefined) external _cache_create (from libSystem)
                 (undefined) external _cache_get_and_retain (from libSystem)
                 (undefined) external _cache_release_value (from libSystem)
                 (undefined) external _cache_set_and_retain (from libSystem)
00007ff843756be0 (__DATA_DIRTY,__common) non-external (was a private external) _cfArrayGetCount
00007ff843756bd8 (__DATA_DIRTY,__common) non-external (was a private external) _cfArrayGetTypeID
00007ff843756bd0 (__DATA_DIRTY,__common) non-external (was a private external) _cfEqual
00007ff843756bc8 (__DATA_DIRTY,__common) non-external (was a private external) _cfGetTypeID
00007ff843756bc0 (__DATA_DIRTY,__common) non-external (was a private external) _cfRelease
00007ff843756bb8 (__DATA_DIRTY,__common) non-external (was a private external) _cfRetain
00007ff843756bb0 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorConversionInfoCreateWithColorSyncCodeFragment
00007ff843756ba8 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceCreateDeviceRGB
00007ff843756ba0 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceGetBaseColorSpace
00007ff843756b98 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceGetColorTable
00007ff843756b90 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceGetColorTableCount
00007ff843756b88 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceGetLabData
00007ff843756b80 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceGetModel
00007ff843756b78 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceGetName
00007ff843756b70 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceGetNumberOfComponents
00007ff843756b68 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceGetType
00007ff843756bf8 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceRelease
00007ff843756b60 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceRetain
00007ff843756b58 (__DATA_DIRTY,__common) non-external (was a private external) _cgColorSpaceUsesExtendedRange
00007ff80c936be0 (__TEXT,__text) non-external _cmpBGR
00007ff80c936c00 (__TEXT,__text) non-external _cmpHash
00007ff80c94b350 (__TEXT,__text) non-external _cmpRGB
00007ff80c94b3a0 (__TEXT,__text) non-external _cmpRGBA
00007ff80c94b3c0 (__TEXT,__text) non-external _cmpRGBAhash
00007ff80c94b370 (__TEXT,__text) non-external _cmpRGBhash
00007ff840d15de0 (__DATA_CONST,__const) non-external (was a private external) _coeffs_11_over_5
00007ff840d15e10 (__DATA_CONST,__const) non-external (was a private external) _coeffs_11_over_9
00007ff840d15da0 (__DATA_CONST,__const) non-external (was a private external) _coeffs_5_over_11
00007ff840d15d70 (__DATA_CONST,__const) non-external (was a private external) _coeffs_5_over_9
00007ff840d15df0 (__DATA_CONST,__const) non-external (was a private external) _coeffs_9_over_11
00007ff840d15d90 (__DATA_CONST,__const) non-external (was a private external) _coeffs_9_over_5
00007ff840d15e60 (__DATA_CONST,__const) non-external (was a private external) _coeffs_BT709_forward
00007ff840d15e70 (__DATA_CONST,__const) non-external (was a private external) _coeffs_BT709_reverse
00007ff840d15e30 (__DATA_CONST,__const) non-external (was a private external) _coeffs_sRGB_forward
00007ff840d15e40 (__DATA_CONST,__const) non-external (was a private external) _coeffs_sRGB_reverse
00007ff843756b50 (__DATA_DIRTY,__common) non-external (was a private external) _colorSpaceTransform_DoConvert
00007ff843756b48 (__DATA_DIRTY,__common) non-external (was a private external) _colorSpaceTransform_Free
00007ff80d408b80 (__TEXT,__const) non-external _color_bg_mask_table
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
00007ff80ca5cf40 (__TEXT,__text) non-external _computeImageEdgesAndGetMaskedMean
00007ff80ca34cb0 (__TEXT,__text) non-external _conv4FFFF_A
00007ff80ca347a0 (__TEXT,__text) non-external _conv4FFFF_AB
00007ff80ca344b0 (__TEXT,__text) non-external _conv4FFFF_ABC
00007ff80ca342c0 (__TEXT,__text) non-external _conv4FFFF_ABCD
00007ff80ca37f40 (__TEXT,__text) non-external _conv4FFFF_ABCD_accum
00007ff80ca39630 (__TEXT,__text) non-external _conv4FFFF_ABCD_accum_noAlpha
00007ff80ca355d0 (__TEXT,__text) non-external _conv4FFFF_ABCD_bias
00007ff80ca37410 (__TEXT,__text) non-external _conv4FFFF_ABC_accum
00007ff80ca389b0 (__TEXT,__text) non-external _conv4FFFF_ABC_accum_noAlpha
00007ff80ca357c0 (__TEXT,__text) non-external _conv4FFFF_ABC_bias
00007ff80ca34630 (__TEXT,__text) non-external _conv4FFFF_ABD
00007ff80ca379a0 (__TEXT,__text) non-external _conv4FFFF_ABD_accum
00007ff80ca38f70 (__TEXT,__text) non-external _conv4FFFF_ABD_accum_noAlpha
00007ff80ca35940 (__TEXT,__text) non-external _conv4FFFF_ABD_bias
00007ff80ca36e50 (__TEXT,__text) non-external _conv4FFFF_AB_accum
00007ff80ca383a0 (__TEXT,__text) non-external _conv4FFFF_AB_accum_noAlpha
00007ff80ca35ad0 (__TEXT,__text) non-external _conv4FFFF_AB_bias
00007ff80ca34a50 (__TEXT,__text) non-external _conv4FFFF_AC
00007ff80ca348d0 (__TEXT,__text) non-external _conv4FFFF_ACD
00007ff80ca37c40 (__TEXT,__text) non-external _conv4FFFF_ACD_accum
00007ff80ca392a0 (__TEXT,__text) non-external _conv4FFFF_ACD_accum_noAlpha
00007ff80ca35bf0 (__TEXT,__text) non-external _conv4FFFF_ACD_bias
00007ff80ca37140 (__TEXT,__text) non-external _conv4FFFF_AC_accum
00007ff80ca386d0 (__TEXT,__text) non-external _conv4FFFF_AC_accum_noAlpha
00007ff80ca35d70 (__TEXT,__text) non-external _conv4FFFF_AC_bias
00007ff80ca34b80 (__TEXT,__text) non-external _conv4FFFF_AD
00007ff80ca376d0 (__TEXT,__text) non-external _conv4FFFF_AD_accum
00007ff80ca38c90 (__TEXT,__text) non-external _conv4FFFF_AD_accum_noAlpha
00007ff80ca35e90 (__TEXT,__text) non-external _conv4FFFF_AD_bias
00007ff80ca36b70 (__TEXT,__text) non-external _conv4FFFF_A_accum
