00007ff8113eebc4 (__TEXT,__text) non-external +[CalAlarm alarm]
                 (undefined) external _CFURLCreateStringByAddingPercentEscapes (from CoreFoundation)
                 (undefined) external _CalAgentLinkNS_StoreMachServiceName (from CalendarAgentLink)
00007ff840c6ed80 (__DATA_CONST,__const) external _CalAlarmActionDisplay
00007ff840c6ed88 (__DATA_CONST,__const) external _CalAlarmActionEmail
00007ff840c6ed90 (__DATA_CONST,__const) external _CalAlarmActionProcedure
00007ff840c6ed98 (__DATA_CONST,__const) external _CalAlarmActionSound
00007ff840c6eb88 (__DATA_CONST,__const) external _CalAttendeeStatusAccepted
00007ff840c6eb90 (__DATA_CONST,__const) external _CalAttendeeStatusDeclined
00007ff840c6eb80 (__DATA_CONST,__const) external _CalAttendeeStatusNeedsAction
00007ff840c6eb98 (__DATA_CONST,__const) external _CalAttendeeStatusTentative
00007ff840c6eca8 (__DATA_CONST,__const) external _CalCalendarStoreErrorDomain
00007ff840c6ed50 (__DATA_CONST,__const) external _CalCalendarTypeBirthday
00007ff840c6ed58 (__DATA_CONST,__const) external _CalCalendarTypeCalDAV
00007ff840c6ed78 (__DATA_CONST,__const) external _CalCalendarTypeExchange
00007ff840c6ed60 (__DATA_CONST,__const) external _CalCalendarTypeIMAP
00007ff840c6ed68 (__DATA_CONST,__const) external _CalCalendarTypeLocal
00007ff840c6ed70 (__DATA_CONST,__const) external _CalCalendarTypeSubscription
00007ff840c6ec68 (__DATA_CONST,__const) external _CalCalendarsChangedExternallyNotification
00007ff840c6ec50 (__DATA_CONST,__const) external _CalCalendarsChangedNotification
00007ff8113fc2e8 (__TEXT,__const) external _CalDefaultRecurrenceInterval
00007ff840c6ec90 (__DATA_CONST,__const) external _CalDeletedRecordsKey
00007ff840c6ec70 (__DATA_CONST,__const) external _CalEventsChangedExternallyNotification
00007ff840c6ec58 (__DATA_CONST,__const) external _CalEventsChangedNotification
00007ff840c6ebf0 (__DATA_CONST,__const) external _CalGroupACAccountIDKey
00007ff840c6ebe8 (__DATA_CONST,__const) external _CalGroupExchangeAutodiscoverURLKey
00007ff840c6ebe0 (__DATA_CONST,__const) external _CalGroupExchangeRootFolderIDKey
00007ff840c6ebd8 (__DATA_CONST,__const) external _CalGroupIsDelegateKey
00007ff840c6ebc8 (__DATA_CONST,__const) external _CalGroupIsEnabledForCalendarKey
00007ff840c6ebd0 (__DATA_CONST,__const) external _CalGroupIsEnabledForRemindersKey
00007ff840c6ec00 (__DATA_CONST,__const) external _CalGroupIsManuallyConfigured
00007ff840c6ec10 (__DATA_CONST,__const) external _CalGroupIsMarkedForDeletionKey
00007ff840c6ec18 (__DATA_CONST,__const) external _CalGroupPasswordKey
00007ff840c6ec08 (__DATA_CONST,__const) external _CalGroupPrincipalURLKey
00007ff840c6eba0 (__DATA_CONST,__const) external _CalGroupTypeCalDAV
00007ff840c6ebc0 (__DATA_CONST,__const) external _CalGroupTypeExchange
00007ff840c6eba8 (__DATA_CONST,__const) external _CalGroupTypeIMAP
00007ff840c6ebb0 (__DATA_CONST,__const) external _CalGroupTypeLocal
00007ff840c6ebb8 (__DATA_CONST,__const) external _CalGroupTypeSubscription
00007ff840c6ebf8 (__DATA_CONST,__const) external _CalGroupUseKerberosKey
00007ff840c6ec80 (__DATA_CONST,__const) external _CalInsertedRecordsKey
00007ff840c6ec98 (__DATA_CONST,__const) external _CalSenderProcessIDKey
00007ff840c6ee00 (__DATA_CONST,__const) external _CalStoreAPI_NS_Log
                 (undefined) external _CalStoreLogActual (from CalendarAgentLink)
                 (undefined) external _CalStoreLogCurrentLevel (from CalendarAgentLink)
00007ff840c6ec78 (__DATA_CONST,__const) external _CalTasksChangedExternallyNotification
00007ff840c6ec60 (__DATA_CONST,__const) external _CalTasksChangedNotification
00007ff840c6ec88 (__DATA_CONST,__const) external _CalUpdatedRecordsKey
00007ff840c6eca0 (__DATA_CONST,__const) external _CalUserUIDKey
                 (undefined) external _NSInvalidArgumentException (from CoreFoundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSLocalizedRecoverySuggestionErrorKey (from Foundation)
                 (undefined) external _OBJC_CLASS_$_CalAgentLink (from CalendarAgentLink)
00007ff84292e150 (__DATA,__objc_data) external _OBJC_CLASS_$_CalAlarm
00007ff84292dfc0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalAttendee
00007ff84292e100 (__DATA,__objc_data) external _OBJC_CLASS_$_CalCalendar
00007ff84292e330 (__DATA,__objc_data) external _OBJC_CLASS_$_CalCalendarItem
00007ff84292e2e0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalCalendarItemPredicate
00007ff84292e0d8 (__DATA,__objc_data) external _OBJC_CLASS_$_CalCalendarStore
00007ff84292e1a0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalEvent
00007ff84292df70 (__DATA,__objc_data) external _OBJC_CLASS_$_CalEventPredicate
00007ff84292e010 (__DATA,__objc_data) external _OBJC_CLASS_$_CalGroup
00007ff84292e240 (__DATA,__objc_data) external _OBJC_CLASS_$_CalNthWeekDay
00007ff84292df20 (__DATA,__objc_data) external _OBJC_CLASS_$_CalPredicate
00007ff84292e290 (__DATA,__objc_data) external _OBJC_CLASS_$_CalRecurrenceEnd
00007ff84292e1f0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalRecurrenceRule
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteCALDailyRecurrence (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteCALMonthlyRecurrence (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteCALWeeklyRecurrence (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteCALYearlyRecurrence (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteCoreRecurrenceRule (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedAlarm (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedAttachment (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedAttendee (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedCalDAVAccount (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedCalDAVCalendar (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedCalDAVPrincipal (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedCalendar (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedEvent (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedExchangeAccount (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedExchangePrincipal (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedGroup (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedPrincipal (from CalendarAgentLink)
                 (undefined) external _OBJC_CLASS_$_CalStoreRemoteManagedTask (from CalendarAgentLink)
00007ff84292e380 (__DATA,__objc_data) external _OBJC_CLASS_$_CalTask
00007ff84292e088 (__DATA,__objc_data) external _OBJC_CLASS_$_CalTaskPredicate
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAssertionHandler (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCalendarDate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSColorSpace (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSCompoundPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSScanner (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimeZone (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
00007ff84292de00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._absoluteTrigger
00007ff84292ddd8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._action
00007ff84292dde8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._emailAddress
00007ff84292ddc8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._objectID
00007ff84292ddf8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._relativeTrigger
00007ff84292ddd0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._reserved
00007ff84292dde0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._sound
00007ff84292ddf0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._url
00007ff84292dd18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._address
00007ff84292dd20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._commonName
00007ff84292dd08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._objectID
00007ff84292dd10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._reserved
00007ff84292dd28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._status
00007ff84292dd98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._color
00007ff84292dd88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._group
00007ff84292ddc0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._isEditable
00007ff84292dda0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._notes
00007ff84292dd80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._objectID
00007ff84292dd90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._reserved
00007ff84292dda8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._title
00007ff84292ddb0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._type
00007ff84292ddb8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._uid
00007ff84292df00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._alarms
00007ff84292ded0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._calendar
00007ff84292def8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._dateStamp
00007ff84292ded8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._notes
00007ff84292dec0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._objectID
00007ff84292dec8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._reserved
00007ff84292dee8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._title
00007ff84292def0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._uid
00007ff84292dee0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItem._url
00007ff84292deb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalCalendarItemPredicate._calendars
00007ff84292dd78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendarStore._reserved
00007ff84292de18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._attendees
00007ff84292de28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._endDate
00007ff84292de38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._isAllDay
00007ff84292de40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._isDetached
00007ff84292de20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._location
00007ff84292de08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._occurrence
00007ff84292de30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._recurrenceRule
00007ff84292de10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._startDate
00007ff84292dcf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalEventPredicate._endDate
00007ff84292dcf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalEventPredicate._startDate
00007ff84292dd00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalEventPredicate._uid
00007ff84292dd68 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._emailAddress
00007ff84292dd60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._externalServerURL
00007ff84292dd70 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._fullName
00007ff84292dd30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._managedObjectIDString
00007ff84292dd38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._reserved
00007ff84292dd58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._serverURL
00007ff84292dd40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._title
00007ff84292dd48 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._type
00007ff84292dd50 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalGroup._uid
00007ff84292de98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalNthWeekDay._dayOfTheWeek
00007ff84292dea0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalNthWeekDay._weekNumber
00007ff84292dce8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalPredicate._subpredicate
00007ff84292dea8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceEnd._endDate
00007ff84292deb0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceEnd._occurrenceCount
00007ff84292de68 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._daysOfTheMonth
00007ff84292de70 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._daysOfTheWeek
00007ff84292de78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._firstDayOfTheWeek
00007ff84292de58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._monthsOfTheYear
00007ff84292de60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._nthWeekDaysOfTheMonth
00007ff84292de48 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._objectID
00007ff84292de90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._recurrenceEnd
00007ff84292de80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._recurrenceInterval
00007ff84292de88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._recurrenceType
00007ff84292de50 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._reserved
00007ff84292df08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalTask._completedDate
00007ff84292df10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalTask._dueDate
00007ff84292df18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalTask._priority
00007ff84292e178 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalAlarm
00007ff84292dfe8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalAttendee
00007ff84292e128 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalCalendar
00007ff84292e358 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalCalendarItem
00007ff84292e308 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalCalendarItemPredicate
00007ff84292e0b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalCalendarStore
00007ff84292e1c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalEvent
00007ff84292df98 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalEventPredicate
00007ff84292e038 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalGroup
00007ff84292e268 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalNthWeekDay
00007ff84292df48 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalPredicate
00007ff84292e2b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalRecurrenceEnd
00007ff84292e218 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalRecurrenceRule
00007ff84292e3a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalTask
00007ff84292e060 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalTaskPredicate
                 (undefined) external _OBJC_METACLASS_$_NSCompoundPredicate (from Foundation)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _TCCAccessPreflight (from TCC)
                 (undefined) external _TCCAccessRequest (from TCC)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __NSMethodExceptionProem (from Foundation)
00007ff840c712e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CalStoreRemoteCALDailyRecurrence_$_LegacyTranslation
00007ff840c71360 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CalStoreRemoteCALMonthlyRecurrence_$_LegacyTranslation
00007ff840c71320 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CalStoreRemoteCALWeeklyRecurrence_$_LegacyTranslation
00007ff840c713a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CalStoreRemoteCALYearlyRecurrence_$_LegacyTranslation
00007ff840c71768 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CalStoreRemoteManagedEvent_$_CalStoreUtils
00007ff840c71520 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSDate_$_CalStoreUtils
00007ff8113fa798 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalAlarm
00007ff8113fa640 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalCalendar
00007ff8113fa468 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalCalendarStore
00007ff8113fa8e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalEvent
00007ff8113fa0a0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalEventPredicate
00007ff8113fa1b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalGroup
00007ff8113fac60 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalNthWeekDay
00007ff8113fad18 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalRecurrenceEnd
00007ff8113faaa0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalRecurrenceRule
00007ff8113faf70 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalTask
00007ff8113fa450 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalTaskPredicate
00007ff8113face0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_NSDate(CalStoreUtils)
00007ff8113fa7b0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalAlarm
00007ff8113fa138 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalAttendee
00007ff8113fa678 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendar
00007ff8113fae08 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendarItem
00007ff8113fadb8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendarItemPredicate
00007ff8113fa530 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalCalendarStore
00007ff8113fa918 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalEvent
00007ff8113fa0c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalEventPredicate
00007ff8113fa1f8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalGroup
00007ff8113fac78 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalNthWeekDay
00007ff8113fa058 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalPredicate
00007ff8113fad38 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalRecurrenceEnd
00007ff8113faad8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalRecurrenceRule
00007ff8113fac00 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalStoreRemoteCALDailyRecurrence(LegacyTranslation)
00007ff8113fac18 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalStoreRemoteCALMonthlyRecurrence(LegacyTranslation)
00007ff8113fac30 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalStoreRemoteCALWeeklyRecurrence(LegacyTranslation)
00007ff8113fac48 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalStoreRemoteCALYearlyRecurrence(LegacyTranslation)
00007ff8113fadf0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalStoreRemoteManagedEvent(CalStoreUtils)
00007ff8113faf90 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalTask
00007ff8113facf8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSDate(CalStoreUtils)
00007ff840c70c68 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalAlarm
00007ff840c703c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalAttendee
00007ff840c709d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendar
00007ff840c71830 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendarItem
00007ff840c716f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendarItemPredicate
00007ff840c708e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalCalendarStore
00007ff840c70e68 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalEvent
00007ff840c70288 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalEventPredicate
00007ff840c70570 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalGroup
00007ff840c71468 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalNthWeekDay
00007ff840c701d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalPredicate
00007ff840c715e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalRecurrenceEnd
00007ff840c710c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalRecurrenceRule
00007ff840c71a70 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalTask
00007ff840c70d70 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalAlarm
00007ff840c70468 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalAttendee
00007ff840c70b00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalCalendar
00007ff840c71958 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalCalendarItem
00007ff840c70f70 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalEvent
00007ff840c70698 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalGroup
00007ff840c714b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalNthWeekDay
00007ff840c71630 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalRecurrenceEnd
00007ff840c71210 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalRecurrenceRule
00007ff840c71ad8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalTask
00007ff840c70818 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_CalendarAgentClient
00007ff840c70338 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00007ff840c704e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00007ff840c70950 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00007ff840c70be0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00007ff840c71040 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00007ff840c713e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00007ff840c71560 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00007ff840c717a8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
00007ff840c70868 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_CalendarAgentClient
