00007ff80b7afdfe (__TEXT,__text) non-external _Annihilate
00007ff80b84b4a0 (__TEXT,__const) non-external _kStaticDistanceCodeBits
00007ff80b84b460 (__TEXT,__const) non-external _kStaticDistanceCodeDepth
00007ff80b846830 (__TEXT,__const) non-external _kTransformsData
00007ff80b8474b0 (__TEXT,__const) non-external _kZeroRepsBits
00007ff80b8469b0 (__TEXT,__const) non-external _kZeroRepsDepth
                 (undefined) external _log2 (from libSystem)
00007ff80b799786 (__TEXT,__text) non-external _longest_match
00007ff8422e3300 (__DATA,__common) non-external (was a private external) _lut_ok
00007ff8422e3310 (__DATA,__common) non-external (was a private external) _lut_quantize
00007ff80b850390 (__TEXT,__const) non-external (was a private external) _lut_rle
00007ff80b79fe90 (__TEXT,__text) non-external (was a private external) _lz4_decode
00007ff80b79fa00 (__TEXT,__text) non-external (was a private external) _lz4_decode_asm
00007ff80b79f848 (__TEXT,__text) non-external (was a private external) _lz4_decode_buffer
00007ff80b7a0c1f (__TEXT,__text) non-external (was a private external) _lz4_encode_2gb
00007ff80b7a0a72 (__TEXT,__text) non-external (was a private external) _lz4_encode_buffer
00007ff80b7cfd34 (__TEXT,__text) non-external (was a private external) _lz4_stream_end
00007ff80b7cfd94 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_decode_state_size
00007ff80b7cfd89 (__TEXT,__text) non-external (was a private external) _lz4_stream_get_encode_state_size
00007ff80b7cfd7e (__TEXT,__text) non-external (was a private external) _lz4_stream_get_state_size
00007ff80b7cfd57 (__TEXT,__text) non-external (was a private external) _lz4_stream_identify_algorithm
00007ff80b7cf5f0 (__TEXT,__text) non-external (was a private external) _lz4_stream_init
00007ff80b7cf6a6 (__TEXT,__text) non-external (was a private external) _lz4_stream_process
00007ff80b7bf937 (__TEXT,__text) non-external (was a private external) _lz4raw_decode_buffer
00007ff80b7bf850 (__TEXT,__text) non-external (was a private external) _lz4raw_encode_buffer
00007ff80b7c8734 (__TEXT,__text) non-external (was a private external) _lzbitmap_alloc
00007ff80b7c8783 (__TEXT,__text) non-external (was a private external) _lzbitmap_buf_align
00007ff80b7ca3c3 (__TEXT,__text) non-external (was a private external) _lzbitmap_create_dictionary_and_token_map
00007ff80b7bb5ec (__TEXT,__text) non-external (was a private external) _lzbitmap_decode
00007ff80b7cbf35 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_buffer
00007ff80b7cac0a (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_rle
00007ff80b7cbf81 (__TEXT,__text) non-external (was a private external) _lzbitmap_decode_scratch_size
00007ff80b7ca86b (__TEXT,__text) non-external (was a private external) _lzbitmap_encode
00007ff80b7ca5c4 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_block
00007ff80b7cbf56 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_buffer
00007ff80b7cab28 (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_rle
00007ff80b7cbf8c (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_scratch_size
00007ff80b7c888b (__TEXT,__text) non-external (was a private external) _lzbitmap_encode_state_size
00007ff80b7c477c (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode
00007ff80b7cbedc (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_decode_buffer
00007ff80b7bee20 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode
00007ff80b7cbefd (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_buffer
00007ff80b7cbf28 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_scratch_size
00007ff80b7bda43 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_encode_state_size
00007ff80b7bda5d (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser0
00007ff80b7be0e8 (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser1
00007ff80b7be79d (__TEXT,__text) non-external (was a private external) _lzbitmap_fast_parser2
00007ff80b8513d0 (__TEXT,__const) non-external (was a private external) _lzbitmap_fast_unpack_dist
00007ff80b7c8712 (__TEXT,__text) non-external (was a private external) _lzbitmap_flags
00007ff80b7ca2c8 (__TEXT,__text) non-external (was a private external) _lzbitmap_get_top_k
00007ff80b7c8795 (__TEXT,__text) non-external (was a private external) _lzbitmap_init_encode_state
00007ff80b7ca288 (__TEXT,__text) non-external (was a private external) _lzbitmap_init_token_info
00007ff80b7ca493 (__TEXT,__text) non-external (was a private external) _lzbitmap_output_masks_and_buffer_commands
00007ff80b7ca4d6 (__TEXT,__text) non-external (was a private external) _lzbitmap_output_nibbles
00007ff80b850bd0 (__TEXT,__const) non-external (was a private external) _lzbitmap_pack_perm_table
00007ff80b7c88d0 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l0
00007ff80b7c90b1 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l1
00007ff80b7c98f4 (__TEXT,__text) non-external (was a private external) _lzbitmap_parser_l2
00007ff80b7ca7bc (__TEXT,__text) non-external (was a private external) _lzbitmap_process_block
00007ff80b7c874e (__TEXT,__text) non-external (was a private external) _lzbitmap_store
00007ff80b7cbf99 (__TEXT,__text) non-external (was a private external) _lzbitmap_stream_identify_algorithm
00007ff80b8523d0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_dist_perm_table
00007ff80b8503d0 (__TEXT,__const) non-external (was a private external) _lzbitmap_unpack_perm_table
00007ff80b7f4ba7 (__TEXT,__text) non-external _lzfseBackendMatch
00007ff80b79bb28 (__TEXT,__text) non-external (was a private external) _lzfseDecode
00007ff80b7a0069 (__TEXT,__text) non-external _lzfseDecodeV1
00007ff80b7f4840 (__TEXT,__text) non-external (was a private external) _lzfseEncodeBase
00007ff80b7f4be6 (__TEXT,__text) non-external (was a private external) _lzfseEncodeFinish
00007ff80b7f4674 (__TEXT,__text) non-external (was a private external) _lzfseEncodeGetScratchSize
00007ff80b7f46df (__TEXT,__text) non-external (was a private external) _lzfseEncodeInitState
00007ff80b7f4f89 (__TEXT,__text) non-external _lzfseEncodeMatches
00007ff80b7f469d (__TEXT,__text) non-external (was a private external) _lzfseEncodeSetStateScratch
00007ff80b7f47a8 (__TEXT,__text) non-external (was a private external) _lzfseEncodeTranslateState
00007ff80b7f4c8b (__TEXT,__text) non-external _lzfsePushMatch
00007ff80b79b899 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecode
00007ff80b79b7c6 (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeInit
00007ff80b7c476f (__TEXT,__text) non-external (was a private external) _lzfseStreamDecodeStateSize
00007ff80b7e3443 (__TEXT,__text) non-external (was a private external) _lzfseStreamEncode
00007ff80b7e33ad (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeInit
00007ff80b7e339c (__TEXT,__text) non-external (was a private external) _lzfseStreamEncodeStateSize
00007ff80b79d4e2 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer
00007ff80b7c0687 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_iboot
00007ff80b7c04f5 (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_output_size
00007ff80b7c067c (__TEXT,__text) non-external (was a private external) _lzfse_decode_buffer_scratch_size_iboot
00007ff80b7c13f1 (__TEXT,__text) non-external _lzfse_decode_lzvn_block_iboot
00007ff8422e20e0 (__DATA,__const) non-external _lzfse_decode_lzvn_block_iboot.opc_tbl
00007ff80b79d202 (__TEXT,__text) non-external (was a private external) _lzfse_decode_scratch_size
00007ff80b7d34a3 (__TEXT,__text) non-external (was a private external) _lzfse_encode_buffer
00007ff80b7d3459 (__TEXT,__text) non-external (was a private external) _lzfse_encode_lzvn_algo
00007ff80b7d346f (__TEXT,__text) non-external (was a private external) _lzfse_encode_scratch_size
00007ff80b8172f0 (__TEXT,__const) non-external (was a private external) _lzfse_freq_nbits_table
00007ff80b817310 (__TEXT,__const) non-external (was a private external) _lzfse_freq_value_table
00007ff80b79d11b (__TEXT,__text) non-external (was a private external) _lzfse_stream_end
00007ff80b7bf1fd (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_decode_state_size
00007ff80b7bf1f3 (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_encode_state_size
00007ff80b7bf1ca (__TEXT,__text) non-external (was a private external) _lzfse_stream_get_state_size
00007ff80b7bf189 (__TEXT,__text) non-external (was a private external) _lzfse_stream_identify_algorithm
00007ff80b79b79e (__TEXT,__text) non-external (was a private external) _lzfse_stream_init
00007ff80b79b873 (__TEXT,__text) non-external (was a private external) _lzfse_stream_process
                 (undefined) external _lzma_auto_decoder (from liblzma)
                 (undefined) external _lzma_code (from liblzma)
00007ff80b7caa86 (__TEXT,__text) non-external (was a private external) _lzma_decode_buffer
00007ff80b7caa7e (__TEXT,__text) non-external (was a private external) _lzma_decode_scratch_size
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_easy_encoder (from liblzma)
00007ff80b7caae6 (__TEXT,__text) non-external (was a private external) _lzma_encode_buffer
00007ff80b7caade (__TEXT,__text) non-external (was a private external) _lzma_encode_scratch_size
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
00007ff80b79b776 (__TEXT,__text) non-external (was a private external) _lzma_stream_end
00007ff80b7f6a89 (__TEXT,__text) non-external (was a private external) _lzma_stream_identify_algorithm
00007ff80b8554f0 (__TEXT,__const) non-external _lzma_stream_identify_algorithm.XZ_HEADER_MAGIC
00007ff80b79b626 (__TEXT,__text) non-external (was a private external) _lzma_stream_init
00007ff80b79b6e6 (__TEXT,__text) non-external (was a private external) _lzma_stream_process
00007ff80b79cce1 (__TEXT,__text) non-external (was a private external) _lzvnDecode
00007ff8422e16f0 (__DATA,__const) non-external _lzvnDecode.opc_tbl
00007ff80b7cb12d (__TEXT,__text) non-external (was a private external) _lzvnEncode
00007ff80b7cb0aa (__TEXT,__text) non-external (was a private external) _lzvnEncodeInitState
00007ff80b7b06ea (__TEXT,__text) non-external (was a private external) _lzvnStreamDecode
00007ff80b7b0659 (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeInit
00007ff80b7b064e (__TEXT,__text) non-external (was a private external) _lzvnStreamDecodeStateSize
00007ff80b7b5372 (__TEXT,__text) non-external (was a private external) _lzvnStreamEncode
00007ff80b7b529d (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeInit
00007ff80b7b528c (__TEXT,__text) non-external (was a private external) _lzvnStreamEncodeStateSize
00007ff8422e2b00 (__DATA,__data) non-external _lzvn_decode.opcode_table
00007ff80b79d5c0 (__TEXT,__text) non-external (was a private external) _lzvn_decode_buffer
00007ff80b79d584 (__TEXT,__text) non-external (was a private external) _lzvn_decode_scratch_size
00007ff80b7cbc4d (__TEXT,__text) non-external (was a private external) _lzvn_encode_buffer
00007ff80b7cbc8b (__TEXT,__text) non-external (was a private external) _lzvn_encode_partial
00007ff80b7cbc33 (__TEXT,__text) non-external (was a private external) _lzvn_encode_scratch_size
00007ff80b7ca9fc (__TEXT,__text) non-external (was a private external) _lzvn_stream_end
00007ff80b7caa74 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_decode_state_size
00007ff80b7caa6a (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_encode_state_size
00007ff80b7caa41 (__TEXT,__text) non-external (was a private external) _lzvn_stream_get_state_size
00007ff80b7caa1f (__TEXT,__text) non-external (was a private external) _lzvn_stream_identify_algorithm
00007ff80b7ca9ae (__TEXT,__text) non-external (was a private external) _lzvn_stream_init
00007ff80b7ca9d6 (__TEXT,__text) non-external (was a private external) _lzvn_stream_process
00007ff80b7d2bae (__TEXT,__text) non-external (was a private external) _lzx_decode_buffer
00007ff80b7d2b4d (__TEXT,__text) non-external (was a private external) _lzx_decode_scratch_size
00007ff80b7ee572 (__TEXT,__text) non-external (was a private external) _lzx_decoder_init
00007ff80b7d2b58 (__TEXT,__text) non-external (was a private external) _lzx_e8_translation
00007ff80b7a9484 (__TEXT,__text) non-external (was a private external) _lzx_huffman_create_pre_tree
00007ff80b7a8efd (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_compute_lookup_from_code_len
00007ff80b7a90ba (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_read_code
00007ff80b7a91a5 (__TEXT,__text) non-external (was a private external) _lzx_huffman_tree_update_tree_using_pre_tree_encoding
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
00007ff80b7c508d (__TEXT,__text) non-external (was a private external) _parse_size
00007ff80b84b7a0 (__TEXT,__const) non-external _position_slot_base_position
00007ff80b84b720 (__TEXT,__const) non-external _position_slot_extra_bits
00007ff80b79a8cd (__TEXT,__text) non-external _pqdownheap
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff80b7eff79 (__TEXT,__text) non-external _quantize_slow
                 (undefined) external _read (from libSystem)
00007ff80b79efd0 (__TEXT,__text) non-external _readHuffmanTable
00007ff80b7c4fdc (__TEXT,__text) non-external (was a private external) _read_expected
00007ff80b7973cb (__TEXT,__text) non-external (was a private external) _realloc_stream_state
                 (undefined) external _reallocf (from libSystem)
00007ff80b79a9a3 (__TEXT,__text) non-external _scan_tree
00007ff80b79aa8d (__TEXT,__text) non-external _send_tree
                 (undefined) external _stat$INODE64 (from libSystem)
00007ff8422e2ae0 (__DATA,__data) non-external _static_bl_desc
00007ff8422e2ac0 (__DATA,__data) non-external _static_d_desc
00007ff80b853b80 (__TEXT,__const) non-external _static_dtree
00007ff8422e2aa0 (__DATA,__data) non-external _static_l_desc
00007ff80b853700 (__TEXT,__const) non-external _static_ltree
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff8422e2a00 (__DATA,__data) non-external (was a private external) _tc_quant16
00007ff80b7b036b (__TEXT,__text) non-external (was a private external) _thread_pool_create
00007ff80b7b0596 (__TEXT,__text) non-external (was a private external) _thread_pool_destroy
00007ff80b7b0499 (__TEXT,__text) non-external _thread_pool_entry
00007ff80b7b01bb (__TEXT,__text) non-external (was a private external) _thread_pool_send_task
00007ff80b7b02dc (__TEXT,__text) non-external (was a private external) _thread_pool_sync
                 (undefined) external _write (from libSystem)
00007ff80b7c5039 (__TEXT,__text) non-external (was a private external) _write_expected
00007ff80b7e3892 (__TEXT,__text) external _yzip_codec_create
00007ff80b7e38c4 (__TEXT,__text) external _yzip_codec_destroy
00007ff80b7e38e9 (__TEXT,__text) non-external (was a private external) _yzip_codec_pool_init
00007ff80b7c17c8 (__TEXT,__text) external _yzip_image_create
00007ff80b7c1918 (__TEXT,__text) external _yzip_image_create_with_payload
00007ff80b7c1c4b (__TEXT,__text) external _yzip_image_decode
00007ff80b7c1a42 (__TEXT,__text) external _yzip_image_destroy
00007ff80b7c1a4c (__TEXT,__text) external _yzip_image_encode
00007ff80b7c1d58 (__TEXT,__text) external _yzip_image_get_descriptor
00007ff80b7c1e14 (__TEXT,__text) external _yzip_image_get_max_payload_size
00007ff80b7c1dc1 (__TEXT,__text) external _yzip_image_get_plane_descriptor
00007ff80b7c1e8c (__TEXT,__text) external _yzip_image_set_data
00007ff80b7c2164 (__TEXT,__text) external _yzip_image_set_identifier
00007ff80b7c20ed (__TEXT,__text) external _yzip_image_set_plane_data
00007ff80b7bcec9 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_decoder_list
00007ff80b7bcdc0 (__TEXT,__text) non-external _yzip_jobs_create_empty_list
00007ff80b7bcbb4 (__TEXT,__text) non-external (was a private external) _yzip_jobs_create_encoder_list
00007ff80b7bd9c3 (__TEXT,__text) non-external (was a private external) _yzip_jobs_decode
00007ff80b7bd399 (__TEXT,__text) non-external (was a private external) _yzip_jobs_encode
00007ff80b7bd927 (__TEXT,__text) non-external _yzip_jobs_process
00007ff80b7bcb58 (__TEXT,__text) non-external (was a private external) _yzip_jobs_worker_entry
00007ff80b7ef9d9 (__TEXT,__text) non-external (was a private external) _yzip_plane_decoder
00007ff80b7ee818 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase1
00007ff80b7ef172 (__TEXT,__text) non-external (was a private external) _yzip_plane_encoder_phase2
00007ff80b7a0a58 (__TEXT,__text) non-external (was a private external) _zError
00007ff8422e16a0 (__DATA,__const) non-external (was a private external) _z_errmsg
00007ff80b7976da (__TEXT,__text) non-external (was a private external) _zcalloc
00007ff80b79b575 (__TEXT,__text) non-external (was a private external) _zcfree
00007ff80b7a0a4d (__TEXT,__text) non-external (was a private external) _zlibCompileFlags
00007ff80b79db8e (__TEXT,__text) non-external (was a private external) _zlibDecodeBuffer
00007ff80b79e50c (__TEXT,__text) non-external (was a private external) _zlibDecodeBufferSafe
00007ff80b84b5c0 (__TEXT,__const) non-external _zlibDecodeBufferSafe.distance_base
00007ff80b84b580 (__TEXT,__const) non-external _zlibDecodeBufferSafe.litlen_base
00007ff80b7d297b (__TEXT,__text) non-external (was a private external) _zlibDecodeStateInit
00007ff80b7a0a40 (__TEXT,__text) non-external (was a private external) _zlibVersion
00007ff80b7d2990 (__TEXT,__text) non-external (was a private external) _zlib_decode_buffer
00007ff80b7d2970 (__TEXT,__text) non-external (was a private external) _zlib_decode_scratch_size
00007ff80b79d8fc (__TEXT,__text) non-external (was a private external) _zlib_decode_stream_process
00007ff80b7b093b (__TEXT,__text) non-external (was a private external) _zlib_encode_buffer
00007ff80b7b0930 (__TEXT,__text) non-external (was a private external) _zlib_encode_scratch_size
00007ff80b79805f (__TEXT,__text) non-external (was a private external) _zlib_encode_stream_process
00007ff80b7cbed6 (__TEXT,__text) non-external (was a private external) _zlib_free
00007ff80b7cbeae (__TEXT,__text) non-external (was a private external) _zlib_malloc
00007ff80b79b603 (__TEXT,__text) non-external (was a private external) _zlib_stream_end
00007ff80b7d2b2a (__TEXT,__text) non-external (was a private external) _zlib_stream_get_decode_state_size
00007ff80b7d2b22 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_encode_state_size
00007ff80b7d2b35 (__TEXT,__text) non-external (was a private external) _zlib_stream_get_state_size
00007ff80b7d2b1a (__TEXT,__text) non-external (was a private external) _zlib_stream_identify_algorithm
00007ff80b797305 (__TEXT,__text) non-external (was a private external) _zlib_stream_init
00007ff80b798039 (__TEXT,__text) non-external (was a private external) _zlib_stream_process
                 (undefined) external dyld_stub_binder (from libSystem)
00007ff80b7a140b (__TEXT,__text) non-external n_loop
00007ff80b7a16fa (__TEXT,__text) non-external scalar_loop
00007ff80b7a13f0 (__TEXT,__text) non-external skip_loading_tables
00007ff8422e2a50 (__DATA,__data) non-external sum2_coefficients
00007ff8422e2a20 (__DATA,__data) non-external sum2_coefficients_nossse3
